age,education_years,previous_month_income,gender,rural_residence,job_training_participation,current_month_income
32,31,10,1,0,0,74.8196087304419
30,13,7,0,1,1,62.88034664174646
30,21,9,0,1,0,68.33623625749017
21,20,8,1,0,1,68.50032735395193
34,29,15,1,1,0,72.67165961412643
40,22,6,1,0,1,71.00041027645051
38,23,7,1,1,0,70.15797253525756
17,17,2,0,1,1,64.21255020773546
28,17,7,1,1,0,64.22683475286007
27,19,15,1,1,1,66.59984379220782
21,11,12,1,0,1,60.73770036713926
32,20,6,1,1,0,68.49766621240235
22,20,10,1,1,1,66.41453238600191
23,11,6,1,1,1,62.76430233720298
19,19,5,0,1,0,65.51049334690707
39,36,16,1,0,0,80.16254419369699
29,20,10,1,0,1,69.40092956984947
26,26,12,1,1,0,68.28090267120092
38,21,14,0,0,0,67.18071649591626
27,19,8,1,1,1,66.86438621469921
26,21,12,1,0,1,67.54098927963157
14,21,12,1,0,0,66.12791692442482
40,4,8,0,1,0,56.10070529016343
39,20,11,1,1,1,67.6907516596578
23,16,10,0,1,1,64.20910802360876
17,13,9,0,1,0,59.50809363859228
25,14,13,0,0,1,63.10773146103293
24,21,11,1,1,1,68.64518441544324
29,24,9,1,1,0,69.70899927797922
31,16,9,0,1,1,66.2321326847984
21,19,6,0,1,1,65.71032530317214
46,27,5,1,1,0,74.1664406873774
15,21,10,1,0,1,67.64136466227065
26,10,12,0,0,1,60.837675827842645
34,18,5,1,1,0,66.33678731830771
23,15,8,1,1,1,63.97857520305174
31,22,15,0,1,1,69.56501124353782
27,19,13,0,1,0,65.51484957338492
25,22,8,0,0,1,68.21632404332944
35,28,10,0,0,1,76.44060840659958
32,22,12,0,1,0,66.7874835359353
51,18,12,1,1,0,64.65867344060595
30,28,9,0,1,0,73.3706913840382
27,24,8,1,0,1,72.41995075980465
37,18,11,1,1,0,64.9606911166231
23,20,7,1,1,1,67.74656042983253
34,28,9,1,0,0,72.80217283525751
31,24,15,1,0,0,69.85897552558592
35,23,7,0,0,0,70.66374447172134
27,31,10,1,0,1,76.65590310370396
31,23,19,1,0,1,69.50051505467083
30,17,11,0,1,1,66.14253799684417
33,14,15,0,1,1,64.86743551750608
24,25,12,1,1,0,70.59430985653269
22,18,9,0,1,0,62.891984378988106
25,15,10,1,0,1,63.20238032947688
33,22,10,1,1,0,68.12370060964642
40,16,8,0,1,1,68.12183114035294
13,22,14,1,1,1,67.33594036363964
24,12,15,1,0,0,60.509873744454914
23,28,8,0,0,0,70.81916416349345
26,17,13,1,1,0,63.203991754089806
46,14,11,0,1,0,63.85150747372059
23,21,11,1,0,0,64.73370976068806
41,9,10,1,1,1,60.13371708190231
15,25,8,1,0,0,69.67755905323429
28,17,8,1,1,1,65.26489628132745
22,16,6,0,0,1,65.50751926370071
27,21,8,1,0,1,68.03936195163487
21,21,8,0,1,0,65.98243114650829
24,12,10,1,1,1,61.84964236758983
24,12,10,0,0,1,60.68780460409359
48,14,11,1,1,1,65.12293921213747
25,27,10,0,1,1,72.71219594230972
34,28,9,1,1,0,71.58070568012324
34,19,12,1,1,0,67.51106988887696
28,17,13,1,1,1,65.59073237622427
28,24,12,0,1,1,70.95546271671742
37,20,8,1,1,0,65.55531049245162
36,20,3,1,1,0,67.52950881509604
48,18,9,0,1,1,69.43144170179744
19,16,17,0,1,1,61.89251275280822
29,16,11,1,0,1,64.44664362217192
24,16,13,1,0,1,63.998322711798565
14,19,10,1,1,0,62.69984115813856
32,14,13,1,1,1,63.37450611346982
35,29,8,1,1,0,73.03042866959524
23,27,5,0,1,0,69.94565950041843
32,19,13,1,0,1,68.03068314253383
39,22,7,1,0,1,70.42911198052818
30,31,10,1,0,1,77.32295824239891
30,5,13,1,1,1,57.60657352068448
34,14,9,1,0,1,65.48024568071978
41,16,9,0,1,1,67.57532754466916
18,8,7,0,0,1,57.68666305159106
39,27,10,1,1,0,71.5205541103017
25,14,15,0,0,1,62.02056885051905
32,20,13,0,1,0,64.95291655624406
41,4,7,1,1,0,57.37515796923176
36,26,9,1,1,0,72.53491972799996
26,26,11,0,1,1,71.26835722318903
32,17,8,0,1,1,65.16442375922271
29,27,8,0,0,0,73.00358754111397
36,26,7,1,1,1,74.80076623422786
30,16,6,1,1,0,61.752798535272255
32,20,7,0,0,0,66.72742398942354
31,25,8,0,1,1,73.63022146402554
29,33,11,0,1,0,76.28525090091829
22,23,17,1,0,1,68.82681692580827
30,23,15,0,0,1,72.2398436703646
38,10,9,0,1,1,61.50466588727021
21,14,8,1,1,1,63.6033721350034
27,23,8,1,1,0,69.16258533768077
34,11,14,1,1,1,61.74429275419589
34,26,13,0,1,0,71.74995853615127
13,26,14,0,0,1,70.60170441571293
48,12,10,0,1,1,64.31166623240098
36,12,12,1,0,1,61.68909844204758
12,14,7,1,1,0,59.16295318681689
22,20,8,1,1,1,67.78613120901923
27,23,13,1,0,1,70.36227991912465
46,18,10,1,0,1,69.62596241959059
29,22,4,0,0,0,66.58460148089607
24,10,11,0,1,1,61.84586640136827
32,30,4,1,0,0,75.32298459717457
34,19,9,0,0,0,65.47620860802469
25,21,12,0,1,1,68.9664302334612
31,19,6,0,1,0,67.80361272627965
15,19,10,1,1,0,63.19977506317623
37,18,13,1,1,1,67.10837454605945
35,17,8,1,0,1,67.74107006660819
40,12,9,0,0,0,62.70231729994141
43,24,11,0,1,1,73.92556261122843
35,25,8,0,1,0,69.58826218443885
27,14,10,1,0,1,64.20997460990756
29,20,9,1,1,0,65.34882069915705
40,21,6,0,1,1,70.35550777242251
38,29,9,1,0,0,74.98486274670597
26,16,9,0,1,0,63.91399778238801
20,17,14,0,1,1,65.0272590200734
29,28,15,0,1,1,74.63322057010029
31,24,10,1,1,1,71.65230695593118
47,18,13,1,0,1,70.20481140340651
29,17,6,0,1,1,67.67218468109024
32,30,9,1,0,1,76.16631179871793
28,41,9,0,0,1,84.87411032930805
44,25,8,0,1,1,73.75030673230015
18,24,11,0,0,1,71.52001513969302
36,19,8,1,0,0,66.26790800174088
43,15,12,0,1,1,65.84444154078307
37,17,10,1,0,0,64.40141588807553
44,21,9,1,0,0,69.56265697320666
34,20,12,1,1,0,66.6322908634293
29,25,12,1,1,0,70.21997644954813
40,19,6,0,0,0,67.30379782513467
26,16,13,1,0,1,64.85114050419958
12,18,8,1,1,0,63.08276680305859
29,18,6,1,1,1,66.94192809272967
39,19,12,1,0,1,71.64439217845194
45,13,13,1,1,0,62.98977693816461
18,17,10,1,0,1,64.39935026885017
20,15,12,0,1,1,61.97250019618805
32,15,15,0,1,1,64.10104283802806
31,23,9,1,1,0,69.97170680167085
13,17,9,1,1,0,61.60283450771095
23,14,15,0,1,1,61.88776353929064
16,25,8,0,0,0,68.37399488550493
21,26,7,1,1,1,72.49745150111018
41,11,14,1,1,0,60.015771738402485
22,24,13,1,1,0,68.01740257262234
33,17,9,1,1,1,64.92405073934052
30,17,14,1,1,0,64.62853602600197
41,27,10,0,0,1,74.28266821295081
30,23,7,0,0,1,71.15603165053855
54,18,15,0,0,1,69.38911724440996
35,20,7,0,1,0,69.07905872840797
35,11,7,0,1,1,63.55761183470127
19,12,14,1,0,1,60.88343843496354
36,8,11,1,1,1,60.76771616432072
52,29,7,0,1,1,78.2654974872421
29,23,8,1,0,1,71.5455445570884
31,20,4,1,0,1,67.99710180601232
38,22,9,1,0,0,68.68668887711566
46,20,7,1,0,0,68.31812551419867
25,23,14,0,1,0,67.42491261126263
34,15,5,1,0,0,62.56687538341695
34,17,7,1,1,0,64.3943579763879
36,24,10,0,1,0,70.128959861878
27,20,10,1,1,1,68.12483694759027
18,24,10,0,1,1,72.08796485052409
40,15,12,1,0,0,64.38901795725495
18,22,6,0,1,0,67.12479041619383
31,2,12,1,1,0,53.170308862042
37,19,11,0,1,0,65.78957037597327
36,20,10,1,0,1,69.5167759377637
22,28,6,1,0,0,72.53030722619052
33,32,10,1,0,1,77.75731859961618
42,17,6,1,0,0,68.89895953229986
35,21,4,1,1,1,70.03720904000437
32,18,10,0,1,0,64.29484419390666
23,30,9,1,1,0,74.39502352183732
26,22,10,1,0,1,68.49989676940913
29,12,17,1,0,1,60.259307106157
46,15,9,1,1,0,63.970862366963566
35,24,13,1,0,0,70.17520196675814
23,22,8,0,1,0,68.31205511727283
41,20,7,0,1,0,67.26492089112486
20,16,9,1,1,0,62.72152375234139
22,27,10,0,0,1,72.71662025020572
31,-1,6,1,1,0,50.10491730709428
37,15,10,0,0,1,66.26940344877742
28,19,11,0,0,0,63.69923004489745
32,29,11,0,1,1,76.12288067745885
38,27,8,1,1,0,72.49595778233007
31,31,6,1,0,0,75.10977836578967
24,17,7,1,0,0,63.56403081191739
41,27,8,1,0,1,75.61688751618543
27,19,9,1,0,1,69.10641299135021
25,19,13,1,0,1,65.58198327913907
20,25,11,1,0,0,70.34593941370105
39,22,8,1,0,0,68.50117788801387
27,15,7,0,1,0,63.37580305556622
43,10,9,1,0,1,61.73842728320018
25,25,10,1,0,1,72.37107551114771
20,34,3,1,1,1,77.97603367209209
27,12,0,0,1,0,61.64520496889336
37,21,13,1,1,1,70.23549116124045
35,29,12,1,1,0,75.42537558305263
22,21,7,0,1,1,68.57587599891286
34,19,12,1,1,1,66.82894494178193
37,25,10,0,1,1,72.71107125450345
18,29,14,0,1,1,73.94924889282062
47,8,12,0,1,1,60.41139559715332
35,34,13,1,0,1,80.05152615743421
33,15,9,1,1,0,63.64505598044603
35,24,11,0,1,0,70.34787900643836
29,14,9,0,1,0,63.0761445365338
44,16,13,1,0,1,67.26745209175371
20,5,6,1,1,1,55.2908291751608
26,25,10,0,0,1,69.93231542288817
44,16,10,1,1,0,65.05381491314189
27,22,14,0,1,0,67.07051145507951
29,24,13,1,1,1,72.15791052915363
33,9,12,1,0,0,57.64271710868196
45,22,6,0,0,1,72.03005691515851
33,13,10,0,0,1,62.29025534721693
25,33,9,0,1,0,75.16564246075014
37,14,10,0,0,1,64.41504567489767
31,15,11,0,0,1,65.37085153984448
32,22,13,1,0,0,68.95075797597323
26,19,11,0,0,1,68.83275625013744
29,19,10,1,1,0,65.74992702718471
31,16,11,1,0,1,65.46126141297604
28,19,10,1,1,1,65.17567628086526
41,9,7,0,0,0,58.55234873754072
32,20,7,0,0,1,69.12977875358548
37,17,13,1,1,1,66.74034218892301
37,20,11,1,1,1,69.84086452186652
31,16,10,0,1,0,63.33041637280399
25,9,6,1,0,0,58.8585033045093
32,15,15,1,1,1,65.86761769199228
35,28,13,1,1,0,73.61512555169602
44,23,4,0,1,0,69.6553557438469
35,23,12,1,1,0,70.52337632038979
22,17,8,1,1,0,64.22693512787409
15,7,14,1,0,1,55.317402218470086
29,18,10,1,1,0,65.0149416450779
29,25,10,1,0,1,70.70321657106088
27,17,9,1,1,1,65.70568947576591
25,27,10,1,0,0,71.71741506157494
34,23,11,1,1,1,72.172395940302
22,22,12,1,0,0,68.6912105262463
39,12,7,1,0,0,60.34016142825495
21,6,11,0,1,0,53.77743134384077
11,20,13,1,1,0,64.77091115717984
23,16,11,1,0,1,65.0057996027507
38,24,4,1,1,0,71.56633946996355
30,15,5,0,1,0,64.01260172376394
17,17,12,0,1,1,63.038647946140166
28,7,5,0,1,0,55.85324943277482
20,13,7,1,0,1,63.10692747860378
25,20,11,1,0,1,67.80612541327218
33,22,7,1,0,0,68.76639989727997
21,29,7,1,0,0,72.01737351731968
18,21,10,1,0,0,66.0751375449823
28,17,6,0,1,1,66.106659631736
42,19,14,1,1,1,68.47891064757464
29,24,14,0,0,1,70.49577578629548
37,11,12,1,1,0,62.05282422093665
27,31,7,0,1,0,75.4328403761107
24,23,13,1,1,1,69.45382965901412
28,28,8,1,1,1,74.17682600987118
23,20,9,1,0,1,67.73255940859674
35,15,7,0,1,1,66.0752243563611
30,28,5,1,0,0,71.76626499945357
45,20,13,1,0,1,68.94215394933882
10,24,8,0,1,1,67.89041333065865
31,23,9,1,0,0,69.78882129209403
25,19,7,1,1,0,62.93029826712455
26,16,9,1,1,1,65.45431778748201
20,18,8,1,0,1,65.48722593799027
23,19,10,1,0,1,67.25723201357039
36,7,9,1,0,1,59.00082346328448
46,27,4,1,0,1,75.72744691935114
