age,education_years,income,political_activity,news_exposure,rural_residence,previous_voting_history,campaign_exposure,voting_turnout
27,21,7,14,1,0,0,1,110.61389081557714
23,28,11,17,1,0,0,0,113.40500207118504
30,23,6,19,0,0,0,1,119.77112848735216
38,19,9,4,2,0,0,0,105.10571696542672
-2,31,5,16,1,1,0,1,98.09626440203752
33,22,9,19,1,0,0,1,123.09725012039236
35,20,10,21,2,0,0,0,120.55306269153478
42,23,4,11,1,1,1,0,119.19484408575866
28,31,3,21,0,1,1,1,128.17176497445075
55,21,7,13,1,1,0,0,130.4452269429568
5,26,5,25,3,0,0,1,107.17997830305308
19,21,5,15,2,1,0,0,100.90304382094976
29,25,6,20,2,0,1,0,119.51612034245456
19,17,3,14,2,0,0,1,102.30056671576112
26,28,3,14,1,0,1,0,111.50451126310594
30,25,4,16,1,0,0,1,118.53825540110311
12,22,6,18,2,1,0,0,100.2475065050305
28,27,5,12,2,0,0,0,108.61803775869627
46,19,9,12,1,1,0,0,121.16452421210444
35,18,3,13,1,0,0,1,113.47838860867785
23,27,4,16,0,1,0,0,110.56166620141695
36,27,3,7,2,0,0,1,116.2263100148204
36,28,7,24,2,1,1,1,136.08989695904407
16,24,6,9,0,0,0,1,99.4720428791318
18,15,3,16,1,1,0,0,94.63609633377985
31,30,2,2,2,0,0,0,106.16673980104407
25,21,6,20,0,1,0,1,114.25868552443262
6,25,7,29,2,1,0,1,112.39352432027282
15,28,6,19,0,0,1,1,109.82376804372396
26,19,3,18,2,1,0,1,110.90520419175368
28,21,9,17,0,1,0,1,114.13227804165258
38,27,7,22,2,0,0,0,129.16721414182396
22,16,8,22,0,0,0,1,110.9364030625392
-1,26,7,14,0,0,0,1,89.60028800708524
17,27,8,16,2,1,0,1,109.05251263419932
11,26,5,20,1,0,0,0,101.65854489548016
28,26,2,15,2,0,1,1,116.84899191136752
40,21,11,14,0,0,0,0,117.97077261361804
25,30,6,14,1,1,0,1,115.95534880174006
5,20,4,17,3,1,1,1,95.65290226504337
18,21,7,18,0,0,0,1,107.30074159404992
30,17,4,15,2,1,0,0,106.7999532692611
30,25,1,19,0,1,1,0,118.3218100719099
34,22,7,12,2,0,1,0,112.48880519031698
26,26,5,20,2,0,1,0,116.41402399460291
24,20,8,17,2,0,0,0,105.6213698207613
28,27,-1,3,2,0,0,1,105.42174378114215
45,18,4,17,2,1,0,0,124.22024681152824
31,23,4,9,0,1,1,1,112.5784667863538
20,22,9,8,3,0,0,1,99.85556919326396
17,21,5,14,1,1,1,1,105.0130346890189
27,25,4,16,2,1,0,1,116.7749187976989
13,22,6,16,2,0,1,0,97.72438454096778
38,20,7,13,1,1,0,1,121.2409479587993
27,28,8,22,1,1,1,1,126.38108095421872
9,23,10,15,1,0,0,1,98.7781526608016
35,20,7,11,2,1,0,1,115.14984566637536
14,30,5,17,2,0,1,1,109.317724754013
38,24,4,12,1,0,0,1,120.4003882448488
19,25,9,18,3,0,0,0,108.7605292013027
31,27,6,26,1,0,0,0,126.98660597870112
17,24,6,18,2,1,1,0,104.86759894372364
15,20,5,25,1,1,0,1,110.46065226040454
24,28,12,19,3,0,1,0,114.85179230927926
45,33,6,23,1,1,0,0,140.11166580298777
21,30,4,16,0,0,1,1,116.57838186282645
0,16,6,16,1,0,1,0,81.7149947915056
18,25,1,16,3,0,1,1,108.780721883221
32,28,7,13,2,0,0,1,120.16425181644438
31,16,6,19,2,0,1,1,115.12644121395157
40,32,6,18,2,0,1,1,134.94815196003782
35,25,6,18,0,0,0,1,123.92553351883406
25,21,6,16,1,0,0,0,103.86738043967569
8,31,8,16,2,0,0,0,100.87770162822024
22,13,10,17,1,1,0,0,97.91312500802168
36,19,5,15,1,0,1,1,117.34922935941567
19,25,5,21,5,1,0,1,116.07355226978434
21,19,5,7,2,0,0,0,93.71447674048775
16,21,3,9,1,1,1,0,91.61567170159104
17,27,7,16,3,0,0,0,105.79605400785884
32,28,7,7,3,0,0,0,111.33758032815705
26,23,8,11,2,1,0,0,104.76013581927825
33,25,5,28,1,1,1,1,133.07956533449538
24,25,4,16,1,1,0,0,110.12488526073052
31,23,3,16,3,0,1,1,118.80329353333175
43,25,4,13,2,1,0,0,121.23142389386598
15,19,1,18,3,0,0,0,98.94348383169933
22,31,5,23,2,1,0,1,124.79557252762568
15,21,5,18,1,0,1,0,98.42981824697296
32,18,5,11,2,0,0,1,110.13830622482396
25,21,4,11,2,0,0,1,106.4378381242448
14,23,7,21,3,0,0,0,103.27140314315392
42,15,7,17,2,1,1,1,123.04148107458867
17,16,6,23,2,0,1,0,103.09235885962964
21,24,5,12,2,1,1,0,104.11967150671356
19,26,3,14,3,1,0,1,109.03523700407916
14,22,4,17,1,0,1,0,99.19907111230812
29,19,6,23,1,0,0,1,119.77010355198152
23,28,5,22,2,0,0,0,117.133864969323
21,23,4,19,1,0,1,1,112.50664975366904
27,26,8,15,3,1,0,1,117.22627708899324
7,25,5,15,2,0,1,1,99.7682431287506
34,26,4,22,0,0,1,1,130.03278016086605
23,27,4,14,1,1,0,0,109.34556657464236
41,22,3,21,1,0,0,1,129.3646290464551
4,25,9,24,2,0,0,1,105.5640188763954
23,22,6,11,1,0,1,0,100.41203909752404
43,29,2,23,2,0,0,1,138.47209139617294
27,19,7,13,1,0,0,0,103.72220706863978
25,20,5,21,3,1,0,1,115.26060062452652
15,31,3,13,3,0,0,1,108.15819451451031
41,27,6,20,1,0,0,0,127.54239725996295
15,23,4,14,2,1,0,1,102.04583718462374
39,33,3,11,2,1,1,1,130.8460578629673
44,23,8,25,2,1,1,1,141.50287799758277
34,26,4,15,2,0,0,0,118.66809917901104
15,22,4,19,1,0,0,1,106.16934487461155
15,25,6,13,5,0,0,0,98.94950661616936
24,27,8,20,2,1,1,0,117.2282196974642
25,21,3,8,2,1,1,0,100.77878190607277
11,25,5,19,2,1,0,1,105.94710009442603
42,28,1,14,0,0,0,0,125.21430335291106
1,30,7,11,2,1,0,1,93.87155842626863
18,24,5,10,1,1,1,0,97.79642276852816
18,20,6,14,2,0,0,0,97.44665056483348
1,24,5,12,3,0,0,0,84.68679484255668
30,27,3,11,2,0,1,1,116.14356627044435
11,20,9,15,2,0,0,0,93.13490145956212
14,21,9,13,2,0,0,1,98.87492370587684
8,25,8,18,2,0,0,0,98.7657418983912
21,23,7,5,1,0,0,0,94.55560431422734
31,25,10,22,1,0,0,0,122.22713175414844
18,23,8,15,0,1,0,0,101.81780556214734
16,29,7,10,2,1,1,0,102.0988287544034
27,17,11,19,2,1,0,0,109.5558392756678
29,22,3,16,1,0,1,0,109.92383432470872
16,27,4,14,1,0,0,0,100.20519844566545
30,25,5,17,3,1,0,0,116.8286908474538
9,18,2,9,2,0,0,0,81.65132731644594
26,25,5,19,2,0,1,1,119.32064575736769
21,20,3,13,2,1,1,0,101.39972431282798
27,23,3,11,3,0,0,0,104.33596570226604
17,23,6,17,3,0,0,0,104.35066799284743
32,25,4,12,2,1,0,0,109.73302588152626
14,25,6,18,1,0,1,1,108.01698696850288
18,22,4,15,2,0,1,1,104.87815325183008
20,15,8,11,2,0,1,0,94.04979840224222
33,22,4,17,3,0,0,1,119.36320922877054
17,23,7,10,-1,1,0,1,98.53167385850136
39,24,3,10,1,0,0,0,115.17677457666136
27,27,4,22,2,0,0,1,125.00701433621435
26,21,9,11,3,1,0,0,103.01101861542612
20,18,6,13,-1,1,0,1,100.53863549442706
14,24,9,23,1,0,1,1,112.61043814765333
9,20,9,14,2,0,0,0,90.0058941437784
39,19,8,16,2,0,1,0,117.93329136728572
22,29,4,16,1,0,0,1,113.85943336869956
29,21,7,19,1,0,0,1,116.54798890103552
30,30,6,21,2,0,0,0,123.03399895304575
22,20,3,16,0,0,0,1,108.4953409107866
31,18,8,15,2,0,0,0,109.25364338901932
32,20,3,13,2,1,1,0,110.12041023049068
5,28,1,21,1,0,1,0,100.79284672272568
21,23,6,11,1,0,0,0,99.54455277308833
16,20,2,18,2,0,0,1,104.03072605712671
24,25,7,14,2,0,0,0,106.700966161548
26,23,8,13,3,1,0,0,106.88910173337656
40,18,7,13,0,1,0,0,113.39122348688606
15,21,6,16,3,0,1,1,104.00440782920371
24,25,6,13,3,0,0,1,111.07699104947248
33,27,6,6,1,0,1,1,115.02355800630542
17,24,7,20,2,0,1,1,109.87815221543126
25,20,7,13,3,1,0,1,108.13579110270592
14,22,2,15,1,1,0,0,96.22085462053278
35,24,1,18,1,0,0,0,118.22455392033824
18,26,9,24,1,0,0,1,119.13196849804156
31,28,3,8,2,1,0,0,109.81316275266931
21,20,3,16,1,1,1,1,109.48712062280237
21,30,3,14,1,0,0,1,111.0185490522565
45,23,7,9,2,0,1,1,123.90564157029546
19,25,6,20,4,0,0,0,108.49597178870258
21,23,9,13,2,1,0,1,105.23585591830177
23,18,8,11,1,0,0,0,97.16521216943651
31,26,7,7,2,0,0,0,107.15357151330127
11,26,6,20,1,1,0,1,109.50733148353986
16,25,2,14,1,1,0,0,100.10624321789192
24,28,8,13,1,0,0,1,113.60601222026769
18,24,4,16,1,0,1,1,108.38759291932064
14,26,6,17,1,1,0,0,102.205085348207
16,21,6,18,2,1,1,0,101.77541905179176
24,18,7,20,1,0,0,1,113.29605019301172
46,25,3,13,3,0,0,1,130.2354421391283
26,18,5,11,1,0,1,0,100.14988302659243
20,23,3,12,1,0,0,0,100.7814709350576
36,27,5,2,2,1,0,1,115.121176639502
23,24,3,17,1,0,0,0,106.83048061898135
23,28,8,16,3,0,0,1,116.18653251934072
-5,24,6,13,1,0,0,1,85.02342319068683
18,23,6,18,1,0,1,0,104.65382127970324
18,23,0,6,4,1,1,0,95.94332674484949
20,24,5,19,0,0,0,0,107.5779950922074
32,23,6,21,3,1,0,0,120.71453729481937
20,23,4,27,3,0,0,1,119.06224402141572
21,22,7,18,3,0,0,0,106.69341532414764
28,26,4,16,2,1,0,0,113.10893938974552
43,20,9,16,1,1,1,1,127.70074604755531
40,19,3,17,0,0,1,1,121.89414056320436
20,26,4,10,4,1,1,1,107.08683547341232
11,16,3,17,1,0,0,1,95.50239658615276
22,24,8,18,3,0,0,0,107.97791367288896
24,19,5,14,2,0,0,1,105.48958156829303
30,29,5,13,2,0,0,0,113.80690588661324
19,24,4,15,2,1,0,1,107.79926011753332
23,20,7,12,1,1,1,0,99.58842489724292
28,20,3,11,2,1,0,0,103.95582858220617
28,22,7,18,1,0,0,0,110.79468738796812
27,29,11,23,1,0,0,0,121.86056179341456
17,21,5,18,1,1,0,1,107.56701407508776
26,24,3,10,1,0,0,0,101.43401986559437
14,33,6,17,3,0,0,0,109.56730479023544
22,25,9,3,1,0,0,0,96.11669574705904
23,35,9,18,2,1,1,1,125.41461017853376
43,26,3,18,3,0,0,1,132.22911336179237
22,22,5,16,5,0,0,0,106.25988096322358
16,23,6,18,2,1,0,1,108.83499068923922
29,22,8,13,1,1,0,0,108.18536758742016
15,19,2,15,3,0,0,0,94.975088481942
11,22,8,12,2,0,0,0,91.33220334480446
18,22,4,10,1,0,0,1,99.90366782957948
31,27,7,11,2,1,0,0,111.94697498817553
20,19,7,15,0,0,0,1,103.64031890812387
43,25,7,17,1,0,1,1,132.0156756173697
8,16,5,17,1,1,0,0,87.66924702779257
33,23,3,13,3,0,0,0,110.72691607114504
36,25,6,13,2,0,0,1,120.41910498041682
9,32,3,1,2,1,0,0,85.32831013499221
15,20,5,22,2,1,0,0,101.86088349503684
27,32,3,7,2,0,1,1,113.1231555730326
19,26,4,8,3,1,0,0,97.81396562265137
19,22,6,11,2,0,1,0,98.35241308954627
15,26,8,15,0,1,0,1,105.76911884482158
44,23,5,12,0,0,1,0,120.19774225037536
36,23,6,7,2,0,1,0,109.65087580455167
15,22,5,11,1,0,1,1,97.939514647796
22,27,7,13,2,0,0,1,110.77192952610852
29,17,4,17,1,0,0,1,111.8847158756738
30,23,5,20,3,1,0,0,117.03882788644884
21,20,7,8,3,0,0,0,94.80804490981652
17,19,2,19,1,1,0,0,101.1391310697791
17,19,4,21,3,0,0,0,101.13225638937575
26,28,6,16,4,0,0,1,117.77813849024726
23,19,5,11,1,0,1,0,98.1858050136492
13,23,3,15,2,0,0,0,94.98092679916611
18,28,3,12,0,1,1,0,105.14726561328888
36,16,6,9,1,1,1,0,102.9030317447448
7,23,5,16,3,1,0,1,99.51683412892272
29,26,7,19,0,0,1,1,122.84491687309512
27,21,6,15,3,1,0,1,113.5232009949158
26,22,3,19,1,0,1,0,110.75298314815224
12,26,5,14,3,1,1,1,103.20113124627407
28,22,6,12,1,1,1,1,113.32015146911436
37,30,3,13,0,0,1,1,126.43907606003916
14,22,0,20,3,0,1,1,106.74704897499116
42,24,4,23,1,0,0,1,134.67721800453037
9,26,6,18,3,0,0,1,103.74393954068464
29,21,4,14,1,0,0,1,112.63773396826616
26,25,6,18,0,1,0,1,118.33394929943525
37,23,5,10,1,0,0,0,110.82239042476432
23,21,10,17,0,1,1,0,107.1146071858522
6,24,4,21,3,0,1,0,98.05821461138176
38,21,9,19,3,1,0,1,126.96404770516226
17,24,8,16,2,1,0,0,103.07507590305325
8,26,5,14,2,1,0,1,99.31329987457497
37,22,1,18,3,1,0,1,122.85607933806897
29,31,6,16,2,0,0,0,117.4458310128892
7,26,6,18,1,1,1,1,101.94421263636556
17,23,3,15,2,1,0,1,105.15023099787146
31,27,10,21,3,0,1,1,128.0935990893898
20,26,8,13,1,0,0,0,102.7208992453822
37,24,5,16,2,1,1,0,121.24818280119884
38,17,4,14,1,0,0,0,112.38234097666748
20,28,7,13,0,0,0,0,105.09513097198574
29,22,5,27,2,0,0,1,125.71711344473825
29,30,2,18,0,0,1,0,119.23905993972446
33,25,9,14,2,0,0,1,120.23695892647017
25,26,6,12,0,0,0,1,108.68561718410068
40,24,6,17,1,0,0,0,122.77841158206036
33,19,6,15,2,0,0,1,114.132320109775
16,19,8,16,3,0,0,0,98.1402946625323
12,21,5,13,2,0,0,0,91.21587629819588
-1,26,8,20,2,0,0,1,96.65047123451936
41,25,7,16,2,0,1,0,124.54094676173892
14,21,6,15,1,0,0,0,96.5962753407853
18,33,11,12,0,0,0,0,106.3906582046511
30,22,6,15,2,1,1,1,117.5227451028094
12,30,8,17,3,0,1,1,107.6181167862793
23,26,7,18,2,1,1,1,117.20651669766424
26,18,3,14,0,0,0,0,102.19995233023396
39,23,8,11,2,0,0,1,118.59845926666245
24,21,5,15,1,1,0,1,110.7547156028622
24,34,4,22,0,1,0,1,125.9018386393646
27,22,7,17,1,0,1,1,115.50591377317716
25,19,5,19,1,0,0,0,107.15479226371092
18,31,8,13,2,1,0,1,111.06294919596807
30,26,0,17,0,0,0,0,112.81876435298172
16,18,2,16,0,0,1,0,95.54924503154234
27,27,6,18,0,1,0,0,113.74682057894768
2,20,7,15,1,1,0,0,85.86221456544426
19,27,7,19,2,0,0,0,109.79279520483784
39,23,7,20,3,1,1,1,129.6159028423059
24,26,2,14,4,1,1,1,114.327262245571
25,23,3,16,0,0,0,1,110.81956546845518
22,22,5,22,1,0,1,0,110.2790948539527
22,20,8,15,2,1,0,1,110.3361000937348
15,14,9,15,1,0,0,1,96.15607034826152
32,18,4,13,1,0,1,1,111.9822555051418
31,19,4,9,3,0,0,1,107.51114333669082
39,31,6,15,2,1,0,0,127.08340293863893
29,32,5,17,2,0,0,1,123.880879757088
38,31,5,16,1,0,0,1,129.98432544400322
33,29,4,17,1,1,0,0,120.29292519552556
22,26,5,13,2,1,0,0,105.01535609627088
35,23,3,18,2,0,1,1,124.35948661572074
26,28,4,11,2,0,1,0,108.10924134099167
34,20,9,14,2,0,0,0,111.2896820060003
28,19,8,20,2,0,1,0,112.105693079379
20,21,7,13,2,0,0,0,98.20713256812216
38,27,4,11,3,1,0,1,122.94648827568774
30,29,5,4,1,0,0,0,105.57633041110242
11,20,4,10,1,0,0,1,91.43497104179056
4,25,5,21,3,0,0,1,102.54102317461772
4,25,6,16,0,0,0,1,97.68775240114016
24,15,7,14,1,0,0,0,96.97306928156053
10,24,6,20,1,0,1,0,99.1517995152132
25,23,9,18,2,0,0,1,112.84987931136664
23,18,4,7,1,1,0,0,92.04102672485185
40,26,9,16,3,1,1,1,132.02364497927175
33,22,7,15,2,0,0,1,116.65464733869528
29,20,11,20,1,1,0,1,119.17925357354906
26,20,6,18,1,0,0,0,107.34997326275172
44,13,5,18,1,1,0,1,124.01713719257712
23,31,3,12,2,1,1,1,114.99328856409072
38,24,3,11,1,0,0,0,113.79278979884684
39,24,7,15,3,1,1,1,127.22863463201534
24,21,9,19,1,0,1,0,111.05198085513985
31,31,6,17,1,1,0,0,122.1220167865045
11,24,7,20,1,0,0,1,106.61201201170256
24,27,5,13,3,0,0,1,114.10633214046692
39,25,8,23,3,0,0,0,129.12066154347255
27,20,5,24,2,0,0,0,115.30817477459016
30,29,1,15,2,0,0,0,115.9904198864285
11,22,3,18,3,1,0,0,96.25943638853784
19,24,9,25,3,1,1,1,118.09548003650788
17,32,6,12,2,0,0,0,104.62961770107032
28,23,7,16,2,0,0,1,116.47366558826504
28,19,7,20,2,1,0,0,110.79070507068994
19,19,11,6,1,1,0,1,96.78010018991674
12,22,6,16,0,0,0,1,100.2771820461041
-5,18,3,16,2,0,0,1,80.85235785042607
13,22,4,17,2,1,1,0,98.3137184206614
14,25,7,19,2,1,0,1,108.54743269994675
25,24,4,17,1,1,0,1,115.31937096983953
28,25,3,13,2,0,0,1,113.23237252549984
31,20,7,8,1,0,1,1,107.23014002484116
12,23,5,11,2,1,0,1,96.366692369534
14,25,5,18,1,1,0,1,106.3554510923168
30,23,3,13,2,0,0,1,113.2510283572873
27,25,1,20,1,0,0,0,115.92938120130609
28,27,6,15,1,0,0,1,116.57839094622346
19,22,6,21,1,0,0,0,105.7004895133834
22,22,6,10,1,1,1,0,100.37636035404272
23,21,9,23,0,1,0,1,115.98394185467804
14,20,4,23,3,0,1,0,104.0028379277602
27,24,8,19,2,1,0,0,113.54681548459423
34,26,5,10,0,0,0,1,116.01328025173504
28,24,9,21,1,0,1,0,117.91010821312672
23,25,0,13,2,0,0,0,104.67894225026036
41,25,5,15,2,0,0,0,122.28889363603751
19,24,6,12,3,0,0,0,100.9884201209488
0,21,6,19,2,0,1,0,89.50528908512247
19,22,3,21,2,1,0,1,112.6593869880478
22,24,7,13,3,0,0,1,108.35744801043114
22,24,3,16,1,1,1,0,108.19342143367196
16,28,1,16,3,0,1,0,105.84553291824476
25,20,3,15,1,0,1,1,110.35814271339432
24,24,6,20,0,0,0,0,111.3415296080085
19,30,3,8,2,0,1,1,104.44629653326426
33,29,5,13,3,0,1,0,118.60885933267406
20,26,5,15,1,0,0,0,105.5696789402848
20,20,5,13,3,1,0,1,103.20645572735144
12,21,8,13,1,0,0,1,96.9878054429112
5,21,10,17,3,0,0,1,96.40778033587308
24,28,6,22,3,0,0,1,122.54001787551722
15,19,4,15,3,0,1,0,95.55251530297728
30,15,5,15,2,1,0,0,105.43920902211308
36,26,2,14,0,0,0,0,118.00505038845128
29,25,6,22,2,0,0,1,125.20013490890422
16,16,7,14,2,0,0,0,94.86545209582918
19,26,5,13,0,0,1,0,103.1742591479803
4,17,5,19,2,1,0,1,92.51119390718554
24,19,7,14,1,0,0,0,101.70609273885889
24,21,3,15,2,0,1,1,107.95812237192791
29,26,7,14,1,1,0,0,114.2600907782138
48,23,0,8,1,1,0,1,123.10342134656084
31,19,4,16,2,0,0,0,109.7787561707609
33,27,5,16,1,1,0,1,122.83675742943484
23,23,4,14,1,0,0,0,102.68487557606969
14,22,8,6,2,0,0,1,93.70631674782986
33,20,5,14,1,0,0,1,116.34861207384654
18,17,9,12,2,0,0,0,94.29214940241378
33,16,7,7,3,1,0,1,105.2362769979577
28,21,4,21,2,1,0,1,120.31414593009984
28,22,5,14,2,1,0,0,109.7881198544632
26,21,6,19,1,0,0,0,109.6032221135785
21,33,6,15,2,0,1,0,112.79124411548058
35,21,0,14,2,1,1,1,117.71250700591712
-4,23,1,19,1,0,1,1,92.58924147414972
14,22,5,16,2,1,1,1,104.0903589875396
13,22,9,14,2,0,0,0,94.87394437842188
10,20,7,18,1,1,0,1,99.75793450708538
28,21,2,18,2,1,0,0,112.06486040810351
