state,survey_year,rehabilitation_program,recidivism_rate,unemployment_rate,average_income,urban_state,private_prison_presence
64,2,0,50.80078361086174,4,11,0,0
64,3,0,48.22344069385308,4,11,0,0
64,4,0,50.13199683818314,4,11,0,0
64,5,0,51.89407691445896,4,11,0,0
64,6,0,51.77970598939265,4,11,0,0
64,7,0,50.00074148954894,4,11,0,0
64,8,0,52.1823805491289,4,11,0,0
64,9,1,56.42525685399776,4,11,0,0
65,0,0,52.59713943006731,6,7,0,1
65,1,0,48.83066972943084,6,7,0,1
65,2,0,50.22779186246521,6,7,0,1
65,3,0,49.21634950166317,6,7,0,1
65,4,0,49.241070991707616,6,7,0,1
65,5,0,51.733143017979685,6,7,0,1
65,6,0,51.98195824383713,6,7,0,1
65,7,0,49.32715931660061,6,7,0,1
65,8,0,49.775066400651006,6,7,0,1
65,9,0,50.92206955099349,6,7,0,1
66,0,0,51.39358741759352,2,11,1,0
66,1,0,48.57418638530401,2,11,1,0
66,2,0,49.6168695234613,2,11,1,0
66,3,0,50.74480142667176,2,11,1,0
66,4,0,50.94393338324876,2,11,1,0
66,5,0,51.961137104041086,2,11,1,0
66,6,0,51.06305282400191,2,11,1,0
66,7,0,47.62386550344913,2,11,1,0
66,8,0,48.68479181154143,2,11,1,0
66,9,0,51.33025600753137,2,11,1,0
67,0,0,50.82907557804696,1,13,1,1
67,1,0,49.31024874244896,1,13,1,1
67,2,0,53.67100093214511,1,13,1,1
67,3,0,49.84912871724531,1,13,1,1
67,4,0,51.10840166660879,1,13,1,1
67,5,0,52.8575526614354,1,13,1,1
67,6,0,52.5913626776638,1,13,1,1
67,7,0,51.42099416087399,1,13,1,1
67,8,0,51.6408178751155,1,13,1,1
67,9,0,52.28563032135817,1,13,1,1
68,0,0,50.13327535888559,3,4,1,1
68,1,0,49.13449769476252,3,4,1,1
68,2,0,48.5922059263664,3,4,1,1
68,3,0,48.43800682973979,3,4,1,1
68,4,0,48.951792913008646,3,4,1,1
68,5,0,49.49563341464977,3,4,1,1
68,6,0,49.79970195652102,3,4,1,1
68,7,0,48.73444036083002,3,4,1,1
68,8,0,48.53736952752056,3,4,1,1
68,9,0,48.667346409646726,3,4,1,1
69,0,0,51.40873605137401,2,9,1,1
69,1,0,47.171649775708126,2,9,1,1
69,2,0,50.64300976389814,2,9,1,1
69,3,0,50.21570689123124,2,9,1,1
69,4,0,49.32768788159021,2,9,1,1
69,5,0,51.79793131613758,2,9,1,1
69,6,0,52.12246649871077,2,9,1,1
69,7,1,56.1659216075103,2,9,1,1
69,8,1,55.60507523969094,2,9,1,1
69,9,1,56.18261733265655,2,9,1,1
70,0,0,50.99029466729309,3,6,1,1
70,1,0,48.47414790426004,3,6,1,1
70,2,0,48.12832517001874,3,6,1,1
70,3,0,47.08610162609677,3,6,1,1
70,4,0,48.80189536827552,3,6,1,1
70,5,0,48.87686844078556,3,6,1,1
70,6,0,50.00048849674116,3,6,1,1
70,7,0,47.96276191261416,3,6,1,1
70,8,0,48.85276967463979,3,6,1,1
70,9,0,49.36626969378516,3,6,1,1
71,0,0,48.980518975350776,5,8,1,0
71,1,0,48.456051630563024,5,8,1,0
71,2,0,50.667978992248045,5,8,1,0
71,3,0,46.78021140117869,5,8,1,0
71,4,0,48.29457701801775,5,8,1,0
71,5,0,48.648921197186525,5,8,1,0
71,6,0,50.65326871584568,5,8,1,0
71,7,0,47.17088656201423,5,8,1,0
71,8,0,48.72740487887962,5,8,1,0
71,9,0,50.415033372850544,5,8,1,0
72,0,0,54.01180622858483,4,7,1,0
72,1,0,48.94230074583737,4,7,1,0
72,2,0,50.76090236497035,4,7,1,0
72,3,0,47.771980337237466,4,7,1,0
72,4,0,50.68165031480071,4,7,1,0
72,5,0,52.24640504305911,4,7,1,0
72,6,0,48.78386014251888,4,7,1,0
72,7,0,49.35504879892038,4,7,1,0
72,8,0,51.75173905231549,4,7,1,0
72,9,0,50.22387956923291,4,7,1,0
73,0,0,51.32113867878862,5,12,0,0
73,1,0,49.69368705692827,5,12,0,0
73,2,0,51.88302024389812,5,12,0,0
73,3,0,51.39749839675816,5,12,0,0
73,4,0,52.33575665388784,5,12,0,0
73,5,0,52.477842302397214,5,12,0,0
73,6,0,54.15300390555896,5,12,0,0
73,7,0,48.56078906825282,5,12,0,0
73,8,0,51.97465223116551,5,12,0,0
73,9,0,49.39131199130014,5,12,0,0
74,0,0,49.47051789066798,4,4,1,0
74,1,0,46.41124904915732,4,4,1,0
74,2,0,47.93397188443277,4,4,1,0
74,3,0,48.30089032503417,4,4,1,0
74,4,0,48.71483013838231,4,4,1,0
74,5,0,49.28788906068449,4,4,1,0
74,6,0,48.70596215555179,4,4,1,0
74,7,0,46.59415887507739,4,4,1,0
74,8,0,47.46428024759844,4,4,1,0
74,9,0,50.04963846509415,4,4,1,0
75,0,0,49.89453540355732,2,11,0,1
75,1,0,48.1651177837143,2,11,0,1
75,2,1,55.98187535697064,2,11,0,1
75,3,1,53.56586171275268,2,11,0,1
75,4,1,53.77741428518057,2,11,0,1
75,5,1,55.75761592873943,2,11,0,1
75,6,1,53.3116652132706,2,11,0,1
75,7,1,52.68833824736589,2,11,0,1
75,8,1,54.600985275590496,2,11,0,1
75,9,1,55.62098752242201,2,11,0,1
76,0,0,51.366276566386325,4,4,1,0
76,1,0,48.38288677019496,4,4,1,0
76,2,0,51.32898822262105,4,4,1,0
76,3,0,50.10309525191614,4,4,1,0
76,4,0,49.12552487111542,4,4,1,0
76,5,0,51.54537525236742,4,4,1,0
76,6,1,56.37044704149924,4,4,1,0
76,7,1,54.16341113563427,4,4,1,0
76,8,1,56.5410073572651,4,4,1,0
76,9,1,56.71355387490691,4,4,1,0
77,0,0,49.65795065889802,4,8,0,0
77,1,0,48.30762525473119,4,8,0,0
77,2,1,58.13093260005914,4,8,0,0
77,3,1,54.27453161453585,4,8,0,0
77,4,1,53.02951191457903,4,8,0,0
77,5,1,57.04962907415465,4,8,0,0
77,6,1,57.26913257392259,4,8,0,0
77,7,1,53.51685242921948,4,8,0,0
77,8,1,56.05505645292087,4,8,0,0
77,9,1,56.91560315385991,4,8,0,0
78,0,0,52.83360379971171,2,8,1,0
78,1,0,50.47542183446376,2,8,1,0
78,2,0,52.71064601084736,2,8,1,0
78,3,0,50.52166307421324,2,8,1,0
78,4,0,50.46776358182049,2,8,1,0
78,5,0,50.97815830991392,2,8,1,0
78,6,0,51.59594877727024,2,8,1,0
78,7,0,48.5364458690939,2,8,1,0
78,8,0,50.21406471695912,2,8,1,0
78,9,0,50.91704440129749,2,8,1,0
79,0,0,50.0332682463257,2,9,0,0
79,1,0,49.10734112102885,2,9,0,0
79,2,0,52.59278255574633,2,9,0,0
79,3,0,49.115043366246766,2,9,0,0
79,4,0,50.47734749324419,2,9,0,0
79,5,0,51.64989387331521,2,9,0,0
79,6,0,52.03099666391719,2,9,0,0
79,7,0,49.26213165195456,2,9,0,0
79,8,0,50.972321258879695,2,9,0,0
79,9,0,51.21768908794219,2,9,0,0
80,0,0,47.88746017978348,4,11,1,1
80,1,0,47.86112936885161,4,11,1,1
80,2,0,50.88919679883156,4,11,1,1
80,3,0,48.91316454031809,4,11,1,1
80,4,0,50.00733358352621,4,11,1,1
80,5,0,49.95543100731417,4,11,1,1
80,6,0,51.420248315705145,4,11,1,1
80,7,0,46.6832898602293,4,11,1,1
80,8,1,54.20508898898757,4,11,1,1
80,9,1,54.24380654743766,4,11,1,1
81,0,0,51.60825307890608,3,5,1,0
81,1,0,49.19460687970201,3,5,1,0
81,2,0,52.65654407562605,3,5,1,0
81,3,0,50.155034615613815,3,5,1,0
81,4,0,48.55512323003849,3,5,1,0
81,5,0,50.54310965145919,3,5,1,0
81,6,0,51.9319444256444,3,5,1,0
81,7,0,48.24827658186265,3,5,1,0
81,8,0,49.5559702330346,3,5,1,0
81,9,1,54.01141379103201,3,5,1,0
82,0,0,53.465381783967615,1,7,1,0
82,1,0,51.262381063614654,1,7,1,0
82,2,0,52.90914474920989,1,7,1,0
82,3,0,50.54008991171328,1,7,1,0
82,4,0,50.97303181447184,1,7,1,0
82,5,0,53.221284463307214,1,7,1,0
82,6,0,50.50164185232999,1,7,1,0
82,7,0,48.52256994550475,1,7,1,0
82,8,0,48.836307461039226,1,7,1,0
82,9,0,51.93173726733609,1,7,1,0
83,0,0,49.9081822102257,2,9,0,1
83,1,0,49.37999113498687,2,9,0,1
83,2,1,56.89333335760914,2,9,0,1
83,3,1,54.34383473815871,2,9,0,1
83,4,1,54.30663251311128,2,9,0,1
83,5,1,56.34515555499424,2,9,0,1
83,6,1,56.47106007518853,2,9,0,1
83,7,1,53.89337089388767,2,9,0,1
83,8,1,55.78277643933961,2,9,0,1
83,9,1,56.43486682408513,2,9,0,1
84,0,0,52.91329312838413,2,7,0,1
84,1,0,54.5331691670907,2,7,0,1
84,2,1,60.585848364380766,2,7,0,1
84,3,1,56.772916845750295,2,7,0,1
84,4,1,58.30586440272315,2,7,0,1
84,5,1,58.812265564061605,2,7,0,1
84,6,1,59.49102338653206,2,7,0,1
84,7,1,55.59495578091877,2,7,0,1
84,8,1,57.42797308935518,2,7,0,1
84,9,1,57.99487856240041,2,7,0,1
85,0,0,50.72822760872244,4,6,0,0
85,1,0,48.59312634065194,4,6,0,0
85,2,0,51.34514262695727,4,6,0,0
85,3,0,48.2970151761369,4,6,0,0
85,4,1,56.777037140813206,4,6,0,0
85,5,1,56.02633070150991,4,6,0,0
85,6,1,54.88141126955859,4,6,0,0
85,7,1,56.72078886922439,4,6,0,0
85,8,1,54.21307409864472,4,6,0,0
85,9,1,56.592889150966,4,6,0,0
86,0,0,51.15167588639448,5,8,0,1
86,1,0,49.4245525120798,5,8,0,1
86,2,0,49.64157053022955,5,8,0,1
86,3,0,48.16585215541264,5,8,0,1
86,4,0,49.97588399068976,5,8,0,1
86,5,0,51.41705497878196,5,8,0,1
86,6,1,55.61112606054415,5,8,0,1
86,7,1,53.91529819900571,5,8,0,1
86,8,1,55.760640578517695,5,8,0,1
86,9,1,54.936949382757525,5,8,0,1
87,0,0,49.04342089167732,2,9,0,1
87,1,0,47.55630986965688,2,9,0,1
87,2,0,50.61719498139171,2,9,0,1
87,3,0,49.494440769528,2,9,0,1
87,4,0,51.24246426666531,2,9,0,1
87,5,0,51.35694206111329,2,9,0,1
87,6,0,52.13354972124686,2,9,0,1
87,7,0,48.16719900076287,2,9,0,1
87,8,0,51.10452684765704,2,9,0,1
87,9,0,49.85574417762477,2,9,0,1
88,0,0,50.092963624270254,2,10,0,0
88,1,0,47.36109936615168,2,10,0,0
88,2,0,50.94093693537722,2,10,0,0
88,3,0,48.88896622751322,2,10,0,0
88,4,0,50.65630344779838,2,10,0,0
88,5,0,48.94731969096396,2,10,0,0
88,6,0,50.54874233584281,2,10,0,0
88,7,1,53.99981632302469,2,10,0,0
88,8,1,56.364467251204026,2,10,0,0
88,9,1,56.598029093697285,2,10,0,0
89,0,0,51.5045192479942,6,10,1,1
89,1,0,50.01059477046072,6,10,1,1
89,2,0,53.76501726209295,6,10,1,1
89,3,0,49.143239669335365,6,10,1,1
89,4,0,50.49703508530771,6,10,1,1
89,5,0,52.0694944239277,6,10,1,1
89,6,0,51.93680405667649,6,10,1,1
89,7,1,53.94289011213487,6,10,1,1
89,8,1,56.51833103846292,6,10,1,1
89,9,1,56.9235179336094,6,10,1,1
90,0,0,51.974176873295946,4,5,0,0
90,1,0,51.53339651762179,4,5,0,0
90,2,0,52.04707891849278,4,5,0,0
90,3,0,47.48451512130824,4,5,0,0
90,4,0,49.23775161868477,4,5,0,0
90,5,0,50.80181019032508,4,5,0,0
90,6,0,51.33296046129082,4,5,0,0
90,7,1,55.79665707692661,4,5,0,0
90,8,1,55.79896585767934,4,5,0,0
90,9,1,55.63296365244764,4,5,0,0
91,0,0,49.46584859874776,4,7,1,0
91,1,0,47.97613940648918,4,7,1,0
91,2,0,49.94778324388747,4,7,1,0
91,3,0,47.80412374527287,4,7,1,0
91,4,0,49.16654115725489,4,7,1,0
91,5,0,47.68736718281296,4,7,1,0
91,6,0,48.99031487314084,4,7,1,0
91,7,0,44.41482545837354,4,7,1,0
91,8,0,47.34112369224878,4,7,1,0
91,9,0,48.6529878722549,4,7,1,0
92,0,0,52.64141941995744,6,7,0,0
92,1,0,52.09163893839974,6,7,0,0
92,2,0,52.1013116320459,6,7,0,0
92,3,0,49.032286247382295,6,7,0,0
92,4,0,52.21960897879495,6,7,0,0
92,5,0,52.88637482994369,6,7,0,0
92,6,0,52.462917360981,6,7,0,0
92,7,0,49.301390411175966,6,7,0,0
92,8,0,51.98597778032776,6,7,0,0
92,9,0,52.88391093745636,6,7,0,0
93,0,0,51.868012064434346,2,5,0,0
93,1,0,48.83037864528429,2,5,0,0
93,2,0,51.0076306308092,2,5,0,0
93,3,0,50.73377329488853,2,5,0,0
93,4,0,50.30650850808812,2,5,0,0
93,5,0,53.18926682537845,2,5,0,0
93,6,0,51.48624089202976,2,5,0,0
93,7,0,50.19103491922717,2,5,0,0
93,8,1,56.8609602262975,2,5,0,0
93,9,1,57.82383739239604,2,5,0,0
94,0,0,51.866855709235374,3,9,1,0
94,1,0,48.78622866421141,3,9,1,0
94,2,0,48.22406481749087,3,9,1,0
94,3,0,48.35357878924042,3,9,1,0
94,4,0,48.81780021178061,3,9,1,0
94,5,0,48.1246354825247,3,9,1,0
94,6,0,51.96090017138814,3,9,1,0
94,7,0,46.33164762354062,3,9,1,0
94,8,0,50.965657887620246,3,9,1,0
94,9,0,47.6837257317832,3,9,1,0
95,0,0,50.47866785935442,4,8,1,0
95,1,0,50.23239652673613,4,8,1,0
95,2,0,51.458182978462766,4,8,1,0
95,3,0,48.27793968485128,4,8,1,0
95,4,0,52.16673663301695,4,8,1,0
95,5,0,51.15508631174749,4,8,1,0
95,6,0,49.73726064693503,4,8,1,0
95,7,0,49.76764787753119,4,8,1,0
95,8,0,50.53764822919062,4,8,1,0
95,9,0,50.17999051143166,4,8,1,0
96,0,0,49.66234167646397,5,8,1,1
96,1,0,47.021337578783054,5,8,1,1
96,2,0,47.46875644637903,5,8,1,1
96,3,0,46.29324514534097,5,8,1,1
96,4,0,48.01628985414321,5,8,1,1
96,5,0,48.77150759501697,5,8,1,1
96,6,0,48.57393945277565,5,8,1,1
96,7,0,44.897012517506674,5,8,1,1
96,8,0,48.65286733392899,5,8,1,1
96,9,0,48.74471244957812,5,8,1,1
97,0,0,50.134114400332216,4,10,1,0
97,1,0,47.27363674963948,4,10,1,0
97,2,0,49.60162385885892,4,10,1,0
97,3,0,49.19413359953351,4,10,1,0
97,4,1,54.09496623336285,4,10,1,0
97,5,1,55.92729950841856,4,10,1,0
97,6,1,56.1623895685762,4,10,1,0
97,7,1,53.67794092871447,4,10,1,0
97,8,1,55.41868668718402,4,10,1,0
97,9,1,55.84856456018933,4,10,1,0
98,0,0,52.36347745726221,3,9,1,1
98,1,0,50.56400577972073,3,9,1,1
98,2,0,50.69817336074137,3,9,1,1
98,3,0,48.54066300217326,3,9,1,1
98,4,1,57.63543369678868,3,9,1,1
98,5,1,56.71191628578169,3,9,1,1
98,6,1,57.09564405215556,3,9,1,1
98,7,1,51.67482257495899,3,9,1,1
98,8,1,57.27710625407969,3,9,1,1
98,9,1,54.56704178595391,3,9,1,1
99,0,0,51.8846718233581,3,13,0,0
99,1,0,51.93270108816661,3,13,0,0
99,2,0,55.023879161131575,3,13,0,0
99,3,0,51.40229716741123,3,13,0,0
99,4,0,52.623721165563694,3,13,0,0
99,5,0,54.76225040999479,3,13,0,0
99,6,0,53.31336848825802,3,13,0,0
99,7,0,49.808483243472935,3,13,0,0
99,8,0,50.062604538630616,3,13,0,0
99,9,1,58.877414013651055,3,13,0,0
100,0,0,49.106429620969344,6,7,0,0
100,1,0,48.178600317516015,6,7,0,0
100,2,0,49.25913354006896,6,7,0,0
100,3,0,47.081797397184886,6,7,0,0
100,4,0,50.06312736150044,6,7,0,0
100,5,1,53.99827345755823,6,7,0,0
100,6,1,56.57509489480115,6,7,0,0
100,7,1,55.05790007254414,6,7,0,0
100,8,1,55.38161700277973,6,7,0,0
100,9,1,55.744570179981935,6,7,0,0
