student_id,post_intervention_period,online_resources_usage,student_performance,teacher_experience,student_income_quartile,rural_school,gender
632,0,0,45.443756694837816,2,8,0,1
633,0,0,45.90049754442392,4,4,0,1
634,0,0,45.33737025095462,2,6,1,0
635,0,0,46.301008127836006,1,5,0,1
636,0,1,45.04797835562174,3,5,1,0
637,0,0,45.04781731447919,3,6,0,1
638,0,1,44.72724668080883,4,7,1,1
639,0,0,46.34047731540461,2,8,0,0
640,0,1,44.38059560811437,2,10,1,1
641,0,0,45.011070853081485,3,5,0,0
642,0,1,44.91445852362799,1,9,0,0
643,0,0,48.37710103161777,4,8,0,0
644,0,1,44.99301019552718,3,8,0,1
645,0,0,44.03438598029043,3,7,1,1
646,0,1,45.76285197162411,2,7,1,0
647,0,0,46.27765599908831,3,9,1,1
648,0,0,46.78238443860309,2,7,1,1
649,0,1,46.049623983921386,2,5,0,1
650,0,0,46.37133113829439,4,7,0,0
651,0,0,47.44985365513561,2,7,0,1
652,0,0,44.920518536883954,3,6,0,0
653,0,0,45.658324038181696,2,6,1,0
654,0,0,45.69930489693837,5,5,1,1
655,0,0,45.59164741938263,3,6,0,1
656,0,0,44.38356293574001,4,7,0,1
657,0,0,45.46682556556423,4,6,1,0
658,0,0,44.83870364802394,1,4,0,1
659,0,0,46.44588141896436,1,5,0,0
660,0,0,46.14140931782679,3,6,0,0
661,0,1,45.96870793617551,2,6,1,0
662,0,0,45.85531594038991,2,2,0,0
663,0,1,45.9120620380361,3,6,0,0
664,0,1,44.27821797988263,4,9,0,0
665,0,0,45.769827088042376,3,4,0,1
666,0,0,47.77686886969151,2,10,0,1
667,0,1,45.91912667126191,3,6,1,1
668,0,0,46.28220877461311,1,5,1,1
669,0,1,45.98897857925032,4,8,1,1
670,0,1,45.412584905491634,2,9,1,1
671,0,0,46.369454632022325,1,6,0,0
672,0,0,43.22267395332605,3,7,0,1
673,0,1,44.89837205021497,1,4,0,0
674,0,1,45.70224876114561,3,7,0,1
675,0,0,45.657056428126445,3,5,1,1
676,0,0,44.29150483299558,3,7,1,0
677,0,1,48.09292862705826,2,4,0,0
678,0,1,44.993157989003706,3,8,1,0
679,0,0,46.22146463586388,3,7,1,0
680,0,0,46.68247842342139,2,8,0,1
681,0,1,45.56649663368399,2,6,0,0
682,0,0,47.796610324064346,3,7,1,0
683,0,0,46.63846658767056,3,7,1,0
684,0,1,45.631187695738895,2,7,0,0
685,0,0,46.39044102706343,3,4,1,0
686,0,0,45.350795352825685,4,7,0,1
687,0,0,44.8951258593557,2,7,0,0
688,0,0,44.89712579201316,3,4,1,0
689,0,0,44.46445542383703,4,3,0,0
690,0,1,44.68273012680751,2,7,1,1
691,0,0,45.33136974452547,3,7,1,0
692,0,0,46.159755778691896,1,8,0,1
693,0,0,45.33803305593182,3,5,1,0
694,0,0,45.41990817835888,3,6,0,0
695,0,1,45.542004080404176,1,7,1,1
696,0,0,47.10335052095193,1,6,0,0
697,0,1,45.5939003424546,1,7,1,1
698,0,0,44.87649013361485,3,5,0,0
699,0,0,45.65192114233081,3,4,1,1
700,0,1,45.86211814018757,4,8,0,1
701,0,0,47.532552093064346,1,6,0,1
702,0,0,45.85979580116886,2,6,0,1
703,0,0,45.38985628073252,1,6,1,1
704,0,0,44.61654535257776,3,6,0,0
705,0,1,48.45515014678514,3,6,1,0
706,0,1,45.32958167505457,1,10,0,1
707,0,1,46.65765329804614,3,6,0,0
708,0,0,46.02799596814658,2,7,1,1
709,0,1,44.079110955349954,3,7,0,0
710,0,0,46.01512460135551,3,5,0,0
711,0,0,45.43609880641415,3,4,0,0
712,0,1,46.79951170707366,2,5,0,0
713,0,0,46.19885050858743,2,7,0,0
714,0,0,45.47967126798231,2,7,1,0
715,0,0,47.73782652889226,3,9,0,1
716,0,0,47.413679704349455,1,4,0,1
717,0,0,46.59387333620322,3,6,0,0
718,0,0,46.21680006811358,3,6,1,1
719,0,0,46.62440704945994,2,8,0,1
720,0,0,45.332182477129024,3,7,0,1
721,0,0,45.456518669254336,3,7,0,0
722,0,1,45.91835174450587,2,9,0,0
723,0,0,45.32230810051368,2,7,0,0
724,0,0,46.185043191345954,2,5,1,1
725,0,1,43.932666913426914,3,1,1,0
726,0,1,46.19706414080703,3,6,0,0
727,0,1,45.74748537485851,1,7,0,1
728,0,1,47.329920818641725,1,8,0,1
729,0,1,46.83608444013546,3,7,0,0
730,0,0,44.47723915521341,3,7,0,0
731,0,0,45.52582439599993,3,9,0,0
732,0,1,44.56150424843181,4,8,1,1
733,0,0,46.17468467910049,3,6,0,0
734,0,1,45.23087296527813,3,7,0,0
735,0,0,45.83576666594215,2,9,0,1
736,0,0,45.49785550596791,3,7,1,1
737,0,0,45.22794030741243,1,4,1,0
738,0,0,45.92678036033068,2,5,0,1
739,0,1,45.63898950440146,2,6,0,0
740,0,0,46.31213899106892,3,6,1,0
741,0,0,44.93756258868962,3,9,0,0
742,0,0,46.24944894925088,2,8,1,0
743,0,1,44.99254194822601,3,8,1,1
744,0,0,45.111227799092376,3,6,1,0
745,0,1,44.77648508846411,5,8,1,0
746,0,0,45.77266817215356,2,7,0,0
747,0,0,45.78932697213751,4,4,0,1
748,0,1,44.40706537565197,1,6,1,0
749,0,1,46.28001199625612,4,6,0,1
750,0,0,46.116242877413605,1,10,1,1
751,0,0,46.48088825036166,2,6,1,0
752,0,1,45.11521860556764,2,7,0,0
753,0,0,45.5323936703525,3,9,1,1
754,0,1,45.34706127010604,2,10,1,0
755,0,1,46.03185979081757,4,6,1,0
756,0,0,47.74694482850593,2,6,0,1
757,0,1,45.70367994616634,2,6,0,0
758,0,1,45.85932786268341,3,5,0,1
759,0,1,45.10532991966304,3,8,0,0
760,0,1,46.52211467884382,2,7,1,1
761,0,0,46.03664483540518,2,5,1,1
762,0,1,46.1249647559428,1,6,0,0
763,0,0,47.41213768712199,3,4,0,0
764,0,1,43.25360212805654,2,8,1,0
765,0,1,45.91271422202651,2,5,0,1
766,0,0,45.72899617173368,4,9,1,1
767,0,0,47.13970542143362,2,5,0,0
768,0,1,45.85154778163711,2,4,0,0
769,0,0,48.51143485858469,5,8,0,1
770,0,0,45.03063762456903,2,7,0,0
771,0,0,45.15674374228224,3,9,0,0
772,0,1,45.28313542497894,2,5,1,1
773,0,0,45.86964088892587,2,7,0,1
774,0,0,45.58975942937091,3,6,1,0
775,0,0,46.84464109144733,3,7,0,0
776,0,0,46.81669071022242,1,6,0,0
777,0,0,46.227380923994176,1,5,0,0
778,0,0,46.328673158787446,2,6,0,1
779,0,0,45.70731160785334,2,5,1,0
780,0,1,45.09163784204042,2,6,0,1
781,0,1,45.84268266631698,4,7,0,0
782,0,1,46.46824191046933,3,4,0,0
783,0,0,46.29036981732367,3,7,0,0
784,0,1,46.30144268470967,4,9,0,0
785,0,0,45.3593997640772,1,8,1,0
786,0,0,46.73482181013638,2,8,0,1
787,0,1,46.25572453673888,2,5,0,0
788,0,0,45.60285668771685,3,6,0,0
789,0,1,46.64436218631201,1,8,0,1
790,0,1,45.70491765958389,3,7,0,0
791,0,0,47.03995704152237,5,2,0,0
792,0,0,46.33514880852356,3,5,0,0
793,0,0,46.55859927724906,3,5,1,0
794,0,1,45.82261696939312,3,4,1,0
795,0,0,45.994568734350025,2,6,1,1
796,0,0,46.22985713355312,2,5,0,0
797,0,0,45.50013798802846,2,5,0,1
798,0,1,44.41259635948392,1,8,0,1
799,0,1,46.762587566833545,1,5,0,0
800,0,1,45.30187479121691,1,5,0,0
801,0,0,43.55536263258934,3,5,0,0
802,0,0,45.09549205707852,3,7,0,0
803,0,0,46.58937928039032,2,3,0,0
804,0,1,44.7438019694365,1,7,1,1
805,0,1,46.5577735690683,3,7,1,0
806,0,0,47.344667130396985,2,8,0,0
807,0,1,45.87356382454308,3,7,0,0
808,0,0,46.43165334472263,5,4,1,0
809,0,0,46.01623802275255,3,7,1,0
810,0,0,46.0341253835944,4,6,0,0
811,0,0,46.23453260701419,2,7,0,1
812,0,0,45.24208420613965,1,4,0,0
813,0,1,46.12736454217148,1,6,0,0
814,0,0,45.27258192224531,1,6,0,0
815,0,1,45.89149811358102,2,6,0,0
816,0,0,47.86509287687753,2,9,1,1
817,0,0,47.18146167852417,2,9,1,0
818,0,0,45.46937851731814,3,6,0,0
819,0,1,44.7043070153764,4,7,0,0
820,0,1,45.59904600196708,2,4,1,0
821,0,0,46.19173944654155,2,4,0,0
822,0,1,47.21998951009362,4,2,0,0
823,0,1,45.89674033021525,3,9,0,0
824,0,1,44.21271924809339,1,5,1,1
825,0,1,44.52891156038691,4,6,0,1
826,0,0,46.38109198986032,1,8,0,0
827,0,1,46.744492371397975,2,9,0,0
828,0,0,45.28294434555431,1,3,0,0
829,0,0,46.69106398319614,3,7,1,0
830,0,1,45.33329887522513,2,7,1,1
831,0,0,45.84050963440704,4,6,0,0
832,0,1,45.59227589342289,3,5,0,1
833,0,0,47.46440638245634,3,7,0,0
834,0,0,47.035750254253614,2,6,0,1
835,0,1,46.03599883504055,2,8,1,0
836,0,0,46.27026995970211,1,5,0,1
837,0,0,46.02496901706774,3,4,0,0
838,0,0,44.61241142083047,3,8,1,1
839,0,0,43.36628860711084,2,9,0,1
840,0,1,46.74675496952986,2,3,0,0
841,0,1,45.94129283859881,3,5,0,0
842,0,1,44.72686446166829,4,6,0,1
843,0,0,47.075721614921854,2,5,0,1
844,0,1,45.48434255416386,4,5,1,0
845,0,1,43.72164126868143,2,5,0,1
846,0,0,44.492459661510736,3,7,1,1
847,0,0,45.9027376834617,2,2,0,0
848,0,1,46.5473676342903,2,9,0,1
849,0,0,46.728497782470406,2,6,1,1
850,0,0,42.95597456897058,1,6,1,0
851,0,0,45.04578304757304,3,6,0,0
852,0,1,46.69468890253005,1,8,1,0
853,0,1,47.00112272875655,2,7,1,0
854,0,0,46.67495045584378,3,5,0,0
855,0,0,44.83343655264393,2,5,0,0
856,0,1,47.96329625061003,1,9,0,0
857,0,1,45.19523977979895,3,7,0,1
858,0,0,47.17028538753615,2,9,0,0
859,0,1,44.51434659774502,1,8,0,0
860,0,0,44.5376756290592,3,6,1,0
861,0,0,46.76387856804328,3,9,0,0
862,0,0,45.60783185013173,4,8,0,0
863,0,0,44.611440442191046,4,7,1,1
864,0,0,45.31943545581434,2,7,1,0
865,0,0,46.1715754872631,3,6,0,1
866,0,1,45.04709067658319,1,6,1,1
867,0,1,44.49034049641452,4,6,0,1
868,0,1,45.84594411513511,3,3,0,1
869,0,0,46.26395275815171,4,8,0,0
870,0,1,44.83656774995451,4,5,0,0
871,0,0,45.63909477184625,4,6,0,0
872,0,0,46.54241143249294,3,7,0,1
873,0,0,45.22157665500883,2,7,1,0
874,0,0,47.21711557600049,3,5,1,0
875,0,0,46.09304807976656,1,7,1,0
876,0,0,46.67399863752197,4,8,0,0
877,0,1,46.64133158155087,2,4,0,0
878,0,1,46.20796579101484,4,9,0,0
879,0,1,44.61878649909215,2,6,1,1
880,0,0,46.109995065590425,5,4,1,0
881,0,0,44.08046991675775,2,9,1,0
882,0,1,45.509259926004894,2,5,1,0
883,0,0,45.140725769358994,4,7,0,1
884,0,0,45.08657978177452,1,5,1,0
885,0,1,44.036407141875536,3,4,0,0
886,0,0,45.79807713098632,2,8,1,0
887,0,0,45.801414564998126,3,6,1,0
888,0,0,44.37719199980285,2,8,0,0
889,0,0,45.8435941903563,4,6,0,0
890,0,0,46.55870890758145,1,9,1,0
891,0,0,45.72459550615035,2,4,1,0
892,0,0,45.64000163731183,3,6,0,0
893,0,1,47.090671448001466,3,4,0,0
894,0,0,46.23636450214914,2,6,0,0
895,0,1,45.726073367872296,3,3,1,0
896,0,0,46.54822771067224,2,9,1,0
897,0,0,46.55264030130654,2,6,0,0
898,0,1,44.93999197144374,3,8,0,1
899,0,0,45.68753033205687,2,7,1,1
900,0,1,46.06005740250039,1,6,1,1
901,0,0,42.15230054762525,3,5,1,1
902,0,0,45.58535853707154,2,6,0,0
903,0,0,45.569868109054,3,7,0,1
904,0,0,44.28892667993508,5,8,1,0
905,0,0,45.94813131265641,1,5,0,1
906,0,1,45.61673011165104,3,7,0,1
907,0,0,45.57174214571488,3,9,0,0
908,0,1,47.23181729432838,2,6,1,1
909,0,0,45.42745496476193,3,7,1,1
910,0,0,47.63284539692405,3,7,1,0
911,0,0,46.453770479190005,5,6,0,1
912,0,0,45.0433241508519,3,6,0,1
913,0,1,46.60327674670506,4,9,0,0
914,0,1,46.44011949061645,3,5,0,1
915,0,1,45.45143844919479,2,4,0,0
916,0,0,44.97749794961112,3,7,0,0
917,0,0,47.36834975400908,4,5,1,1
918,0,0,45.38674459769727,2,4,0,0
919,0,0,46.18176508036823,2,6,1,0
920,0,1,44.56948260236159,2,6,1,0
921,0,1,45.51909577264547,3,8,0,1
922,0,0,45.687931845626025,2,8,0,0
923,0,0,47.83208857813998,2,8,0,1
924,0,1,43.58100353999247,3,8,0,1
925,0,0,46.22427189669995,2,8,0,1
926,0,1,44.42519768383225,4,9,0,0
927,0,0,46.31056478216341,2,7,0,1
928,0,0,45.27582710019776,3,8,1,1
929,0,1,45.20851051516635,2,7,0,0
930,0,0,48.22440107259312,3,6,0,1
931,0,0,45.1719399545592,3,6,0,0
932,0,1,46.78643396663118,2,9,1,0
933,0,1,45.08527624557912,2,7,0,0
934,0,0,45.69489255750913,2,6,1,1
935,0,0,45.59549125967602,3,9,0,0
936,0,0,46.6231947276377,1,7,1,0
937,0,0,45.02367031983698,1,6,0,1
938,0,0,44.83361538375858,3,7,1,0
939,0,1,45.13585719957781,3,3,1,0
940,0,0,46.45210645106968,2,9,0,0
941,0,0,45.161930681245394,2,5,0,1
942,0,1,46.31375558065233,3,9,0,0
943,0,1,44.70406263303448,2,6,0,0
944,0,0,45.98674722353507,2,10,0,1
945,0,0,46.37887502011372,4,9,1,1
946,0,1,45.65611458339089,2,7,0,1
947,0,0,45.78731888641421,2,7,0,0
948,0,0,46.0060113408885,4,4,1,0
949,0,0,46.22682213936981,2,6,0,0
950,0,0,45.7075725876449,3,9,0,0
951,0,0,47.33466624078845,3,6,0,0
952,0,0,45.18366330764023,3,9,0,1
953,0,1,45.3176057527473,1,7,1,0
954,0,0,46.90151750519404,3,5,0,1
955,0,0,46.90628194918184,2,8,0,0
956,0,0,47.19191675421946,2,5,0,1
957,0,1,46.26377756109843,3,6,1,0
958,0,1,44.85097077612709,3,6,1,1
959,0,1,46.02987169566023,2,8,1,0
960,0,0,46.9788578249183,4,6,1,0
961,0,1,47.39841730472903,3,7,0,0
962,0,1,44.796722188752405,4,8,0,0
963,0,1,44.85854365429379,3,7,0,0
964,0,1,44.72600765870093,2,6,0,0
965,0,0,47.49560595466266,4,7,1,0
966,0,0,46.00095028470417,2,10,1,0
967,0,0,46.06990308965312,4,5,1,0
968,0,0,47.3875832959232,2,5,0,1
969,0,1,46.06930524153978,0,7,0,0
970,0,1,45.585943811665466,4,4,0,0
971,0,1,45.054673040928094,2,8,1,1
972,0,0,44.221880998580616,3,7,1,0
973,0,0,46.115744705898045,2,4,1,0
974,0,0,45.43693367605419,4,8,1,0
975,0,1,46.29746879740855,4,6,1,1
976,0,1,45.86794936916392,3,7,1,1
977,0,0,44.60752693257646,3,7,0,0
978,0,0,45.66281961591354,2,10,0,1
979,0,1,45.47577818705764,1,6,1,0
980,0,1,46.45323985961024,3,4,0,0
981,0,1,45.26480923023349,3,10,0,0
982,0,0,45.71861575522378,2,10,1,0
983,0,0,47.44756928980873,4,5,0,0
984,0,0,46.528243180218325,2,8,0,1
985,0,0,46.070494557646136,3,3,0,1
986,0,1,46.374979750340856,1,9,0,0
987,0,0,46.3798905378049,3,9,1,0
988,0,0,45.02733387862003,2,9,1,1
989,0,1,45.7368499089771,2,8,0,1
990,0,1,46.05746249246496,1,5,1,0
991,0,0,44.83106539016599,5,6,0,0
992,0,0,45.8487518549955,0,4,1,0
993,0,0,47.22678469372936,4,4,0,0
994,0,1,45.31764046304548,1,8,0,1
995,0,1,47.11667545819896,3,3,1,0
996,0,1,46.882083892023296,3,6,1,0
997,0,1,46.312587864105645,3,7,1,0
998,0,1,44.26777974823025,3,4,0,0
999,0,1,45.19559305802037,3,8,0,0
0,1,1,45.30992866908468,2,9,0,0
1,1,0,44.58102308139614,0,7,0,1
2,1,0,44.30533076632044,3,6,0,0
3,1,1,47.40719801884823,2,6,1,1
4,1,0,44.37046519159897,3,6,0,0
5,1,1,46.969159222097936,3,7,0,1
6,1,1,46.966528848161786,2,8,0,0
7,1,0,43.0644839287643,2,7,1,0
8,1,0,45.22118168606302,2,6,0,1
9,1,1,46.06692895466398,1,6,0,0
10,1,1,44.93794324293928,2,9,0,1
11,1,1,45.532844525756175,2,8,1,0
12,1,0,44.33534099353598,1,9,0,0
13,1,0,42.391410177723365,3,5,0,1
14,1,0,44.9609529626989,2,8,0,1
15,1,0,44.36422529623262,2,8,0,0
16,1,1,45.55306733799766,2,9,1,1
17,1,1,46.66934067772304,1,8,1,0
18,1,0,44.89189643528132,2,4,0,1
19,1,0,44.929431527008816,2,7,1,0
20,1,0,46.20971359077518,3,8,1,0
21,1,1,46.93166683754314,3,6,0,0
22,1,0,43.88753841230751,0,7,1,0
23,1,0,43.90077376740825,2,6,1,0
24,1,0,47.403588971712544,3,5,0,0
25,1,0,45.235453307249365,3,5,0,0
26,1,1,46.73647497179357,3,5,0,1
27,1,0,43.81369054665187,2,8,0,1
28,1,0,43.94079909996184,3,7,1,1
29,1,0,43.90286631046683,3,6,0,1
30,1,1,46.12920230324752,3,6,0,0
31,1,1,46.71900848195416,3,7,1,1
32,1,0,45.59682358163019,2,6,0,1
33,1,0,44.61191715763963,3,7,1,1
34,1,0,44.77180038926885,2,5,0,1
35,1,1,46.311803347776646,2,6,0,0
36,1,0,45.143404952274565,3,4,1,0
37,1,1,43.29383286611562,3,6,1,0
38,1,0,43.82778751179918,3,7,0,0
39,1,0,44.19472464248428,2,6,1,1
40,1,1,48.19033514906238,3,7,1,1
41,1,0,44.628774534724656,3,7,0,1
42,1,0,44.74476706418543,1,4,0,0
43,1,0,43.91037372568079,2,5,0,0
44,1,0,44.93251470858704,3,6,0,0
45,1,0,46.60793455901153,3,5,0,1
46,1,0,45.00878711577855,4,8,0,0
47,1,0,46.02291760138362,1,7,0,1
48,1,0,45.67304540564232,1,3,1,1
49,1,0,43.58746723947672,2,4,0,1
50,1,0,45.74150703455888,3,6,1,1
51,1,1,47.81515970558608,4,5,0,0
52,1,1,48.29666696889557,4,8,0,0
53,1,0,43.91571218659526,3,5,1,1
54,1,0,45.81500354508504,3,8,0,0
55,1,0,45.20456310419893,2,6,0,1
56,1,0,46.17255224888183,3,11,0,0
57,1,0,47.07763059429635,5,7,0,0
58,1,0,45.61725313542927,4,5,1,0
59,1,0,44.85485669304338,3,5,0,0
60,1,0,44.739039663052864,1,1,1,0
61,1,1,47.117351558410725,4,8,0,0
62,1,0,42.73152923298316,3,7,1,0
63,1,1,45.91148909707971,3,8,0,1
64,1,0,45.00618551138962,3,7,0,1
65,1,1,47.37043579150063,3,8,1,1
66,1,0,45.8705648921246,2,7,0,0
67,1,1,45.64242715126588,1,6,1,0
68,1,1,47.98574498904312,1,7,0,1
69,1,1,46.69664619218846,1,3,1,1
70,1,1,48.66926196023694,5,11,0,0
71,1,1,46.01861109497639,5,9,1,0
72,1,0,44.46117834788124,4,5,0,1
73,1,0,44.756871790206056,3,5,0,0
74,1,0,44.24072691533486,5,6,0,0
75,1,0,47.472960231808216,4,7,1,1
76,1,1,45.65232442192404,1,8,0,1
77,1,0,45.13747615566214,2,7,0,0
78,1,0,43.51980003546574,1,6,1,0
79,1,1,45.40738797364877,3,6,0,0
80,1,0,44.36030445833956,2,6,1,1
81,1,0,44.58858516186765,3,6,1,0
82,1,1,46.42356183704481,3,5,1,0
83,1,1,47.76185357353609,3,7,1,0
84,1,1,44.54698471815383,1,3,1,0
85,1,0,44.24226876028256,5,4,0,1
86,1,0,46.02314440445071,1,3,1,1
87,1,0,45.08450341022353,4,7,0,1
88,1,0,44.1666598695268,2,10,0,1
89,1,0,44.24235111010572,5,4,1,1
90,1,1,45.45882688199541,4,4,0,0
91,1,1,46.20183798579886,2,6,0,0
92,1,1,46.5039334622381,2,4,0,0
93,1,1,46.34154521921364,1,4,1,1
94,1,0,46.04251263732333,4,5,1,1
95,1,1,47.30713269002432,1,7,1,1
96,1,0,45.20509902707966,2,8,0,0
97,1,0,43.911778152124846,3,5,0,0
98,1,0,46.81993654920798,0,8,0,0
99,1,0,43.45062080424036,4,6,1,0
100,1,0,43.77329237570323,1,6,0,1
101,1,1,46.45091512287992,2,8,1,1
102,1,1,46.06361704785954,1,3,0,1
103,1,0,45.54043720585906,3,8,0,1
104,1,0,45.40325417581455,2,7,0,1
105,1,0,43.738797146033015,0,5,1,1
106,1,0,43.63807466180894,3,10,1,1
107,1,0,44.87018582739844,2,10,0,0
108,1,1,46.926174739311215,2,9,0,1
109,1,0,43.811778734867694,3,8,0,0
110,1,1,47.87497501438912,3,6,0,0
111,1,1,46.60597391025509,3,6,0,1
112,1,0,44.8360044686311,3,5,0,1
113,1,1,46.20900796114859,0,8,0,0
114,1,0,44.52457329748208,1,6,0,0
115,1,0,46.87625106227479,3,7,0,0
116,1,0,45.54404536959108,3,8,1,0
117,1,0,44.67415634718026,3,8,1,0
118,1,1,46.56775569513982,3,6,0,0
119,1,1,46.25667850759534,1,9,0,0
120,1,1,46.515972367744304,3,6,0,1
121,1,0,47.76869160567086,1,8,0,1
122,1,1,46.90552813650223,2,6,1,0
123,1,0,44.31565753249583,2,5,1,0
124,1,0,44.71548112270968,2,4,1,0
125,1,0,43.99942571546203,1,8,0,1
126,1,0,44.80499423079374,2,7,0,1
127,1,1,46.47387490637205,2,9,0,1
128,1,1,44.39396241319864,2,7,0,0
129,1,1,47.01452350397151,0,8,0,1
130,1,1,45.62282515462431,2,7,0,1
131,1,0,45.67960097759186,1,9,1,0
132,1,0,43.31296507435674,2,8,0,0
133,1,0,44.58222747713918,3,9,0,0
134,1,1,45.790444949766986,3,7,1,1
135,1,1,45.73449892381793,3,3,0,0
136,1,1,46.72650894414802,3,6,0,0
137,1,0,44.88788754402884,2,5,0,1
138,1,0,43.66392514484771,3,7,1,0
139,1,0,44.14098180114762,2,4,1,0
140,1,0,44.455150963950295,3,7,0,0
141,1,1,45.81153089216112,2,5,1,0
142,1,0,44.44754287390743,3,8,0,0
143,1,1,45.13143717896072,1,10,0,0
144,1,0,45.93145255894861,1,7,0,0
145,1,0,45.38347635381782,3,8,1,1
146,1,1,45.65755551342246,1,4,0,0
147,1,0,45.10990631757799,1,6,0,0
148,1,1,46.33150678223071,3,3,0,1
149,1,1,45.61110074728198,3,7,0,1
150,1,0,46.47786598305608,3,6,0,1
151,1,0,44.07206520226654,3,6,1,1
152,1,0,45.06378549637701,4,6,1,0
153,1,0,44.69184230385672,3,6,0,0
154,1,0,44.5620865490249,3,7,1,1
155,1,1,48.402271709870135,3,7,0,1
156,1,0,44.33282890119202,2,5,1,1
157,1,0,43.84805728463807,1,6,0,1
158,1,1,46.48832207531738,3,5,1,0
159,1,0,44.05678460247441,3,5,0,0
160,1,0,44.77048260594442,1,5,1,1
161,1,0,44.534036539169335,2,9,0,0
162,1,0,45.22263781081587,3,5,0,0
163,1,0,44.76124834643476,3,7,0,0
164,1,1,47.09362599856271,2,7,1,1
165,1,1,46.699124140212575,3,9,1,0
166,1,0,44.25259914235921,3,7,1,1
167,1,1,47.8210685264643,4,7,0,0
168,1,0,44.54470691478482,3,4,0,0
169,1,0,44.55400853908878,3,6,0,0
170,1,1,45.0292067340566,3,7,1,0
171,1,0,44.093143534074684,2,7,0,1
172,1,0,44.81909614629901,2,9,0,0
173,1,0,45.55483855455533,3,10,0,1
174,1,0,43.85094322338099,3,8,1,0
175,1,0,44.80447390738477,1,7,0,0
176,1,0,45.81484529608005,2,5,1,1
177,1,0,44.47372627462599,4,5,0,0
178,1,1,45.51826500357736,3,9,1,1
179,1,0,45.40729191500432,0,6,0,0
180,1,0,43.7922225117972,3,6,0,0
181,1,0,45.68153439423125,3,5,1,0
182,1,0,45.3810844198669,3,6,1,0
183,1,0,44.17424187556206,5,4,1,1
184,1,1,47.12526456466384,1,7,0,0
185,1,1,44.85208633379976,3,6,1,1
186,1,0,44.47584323869062,1,6,1,1
187,1,1,44.01329209674386,2,9,0,0
188,1,1,45.42168343212129,3,8,1,0
189,1,0,43.95498858213002,3,6,1,0
190,1,0,43.61424641530394,2,3,1,0
191,1,0,45.69811867067133,1,7,0,1
192,1,1,47.18430632122875,1,8,0,0
193,1,1,46.46756301541205,1,6,0,1
194,1,1,48.01247303895903,2,5,0,0
195,1,0,45.595007197899605,4,6,0,1
196,1,1,44.945130890256095,2,6,0,0
197,1,1,44.40377041769198,3,4,0,0
198,1,1,45.79264108635454,1,7,1,0
199,1,1,48.35267521659223,4,9,1,1
200,1,0,44.83335915191769,2,5,0,1
201,1,0,46.19467565687438,4,8,1,0
202,1,1,46.39185995137069,1,4,0,0
203,1,1,47.11663785326456,2,10,1,0
204,1,0,46.55745407887905,2,6,1,0
205,1,0,45.48380337344722,4,9,0,1
206,1,0,46.045506685498886,3,6,0,1
207,1,1,48.35180618119195,4,8,0,1
208,1,0,44.56103762758008,4,7,0,0
209,1,0,44.43943930530824,5,7,1,1
210,1,0,45.56201094834927,3,8,1,0
211,1,1,46.408548263135344,3,6,1,0
212,1,1,45.52692001479157,2,8,1,1
213,1,1,46.10891770467352,3,7,0,0
214,1,1,47.38310593579448,3,8,0,1
215,1,0,44.14358399406719,0,4,1,0
216,1,0,45.57133087945952,3,7,0,0
217,1,0,45.68405312803336,2,9,1,0
218,1,0,47.02927815595404,3,6,1,0
219,1,1,47.87720082229669,3,7,0,1
220,1,0,45.66328646246008,1,5,0,0
221,1,1,46.5359989138303,3,6,0,1
222,1,0,44.60695239642055,3,7,0,0
223,1,0,44.69220394016566,2,6,0,0
224,1,1,46.801229700726914,5,6,1,0
225,1,0,45.58580398716588,4,6,1,0
226,1,0,44.66055616642922,3,5,0,1
227,1,0,46.18878079612679,2,6,0,0
228,1,1,46.03600101579238,4,7,0,0
229,1,0,42.85463600031309,3,9,0,0
230,1,0,47.166036986669646,3,8,1,0
231,1,1,46.70207352294051,4,8,0,1
232,1,0,44.49241944779383,4,8,1,1
233,1,1,47.82252783378819,3,8,1,0
234,1,0,44.78835302927616,3,6,0,1
235,1,0,43.44368679115145,3,6,0,1
236,1,0,45.27265683410815,1,7,0,1
237,1,1,46.00085038023531,0,6,0,1
238,1,0,44.650532980348586,3,10,0,0
239,1,1,46.29080843964814,1,6,0,1
240,1,0,42.92483963392422,4,4,0,1
241,1,1,45.51587899684035,2,7,0,1
242,1,0,44.458306024905895,1,6,1,1
243,1,0,44.3472200943497,1,5,0,0
244,1,0,44.39459788186301,3,7,1,0
245,1,0,44.49991686410855,2,7,0,0
246,1,0,44.76054109879849,3,4,1,0
247,1,1,43.94755832930849,4,8,0,0
248,1,0,45.50580977195572,3,6,1,0
249,1,0,43.5867601977338,3,7,0,0
250,1,1,43.97933918207509,3,7,0,0
251,1,0,45.31448998811436,3,10,0,0
252,1,0,45.14501218862624,4,7,0,1
253,1,0,45.02952610240432,1,7,0,0
254,1,0,43.75907588706262,4,4,1,1
255,1,1,46.34844234452748,3,7,1,1
256,1,0,47.35822816192143,1,7,1,1
257,1,1,48.3115497360257,3,5,1,0
258,1,0,45.52552354968822,0,6,1,0
259,1,0,45.3181260088929,3,7,0,0
260,1,0,44.6290975049307,2,10,1,0
261,1,0,45.35060125973816,1,6,1,1
262,1,0,44.92124134338974,3,4,1,0
263,1,1,45.64886912638605,3,4,0,0
264,1,0,45.538247083934586,3,4,1,0
265,1,0,44.342730174733866,2,6,0,0
