recipient_age,previous_month_income,household_size,unemployment_duration,education_years,rural_residence,previous_beneficiary_status,ubi_receipt,current_month_income
33,8,12,19,3,0,0,1,95.25543086322948
25,26,10,7,5,0,0,0,79.59331896645146
32,29,10,13,6,0,1,0,88.26316774635855
23,16,12,13,3,1,0,1,88.20289872300282
32,14,6,18,3,0,0,1,91.78230752003732
27,18,3,7,4,0,1,0,72.76775084787563
28,22,9,21,3,0,1,0,85.09851777602572
22,18,11,11,6,1,0,0,77.25006261100805
26,26,4,15,1,1,1,0,80.55673635399647
28,17,8,11,4,1,0,0,77.07414209953845
33,24,10,22,2,1,0,0,90.43298770269756
39,21,10,11,4,0,0,1,98.52477883861444
28,5,15,16,3,1,0,0,79.12519323497882
36,14,7,12,4,1,0,0,82.4887216670769
23,26,12,14,4,1,0,0,80.99735480608666
38,18,15,11,4,0,0,1,98.7029653960225
29,17,10,11,5,1,0,1,89.55206965500614
23,15,9,14,4,0,0,0,78.28163709738651
26,18,13,16,2,0,0,0,83.74207145619161
44,17,11,11,3,1,0,1,98.27632652596505
20,27,9,14,4,1,0,0,77.07419691743091
29,21,11,14,7,1,0,1,92.49512079386912
12,28,4,15,3,0,1,0,73.86797598978548
31,12,10,13,5,1,0,1,88.8536877778742
36,12,11,13,6,1,0,0,84.4420817575346
34,12,11,16,0,0,0,0,86.0564866012614
30,17,13,20,6,0,0,1,97.6649327829903
38,24,9,17,7,0,1,1,101.93917904391068
37,19,12,12,2,1,0,0,86.51469077743245
35,22,6,18,5,0,1,1,96.37147355757271
7,8,13,17,1,1,1,0,70.28337431419712
36,10,13,11,3,0,0,0,84.79406613521901
38,22,9,15,4,1,1,0,87.50225580356151
32,28,5,18,2,1,1,1,94.99695385956002
29,26,9,12,3,0,0,0,84.17766437212943
33,14,9,16,5,0,1,1,92.34413738661942
39,18,6,15,4,1,0,0,85.92094034193352
30,11,10,16,5,0,0,1,92.06133369859828
26,29,8,16,3,1,0,0,83.7783864846486
11,20,8,7,1,0,0,0,66.43214652104209
29,25,8,9,7,0,0,1,91.42155699114733
19,25,13,19,2,1,1,1,92.85704713060296
25,20,12,13,2,0,1,1,91.58375668236272
20,28,8,7,4,0,0,0,76.66893283664511
35,23,5,17,2,1,0,1,94.69848317936815
36,17,9,9,1,1,1,0,81.44086905636416
29,13,7,7,4,0,0,0,76.04655947680025
17,21,7,18,1,0,1,0,75.69671155911075
16,16,15,11,2,0,0,0,75.33949810141948
38,19,10,14,5,1,0,0,85.62199316625865
29,20,14,20,4,0,1,1,97.95840241319488
36,26,4,18,4,0,1,0,88.30558039416152
35,17,10,14,4,1,0,1,95.65675821144134
40,20,9,23,3,1,0,1,104.01323275853528
25,25,14,19,3,1,1,1,95.40974577668884
28,10,9,9,3,0,1,1,84.71863619159379
21,31,12,7,2,0,0,0,76.44075008399268
11,30,4,24,6,0,1,0,77.2563419728121
26,14,13,14,2,1,1,0,80.90374639771895
21,22,18,16,6,1,0,0,83.15598529327364
32,26,9,9,4,1,0,0,83.85220513467219
35,20,11,11,2,0,0,1,95.67753737918332
21,22,10,23,3,0,0,0,83.23911318341322
33,18,7,13,4,1,0,1,92.10463677592202
29,21,11,11,1,0,0,0,83.62978828385528
31,5,10,10,1,1,1,1,87.192608266132
23,23,8,13,0,0,0,1,88.4495439109246
33,29,13,12,4,0,1,1,98.75872557633474
26,27,6,12,5,0,0,0,79.96941050672882
18,12,12,9,4,1,0,0,72.82052627796884
26,15,7,15,3,0,0,1,87.47192800136293
27,16,5,18,2,1,1,0,79.77188245904318
28,24,10,14,1,0,0,1,92.78344443490816
26,13,14,15,5,0,0,1,92.12614602693336
25,13,13,16,3,0,0,1,91.34395789992794
20,28,7,10,4,0,0,0,75.27844772980858
23,22,8,3,1,1,1,0,70.37757657477096
32,24,14,6,5,0,0,0,82.69685427782873
23,26,10,19,4,0,1,0,84.64176394147147
21,30,15,5,4,1,0,1,86.71360401365918
44,20,10,7,4,1,1,1,99.43064962314412
20,27,10,15,4,0,0,1,89.25118078251027
10,21,7,12,3,0,1,1,77.30070066374888
27,22,10,18,5,0,0,1,95.20223247040742
39,17,13,11,4,0,0,0,86.51365420653187
34,21,14,15,5,0,0,1,98.33150755160509
24,23,9,14,2,1,0,0,81.6841491799684
41,25,10,8,2,1,0,0,89.46593495350939
26,24,12,17,4,1,0,1,93.9921739592601
40,19,14,14,3,1,1,0,90.23447607141227
48,22,9,21,3,0,0,1,109.59234516534102
24,19,13,8,5,0,0,0,77.35772000375032
20,25,8,8,3,0,0,1,84.51084931938807
17,21,8,11,3,1,0,0,73.42080937077586
22,22,8,12,1,0,0,0,77.39473063422439
38,18,17,17,0,0,0,1,102.13364624283284
34,17,11,18,4,0,1,1,98.95241930730148
36,32,8,12,1,0,0,1,97.36339863707671
37,8,14,6,0,1,1,0,79.79028447097271
21,25,9,19,1,1,0,1,92.2651178654515
39,16,6,16,0,0,0,0,86.3255360762392
25,15,8,6,1,0,0,0,73.79211781032605
31,16,9,18,4,1,1,1,93.97139395925818
33,20,10,7,6,0,0,1,93.4855879041656
31,14,5,10,3,1,0,0,76.15962270577923
25,15,14,8,1,1,0,0,76.92884114803573
37,19,10,20,4,0,1,1,102.15525408064738
25,21,9,28,4,1,0,1,96.06915895679208
32,22,12,16,2,0,1,1,98.16281835435902
28,21,17,22,5,0,1,1,101.67441623566135
28,15,9,15,5,0,0,1,91.59137075195632
30,18,10,19,4,1,0,1,95.30324366104882
35,36,10,13,5,0,0,1,101.5660309109743
26,12,11,16,3,0,0,0,80.4035047845896
22,24,10,22,3,0,0,0,85.23460960032251
35,8,16,17,4,0,1,1,99.48708583179862
25,17,11,11,4,0,0,0,79.12258991877614
20,19,9,17,2,0,0,0,78.3785381725584
29,14,7,23,5,1,0,0,82.07577679688315
34,17,8,6,7,0,0,0,80.09871991825497
19,14,13,16,4,0,1,1,86.17156021818987
34,17,10,10,5,0,0,0,83.10848024494143
27,24,9,20,3,0,0,0,86.38928048356374
24,17,9,8,3,1,0,1,83.61714907732502
27,17,6,15,5,0,0,1,87.63479076733802
28,26,12,21,4,1,1,0,91.84624902318382
32,21,9,14,3,0,1,0,85.764785982294
26,32,7,21,4,0,1,1,97.06746757969296
34,21,10,8,4,0,1,1,93.43282609609024
38,22,10,6,4,0,0,0,83.96771529707478
25,24,5,12,1,1,1,1,86.70881636226079
31,13,9,16,6,0,0,1,92.75686304561536
41,28,11,16,4,0,0,0,93.47789178242358
28,22,13,7,4,0,0,1,90.08319056366751
29,19,8,20,3,1,0,0,84.29079320127782
8,14,11,16,2,0,0,1,77.38215038831785
13,13,3,9,0,0,1,0,63.82246986421712
33,19,7,24,4,0,0,1,98.51545616049872
22,20,5,7,1,0,0,0,72.20459106301563
30,20,6,6,2,0,1,0,77.07209338326571
15,12,10,0,3,1,1,0,63.58260526974938
39,21,10,8,3,0,0,0,87.19285327687076
29,23,11,20,4,0,0,1,97.7823181690022
28,24,10,10,4,0,0,0,81.98714106498939
15,17,12,13,2,1,0,0,73.68436908106514
27,16,9,18,3,1,1,1,90.8403013359747
28,24,9,10,6,0,0,1,89.8383831218429
36,33,6,8,4,1,0,1,93.54055097420398
22,23,10,14,7,1,0,1,87.74557220240145
31,25,9,11,5,0,0,1,91.56425565416951
25,16,10,16,4,0,0,0,80.86784336360093
32,25,6,6,4,0,1,0,79.70496139801278
32,7,12,22,2,1,0,1,95.19961317513884
30,15,7,13,4,0,0,0,80.81434106794642
24,20,11,10,5,1,0,1,86.53061605195028
29,26,11,20,5,1,0,0,87.7978653321331
32,15,4,16,2,0,1,0,83.67571740305195
36,26,13,8,2,0,0,1,98.36439938895748
26,28,11,16,5,0,0,0,86.37942049171795
26,24,10,25,2,0,1,0,90.06309694316396
30,16,11,10,6,0,1,1,90.0480916965716
26,11,11,14,5,0,0,0,78.37410064441143
34,15,8,19,7,0,0,0,86.59950200670022
30,25,11,14,2,0,0,0,87.42972740734714
31,38,10,13,1,0,1,0,90.17487873353156
32,18,8,15,2,0,0,0,84.55691198268241
27,9,16,20,3,1,1,1,93.46347499751133
36,22,10,26,4,0,1,1,104.48874365523356
29,23,14,16,5,1,0,1,95.4641352294814
28,20,9,15,1,1,0,0,81.4034129567895
37,15,6,11,2,1,1,1,90.94106295593676
31,11,8,13,3,0,0,0,79.99673479474336
37,9,7,10,1,0,0,0,81.37470957255415
25,12,7,8,3,0,0,1,82.02875443490807
41,22,9,11,6,1,1,1,96.36914639537686
27,18,11,18,1,1,0,0,82.65887669288492
29,17,6,9,6,0,1,1,86.50213203665433
34,25,12,19,2,1,0,1,99.8851487991442
16,18,9,18,3,0,1,0,76.70702629807431
29,16,11,13,5,1,0,0,81.92681698830394
30,15,9,11,7,0,1,1,90.91470819529673
23,19,11,16,2,0,1,0,80.59541127801069
28,22,11,12,4,0,1,0,83.15770773916822
30,27,17,11,4,1,0,1,97.0926942768944
31,22,5,16,5,1,1,1,92.074647551873
25,20,15,14,4,1,1,1,91.46990136288322
26,26,5,12,1,0,0,0,79.03375569376848
41,18,9,12,3,1,0,1,97.60037854351904
23,24,10,5,5,1,1,1,86.11074841658198
32,24,12,12,5,0,0,1,96.56268321926468
31,20,11,14,3,0,1,1,95.16081097168146
19,18,9,1,2,0,0,1,78.53716689650759
7,11,8,16,4,0,0,1,74.63476250117722
36,28,8,16,7,0,1,1,99.51179150152704
33,10,10,10,4,1,0,1,89.43204619399975
36,18,5,15,5,0,0,0,84.39162720909356
42,21,7,15,2,0,1,0,89.20394746272385
20,22,9,15,5,0,0,0,78.04418090837775
26,14,21,18,5,1,0,1,97.00865846472465
34,11,9,13,3,1,0,1,92.7691121740243
15,26,10,18,4,0,0,0,78.5797302992857
26,2,15,14,5,1,1,1,87.6874071919599
40,8,9,13,0,0,0,0,85.12459891015656
27,22,9,11,1,1,1,0,78.44803983516974
28,23,3,14,3,0,0,0,80.53548002128498
33,12,10,11,0,0,1,1,90.62199410526954
26,23,17,8,7,0,0,0,84.25517644431777
27,25,10,10,5,0,0,1,90.20370330862842
20,21,7,16,5,0,0,0,78.3675331054433
41,20,6,22,1,0,1,0,92.0383187391788
31,14,7,21,3,1,0,0,84.96576546875728
24,17,6,5,4,1,0,0,71.67527152462002
19,14,7,14,4,1,0,0,70.69995102025196
39,15,12,17,2,0,1,0,91.75779461912906
31,16,9,10,2,1,0,0,79.6978841594499
12,20,14,10,4,0,0,1,83.38217048786447
24,21,10,4,1,1,0,1,83.05176668069528
43,21,9,13,5,0,1,0,92.2330670635828
26,26,8,16,8,0,1,1,93.69054681473182
31,10,13,7,4,0,0,1,89.08775378741278
32,11,6,12,6,1,1,0,79.41237217562565
29,26,7,12,3,0,0,1,90.5519956756833
24,16,7,16,0,1,0,1,87.61308186786283
41,22,12,14,4,0,1,0,93.898611211949
33,23,9,18,3,1,0,0,86.4642924349409
38,26,9,26,5,1,1,0,95.9820622445108
36,6,7,10,1,0,0,0,81.1851881681189
34,23,14,25,3,0,0,0,95.36413040880122
37,17,4,10,7,0,1,1,92.53937162240038
31,24,9,18,4,1,0,0,85.91575095633051
21,18,16,14,5,1,0,1,88.83437102128072
33,17,15,10,4,1,1,0,83.66510896105302
36,22,11,25,2,0,0,0,95.80880270852887
33,20,6,9,4,1,1,0,78.4156221945488
25,13,6,12,3,1,1,0,74.72846894845604
24,11,9,5,4,1,1,1,82.0186790286612
33,24,10,16,6,0,0,0,88.17173584275996
33,11,13,11,3,0,0,0,81.63836283749472
30,21,9,17,3,1,0,1,94.82581223146012
40,23,8,16,4,0,1,1,100.17708365062332
26,26,12,18,4,1,1,0,86.95347452922753
26,14,10,4,3,0,1,0,74.50413475069514
21,27,6,11,3,0,1,0,76.09517266466788
22,25,11,14,7,0,0,0,80.93810884781576
22,16,8,7,6,1,0,1,80.54619539447604
27,23,4,12,2,0,0,0,76.71074556177976
16,15,12,13,3,1,0,0,72.63957994317279
24,25,5,12,2,0,1,0,78.46417275288485
35,15,8,13,5,1,1,1,90.97920881494971
33,16,7,19,4,0,1,1,95.2017859235386
30,14,9,13,6,0,0,1,89.85703334477726
20,6,5,11,2,0,0,1,78.80452421801613
41,4,9,13,2,0,0,0,85.25951996137314
32,26,12,6,4,0,0,1,92.23446261936412
26,11,3,17,5,0,0,0,76.4429158196977
24,20,9,13,7,0,0,1,87.10768180039001
33,19,7,24,3,0,0,0,89.23975847170067
34,4,13,10,3,0,0,0,81.216491193692
16,31,7,2,4,1,1,0,69.7709790526253
28,14,3,9,4,0,0,0,74.3598562650496
36,15,7,10,3,0,0,0,82.57277219349771
29,19,11,6,5,0,0,1,88.52101632583103
29,23,11,7,2,0,0,0,81.74674376894627
35,16,7,15,4,0,1,1,93.89020700444392
31,16,12,7,3,0,1,0,81.18147010046944
25,11,7,13,5,1,0,1,86.56370031663583
44,19,10,12,3,1,1,1,99.45523575617594
22,21,10,15,5,0,0,0,80.48192653905478
30,24,9,12,2,1,1,1,89.37923013063464
45,18,13,19,4,0,0,1,106.13987819287918
28,20,4,17,8,1,0,1,90.29007620892656
22,18,12,19,5,0,1,1,91.38975020557136
44,18,13,19,1,1,0,0,95.02624858025472
29,17,9,7,4,0,1,1,87.55079806008145
47,12,7,19,7,0,0,1,103.77648360993666
17,21,17,15,1,0,0,0,80.03811613533323
26,17,9,14,4,0,1,0,80.2815803000888
37,15,14,18,2,1,0,0,90.39165860040217
24,22,14,20,3,0,1,1,95.24186900957606
25,24,11,19,3,0,0,0,85.94720916209155
34,15,6,9,0,0,0,0,81.37479301355415
32,15,6,16,1,1,0,0,81.90671540504489
31,21,11,17,3,1,0,0,87.43866411513886
31,36,7,11,8,0,0,0,88.11559084990043
34,10,12,15,0,0,0,1,94.79479074081227
20,29,12,8,4,0,1,0,78.01623429019216
41,5,5,6,2,0,0,1,90.7854954647723
11,21,12,21,5,0,0,1,84.98251344731275
30,16,12,10,2,0,0,0,80.44735479912484
31,26,12,7,1,1,0,0,82.80538244676865
35,25,5,0,5,1,0,1,88.95918646678132
33,24,10,17,2,0,0,1,97.17019135210704
29,24,13,14,4,1,0,1,94.45675437950196
40,13,10,17,6,0,0,0,89.59189064256623
39,6,11,9,3,0,0,0,81.87496486851668
32,24,12,8,4,1,1,1,93.33460478199989
35,25,12,14,3,0,0,1,98.9937243383902
39,18,6,19,5,1,0,1,99.32675061697324
30,19,8,22,2,0,0,1,94.11029886011814
41,15,12,7,5,0,1,1,97.5187704951559
26,13,11,10,3,1,1,0,74.5515265267504
30,25,6,12,6,0,0,0,82.85761773070232
24,14,9,20,2,0,0,1,90.1539173938903
24,23,9,14,2,0,0,1,91.44675397228528
24,9,11,17,6,0,0,1,88.93961546979759
47,20,8,14,3,1,0,0,92.9352516517525
14,15,14,8,5,1,0,1,79.9399022855606
12,9,9,14,1,0,0,0,68.43603886549377
27,19,7,8,2,0,1,0,77.3689608607645
27,15,11,13,1,0,0,1,89.68185051432529
35,26,9,21,5,0,0,1,101.38723993235035
23,25,9,7,5,1,1,0,77.48391640940162
36,31,10,20,5,0,1,1,105.03450651047235
30,17,8,12,4,1,0,1,89.0458501495827
31,13,8,16,5,0,1,1,91.87103651066415
42,16,13,9,8,0,0,0,89.66233314163054
19,16,13,10,5,1,0,0,74.11801537403386
23,27,6,18,6,0,1,0,80.09962379519456
18,26,9,14,3,0,0,1,86.90807015741635
34,32,5,0,6,0,0,0,79.16153588752294
33,24,10,12,3,0,0,0,86.0828491253514
8,23,12,16,3,1,1,1,83.21927047387963
32,14,11,4,3,1,1,1,86.75234476000406
32,17,7,13,1,0,0,0,82.83335270358033
26,17,10,20,3,0,0,0,83.66757919618207
37,18,9,12,4,0,0,1,95.00316516104824
36,13,10,19,2,0,1,1,98.59136963484264
28,23,8,10,1,0,0,0,78.97786883856209
37,12,4,20,3,1,0,0,84.94119619528253
27,18,8,12,6,0,1,1,89.46643251499327
29,25,8,6,8,0,0,0,78.64372128001766
24,14,13,18,4,0,0,1,90.61693129837332
17,16,15,10,1,0,0,1,84.99383056410943
21,17,12,11,4,0,0,1,88.17408881008832
14,24,7,8,4,1,0,0,69.53025188206564
29,28,10,18,1,0,1,0,87.85008704766476
28,28,8,6,2,0,1,0,78.641318778886
20,19,7,15,7,1,0,0,74.97888621969219
26,19,5,12,2,1,0,1,87.28516378079144
28,17,4,15,0,1,0,1,87.91264055833918
30,26,11,8,7,0,0,1,94.36846897144076
31,18,11,14,5,0,1,1,93.88685448749388
40,11,13,12,3,0,0,1,97.3694457101071
38,23,10,11,2,0,1,1,97.07831526274984
38,11,10,16,7,0,1,1,97.0572523286406
34,10,11,16,3,0,0,1,93.95687881159452
28,16,15,6,3,0,0,1,88.00670133718286
34,26,9,25,1,0,0,1,102.68155615186828
33,12,4,7,7,0,1,1,84.65446688294863
36,23,13,12,2,0,0,1,99.03623118319932
16,29,7,15,4,0,0,0,77.81491593644955
27,17,9,10,7,1,0,1,87.50097674819287
45,23,10,13,6,0,0,0,92.98212261482122
33,31,8,14,5,0,0,1,96.53275488031856
24,18,5,21,4,1,1,1,89.68570258236954
19,27,8,12,2,1,1,0,74.72785682045274
26,23,10,5,2,0,0,0,76.7135003862808
26,37,6,23,3,0,0,0,89.80812517549319
29,16,12,8,5,1,1,0,81.53971839935657
29,26,2,8,1,0,1,0,77.41024753493146
37,19,15,17,2,1,0,1,100.49037202004784
15,25,11,14,4,0,1,1,85.82650521649411
26,19,9,8,3,0,1,1,86.67152325844054
28,16,11,14,0,0,0,0,83.10806496596362
24,31,7,13,2,1,0,0,79.88473167616566
28,19,8,8,2,1,1,0,76.67418178232634
43,22,11,5,3,0,0,0,88.64791437450604
19,11,13,18,4,1,0,0,75.84869847911715
36,26,8,12,3,0,0,1,97.53072787668044
29,15,10,23,3,1,1,1,95.82647777421847
30,22,10,10,4,0,0,1,91.7916704025713
34,8,4,9,6,0,0,0,78.05775176411396
33,18,11,11,3,0,1,0,84.54650919095275
14,18,6,8,4,0,0,0,67.86668265211006
22,18,10,15,3,0,0,1,86.32934981785549
24,22,8,12,3,0,0,0,78.36056479224192
29,27,9,15,5,1,1,1,93.30814573628294
30,19,8,16,4,0,0,0,84.66415556595811
36,16,5,16,5,0,0,0,85.53662941728855
35,7,6,7,4,1,0,1,87.99639594308204
34,14,4,3,5,1,1,0,75.28508964101698
19,9,11,14,3,0,0,0,73.3920347471816
20,19,9,16,5,0,0,0,76.8894617292823
48,17,5,16,0,1,1,0,91.29926672816094
23,17,9,0,6,0,1,0,70.85214267485864
41,31,6,15,0,0,0,0,92.34694912298376
25,24,9,21,2,0,0,0,84.02327680806587
39,25,7,16,3,1,1,1,99.62715573931554
35,10,13,10,0,0,0,0,83.25756687608136
24,14,15,6,1,1,0,0,74.9231557332427
37,22,9,12,1,0,1,0,88.66460393972558
35,18,11,13,1,0,0,1,97.03391035327614
25,19,6,17,6,0,0,0,79.41547017576846
38,18,9,19,1,0,1,1,98.76540240221112
36,20,6,22,4,1,1,0,88.5580760828915
26,26,5,10,1,0,0,0,77.17306904624041
36,15,8,18,0,0,0,0,88.13310910902754
23,24,10,17,5,0,0,1,91.4040821367548
27,22,8,6,1,1,0,1,86.72736410083694
22,12,13,7,1,0,0,0,74.29978034151577
34,19,12,10,1,0,0,0,86.45146430539883
15,21,11,12,4,0,1,0,73.19872238145108
24,27,10,14,2,0,1,0,82.76154743122686
20,21,7,11,6,0,0,0,75.4004001458969
31,15,15,17,4,0,0,1,95.91966428647956
38,18,12,8,4,0,0,1,93.94375560559575
28,9,8,20,5,0,1,1,91.72898421641602
31,21,8,9,5,1,0,1,88.71576265147424
23,21,4,17,2,0,1,0,77.334196734332
30,13,10,13,6,0,1,0,81.11216077262071
47,17,12,16,6,0,1,1,105.62682549517062
33,19,13,20,3,0,0,1,99.52878816706902
30,27,6,7,1,0,1,0,80.93347655060938
17,23,13,8,3,1,1,0,74.22367821193137
30,20,4,20,4,0,0,1,93.12262260357323
28,18,10,14,4,1,0,1,89.63194736455834
28,22,9,14,0,1,0,0,81.10697056744775
27,21,11,19,2,0,1,1,95.48426924567872
35,19,5,22,4,0,1,0,87.0305445504092
22,24,6,19,2,0,0,1,91.5654969706725
26,11,7,18,3,1,1,1,87.81395558398009
22,32,13,18,3,0,0,1,94.976101782074
