age,income,previous_loan_count,home_ownership,job_stability,rural_residence,low_interest_loan,loan_repayment
25,23,6,1,0,1,0,80.57197343538017
34,26,8,1,0,1,1,93.7444958139548
29,24,5,1,0,0,1,85.11218181008218
30,18,6,0,0,1,0,83.64904722754873
24,25,8,1,1,1,0,82.64524068989613
4,27,7,1,1,0,1,77.37765966491273
32,27,7,0,1,1,1,92.51289305320962
28,20,5,1,1,0,1,87.03546626917439
46,22,3,1,0,0,0,92.4829499839176
20,20,4,0,0,1,0,74.99856015956497
12,16,7,1,0,0,0,70.36214193807406
22,19,5,1,0,0,0,76.46839445745383
27,26,3,0,1,0,0,79.79181496850151
31,20,4,0,1,1,1,89.06698039626664
17,19,9,0,1,0,1,82.50486015763744
41,21,8,0,0,1,0,90.79065971764553
42,25,6,1,0,0,0,91.50932951461336
15,24,8,1,0,1,1,82.28702838141322
21,27,3,1,1,1,0,78.77951840517528
7,25,6,1,0,0,1,73.63777369073685
37,25,5,1,0,1,1,93.56694628417968
5,30,4,0,1,1,1,72.10369117054427
19,21,5,1,1,0,0,73.42653051744905
3,19,6,0,0,1,0,64.05661072634986
28,24,5,1,1,0,1,87.08778493358561
7,25,6,0,1,1,1,75.49112832597343
36,19,9,1,1,0,1,95.4065064940978
23,18,1,0,1,0,1,79.39177827035437
27,22,7,0,0,0,1,86.57522615832389
23,27,7,0,0,0,1,84.49165180631194
16,28,4,0,1,0,0,73.89056871701436
24,25,7,1,0,0,1,85.26967770214516
46,25,9,1,1,0,0,99.08403961746968
10,22,7,1,1,1,0,72.71678249703751
12,21,5,0,1,0,1,76.66730935699819
31,21,8,1,0,1,1,91.94682033244338
23,20,3,1,1,0,1,79.34665977673254
6,24,7,0,0,0,0,69.11000913465948
25,22,6,1,1,1,0,79.49152015642477
19,24,8,0,1,0,0,80.41192497062593
35,20,5,0,1,0,1,91.41674647264338
20,27,4,0,1,0,1,82.66123148176243
12,20,7,1,1,1,1,76.06667170033492
3,21,5,1,0,1,1,69.70392431719395
27,26,7,1,1,1,0,86.12300279998212
23,26,4,0,1,0,0,80.72598590509419
31,28,4,0,0,0,1,89.51599272569477
32,24,4,1,0,0,1,86.82078422847324
9,20,2,1,0,0,0,65.29283431061783
5,26,7,0,0,1,0,70.423210242522
29,21,1,0,1,0,0,76.35723321199391
28,16,9,1,0,0,1,88.46318609737928
37,23,3,1,0,1,0,87.33313836588435
23,25,10,1,1,1,1,89.27883230784653
25,28,5,0,1,1,0,82.5299124112737
34,20,8,1,1,1,1,93.5393055777038
22,23,6,0,0,0,0,78.7648184855811
34,14,0,0,0,1,1,83.74061301871764
22,20,2,0,0,1,0,72.44770408517955
46,24,3,0,0,0,0,90.85845930916814
22,25,2,0,0,1,1,79.54907227928942
36,29,6,0,0,1,1,95.20990566076355
24,26,8,1,1,1,0,84.97964925922916
19,26,6,1,0,0,1,82.46506690223404
14,24,7,0,0,1,0,75.36581884977373
10,22,4,1,1,0,1,76.1819685545852
28,18,3,0,1,1,0,78.58765843356282
13,22,6,1,1,1,0,71.28845076367153
21,25,4,0,1,0,1,81.96195247245177
10,29,7,1,1,0,1,78.94470191800869
39,19,7,0,1,0,1,96.67021476334445
21,25,11,0,0,0,0,82.89720948454956
26,17,4,0,1,0,0,76.23373591063164
27,24,6,1,1,1,1,87.91874586962331
35,23,4,1,0,1,0,86.58796269955185
30,21,8,0,0,0,1,90.49875740211496
36,23,4,0,0,0,0,84.52102786006164
29,20,5,1,1,1,1,87.5980184786522
27,27,4,1,1,0,1,87.40902324120252
35,21,11,1,1,0,0,91.59984888824548
23,20,6,1,1,0,0,79.85890735434283
10,18,7,1,0,1,1,75.34615977698829
28,20,6,0,1,0,0,81.19848781448817
16,25,3,0,0,0,0,70.47212606603115
32,29,4,0,0,0,0,84.67892395185153
0,25,6,1,0,1,0,64.04173301039295
18,26,3,1,1,1,1,80.09024280021592
4,21,4,0,0,1,1,68.83828197323356
11,17,7,0,0,0,0,70.60923397152757
24,23,5,1,0,0,0,78.10558888093763
15,27,0,0,0,0,0,68.10888681714313
28,21,4,0,1,1,1,86.77561182562246
27,23,9,0,0,0,1,90.67281087130186
37,16,7,0,1,1,0,86.589805720498
16,30,7,0,1,0,0,77.67387632441415
13,23,5,1,0,1,0,71.26435880464389
5,22,3,1,0,0,1,69.48548695750844
51,27,5,1,0,0,1,102.81170305772638
28,24,4,0,1,0,0,80.3273207441241
28,22,8,1,0,1,1,90.80690911517884
1,25,5,0,1,0,1,70.91856148722263
22,20,4,0,1,1,0,74.99291609855554
26,26,4,1,0,1,0,81.14026111531817
34,30,5,0,1,1,1,94.14369758913152
37,20,9,0,1,1,0,91.82907501035012
32,26,6,1,0,1,1,90.00610723211028
27,18,-1,0,0,1,1,79.25187673769544
9,23,3,1,0,0,0,66.48121953419125
9,25,4,0,1,1,0,69.82929119691737
40,21,5,1,0,0,1,95.10737115583292
21,31,5,0,0,0,0,79.21881316065253
16,28,3,1,0,0,1,79.29276689312843
9,21,7,1,0,0,0,70.04703862936735
21,24,6,1,1,1,1,83.30387112821768
33,25,4,0,0,0,1,88.70466901746123
29,27,9,1,1,0,1,94.01340027634387
14,24,7,0,1,1,0,73.3175673593896
20,26,4,0,0,1,0,76.76491222741399
18,28,9,0,1,0,1,87.69682294287912
23,30,6,0,1,0,1,86.68945963408515
15,25,6,0,0,1,0,75.29326236890138
9,24,8,0,1,0,1,79.2114087117401
19,23,5,1,1,0,1,81.28634753136801
23,25,8,0,1,1,1,87.69948183965865
16,25,6,0,1,0,0,77.12636969244734
26,24,0,0,1,0,0,78.5663028357274
16,23,5,0,1,1,1,79.25643848984785
19,28,8,0,0,1,1,85.5002760199595
8,28,4,0,0,1,0,68.42040339892839
28,22,6,0,1,1,1,86.07993531976658
19,19,5,1,1,1,1,81.25193218761501
35,26,8,0,1,1,1,97.0046959852482
33,22,3,0,0,1,0,82.6242652518601
28,13,9,1,0,0,0,80.93980974017043
23,17,4,0,0,1,0,75.65394598343758
22,27,1,1,1,0,1,81.93457850466453
16,25,6,0,1,0,1,79.31186940402684
29,28,6,0,1,1,1,91.68550685987177
33,22,5,0,0,1,1,88.97725109153625
31,21,9,1,0,1,1,92.08008748952942
18,22,8,0,1,0,1,82.9771180718953
8,22,5,0,1,0,0,68.94996438056425
36,22,5,1,1,0,0,87.85531339270999
42,18,2,1,0,0,0,85.87872129851748
6,20,3,1,0,1,1,68.26005281901583
20,21,4,1,1,0,1,80.75209896332643
23,21,6,1,1,1,1,83.6795609187807
21,24,9,0,0,0,1,85.11582353122776
9,20,3,0,1,0,0,68.24777429872597
30,24,6,1,1,1,0,86.50987393324898
27,24,7,0,1,1,0,83.25132217166755
9,24,7,0,0,1,0,70.7322495610327
33,19,4,1,0,0,0,81.04303634029814
32,21,0,0,1,1,0,79.39483106202248
28,20,6,1,1,1,0,82.20789832250443
19,25,3,1,0,0,1,78.10614891569205
29,24,4,0,0,0,1,87.39417889963512
31,24,5,1,0,1,1,89.71848040122555
26,22,3,0,0,1,1,82.5730332155429
18,16,10,1,0,0,1,84.13024419251637
32,18,3,1,0,0,0,78.917638537243
8,23,10,0,0,1,0,74.05981296831732
16,24,5,1,1,0,0,72.78720336636228
9,22,6,0,1,1,1,74.9063876290379
13,19,9,0,1,1,0,73.58995572750783
20,28,7,0,1,1,0,79.58711654178454
12,25,4,1,0,1,1,75.47164248570299
19,22,2,0,1,0,0,73.24796534755154
21,26,5,1,1,1,0,79.01968582698582
21,22,6,1,1,1,0,77.91965794322459
23,24,6,1,1,0,1,86.54627490609342
26,22,6,1,0,0,0,80.84688328464331
37,22,3,1,1,1,1,92.77220820092346
10,21,8,1,1,1,0,74.93737250872343
13,20,6,1,0,0,1,76.4160581680078
27,25,7,1,1,1,1,90.21490634921064
23,19,5,1,1,0,0,77.63565802077332
23,22,9,1,1,0,1,89.39209483064349
25,26,5,1,0,1,0,81.85657014676158
7,28,6,1,0,1,1,76.41808382763892
15,21,5,1,0,1,0,71.5021545268359
38,19,7,0,0,1,0,89.17930646270342
33,22,8,0,1,0,1,94.09097598649358
34,22,6,0,1,0,0,87.08077873287694
17,27,4,0,0,0,1,80.82186430333675
15,26,6,1,1,1,1,81.0223054497785
23,28,5,0,0,0,0,79.33916200536972
45,25,7,0,1,0,1,101.63720627260383
34,25,1,0,1,1,1,89.57053859985065
24,28,6,0,1,1,0,82.78085701897285
5,22,6,1,1,1,1,74.88681246869835
9,26,5,0,1,0,0,70.49620207181358
24,22,5,1,1,1,0,80.22461671295291
2,24,10,0,0,1,0,70.16488928733126
25,23,7,0,1,1,0,82.5867530534232
11,23,3,1,0,1,1,74.55657334764146
32,28,1,1,0,0,1,86.67553233769401
32,27,6,0,0,0,0,86.4484586689282
20,22,7,1,1,1,1,82.67492169654707
8,25,8,0,0,0,0,71.42776251060755
18,28,6,1,1,0,0,79.7841130150958
28,23,4,0,0,1,0,80.87739914102183
23,26,10,1,0,0,1,87.02929285389142
10,17,5,1,1,0,0,68.01693493245911
19,27,8,0,0,1,1,83.55441972045568
23,24,6,0,1,1,1,86.24152747210358
35,24,7,1,0,0,0,89.58039386523608
42,29,5,1,0,1,0,92.96971865481066
21,20,6,1,1,1,0,76.2291645526697
37,26,5,0,1,1,0,88.64248984835044
20,24,6,0,0,0,0,77.60711440035706
21,22,9,0,0,1,0,79.99755593921131
15,30,3,1,1,0,0,73.62111723599958
12,25,10,1,0,0,0,76.54543749881817
22,22,6,1,1,1,1,85.14997934835704
34,27,7,1,1,1,0,90.65617947499412
26,19,7,1,1,1,1,87.11936500938452
20,21,6,1,1,1,0,77.56185121829405
27,28,2,1,0,1,0,80.16807907264979
52,26,5,0,1,1,1,104.66071175644991
26,18,5,1,1,1,1,86.09527507383164
24,22,6,0,1,1,0,81.63682835148207
28,21,2,0,0,1,0,77.14265185287393
20,18,8,1,1,1,0,79.21781890853303
47,30,5,1,1,0,1,102.57345593053176
17,22,9,0,0,1,0,77.21114581095543
10,22,5,0,1,0,1,73.62343004475096
26,26,5,1,1,0,0,80.7828440921632
44,19,7,1,0,1,0,93.01969458037152
22,24,1,1,1,1,1,80.80248473895452
11,27,3,1,0,1,0,70.47026148686471
20,26,6,0,0,1,1,84.36161350643177
18,25,8,0,1,0,0,77.86236350760534
20,21,7,0,1,1,0,78.35991600026229
33,23,6,0,1,0,0,87.7433392016914
23,23,7,0,0,1,0,79.41455167782416
16,22,4,1,1,1,0,73.31714379373422
27,24,4,1,1,0,1,85.77230866474054
30,21,3,1,0,1,1,85.65001330060971
41,21,5,1,0,1,0,89.79166642391156
43,26,9,1,1,1,0,97.51105409318887
3,30,7,1,0,1,1,74.06931839936381
15,20,8,0,1,0,0,77.28382224337791
9,19,5,0,1,0,0,65.58952512025381
8,28,3,0,0,1,0,66.62197857016845
20,21,9,0,1,1,0,80.4477509122594
47,26,6,0,1,0,1,101.14328859302016
28,24,5,0,0,0,0,81.04771199163524
33,19,6,0,0,0,1,88.96836512834177
11,23,7,1,0,0,0,72.33348832132457
28,29,2,1,0,1,1,84.5215622967087
24,23,7,1,0,1,0,80.3691234604363
31,24,4,1,0,0,0,82.0948072652048
23,24,8,1,0,1,1,86.05129457023243
18,21,3,1,1,1,1,79.32984649034516
34,35,6,1,0,1,0,90.29336493046048
7,23,7,1,0,0,1,75.19423313385535
11,19,6,0,0,0,1,74.95303381332883
37,26,1,0,0,1,0,84.8861827931056
26,25,7,1,0,0,0,84.16011998696197
28,21,7,0,1,1,0,83.78315102548736
34,22,5,1,0,1,0,86.68781560004929
26,19,3,1,1,1,0,76.71899640454181
21,25,5,0,1,1,0,78.23259837685832
39,24,0,1,0,1,0,84.15273523687105
39,30,2,0,0,1,1,92.26016896698866
30,28,8,1,1,1,1,95.15285713215285
19,24,5,1,1,0,1,83.03018724398302
43,30,5,0,1,0,1,98.79483099537256
12,28,5,0,1,0,1,79.2528959378582
43,16,3,0,0,0,1,93.53236104306164
20,26,5,1,1,1,0,77.70586298509724
26,16,7,0,0,0,1,85.80635581423124
30,16,8,1,0,0,1,89.58471528139206
17,24,5,0,1,0,1,79.81645842332956
28,26,5,0,1,1,0,83.7208766643581
6,22,8,1,0,1,1,74.53978869786849
47,27,5,0,1,1,1,103.48187486240964
28,29,10,1,1,1,1,94.31306223571345
30,21,8,0,1,0,0,86.41944098414771
9,25,8,1,0,1,1,77.98385740384532
33,28,7,1,0,1,0,87.51517873613975
38,20,5,0,0,1,1,93.27352689076312
26,21,7,0,0,1,0,81.86452655881415
11,21,7,1,0,1,1,77.89688622621262
18,24,6,0,1,0,1,83.1528041444768
17,25,7,1,1,1,0,78.7333938754003
29,29,6,1,0,0,0,84.48221822538207
12,22,3,1,0,0,1,73.96768704100445
16,27,4,0,1,0,1,78.73410028982339
26,32,7,1,0,1,1,89.2314305434801
6,25,5,1,1,1,0,70.15515246563518
25,24,6,1,0,0,0,80.96428554791095
46,22,4,0,0,1,0,92.22475367609006
14,30,2,1,1,1,0,73.10065195217892
23,21,4,1,0,1,1,83.03175889614855
43,25,5,1,1,0,0,93.27062985592282
51,24,5,1,1,1,0,97.22120403564897
23,21,6,1,1,1,0,78.33589932628544
29,23,8,0,0,0,1,90.79824434158922
23,29,7,1,1,0,0,81.93288491151266
29,32,10,0,0,1,1,94.56880181302913
27,21,3,1,0,1,0,79.09490310118572
11,28,8,0,1,1,0,74.17578508828956
22,27,7,1,0,0,0,79.84032988406406
21,28,5,1,1,0,1,85.17423017544611
13,22,1,0,0,1,0,67.85058407685119
37,27,3,1,1,0,0,87.02563131952321
17,22,6,1,0,1,0,74.97857197741965
33,16,8,1,0,1,0,86.16289565220772
11,22,7,1,1,1,1,77.53536174608777
10,25,6,0,1,1,0,69.91135719079091
14,20,4,1,1,0,1,77.98773507888397
14,19,8,1,0,1,0,73.5967940330702
41,26,11,0,1,1,1,104.3964582583622
7,24,3,0,0,0,1,72.60367525377832
20,22,5,1,0,1,0,77.69101521464458
20,23,6,0,0,1,0,76.9818304237208
29,22,5,0,0,1,0,82.51119064926282
18,28,5,0,1,1,0,77.45766171890905
23,26,6,1,1,0,0,81.08224592331226
37,25,6,1,1,0,0,90.4984151746924
29,25,7,1,0,0,0,84.38863969126419
39,20,4,0,1,1,0,88.65402073232283
24,25,4,0,0,0,0,78.24705540496758
18,23,0,1,0,0,0,67.78811586533041
24,20,4,0,1,1,0,75.81322031046162
29,23,4,1,0,0,1,86.88618688912591
9,25,6,1,1,0,1,76.08494891715841
14,24,5,1,0,1,0,74.58673014428344
18,25,5,1,0,0,0,75.246558120198
25,25,5,1,0,0,0,78.54589703217225
17,26,5,1,1,1,1,81.48285452112476
14,22,7,0,1,0,0,73.86305625437093
42,29,6,1,0,1,0,93.89874687039844
24,26,9,0,1,1,0,86.7085306413434
10,20,7,0,1,1,0,71.63537201511465
20,19,6,1,0,1,1,83.3920048620113
28,21,7,0,1,0,1,89.07867617213532
38,25,7,1,0,1,0,89.3789950217461
27,24,9,1,0,0,0,83.44907946817021
29,31,3,1,1,1,0,83.81789610188257
5,21,10,1,0,0,1,74.39661958418338
7,26,5,0,0,0,0,67.83723644656955
31,23,4,0,1,1,1,89.75046780865026
35,22,3,1,0,0,0,82.58611674432717
21,21,3,0,1,1,1,80.63299725603817
18,21,5,1,1,1,1,79.49934239022397
37,22,7,0,1,0,0,92.12505920078048
24,23,5,0,0,0,1,83.13365247652216
14,25,4,0,1,0,1,77.77087920255286
23,27,6,0,1,1,0,82.15667842759046
31,17,5,0,1,1,0,81.5718007806029
50,20,8,1,0,0,0,97.6437250791886
34,24,5,1,1,1,0,86.70428154321765
27,28,6,1,1,1,1,90.49531819286813
36,25,4,0,1,0,1,91.94548679688778
23,21,2,0,1,1,1,81.24071134505404
29,19,10,1,1,1,0,87.60942222130772
7,19,6,0,0,0,1,73.46054607968878
35,18,4,1,1,1,0,85.101244493951
26,27,1,0,1,1,0,77.98023050004765
25,26,6,1,1,1,1,87.87300499196623
11,22,4,0,0,0,1,74.0796907213657
41,26,4,0,1,1,1,96.85996184949204
22,17,5,1,0,1,0,76.120850860017
27,13,2,1,1,0,0,74.05416240157587
14,29,10,0,1,0,1,84.18712934086453
