age,education_years,income_level,crime_rate,home_ownership,urban_residence,neighborhood_watch_participation,perceived_safety
9,23,8,8,0,1,1,79.29933617792791
30,23,7,20,1,1,1,92.36609399837356
36,22,6,7,0,1,0,75.35071190958442
33,25,2,11,1,1,1,78.58364670199207
34,23,6,19,1,1,0,87.02516316295495
13,25,7,20,1,1,0,89.85240388272555
42,27,0,16,1,1,0,81.33560556719908
18,25,0,22,0,0,0,84.51917975643308
25,18,10,16,1,0,0,84.62993739770702
36,26,4,21,1,0,1,90.33714714407064
14,24,6,23,0,1,0,92.1964407276526
9,17,2,17,1,1,0,79.62238075979592
15,17,4,9,1,1,1,74.90301198946767
2,23,8,19,1,0,1,91.83552383689492
15,25,7,18,1,0,1,88.53758417178393
30,25,7,27,0,1,1,100.84422955105202
20,23,7,22,0,1,1,93.9660982741645
31,22,5,14,1,1,1,84.10206730201199
27,23,9,13,1,1,0,83.59204397884628
37,21,1,22,1,0,1,85.97955477096116
28,18,0,9,0,1,1,71.24614617828438
32,25,4,23,1,1,1,92.15210132060034
12,20,8,15,1,1,0,84.20800016122985
12,29,2,15,0,0,1,84.7208468630853
13,27,8,19,0,1,0,90.16544766280826
29,22,8,20,1,0,1,92.44985189175438
26,23,5,15,0,0,1,83.91157963845755
25,17,6,8,1,1,0,72.38228499354575
19,25,5,17,0,1,0,85.47145310902883
30,22,3,14,1,1,1,79.78833635343507
15,25,4,11,0,1,0,77.86979347526083
8,20,3,20,1,0,0,85.10363616554805
19,19,2,14,0,0,1,76.81678862408893
25,23,7,11,1,0,0,78.69209583273336
16,22,4,13,1,0,0,77.97928303964358
11,16,5,10,1,1,1,78.11453772777104
50,26,2,10,0,1,0,76.7412711294067
13,20,3,16,1,1,1,81.76263281593283
19,26,5,6,0,0,1,78.35611471874154
34,21,3,24,1,1,1,91.58086615289704
22,13,3,11,1,1,1,72.60737423351577
31,22,9,17,0,0,1,87.66627978777488
27,28,4,21,0,1,0,89.98573631773564
24,24,5,22,0,1,1,91.06043029925672
23,26,5,12,1,1,1,84.2862034172353
29,22,8,15,1,0,0,84.59642979548434
25,19,7,13,1,0,0,80.27729243100902
42,20,2,13,0,1,0,75.08596705463798
34,21,2,16,1,1,1,80.24418369868899
19,19,5,14,1,1,0,78.0262477271473
20,15,4,22,1,1,0,82.40331425143464
26,29,0,19,1,1,1,85.56992545337789
33,14,6,13,1,1,1,80.47742697886733
48,24,3,14,1,0,0,79.75748640256073
39,20,8,10,0,1,0,78.051002644711
35,27,8,11,0,1,0,83.95119073868905
26,27,5,18,1,1,1,89.46074763448239
38,21,8,19,1,1,1,90.14506538882377
14,18,7,23,1,1,0,89.86371264694516
30,23,6,17,1,1,1,87.75192968549901
20,25,5,15,1,1,0,83.30942937994584
26,27,13,11,1,1,0,88.23914289318662
21,28,6,16,0,0,0,86.65481038287398
29,27,5,18,1,1,1,89.41648768394107
27,27,7,16,0,1,0,87.38602430973485
24,17,7,18,1,0,1,84.40740838998016
24,21,5,20,1,1,1,88.18112384807127
25,27,4,13,1,1,0,81.037435338541
11,28,9,18,1,0,0,89.64849838561567
3,21,2,20,0,1,1,85.76132976968997
38,29,8,19,0,1,1,95.4659816156129
33,19,6,11,1,1,0,76.40240052335656
17,26,5,13,1,0,0,81.36601432775858
28,21,0,23,1,1,0,82.74161446309617
31,26,7,27,1,0,1,99.58233670645669
24,22,4,17,1,0,1,83.04925830932413
31,20,8,14,1,0,1,84.08539915924422
27,20,6,21,0,1,1,88.96915684246346
21,22,5,19,1,0,1,88.26016132933809
34,27,3,19,1,1,0,88.45811741482657
41,26,3,18,1,1,1,87.14473554722278
25,26,10,11,0,0,0,82.8618792379331
25,24,3,5,1,1,0,69.71034515893051
34,23,4,15,1,1,1,84.30545724959627
21,29,7,20,1,1,1,94.50167032606625
16,16,3,25,0,1,1,87.81969344139586
24,15,7,20,1,1,0,84.7236199789788
15,20,5,15,1,1,1,84.51950787845261
12,26,8,18,1,1,0,89.18450265355506
21,19,4,1,1,1,1,68.04000315564303
29,20,4,7,0,0,1,72.54679860609745
32,26,8,15,1,1,1,89.38608276550298
15,22,9,21,1,1,1,92.9726773705453
23,31,4,15,1,1,0,86.06338618913261
35,28,9,15,0,1,0,87.32403551051642
27,28,4,9,0,0,0,77.63432783161161
-4,24,2,14,1,0,0,78.9991128504869
40,26,5,11,1,1,0,80.15196381965319
22,23,2,14,1,1,0,78.59650377137953
28,18,6,15,1,1,0,80.3328360714557
30,21,7,14,1,1,1,84.29677617061577
21,22,5,18,1,1,0,85.46310254843688
22,26,6,20,0,0,0,89.17200557565651
11,27,8,5,0,0,0,76.74225406389778
16,20,4,23,1,0,1,90.59159865540806
17,31,5,16,1,1,1,90.89221739142926
24,22,3,14,1,1,0,79.74386857953779
29,18,11,13,0,1,0,82.39866529401857
34,27,5,18,0,0,1,88.09339357419326
23,17,4,10,0,1,1,76.31897827102979
33,24,6,4,1,1,1,76.29121345669917
28,20,2,9,1,1,1,73.76989861641009
19,26,3,13,1,1,1,81.17137230875169
42,19,5,15,1,1,1,83.2066903737302
13,24,3,15,0,0,1,80.52747854923167
13,20,4,12,1,1,0,76.48874078861917
27,20,9,18,0,0,0,86.54649988454253
30,17,6,12,1,0,1,78.6655084337675
30,21,6,22,0,1,1,90.14739734083848
16,23,5,16,1,0,0,83.31541128854074
37,27,4,17,0,1,1,90.79018408551646
25,28,4,6,1,1,0,73.76366368908901
39,24,8,13,1,0,0,83.58605824928964
23,25,5,17,1,1,0,83.62498648568285
22,23,3,15,1,1,0,79.45702280441391
24,20,8,19,1,1,0,87.75654157116706
31,20,3,8,1,1,1,73.9565531259843
35,24,7,19,1,1,1,90.63129815734575
27,24,7,17,0,0,0,85.70476689659165
19,20,5,23,0,1,0,87.28770292329114
26,28,4,21,1,0,0,90.15686210243165
17,25,5,19,0,0,1,89.6484129032574
18,25,5,23,1,1,0,92.33067406338076
11,20,9,16,0,1,1,86.04671167707122
29,29,6,24,0,1,0,93.8237966413028
29,31,4,15,0,1,1,86.55505754850739
26,18,7,15,1,1,1,85.11561616917555
35,28,7,21,0,1,1,93.9689995499304
29,28,2,16,0,1,1,84.9099562544321
18,25,7,23,1,0,1,94.1777646555033
45,20,9,4,0,1,0,73.82219674210685
20,25,9,12,1,1,1,85.93630239236191
25,18,4,13,1,1,1,79.89319158584637
32,18,4,17,1,1,0,81.30568033150115
22,22,5,18,1,1,1,88.3540633600596
22,25,5,13,1,0,0,81.9395521836625
37,26,3,9,1,0,1,76.16237564254887
13,23,9,17,0,1,1,87.74901856818188
42,29,7,15,0,1,0,86.86700301682718
28,19,0,14,1,1,0,75.3073095381747
28,21,3,14,0,0,1,81.20090371426461
8,23,4,10,1,1,0,75.74479835731366
23,26,9,20,1,1,0,90.36785860563022
29,25,5,17,1,1,0,85.40906177839021
33,23,5,14,1,1,0,79.51183399604743
25,19,4,14,0,1,1,80.2589547412663
17,27,1,12,0,1,0,77.69527937476974
3,24,3,16,0,1,1,83.92096772940734
33,21,1,19,0,1,1,82.89083183417038
32,21,4,27,0,1,1,94.65991387612142
15,20,6,20,1,1,0,86.65939380123281
30,22,7,15,0,1,1,87.827504376337
28,29,5,17,1,1,1,90.4304922321478
28,26,2,24,1,0,0,89.61645890929381
10,18,9,12,1,1,0,81.0458453128553
32,23,8,15,1,1,0,85.31308132750185
14,26,6,17,1,1,1,89.18461399371826
36,25,10,13,1,0,0,86.14907682034227
7,20,7,12,0,0,1,81.15862376359745
8,28,8,18,1,0,1,91.72418496841598
39,14,9,18,1,1,0,83.51030480182864
29,26,12,17,0,1,0,93.08377123311392
38,22,5,18,1,1,1,86.37232195801688
27,23,6,17,0,0,0,84.61953036578218
24,19,9,21,1,1,0,88.93681509249258
21,20,5,12,1,1,0,78.02469186252392
35,26,9,10,0,1,1,83.89270409955834
24,27,7,3,1,1,1,78.12274275798654
29,21,7,9,1,1,1,80.2802896749434
22,24,4,23,1,1,1,93.44186004346334
23,19,8,17,1,1,0,85.11837916492996
37,30,9,12,1,1,0,86.30964908578437
20,21,6,15,0,1,1,84.64652590869221
31,26,9,16,1,1,1,91.0484070531652
31,24,9,12,1,0,1,85.0457079030708
18,22,6,12,0,0,0,78.40336833663457
23,28,6,24,0,0,1,95.79305274959506
4,23,4,17,0,1,0,82.24259529627147
32,18,0,21,1,1,1,81.82390623638729
12,19,5,16,1,1,1,82.53133595449646
18,24,3,14,0,0,1,82.71794458977847
16,24,7,19,1,0,1,88.47775862515503
22,24,6,17,1,1,0,84.35003499650607
41,21,2,20,1,1,1,88.03144248305574
26,15,5,21,0,1,0,84.97227451523746
1,22,5,16,0,1,1,83.02384255897215
21,24,7,10,1,0,1,82.41930965731672
2,24,6,12,1,1,0,80.11028539297664
34,24,2,19,1,0,1,86.65570831885861
25,27,2,16,1,0,1,85.7354447485782
25,24,6,21,1,1,0,88.5790806315178
36,21,5,16,0,1,1,85.06872331358959
34,27,3,14,1,1,0,81.95927670612801
25,22,3,13,1,1,1,80.42475744850228
12,21,4,23,0,1,0,88.50338772761069
18,23,2,20,1,1,0,84.36535198608912
32,22,6,17,1,1,1,87.43790341352893
32,25,3,18,1,0,1,87.83084442849876
14,22,2,7,0,1,0,70.38306598091522
29,26,9,25,0,0,1,99.74889952306536
29,23,3,11,0,1,0,77.00748935203148
22,23,4,21,1,0,0,87.82259422028693
16,24,6,26,0,1,0,93.49761743778772
16,26,4,19,1,1,1,88.71589958082268
22,17,7,21,0,1,1,87.57532916711408
26,19,10,24,1,0,1,93.72112977404493
45,27,3,1,1,0,0,69.04083022347955
8,18,4,19,1,1,1,84.66394945879377
17,24,6,17,0,0,1,87.43231561981533
35,27,4,12,1,1,0,79.07402083480581
34,23,5,13,0,1,0,79.9406377219649
23,30,7,17,1,0,0,88.02565458153941
30,19,6,7,0,1,0,72.52419546909279
20,27,0,17,0,1,1,81.89366830065437
22,19,4,16,1,0,0,81.27454151569528
30,26,3,16,1,1,0,83.06029500556369
27,25,2,21,1,1,0,85.94250317701835
37,26,6,12,1,1,1,83.93617579252084
36,25,4,16,1,0,0,81.99281540633991
8,21,8,11,1,1,1,82.37919115778733
15,33,5,13,1,0,1,87.02700220147663
29,27,4,17,0,1,1,87.33917567738052
18,24,5,28,1,1,0,96.96283163900128
17,26,4,10,1,0,0,78.07232157690679
34,28,10,15,0,1,1,90.65804701349242
23,24,8,16,0,1,0,86.63895180480966
8,20,7,13,1,1,1,82.60522222720896
20,27,7,16,1,0,1,88.2859750914285
16,24,6,23,0,1,1,92.52523503568466
26,21,7,19,1,1,1,90.55293966533596
18,21,4,25,1,1,1,91.75541455121912
28,26,6,18,0,1,0,88.45520269659276
33,28,4,18,1,1,0,87.48785990050848
34,24,6,17,1,1,1,89.17629032707684
18,25,5,8,1,1,0,74.60366854761408
42,21,7,20,0,1,0,88.89724548769144
43,21,4,9,0,1,0,75.25565852975674
34,24,7,23,0,1,0,92.04460939748336
21,25,9,22,0,1,0,94.15593732232004
41,21,3,17,1,1,1,85.95454173547242
3,21,7,24,1,1,0,92.7533166707664
22,20,5,13,1,1,0,78.15573451588163
23,25,1,20,0,1,0,83.53438207141701
6,12,7,12,0,0,0,74.91407160087405
24,19,2,21,1,0,1,83.56332884719357
17,27,4,29,1,1,1,99.4654104940792
13,15,6,13,1,0,1,79.24406424692808
18,25,6,11,1,1,1,82.83993402167734
6,27,9,11,1,1,0,82.7429876759647
36,23,8,19,1,1,0,89.14949117680467
17,23,8,17,1,1,1,89.50132615707544
22,20,5,20,1,1,1,89.65641613554534
36,25,4,10,1,1,0,77.36233902210226
44,26,6,15,1,1,1,87.99866940839806
20,25,8,15,0,1,0,84.69391972639643
22,27,6,21,0,0,0,90.6147408597986
26,18,5,16,0,1,1,81.8591535403324
20,22,5,9,0,0,0,76.47273353654381
31,27,6,12,0,0,0,81.39366084879313
7,26,7,18,0,0,1,89.45245727487709
35,24,6,13,1,1,0,82.78395091471427
22,32,2,7,1,1,0,73.20541484266462
22,27,7,10,1,1,0,80.83367249023337
19,29,10,14,1,0,0,86.70005771480197
39,17,5,20,1,1,0,83.68476798650264
34,19,8,7,1,1,0,75.18430352109446
10,27,6,18,1,1,1,89.24597311972316
18,30,5,17,0,1,0,87.95340762276089
27,26,8,14,1,1,1,88.13963545960748
42,23,5,19,1,1,1,90.88747738416316
30,27,6,14,1,1,1,86.74701189078542
45,29,2,17,0,1,1,86.86072630079293
23,30,2,11,1,1,0,80.364318436485
14,29,5,14,1,1,1,86.11802524408888
14,22,6,19,0,0,0,85.02204018335601
13,25,4,10,0,1,0,76.87916990738493
29,17,6,20,1,1,0,85.0590921712732
33,26,8,15,1,1,1,87.77986646571206
21,20,6,19,0,1,1,86.77889230896548
41,24,6,12,0,1,0,81.28965693829802
25,29,10,14,1,0,1,91.3171307502474
3,18,6,22,1,1,1,88.50133707127279
22,24,5,15,1,1,1,85.42197032720455
27,28,2,13,0,1,0,79.42576205462211
15,24,7,13,0,1,1,85.17528654625265
17,20,5,17,0,1,0,82.94651249627633
11,24,10,24,0,1,0,95.87291972199915
14,21,5,6,1,1,0,73.91802196899206
25,20,4,22,1,1,0,89.37239816106784
26,25,4,15,1,1,1,85.35304669099352
16,26,7,20,1,0,1,92.69191821669104
6,29,7,25,0,1,1,97.93873044870531
26,18,5,17,0,0,1,83.55841890759014
22,22,5,9,1,1,1,79.84119423861772
28,24,0,13,1,1,1,78.498152151881
35,24,7,12,0,1,1,83.97911782789656
32,27,4,17,1,0,0,83.64008255980447
31,25,7,18,0,0,1,88.1524943091857
20,24,5,10,0,1,1,78.11398509564712
6,18,6,12,1,1,1,81.26482283702923
29,19,2,15,1,1,1,80.87789087540422
22,23,7,10,1,1,1,83.06410466611605
8,19,5,15,1,1,1,83.68545584213734
22,27,5,8,1,1,1,79.28947473572647
21,28,5,19,1,0,1,89.77415858711339
15,23,6,7,1,1,1,76.57579022820107
22,17,5,10,1,1,1,77.7752297219438
21,22,5,16,0,0,1,85.15915768464676
25,20,2,13,0,1,0,75.78840623873253
21,28,6,10,0,1,1,81.8791304462839
20,25,6,19,1,1,1,90.24068351346676
24,27,1,17,1,1,1,84.01951810760549
27,27,4,15,0,0,1,84.08162513650886
23,23,6,20,0,1,1,91.16823148539046
19,24,6,13,1,1,1,83.4789801680486
29,23,6,21,0,1,1,92.04064817463777
14,26,5,15,1,0,1,86.2572792934018
32,30,7,12,1,1,1,88.82324897192099
10,26,7,18,1,1,1,91.38991553495164
27,22,5,19,0,1,1,87.05926638014533
34,21,11,14,1,0,1,88.98371700869397
14,22,5,18,1,0,1,87.2773975470668
15,15,5,18,1,1,1,84.34155726775475
28,19,5,14,1,0,0,79.8021317698264
32,27,5,13,1,0,1,84.26440309594965
37,23,6,13,1,1,0,81.43326102410359
29,24,5,18,1,1,0,86.90154397450905
16,22,7,9,1,1,0,77.38471765420086
5,18,4,15,0,1,1,82.06694004173778
18,19,6,12,1,0,1,79.98877817637427
11,22,5,14,0,1,0,79.17391098498403
34,27,6,17,0,0,0,85.38952135274774
30,23,3,11,1,1,1,80.53148682412467
11,28,3,20,0,1,0,86.71274013565969
12,26,2,14,0,1,1,82.78070817179406
20,24,4,13,1,1,0,80.27184093001124
37,26,6,15,1,0,0,84.63278572241138
30,27,7,14,0,1,1,87.63422249056084
30,26,2,16,1,0,0,81.44931412323295
28,22,2,16,0,1,0,80.28746006091733
31,25,7,21,1,0,0,88.61340184159604
30,21,8,19,1,0,1,91.03731779324973
18,18,5,23,0,1,1,91.54161511548314
31,25,4,9,0,1,1,79.64151977684314
42,27,7,20,1,0,1,93.14636387047145
25,28,8,23,1,1,1,97.45025885416896
22,25,3,11,1,1,1,79.40825194801798
14,16,4,10,0,1,1,75.65778328068346
16,27,4,17,0,1,0,83.39743506564714
27,22,5,11,1,1,0,77.17943512911684
6,26,7,15,0,0,0,85.41823703123369
23,19,3,12,1,1,0,76.38269908666295
24,25,3,13,1,1,1,81.10038820306225
48,26,6,18,1,1,1,89.80340607670212
22,23,6,17,0,1,0,82.85632468774476
37,23,10,16,1,0,1,92.18897249039736
20,21,6,12,1,1,1,82.07262619681914
37,23,6,21,1,0,1,90.1389490810258
