age,education_years,previous_month_income,job_experience_years,gender,minority_status,rural_residence,loan_received,current_month_income
33,13,5,7,0,0,1,0,17.975180624775216
24,0,13,10,1,0,0,0,28.082324858087684
31,30,6,17,0,1,1,0,6.7304430096200685
38,27,8,11,0,1,1,1,5.115791936093086
28,13,10,10,1,0,1,0,17.183236179438182
22,14,13,15,1,1,1,1,17.88018211920929
30,21,13,17,1,0,0,1,13.53409129444194
33,16,9,13,1,0,1,0,13.539168063370754
31,17,13,11,0,1,1,0,10.418964898788923
38,12,11,24,0,1,1,0,17.18725220516043
42,20,11,17,0,1,1,1,5.962849542139809
26,27,8,4,1,1,1,1,6.371197535831512
39,26,12,16,0,0,1,1,2.508609539571127
47,22,11,8,1,0,1,1,-0.967133731511896
29,20,7,16,1,1,0,0,15.406266841356592
16,26,9,20,1,1,1,1,18.76662627136175
22,21,10,9,1,0,1,0,14.218473642417178
27,14,8,13,1,0,1,1,21.01392504372167
40,26,2,10,1,0,0,0,6.314288894594534
33,21,6,12,1,1,1,1,13.112952105683044
33,24,9,9,1,0,0,0,5.178703412406663
35,28,14,7,1,1,0,1,-1.6099035810184354
22,16,12,17,1,1,0,1,19.88212647202189
42,24,10,7,0,1,1,1,2.043427050017629
16,14,7,13,1,1,0,1,26.304693465093724
26,6,7,12,0,1,1,0,27.1800123160817
32,16,13,13,1,1,0,1,13.294276014798744
33,22,16,17,1,1,0,0,3.505380681340625
28,16,13,16,1,0,1,0,16.23649321163137
32,26,7,19,1,0,1,0,9.776617483176862
23,4,14,14,1,0,0,1,26.86429887796279
31,12,8,18,1,1,1,1,22.32349175980244
13,20,10,9,1,1,1,0,18.892032956481632
12,14,9,16,1,0,0,0,27.12077650166417
43,24,11,11,0,1,1,1,0.9809961593558194
33,24,13,20,1,1,1,1,7.539552485918882
29,13,8,11,1,1,0,1,20.871940785701813
16,26,12,14,1,1,1,1,13.522686834614811
44,29,8,7,0,0,1,0,-2.719601901393968
32,26,16,6,0,0,1,0,-0.844393680871083
10,23,9,20,1,0,1,1,22.403236073353884
32,18,7,11,0,1,0,1,14.404610213534545
28,16,8,13,1,1,0,1,18.46378310453892
18,22,5,21,1,0,0,1,24.135897991286168
42,27,8,14,0,1,1,0,0.8412650968406817
34,19,3,17,1,0,1,0,17.876780042419348
30,34,9,4,1,1,1,1,1.08682305135479
36,6,8,16,0,1,1,1,24.806071007738144
29,15,12,10,1,0,1,0,12.675429284662997
45,14,10,7,1,1,1,0,6.0621286862331365
28,18,8,10,1,1,0,0,13.590173243414744
42,17,6,15,1,0,1,0,12.644898905936625
25,21,8,13,1,0,1,0,15.530291649646935
39,14,6,20,1,1,1,1,18.266902672523894
34,23,8,15,1,1,0,1,8.97792961428713
23,15,11,12,0,0,0,0,17.02315105486368
35,15,10,7,0,1,1,1,11.367917927761145
24,14,7,17,1,1,1,1,24.085850099416028
34,12,8,11,0,1,1,0,17.10733781406706
31,25,10,17,0,1,1,1,10.701177687910103
35,14,16,14,0,1,0,0,8.736866617355311
28,18,10,16,1,1,1,0,14.648108365197428
21,23,9,13,1,1,1,0,14.286679418836572
21,14,10,10,0,1,1,0,21.27879385210017
17,13,6,19,1,1,1,1,30.81411699887875
18,26,12,21,0,0,1,1,15.994095398602465
35,29,12,12,1,1,1,1,1.031445437017403
26,17,11,9,1,0,1,0,13.277920173568903
24,23,9,20,0,1,1,0,14.46044483335319
33,15,15,10,1,1,1,0,7.545880994461192
32,13,9,6,1,0,1,0,15.505189262012168
28,28,12,18,1,1,1,1,6.400974943675073
19,25,6,12,0,0,1,0,17.48997977657842
34,30,5,16,1,1,1,1,7.554009472193948
20,32,9,15,1,1,1,1,8.712008894226384
24,21,14,7,1,0,1,0,8.560739032025502
29,30,7,13,1,1,1,0,7.996863605596996
37,12,6,12,1,0,0,0,17.268450057820292
17,18,8,17,1,1,1,0,21.627612944984364
40,17,8,12,1,1,1,1,12.155556175478177
42,18,9,21,0,1,1,1,13.804437586200308
18,15,7,5,0,1,0,1,22.67969872162835
30,21,13,18,1,0,1,0,8.944897250613856
18,10,11,12,0,1,1,0,25.46364453745529
19,20,11,24,1,1,1,0,20.679701523056973
32,23,11,16,1,1,0,1,9.295380679543143
26,20,8,19,1,0,0,1,17.2293425359306
27,12,12,6,1,0,1,0,15.500705916508029
35,14,13,15,0,1,0,0,12.95067858922464
34,17,8,11,0,0,1,0,13.982654956853567
36,20,12,16,1,1,1,0,7.769877370756436
36,32,11,19,0,1,0,0,-2.4484626229787567
26,16,9,8,0,1,1,0,16.473847620801227
35,24,12,12,0,1,1,0,5.477011799959343
43,19,12,13,1,0,1,1,5.587365653627621
24,26,7,18,0,0,1,0,16.689172374199277
34,17,8,22,1,1,1,1,14.720338418160534
29,21,13,23,1,0,1,1,12.89412900315707
30,19,11,17,1,0,1,1,14.48994388412242
35,32,12,8,0,1,1,0,-2.7747833822659063
31,15,10,13,0,1,0,0,14.941660046890952
27,11,7,9,1,0,1,0,21.434719303161035
42,27,8,11,0,1,0,1,1.0096925544623114
39,18,7,13,1,1,1,1,12.19286857813048
35,23,10,6,1,1,1,0,5.393106921050421
27,32,15,11,0,1,1,1,-1.24753729110702
28,30,8,14,1,1,0,1,5.582433488277866
15,16,4,6,1,1,1,0,23.960981296663853
24,26,12,17,1,1,1,1,11.078922501666048
33,8,16,10,0,1,1,0,14.27752033314824
17,19,6,4,1,0,0,1,19.401604350746645
36,19,10,16,1,0,1,0,10.60978152198858
34,15,6,15,1,0,0,0,18.286513492305573
35,25,8,10,0,0,1,0,3.739208331189974
49,20,7,20,0,1,1,1,9.909902033840025
19,14,6,9,1,0,1,0,23.184452579066125
42,20,11,12,1,0,0,0,4.1359348925037045
25,25,9,17,1,1,1,1,14.042246391705644
28,18,9,8,0,0,1,0,13.582859904215162
28,17,8,8,0,1,1,0,14.253642140461418
19,25,6,13,1,1,1,1,17.618446859133954
35,15,10,15,1,1,1,0,12.250960074603228
30,24,11,12,1,0,1,0,5.764385396154381
31,15,11,17,1,1,1,1,16.49668034078379
40,18,19,20,0,1,0,1,5.283015966316803
28,19,10,13,0,1,1,1,15.026707905131891
32,26,8,19,0,0,1,0,10.748850864801875
31,23,11,8,1,1,1,0,4.143840538056237
15,9,11,13,1,1,1,1,28.554432836680157
31,13,10,22,1,1,1,1,20.356698891739484
26,11,6,12,0,1,1,1,26.86903592778442
25,11,6,24,1,1,1,1,30.418015014914516
31,8,3,13,1,0,1,1,28.370317081072915
38,18,9,25,0,1,1,1,16.295174821080707
32,28,15,18,0,1,1,1,2.258395622536269
28,27,10,11,1,1,1,1,7.274435748528408
15,15,15,10,1,1,1,0,19.727828181647897
26,16,4,18,1,1,1,1,25.025774805913517
27,23,11,9,1,1,1,1,11.193159454212145
38,31,6,13,1,1,1,1,1.8917613463308676
32,23,9,14,1,0,0,0,9.099458590024396
30,17,12,9,1,1,1,1,10.428994231964635
9,21,8,18,1,1,1,1,25.56465033982085
22,23,11,16,1,1,1,0,14.723296455168116
20,19,2,28,1,1,0,1,30.469885648477547
37,24,13,9,1,1,0,0,0.520666652213696
35,19,7,12,0,0,1,0,13.560177717545471
27,29,5,18,1,1,1,1,13.83293537155702
41,17,9,6,1,1,0,0,3.97158690275882
24,23,10,29,1,0,0,1,20.19817096037059
44,19,9,12,1,0,1,1,7.307433966036259
44,20,13,5,1,1,1,0,-2.8286032641980228
29,15,5,12,0,0,1,0,20.367477964039796
14,11,8,17,1,1,1,1,32.01810579759785
30,19,11,6,1,0,0,0,8.343316575332127
31,17,12,12,1,0,1,1,13.0486615723667
31,29,12,11,1,1,1,1,4.629922625171282
24,27,12,17,0,1,1,1,11.18342878436124
29,12,10,16,0,1,1,1,22.87692141446894
35,25,11,16,1,0,1,0,4.677726532683253
35,23,9,7,0,0,0,1,6.648908750912613
27,21,14,11,1,1,1,1,8.11192807428342
34,18,14,18,1,1,0,1,12.512578673728417
23,13,14,8,0,1,0,1,17.923012003001904
36,21,10,8,1,0,1,0,4.474564594336941
24,25,9,15,1,1,1,1,12.714105124105322
23,14,9,14,0,1,1,0,21.641962824293703
29,21,13,12,0,0,0,1,10.48218046507002
38,29,6,10,0,1,1,0,0.8456270774512245
30,22,3,11,1,1,1,0,13.259472182852663
35,17,12,13,1,0,1,0,9.675454861088246
31,13,11,8,1,1,1,0,15.20584345421723
31,12,11,14,0,1,0,1,17.643503700232266
27,22,12,16,1,0,0,0,9.20962572485803
35,12,5,11,1,1,1,0,18.41485788255909
25,15,9,16,0,0,1,1,21.509284035384123
27,27,12,18,0,1,1,1,8.98943669603841
31,22,8,12,1,0,1,1,11.02801654547115
15,12,10,13,1,1,1,0,25.482445254281675
27,20,8,12,1,1,1,1,16.565908015540092
28,15,10,17,1,0,0,1,20.89558240751392
20,16,8,16,1,1,0,1,24.90129249793587
18,16,12,14,1,0,1,0,21.363930918207814
37,24,5,6,0,0,1,0,7.383772380713413
23,24,7,16,1,1,1,1,15.528068870757371
38,25,6,15,1,0,0,1,8.512039552066296
36,19,6,8,0,1,1,0,8.989635226924257
38,16,1,14,1,1,1,1,17.835302939071042
23,21,7,14,1,0,0,1,16.782831856822437
18,17,10,17,1,0,1,1,23.31886529986909
30,14,6,18,1,1,1,1,21.48882628214181
20,15,13,8,1,1,1,0,17.691699151369207
19,19,10,12,1,1,1,0,18.911253093966163
29,23,6,10,1,0,1,0,12.016498587795931
26,18,10,7,1,1,0,0,11.417968955844522
31,17,6,17,0,1,1,0,19.84161795844437
24,22,4,15,0,0,1,0,18.563101103249487
28,25,12,19,0,0,0,0,11.409460458323172
29,26,14,13,1,1,0,0,1.819776520657512
25,13,13,12,1,1,1,1,19.41185598374033
21,30,7,23,1,1,1,1,13.686322316684208
29,26,6,8,1,0,1,0,8.464721812658839
47,10,10,7,0,1,1,0,7.091615477518138
34,26,15,14,0,1,1,1,2.675113607953499
31,26,16,21,0,1,1,1,6.429408898498296
37,18,10,15,1,0,1,0,8.581381208978192
24,17,6,13,0,1,1,0,20.579238655021516
29,22,9,14,1,0,1,0,11.442962638234706
20,22,8,14,1,1,0,1,18.348781041338768
24,34,9,24,1,1,1,1,8.773378600154471
32,6,5,14,0,0,1,1,27.43342305593699
33,14,7,19,1,0,1,1,21.662637004118164
21,22,11,8,1,0,0,0,12.2303976679108
38,22,9,9,0,1,1,0,5.016422104982123
23,33,5,21,0,1,1,0,12.018601821601262
26,28,6,20,0,1,0,1,13.780783187969504
29,20,13,0,1,1,1,0,3.14619527378778
38,21,9,7,1,1,1,1,6.3555831862683885
40,21,5,11,1,1,1,1,8.8455866242944
41,17,4,16,0,0,1,1,15.88481505271897
30,20,8,11,1,0,1,0,11.545345631748296
26,19,11,13,1,1,0,0,13.786528569535616
29,12,9,2,0,0,1,0,15.797187679156746
27,20,9,7,1,1,0,1,13.551884849072405
13,9,10,9,1,0,1,0,26.565510640767943
20,32,9,16,1,1,1,0,5.978907591322793
16,17,7,12,1,1,1,0,23.10429785786922
37,23,15,15,1,0,0,1,2.719762756719189
33,26,13,18,1,1,1,1,5.62063155947109
22,9,8,10,0,0,0,0,26.946435439212863
22,23,15,14,1,1,1,1,11.093697582739145
44,24,14,13,0,0,0,0,-0.8206247903033927
28,20,13,19,1,1,0,1,13.727212476726086
40,23,8,18,0,1,1,0,7.331191877527651
9,25,6,4,0,1,1,0,19.17606810622345
27,17,10,19,1,0,1,0,18.903861384964262
24,25,9,14,1,1,1,1,11.20237445160046
37,23,12,10,0,1,1,0,3.077071783276824
23,17,13,2,1,1,1,0,10.606831828413531
22,16,10,15,1,1,1,1,20.712818025416613
26,22,7,18,1,1,0,1,17.39925424872404
31,23,13,19,1,1,0,1,7.713286373982994
45,19,4,15,1,1,0,0,9.952726320578074
12,24,12,18,0,0,1,0,17.8080883101053
25,27,15,14,0,0,1,0,3.363901848187552
28,16,9,18,1,0,0,1,21.493725643796733
25,19,9,13,0,0,0,1,16.30101071904073
26,7,9,16,0,1,1,0,24.211415367356054
31,26,6,5,0,1,1,0,5.697479243178873
50,9,10,25,0,1,0,1,14.44790602631891
26,21,9,9,1,0,1,1,12.430270065952476
26,30,11,11,0,0,1,0,3.461523494282757
39,19,14,23,1,1,1,1,8.701250392675808
32,31,8,13,1,1,0,0,1.2277333379781383
37,19,6,11,0,1,1,0,10.446098174905886
30,15,14,13,1,0,0,1,13.4508410930754
26,20,10,14,0,0,1,0,15.176895202861232
45,11,3,14,0,1,1,1,18.792539259623563
33,19,5,19,1,0,0,0,16.442503319326192
15,29,15,19,0,0,1,1,10.123119878204992
24,14,9,19,0,1,1,0,23.33632179459565
25,26,15,19,1,1,1,1,8.312254695770816
17,28,11,9,1,0,1,1,10.018122965349702
39,14,13,14,1,1,1,1,11.083970137327515
40,14,10,13,0,1,1,1,14.035656760470063
19,12,14,16,0,1,1,1,26.14464004246956
30,20,8,24,1,1,1,1,18.403448925662413
34,30,14,14,0,1,1,1,0.9942068354026472
19,16,9,14,1,0,1,0,22.71285897540552
37,3,9,14,1,0,1,0,24.51588676015218
26,27,7,18,1,1,1,1,14.009339380938124
32,14,9,18,1,1,0,1,19.80505575782174
29,23,5,15,1,0,1,1,15.06461671298868
37,11,10,10,0,1,1,0,14.275043802590655
31,19,13,14,1,0,0,1,10.303758063863985
36,18,9,5,1,1,0,0,7.762936019942416
36,21,9,8,1,1,1,1,5.439149859676956
13,23,6,11,0,1,1,0,20.248095837932265
26,20,15,18,0,0,0,0,12.47169793259253
36,22,11,15,0,1,1,0,6.690152497468028
27,14,11,21,1,1,1,1,20.28438540104715
20,24,8,5,1,1,1,0,11.641759535021878
43,14,10,18,0,0,0,0,13.826319803815808
31,38,12,15,0,1,0,1,-3.7290870479157383
17,21,9,17,0,1,1,1,21.14720089483253
22,16,9,10,1,1,1,0,18.06584289933427
28,24,8,12,0,1,1,0,12.151998859759845
32,20,7,23,1,1,1,1,17.488828709543004
31,29,10,7,0,1,1,0,1.6874260210721377
24,22,8,15,1,1,1,1,16.65329934105373
15,16,8,22,1,0,1,0,27.045495215481377
52,18,8,4,1,0,0,0,-0.9678466936719796
27,18,5,12,1,0,1,0,17.857025757724063
25,26,2,14,0,1,1,0,17.166805141580447
46,8,3,12,0,0,1,0,16.88706151491861
21,27,9,20,1,1,1,1,13.109402731984732
28,18,8,21,1,1,1,1,19.985246404196303
36,25,11,12,0,1,0,0,4.629711665544531
30,20,7,13,1,1,1,1,14.183406195512896
23,27,8,8,0,1,1,1,10.492984004143924
40,25,15,26,1,1,1,1,3.8463877311766166
31,19,10,19,1,1,1,1,15.925193385824542
32,20,7,11,0,1,0,1,13.08808360516829
42,24,13,11,0,1,1,1,1.4935035944320536
38,32,16,7,1,1,1,0,-12.6988556800984
27,17,11,2,1,0,1,0,11.372772360917468
27,3,9,16,0,1,1,0,29.88179029763539
31,17,12,21,1,0,1,1,15.531737929760034
32,19,7,18,0,1,0,0,15.337673705205814
31,24,7,8,1,1,1,1,9.111306573066942
35,20,14,14,1,0,1,0,4.815644874287475
27,25,8,11,1,1,1,1,11.168497505697324
25,14,8,14,1,1,1,0,21.35876692865837
34,28,11,19,1,0,1,1,6.180734325026946
37,18,10,19,1,1,0,0,10.412156427831937
27,24,12,2,0,1,1,0,4.564945051229367
26,28,7,15,1,1,1,0,10.208562210904503
27,23,10,6,0,0,1,0,9.306403369081782
27,26,10,14,0,1,0,1,9.87936368031767
38,24,10,16,1,1,1,1,6.078199809301997
24,20,9,25,1,1,1,1,21.294806907180483
28,14,11,12,1,1,1,1,17.953867480120586
28,20,7,11,1,1,1,1,15.678954741571742
35,11,11,8,0,1,1,0,13.200825357395573
28,19,16,12,1,1,1,1,10.329228254606742
33,21,9,25,0,1,1,1,15.406685686577594
31,16,7,14,1,1,1,1,17.844209439532218
28,25,5,14,1,1,1,1,17.22092520540295
45,19,11,4,1,0,1,0,-1.1584381870730391
30,15,13,18,1,1,1,0,14.303215473407082
16,20,13,11,1,0,1,0,17.46296130391265
38,11,9,5,1,1,1,0,12.38648705529168
28,23,16,17,0,1,1,1,6.06375773783715
35,15,7,28,0,1,1,1,22.81036411847352
40,28,13,9,0,1,0,0,-6.172030898202541
36,14,7,5,1,0,1,0,11.635770680911866
31,9,8,11,0,1,0,0,22.283380367689052
32,16,13,15,1,0,1,0,12.667169776923576
39,19,10,18,1,0,1,1,9.457697259327327
21,10,7,10,1,0,1,0,25.673222372012564
29,22,9,11,1,1,0,0,10.668497520757882
28,11,8,0,1,1,1,0,21.06709074141031
18,17,9,13,0,0,0,0,23.936693187698832
32,19,7,22,1,0,0,1,19.21822961258005
22,23,12,24,1,1,1,1,16.229385460712912
18,10,14,11,1,0,0,0,22.21353353136702
31,18,5,15,1,1,1,0,17.669689634831954
25,19,12,19,0,0,0,1,17.934937413771614
16,26,12,18,1,0,1,0,13.655784660360906
38,22,17,10,1,0,1,1,1.4210167008875143
28,29,13,8,1,0,1,0,1.108985006481669
47,20,12,17,0,1,1,1,6.0529718945817965
31,25,8,19,1,0,1,0,10.235904464250734
39,20,9,14,1,0,0,1,10.290112010948503
29,22,5,17,0,0,1,0,18.439945420128225
26,20,8,27,1,1,1,1,22.05203363316949
25,14,11,3,1,1,0,0,14.830460355308269
31,22,10,17,0,1,1,0,12.12049389154446
27,29,9,15,1,0,0,1,9.520142147498106
38,17,11,14,1,1,1,1,9.264027696975582
28,22,11,16,1,1,1,0,10.019318488838316
32,26,3,16,0,1,0,0,10.4495154802091
27,12,12,15,1,1,1,1,22.249343936518496
36,2,10,21,1,1,1,1,28.197314291257616
36,25,7,14,1,1,1,1,6.424094977950446
19,19,8,5,1,1,1,1,17.936435032675732
17,19,9,14,1,1,1,0,19.645486920783146
27,21,10,16,0,1,1,1,14.98463348127498
27,23,5,7,0,1,1,0,13.045858547828203
40,25,12,13,0,1,0,0,-0.4913380307442299
37,18,10,9,1,1,1,0,7.627390278563386
29,19,5,14,1,0,0,1,20.01419023861317
31,5,6,14,1,1,0,0,24.008819601440543
26,23,4,12,1,1,0,0,14.53076572865714
37,26,9,14,1,0,0,0,2.942665378697462
33,28,4,7,1,0,1,0,4.237912623282985
15,18,4,19,1,1,1,1,30.02099735815176
34,28,7,13,1,1,1,0,4.362331185008508
23,21,8,13,1,1,0,0,17.07071701871853
30,23,10,11,1,1,0,0,6.987011193204033
28,19,6,17,0,0,1,0,19.279284976473924
31,8,6,7,0,0,0,1,24.597848123155256
24,19,9,7,1,0,1,0,12.840875250279158
15,21,16,17,1,0,1,1,17.34330156975083
18,29,10,15,1,1,1,1,14.452444792418952
34,19,11,18,0,1,1,1,13.056329547239958
19,19,12,13,0,1,1,0,17.526494919834423
23,23,8,10,1,1,1,1,13.556840675188829
17,21,11,7,0,1,1,0,12.66163035868802
27,11,8,13,1,1,1,0,22.859285243828747
25,18,14,20,1,1,1,1,18.43222270528757
31,9,10,16,0,1,1,1,20.82428192645199
41,16,10,6,0,1,1,0,7.743937812805407
34,22,14,15,0,0,0,0,5.105972823523939
39,1,12,11,1,1,1,0,18.924140859901435
31,26,9,4,1,0,1,1,5.273990451260912
34,20,10,16,1,1,1,1,12.071726262823669
22,26,9,17,1,0,1,1,15.120403942369984
35,20,13,12,0,1,1,1,8.55830769058077
44,6,6,23,0,1,1,1,23.13837674896513
26,25,11,12,1,1,1,0,6.125165775452271
34,9,10,16,1,1,1,0,19.677120060330594
31,27,14,18,1,1,1,1,5.135925731598938
25,13,10,20,0,0,0,0,23.199159680968336
33,13,7,14,1,1,1,1,17.900592830028707
27,14,13,22,1,1,0,1,18.505983592043464
31,21,11,18,0,1,1,1,12.111533428641712
19,23,10,17,1,0,0,1,20.069810387411337
19,17,15,16,1,1,1,0,16.399235994984966
29,14,12,8,1,0,0,1,14.763401738294531
5,25,10,12,0,1,0,0,20.8793960792124
33,16,13,18,1,1,1,1,13.350140179419755
31,15,16,14,1,0,1,0,10.779377666077997
27,26,12,14,1,1,0,0,5.696816680166571
23,24,9,16,1,1,1,1,13.889127307077672
38,16,8,14,0,1,1,1,13.340884816020903
33,34,7,6,1,1,1,0,-2.6268314956375804
29,19,6,23,1,1,1,1,20.352688587742986
42,23,8,11,0,1,1,0,2.6780311310174554
25,27,10,22,0,1,1,1,13.954048898284649
29,15,9,20,1,1,0,1,19.145899735892787
33,20,11,21,0,1,1,1,12.179933265275766
35,8,9,15,1,1,1,1,21.78997273535752
