age,income_level,gender,minority_status,credit_score,tax_cut_eligibility,consumption_rate
9,5,1,1,14.037822815960007,1,19.206394803999032
8,5,1,1,13.120650850403766,1,18.473389891398927
12,5,1,1,13.839168548464809,1,19.15876315900451
5,6,0,1,13.696699906922372,1,19.471350162749136
3,5,0,0,12.228406336569924,0,8.857511606500163
6,4,1,1,9.949466796513171,0,5.166365979349605
5,8,1,1,12.462588077214546,0,9.995697767599342
6,5,1,1,13.730263947699257,1,19.18273329597577
10,4,0,0,13.061324321849945,1,19.801021719712413
9,5,0,1,12.789313228035406,0,10.219414306561426
8,4,1,0,13.64008295843848,1,18.27991148746053
9,6,0,0,11.739930957810202,0,7.852618255149798
6,9,1,1,12.15241781814108,0,9.088605068967349
5,7,0,0,12.0028582957095,0,9.134315643506117
7,9,1,1,10.51755689336817,0,6.628949955748288
10,4,0,1,11.285794293495568,0,7.888480923499028
11,6,1,0,14.84624752788364,1,21.134264622899348
11,2,1,1,10.703455843939077,0,7.155947789059319
10,6,0,1,15.122314825993683,1,21.31657844451671
4,5,1,1,12.499562620458777,0,8.724147652217505
5,8,1,0,12.774609670637505,0,10.168019278975066
6,7,0,1,12.280450508453889,0,8.417733223590625
6,7,1,1,14.931440292758376,1,19.33369917593131
11,6,1,1,12.828639425904676,0,9.713823434489363
8,6,1,0,15.164604468768315,1,20.36853384700507
4,6,1,0,16.49269173575299,1,20.50379443746516
9,4,1,0,13.766547368926275,1,19.02232020721339
7,5,1,1,14.525689413040944,1,20.55390107589042
10,6,1,1,14.216526020004116,1,18.980613967245432
6,6,0,1,13.961244378323707,1,18.53762128489237
5,6,0,1,13.248533759119184,1,18.474120638437117
12,4,1,1,12.584511537198557,0,8.971953437422624
13,2,0,1,10.37347648240742,0,6.3593321083314605
5,6,0,0,9.474202747186482,0,5.1525482851832365
6,4,0,1,12.028310746994242,0,8.233177741963221
6,6,0,1,13.31151957941805,1,18.693707205428534
8,9,1,0,11.879890880307972,0,8.83608119277516
0,5,1,1,12.583941687414644,0,8.59299348320423
7,5,0,1,15.536371264944512,1,21.01076126495001
9,4,1,1,16.300375987031497,1,21.131786915786048
6,5,0,0,12.01410084809077,0,9.659999682412446
3,4,0,1,15.122830457044678,1,19.96497143083577
12,6,0,1,14.723424765002646,1,19.692396373159028
1,7,0,0,10.340490420618304,0,6.353179314281504
5,4,0,1,11.08203221549446,0,7.040156551386055
7,5,1,1,13.99967968679356,1,18.96021001678768
4,8,0,0,12.084174850016904,0,8.686528753669762
6,4,1,0,9.305878429486585,0,4.4072675159227055
8,7,0,1,11.717395838359003,0,8.068095905385961
8,6,1,0,16.798156969818166,1,21.881853400676825
7,7,0,0,12.410668450544316,0,10.184192662466849
7,3,1,1,13.36373437605218,1,19.360705466175748
9,6,0,0,11.926625704434292,0,8.15299481038543
9,4,0,1,16.34803724866435,1,21.236255807184325
4,7,1,1,14.133803093552483,1,19.459565723318565
0,6,0,1,14.775003272436289,1,19.56404646289389
5,5,1,0,16.895165107098805,1,21.60117894779128
4,6,1,1,11.519299938930434,0,7.529494757063469
11,5,1,0,18.13017790305789,1,23.41294761817589
10,4,1,1,11.896955101602762,0,8.698161900383203
10,3,1,0,11.420546573105597,0,7.600908935488538
10,5,1,1,12.873288322198958,0,10.758668032068806
2,7,0,0,11.65613032997736,0,7.771206447711215
4,6,1,0,11.861834079943437,0,9.142453923481474
5,1,0,1,13.783210763273583,1,18.91034372149617
14,5,0,0,14.674779097056282,1,19.340757489475852
8,5,1,1,8.585013620019208,0,3.853700163011401
8,6,1,1,11.902236964056083,0,9.068561912597522
5,6,1,1,11.957890622912757,0,8.318802325175376
6,7,1,1,9.076303306170267,0,3.5894174781495374
6,7,1,1,14.141072192067744,1,19.683906447142903
7,7,1,1,13.099765425043628,1,19.386929549929835
10,6,1,0,11.23636797835062,0,6.64467181345316
12,4,0,0,14.597441745985655,1,19.92899503844701
8,4,0,0,7.899105344929531,0,3.0547571856433238
6,7,1,0,12.602243151868503,0,10.086561840713149
10,7,1,1,13.994566746540618,1,19.98226334459102
11,5,1,0,16.10769800221551,1,20.147412940942434
13,6,1,1,15.00904500582184,1,21.111798576361927
7,6,1,1,14.611723409061227,1,20.120446450432603
9,5,1,0,9.749584731983704,0,5.253764598568431
9,5,0,1,15.436496847157656,1,20.800286288775844
11,5,0,1,10.507481401228423,0,7.3055646726563905
7,6,1,1,14.277145518744511,1,18.94890231626737
5,6,0,1,16.96510532533309,1,21.296255069719123
8,6,0,0,8.22509245417939,0,3.4880021206903398
9,6,1,1,12.429577064413152,0,9.474923706115396
5,6,1,0,10.5503761495765,0,6.47175802699861
2,4,1,1,12.641893822574364,0,10.47695764593012
4,4,1,1,11.60111514102787,0,8.143217126580563
12,7,1,0,14.562237231307646,1,19.554253930300032
7,6,1,1,12.908556968482786,0,10.74182745429979
11,7,0,1,15.45178896808428,1,20.37895650719329
5,6,1,1,12.814252553152873,0,9.049003105165472
7,5,1,1,12.969325074333865,0,10.694425108510105
8,6,0,1,10.9022174907833,0,7.773540377991144
3,6,0,0,11.440930972543397,0,7.508576242129497
7,6,1,1,14.260061846519678,1,19.38906007394579
6,5,1,1,11.646811854733263,0,8.027322486641337
6,6,0,1,13.528365023914592,1,18.979100798099108
6,3,1,0,13.176298538384977,1,18.69565932289827
7,7,0,0,14.641021305836182,1,19.460668633624444
6,5,0,1,12.119112028321627,0,9.376974629515502
7,5,1,0,12.29601894016196,0,8.757024109663243
4,3,1,0,14.228577108576168,1,19.45070510454021
7,7,0,0,17.130444030469935,1,22.68175220006074
3,6,1,1,12.581144748366803,0,10.247173017305787
5,8,0,1,11.522886462842989,0,8.153495112035287
7,6,0,0,11.857968867120404,0,8.779412010143306
6,5,0,1,11.70607976198645,0,9.341080207941877
0,6,1,1,12.56167789836668,0,10.17115558910854
11,6,1,1,14.692197989079167,1,19.54784058425032
7,6,1,0,12.704768349671744,0,10.121992792922814
11,7,0,1,14.900073232798992,1,19.04723726010002
4,5,0,1,6.386084734973785,0,0.2777726063765796
8,7,0,1,10.681795530445664,0,6.831619556565041
1,9,1,1,12.784952797928687,0,9.961557723138323
10,5,0,1,13.693057329653104,1,19.07990675912369
3,6,0,1,12.530928338497398,0,9.676794756578204
7,8,0,1,14.784508873089004,1,19.67562586454675
0,5,1,0,16.176734616635216,1,20.784865986114674
6,6,1,0,9.52379179353008,0,5.10038448797736
8,5,1,0,9.632894815756217,0,5.815889367414504
3,5,1,0,13.763526108846827,1,17.872555086945017
8,6,1,0,12.236662505715532,0,9.174797831453107
9,3,1,1,10.44100297503293,0,6.150066945694821
14,6,0,0,13.11998011079477,1,19.619213187322615
10,2,0,0,14.45399846503264,1,20.399783246867
5,6,1,1,12.558373861342478,0,10.107311663245952
3,7,1,1,14.53196801990593,1,19.40947591779963
10,4,1,0,13.361162665847244,1,19.234213285769638
5,5,1,1,16.055666967351524,1,20.25879908899678
1,4,1,1,13.067596972089042,1,18.368422080895364
15,4,1,0,14.77984885419644,1,20.647910275896315
8,6,1,1,11.433926046309267,0,7.508349543895103
13,4,1,1,14.038876078200724,1,19.692515999695843
12,8,1,1,11.502551037142792,0,8.240163064128591
9,6,1,0,11.118000738999838,0,7.5383591570129
9,5,1,0,13.016004921168223,1,18.27140961988364
6,5,1,0,11.48940021225457,0,8.186058163868626
7,6,1,0,14.622395691079486,1,19.439785234917736
8,4,0,1,12.45155168265826,0,10.230815834661229
5,5,0,0,12.641483893473174,0,9.330891075515318
8,6,1,1,12.898447064614984,0,9.941096834509803
5,7,1,1,10.001593309407056,0,5.647120881402566
2,5,1,1,16.01629681786386,1,20.56698288946209
9,9,0,1,12.753181200374822,0,9.733079565340963
13,6,1,1,14.34689951587704,1,19.334832131518755
3,4,1,1,13.178368496070595,1,17.955366762179327
3,7,1,1,15.331251501578508,1,20.233561164157305
10,4,1,1,13.837323842094303,1,18.52837340285164
10,8,0,0,11.263447856281324,0,7.571747165148484
3,4,1,1,13.783331396248943,1,19.35212011090268
5,4,0,0,13.07400940162654,1,18.820501940689223
9,8,0,0,15.44248356182905,1,20.183339303032493
8,6,1,1,11.317182773939734,0,7.687031913653561
9,5,1,1,14.90517743661529,1,20.44991182239189
7,6,0,1,13.461770786390078,1,19.45891006190857
7,5,1,0,15.004274566558546,1,19.298762101130908
7,5,1,1,13.515233661767653,1,19.263110163460123
10,5,1,1,17.007615918702932,1,20.84077883030113
6,4,1,1,12.522357952126718,0,9.514359423577496
4,6,0,0,10.326718982877114,0,6.349488267560442
9,5,1,1,13.613646443622311,1,18.802681427768448
10,6,0,1,13.596417856598006,1,19.50953716606065
12,7,0,1,10.013062596198976,0,7.146854217033031
3,6,0,1,13.827853192107476,1,18.62090698627018
10,4,0,0,11.881340809218088,0,9.080782398031133
0,6,1,0,10.80297672633564,0,6.707002803544389
11,7,0,1,14.407228317981115,1,20.474417948231277
11,4,1,1,15.70820655215798,1,20.767091321355363
7,4,1,0,16.16478206070476,1,20.96517060120761
7,7,1,1,14.05363136950431,1,19.689763462146168
5,7,0,1,15.808940226213249,1,20.300529507420283
7,5,1,1,11.846837378326658,0,7.86754510586083
7,9,1,0,14.10867361716594,1,18.72240108141257
5,4,1,0,9.550079164533006,0,4.754260832272319
2,4,1,1,14.044421257985086,1,18.51774028277686
3,9,0,1,11.743550839984763,0,8.366162751694546
9,5,0,0,16.648201591991985,1,21.451999521965888
3,8,0,1,10.64331298172362,0,6.770745741151674
11,7,1,1,14.42306540348492,1,19.078815181705583
9,4,1,0,15.443250536628632,1,21.537194254704715
3,6,0,1,11.050907692622893,0,8.226755136240234
7,3,0,1,11.080346558172424,0,7.4142710023785074
8,4,0,0,10.3901384447756,0,6.362602811748578
6,5,1,1,16.03387165425266,1,20.27372330256101
3,7,0,0,12.22203504544948,0,8.574657215440133
8,6,0,1,12.70254532626094,0,10.13155067014051
3,5,0,1,12.545372886751862,0,9.009970536420436
9,7,0,1,12.57876780157783,0,10.508361776894526
2,6,0,1,10.859680483139549,0,7.061945029245115
11,5,1,1,12.682118411992311,0,9.36501435193674
9,6,1,0,11.344207890151909,0,8.723888025886398
6,6,1,0,15.62713017660012,1,19.68946120167933
7,5,1,0,12.014032523768584,0,8.136161361423785
8,6,0,1,16.09456282053983,1,21.16478100573354
10,6,1,1,10.997900089690866,0,7.097317068537938
12,5,1,0,12.578428739925595,0,9.644040966011088
8,6,0,1,14.416812187608157,1,19.121353696230106
10,4,1,0,9.645717053563864,0,5.279407884544564
11,4,0,0,17.913354155841724,1,22.785639047183224
7,4,0,0,15.930971252399727,1,21.04342646116051
8,8,0,1,11.342950910629131,0,8.012380274630267
7,6,0,1,13.510947920765144,1,18.728313820484853
6,5,0,0,13.663536465813396,1,17.8591056833202
1,6,1,1,13.834780708694774,1,18.60716381752345
9,6,1,0,13.567788696981664,1,18.439736597965435
9,6,1,1,15.277820456322422,1,21.053680322523032
0,4,0,0,11.549008854568228,0,7.651554497928274
9,3,0,0,14.695178016021044,1,19.79386824304784
0,5,0,1,14.340374321637004,1,19.55014758369109
8,7,0,1,13.864225607452642,1,18.87213786445753
9,6,0,1,15.09897455544026,1,20.15738722567235
10,7,1,1,12.492319669193597,0,9.23651858959808
7,5,1,1,12.164999809393985,0,8.979697100208629
15,4,1,0,14.62851186729726,1,18.35984693614703
11,8,1,1,13.078764529047476,1,17.786036349599758
6,7,1,1,13.086787921570927,1,18.597703337768728
7,6,0,0,15.925082926555294,1,20.628129486178008
7,9,0,1,10.202590197108346,0,6.039350006332561
9,5,0,1,14.013001730423223,1,19.87812503292377
11,3,1,1,11.871992624882456,0,8.5775000296475
8,4,0,1,14.39635393305221,1,19.466383791539137
10,7,0,0,13.52189282223651,1,19.482081140692628
5,5,1,0,13.02211924833219,1,18.24748336967213
8,6,1,0,11.354436527641298,0,8.204912203810128
11,6,1,1,14.20273800692138,1,19.721241181907995
7,2,0,0,13.150846943455829,1,18.28428410338108
11,8,1,0,12.511424867976023,0,9.399343235875044
5,7,0,1,12.12287841528457,0,8.674628195417874
8,4,1,1,12.2571421772793,0,8.893128429290176
3,5,0,1,17.422065378274475,1,21.69138370427699
7,7,0,0,12.359437135540627,0,9.758235068689984
9,5,0,0,16.14003829916889,1,21.31377292271327
5,6,1,1,14.065190116999016,1,19.220634975488046
5,7,0,1,12.377850841193656,0,9.954748730044273
7,5,1,0,11.819395335767958,0,8.850937869519726
11,4,0,1,15.11478824783258,1,20.50038347511375
7,5,0,1,14.37118558773738,1,20.024964935402693
8,6,1,1,15.181051067371344,1,20.05980828922789
10,6,1,1,12.583857652342449,0,10.033914356461016
8,4,1,1,13.540828250649822,1,18.323241815192947
12,4,1,1,13.617513392357624,1,19.097509463756523
13,5,0,1,13.467292145666908,1,18.71187955625928
10,5,1,0,10.234664649544667,0,6.143125015841142
11,8,1,1,11.572743126039304,0,7.446984068840576
8,5,1,0,12.950191721328435,0,10.462183266059936
10,7,1,1,13.560415469481686,1,18.94176568867505
13,3,1,1,13.686262608362116,1,18.88316396166672
9,5,1,1,14.679927529885118,1,20.51971351278552
9,2,1,0,14.384963539389624,1,19.248079533928568
10,5,1,0,17.73210298565094,1,22.474706890929696
14,5,0,1,14.569653487923803,1,20.72805359127818
3,6,1,1,13.36800149329918,1,18.5174748972334
5,6,0,1,14.56266638666758,1,20.285046040124392
12,3,0,1,10.758502424278513,0,7.298007934272034
9,5,0,0,12.648411239165297,0,9.967521262414852
14,4,0,0,11.20020509846524,0,7.753340619200271
8,5,0,1,13.302837721278031,1,19.98262101498461
6,5,1,1,10.771460536105083,0,7.469877771227175
4,5,1,0,14.390103695349197,1,19.28943876972441
8,6,0,1,11.160795934349018,0,8.07364001426021
7,6,1,1,13.397764180914445,1,18.370770753930543
10,6,1,1,13.994814862525018,1,19.47029812076017
11,7,1,1,15.149409101730058,1,19.99278123330205
6,7,1,1,13.888074939761688,1,19.31678226652577
12,7,0,0,15.40731316283786,1,20.6400200516686
7,6,0,1,12.97665954696413,0,10.006639631051687
6,5,1,1,16.347590411348207,1,20.869925807608663
7,3,1,1,14.152397100391712,1,19.43315009507313
11,7,0,0,16.139683148511956,1,20.869711635002275
6,5,1,0,13.25690485775242,1,18.832454946040016
5,4,1,1,16.022354504134608,1,21.82536678628474
6,4,0,0,16.014768634202625,1,20.95779780340089
5,6,0,1,11.37795908690398,0,7.543168086195788
3,7,0,1,14.661135057816344,1,19.840278251121106
9,6,1,1,8.537552961346982,0,3.204998535578668
6,5,0,0,14.976670364674932,1,18.90889279249413
4,6,1,1,12.311227774730469,0,9.502901850465118
5,5,1,1,17.464443504896046,1,21.509448651133116
4,3,1,1,13.8747279257911,1,19.275468759790797
11,9,0,0,13.84354244381042,1,20.157871149645064
5,5,0,0,12.805015864839543,0,9.296706042974533
11,8,0,0,11.87016108182142,0,8.722643727026096
10,4,0,0,10.773721174382786,0,6.881832343757504
14,6,1,0,11.299942233626842,0,8.174752402027789
9,6,0,0,16.033626808081074,1,21.48783829576725
6,2,1,1,13.7597065126303,1,19.24468372686376
7,6,0,1,16.904844809586628,1,20.568072868320776
11,7,0,1,18.16793096850541,1,22.38676357196208
7,4,1,1,7.925933918615733,0,1.9015218986807405
7,3,1,1,15.30008089418191,1,19.689641286187992
12,6,1,0,15.087713209825674,1,20.22468255191053
8,4,0,0,12.680220907097976,0,9.918967575418202
10,6,0,1,10.12461181883288,0,5.7992950864249
9,5,1,1,15.102719551051116,1,20.76319768666209
4,4,1,1,11.759648824355487,0,7.120923183987216
5,4,1,1,18.570134480754888,1,22.92960412234606
11,5,1,1,11.28879808382868,0,8.11348970494838
11,7,0,0,10.858544051538734,0,7.250011975043991
5,5,1,1,12.478404838772253,0,8.386575582922356
4,4,1,1,14.525827172296466,1,19.07477893337528
6,4,1,0,13.434081626038088,1,19.14687401619653
11,6,0,0,13.275096080269885,1,18.700132813511267
10,3,1,0,11.353232904985129,0,7.58309516712594
9,6,0,1,14.16436194356485,1,19.31506937312116
7,8,1,1,13.671540181986964,1,18.85210805703108
7,7,1,0,12.75180584882112,0,9.58037558810333
10,6,1,1,13.502979452918634,1,19.550328233758886
6,3,1,1,13.308559853347091,1,18.609007687768436
4,7,0,1,12.682536129924534,0,10.05997687567202
15,3,0,0,14.896321396989302,1,20.59810463294414
12,5,1,1,13.557006962685488,1,19.959927768921773
11,7,1,0,11.86364206329095,0,8.193178078722294
8,7,1,1,14.083437775909289,1,19.04895892390584
8,5,1,1,11.444160429923327,0,7.45329928885111
10,8,0,1,17.11043581627994,1,21.80956327739403
9,4,1,1,12.828242920579251,0,10.06237324831533
8,3,1,1,12.03464591029243,0,9.091796837232026
11,5,1,1,15.896468183306418,1,21.235869066966107
9,6,1,0,12.107656274122858,0,8.370828491621563
5,7,0,1,12.034892096187155,0,8.625841782861295
7,6,1,0,8.919479582613272,0,3.8561575195495785
7,5,1,1,14.904243629467818,1,19.700960631599965
10,6,1,0,13.915948211894902,1,19.15437357958379
6,5,1,0,10.10621513806,0,6.168058212854121
10,7,1,1,14.080407624960808,1,19.40094163187982
11,5,1,0,12.79822402686508,0,9.99423220178652
13,4,1,1,12.614090583895408,0,9.86480645215862
9,7,1,0,13.609183344260432,1,18.699143768529176
6,3,1,1,12.785832947040248,0,10.060258953081943
7,5,0,1,12.204739146304538,0,9.94864935753462
3,7,0,1,15.07118372243472,1,20.416850736616784
9,4,0,0,13.219499286918412,1,18.56738515712299
3,4,1,1,16.56166391234191,1,21.0414792291715
5,5,0,1,10.24828796588011,0,5.805183096934696
8,9,1,1,11.91643361489378,0,8.100068674385767
5,7,1,1,10.643710172434991,0,7.436844890347253
9,5,1,1,14.69201416706228,1,20.328309505220247
13,5,1,0,15.20853007329292,1,20.635745494549568
5,5,0,1,13.323369292456396,1,18.776979475441987
8,3,1,0,12.62526975786294,0,10.15920751770872
10,8,1,1,13.255599463136358,1,19.674004608509467
7,7,1,0,13.04564027204195,1,18.527330487864266
7,4,1,1,13.360167087505973,1,19.48995961396843
10,5,0,1,12.426934754353306,0,10.468174837351564
9,7,0,1,13.41602101426977,1,20.313327778426395
8,5,1,1,12.234585876559034,0,8.730128297345647
11,6,0,1,13.795408556485729,1,19.200112125748447
12,5,1,1,10.003308526974694,0,6.005888460140512
12,3,0,1,16.2781682560162,1,21.40856077517251
6,5,1,0,12.401468508670202,0,8.914738827080155
7,4,0,0,12.47966949478689,0,9.973534310202584
9,8,0,0,14.273277985937456,1,19.41372176116872
11,6,1,1,12.52656178171429,0,8.915743861557104
9,5,0,1,11.804964062836026,0,8.57160577625608
10,8,1,0,15.265412710759104,1,19.623405545578542
9,3,1,0,13.16042480575787,1,18.54905876808368
2,5,0,0,13.00453653683139,1,17.978803937363455
11,7,0,0,12.338878796504742,0,9.052813879527248
6,6,1,1,10.1443618903757,0,5.872764415016204
8,5,0,0,14.724878547003026,1,20.159280867271104
7,4,1,0,15.178969734337995,1,20.673162458559712
3,6,1,0,14.03972559867258,1,18.69049746743207
10,3,0,0,16.840801143268205,1,22.042923217246813
8,5,1,0,12.677114501242974,0,10.028175744486886
4,6,1,1,13.92007458077568,1,18.89661789005339
4,6,0,1,12.994930817417895,0,9.676855840552792
6,4,0,0,12.463930619661904,0,9.44300817694656
10,5,1,1,12.0542867041038,0,9.401369395954957
9,6,0,1,16.165817221289856,1,20.21950230341413
3,3,0,0,12.2591509278962,0,9.58220838229703
4,9,1,1,11.931880355534624,0,7.578780862388299
5,6,1,1,15.278525670326264,1,19.99349745858077
5,6,0,0,15.8988591588652,1,20.65751992937528
9,4,1,0,15.759991208663829,1,19.825770532020936
9,5,1,1,13.079060513577286,1,18.34694385170225
8,5,0,1,13.26537639505047,1,19.22140347747357
3,8,1,1,13.973185327224792,1,18.971757741017253
13,6,0,1,14.10980420801607,1,18.82375913165495
7,7,0,1,10.34587114560986,0,5.893393742423676
2,7,0,1,12.930213528056518,0,9.827840846296024
9,3,0,0,10.207265956513668,0,7.013038496495879
10,5,1,0,12.243377661264017,0,8.777607131037628
8,7,1,1,13.789250946376914,1,19.587458427187183
9,7,0,1,11.76671506594676,0,8.011670174250106
9,5,0,1,15.08208023602345,1,20.943658713039618
10,6,0,1,11.771720612440255,0,8.295098166773814
10,5,1,1,13.083255606063368,1,18.33511721366438
13,3,1,0,13.501926290862931,1,19.611448805757867
8,5,1,1,12.230547761461535,0,8.45117162494313
7,7,0,0,10.616571497803072,0,6.689665610238987
7,4,0,1,12.62192552636136,0,9.96457411452364
8,7,1,0,15.54137051093273,1,20.43433012503909
12,4,0,1,12.39343544309171,0,9.797953515656523
11,4,0,1,9.075067461386332,0,4.2146177341797
11,5,1,0,9.735289801639215,0,5.31994686015591
7,4,0,0,11.256227043313617,0,6.799496848936585
12,6,1,1,13.375368264374147,1,19.08400969423881
12,6,1,1,11.194868559996632,0,8.235274190758803
10,6,0,0,15.128680502696326,1,20.01683007796803
9,6,1,1,12.973880899994723,0,10.336000666777975
9,5,0,1,8.04014478719499,0,3.1279354267669457
7,5,1,1,10.410130703798096,0,6.009458655222593
10,4,1,1,12.358789559001066,0,9.937224103964148
5,8,1,0,14.725181032523793,1,19.334087272977104
4,3,1,1,15.074319200008503,1,20.331759633211767
6,5,1,0,14.952122799665773,1,20.414684774342312
17,6,1,0,12.825007253767517,0,10.44790041067146
10,5,1,1,9.60028765113546,0,5.023063614493022
5,3,0,0,17.2486672600943,1,21.861768987262195
3,4,1,1,13.788308247467338,1,19.999681549694813
7,5,0,0,14.552193721418332,1,19.782184744590687
11,4,1,0,12.180916503088122,0,8.846050287324818
10,3,0,1,16.25453445008324,1,20.01828689829834
4,6,1,0,11.70507664116566,0,8.012368392996978
7,6,0,1,9.313511364630635,0,4.666448207552824
9,8,0,0,12.733409759181804,0,10.154821601428184
6,4,0,1,12.21751242242569,0,9.292932248973168
17,6,1,0,20.99891183689772,1,25.55643989526772
2,4,1,1,11.405871834936766,0,7.340387760816879
8,4,0,1,15.351948258064567,1,20.537321348707447
11,5,1,1,12.69393834248655,0,10.41206865918459
12,4,0,0,12.826277751262053,0,10.251956965222748
10,5,0,0,14.342866113645606,1,19.464112556160348
3,7,1,0,14.212709733984177,1,18.9730779793497
8,5,1,1,13.505463334751672,1,18.43852383585969
6,5,1,0,10.220232497255736,0,6.530001006869313
10,4,1,1,14.891788465790992,1,19.440607973930064
15,4,1,0,13.514701418439817,1,17.895873383873504
10,5,0,0,16.68432414176839,1,21.6952613896906
15,6,0,1,15.452554776445336,1,21.07406366127886
7,7,1,0,15.404648361412162,1,21.43036433426216
5,8,1,1,16.399859081752044,1,20.9980203313262
12,4,1,0,12.83107945713045,0,10.315500137223108
10,6,0,1,12.612945140994247,0,10.329394803891848
2,5,0,1,13.322945773193416,1,18.159849480070392
10,7,1,1,15.536430299508488,1,20.498010183980675
13,4,0,1,9.849015388074008,0,6.084987755735008
2,7,0,0,15.659850198289847,1,20.04311980481245
7,5,0,0,11.055747201982792,0,7.285559331796791
6,2,1,0,15.081366912960144,1,19.617418027192365
5,3,1,1,13.308625174317244,1,18.90132984426057
6,8,0,0,15.00985348144356,1,19.514504737500463
9,5,0,1,8.448885289458586,0,3.1860613777537683
7,6,1,0,11.288997380552232,0,8.016544157035684
1,5,0,1,11.734960382492636,0,8.58348264056674
9,5,1,1,15.783567626584396,1,20.74603413360045
11,4,1,1,15.345636980975929,1,20.30875398070892
7,7,0,1,12.879920987897115,0,9.96953604707856
13,3,1,1,11.31964294533807,0,7.371405459027489
7,5,1,1,14.005808520228127,1,18.95001018868805
8,4,1,0,15.448954067423893,1,20.694622280938614
5,6,1,1,10.517428295247855,0,6.755335265192523
3,7,0,0,12.36528442523332,0,8.940098867664648
8,4,1,0,10.964260526247536,0,7.220822422266425
0,4,1,1,12.288186217790722,0,8.745825977292998
5,6,0,1,13.71400393806194,1,19.037037846406754
13,5,1,1,14.85201613590603,1,20.122519611500252
8,6,0,1,14.07698096186153,1,20.614290608056887
10,5,0,0,15.046693930334342,1,19.94162560617035
2,5,1,1,10.781365975125986,0,6.969769211664663
10,6,1,1,13.087396138882712,1,18.654932724152825
5,6,1,1,11.343953075039511,0,7.504419147173759
