resident_age,income_level,urban_residence,employment_status,public_transport_subsidy,public_transport_usage
23,28,1,0,1,87.94782099601163
43,24,0,1,0,95.19837351096147
14,28,0,0,1,81.31502062234019
7,22,0,1,0,67.71439303371054
26,14,0,0,1,83.67467358121387
26,21,0,0,1,87.6210210139064
33,22,0,1,1,92.49868889190576
27,24,0,0,0,83.70133716352326
16,27,0,0,1,82.48105807815129
31,29,0,0,1,94.92945800180594
13,26,0,1,1,83.05823321851051
14,22,0,1,0,74.86204789204585
29,28,1,0,1,91.4128189698942
18,19,0,1,1,80.6003726675707
29,25,1,0,1,90.59789004907752
15,24,1,0,0,75.74512834482555
27,22,1,1,0,83.57662035700476
19,26,1,1,0,79.65546099258195
29,26,0,0,1,92.85262675354905
24,25,1,1,1,88.39652431742718
26,20,0,1,0,78.98517305304934
11,22,0,0,1,76.8103075302711
23,25,1,0,1,87.3245868039083
31,33,0,0,1,94.640622676405
36,17,0,0,0,84.06230521866759
35,20,0,0,1,92.5095199378066
46,23,1,1,1,101.19580672761204
17,28,0,0,1,84.23202827905043
21,19,1,0,0,76.33628778073596
39,21,1,0,0,88.675504765606
22,19,1,1,0,78.95910065013607
7,20,1,0,0,69.15053412636192
28,26,1,0,1,92.7514369174986
18,13,0,1,0,72.06517003454698
29,24,0,0,1,90.26527353180724
20,25,0,1,0,78.36345808008896
30,28,1,1,1,94.77300305405944
44,30,0,0,0,97.81802444313468
20,29,0,0,1,87.10235193961765
17,24,0,0,1,82.99823362546005
31,23,1,0,0,86.86745612742368
37,27,0,0,0,90.59183552036237
19,23,0,1,1,82.94812473851115
37,22,0,0,1,93.42282315072462
34,26,0,0,1,95.65295074017985
28,17,1,0,0,78.87476536557081
19,23,0,0,0,78.54577977008276
20,22,0,0,1,84.22281642752488
24,27,0,0,1,88.133550616167
39,20,1,0,0,91.35442237518404
25,14,1,0,1,84.80561816236565
19,22,0,1,0,76.66052452538922
33,22,0,1,0,83.1872487534954
33,28,0,0,1,94.5469592561514
28,24,1,1,1,90.09011308336387
21,29,0,1,0,80.67142631436656
37,25,0,0,0,89.56007319015386
22,22,1,0,0,78.48992193096818
33,16,0,1,0,83.07540595453764
13,31,1,0,1,84.77110139884716
24,28,1,0,0,81.8187045747541
30,23,1,0,1,91.86456478378152
25,17,0,0,0,77.27567403431559
12,26,1,0,1,81.35946065239574
24,26,0,1,0,82.51944922718921
22,26,0,1,0,80.38012353165718
22,24,0,0,0,80.11861730203333
34,25,0,1,0,86.75053510327365
17,32,1,0,1,86.60050724460454
18,21,1,1,1,84.87151233065025
27,26,1,1,0,85.11408362895187
28,21,1,0,0,80.8908137234836
18,26,0,1,1,86.08962332913241
28,26,0,0,0,85.71066532078615
23,26,0,0,0,80.95602167865059
28,26,0,1,0,83.0796595903753
19,21,0,0,0,77.15529936654951
31,26,0,1,0,87.00847726071113
32,28,1,0,0,88.64109401618275
25,27,0,0,1,89.74072969118382
22,23,1,1,0,79.34536425412838
29,21,0,0,0,82.32220681314968
29,25,1,0,0,86.61941614090244
43,23,0,0,1,100.27106367063408
44,21,0,0,0,93.5345768741274
1,27,1,1,0,68.98336027616325
21,28,0,1,1,87.43438637176618
35,20,0,0,1,89.94504923838416
27,18,0,0,0,79.97483961087585
7,23,1,0,0,70.02566457021548
18,28,0,0,0,78.68921699277932
20,28,0,0,0,79.96530143625803
9,23,1,0,0,71.58360680837073
28,20,1,0,1,88.2979045756184
54,25,0,1,0,102.534738615105
18,26,0,0,0,80.05102987312395
38,20,1,0,0,87.02224827227666
7,26,0,1,1,77.96898674716128
21,31,0,0,1,88.65956896384009
21,29,1,0,0,83.44711816513806
26,25,0,1,0,82.20929927143179
30,21,0,0,0,83.70596632902848
28,24,0,0,0,82.51170304627757
25,13,0,1,1,80.63061445013889
20,15,1,0,0,73.38477251024626
18,22,1,1,0,77.30995093791614
25,25,0,1,1,88.40780792073949
34,23,1,1,1,95.35746783143328
25,25,0,0,0,81.8076875771873
29,25,0,0,0,84.97847929936101
37,22,1,1,0,88.95177557921689
11,18,0,0,0,69.43793830888687
23,25,0,0,0,80.27846460419723
35,27,0,1,0,89.31613023961164
26,20,1,0,0,82.5071254754936
23,18,0,0,0,75.94704947503178
31,23,0,0,1,91.2405581086718
30,23,0,1,1,90.7131051028742
25,28,1,0,1,88.0528650733092
26,28,1,1,1,91.85804629722068
21,27,0,1,1,87.79906298507866
27,22,1,1,1,90.15804182788273
39,23,1,1,1,96.19778641406724
27,9,0,0,1,81.87955587701818
39,25,1,0,0,91.43629808388388
13,24,1,1,1,79.73022465068503
14,20,0,1,0,70.26536988819146
25,28,1,0,0,85.67598576809631
18,28,1,0,1,86.07124899272551
33,30,0,0,1,95.26795257041476
17,25,0,0,0,74.51683112081489
25,25,0,1,1,86.22212731692584
27,22,0,0,0,80.14209635622207
31,30,0,0,0,89.49549258809988
32,24,1,0,0,87.90208048341121
34,24,0,0,1,94.0010010388886
43,25,1,0,1,100.34174600223965
30,26,0,0,1,91.70156855004522
31,18,0,1,1,88.77594079992178
9,24,1,0,0,71.82236291173271
20,24,0,0,0,78.27515217522861
17,23,1,0,1,83.1740976864254
10,24,0,1,1,78.91087917174887
34,28,0,1,0,89.90821248265091
19,29,0,0,1,86.75893068100744
28,23,0,1,1,90.13504662163572
41,29,0,0,1,101.91927603694349
37,29,0,0,1,97.15926040707632
20,28,1,0,1,86.58296302740065
23,24,0,0,0,81.00454385512889
20,27,1,0,1,87.14349122346157
21,28,1,1,1,88.21023545965843
18,27,1,1,0,78.76756475143718
31,30,0,0,1,95.8292826270712
34,25,0,1,1,92.75034994935588
34,21,0,0,0,87.54314245953259
25,22,1,0,0,79.91033918741306
20,27,0,0,1,85.76616589610566
21,32,0,0,0,83.01140068485348
24,12,0,1,1,78.4449831535359
28,25,0,0,0,81.63832765859576
26,22,0,0,1,86.90813596517776
18,25,1,0,0,77.17761312305755
21,24,0,0,0,78.81976717005847
29,21,1,0,1,91.27346784550004
9,27,0,0,0,72.26604677190589
18,22,0,1,0,76.7098037767807
0,25,1,1,0,66.68684587319781
21,26,0,0,1,87.02053630908868
10,11,0,0,1,72.39923972321067
27,27,0,1,1,90.52171268710364
31,22,0,0,1,90.85603258529902
31,23,1,1,0,86.32731186307358
20,17,1,0,0,75.62500639175123
27,24,1,0,0,83.6799468222592
31,21,1,0,1,90.87278285075467
23,21,0,0,0,78.10846397323324
21,22,0,0,1,82.98247329723111
25,31,1,1,0,88.12982530596909
31,17,0,1,0,82.62186775359847
38,21,0,0,0,88.63053708861685
41,16,0,1,1,94.5943753491083
33,30,0,0,0,88.91122388217869
17,18,0,0,0,72.2153247108588
28,25,0,0,0,85.23540560708713
20,24,0,1,1,85.86369942138501
38,25,0,1,1,95.65217140296464
27,24,0,0,1,90.08061908519676
2,17,1,0,1,68.87069394835001
22,27,0,0,0,81.26871343301363
21,22,0,0,0,77.67357265252227
21,26,0,1,1,84.93068582170838
18,27,0,0,1,84.66571727455403
40,25,0,1,1,98.51750562727942
33,18,0,0,0,84.5572010222224
18,26,1,0,0,77.73935351532957
0,34,0,1,0,70.36282040405236
22,22,0,0,1,84.57358837704768
21,26,0,0,1,87.86885402734194
18,21,0,1,0,75.9182333338185
37,24,0,0,1,95.12204502110862
27,22,1,1,0,83.58294709407893
31,23,0,0,0,85.66652612299276
30,20,1,1,1,87.95638828248126
38,25,0,0,0,92.2064326670657
25,21,0,1,0,81.47086174055705
29,21,0,1,0,83.85883712343478
34,28,0,1,1,97.8845847467858
32,23,0,0,1,90.94387437560331
14,18,0,1,1,77.92600330095593
28,20,1,1,0,83.41656256932485
24,18,0,1,1,84.22506551464141
27,24,1,1,1,89.60272461651292
14,32,0,1,0,77.57122403470804
43,27,1,0,1,101.11637544773647
17,23,0,0,0,75.93862715528097
45,25,0,1,1,101.94735948142204
18,19,1,0,0,74.75381566805649
22,18,0,1,0,75.85302934776284
31,24,1,1,1,91.66729683116142
51,23,0,0,0,99.1515135896353
35,24,1,0,0,87.82748750497582
32,23,0,0,1,92.03712375859357
21,24,0,1,1,85.5021482687281
33,18,1,1,1,90.38191504912032
16,25,1,1,1,83.75685283965993
