age,income_level,gender,rural_residence,campaign_exposure,political_engagement,voting_turnout
22,21,0,0,1,51.57582394623574,195.45324263664529
32,18,0,1,1,56.763728359545446,213.7439929936512
35,20,1,0,1,60.273290673168646,223.0502811124084
34,23,0,1,1,63.893024939977,231.88404562074928
26,18,1,0,1,52.084847774736254,195.33518113250787
27,26,1,1,1,63.79388822760593,231.014703537632
34,21,1,1,1,63.26370555463795,227.94963269338152
23,13,1,1,1,40.60190498923465,167.28792196951534
21,26,1,1,1,60.24102263859834,217.8458715449544
24,31,1,1,1,68.09400938903211,242.54878352361865
20,21,1,1,1,50.2241950533822,191.26164744179175
41,12,1,0,1,55.87314126088682,211.28564169577783
30,20,1,0,1,57.46993464745231,213.58965336386285
33,36,1,1,1,83.2601720454052,286.1468122015111
26,6,1,1,1,33.82465663033463,144.48730331435775
15,19,1,0,1,44.11633485844627,175.22822780988724
23,12,1,0,1,42.20338280914437,166.7009250472846
27,18,1,1,1,52.45201132468095,199.2043452264141
28,21,0,0,1,56.27681966772278,207.8793481846451
32,29,1,1,1,74.20785276084317,260.9856911135041
30,12,0,0,1,44.9254649392406,178.70280045266762
29,10,1,0,1,44.698088792006864,176.04498298774357
24,17,0,0,1,46.32848749295439,181.6376058636246
16,19,1,0,1,43.85537265052519,173.99373831754528
40,14,1,1,1,58.84784505170801,215.92580064776632
41,20,1,1,1,67.7932490398946,243.73249706023427
31,24,1,1,1,62.7455003875715,227.70655807915088
38,12,0,1,1,53.64778245699656,204.9429757486064
22,21,1,0,1,51.30168767426245,192.68657593106315
20,29,1,1,1,61.9426277858241,223.7393531242347
28,8,1,0,1,38.16130172155615,156.5389264197296
24,22,0,1,1,54.474515865738766,205.38915112791764
14,21,1,0,1,44.52211483323924,172.64428808004988
17,19,1,1,1,45.50887032409824,177.01290586711278
30,20,1,1,1,58.50935220024503,217.17727237113397
32,15,1,1,1,53.7593040209934,203.0290110754028
46,19,0,1,1,70.94275815722398,248.65656363178027
34,26,0,1,1,69.00093999479755,244.2048172799209
30,26,0,0,1,64.70896663917972,234.96990724972636
20,20,0,0,1,47.59011093595739,184.3275603481505
38,17,0,0,1,59.55879112566203,220.72326516062887
22,24,1,0,1,55.69657926652959,206.77249761429937
28,28,0,0,1,64.60287594633213,232.1979206796343
33,21,1,1,1,62.1099017200433,225.30994592638044
38,17,1,1,1,62.35376526637448,227.16669245457285
37,27,1,0,1,74.7541669385527,262.7209701762976
22,28,1,0,1,61.75148566049187,223.96356567218524
52,28,1,0,1,88.28316049584065,302.79690115077096
35,20,1,0,1,61.864756041085215,223.2230477792362
25,22,1,0,1,54.222860605114285,204.84292098553516
34,14,1,1,1,52.807746209319774,198.17272902516223
20,18,0,0,1,43.31477969221825,172.09992616857406
28,19,1,0,1,55.490651205803175,205.34369343714948
27,30,0,1,1,68.39544522954185,242.9841642962523
23,29,0,1,1,63.97421175424238,228.3810192986761
29,14,1,1,1,49.931113570522726,190.58065093713947
29,16,0,1,1,50.55957495979345,193.5075551623173
31,12,0,1,1,47.38389622036213,183.6852135413154
31,25,0,0,1,63.72577110985262,230.7447218264464
22,18,0,0,1,45.84469401269015,180.52051137866616
50,25,1,1,1,83.22748852125287,283.2727126249244
23,19,1,1,1,51.52137576110783,194.80209612523683
25,29,1,0,1,65.53353888544572,233.607496083438
27,18,1,0,1,52.55544248003424,196.5356183749666
28,14,0,0,1,45.64762486115975,178.64861007523083
30,26,1,0,1,65.76504142586163,236.32844100422815
28,24,1,1,1,64.07558921236216,225.73976039398613
30,19,0,1,1,55.87718683893413,207.99162315542856
22,22,1,0,1,54.29476470529324,202.7406974284004
19,27,1,1,1,58.72877770129517,215.35010299952395
27,22,1,0,1,56.94288472934054,212.07040203378796
30,24,0,1,1,61.04810047851549,221.99323734410828
40,19,0,1,1,64.94496258692618,234.18868703843813
31,21,0,0,1,59.081536154846994,217.0452188335477
28,35,0,0,1,74.88217412425364,261.9681547980948
32,22,0,0,1,61.494930908253686,223.3790149343263
32,17,1,1,1,55.62276595177722,207.64284421745845
20,13,1,1,1,40.16928028975039,165.700318764083
14,12,0,0,1,32.959702600823896,138.9902659324462
20,15,1,0,1,41.40290778379238,167.5906044137602
23,19,0,1,1,49.26907333628319,188.70743571902943
43,19,1,1,1,69.60347752757892,245.5282809959464
42,21,1,1,1,72.24114879911448,255.93638317663087
32,14,1,0,1,52.15282099631192,195.53228749839516
27,20,1,0,1,52.519778202406805,200.1710368985958
39,19,0,0,1,61.822024615652055,226.80646386397328
27,13,1,1,1,44.30147217236903,177.75421001429174
25,24,1,0,1,60.05169451256565,218.5189611166154
28,20,0,1,1,55.75424915656602,206.89005022316417
22,33,0,0,1,67.67407735287786,240.8065750238956
31,18,1,1,1,55.48232699087822,208.93893667569597
40,23,0,1,1,70.24022884754437,247.5502004178428
33,20,1,0,1,59.56646333629888,218.0394221717906
26,15,1,1,1,48.24862534288688,186.51177100509548
24,17,1,1,1,48.88980568174923,188.5852536123001
40,9,1,0,1,49.40453514135845,191.5176630790664
25,18,1,1,1,50.08334045986714,190.60023494427583
32,9,0,1,1,42.36687161002741,171.47451753799822
26,16,0,1,1,47.34668142915095,185.18129050522643
33,12,0,1,1,47.70379656384775,183.7848684565388
15,16,1,0,1,38.46874199576927,156.01494257946493
34,18,0,1,1,58.12756903815586,211.2098437229355
37,27,0,0,1,72.56319016865518,258.10769743985094
29,26,1,1,1,65.75265216927055,239.49490043304365
21,5,1,1,1,27.847685336683,128.8853576844266
22,14,0,0,1,40.65779622538652,165.75984150194685
36,8,0,0,1,44.24171925237952,176.94964715847777
15,6,1,0,1,22.83320599477764,117.53269695015165
14,29,1,1,1,55.556285991081616,207.0230067642793
25,30,1,1,1,65.84742673631405,237.6104724931959
24,12,0,0,1,40.69539097512355,166.36499734253775
34,17,1,1,1,57.54591887598507,213.407766081812
29,18,0,0,1,53.12050168218834,201.8087091192074
13,22,0,1,1,44.652140330961785,177.72359190979037
18,17,0,1,1,42.30158249295571,168.43482565320824
32,15,0,1,1,53.56597291697181,198.63866767659172
34,24,1,1,1,67.96175923679625,242.47357395041328
21,24,1,0,1,54.98229925518712,204.64801034149173
18,21,0,0,1,47.15963224386911,181.41082773519489
38,20,1,0,1,64.12439111452576,232.0185679500305
24,7,1,0,1,33.05047677226067,143.64984580517162
36,14,1,1,1,54.24748543177088,204.65689941871028
25,24,1,0,1,58.28764642205276,213.30771963530825
38,20,1,0,1,64.9173605842902,234.26889680959627
34,24,0,1,1,64.77825201240967,234.534065053752
25,19,1,0,1,48.89864746311418,189.11898913862376
43,14,0,1,1,59.55089073167947,221.07050440534056
30,24,0,1,1,63.17782801260064,224.6356243025968
24,22,1,0,1,53.985294662763394,203.11970732194257
37,14,0,1,1,55.16472972878093,207.0952007433333
31,9,0,0,1,40.73644421866595,164.87277396027702
37,15,1,1,1,57.993896660010925,215.634751514294
30,17,0,0,1,53.99916500363948,201.3784210064608
19,25,1,1,1,55.94328186015499,206.2776534192504
33,16,0,0,1,53.94436249832325,200.43574333482877
27,14,1,0,1,47.36408255997738,185.3182736217341
20,13,1,1,1,38.32825938311103,159.76626246760603
40,17,1,0,1,63.1555282257367,229.5525285245019
35,16,0,0,1,55.86370892536599,206.50508036570744
25,17,0,1,1,49.6441510211488,191.1044948381345
18,24,1,1,1,52.88112955147097,200.1113978199548
21,25,1,0,1,54.086794547556174,202.53830953879975
46,22,1,1,1,74.8602653076328,261.0544779729108
39,13,0,0,1,54.3250773850704,208.43701979187756
30,18,1,1,1,53.10137488767116,202.3309437730348
30,32,1,1,1,73.92830163754533,261.1638811097592
26,18,0,1,1,51.53011397855133,194.20666292934212
26,11,1,1,1,41.97156270105735,171.03973568302663
39,23,1,0,1,68.97300744724589,247.1540194702985
31,13,1,0,1,47.03627500051208,184.1273729784488
36,16,1,1,1,57.62077126641391,214.7565975484296
35,20,1,0,1,60.8673390849872,224.7235321727525
23,19,1,0,1,50.69379565650684,193.00564488992327
30,22,1,0,1,60.45536983300842,221.11464333624724
34,21,1,0,1,60.68185213301628,224.485828710339
50,18,1,0,1,71.40180076644417,255.1793965624919
31,23,1,1,1,62.70350026094064,227.56837957206656
35,17,1,0,1,58.64226593408329,216.26296379683467
25,8,1,0,1,35.548589116324216,154.68153453024578
31,16,0,0,1,50.856419849829365,196.3432632536852
22,20,1,0,1,49.45550443012237,189.83488878052728
39,29,1,1,1,80.34444087458397,276.89584361853616
28,22,0,1,1,57.563981612925865,213.92169112149347
40,18,0,0,1,62.677380015453096,227.546904384056
31,18,0,1,1,56.39791994669937,207.25986849972983
26,4,1,0,1,33.095783253231446,139.80872481623842
16,26,1,1,1,53.02639147522947,198.6078582446868
47,14,1,0,1,64.61308715354843,235.91257948990247
37,29,0,1,1,77.09250044389137,265.2724059493982
39,20,1,0,1,65.5895044977967,237.10091221798203
25,2,1,1,1,29.231980753961988,134.97191998459763
41,7,1,1,1,49.417010999469845,191.9635316150332
27,13,1,0,1,45.04925454760761,177.8493970054551
25,11,1,1,1,41.777413671404,168.9735424798142
27,19,0,0,1,50.53468614671776,192.65165588604484
28,17,1,1,1,53.90087620336687,200.16079253609735
44,16,1,1,1,64.33864721567723,234.60587261320035
28,23,0,0,1,57.159759593662926,211.97782078385677
37,12,0,0,1,51.93804166308461,195.8338967157361
33,17,1,1,1,58.44788812547993,216.1953229732925
19,10,1,1,1,33.45571686360538,144.0778395820549
23,12,0,1,1,39.74406221649085,161.75973752769275
36,25,1,1,1,70.74008982747866,248.5719384506754
27,30,1,1,1,70.88383641902925,249.36760327280604
16,26,1,1,1,53.78757799822149,201.0031624007952
23,7,0,0,1,32.6922763301738,140.7865618284758
14,14,1,0,1,36.69643154440415,151.71684909399406
29,19,1,0,1,55.19686930418232,207.37165757374208
29,27,1,1,1,68.56225519320157,242.8411657020168
35,17,1,1,1,58.599718012560885,216.780987546241
33,30,1,0,1,74.4043228045569,259.4885029055507
32,33,1,0,1,77.40570591466977,266.9759447598325
31,21,0,1,1,58.523762092706185,214.81486025062412
32,18,0,0,1,55.239700749070415,207.5343864516336
25,30,1,1,1,68.44773510956948,242.48258091089667
20,23,0,0,1,51.3215354484003,193.62783651496443
26,17,0,0,1,49.39992370949898,191.4083867455907
45,11,1,0,1,58.49665100723493,217.82087122210447
20,23,1,0,1,53.17220471871303,196.3958003103616
33,31,1,1,1,75.98775410784788,265.8229403114863
35,26,0,1,1,69.91861123850951,249.05282271421345
25,15,1,1,1,47.74272709560746,184.8722291015926
24,18,1,1,1,48.719248112047474,190.33642501937624
30,21,1,1,1,59.667967270708616,218.1635704090621
36,25,1,1,1,71.63183353033122,252.1735231989558
25,23,1,1,1,59.60072010812159,216.967657099118
21,24,1,0,1,54.69042372193103,205.7547927528354
23,27,1,1,1,61.51629856413063,223.5231049613677
36,12,0,1,1,50.2414330468523,191.43942777521625
37,7,1,1,1,45.22941285314332,179.90953291045474
31,13,0,1,1,49.40827456877418,188.27659070791717
29,13,1,0,1,47.87971288157336,186.2733902697091
32,29,1,0,1,72.14061621398383,256.5586023042879
41,18,1,0,1,64.00434295432953,230.9845857375572
33,16,0,0,1,52.93617385746557,201.7306740581776
38,22,1,1,1,70.06565357131915,246.86606960613096
39,13,0,1,1,54.63738248613505,208.1901299889596
21,10,1,0,1,34.06584098460415,145.27095194296896
24,26,0,1,1,59.85112164320925,220.67357978273265
25,21,1,1,1,55.73815671198371,207.34682433255773
34,24,1,1,1,69.44800842914606,246.39966465387488
20,29,1,1,1,61.8608805865486,224.36688081533524
30,17,1,1,1,54.0932506193498,203.3122754944337
18,18,1,1,1,45.8439262896722,179.57428766333095
11,11,0,0,1,27.00472830521312,124.143830330989
17,13,0,1,1,35.22061872222737,149.8310366390855
33,31,0,0,1,73.84260645762801,257.36883102117
35,25,0,1,1,68.89072526054376,243.6008484305759
18,20,1,1,1,47.65332475236177,183.6095778401562
23,23,1,1,1,55.45106080862298,206.76976660131197
26,31,0,1,1,68.45278808349687,243.14015141579583
23,24,1,1,1,58.23204696788529,214.5074605450692
22,15,1,1,1,43.83357893137142,175.3574032553516
39,24,0,0,1,70.06201815011352,250.37332206098208
28,14,0,1,1,48.04418805905696,185.84580277302211
13,22,0,1,1,46.63773287291129,180.33341448036927
12,18,0,0,1,38.6299056594755,156.41002676867686
22,19,0,1,1,50.09459747785623,190.14091695591773
32,19,0,1,1,56.75216762233358,212.2992582074681
23,17,0,0,1,47.79119699205428,181.8730614835005
18,20,1,0,1,46.740463469737634,179.69640937470567
20,27,1,0,1,57.77960665783344,212.7771582113444
35,22,0,1,1,65.98952703249266,235.82968767262548
10,23,0,1,1,45.0468532542498,175.3612653487492
29,22,0,0,1,57.80498506792343,211.6796213100018
20,11,1,0,1,37.5216546416273,154.76615726580874
31,28,1,0,1,67.46763979672063,244.63183580269663
31,26,1,1,1,67.85635105392404,242.66860400373048
22,19,1,0,1,48.904073275426335,187.8766209987763
44,24,0,0,1,74.88959332908209,262.45482983815026
29,18,0,0,1,52.234534650273325,197.4481900313074
32,6,0,0,1,39.75871604543191,160.86277928375085
27,17,0,1,1,50.51895064454413,191.784789367067
24,21,0,1,1,52.87327558700833,200.71243097404124
44,17,0,0,1,64.60127668784291,234.1173071884874
37,20,1,0,1,62.04913690845383,228.3628577632547
17,22,1,0,1,46.712941185780615,182.43905828232005
20,20,1,1,1,50.53466918238723,191.04049717243657
11,18,1,1,1,38.163620226076745,156.42942164560253
35,25,1,0,1,69.17911993158458,246.5713750153444
37,16,1,0,1,60.45915497284473,216.27578305899493
40,20,1,0,1,65.59448690817287,240.38974201464129
26,25,1,1,1,62.13546262197203,221.7765080009396
33,16,0,0,1,53.58219734241376,203.2296739455992
17,30,0,1,1,58.48933076559506,216.2854937234298
32,20,0,0,1,56.53754963120098,211.30287384600933
22,29,1,0,1,61.57459282528219,224.24503467109676
36,16,1,0,1,55.77775058008446,209.7210077797175
20,24,0,1,1,53.882183639063165,199.4628572465704
36,15,1,1,1,56.39857794094574,210.9081163610763
34,14,1,0,1,53.39997070271072,200.87984220499263
34,27,1,1,1,71.62630080217811,254.84353889089667
39,21,1,0,1,65.60486469580171,240.94697794903996
45,17,1,1,1,67.17586406908252,239.45596438531072
19,26,1,0,1,55.12480681458737,207.3859230393936
32,15,0,1,1,53.49172950785796,201.39684058770655
25,23,1,1,1,59.73349845610366,220.65081332178752
45,14,1,1,1,63.91271361185236,233.17784089966784
33,25,1,1,1,69.50289612141266,246.86115817382225
35,31,0,0,1,75.67550648951114,264.30809519859577
26,18,0,0,1,49.59180238512644,189.78610506722592
22,26,1,1,1,57.590341164192814,214.64015113296705
29,28,0,1,1,67.96952679640644,240.827671515614
15,20,1,1,1,46.2236965065065,178.9997167832096
34,24,0,1,1,67.31274416036219,238.4728654377656
36,21,0,1,1,64.42173173304971,233.58239875558195
24,24,0,0,1,57.41726811236506,211.0981643546087
23,20,1,0,1,50.20703676546227,193.72099430417796
35,19,0,0,1,59.11168310908819,218.7520785330661
43,19,1,1,1,69.65084320482946,247.39821684801603
32,25,1,1,1,66.15716082510734,238.2685522499133
25,15,1,0,1,45.10335548112961,178.1028444522608
21,18,0,0,1,46.86779326729476,179.2050578768862
8,20,1,0,1,39.37117628586549,155.57024785892395
48,18,0,1,1,70.5214900051424,253.1039096793833
28,20,0,0,1,54.54820421512117,204.39726600785548
27,23,1,1,1,60.22134929817601,219.98584770253987
36,16,1,1,1,56.94150941353752,210.68222195377496
34,25,0,1,1,69.03069990422428,245.5195250739389
21,20,0,1,1,50.16899760437491,191.0027767533857
28,14,1,1,1,48.76082465835242,189.2630844577178
39,22,0,1,1,68.06274133227856,241.3016809667012
36,21,0,1,1,65.04291319455058,232.83656028007917
35,19,1,0,1,60.59025194070385,223.59610033936573
22,7,1,1,1,32.33927258163092,141.97743611951506
32,13,0,0,1,47.7677175656484,185.0570197041936
40,26,0,1,1,73.4162940287287,260.07131861546725
37,18,1,0,1,60.52944901158936,220.9939139142453
33,22,0,1,1,62.57649249071251,228.6566689213362
12,12,1,1,1,31.391292498428644,138.58437612987953
24,8,1,1,1,35.79842695299224,153.0532270942482
19,25,0,0,1,51.3333830026233,195.69122589781836
21,18,1,1,1,48.255589848885705,185.65761750293643
37,21,1,1,1,65.75779535881115,234.70458061796123
26,27,0,1,1,62.671913733491934,226.4843988017361
43,13,0,1,1,58.53406181652199,215.94582107311092
34,20,1,1,1,60.69721723513483,223.52637759424448
21,12,1,1,1,39.510998701511326,162.89753553890583
20,19,1,1,1,47.80182986610451,186.4416990026658
31,19,1,0,1,57.90398155809167,215.07397298165412
26,24,0,1,1,60.40553028673584,220.9015884501055
34,20,1,0,1,61.59273984573693,223.1464177252361
30,18,0,0,1,52.82201216122276,199.06933705346395
24,13,1,1,1,43.46549957468908,171.32469045586492
25,31,0,0,1,67.83703607355929,238.06644486810967
30,20,1,1,1,58.03625723740297,218.9717946565852
22,25,0,1,1,56.02550649163141,209.03911161509092
35,25,0,1,1,69.24471817598756,243.8563530934731
27,14,0,1,1,46.428071749352526,181.0363771430567
42,19,1,0,1,65.95521522694659,239.55312000385476
29,19,1,0,1,53.82077706682388,202.52042750744152
36,20,1,0,1,62.09550009506586,224.8572253343643
37,13,0,1,1,51.39550848968064,197.88063414576172
30,12,1,1,1,46.57529110582858,182.6310658502612
26,22,1,0,1,57.23708839663962,211.7061124627241
43,19,1,1,1,66.62121090609499,241.27284209119685
25,15,0,1,1,44.65020459078279,176.05751834233183
33,20,1,1,1,59.26758281382456,217.4912571566965
34,28,1,0,1,70.56610063871464,251.01369719343515
31,26,1,0,1,65.42436683238084,238.3890319883401
26,26,0,1,1,61.837987253279415,224.0709562349858
29,16,1,0,1,51.35699698739997,195.34967099231272
30,18,0,0,1,53.579429590524434,199.70205172268425
21,29,1,1,1,61.836601861602105,221.5911218190128
29,14,1,0,1,49.283572777789445,188.81304791696888
27,26,0,1,1,63.36051099234713,229.32074165594463
30,25,0,1,1,62.82477719427055,229.2481770029394
30,20,1,1,1,57.8921485504932,215.77192794543384
31,23,0,1,1,62.92002443358352,229.83168159767408
26,13,1,0,1,43.709801162810464,175.5239782366501
38,13,0,0,1,55.019545519388906,204.8517173410303
16,16,1,1,1,41.05947289741407,164.59609389415627
29,26,1,0,1,64.14849540747409,231.81475360805436
32,6,0,1,1,37.93809161054222,158.894004643288
12,2,1,0,1,14.966119456950612,91.87772063160908
39,15,1,0,1,56.7870586279352,212.52563334379943
39,17,0,1,1,61.61706768683419,226.42137465680744
29,15,1,1,1,51.03749029818947,191.58010285196232
37,23,1,1,1,67.61424009517292,242.53572002393057
34,18,1,0,1,59.430480051475655,218.78509155720843
35,20,0,1,1,61.23679257976758,226.07492602129076
27,19,0,0,1,49.22176269335292,190.85184517097952
38,18,1,1,1,63.35698037111763,229.84304903339432
33,21,0,0,1,60.19693225164981,222.56825815393424
31,19,0,1,1,56.86289206692639,211.5664949461107
16,16,1,1,1,40.95552048223054,162.11980974676112
17,12,1,1,1,36.18902800554308,152.60039484898462
33,24,1,1,1,68.74560134547635,242.76204986485328
33,24,0,1,1,65.7930318023447,233.92070336511185
30,20,0,0,1,56.663974801693165,209.0750190552958
33,26,1,0,1,69.36662250863041,245.6187235284784
25,24,0,1,1,56.86879593580492,210.4818932425926
31,22,0,1,1,60.6782001445624,220.2917507906592
3,18,1,1,1,32.17989031036396,139.36924674488913
33,16,0,0,1,52.485328263369375,199.91898568100683
22,22,0,1,1,52.49668691875021,197.47431188122263
40,17,0,1,1,61.53912621509021,225.32040478742772
29,21,0,0,1,56.96447840311843,210.91741396734585
36,16,0,0,1,56.088956968668754,208.92154590762175
32,24,0,1,1,65.23268976549883,234.9757942994985
18,17,1,0,1,41.92703829936754,170.4112431645522
40,11,0,1,1,54.15520178831859,203.4915643941447
32,19,0,1,1,56.34308674381752,209.64861523648975
28,24,0,1,1,59.40484849851231,218.9984690550464
18,20,0,1,1,46.828726027248486,180.0345526226863
37,20,1,0,1,63.79676579771042,230.7838660160774
28,18,0,1,1,50.29874920105905,195.9581676275669
30,16,1,1,1,53.33155882445099,201.5603934036426
8,16,1,1,1,31.857249006613408,139.3834138089208
33,18,1,0,1,57.976418663472,212.226132608634
25,22,0,0,1,55.399136745250864,204.8096659716392
41,27,1,0,1,76.56980822371492,267.1187160599666
24,17,1,0,1,48.785565155081656,184.46819150654144
29,6,0,1,1,35.05827825993171,150.94459352081302
29,11,0,1,1,42.89632817469537,173.53007677908764
30,20,0,0,1,57.316213653895566,209.4614037993233
42,18,1,1,1,67.11305066199695,241.86375425918803
22,21,1,1,1,51.21067459037574,195.26261707533345
39,29,1,1,1,78.48797407045508,272.80812843302385
27,6,1,0,1,34.34917189594163,150.28553186144848
32,18,1,1,1,57.69140447919564,214.30545684657451
32,17,1,0,1,54.29738662244085,206.78388087235
28,26,1,1,1,66.17065904793165,238.5146305746616
24,13,0,0,1,40.33369877228391,162.2966061976721
30,21,0,0,1,56.80958460230399,215.27085899569548
17,18,1,0,1,42.95632556145728,173.2176447729539
25,17,1,0,1,49.26503990999727,188.23062248015532
32,29,1,0,1,71.38307776301687,251.0438772649169
18,27,0,1,1,55.03933817670005,204.4168956299524
29,19,1,1,1,55.46295339722158,209.71380830662332
36,21,1,1,1,66.2143215317211,234.7811141915692
25,28,1,0,1,65.23531747182274,233.55165021763244
13,11,0,1,1,29.231284147460425,133.83819735845833
11,26,1,1,1,51.53110066693191,193.2504622405574
36,12,0,0,1,50.4971533612046,191.7578720840179
18,19,0,1,1,45.61813226995624,177.5912286906137
39,20,0,1,1,65.7528587346762,235.54244509846023
38,23,1,1,1,69.10102363602064,247.50229968826704
22,17,1,0,1,46.1559991108902,181.2088988525431
39,11,0,1,1,52.09661742625922,199.34010034301477
38,22,1,1,1,68.19692438529505,246.22623058457805
19,19,0,1,1,44.52934248753249,174.9305763210802
28,28,1,0,1,67.16132778461912,239.7398684306069
33,19,1,0,1,56.952581503608265,212.37024567102543
32,13,1,1,1,50.02529035920893,195.29407060378503
40,18,0,1,1,63.80187249845309,232.86945838592425
31,17,1,0,1,53.68454847244745,201.465185221282
15,21,1,1,1,46.943051325568,180.03786725548426
28,28,0,0,1,66.74764939415023,238.55873111090787
42,22,1,1,1,71.6476333928921,254.9025861638112
26,15,1,1,1,47.66162982386025,186.8931112013373
36,21,1,0,1,62.28699981740192,230.12854361177747
23,12,0,1,1,40.49698135918872,166.16036576201793
21,18,1,1,1,45.94694660451791,181.59945309074797
16,14,0,1,1,36.57268665121568,149.80655916848536
35,30,1,0,1,74.2827922690445,262.005086452592
22,27,1,1,1,61.12549966438662,223.66297544284532
27,31,0,0,1,68.14312137318842,242.0304105254723
33,22,1,1,1,64.901888064604,233.95783284735515
32,16,0,1,1,52.47305055651319,198.17868402638223
31,14,0,1,1,49.27167044301753,188.69670070262637
39,17,1,0,1,62.635879493007565,226.71577135963352
38,34,1,1,1,85.40509911891044,294.0672376232303
13,35,1,1,1,65.30187704143273,231.05428211825244
39,19,0,0,1,63.13825980461294,231.1468407873384
15,23,1,1,1,49.73545158393494,187.4087629351973
26,26,0,0,1,63.35266818047162,225.50425979311692
34,19,0,1,1,59.79179788134863,217.0965022523152
23,18,1,1,1,48.200285199158834,185.52030448037775
31,16,0,0,1,50.45717529041303,191.6857993741025
38,18,1,0,1,61.936700591357415,225.7605387205409
32,25,0,1,1,65.33103148894912,235.659942768468
26,19,0,1,1,52.418740267751645,198.84412599118664
24,21,1,1,1,55.635840461268096,207.2096216819305
27,11,0,1,1,41.65731046435588,168.88649206980696
30,24,1,0,1,61.14757118332791,225.1328539686304
25,19,0,1,1,50.05283728239748,189.89768284043188
37,25,1,1,1,71.18230810769519,253.4315640265618
31,16,1,1,1,53.44627140630482,202.4849311202227
32,19,0,0,1,56.43558357841916,211.18474337012617
40,26,1,1,1,74.19877462045895,263.58968644622985
30,18,0,0,1,54.92999199605813,204.06791590888255
26,10,1,1,1,40.31208861314667,163.21874363171435
29,19,1,1,1,56.57181441750964,210.6664357081023
