income,age,gender,region,earning_threshold,policy_participation,employment_rate
5,3,1,0,7.138271959521841,1,15.13154975946782
5,6,1,0,7.836004292705577,1,17.662056708414656
8,5,1,0,6.183088879159745,1,15.532469959647354
9,8,1,1,1.636078089174303,0,8.754036366096592
4,8,1,0,2.689356520149113,0,10.06199825803466
2,6,0,1,3.953754707281999,0,11.344998033443929
11,9,1,0,4.530779884842581,1,16.464640222903462
9,8,0,1,3.4938265918976192,0,11.956851861408294
4,5,0,0,4.909283250636315,1,14.510631595749413
8,5,1,1,7.054633900442852,1,15.93006191866447
5,7,1,0,0.9466562565266609,0,6.4043410272128
10,7,1,0,3.660412085486824,0,11.432097921524996
9,7,1,0,1.3194950371503271,0,8.125031113474346
11,6,0,0,3.198633846419553,0,12.124205816656549
10,7,1,1,2.4523871765701903,0,9.3037570572124
8,5,1,1,6.770372244037812,1,16.574160773408174
13,8,1,1,4.416473287282712,1,14.958668827773549
9,4,0,0,3.597434326358904,0,11.509534957553232
8,4,0,1,2.956095576685062,0,9.330910245078805
5,3,0,1,5.324039886795569,1,14.29644980623376
7,4,0,1,2.4107832036444954,0,9.698410777285735
11,4,1,1,5.33924350037841,1,14.885569808631756
9,7,1,0,4.389159505888922,1,14.398058821320554
2,8,0,0,5.564837933103367,1,15.175487815927347
15,6,1,0,4.76686408545001,1,15.21095133969763
5,3,0,1,3.3618763604553035,0,9.272883915957069
7,5,1,0,2.6445856382929067,0,9.407100833354397
6,8,1,0,3.6407863945415184,0,10.906412281080597
7,6,0,1,4.462355045097628,1,14.353521526167125
4,4,0,1,7.623843244570049,1,16.457166523026547
4,8,0,0,6.580932382329923,1,16.88968831587679
9,4,1,0,5.211318626706008,1,14.75305776639417
5,5,0,0,5.0709705388961375,1,14.578467661450263
9,6,0,1,4.763608703052894,1,14.19285663878991
7,3,0,1,3.534101475527484,0,11.287126933941227
10,6,0,0,2.5038120014300542,0,9.346904590993969
9,3,1,1,0.5079422165726721,0,5.735608499169183
6,6,1,1,5.435059992516072,1,14.6747298316926
9,6,1,1,7.5708754088813315,1,16.696423784376943
13,4,1,1,3.791427750031983,0,11.400711502065452
12,4,1,1,3.8520628930356255,0,11.014369671752156
8,5,0,1,9.041045923329868,1,18.264275510715667
5,5,0,0,4.930366182558518,1,14.688471463799706
14,7,0,1,2.2103460943841235,0,9.932390813498506
5,8,1,1,2.674634732536421,0,9.802543457679658
4,5,0,0,5.471904406752774,1,14.61402293795856
9,3,0,0,4.928193245865061,1,15.118727311694808
3,7,1,1,5.13513359581638,1,14.176955697861958
5,3,1,0,2.250590413119647,0,7.820978962802256
6,5,1,1,3.7774107910806696,0,10.591946713476824
3,6,1,1,3.553271940079811,0,10.483044706467428
11,5,1,1,2.218442396775409,0,8.981499525519046
6,8,0,0,2.243328006654945,0,9.983733661246024
8,8,0,1,5.7979875800003775,1,16.033518671048245
6,8,1,1,2.3354166756220103,0,9.628544398764978
7,3,0,1,2.0795269797405105,0,7.9636134856157055
6,3,1,1,7.18899107845147,1,16.194020207950373
9,8,0,1,1.7303789748519502,0,9.498674082063346
5,6,1,0,6.081282431336012,1,15.221809282540429
7,7,1,0,4.014030205611183,1,14.869890906336272
7,6,0,1,-0.6104902129457432,0,5.429392161700877
7,5,0,0,1.524134857343586,0,7.471878975841985
8,7,0,1,1.4392969233073698,0,8.127008383438787
4,4,1,1,5.975409734864224,1,14.448781208741291
8,7,1,0,4.836080087561423,1,14.264537472095222
7,3,0,0,1.6930788519550477,0,7.841456168105048
11,4,0,1,3.660043215380248,0,10.807108370449702
7,5,1,0,0.9665963865076526,0,6.969007230801494
5,6,1,1,1.975708303384862,0,9.242196152225889
3,4,1,0,1.3655772336262082,0,6.356810797960565
9,9,1,1,4.98024269968581,1,16.003480066784633
13,4,0,1,4.811804078738265,1,14.601987239087707
7,5,1,1,0.6292928754532183,0,6.903022162946004
7,5,0,1,5.864480719778232,1,15.74731519712607
12,5,1,1,1.407236770191826,0,8.183829291762164
2,7,1,0,4.52214813730956,1,14.080082514492036
4,5,0,0,3.643152979297832,0,11.16504110616744
7,5,1,1,6.114884505872417,1,15.092989332200712
0,6,0,0,2.787583723413957,0,9.721319193100134
7,6,1,0,5.157543551351632,1,14.852359256405329
1,7,0,0,2.462525755021985,0,9.845661925786768
7,5,1,1,4.992858864287092,1,14.277362919406505
7,6,1,1,4.868056600199697,1,14.555482557933514
7,4,0,1,3.5614885992341896,0,11.039656303714066
5,6,0,1,7.9222413782690015,1,17.77716200112826
12,6,0,0,5.320698635398833,1,16.22175340097511
6,5,1,1,4.5242732535637975,1,13.164701953724396
8,6,1,1,3.053233614651412,0,9.999001327612527
8,7,1,0,6.592310555334268,1,16.978808234226378
5,5,1,0,2.646311819444397,0,9.137230880266545
6,6,1,0,0.6828737193193062,0,7.276495690626872
5,7,1,0,4.790608570223139,1,15.060316671748645
8,4,0,0,5.198619345457838,1,14.55958259554112
11,6,0,1,2.583607981645869,0,10.034299329966396
6,6,0,1,4.781317552924771,1,15.69673161353552
8,3,1,0,5.160905226259436,1,13.635094847729368
5,5,0,0,3.385940883168527,0,9.92061202941914
7,5,1,1,1.4872874863472454,0,7.013520343227229
12,6,0,0,4.382239454670481,1,14.967896552828687
6,4,1,0,1.7685148946214757,0,8.268362693997723
3,4,0,0,4.382285135639499,1,13.203455176908491
9,5,1,1,2.1208843090191927,0,8.686740247296406
10,7,1,0,7.05869390037648,1,15.722958324314662
8,3,0,1,4.789954648055958,1,13.338868906422904
9,5,0,1,2.55167626347874,0,9.72710247631387
5,8,0,1,2.2997144774670613,0,9.731640722608145
8,5,1,0,3.990450467742751,0,11.40403225003072
6,5,0,0,8.100133413379375,1,17.242532650956367
9,7,1,0,3.58854596665659,0,13.06556929835579
12,6,1,1,5.697808156836484,1,15.653628909435437
8,7,1,0,2.2089884587961883,0,9.20170528045584
7,5,1,0,3.57479380292555,0,10.763147625848196
4,5,0,0,8.989011637879265,1,17.224935323718693
11,7,0,1,2.5774836250264395,0,9.854932294761
9,6,0,1,4.071798367855271,1,14.817270418074536
4,6,1,1,2.5045119324741365,0,9.125607301482049
5,3,1,0,4.805191871406896,1,13.414639403147527
8,6,1,0,1.85010647034652,0,8.45228704117228
4,4,0,1,1.3751510182826174,0,6.899402213052749
5,4,0,0,9.290936569754834,1,17.674542415565668
11,6,0,1,4.507911478141952,1,14.933796655991037
10,7,1,1,2.6705908506819487,0,10.386555810057065
9,7,1,1,5.7226534057495,1,16.760108605658456
6,6,0,0,5.275629240844104,1,14.456388572237913
5,6,0,0,3.1000151970491583,0,10.87399593346392
13,7,1,1,7.061063076887233,1,17.00995266762595
9,4,0,0,4.329234311936872,1,13.774046753164413
6,8,0,1,3.0533876108502103,0,10.0379037841908
11,6,0,1,6.764815293825153,1,16.779905833469954
8,2,1,1,0.8891898046678062,0,4.89865037376868
13,8,0,1,2.790848053988165,0,11.173237896629017
7,5,0,1,4.398271509122465,1,13.884965875007168
5,4,1,1,2.758836735888257,0,9.17023545973858
11,3,1,1,2.427736832997352,0,9.432165220374968
5,7,0,1,1.703585904418015,0,8.297779989195567
6,4,1,0,4.686094624863008,1,13.829855284471057
7,4,1,0,6.075147820250967,1,15.364806073261828
5,5,1,0,3.068089703909164,0,10.0028835568858
11,6,0,1,5.794551504038326,1,15.724501967300409
8,6,1,1,4.47410037742019,1,15.193479585248475
11,6,1,1,3.62267984173339,0,12.027846561300592
4,5,0,0,5.06927202914016,1,15.648462246643229
8,4,1,1,-0.1661387271635286,0,5.566494308231967
7,6,1,1,1.929228502518116,0,8.600094435430826
12,6,0,0,4.5130415776437705,1,15.48642300510931
6,7,0,1,5.0859859891297,1,15.003383296557278
6,6,0,1,1.9722180903620203,0,8.448610960500933
8,5,0,1,2.872157884003649,0,10.28199790947341
4,5,0,0,6.749446806054509,1,16.092481598700534
9,4,0,1,1.3633045918177389,0,7.469728748722179
7,6,1,1,3.789958867018644,0,11.285337024788609
6,4,0,0,3.4889865126747805,0,9.786599685281931
6,6,1,1,5.972890584176732,1,14.580635603389206
8,6,0,1,2.7574051330076754,0,10.174345353716507
11,7,1,1,1.665109218128045,0,9.744225609646678
10,5,1,1,3.1246988411410603,0,9.70969458240194
11,2,1,0,0.8712327740023755,0,5.906277255990746
11,4,1,0,4.274408497806845,1,13.816549118208462
16,7,0,0,5.201575813984903,1,15.287399947241449
2,4,1,0,4.737594583099034,1,13.83043496807402
9,6,1,1,4.64602479100214,1,13.922805062320318
2,4,0,1,1.4568306365912949,0,7.665340439049433
9,5,0,0,0.6782092981963777,0,6.609510903455361
6,5,1,0,1.0136182612634372,0,6.322033930207715
11,6,1,1,5.535965220028678,1,15.08360393709369
10,3,1,1,6.674082665821752,1,15.532268559572453
8,4,1,1,5.366524781586116,1,14.61507057257048
13,5,1,0,5.056580003441052,1,15.3663133147108
4,8,0,1,4.882859222466372,1,14.957704514041192
9,6,1,1,6.530783833022104,1,16.0864475070026
7,6,0,1,4.777583439152706,1,14.802515383535216
2,4,0,1,2.3074503050946795,0,9.070806591903253
1,7,1,0,5.21294228571628,1,13.898183324853218
8,6,0,0,5.700669991201352,1,15.769722118620455
6,4,1,1,4.814952249672482,1,14.46532353950402
8,5,0,1,4.712923569682754,1,13.92748051893322
3,3,1,1,4.945556076555023,1,12.898064938485687
6,4,1,1,6.39635388016354,1,15.551949404545912
11,7,0,0,3.55416552619666,0,11.68168832348864
13,4,1,1,5.2640615704328,1,15.584361731989254
3,6,0,1,4.943437663843065,1,13.951449634406938
12,5,0,1,4.379001331109884,1,14.00638852868079
12,5,0,0,6.187335068014001,1,16.107739718092734
9,5,1,1,2.0203052760290765,0,8.305866540731573
4,4,1,0,4.519603901196097,1,13.69977282781276
2,7,0,1,4.379899232059205,1,14.141426973171178
10,5,0,0,3.887785836301986,0,11.51098577420884
11,7,1,0,3.9463707937044727,0,12.695842367380594
2,7,0,1,5.67493449665861,1,14.759528520659227
12,7,0,1,6.406546221050296,1,17.717267475868393
14,5,0,0,2.4389897138539816,0,10.208618269176055
0,4,0,1,2.672530116094589,0,8.829236910609461
9,4,1,1,4.453414784133665,1,13.574861575164803
16,3,1,0,4.406369408739843,1,14.71018364400653
11,7,0,0,4.0043572735234765,1,14.473141350161937
5,7,0,0,5.013904404640759,1,15.263658339367804
8,5,0,0,4.576555222443487,1,14.759939626359092
3,6,1,1,6.230765873259486,1,15.649155141859666
4,6,1,1,4.449137337871738,1,13.566617173998903
14,8,1,1,2.364839173044282,0,10.12846366253633
4,4,1,0,5.880908419153825,1,14.667144902327836
7,5,1,0,3.490927009790472,0,11.654388385091952
9,6,1,0,2.0390719316130648,0,8.094958939606437
3,8,1,1,2.9507631437823383,0,9.949009697378688
3,7,0,1,3.7173716583044287,0,11.511336499039116
10,6,1,1,6.007703225745399,1,16.14683620879045
6,5,0,0,2.480024058831344,0,9.946998935533482
3,7,0,1,6.892016551530658,1,16.67416092593483
7,3,1,0,2.454747787014968,0,8.558990763457825
8,5,1,1,5.697563966348717,1,15.445811400850198
2,6,0,0,3.112865804891335,0,10.11128545628759
10,5,0,0,2.5844548612492195,0,9.756299304846966
3,6,1,1,0.9677997029577124,0,7.196612385643646
11,6,1,1,3.466641457300033,0,11.143241659323976
7,6,0,1,3.568837630736026,0,11.883373209213897
9,6,0,1,2.151721580518107,0,9.184996810544886
8,6,1,0,0.351414257390052,0,6.032084173775751
11,5,0,1,5.918946636549374,1,16.34821525769498
10,4,0,1,1.4517469034701622,0,8.57226309644826
2,6,1,0,1.3459949844273833,0,6.735237614561973
4,5,1,1,6.404617780129684,1,15.084602305188106
9,5,0,1,5.356081194071897,1,15.341081362529817
13,5,0,0,5.777736215678359,1,16.034630113371946
6,7,0,1,5.250658101682912,1,14.851138204442028
12,5,1,0,1.70395955220512,0,9.469673545189224
7,5,1,1,2.8004235518053178,0,8.664255922524168
-2,5,0,0,0.6046727041424811,0,5.645493360452445
2,5,1,0,1.4912236044079925,0,7.818831264422126
8,7,1,1,3.4402252722044717,0,10.634786367255442
-1,5,0,0,4.6687386586234485,1,13.545109163396583
3,6,1,0,2.997132581815822,0,9.83415311927336
4,4,0,1,1.8305013561333,0,7.194173812207105
4,6,1,0,5.913819341368139,1,14.840760109965364
12,3,1,0,2.550984613628753,0,8.646612176439051
7,4,0,0,4.995905898098052,1,14.647296157077244
10,6,0,0,3.9590297062274975,0,11.19912123295643
16,3,1,1,6.2530222478862925,1,15.70219701937871
8,5,1,0,10.734727573767625,1,18.58308617888596
11,7,0,1,4.194264882231839,1,15.215650425499197
8,4,0,1,2.519373930019486,0,9.76707191402194
13,6,1,1,5.650022311731836,1,15.337969324441056
7,5,1,0,7.142409751762994,1,16.209974629061026
10,6,1,1,3.676089825008472,0,11.481519062282288
7,5,1,1,5.057670004158412,1,14.53356487570509
7,4,1,1,6.592301133649211,1,15.768760435545357
7,5,1,1,2.114761340878422,0,8.41211638454575
10,2,1,0,2.8382145254861357,0,9.67819058098161
10,4,0,1,3.415940189734007,0,9.640172307619451
7,9,0,1,8.51604610614361,1,17.427574280382057
6,7,1,1,3.5833359761505434,0,11.814744638977295
7,5,0,1,3.325400180673733,0,9.876059679835558
7,6,1,0,5.50424042157975,1,15.793045982415231
5,5,1,1,3.9030986504454295,0,11.130879903664026
8,6,0,1,2.3110710214610157,0,8.96567966621491
1,4,1,0,1.8660994106148472,0,7.804132142522217
7,5,0,0,1.9885707575033265,0,8.559186983361439
13,5,0,1,5.9068331007994965,1,16.432375401080826
3,2,1,0,4.659352867514894,1,13.62023530118607
6,6,1,0,3.27286369915132,0,10.77634545765934
6,8,0,1,3.7259048646942903,0,11.613147058253269
2,7,0,0,3.857773567499295,0,11.136096054918823
11,4,0,1,5.606229345062534,1,15.702334510799798
10,3,0,0,2.498145956623587,0,9.394037977262322
8,5,0,1,1.5605400115289072,0,8.8762532224438
9,5,1,0,-0.1925359374118462,0,6.154745180373104
11,7,1,1,4.624281244543168,1,14.132443547482088
9,6,1,1,4.270046523171464,1,13.886850311691092
11,8,1,1,5.691664110518441,1,16.497754856836174
9,8,0,0,5.046830027025267,1,16.002216324618068
0,4,0,0,2.607652930119056,0,8.433262986464841
1,7,1,1,3.0300414110456835,0,10.407096280624057
7,8,1,1,3.9651491135319623,0,11.573421553224351
8,6,1,1,4.200631783235136,1,14.85969563989675
7,5,0,0,4.215505106536116,1,14.342151385750537
7,5,1,1,4.131818133134956,1,13.422845561967645
2,3,0,1,4.513134768385292,1,12.81353399658447
12,5,0,1,5.29883871276337,1,15.077852323955536
6,5,1,1,5.03990608890726,1,13.779892259882342
3,5,1,1,3.868799374773977,0,11.775968332227547
13,7,1,0,4.768072228133838,1,14.722564112052972
12,7,0,0,0.4013247932173742,0,7.070310907845481
7,6,1,0,4.722319988651114,1,14.14004192787556
3,7,1,1,5.650806939380005,1,14.441774248182735
4,7,1,1,3.52370473852448,0,11.21974645241297
5,6,1,1,6.562217309505749,1,16.50810982093977
15,4,0,0,3.361920778060152,0,10.8112840260109
6,5,1,0,2.1966490339122737,0,9.26730700680866
4,4,0,1,3.319125278746731,0,10.172468974863024
10,5,1,0,6.948957084286992,1,16.085775396045307
9,6,1,1,3.904199314480381,0,11.841956886893904
4,6,1,0,6.751677372353729,1,16.24021946606102
15,7,1,1,4.882460121206206,1,15.115224550090522
7,4,0,1,3.838749912380313,0,11.457786677925313
8,6,1,1,2.220173537151639,0,8.936362799748593
10,5,1,1,8.66668047697422,1,17.162938182809008
4,6,1,1,6.373642845022202,1,14.870466242576947
6,6,0,0,7.240213926742918,1,16.04113261499133
2,4,0,1,4.776524752635061,1,14.35514042047224
3,2,1,1,4.184957661497786,1,13.07586130498408
10,6,0,1,4.726984433334602,1,14.783950612726024
5,5,1,0,9.141364380020416,1,17.52381838186115
10,5,0,1,0.5858604183793976,0,6.33969100005447
3,6,1,0,4.641033585648012,1,13.24146480718833
7,5,0,1,2.777029953890695,0,9.75006850237134
5,6,0,1,4.133130294300089,1,14.594705885026972
5,6,1,0,4.051263653549242,1,14.530576796867877
8,8,0,0,5.179163101814714,1,15.89166771600704
8,8,0,1,5.286672418544347,1,15.809731339597018
10,5,1,0,4.967887761093839,1,15.433662849046913
5,5,1,0,4.912993235418402,1,13.612389417975786
8,3,0,1,4.552125872573157,1,13.360808671013189
8,7,0,0,2.5471332637790964,0,10.07833092150836
7,8,1,1,2.149347298249436,0,9.468359092810696
8,4,0,0,4.547903126338973,1,15.450863974664337
4,6,0,1,4.328509582463276,1,15.072623938275528
6,5,1,0,3.1372617054453227,0,9.371002558321322
9,7,1,0,4.16942983979336,1,13.100774586981608
8,5,0,1,3.678921653213584,0,11.513176552087687
13,4,1,0,7.080160830602373,1,16.427137947192275
8,5,1,1,1.0057854792774283,0,6.308394425538716
7,7,0,1,1.8140768330874184,0,7.745232159531541
7,5,1,1,3.340826852441612,0,9.62366586656512
7,6,0,1,4.3660916023110685,1,14.206832906429046
9,3,1,1,8.143690267626353,1,15.834750184336238
6,7,0,1,3.0226613059705163,0,10.402760065945523
14,4,1,1,4.96076246773796,1,14.816823950946931
8,5,0,0,3.300972504853715,0,10.129454877624536
10,3,0,1,4.39990155099093,1,14.517912929952448
6,7,0,1,3.2525546908372203,0,10.600074644482373
12,5,1,0,5.952396133321531,1,15.43269511814735
10,3,0,1,2.2706548438036966,0,8.876734578613338
3,6,1,1,3.178509950071439,0,10.63444803102048
5,4,1,1,5.231222566336528,1,13.906850543241315
11,3,1,1,0.9371750333790776,0,5.951308540206238
13,5,0,0,6.761363889928771,1,16.137692444862065
6,4,1,0,3.249648329645771,0,9.647957789679326
7,5,1,1,2.4218022930276177,0,9.351103260745658
9,5,0,1,3.673807452831472,0,12.442643563290693
9,5,0,0,4.761696870845357,1,15.164287816997993
8,5,1,0,6.998239752428431,1,17.08835903205393
7,5,1,0,1.248420102899038,0,6.592178416965596
9,6,0,1,5.229781705523349,1,15.251827773909476
8,3,1,1,5.439134567222709,1,13.330262218380543
12,3,0,0,3.396805787500524,0,11.11227358596778
2,6,1,1,1.2695436210132391,0,7.066676525700874
8,7,0,0,4.170383837260238,1,15.161624024382274
9,4,0,0,5.922060370574289,1,15.665238000106507
5,3,1,1,6.980981286119734,1,14.638734554332448
7,6,0,1,5.311934563546593,1,14.931581561438737
6,6,1,1,4.488453116750896,1,14.209665180801894
8,6,0,0,2.9787673062518287,0,11.023179154198909
10,6,1,1,4.150951706120854,1,13.783397575504685
6,8,1,1,4.280710510468231,1,14.74610195506791
4,5,1,1,6.82296642679092,1,16.014351861410482
12,5,1,0,2.621257688296017,0,9.897420739608291
8,3,0,1,5.804275743469322,1,14.620452992888795
11,4,0,1,8.18168096319382,1,17.293559225849123
6,3,1,1,-0.3085815287828577,0,3.605843468614193
9,4,1,0,4.397279540808873,1,14.504242480173296
3,5,1,1,5.930236929585017,1,14.902533721017932
5,4,0,1,11.32979215922438,1,19.09455750380933
2,5,0,0,10.038477522899676,1,17.917457976841607
6,7,0,1,5.801890332234053,1,16.205432458434363
2,6,0,0,1.645427547547872,0,8.82220689776991
9,6,0,1,4.406212640515133,1,14.9280500440824
8,6,1,1,3.0644371194815268,0,10.096735476763286
10,4,1,0,2.682425616807224,0,9.216054132182798
10,3,0,1,5.744299182015074,1,14.866389685941558
1,4,1,1,4.473920027538084,1,13.505851261027097
10,4,1,0,8.933643432403727,1,17.333494734660952
12,7,0,1,4.610956105763077,1,15.158160733901674
10,4,0,0,6.100763690819582,1,15.263352434919922
9,7,1,1,3.312208400655151,0,10.624476672549584
14,3,1,0,3.1154193624132382,0,10.220027978565046
4,6,1,0,5.227682669201122,1,14.96672042419726
9,7,0,0,8.005384365926691,1,18.084158898989926
9,4,1,0,5.852765158612076,1,15.337898168263235
8,6,0,1,5.577877822798854,1,15.739174607820477
8,7,0,1,4.589479493024213,1,14.159970097247172
7,7,0,0,1.7227357039330928,0,9.089367438896934
13,5,1,0,1.9127662229852052,0,8.515059021186843
8,5,1,1,5.883042253406407,1,14.882498397480816
5,5,1,1,1.3351378773401843,0,7.052643507576586
2,6,1,0,8.313378304831826,1,17.509250260518655
8,5,1,0,6.4913736467421685,1,15.76672771290929
6,6,0,1,5.857670333461091,1,14.585901814653198
8,4,0,0,3.7810962090400864,0,11.56946014127934
7,6,0,1,4.894919233398564,1,14.652378614510328
11,5,0,1,5.081624266190317,1,14.125094892425366
11,4,1,1,4.75500701151512,1,13.484583278679638
7,6,0,1,4.357846052580076,1,14.88902945360848
8,5,0,1,7.488513652239909,1,16.800995406633696
1,7,0,1,4.501517507847105,1,14.071501717826598
5,6,1,1,3.962659374170777,0,11.946848367385105
7,7,0,1,5.330902475178977,1,16.120456358472484
10,5,0,0,3.185912347312365,0,10.34265354926582
4,4,0,0,4.465183313347492,1,13.696483625625948
12,5,0,1,3.510694181222403,0,11.755893886982662
5,6,1,1,6.714564503310922,1,15.358497435463214
5,6,0,1,4.477739252888011,1,14.037344923514254
7,6,1,1,4.524682521108611,1,13.938993763178956
4,3,1,0,4.290348223247614,1,12.825003309972182
6,6,0,0,6.556951990685757,1,16.182956417084046
11,4,1,1,2.725462570549327,0,9.306557234311462
4,5,1,0,1.88259739429008,0,7.36650856704351
7,5,0,0,1.7745803169219356,0,8.692392508004424
10,5,0,0,7.1617470181773015,1,17.397304238954696
8,5,1,0,6.474471330521844,1,15.753171616927014
9,3,1,0,3.311518040695189,0,9.680732271454028
5,2,1,1,3.4302912238114724,0,9.716262467417994
7,7,1,1,4.998355923260436,1,15.230674242184769
3,5,1,1,4.014221362168112,1,13.94364087873254
4,6,1,0,4.767276472051216,1,13.764854295918797
11,6,0,1,3.6659291117126314,0,11.525888633823076
0,6,0,0,4.66968752047354,1,14.51900619135255
12,7,1,1,2.9045397183424115,0,10.496539423703588
9,5,1,1,4.810796879662501,1,14.779601931797222
8,4,1,1,2.039014028056948,0,8.526519422386674
8,6,1,1,7.105766332265599,1,16.57215010575551
4,5,0,0,4.30169577238168,1,13.991558358146822
3,6,1,0,8.033693098521804,1,17.01405508257768
7,5,1,0,-1.0097120773877617,0,3.764333700026732
7,6,0,1,2.35191701048971,0,9.691497934593336
6,6,1,1,4.533556714972462,1,14.2037639551713
11,7,0,1,2.0527308337690364,0,9.567508274095289
10,7,1,1,4.931322063228362,1,15.038124924375465
7,8,1,1,4.411990434013284,1,14.330652061693565
4,6,1,1,5.207363537393826,1,15.112053490147156
9,6,0,1,2.834401456173434,0,10.588546852471907
14,4,0,1,3.8005281586154647,0,11.552372122169192
13,5,1,0,4.954843175408631,1,14.41655444056019
12,5,0,1,2.604229141092861,0,10.1237262541
3,4,0,0,4.835256902670004,1,14.049378768426005
6,5,1,0,5.077557108625021,1,14.579726410415166
10,6,0,0,4.478352226431347,1,15.237697404108372
6,8,0,0,7.425612881029043,1,16.908949916877013
8,6,0,1,1.7514914785193572,0,7.632094948384749
11,6,0,0,6.120020719242669,1,16.08910592002167
10,2,0,1,3.6597692399521575,0,11.14793844020554
8,6,1,1,6.278687730737705,1,14.62781949472746
9,4,1,1,-0.558724940656,0,5.078001757425029
10,4,0,0,2.314996192214119,0,8.4523646270091
6,6,1,0,2.7596435662298715,0,9.588710459867412
7,4,1,1,0.6478813562005881,0,5.1852538616334005
9,4,1,1,3.103987983968893,0,10.182872150577134
2,7,0,0,2.362813409271194,0,9.222011185172834
9,8,1,0,-0.851386946062556,0,5.232463839234118
13,6,1,1,4.452447130754126,1,14.6636892295351
6,6,1,0,3.234216563081826,0,11.196722136193168
4,5,1,0,0.0820709148802936,0,5.466599120986714
11,6,1,1,5.9183601532638415,1,15.471271827892831
1,4,0,1,6.133581015140387,1,13.861316078919856
12,7,0,0,6.530915208528265,1,17.443446180439437
8,5,1,0,1.478596847901958,0,7.683138204257086
14,4,0,1,2.041257716975984,0,8.10901969777779
6,5,0,1,1.5388845161028923,0,7.9584709367585456
9,4,1,0,6.440743482343837,1,16.218859920384762
8,5,0,1,3.360173987318533,0,11.006997355124478
2,8,1,1,0.2213290539255892,0,6.2636995113795
5,7,1,1,1.3995020066391386,0,7.693359450625457
3,5,0,0,1.700478996058938,0,7.912858978736009
9,6,1,0,2.885048481851804,0,9.609061230832344
11,6,1,0,4.214682883212746,1,14.011510897537711
10,6,0,1,4.22943929577694,1,14.529373221532298
12,6,0,1,1.849416719528392,0,9.181529469287591
4,6,0,1,0.6218724578886778,0,7.194476333411236
9,6,1,0,5.6977756413057286,1,15.611896313685286
7,6,1,0,6.10636688132711,1,15.07537272540594
14,7,1,1,2.952850700923509,0,10.534571858522485
6,6,1,0,7.122276005990679,1,15.867605246720808
