age,education_years,gender,minority_status,political_engagement_score,political_ad_exposure,post_election_satisfaction
8,8,0,0,24.81690906099532,0,9.573868890297916
6,6,1,1,26.14261123983028,1,19.04552648390377
4,6,1,1,30.45396677888528,1,22.22626897425252
6,7,1,0,25.17120519756585,1,18.546839843891544
9,5,1,0,25.54653305833733,1,18.491410847245973
4,6,0,0,24.19640669262848,0,9.161740869343946
9,7,1,0,29.694493736552253,1,21.425471998779503
4,3,1,1,24.819810001208733,0,9.293950110118056
9,6,0,0,23.232877075235937,0,7.392786280102046
5,4,0,0,24.04917262767289,0,8.92740263267041
3,5,1,0,23.249270372232576,0,6.682742947961061
11,8,1,0,28.41575663945283,1,20.365145687315675
6,6,1,1,23.19054451277699,0,7.458527036613542
4,8,1,1,26.24318334067976,1,17.674748329997694
18,8,0,0,25.27915954539429,1,18.66355852975961
10,6,1,1,25.689742882218606,1,18.95693859476385
6,6,0,0,24.445545513953693,0,9.681077184733445
12,6,0,1,28.43368489570582,1,21.276644566544565
6,8,0,0,26.23159895012404,1,19.36070935567265
6,5,0,0,24.954436699201786,0,10.358374513900351
7,4,1,0,26.94655364125365,1,19.368018137112017
5,6,1,1,26.948329768268813,1,19.526961107919025
0,6,1,0,24.016846784954517,0,7.5085666027910705
11,6,0,1,23.511043711978445,0,8.258410499977682
4,6,1,1,23.853865644799903,0,8.710913664225359
5,7,0,0,29.00378122214252,1,20.867124856525912
10,5,0,0,27.98555705454966,1,21.16261598614784
12,6,0,1,20.212127181803528,0,3.5605092746367197
11,5,0,1,25.82997415433844,1,18.46581613596301
8,6,1,0,24.156849078692545,0,8.291105197565487
9,7,1,1,26.9030643868441,1,19.178332620629945
4,5,1,0,24.47437333306025,0,9.372943873203145
15,6,1,0,22.357581043487905,0,5.7413185765064885
4,4,1,1,23.193519939177765,0,7.036496944618277
12,6,0,1,27.24830987792363,1,20.86304902590128
7,7,0,1,24.38759475720024,0,8.060820601966801
11,8,1,0,24.5053193610142,0,8.69997367450825
4,8,1,0,22.239545601255664,0,6.868607437399445
3,6,1,1,25.949781205049373,1,18.734876802839985
0,4,1,1,24.817583519868823,0,10.070245497575565
7,8,1,0,28.59590685609104,1,21.32245523682452
9,5,1,1,23.637514715363075,0,7.809006488034386
6,6,0,1,24.109994041745523,0,8.40370782011661
7,4,1,0,24.562995134447664,0,9.839272537990508
8,6,0,1,21.17761993788529,0,4.568023059588472
10,5,1,1,18.895865851578,0,1.5519065539832957
11,6,1,0,25.102403348443797,1,18.35924378688332
13,7,1,1,26.982460493782828,1,19.776802586375435
8,5,0,0,24.63896442164287,0,9.92472944159116
7,5,0,1,24.67076477852654,0,8.497784324092372
5,5,1,0,25.182282042067847,1,17.745516444415532
10,7,1,1,26.32931418279105,1,18.89270990192289
9,6,1,1,26.60713582861504,1,20.03556678914948
7,6,1,0,24.715993502790308,0,9.443588793142734
11,5,1,1,22.978700721653013,0,7.029539940804838
4,6,1,1,21.16953116006349,0,4.646142185326549
9,6,0,0,23.51948784427752,0,8.763735516911028
5,7,1,0,22.22832632137459,0,5.335890173582726
7,4,0,0,25.61389268634272,1,18.56179715946784
12,4,0,1,25.92745512589754,1,18.71632305174105
8,4,1,0,26.07227502381502,1,19.040021101925447
6,1,0,1,22.83657835981718,0,8.06548449624034
6,4,1,1,27.661441024643,1,20.663591871922456
12,6,1,0,20.96731014717532,0,4.042587217256642
7,5,1,0,24.6602720442758,0,10.269878807540149
10,7,1,0,23.401760104179417,0,7.521557227321802
14,4,1,1,27.831533878413897,1,20.55177620249073
10,4,1,1,26.29256758432649,1,19.73893797230439
8,5,0,1,26.31095820430543,1,19.27476994607185
11,6,1,0,28.02867843971569,1,20.342604538684384
12,7,1,0,25.12117967027264,1,17.773718938687292
3,6,0,1,24.867741469285864,0,9.833410528806898
9,5,0,0,25.7467519521983,1,18.96194000345301
7,3,1,0,21.9721767720882,0,5.091616146936028
9,7,0,0,24.095490841520142,0,8.837220818119043
1,6,1,1,21.59992296169026,0,6.382308985512447
4,8,1,1,22.96070984481097,0,7.180275972289048
4,6,1,1,24.3407160099682,0,8.656793512451536
4,6,1,1,23.579975544409123,0,7.853082710061186
10,7,1,1,28.440900522885947,1,21.15477242921652
3,6,1,1,24.652365071388747,0,8.528010973138413
6,6,0,1,24.49879651632206,0,8.67237591437311
1,6,0,1,22.620843549071143,0,5.411609407468985
11,4,1,0,24.86755325222515,0,10.26628686686443
3,5,0,0,21.183365595743783,0,3.637686708324544
4,6,1,1,23.741147722063875,0,8.329168625186094
11,8,1,0,28.815720221264044,1,20.532987362911676
8,5,1,1,25.425611823176126,1,18.39287993592373
7,5,1,0,20.40785094621472,0,3.5370535023133534
5,7,1,0,29.504731416431103,1,20.904524266229387
8,5,0,1,27.109990873473944,1,19.27105822891213
5,6,1,0,24.751588437990684,0,9.491855306440732
7,6,0,0,26.423856010179357,1,19.764073871035794
4,5,0,1,26.531744695237222,1,18.464538531525186
5,7,1,1,23.598731025335653,0,7.688834370435467
1,6,1,0,22.332602882595825,0,6.135030604595938
0,8,1,1,26.862652926249133,1,18.765265288544068
12,6,1,0,24.860895308966704,0,9.467780958159157
13,5,1,1,27.091939030799512,1,20.228526746532708
12,5,1,0,27.615209607161383,1,20.603992084115127
5,5,1,0,26.727927439509067,1,19.67301994720285
5,5,1,1,22.39957257508739,0,6.136458878381526
10,7,1,0,21.419128463939888,0,4.7424837079575966
3,7,1,1,23.454891553056125,0,7.220085171461831
3,5,1,0,20.319603554876668,0,2.59125095635972
6,5,1,1,20.538880232690104,0,3.681998801146378
13,4,0,0,25.37741328583172,1,18.293664031938505
8,8,0,1,24.322703237141845,0,9.16429475201402
6,6,0,1,20.37671339792644,0,3.7338109347214377
10,6,1,1,22.715644281095628,0,6.626297599437569
9,6,1,1,25.23049871466244,1,18.12520328782161
7,6,1,1,23.482510258029315,0,7.850138186511328
8,3,1,0,26.385185634326312,1,19.80630637133313
7,6,1,1,23.86534461891475,0,7.898130083448444
6,4,0,1,25.510297747128167,1,18.480313697195616
18,6,0,1,30.07501777309574,1,22.45944429940018
8,6,1,0,27.141653154451596,1,19.485985976449253
12,7,0,0,24.907086017482328,0,9.850657459660562
8,4,1,0,26.338148654973832,1,18.883925013052327
7,7,1,1,25.658664189639424,1,18.558314826766424
4,5,0,1,23.65149426610957,0,8.24120433880615
8,5,0,1,25.83607471683057,1,18.54216967684838
6,5,0,0,27.598354822208577,1,20.185694204764413
7,6,0,0,25.99998623324257,1,17.812362498898853
11,4,0,0,27.213377145464182,1,20.00390455213346
12,7,1,0,19.164334781230384,0,1.1136388001711035
6,6,1,1,28.288078610312475,1,20.49873512820753
8,8,0,0,23.92349355087274,0,8.707126726410012
8,4,0,1,25.249383060383188,1,17.71720212579853
3,4,0,1,25.93588244738476,1,18.745132620387007
10,4,1,0,22.45514071454092,0,6.368747016150736
4,7,1,0,27.366208050671887,1,19.7682955441967
14,7,1,1,24.18095242828678,0,9.16692768979408
13,8,0,1,21.81867401669701,0,5.40321423677454
10,7,1,1,25.586172770186653,1,17.67010528034767
7,6,1,0,23.125698691885933,0,7.257294215310051
11,3,0,0,24.150797239275757,0,8.746988973430456
6,7,1,1,25.32940097841129,1,17.880247732586863
11,6,1,0,25.918902072491942,1,18.60674100776794
15,7,1,1,24.45725031546472,0,9.273208132654194
11,9,1,0,23.78587207261207,0,8.624504093624623
11,5,0,0,25.76596127473247,1,18.42896751392125
9,6,0,1,26.90961015652498,1,19.055737903685785
13,3,0,0,27.53911526200031,1,20.60761417362821
8,5,0,1,25.40356571349519,1,18.357186297808376
10,5,0,0,25.693839614690244,1,18.766314578398177
8,6,1,0,21.699421450692107,0,4.983725632185838
9,5,1,1,25.148431404283897,1,18.425543209786024
18,5,1,1,27.32985088195205,1,19.46279135194411
1,4,1,0,23.904540602458276,0,7.987132780290027
11,4,0,1,26.029971153726887,1,18.27381095144864
11,4,0,1,21.060747786260123,0,5.222719688715124
11,6,1,1,25.323198464903665,1,17.810954022001052
9,5,1,0,27.681403310588475,1,20.39707400824212
6,7,0,0,24.09003427766792,0,9.063321770471592
9,4,0,1,24.971332057687462,0,10.042714011949176
4,7,0,1,24.37787985688364,0,8.883227463188243
7,6,1,1,22.89216812155933,0,5.909760028681349
8,4,1,1,25.800685066785935,1,17.781657461194833
6,4,1,0,27.708200677326595,1,20.40125714712697
10,6,1,1,23.02765864398524,0,7.645238458853012
7,4,0,1,28.3434168382878,1,20.620069915086933
11,7,0,1,27.51071844004481,1,19.991540619623255
6,6,1,1,25.309163297123742,1,18.35263980031501
2,5,0,1,24.83125201635387,0,9.896493764587513
8,6,1,1,23.66547895366546,0,8.139922239989678
6,5,0,1,25.52282889686012,1,18.60541630948718
4,4,1,0,26.67913793919104,1,20.70845030785864
4,4,1,1,24.829648932991063,0,9.959420857586109
6,10,0,0,20.786516487626105,0,3.0718364111710112
3,5,1,0,20.942946701364704,0,3.789772526935515
9,8,0,1,23.730197313694628,0,8.047115141737596
3,5,1,1,24.54883228128572,0,10.072584674390257
10,7,1,1,25.315539623742,1,17.62439423677222
7,3,1,1,23.62211922925316,0,7.821497384414998
8,7,1,0,23.652557639562733,0,7.7754279941887825
13,6,1,1,22.00459120326081,0,6.008752830500923
10,6,0,1,26.96979008539341,1,20.77923356796783
9,5,1,1,25.396748215574597,1,17.7528755762579
6,5,1,0,24.25186626280196,0,8.779218329707847
5,4,1,1,22.138152469155987,0,5.486018461015709
13,5,0,1,26.30320053757596,1,18.38524309511485
13,6,1,0,21.30234130009576,0,4.492271818905182
5,6,1,1,24.096616038870703,0,8.791957655678546
7,9,1,1,25.387848857765537,1,18.35988180283115
5,7,0,0,21.46582595140272,0,4.895757507646721
9,6,0,1,25.196488906584136,1,18.181671413142432
6,6,0,0,23.88384486736261,0,8.477019985107173
5,6,1,1,26.899524366008396,1,18.98552122808377
8,6,0,1,26.748608248462585,1,19.423843917373976
0,4,0,1,26.963968787808767,1,18.539597687774897
12,8,0,1,24.950484171998227,0,10.298599553113164
4,6,1,0,26.193881782391387,1,19.08079841891236
7,6,1,0,23.209342203234467,0,7.320368512193949
4,6,1,1,23.587242726831803,0,7.697402101627325
10,3,1,0,23.996451954462596,0,9.198136724710196
17,5,0,0,24.50703558240024,0,9.078535663809236
10,5,0,1,23.026199146491447,0,7.989062610303828
7,7,1,1,22.978278683306584,0,7.081060991894469
5,4,1,0,24.830796611353986,0,10.224743077659738
13,8,0,1,23.686113676462146,0,8.128274492421387
9,9,0,1,20.282099268279275,0,3.706109192851981
9,5,0,0,26.49813262678504,1,18.811539539494863
9,9,1,1,24.21383831684329,0,8.850695061966768
11,4,1,1,24.730911186206,0,10.071549605985886
11,5,1,0,26.48321140366717,1,19.607340143611385
8,4,1,1,25.58482702483296,1,18.32796413850081
0,5,1,1,29.603823303647363,1,20.771962372640733
6,5,1,1,24.507097704967705,0,9.206968591268131
5,4,0,1,24.554643611914543,0,9.975338979862212
11,5,1,1,21.612055316055983,0,5.341989790124205
7,9,1,0,27.084991131617823,1,20.68038350064013
9,4,0,0,26.30556175578817,1,19.397493373664744
8,7,1,1,26.36903344793697,1,18.93045405227016
5,4,0,1,21.293781298606397,0,4.49993107901298
7,8,1,0,24.256166079561304,0,9.050032305316352
9,6,0,1,22.99410305280784,0,7.922759010834711
7,6,0,0,25.807946386342376,1,17.851626397072394
10,7,1,1,25.04504707659103,1,16.90165141675418
5,6,0,0,25.73312169303827,1,18.02589250072476
13,5,1,0,24.468011987625676,0,10.498146519239896
3,6,0,0,24.74733951984919,0,10.325097502486273
10,7,1,0,23.121220337148056,0,7.456746968910287
7,6,0,1,24.10473296083691,0,8.84502482155606
11,5,1,1,26.123280590649383,1,19.01747680659223
8,8,1,0,26.3002382315484,1,19.06502431449385
10,6,1,1,26.418982186572983,1,18.263048540128764
3,6,0,1,23.480565372891416,0,7.146932031479491
10,5,1,0,26.14499743769718,1,19.579090645033933
8,6,0,1,26.318673552326526,1,18.58741748699768
8,6,1,1,22.57474057242203,0,7.401741922722284
17,4,1,1,27.54604071593868,1,20.64014174998248
1,6,1,1,23.92261179829041,0,8.367611512428017
6,4,1,1,26.537680412706216,1,18.907109232652743
3,5,0,0,23.53748178302327,0,6.744693668726079
8,5,1,1,24.82739369995545,0,10.39999505851254
3,7,1,0,19.100360174793074,0,0.4961475085493834
6,6,1,1,21.70130450376132,0,5.574071374360232
8,4,0,1,26.31531671726827,1,18.02024310316662
7,5,1,0,24.06905095656735,0,8.993781108049248
10,5,0,1,24.542112937588723,0,9.469406067164533
7,5,0,1,23.839816588999756,0,9.423403402858842
10,4,0,0,25.927951001251024,1,18.80865999505195
6,5,1,0,20.964156608266,0,4.746703152028108
8,8,0,0,29.52940870891489,1,21.399321206000216
9,5,0,1,27.89522214092641,1,20.0640284240474
12,6,0,1,24.07681302246392,0,9.184116204147513
3,6,1,0,21.95009892190773,0,5.207735905289909
8,5,1,1,26.086532222464843,1,18.820137080595128
6,6,0,1,25.52651214232405,1,17.609318506726463
11,6,1,0,22.82433638536678,0,6.269394870491525
4,6,0,0,22.19661844056465,0,6.318300955890989
4,6,1,0,24.40998004214638,0,9.896493557958127
7,6,1,1,22.86743240667554,0,7.300521561328372
10,4,0,1,26.487863619272357,1,19.38211205766086
2,5,1,0,27.026139925064427,1,19.698486738387256
8,6,0,1,24.11965276856853,0,9.74569264308434
6,6,1,1,26.180938345875237,1,19.35303335586243
9,5,0,0,25.475899929667364,1,18.67833961850049
12,6,0,0,25.60492533674185,1,17.33467415103086
3,6,1,1,27.014169049142343,1,19.156776114258022
6,5,1,0,26.49831097957298,1,19.386788655370943
6,5,0,1,25.30654751070321,1,18.251303121975884
7,5,1,1,25.45987258469068,1,18.91125227369453
6,5,1,0,23.573524138994397,0,6.494693673226665
4,5,1,0,28.993422953971177,1,21.86864771544149
5,6,1,0,26.081346456395664,1,18.471406159653636
10,4,1,1,25.258393571526064,1,18.084787620005525
9,8,1,1,26.0676096943973,1,18.517249415544075
11,6,0,0,25.486474321062797,1,18.60631707056212
11,4,1,0,23.53202014737912,0,7.852898239489881
8,7,0,0,23.317448314178225,0,7.262540219711676
3,5,0,0,25.01289090654248,1,18.818318856883884
10,6,1,1,23.57897114549935,0,8.302781315325866
8,7,0,1,24.595864195465,0,9.705353084190389
8,5,0,1,26.573400557636145,1,19.3651800426962
7,4,0,1,26.302337503926505,1,18.49674298264257
3,4,1,0,26.61981299773014,1,18.99159044585493
3,7,1,1,19.77315059733917,0,3.049750988629349
3,5,0,1,24.04255937545601,0,9.024699270216908
4,7,1,0,25.162722485794863,1,17.854010359868727
7,3,1,1,25.412753407291405,1,18.41787957455463
8,7,1,1,22.2848538489098,0,6.511354733819879
6,8,1,1,23.60956004874516,0,7.8777681515540765
2,3,0,1,25.8935524832852,1,19.01886914095133
4,6,1,1,27.315596176839215,1,20.7400620055346
3,5,1,1,26.362443241086524,1,19.4769585266368
1,9,1,1,29.347397809650047,1,21.07866237512127
8,6,0,0,26.09352512212073,1,19.751030261051923
5,4,1,0,24.773166780603265,0,9.961911471870089
6,7,1,1,24.21555898864527,0,8.5551729623374
8,7,1,1,24.248356070930164,0,9.414980096925358
1,7,1,0,21.597897891310907,0,4.5009569203694655
13,6,1,0,21.78235299852596,0,5.63338389006397
0,5,0,1,24.79353578868488,0,10.014449578527907
13,5,0,0,22.168437244273463,0,6.783941512718615
6,4,1,1,27.345046235555543,1,20.53419625642429
7,5,1,1,24.940043089058523,0,10.456339163095924
11,7,0,1,25.965780860294537,1,18.645889403770827
6,9,1,1,23.859243641235945,0,8.700060963488408
9,5,0,1,29.38102502629891,1,21.374438277856623
8,8,0,0,28.078954420965445,1,20.09313795438537
7,7,1,1,22.457794764315405,0,4.978245286387234
7,5,1,1,23.672562986978043,0,7.612442983302282
6,6,0,1,27.132926927627185,1,20.1497024604827
6,6,0,0,22.565614557018773,0,6.38016531012722
12,6,1,0,23.64594428944985,0,7.575367564314916
4,6,1,1,24.381553369879963,0,9.217901087971164
5,4,0,0,24.575919865118813,0,8.287155538618991
6,5,0,1,24.61649596852382,0,9.82812906328659
11,4,0,1,26.33152887579488,1,19.50564112140631
2,6,0,1,23.989509558767715,0,8.313850383566958
14,7,0,1,25.822621218284635,1,19.05875744266551
2,6,1,1,25.433470061835397,1,17.530275209103806
13,3,0,0,20.52617709265593,0,2.9089488195107416
9,8,0,0,22.190757164056784,0,5.509461755006199
7,4,1,0,25.45951008642763,1,17.638422417558253
8,4,1,1,29.066980270035728,1,22.165284565761414
2,8,1,1,25.624353746583548,1,18.823736141484137
9,4,1,1,23.8030689098892,0,8.429769507549677
10,3,1,1,23.058858324014867,0,7.630483758141836
7,7,1,0,25.163869396926444,1,17.289586101304405
6,7,0,1,24.8138640447382,0,9.987115615650154
10,7,1,1,27.996232193250883,1,20.781212974525783
6,8,1,1,29.393867494896067,1,20.696055224232666
8,3,0,1,25.2133393933031,1,18.30610797805257
12,7,1,0,24.914967035239552,0,9.905025329412142
3,7,0,0,27.39083841349905,1,20.560540774656364
6,4,0,0,22.25558632572223,0,6.481176855049103
5,7,1,1,23.47861674331893,0,8.819620692882037
6,5,1,0,27.07854883623942,1,20.121847103373007
7,3,0,0,26.171405078507288,1,18.901888863897845
10,4,1,1,26.312263221161988,1,18.865695556498864
7,8,1,1,25.56822068634994,1,18.031694042367317
7,7,1,1,26.477562308038365,1,19.65329397196733
8,5,1,1,23.066299745973225,0,7.029850670229542
10,4,1,1,23.943788026575422,0,8.364746663064535
3,7,0,1,27.33586124547392,1,19.61644208024226
8,5,0,1,19.08233691412792,0,1.4733067278040912
15,4,0,1,25.12133115882782,1,18.243294686420214
3,6,0,1,26.503657062190957,1,19.414543139766277
9,6,1,0,22.29486554650251,0,5.250000463952988
9,5,0,1,24.391230059017783,0,9.079540449596973
8,4,1,1,26.02562043314514,1,18.77969870160684
10,3,0,1,26.52545520485688,1,18.665511448120952
9,6,0,1,23.28484391626424,0,8.086266333475335
9,5,1,0,24.67650320784857,0,10.265154315505654
7,7,0,1,22.591089028598063,0,6.954168265010074
7,5,1,0,23.30870869492681,0,7.238710203828101
11,4,1,1,23.058916535446112,0,8.002313579866014
11,8,0,1,24.85590542441584,0,10.670804835360515
10,4,0,1,22.92797062430997,0,7.931453035143171
2,7,0,0,28.647934742644257,1,20.258726668853196
8,4,0,0,25.13060417421744,1,17.796241371158484
8,6,1,1,21.872822650391083,0,5.383413491899796
4,7,0,1,23.88608237940835,0,8.405442704158684
7,5,0,1,23.59279444509519,0,7.467120694852216
9,7,1,0,22.91175914988928,0,7.645626149075862
10,4,1,0,25.794656752943197,1,18.09785140723713
4,8,1,0,22.879288714726133,0,6.407300630539482
6,5,1,1,26.139003298772703,1,18.73214815260486
10,8,0,1,24.12105525668911,0,8.598100162542774
3,8,0,0,23.944843610646327,0,7.882097096187597
9,5,0,1,21.34000194728316,0,4.423515107682052
5,5,1,0,26.521722569823044,1,19.7606886531664
5,5,0,1,25.36448486483097,1,17.850481233300233
11,4,1,0,24.89295016153276,0,10.735513096406718
13,6,1,1,23.715301987218066,0,8.311005020817149
4,6,1,0,25.50764078866415,1,18.326601224486808
3,7,1,0,26.25653389349407,1,18.935705954014807
11,6,1,1,27.202466794484494,1,20.11471980674009
7,7,0,0,21.986178474302186,0,5.726586905293427
10,7,0,1,23.139574683274763,0,7.259561495488628
8,5,1,0,26.82884703711186,1,19.1079570074788
2,2,1,1,26.5833630233001,1,19.56003259820131
2,7,1,0,25.510173457779608,1,18.04151498651647
5,7,1,0,22.542260080172408,0,6.280942346634557
4,4,0,0,26.35287611186313,1,19.03605724935466
0,4,0,0,25.853757914300523,1,18.54889046776987
11,5,1,0,24.38511114816599,0,8.446476036148155
-1,4,1,1,27.367914707862614,1,19.672989694495776
14,6,0,1,23.886282081236413,0,9.612566799775164
10,4,1,1,28.42737130048525,1,20.274815240422807
1,5,1,0,20.02356009481292,0,1.864281610797356
13,5,1,0,24.8836004441274,0,11.056349820277164
9,5,1,0,26.992607494421517,1,18.862735405897933
8,6,0,0,24.16848393113858,0,8.672377253078762
5,6,0,0,22.0965534344101,0,6.077902318300358
6,6,1,1,23.42313954967502,0,8.527425139318172
6,5,1,1,21.76731656258773,0,5.063765183841544
10,4,1,0,24.00635750765429,0,7.811886458248358
6,7,1,0,24.780585915592308,0,10.754417821447964
5,5,0,0,26.51114651202727,1,18.69139180578264
-1,6,0,1,24.02714266169344,0,8.3294080156885
5,6,0,0,26.780403352236817,1,18.94161244724192
8,2,1,1,24.248001605373297,0,9.080194639172165
1,6,1,1,20.52795425392869,0,2.847405937188672
3,6,1,0,25.456211580490383,1,17.307543574191584
9,8,0,0,26.05949005343915,1,18.943391718944017
9,4,1,1,21.82821626381746,0,5.97451325315162
10,4,1,1,27.89901813959608,1,19.806485044698476
10,5,0,0,24.71905989287539,0,9.903154417375658
5,8,0,1,26.947674504346093,1,19.161360666651458
9,4,1,1,27.058316934357677,1,19.34058717379557
6,7,1,0,26.789183732538326,1,18.958658955000622
10,6,0,0,22.637456445399447,0,7.120088117522317
10,5,1,0,28.63841840958606,1,21.90419680405641
8,4,1,0,27.65105995061596,1,20.490774950667305
9,4,1,1,23.24639865912551,0,8.481223603820377
6,6,1,1,26.904660965298568,1,19.32562436692616
12,5,0,1,24.54042463646213,0,10.541661256770164
2,4,0,1,27.53421195852049,1,19.58882498204111
6,7,0,1,25.526580898353,1,18.543818705938413
10,9,0,0,24.38426847241101,0,9.107503526019809
9,10,0,0,25.511072932530997,1,17.389179430528884
10,5,1,1,25.240449764682616,1,17.848802793514988
8,8,1,1,29.902517586902317,1,22.489777479324868
7,5,0,0,27.09707294976857,1,19.9187457807747
7,3,0,0,26.18839483756023,1,19.126070623441542
6,5,0,0,24.72491089883339,0,9.506561419511032
10,4,1,0,27.40983421272694,1,19.163776257523683
4,7,1,0,26.716793891438,1,18.81669531355885
11,5,0,0,27.606324164304304,1,20.699447563031228
13,1,0,1,25.56637081062956,1,18.4338767375785
7,6,0,1,24.99593272399145,0,10.519594398377048
8,8,1,1,22.670095114564766,0,5.376044172616549
3,6,1,1,22.36689429057157,0,5.731936593901832
5,6,0,1,25.06134918205262,1,18.77509256621051
10,4,1,1,25.640838929255477,1,19.009709190597107
7,7,0,0,24.74026767271861,0,9.50015148760956
6,6,1,0,22.19673720203633,0,5.305560913130281
7,4,0,0,22.84153457234793,0,6.133310097053018
0,4,1,0,24.892379751507573,0,9.593431188355922
7,5,1,1,24.09567187732243,0,9.20650808689017
9,6,0,1,26.568091810005026,1,19.66632751350995
9,4,0,1,29.896942799100664,1,22.17023049315681
12,5,1,0,27.51415482412692,1,19.71556945606021
8,6,1,0,27.673846123643877,1,19.12248546992953
7,6,1,0,27.222257885104515,1,19.14063139997361
12,5,1,1,26.365492253985927,1,19.470384253570813
4,5,1,1,22.070953237815186,0,6.052143340740313
7,6,0,0,26.177327065782983,1,17.930182387641928
10,5,1,0,22.84290261078621,0,7.530459199068844
5,9,1,0,23.533711243909696,0,8.871320968183044
13,5,0,0,26.887922135113865,1,19.55788123456612
6,6,0,1,26.93121259358833,1,19.67426799080564
8,5,1,1,24.12763544045741,0,9.264491893456592
12,3,1,1,23.27259272193875,0,8.627098575364226
1,4,0,0,24.38224232264088,0,8.847337780154145
4,5,1,1,24.981523359298063,0,9.977453041439944
6,4,0,1,26.29419103317708,1,18.550456017982373
8,4,0,1,24.41962785147873,0,9.668605210763262
11,4,0,1,25.90003803849812,1,18.29718885084287
6,6,1,1,23.470057728587108,0,7.274558745022839
4,5,1,1,24.615026482607256,0,9.505794818668226
5,5,1,0,24.12991016785208,0,9.992117710704392
3,8,1,1,23.351616719740964,0,7.0315450140689375
8,6,1,0,25.06482680197928,1,17.723770352279427
3,5,1,1,23.24196570479135,0,7.208261013106163
7,3,1,1,22.67771653682581,0,6.580230795940685
8,7,1,1,21.71861600847506,0,4.915311828517782
13,7,1,0,25.316643467064083,1,18.132346716313343
7,5,1,0,25.095425694744645,1,18.119141115254344
6,4,1,1,26.48709367371936,1,19.01012023028548
13,6,0,1,23.95961337730089,0,8.526790711906408
