worker_age,education_years,previous_income,working_hours,union_membership,job_security,job_training,minimum_wage_increase,job_satisfaction
32,20,7,15,0,0,0,1,82.94300594140608
20,26,8,26,1,1,1,0,88.68092196675516
15,27,5,19,0,1,0,0,81.73905078933882
22,21,6,16,0,1,0,0,78.83125270682349
15,24,3,14,0,1,0,1,79.53016145079769
16,21,5,21,1,0,0,0,78.46490656564525
18,21,6,12,0,1,0,1,79.02761092225357
39,23,6,15,1,1,1,0,77.96232192442892
14,21,3,12,1,1,1,1,76.51901155702478
15,18,8,21,1,0,0,1,84.70284292635493
26,26,6,8,1,1,0,1,80.0893479306326
32,17,5,14,1,1,0,1,76.82088361515417
18,22,1,6,0,0,0,0,66.92513811894688
15,26,4,9,1,0,0,1,78.93410774700516
11,24,4,17,1,0,0,1,81.85527433937862
23,18,8,26,1,0,1,0,85.22971379596476
31,26,5,18,1,0,0,1,84.95630393424058
27,27,4,15,0,0,0,1,83.50209050788467
27,26,5,18,1,1,0,0,81.26854690244282
23,19,4,16,0,1,0,0,73.97659833611901
35,26,7,18,0,1,0,1,88.5455695367194
45,23,6,21,0,1,1,0,83.0306605970707
27,25,6,16,1,1,0,0,81.32903503887619
18,27,11,11,1,0,0,1,86.34028691314441
3,20,7,16,0,1,0,0,75.95831200596822
16,24,4,18,0,1,1,1,84.82750206644215
15,31,10,22,0,1,1,1,95.17401203609148
37,22,8,7,0,0,1,0,73.03804142499914
38,19,8,16,0,1,1,0,77.79470403625912
34,21,3,16,1,0,1,1,83.13100942118476
18,19,7,16,1,1,0,1,81.84067125844642
17,19,8,20,0,1,1,1,86.09338246468701
10,20,1,14,0,0,0,1,75.52444397094024
12,32,5,10,0,1,1,0,79.31736500176744
21,25,7,14,0,0,1,0,78.77154026546347
12,27,12,21,0,1,0,1,92.54666198386585
41,23,9,16,0,0,0,1,86.45286629224836
21,24,3,11,0,0,0,1,78.2371469215054
25,23,4,19,0,1,0,0,80.61100627777995
15,25,6,9,0,1,1,0,76.27313353387613
12,25,3,24,1,0,1,0,84.36905232155512
31,23,4,15,0,0,0,1,81.04225281096123
27,20,5,26,0,0,1,0,84.24309595868746
10,21,4,16,0,1,0,1,80.55904977458228
35,16,7,11,0,0,0,1,77.37600349635821
24,21,4,22,1,1,0,0,79.70847463829878
1,24,5,19,1,0,1,1,84.26075455673748
14,19,0,20,1,1,0,1,75.9601046690775
35,27,10,11,0,0,0,1,84.50970227404954
28,23,6,19,1,0,1,0,83.05441510008956
18,19,6,23,1,0,0,1,86.51432902829673
44,22,5,16,1,1,0,0,78.43180640473354
34,23,8,11,0,0,0,1,82.50659110706707
26,24,7,19,1,0,1,1,88.0371190938367
13,27,0,8,1,1,0,0,68.79922210218365
16,26,6,5,1,1,0,0,72.21058226316015
28,27,6,18,1,0,0,1,88.08811704874824
42,21,7,14,1,0,0,0,78.10681075125974
25,25,6,29,0,0,1,1,93.95489253631914
27,28,8,7,0,1,0,0,74.04572970394103
19,28,3,15,0,0,0,0,78.78970086825535
1,22,5,6,1,1,0,1,73.24791242879547
24,20,6,15,1,0,0,0,76.55601734655052
16,22,6,18,1,0,1,0,78.68380332446054
31,23,5,12,0,1,1,1,80.39581140968998
24,23,6,27,0,1,1,0,87.51045546383715
26,23,3,19,0,0,0,0,80.06909866994954
27,17,5,20,1,0,1,0,78.13548070408767
23,23,7,22,0,1,1,0,85.17381254964582
20,18,10,14,1,0,1,1,81.69022614948159
24,26,7,11,1,0,0,0,78.40591336786947
21,23,2,21,1,0,1,1,82.74980577406706
10,26,1,14,1,1,1,0,74.59789759898598
20,16,1,19,1,0,1,0,73.4479048940998
13,15,6,10,1,1,0,1,74.15381926800724
39,27,4,13,0,0,0,0,77.23118481285455
40,26,5,15,1,1,1,1,84.31495151272496
29,22,4,13,1,0,1,0,75.67362818981114
25,23,5,13,1,0,0,1,80.28012766047529
29,18,4,12,1,0,0,0,70.58079904379301
21,20,3,17,1,1,1,0,76.2369021215768
42,25,7,11,1,1,0,0,80.07153484910525
35,22,11,9,1,0,0,1,82.72963401337752
12,26,1,7,1,1,1,1,74.01012323728338
34,25,7,19,0,1,1,0,83.10015617750231
11,23,8,15,0,1,0,1,82.04994373503351
29,26,7,10,0,1,1,1,80.40854548808757
4,21,4,12,0,0,0,1,77.15882522985669
21,24,6,10,1,1,1,1,80.53489631473526
27,15,5,12,1,1,1,1,77.89698556418244
24,17,5,7,0,1,0,1,70.76088997642314
22,22,4,7,1,1,1,1,75.47642883057378
30,22,2,11,0,0,0,0,71.16011546022905
20,22,2,13,1,1,1,1,78.78391474551889
25,23,5,14,1,0,1,0,76.19078658670516
25,25,5,18,1,0,1,0,79.28705591586943
29,10,4,23,0,1,0,0,73.80258540288466
8,28,8,19,1,1,1,0,84.08587704516314
11,15,8,13,1,1,0,0,73.43305868447317
27,28,3,22,0,1,0,0,84.1672300668837
25,26,6,20,0,1,0,0,85.09751435489669
26,23,5,7,0,0,0,0,70.8495456972
13,23,8,11,0,1,0,0,75.65594308107673
8,23,4,13,0,0,0,1,79.83831581559029
23,17,5,9,1,1,1,0,70.17698049899369
23,24,5,15,1,1,0,1,85.51070759467858
36,24,5,12,1,0,1,1,80.1251966807562
22,26,2,17,0,0,1,1,81.65351809108242
48,26,6,16,1,1,1,1,86.35123417040008
18,25,11,11,1,1,0,1,82.68472321451279
12,26,4,13,0,0,0,0,74.41237867880324
35,23,6,21,1,1,1,1,88.93954903536357
28,23,9,6,0,0,1,1,78.02164116419402
14,26,3,14,0,1,0,0,77.48909151779979
3,20,7,18,0,1,1,1,84.54770580511955
29,24,4,19,0,1,1,0,79.54679403539069
36,18,9,15,1,0,1,0,79.14357591013454
12,26,6,13,1,1,0,1,81.23748368040097
45,22,6,15,1,1,1,0,79.33963483565482
39,22,6,17,1,0,1,1,85.0739502916671
12,28,7,23,1,1,1,1,93.67124650181896
26,24,9,21,0,0,1,0,85.03049070034812
7,27,3,18,1,0,0,0,79.75478373639072
17,21,5,18,0,1,0,0,77.45614457106788
16,21,7,16,1,0,1,0,78.74023922013038
17,29,5,10,0,0,0,1,81.18615512128514
19,21,3,15,0,1,0,0,73.47025231687331
18,24,3,15,0,0,0,1,79.84175950481955
27,27,10,22,0,0,1,1,93.6491044972457
41,20,8,18,1,1,0,0,81.01880589811995
21,20,5,19,0,0,0,0,78.25405602616671
26,17,5,17,1,1,0,0,74.14510802153757
28,24,4,16,1,1,1,0,77.92703606044212
41,25,6,14,0,0,1,0,77.75122690478044
17,21,5,18,0,1,0,1,83.0811726148559
24,27,9,20,1,1,0,0,85.54234934825364
16,28,3,18,0,1,0,0,79.75743886017649
25,31,2,17,1,0,1,1,87.58759319600128
26,30,4,12,0,0,0,1,82.01430712388917
0,28,5,12,0,1,1,1,80.3784881163888
44,23,7,20,0,1,0,0,84.4679948903686
25,24,1,19,0,0,1,0,76.77739210512725
30,21,9,22,0,1,1,1,89.19241012121945
33,23,6,18,1,0,0,0,82.61841856993459
21,31,0,22,0,0,1,1,89.9224662877735
35,25,8,21,1,0,1,1,90.9343186165112
16,18,5,22,0,1,0,1,84.90652584399429
8,27,7,22,0,0,0,1,91.1124702851659
27,25,8,14,0,0,0,1,84.73003313697878
27,17,4,18,0,0,0,0,76.06552906460635
25,20,4,16,0,0,0,0,74.07595877782904
25,21,6,28,1,1,0,0,87.09442203336457
14,32,0,12,0,0,1,1,81.665063421381
25,17,5,15,0,1,0,1,78.27414257723271
9,22,6,15,1,0,0,0,77.21808447016755
37,30,7,13,1,0,1,1,85.57066361050643
24,22,6,11,0,0,1,1,80.61092731242923
31,25,6,15,1,1,1,0,80.64711345216747
9,22,0,15,1,1,0,1,77.06561743402095
36,24,7,11,0,0,0,1,81.72366265831366
34,25,2,19,0,1,0,0,79.11331675675677
28,24,5,24,1,0,1,0,87.52593667259261
24,25,8,15,1,0,0,0,81.33108088946281
22,27,7,15,0,0,0,0,80.05547102081395
15,19,7,10,1,1,1,0,74.98275420037358
13,21,7,15,0,1,1,0,75.64462383635393
30,23,11,18,1,0,0,1,90.56599769637717
45,24,6,17,0,0,1,1,85.21306579899822
20,21,7,13,0,1,0,0,72.93042586374384
28,28,3,12,0,1,0,0,77.24378346762802
23,21,9,10,0,1,1,1,79.75673213867277
24,29,6,17,1,0,0,0,82.23896375209911
21,23,5,13,0,0,1,0,74.60042486889746
32,25,9,24,0,1,1,0,88.82926463517202
23,22,3,10,1,1,1,1,77.97814911863468
39,27,3,23,0,0,1,1,89.8873530080138
19,25,9,18,0,0,1,1,88.69683324086385
14,22,5,16,1,0,1,0,76.28947332978407
34,16,6,14,1,1,1,1,78.9023296679868
40,22,5,15,0,1,1,1,82.89847574273594
25,25,6,18,1,0,1,0,83.53480848982964
23,29,5,16,1,1,0,0,81.72494167366264
23,17,3,18,0,1,0,1,77.33211721545223
29,21,7,17,0,0,0,0,78.2799447335241
32,23,7,10,1,0,1,0,74.40622714517062
7,23,6,17,1,1,1,1,83.77585796697356
7,13,4,13,0,0,1,0,69.09350255725029
26,20,4,19,0,0,1,1,82.25645992757772
33,18,7,16,0,1,1,0,76.02887914643172
20,22,6,20,1,0,1,0,81.65852097805313
30,24,2,13,1,1,0,1,80.14670453144484
25,26,7,17,0,0,0,1,84.59457562640812
38,19,10,20,1,0,0,0,83.02703156640115
23,24,6,18,1,1,0,0,80.38544432410498
22,27,3,18,1,0,0,1,85.26189892323688
33,26,7,15,1,1,0,0,79.86683659852035
9,24,3,16,0,1,1,0,77.48730993713194
34,25,11,15,1,1,1,0,84.2023512868308
25,23,7,11,0,1,1,1,79.80124759436835
33,21,5,24,1,0,1,0,84.49268907804075
20,22,4,15,0,1,1,1,81.27934923524899
21,14,6,20,0,1,0,1,81.61366128347318
31,21,4,19,1,0,1,0,79.79224699260566
34,22,0,18,0,1,0,0,75.12625695661215
40,25,5,17,1,0,1,0,81.04502293088592
47,22,5,11,0,0,1,1,78.01759259544566
34,23,9,16,1,1,0,1,84.66763946563405
54,20,1,15,1,1,0,0,74.34219530929789
11,24,7,20,1,0,1,1,87.2218041113356
22,23,3,13,0,0,1,1,80.71184502244897
15,28,4,10,0,1,0,0,76.1776188439779
44,27,7,22,1,0,1,1,92.98697253663384
19,27,8,13,0,1,1,0,80.0918984530051
24,25,4,24,0,1,1,1,88.89523210445232
16,29,5,12,0,1,1,1,84.65284439435138
13,19,10,8,0,1,1,0,71.96329901781768
25,19,7,18,1,1,0,0,79.01940363049397
20,28,11,24,1,1,1,1,96.06899688851064
36,20,5,18,0,1,1,1,83.29280034199185
16,25,8,20,0,1,0,0,83.90679497381876
35,25,6,19,0,1,1,1,88.01265376467379
21,21,4,19,0,1,1,1,81.66871483354919
47,25,8,5,1,1,0,0,74.67602375114924
25,20,6,14,1,0,1,1,81.40268418333257
23,25,6,15,1,1,1,1,82.56106450421419
10,20,7,18,1,1,1,0,81.39189589959847
26,19,5,16,1,0,0,0,74.68683143860694
8,17,8,14,1,0,0,1,78.77162295156946
21,25,7,13,1,0,0,0,77.04300992435253
39,22,5,14,0,0,1,1,81.89435302146784
7,18,4,18,1,1,1,0,74.77278267952407
38,22,10,22,0,1,0,1,90.7992250979135
24,24,5,20,0,1,0,0,81.37660012261675
40,23,2,16,0,0,0,0,76.5919096203846
28,14,7,16,0,0,0,0,73.95608618930268
32,14,7,11,0,0,1,1,74.89303771863979
22,30,1,15,0,0,1,1,83.60788288606
20,21,5,18,1,0,0,0,78.50589558722703
28,22,5,11,0,0,1,1,78.0454423522518
19,27,6,17,1,0,1,0,81.75749131432707
27,29,7,18,0,0,1,0,83.29723044889452
16,19,1,13,0,1,0,1,76.29831640009881
14,30,10,18,1,0,0,0,85.51562888641156
28,23,5,15,1,1,0,0,76.36985357440771
25,29,5,7,1,1,1,0,74.58097384478613
14,18,4,5,0,0,0,0,64.45299997517168
29,30,4,9,1,1,1,1,80.61733861533712
17,18,5,15,0,0,1,0,73.64419007638622
24,26,5,12,1,0,1,0,78.04320269912351
7,20,8,9,0,0,1,0,73.58117199646412
29,21,0,12,0,0,1,1,75.98717988735346
20,30,8,21,0,1,0,0,86.29812930981998
7,31,3,10,0,1,1,0,75.33973112656126
22,22,3,9,1,0,1,1,76.49064993806947
26,16,1,12,0,0,0,0,69.39779485338552
27,23,5,16,0,1,1,0,78.71548034207133
32,20,8,14,1,0,0,1,82.07473702695488
13,19,5,14,0,1,1,0,73.53201222113802
23,27,6,16,1,1,1,0,81.6432684087352
23,24,6,11,0,0,1,0,77.32145901608362
2,22,7,14,1,1,1,0,77.81475128886278
17,21,9,18,0,1,1,0,81.0715006605742
26,17,3,17,1,1,1,1,79.20721582967542
28,33,4,21,0,0,0,1,90.21715429877624
23,24,6,18,1,0,0,0,79.82793878319526
24,27,6,16,1,0,1,1,87.97439769641196
35,25,8,10,0,1,0,0,78.41370890645142
9,22,1,12,0,1,1,1,73.40217691071275
34,33,7,13,1,0,0,1,87.08258060329075
25,18,4,17,0,1,0,1,80.1818554727642
28,15,4,19,0,0,0,1,79.8060409721761
17,24,8,13,0,0,0,0,79.18217701779828
31,24,2,16,1,0,1,1,80.57391173510636
35,19,5,10,0,0,1,1,76.13958015807202
25,25,4,9,0,0,1,0,72.04232564630247
25,19,8,9,0,1,0,1,77.79428974942869
12,25,7,6,0,1,1,1,76.17041497459572
15,27,4,22,1,0,0,1,86.57966497144304
25,20,6,13,1,1,0,1,79.70063912252019
43,29,3,9,0,1,1,1,80.38748964650618
11,25,5,12,0,0,1,1,80.44127603717628
3,21,9,12,0,1,0,1,80.27672569957852
32,23,3,19,1,0,0,1,84.99640910382166
18,15,4,12,0,1,0,1,74.53695845868049
27,16,7,17,1,1,0,1,80.8896472374944
32,24,6,7,0,1,1,0,74.63363687147647
27,20,2,16,1,1,0,0,75.55975825164758
25,18,5,18,0,0,0,0,77.39604516479109
34,27,6,15,0,1,1,1,86.69464199775223
23,23,6,12,0,1,1,1,80.97321807214061
29,23,6,12,1,0,0,1,81.14291369551864
22,25,4,16,1,1,1,1,85.31407335052053
39,18,3,7,1,1,0,1,72.30532336714664
22,22,7,12,1,0,0,1,80.91371927356404
31,28,11,12,0,0,0,1,88.42540737853562
19,19,4,22,1,1,0,1,84.25522497794397
32,26,2,15,0,1,0,0,75.72356463694406
30,23,4,18,0,0,1,0,79.7431871659651
26,20,4,17,0,1,0,1,82.15440350243072
26,22,0,20,0,1,1,0,76.02778408170468
13,18,4,18,1,1,0,0,74.69306354681005
22,20,3,19,1,0,1,0,79.3131090481454
22,29,5,13,1,0,0,1,84.10043643292187
15,32,5,15,1,0,0,1,86.29222299598268
21,27,7,23,1,0,0,1,91.7423252138297
45,29,8,13,0,1,0,0,82.761264277594
20,27,5,26,1,0,1,0,88.3286853278615
27,21,2,13,0,1,0,1,76.87664366222128
11,23,8,9,0,1,0,0,75.36325937787907
31,24,6,15,1,0,0,0,76.76655009470394
26,37,8,9,1,0,1,0,83.49571384948521
20,14,4,19,1,0,1,0,73.87865823131715
20,26,3,23,1,0,1,1,89.11007939313828
23,26,6,19,0,0,0,0,82.59721219619806
24,25,3,14,0,0,1,1,82.28146656566115
14,25,6,12,0,0,0,1,80.93624114882857
26,22,7,21,1,1,1,1,87.20818986484785
9,19,6,10,1,1,1,0,72.60167084631148
36,25,11,17,0,1,1,1,89.54412894055942
11,17,4,16,0,0,1,1,76.5179097296957
32,20,5,9,0,0,1,0,71.11056740688358
28,25,7,16,1,1,0,1,85.13790729769731
44,24,7,19,0,0,1,1,86.8401160045735
37,26,1,10,0,0,1,1,76.34618282101675
21,27,7,12,0,1,1,1,82.54705704645757
24,19,5,17,0,0,1,0,76.934848282011
20,17,5,15,1,1,1,1,77.6835298622138
27,22,7,20,0,0,1,0,82.35833183024518
14,23,6,15,1,1,0,1,82.66903526181831
11,26,3,13,0,1,0,1,80.55510645851595
22,25,7,19,0,0,0,0,83.39509024969705
22,24,6,9,0,0,1,1,78.22708133771684
23,27,11,20,0,1,1,1,93.66304006499742
11,21,6,6,0,0,0,0,69.22757422978016
28,28,4,13,0,0,0,1,83.13751673118952
9,23,9,19,0,1,1,0,82.2973073860764
9,28,8,24,0,0,1,1,92.36010070665486
35,16,6,19,0,0,1,0,77.68604781911549
13,30,5,14,0,1,1,1,84.64079257988666
55,22,-1,9,0,1,1,1,73.71181054223698
4,27,5,10,0,1,0,1,79.28688035388046
41,26,3,26,0,1,0,0,86.72102623889434
0,25,5,19,0,1,0,1,85.94415245717757
13,22,4,17,0,0,1,0,77.46097213143307
25,20,4,14,0,0,0,0,73.38274993461157
34,24,6,20,0,1,1,1,87.1480494647978
23,27,6,8,1,1,0,0,75.09199711591123
10,12,3,24,0,0,1,0,76.68305035080238
24,27,2,10,0,0,1,1,77.53983608495184
22,21,5,14,1,1,0,1,79.98694579848706
17,28,7,14,1,0,1,0,80.5171980885017
42,23,4,21,1,0,0,0,81.35123436464538
15,26,9,21,1,0,0,1,89.19496052636411
5,24,6,16,0,1,0,1,82.11200958678685
36,22,10,9,0,1,1,0,76.32405801512111
33,18,5,18,0,0,1,0,78.69300234382152
43,24,6,18,0,1,1,0,82.21465605532471
31,20,9,15,1,1,0,1,85.26289236650214
25,24,2,12,1,0,1,1,77.86381925441025
28,22,5,15,1,0,0,1,80.1331426977622
33,27,5,17,1,1,1,0,82.92219738946116
30,22,6,24,1,1,0,1,89.89259640067233
21,18,3,18,0,0,1,0,74.38031059322631
13,21,3,19,0,0,1,1,80.36263840163534
16,29,6,22,1,1,0,1,90.7070672897814
29,29,3,11,1,0,0,1,81.51481659426685
7,25,5,19,1,0,1,0,81.1470229566665
25,29,7,16,0,0,0,0,85.03297858453675
24,28,9,20,0,1,0,1,93.12854369237355
32,26,8,18,1,1,0,0,84.70778001753547
42,23,7,18,0,1,1,0,81.48680764177843
19,25,7,14,1,0,1,1,83.39375779765872
28,23,5,14,0,0,1,0,78.04540961135922
20,25,5,14,1,0,0,0,76.98732054902774
34,20,4,15,0,1,1,0,78.14967726662874
20,31,5,22,1,0,0,1,91.0814191233192
8,24,4,15,1,0,0,1,82.3079759868691
30,22,6,15,0,1,0,1,82.42304816648671
32,24,5,10,0,0,0,0,74.48737158827424
12,17,5,16,1,0,1,0,76.86008289020403
32,22,8,20,0,1,0,0,83.07310490916188
18,27,7,26,1,0,1,0,88.31047782391704
25,24,8,18,0,0,0,0,81.49289006904665
37,32,2,13,1,1,1,0,80.72810756316868
31,23,8,20,0,1,1,1,88.82829060175831
2,24,9,22,1,0,1,1,90.00458697885193
27,25,1,24,1,0,0,1,84.96431415571136
27,30,6,19,1,1,1,0,86.55125590974606
29,23,7,20,0,0,0,0,82.6931761755929
32,19,4,21,0,1,0,0,79.51492957280867
-4,23,6,20,0,1,0,0,81.89275439728584
11,20,7,17,0,1,0,1,81.64785809975022
29,23,2,15,1,1,1,0,76.01937897957957
32,25,1,18,0,1,1,1,81.76402152408463
47,25,8,11,1,1,1,1,84.2025444674117
28,23,8,15,1,0,0,0,80.00639406211204
-3,27,4,15,0,0,0,1,82.4351024576427
28,24,4,18,1,1,1,0,79.1658423316114
27,20,5,19,1,1,0,0,79.60332253025645
24,20,6,12,0,0,1,1,79.15739329864729
10,24,8,11,0,1,0,0,75.86124061008604
22,22,4,9,0,0,0,1,75.79534685718433
35,23,8,13,1,1,0,1,84.39112499789154
35,31,10,14,1,0,1,1,90.6191012427055
29,17,9,19,0,0,1,0,80.06793712322589
28,26,4,7,0,1,0,1,78.04245928012233
34,19,7,17,0,1,1,1,84.54014113775095
19,18,7,10,1,1,0,0,70.45336390351652
32,31,9,24,0,1,0,0,91.13218954983286
23,19,7,24,0,0,1,1,87.78241133073074
26,28,5,16,0,0,1,1,87.21526332033515
35,12,5,14,0,1,0,0,70.37799552704371
32,26,6,20,0,0,0,1,87.95597935892555
29,20,6,13,1,1,1,1,81.31929947811125
12,29,7,15,1,1,1,0,83.27166091011186
32,23,5,6,1,0,1,1,76.92335104396894
22,24,5,20,0,1,1,0,81.43060751126035
33,33,6,13,0,1,1,1,88.27766378307075
36,33,7,1,0,0,0,0,75.18135117912227
34,23,7,12,1,1,1,1,81.2866177157872
33,25,9,21,0,1,0,1,91.37480704536904
