defendant_age,prior_convictions,defendant_gender,minority_status,offense_severity_score,public_defender_assigned,sentence_length
5,4,1,1,24.124663549770855,1,19.311311985514152
8,10,1,1,25.949937533803062,1,19.88102675400082
11,7,1,1,27.63817101773021,1,20.992510720470527
7,5,0,0,23.847778442172253,0,8.712116374305042
2,3,0,1,25.425941478191465,1,20.77664032979762
12,5,1,0,29.80222118417189,1,23.22105123313281
11,4,1,0,21.72072568670777,0,6.737435947449505
13,4,1,1,22.498515975696453,0,7.379045081961515
10,5,0,0,21.07718677989226,0,5.4930298794812575
8,4,1,1,24.18499435717921,1,18.94323090550667
11,6,1,0,23.4813860350152,0,8.556994572487929
2,5,1,1,19.97904636800393,0,3.675634371096718
11,2,1,1,27.260021644625446,1,20.355704978206592
9,5,1,1,24.361100184053672,1,18.09283578325665
5,4,0,1,26.82007638943221,1,21.931755862824765
13,6,1,0,20.64638733598368,0,3.91029339228432
2,6,1,1,21.102715986745583,0,5.766889414758982
7,5,1,0,23.688467503854262,0,9.66949948803198
6,4,0,0,23.422437715190565,0,7.969217741430831
5,6,1,1,20.750149195166628,0,4.983027415428303
8,5,0,1,22.12965424006923,0,7.361110434304784
8,4,1,0,22.85465374008962,0,8.173847528699236
14,6,0,0,25.83347385076695,1,19.90866848275845
9,6,0,1,24.789467205476168,1,18.837558536499174
2,4,0,1,20.076672770808724,0,3.694651626904927
11,6,1,1,27.777914774975144,1,21.270512529027958
14,6,1,0,21.623536982096343,0,4.70258272835766
9,3,1,1,21.88087511046137,0,7.145757797137757
16,3,0,0,23.36378284910467,0,8.572670639088594
6,5,1,0,24.35252470328827,1,18.107083703350465
6,5,0,0,24.7083495723712,1,18.83581999298542
12,5,1,1,22.45715366688507,0,7.0246415951702135
7,6,1,1,27.055755996618,1,20.983853507186883
3,6,1,0,26.48258100901177,1,20.29602767116258
11,5,0,0,24.27762772615263,1,18.038742886481643
6,3,0,1,26.189733067478414,1,21.079689142385632
12,5,0,0,27.07297947800514,1,20.56692852059221
11,6,0,1,23.89258343026483,0,9.121479004025204
5,5,0,0,21.40853128507757,0,6.552440867089592
10,6,0,0,25.76514732741024,1,20.145052710117724
8,3,1,1,25.205808373801503,1,19.62871866604187
8,7,1,1,25.59078130741996,1,19.18831767416724
10,6,1,1,22.413085112633528,0,7.736158994657604
4,4,1,0,24.12573881000441,1,18.893712177916985
10,4,1,0,21.58103476236589,0,6.738040555961654
8,5,1,1,25.21518149641028,1,19.413355706965717
7,3,0,0,21.707670990335856,0,6.347813397891777
10,6,1,0,26.76629173100419,1,20.603543213874644
5,6,1,1,26.51541836390861,1,20.29064857921297
9,7,1,1,27.550251195214848,1,21.251652078082653
5,4,0,1,25.82180322014244,1,19.70873639808752
9,6,0,1,25.24148378713582,1,19.612282807003805
7,4,1,0,25.364793390714397,1,18.602431364490247
3,3,1,0,25.468063589784936,1,18.987012501184854
8,6,0,0,23.22057750858001,0,7.456586606920381
10,5,1,1,21.695953192473524,0,6.518677739830652
8,3,1,0,23.292654688029643,0,8.433056277717547
6,6,1,1,23.789647614761503,0,9.588451567973408
11,3,0,1,24.80968282027096,1,18.974482916990883
7,6,1,1,25.55523011569164,1,20.32225816239128
11,8,1,1,23.727239863046208,0,9.105209269238864
10,4,1,1,21.096951235308712,0,4.693345336522609
3,8,1,0,25.035863918200747,1,19.022508555467034
9,3,1,1,23.514760145745708,0,9.254629346640204
7,6,1,1,22.11054407565803,0,7.095513514170211
7,5,0,0,25.843936268264528,1,20.02993356511638
6,4,1,1,24.856952763507216,1,18.94151708440281
4,6,1,1,23.717994081578688,0,9.308578284292803
8,7,1,1,25.57059425727889,1,19.49282962249253
6,7,0,1,24.563781710345804,1,19.533031816787137
10,5,1,1,25.30342461692466,1,19.25560989595029
0,7,0,0,20.551647087100484,0,4.447406917751908
11,6,1,0,23.962171373195204,0,8.99541852976818
7,3,1,0,23.543280497453917,0,9.054567014457772
9,7,0,0,25.55681139712395,1,19.18264704550237
10,3,1,0,23.954730205414837,0,10.33741890182656
7,6,1,1,24.69291942818184,1,18.6826519428678
5,4,0,0,20.971025560320204,0,5.304483331461048
10,4,0,0,22.51467476101806,0,6.444125305630447
10,5,1,1,24.31445780976074,1,17.94353145781334
6,6,1,1,24.33834776864763,1,18.831000598335624
4,5,1,1,24.855867004328257,1,19.43860099036109
10,6,0,0,23.34853725060636,0,8.638012073105337
10,4,0,1,24.098879950260898,1,17.691073222952536
8,7,1,1,21.57267938990285,0,4.942076827946161
13,5,0,1,26.345854653328423,1,19.84098152775859
6,8,1,0,22.28898508314512,0,7.171088642392213
3,7,1,1,26.93674081305421,1,21.742558744951957
7,6,0,0,25.963474587654662,1,20.130918233933382
13,2,1,1,24.169204536954283,1,18.005055549157426
7,5,1,1,23.79509510457844,0,9.158193613971342
7,4,1,1,25.64960452472629,1,19.03062741033617
4,5,0,0,22.94381793512101,0,8.441744729977469
9,7,0,1,26.88374444389241,1,20.35613201452131
10,7,0,1,22.258221752018752,0,7.518070074004331
8,6,1,0,23.95797587975516,0,9.061429717336411
4,4,0,0,27.04816176495,1,20.59454564291249
13,6,1,1,27.98928477754753,1,21.231190591433258
11,4,0,0,23.616938892338197,0,9.060676426206388
5,4,1,0,21.89770151173118,0,6.867501221617012
12,7,0,0,25.573555140387832,1,19.459089014717023
8,4,0,1,25.37253131617947,1,19.391991473389258
10,5,0,0,22.738796051633432,0,6.937204970544904
9,7,0,0,23.846438245895648,0,8.580063426007738
6,6,1,1,23.089164056895104,0,7.730289733460263
10,5,0,1,22.43638476665182,0,8.089061338720326
7,7,1,1,22.80893061589141,0,7.974216978154221
11,10,1,1,26.44222038388629,1,19.44508746100469
9,5,1,1,25.549171840450175,1,18.84878111060721
6,5,0,0,23.3281016202797,0,8.537335279547731
7,8,1,0,21.98692951805505,0,6.789685632736971
10,6,0,0,23.57805441572581,0,8.428265474655669
11,6,0,1,22.822423632079936,0,7.817871503076294
7,5,0,1,23.5251235405263,0,9.510453321539948
5,7,1,1,25.346017901064084,1,18.80047204533012
8,6,1,0,22.91515686667621,0,7.269912788140722
6,5,0,0,23.6203032371134,0,9.978574882750854
9,5,0,1,22.92233218014181,0,8.342174513298017
10,5,1,1,21.844407449543237,0,5.75380186214754
10,7,1,1,26.71879172368094,1,20.445801318497782
5,5,0,1,22.59627492862264,0,8.080387434609746
7,5,1,1,25.99548255792321,1,20.550185925649675
8,5,0,1,28.288189692248856,1,21.69183103050736
7,7,0,0,24.33142278323628,1,19.055692871353664
3,2,1,0,24.22532675816876,1,18.56349497799604
9,4,1,1,22.717848660355184,0,7.815826872416434
10,9,0,1,25.44404972448057,1,19.57213174620338
6,4,1,0,24.58525999237679,1,19.058411077978125
8,4,0,0,21.416074310852235,0,5.800023815717579
3,4,1,1,24.110220323316387,1,18.751537933588622
9,4,1,0,26.37883790544695,1,19.578593965954184
9,6,0,1,25.19496494435261,1,19.823684539088223
6,7,0,1,23.461707722084924,0,8.556604387002444
6,7,0,1,22.520867059577668,0,7.639734979167815
13,5,1,1,24.37282589915293,1,19.345124227118504
9,6,1,0,24.683332268091544,1,18.300722144284865
11,5,1,0,21.543483650473284,0,6.163623185125444
6,5,0,1,24.10218788939516,1,18.551334265447988
13,6,1,1,23.375856010307853,0,7.882980145869776
10,4,1,0,24.710039987835135,1,18.591191003495798
12,7,0,0,25.228130583081068,1,18.86177040843001
10,4,1,1,23.307035275972037,0,8.005258754898627
10,5,1,0,23.56864282853586,0,9.049367754795773
10,8,0,1,25.763002609163188,1,19.9303400645041
5,7,1,1,25.181739373401022,1,19.80723308973661
8,6,0,1,24.241845358973197,1,18.99540968363488
5,6,0,1,22.551200893170325,0,7.39211218552668
0,7,1,0,24.142182766542405,1,19.407915315965514
0,7,0,1,23.817818905832283,0,9.7842493407578
5,5,1,1,23.83846798538123,0,9.360400505339802
7,6,1,1,24.37388952630856,1,18.47557346271419
13,4,0,0,23.423943696103787,0,9.563464934841608
7,6,1,1,22.850647724472296,0,8.84740835591637
6,4,1,1,22.62759541374619,0,8.353035222057137
8,6,0,1,27.217833956054417,1,21.317349870381747
4,5,0,1,24.602513382072036,1,19.73525820686208
9,6,0,0,23.96113950093685,0,9.82329089687026
3,7,0,0,22.516034306328468,0,8.108016753991972
4,6,0,1,27.3291316372258,1,21.15805643677896
10,6,0,1,23.522260486302017,0,8.881565342539535
6,9,1,1,22.734669843486028,0,8.018785928291685
7,7,1,1,27.24618620678792,1,20.28614003731472
2,4,1,0,25.418836973243906,1,19.68493908731831
8,7,0,1,27.42874857074688,1,20.70792960138621
7,8,1,1,25.187908215333355,1,19.25837237841738
6,7,1,1,21.904183436310284,0,6.472738293796659
6,5,0,1,24.00972457756203,1,19.07169588977437
10,4,1,1,25.75795629483405,1,19.65698497694114
5,6,1,1,22.83748915377589,0,8.180160103465068
7,5,1,0,26.32873371764924,1,20.556111509049945
6,6,1,1,25.077799325181147,1,18.524044258492392
8,5,1,1,23.479194380664097,0,8.627128116899758
6,5,1,1,25.160871650948764,1,19.55663277972265
3,5,0,0,21.035590882208176,0,5.065855981753951
8,6,1,1,24.075657596814843,1,18.673576387091455
12,4,1,1,25.801879170231075,1,18.324668353459504
5,5,1,1,23.146799416343576,0,9.220353738814628
13,7,0,1,22.796717842092555,0,7.004974324049474
6,5,1,1,24.72530571573557,1,18.70948717426244
9,4,0,1,24.241900166689543,1,19.04249482243705
9,7,1,1,26.51613526703249,1,20.65474539318022
4,4,0,1,23.746748157318223,0,8.94635196858615
8,5,1,1,25.84092474231946,1,19.877377054313865
13,6,0,1,26.47361863586941,1,20.17547871660259
4,6,0,0,27.39086489882601,1,21.17819754323963
4,6,1,1,25.65286503002047,1,20.47739647296489
10,4,1,1,19.985593076779907,0,3.459054206867939
7,5,1,0,23.321946542986307,0,8.708290137783527
8,7,1,0,23.500214947265142,0,9.272321921732374
13,7,1,1,26.25880935403852,1,20.519210392502234
7,5,0,1,26.21842035171324,1,19.500888571081283
10,3,1,1,24.27573563424287,1,17.931950947054553
8,7,1,1,25.31867459737277,1,19.65597432386155
16,6,1,1,24.55196878011111,1,18.721668023102566
8,4,0,1,22.678161603923886,0,7.845297343494776
6,6,1,0,23.152152704997448,0,8.71590376471324
14,3,1,1,18.52553229918948,0,1.5963142420884302
12,8,0,1,22.96710565491614,0,7.913562939734171
11,6,1,0,23.862956960697133,0,8.493401255982432
9,6,0,0,23.831715288942387,0,8.698914997209673
6,7,1,1,23.084225342150027,0,9.12062911907815
14,8,1,0,26.963027840791256,1,20.55826196580324
10,6,1,1,24.830207725809363,1,18.724815599460637
4,4,0,0,25.42497296794001,1,19.49388673967312
6,5,1,1,25.00334150854135,1,18.909094194500817
8,6,1,0,20.82399326762984,0,5.041969064234504
5,4,1,0,23.8114930503818,0,8.908301218086669
5,6,0,1,20.10579575028123,0,4.2321681778964
7,4,0,1,23.729014426596997,0,9.993984952057572
2,7,1,1,25.12552079083445,1,19.795661771781045
13,6,0,1,24.45957256631449,1,19.4629042360268
6,6,0,0,22.87542646004607,0,8.531191440817503
9,6,1,0,21.331397078596616,0,5.140716805505797
8,5,1,1,24.37645280912159,1,19.049800678192828
7,3,1,1,24.055269317106475,1,18.66255072186278
3,7,1,0,22.94854492250596,0,8.058899221313906
2,5,1,1,25.38626211547176,1,18.78310890457205
5,4,0,1,22.34768308018172,0,7.316235007236745
12,6,1,1,26.102671168015934,1,20.58537787132352
7,6,0,1,27.197145493181864,1,20.29292145659128
0,6,0,1,23.927053019242237,0,10.19470444338881
12,6,1,1,26.106931789973785,1,19.939099965103598
11,6,1,1,26.012723182364255,1,18.908678788259536
2,5,1,1,23.683213730338384,0,9.888712911324198
6,6,1,0,26.62832523609876,1,20.206045920064543
8,4,1,0,24.067701908815717,1,18.33764188686524
9,9,1,0,24.413672227631903,1,18.882740649369808
6,6,0,1,24.594790624480336,1,19.411079347936223
14,6,1,1,27.358842931546352,1,20.62269382713731
10,4,1,1,23.818450130876798,0,9.136564565317313
5,5,1,1,25.399830679615214,1,19.62604836396405
11,6,1,1,21.9228680386042,0,5.806744368787193
8,6,1,1,23.913811789188635,0,9.45118642786089
12,7,0,1,22.132953168430603,0,6.962845341668614
9,5,1,0,24.895297839998666,1,19.70654321958855
8,6,1,1,21.796187651403663,0,6.776058887474269
4,5,1,1,22.46811297417288,0,7.623808670382518
10,6,1,0,23.56238119468817,0,9.624421431999773
1,4,1,1,23.909478511044817,0,9.760769983069627
0,6,1,1,24.730916262019576,1,19.91544203273246
13,6,1,1,24.298123164090256,1,19.08393913875367
10,4,1,0,19.92821173697244,0,3.1522225908434853
8,8,1,1,24.99455421430598,1,19.538439381727283
1,5,0,0,21.85898078038921,0,7.427584684282973
8,3,1,1,21.468456155434684,0,6.526863644078131
5,5,0,1,24.215415036002785,1,18.553565393064787
9,6,0,1,25.387404329657866,1,19.400163128968245
7,6,1,1,23.44704185805699,0,8.566728660922355
10,6,0,1,23.79187379565682,0,9.214971615028071
7,4,1,1,25.561451707139664,1,18.663972068582662
6,3,1,1,24.609166950582743,1,18.61931458471036
12,5,0,1,25.097072535021194,1,19.40156517213155
10,3,0,1,26.113791119627237,1,20.01210385174082
3,6,0,1,20.503725781682974,0,5.161821489272177
6,6,1,0,24.35876467508392,1,17.96514720195995
9,5,1,0,27.437959545886827,1,20.943416418993785
11,7,1,1,24.090005247298468,1,18.457092856215443
7,5,1,0,26.707482932551237,1,21.231272849371468
4,7,0,1,21.635848595496427,0,6.213847842034239
10,9,0,0,23.865472942654662,0,10.043025367048433
4,3,1,1,23.42679712286258,0,9.125162507103418
8,4,0,0,22.54120667079167,0,8.13267951185905
10,7,0,0,23.16653436211424,0,8.281944830647127
15,7,1,0,23.95675328875953,0,8.325983067131503
8,8,0,1,25.67474770093438,1,20.122307477931155
8,4,0,1,23.26519839311836,0,7.775898728376201
4,5,1,0,22.703082034012443,0,7.81130147831054
4,6,1,1,24.765587344634067,1,18.834063290544805
8,6,1,0,28.836541593323204,1,22.29729597226988
17,5,0,0,28.552751254279578,1,21.60533066182925
10,6,1,1,24.81783739327632,1,18.890447530292377
7,7,0,1,22.206962531936437,0,6.865710363227009
10,6,1,0,24.75322271856466,1,18.79889726172317
16,3,1,1,21.38101556720845,0,5.48868020475927
7,6,0,0,23.238380273220397,0,7.381188948301776
5,6,0,0,28.40139823155742,1,22.09753642111266
9,6,0,1,25.52841739160223,1,19.37992717268131
8,6,1,1,24.950279342726365,1,18.21451696793391
10,7,1,1,25.42713461648158,1,19.66036032945745
7,4,1,0,27.4724560575042,1,21.62584068912936
6,7,1,1,21.57512232245565,0,5.68726162457113
6,7,0,0,25.336915695444304,1,19.27128905124193
11,6,0,1,27.665410816759643,1,21.200660007386688
6,2,1,1,23.390505370679147,0,8.772040009577616
11,3,0,1,21.884024075605662,0,6.9438799410629
9,4,0,0,26.33055287258891,1,20.119233504573288
7,6,0,1,27.16603398083181,1,21.19864329155956
7,9,0,1,24.74085874609287,1,19.02739417739012
12,5,1,0,25.99732141305298,1,19.5165985974506
10,5,1,1,21.638086750737216,0,6.110403202176867
11,4,0,0,26.0398259825482,1,19.96339744832997
9,5,1,0,22.21664792012764,0,6.295827981664975
9,4,1,1,22.698320546898877,0,6.7556018107981
11,4,1,1,26.292227004167373,1,21.06419671889886
-3,4,0,0,21.495906111233538,0,6.878155072936916
4,5,1,1,22.3211368067967,0,7.883089314390072
12,8,0,0,22.002411733839025,0,6.304061348159833
3,5,1,0,25.647996064313595,1,19.72775513888922
15,5,1,1,25.58921058881376,1,19.04965320358692
9,5,0,1,23.425392623211955,0,8.927841600373869
8,7,1,1,23.98160369519012,0,9.844730638005643
9,3,0,1,24.025370955402494,1,17.677994941930333
13,5,0,0,25.02190245751302,1,18.978604082399503
12,6,1,1,22.019058943693302,0,6.014371085894357
8,6,1,1,22.377903723912404,0,7.12000627502177
9,7,0,0,27.088607425756692,1,21.310859071559925
12,5,1,0,23.44568102578887,0,7.659238409755157
5,4,1,1,22.98747986122498,0,8.497956001893053
5,8,0,1,25.52614840481298,1,19.603718724633385
10,7,1,0,21.56219979704506,0,5.845918304462358
7,7,1,1,26.78846218712178,1,21.303551112297647
4,7,0,1,25.46227501376421,1,19.370936204576505
8,6,0,1,21.74493429159917,0,7.14277958198031
5,7,0,1,23.905099338005066,0,9.800699184584373
6,6,1,0,22.774540722368336,0,8.346687530697206
7,6,1,1,24.536958769373506,1,18.45614153505479
-2,6,0,1,21.20601421192304,0,5.928954239936878
12,5,1,0,24.141986867696225,1,18.393009367667297
9,6,1,0,22.38719418090352,0,6.930090576027479
9,3,1,1,26.143015515332905,1,20.378230403214243
8,6,0,0,25.01741329169778,1,19.50034237654067
9,6,0,1,24.797749412829376,1,18.82693464598066
6,7,0,1,24.57155656743184,1,18.8976825197638
4,6,0,1,24.339020370567717,1,18.064501684857284
4,6,1,0,20.533523139567997,0,5.422605111408696
12,5,0,1,24.36626708447153,1,17.5011095065279
8,4,1,1,25.97431268810153,1,19.16053538792179
12,3,1,0,24.480378660880824,1,18.128073823487487
12,5,1,1,22.453299944343343,0,7.038931118700264
8,4,1,1,22.831182774553422,0,8.108240203072025
4,5,1,0,24.61022131787515,1,18.508701213232715
4,5,1,0,20.921557295127123,0,4.289709113438871
7,5,0,0,23.5815224101618,0,8.996145595192063
10,8,1,0,20.870526698300687,0,5.082136177267166
3,5,0,1,21.12288349083443,0,5.656134810779928
5,4,1,1,25.097807812732665,1,18.818249505354125
7,5,0,0,26.1342689057824,1,19.72024023715124
10,3,1,1,23.386431608636958,0,8.661663835747454
7,6,0,1,25.07375979875657,1,19.79272597672291
3,5,0,1,20.091685222266157,0,4.257350098673692
9,5,1,0,29.1835739467721,1,21.597379820860453
10,7,1,1,23.096838480664097,0,8.032213128925456
12,3,1,1,25.53969566526142,1,18.87020659179843
6,5,0,0,24.575738145776683,1,19.11618789412651
6,8,0,0,24.19929891569461,1,19.85996127145908
3,6,0,1,19.531506689197947,0,2.091835334221171
5,5,1,0,28.15742938357827,1,22.034517515778163
2,5,1,1,26.070705953281102,1,20.61549987328786
4,6,1,0,28.959551308300757,1,22.64276917203429
8,6,1,1,23.272734394801827,0,8.369390152292599
3,8,1,1,25.9595104548818,1,20.407060711293514
4,7,1,1,23.140492857959185,0,9.042893239081204
10,4,0,0,22.589741170433683,0,7.800465034823502
10,3,0,0,27.608446561856866,1,20.61256935651669
8,7,1,0,24.68663084072324,1,19.374308687923776
4,5,1,1,22.344585924736904,0,7.450301502080803
9,6,1,1,23.460618015779257,0,9.12867048001696
7,7,1,0,19.355955205982376,0,3.03030869040862
-1,6,1,0,23.72883715317308,0,10.021638821253235
3,5,0,1,21.68559898222392,0,6.840236703068044
15,5,0,1,25.6050059978956,1,19.21667666411773
8,6,0,0,21.19517437008386,0,4.748295504569263
10,5,1,1,24.11458460685653,1,18.200441361615656
6,4,1,1,22.403300813213274,0,7.089596768875944
8,4,1,1,25.203270370400464,1,20.073791003153342
11,6,0,0,24.076377000005955,1,18.27006724436738
8,5,0,1,23.518366943082174,0,9.637630560550384
7,4,0,0,19.967333058442858,0,2.662374038832984
11,5,0,0,28.645141380343027,1,22.206302629813734
9,8,1,1,24.988058511266733,1,18.673652170961955
7,7,0,0,21.972929674141373,0,6.811834664425361
5,5,1,0,22.65613308703206,0,6.694761873974664
10,6,1,0,23.713657397753565,0,9.455366553423664
10,5,1,0,27.299508779731124,1,19.84781966820768
11,5,1,1,25.1706987765996,1,18.658141003886097
4,6,0,1,28.2089472942109,1,22.349500242507823
1,6,0,1,22.72074404853496,0,8.698249647968936
8,4,0,1,28.98119032385989,1,23.535108050999547
6,6,1,1,21.58074227555847,0,6.073422551793231
10,5,0,1,26.231061570337587,1,19.932481069502632
7,4,1,1,22.8532160938454,0,8.692121336110826
7,6,1,1,20.983149934418456,0,4.478257641537955
5,7,0,0,23.373466838201665,0,9.925119721367333
3,4,1,0,23.812497249306155,0,9.923194543060228
8,3,0,1,27.524299347934896,1,21.340301829619214
8,7,1,1,29.24460643202043,1,22.00952805484929
3,6,0,1,21.84096669149388,0,6.607612704543292
9,8,1,1,22.97314253706768,0,8.300319860557863
6,5,1,0,20.10910169357697,0,3.86953374770316
10,5,1,0,22.16974689854541,0,6.708944582497896
7,6,1,0,22.52315711891184,0,7.630556847508332
3,4,1,0,21.84642372847384,0,6.640855296460043
7,6,0,0,22.38792003532515,0,7.0692599931650975
0,2,1,0,24.86943946662677,1,18.929398914349346
13,6,1,1,23.56299346801864,0,8.030388113681257
8,6,1,0,22.39916556593594,0,6.5834664576455815
4,8,1,1,26.49455732753826,1,21.073389942360198
7,5,0,1,24.38413031515891,1,18.877911019316716
6,7,1,1,22.072005356953294,0,7.755209512952161
4,5,0,0,22.41962664853265,0,7.538191162134857
7,7,1,1,24.078561939416243,1,18.49756786411573
2,6,1,1,25.008570340116336,1,19.98987858815951
4,8,1,1,22.401920923243555,0,7.982304174778699
12,4,1,0,24.909526454670743,1,18.7842210336148
2,5,0,0,24.079392141223188,1,18.599731264894768
7,5,1,1,23.866842506427723,0,9.895358890156883
11,6,0,1,24.060386887476568,1,17.919542466815113
7,7,1,1,25.962001506254083,1,20.29724084875409
6,5,1,1,25.96627752916581,1,19.364885588515268
5,7,1,0,22.38604662737056,0,7.221261791749635
8,7,1,1,22.93056830760325,0,7.080672237874282
3,6,1,1,22.08310679507929,0,7.331069058498966
6,6,0,0,24.530359479646595,1,19.716243942058664
7,3,1,0,23.049047259580217,0,7.398582711512164
5,6,0,1,22.55985164771548,0,7.741133088561198
8,5,1,1,21.251751731566387,0,4.920891220293135
7,5,0,0,26.51094742858479,1,21.52456773458601
10,7,0,1,22.05131492040833,0,6.543591143424673
4,5,1,0,24.710537834278732,1,19.2886990844355
4,5,0,1,21.90642653815163,0,6.658213072627064
9,7,1,0,26.734637085155036,1,19.85050659767119
1,5,1,1,23.47348826019061,0,10.40342853030817
7,5,0,0,23.639946392952297,0,9.012914707691124
14,5,1,0,25.028091902153204,1,17.748681200655604
3,6,1,1,21.46315138656874,0,6.111439092649297
5,7,1,0,26.40672115603608,1,19.433209918210945
9,6,1,1,22.52968877760635,0,7.403801574408077
6,6,1,1,25.030539996998577,1,19.253486431958795
11,5,0,0,22.727177261554186,0,8.031761830588783
3,7,1,1,25.254897766265906,1,19.502741515145125
10,7,1,0,23.648041968855196,0,8.184878595518548
7,7,0,0,24.655874179714164,1,19.31526562864885
1,5,1,0,22.203937273070757,0,7.205591061856532
6,5,0,0,19.947228286282414,0,3.1164580499337147
12,6,0,1,22.75830102750176,0,8.323509035996755
9,5,1,1,27.4544852522808,1,21.77026481980745
10,5,0,0,23.43828315604799,0,8.491437184594108
8,5,0,1,26.538457957804887,1,20.235726900689254
5,2,1,0,24.482510904536312,1,18.74976924021107
9,6,0,0,24.84977343039247,1,19.35937795304542
3,4,1,0,24.022820696053568,1,17.965991988333556
6,6,0,0,26.600610202552577,1,20.840563037168558
6,4,0,0,24.510537117192964,1,18.372790572767823
3,7,0,1,19.50030489625536,0,2.9636337223789417
2,7,1,1,21.7027684413683,0,7.10359479775733
5,6,1,1,21.802942622147928,0,7.16546230344211
10,8,0,0,23.704863054742333,0,9.189934445323498
11,5,0,1,24.145872492435718,1,18.563944684814057
12,5,0,1,25.98812082299276,1,20.488183471993487
10,5,1,1,24.87001430918165,1,17.92638823429236
3,5,0,1,23.150093933041116,0,8.901189919342995
10,5,0,1,25.385017669797787,1,19.86431848840636
5,6,1,1,24.3142219952682,1,18.57847187128585
3,4,1,1,24.45858112030243,1,19.90913440946968
5,6,1,1,22.79427848365265,0,8.665281131334924
7,4,1,1,25.51625630288283,1,20.455475291268325
12,5,0,1,24.06427955933544,1,17.67312148876856
13,6,1,0,25.61395175074554,1,20.00695556205696
8,7,0,1,22.11612466416401,0,6.901533193704033
8,6,1,0,25.82200788500619,1,19.71854591533284
7,3,0,1,24.279924410336804,1,18.174281032832965
6,4,1,0,24.04750087703392,1,18.758458378505303
14,6,0,1,22.44129639558782,0,6.498416836691212
6,4,0,1,25.00448628452528,1,20.109876651681684
6,8,1,1,21.361004186488355,0,6.441353488576838
3,4,1,1,25.431447525600024,1,20.06651222901958
