student_age,pre_test_score,gender,low_income_status,school_gpa,tutoring_program,post_test_score
4,6,1,0,6.605883511230592,1,13.805354841533534
8,5,1,0,1.4981855234004904,0,4.326801404229016
7,7,0,0,2.704047843003406,0,6.2005772473068985
8,7,1,1,3.215065566162541,0,7.368316901669293
5,5,1,0,1.1426671941638586,0,4.205811796614079
9,5,0,0,2.490233109847919,0,5.166993273269001
11,7,1,1,2.577504892844296,0,4.898943520355849
5,5,1,1,7.024037566863505,1,13.16457022749982
3,4,1,0,2.086029585209851,0,6.674889348808272
5,5,1,0,6.629984242901146,1,13.50191978029032
4,8,0,1,2.8507832064218803,0,6.7486872068099535
6,4,0,1,4.497762788097861,1,11.51348646077916
11,4,1,1,5.277242772434802,1,11.499421830077033
6,5,0,1,4.478582501852013,1,11.771617053240073
10,7,1,1,1.101007723873463,0,3.3258695215783174
9,6,1,1,3.4245912840136588,0,7.022780663100225
5,5,1,1,7.419447828500575,1,14.195234991382865
8,4,0,1,3.201984683821632,0,8.233805839865951
5,5,0,1,1.4457161945211785,0,3.243987685752153
8,4,1,1,6.616351166256578,1,12.779842390318468
4,7,1,0,0.5365936073096886,0,3.376966609774932
6,3,1,1,2.093016705089714,0,4.937823914024597
11,4,1,1,5.232432897093542,1,11.914882311337356
9,4,0,1,3.0191272990533484,0,5.973499125946914
5,5,0,0,4.435609909484682,1,11.85197606293449
10,6,1,1,4.458060076508974,1,11.704040694139922
14,5,1,0,4.546676149791272,1,10.30079290163462
5,4,1,0,2.7678005797923597,0,6.522739873265642
9,3,0,1,0.0284723923800513,0,2.690243594643605
6,6,0,1,2.9286714851274818,0,6.4233299597800055
6,4,1,0,3.216975193030894,0,6.766499471299026
4,6,0,1,5.108241338099626,1,12.70267983549663
16,5,1,1,6.089838856218211,1,12.127726489963742
7,5,1,0,3.2347652653763843,0,6.809078980037767
8,7,0,0,4.377293934941046,1,10.84082577220958
5,4,0,1,0.7053198896003559,0,4.459011615770964
5,7,1,0,2.957286988328269,0,6.14353875655433
4,4,0,1,4.069577112493609,1,11.13304029101475
5,4,1,0,3.751319797046694,0,8.245859541557612
6,7,1,1,3.094449496527283,0,5.908907069757566
8,6,0,1,2.444947709416082,0,5.471943446177451
8,4,1,1,4.304841578931474,1,11.912003792920627
11,4,1,1,2.806542409455421,0,6.188343469319631
7,0,1,0,2.990119314916173,0,7.921118744316455
13,8,1,1,3.233884287963991,0,5.5082569310592016
9,6,1,1,6.804598350167658,1,13.001778418238054
6,5,1,1,8.157128127473662,1,15.485601689243133
7,4,0,1,3.541740207790113,0,6.925274381754547
8,4,1,0,8.449585288732116,1,14.89899538821391
11,5,1,0,5.411591864800895,1,11.882525176087436
4,6,1,0,5.20061371619367,1,12.9409586449667
7,1,1,0,4.170192493142318,1,12.005425046412638
5,6,0,1,6.52025376874858,1,13.94292741592887
8,6,1,1,2.2880366384226294,0,6.035783267093329
7,7,1,1,5.309203428117336,1,12.895290961857617
3,6,1,0,9.1974788519449,1,16.008826650104837
10,3,0,0,2.8115563502150227,0,6.1406046787031405
8,6,1,1,3.1633227163682034,0,7.199685619831125
6,7,0,0,4.97176066196481,1,12.393360499451065
7,8,1,0,4.911597469811647,1,12.46573117205816
13,3,1,1,0.6758566548571006,0,3.2956863232015103
4,5,1,1,7.017336502960317,1,14.019589020302629
7,7,1,0,1.9164801324862228,0,4.541559439550477
7,3,0,1,3.179801477776763,0,6.208362915932744
6,4,1,1,2.316299478211242,0,5.261918595462248
7,5,1,0,1.663535408700597,0,4.80915919497876
11,2,0,0,5.060195567798051,1,11.866399511331382
8,6,0,1,5.571082411244511,1,12.09449244209848
10,8,0,1,4.212492725101884,1,10.609359572707245
8,5,0,0,0.7223171593177029,0,2.6901784317354025
12,4,0,1,1.8262474591330544,0,4.429047083406691
10,4,1,1,4.146948889236817,1,10.656057146316847
11,5,0,1,4.6807389700540325,1,10.926241184124928
6,7,0,1,4.667825358299299,1,11.995418606611144
5,6,1,1,3.1108312668149227,0,8.216536345105357
8,5,1,1,6.0041227277126445,1,12.281927755273038
11,6,1,0,1.0850388849770471,0,3.515733204292841
6,5,1,1,5.468010559403799,1,12.790197606148237
9,7,1,1,1.2434580582339176,0,3.46010847880148
4,6,1,1,5.352645862381184,1,12.240584688556917
7,6,1,0,4.628852333214873,1,11.777861576362692
8,7,0,1,6.255203553700883,1,12.99304021654011
6,6,1,1,4.79136765245053,1,12.350169207680924
9,5,1,0,5.490929785312921,1,12.377365844757056
8,7,1,0,6.383195999174808,1,13.113974281904254
10,7,0,1,7.228391669809952,1,12.96165996813894
4,9,1,1,4.803434596004745,1,12.295060852261065
5,5,1,1,2.694240721677118,0,6.019035723320187
8,2,1,1,7.439669267737939,1,13.323173587195974
4,8,1,1,1.510114653822995,0,4.778658306499099
5,3,1,1,3.8551159111141047,0,9.402585054749782
1,4,1,0,3.3012452573424484,0,8.969530369746485
5,6,1,1,6.03901965930057,1,13.890417353352037
7,8,1,0,3.393196330522188,0,6.529635403486759
7,5,1,0,3.781100012599178,0,7.7039478738556175
12,4,0,0,8.413866590547688,1,13.861539481110288
4,6,1,0,4.366983580677127,1,12.40170484523101
3,3,1,0,3.177103046903929,0,7.527831885019996
5,4,0,1,2.9284805441443966,0,6.621709476256132
12,4,0,1,2.7446483419878387,0,5.8268511976992805
9,5,1,0,6.690935893175,1,11.649449219473944
8,4,1,0,5.354929193586058,1,11.620488800646973
9,5,1,1,3.068128920734942,0,5.844823812064526
11,8,1,1,6.574786372277542,1,12.13252601921562
10,7,1,1,2.8268779304718192,0,5.871481690137529
3,8,1,1,3.745293918753111,0,8.703597919648365
2,7,1,1,0.6550960185690808,0,4.749888714411498
0,5,0,1,6.733214043616007,1,14.171545854006478
3,5,1,1,7.744860726527018,1,15.25562267704789
7,5,1,1,4.440733918516047,1,11.572216213180203
5,7,1,1,2.8915364685979466,0,7.002803923341184
9,6,1,1,5.031537406746943,1,12.918557250840458
1,4,1,1,3.336677194786139,0,8.898117941714046
4,7,1,0,0.05919905931245,0,2.7923378894741595
4,6,1,1,8.13224431764593,1,14.892253688737645
5,8,1,1,3.920287118270788,0,8.175417806147827
7,7,1,1,0.0083727246109006,0,1.308294774344105
12,6,1,1,4.028469456643902,1,10.258041230476788
8,8,1,1,1.5015749327492371,0,3.3763717069613044
7,5,0,0,6.369335468174121,1,13.358437419227569
2,6,1,1,2.820352397424529,0,7.018455108612671
13,5,0,1,4.881365398213369,1,10.347943431135732
4,4,0,1,7.3200919720475,1,14.560978151779734
9,6,1,1,1.648512589877174,0,3.816466568289622
5,5,1,1,3.0912941706797565,0,6.686525445042747
7,6,1,0,2.1660434383968146,0,5.460785040312963
12,5,1,1,6.4835324940879255,1,12.38900012459739
6,5,1,1,1.939107742232594,0,5.702439279736589
5,6,1,0,4.86851613702712,1,12.69785584217898
4,6,0,1,5.275724388224605,1,12.664155485745075
8,6,0,0,3.3168282078263043,0,6.826445525820098
9,4,0,1,4.926844745533712,1,12.663248237855909
1,4,1,0,3.3350137666471893,0,8.477936830011847
8,6,1,1,5.152528559673472,1,11.56422905335046
10,5,1,1,3.47623101064952,0,5.949549286468951
8,7,0,1,5.391338397896943,1,11.413930758565328
10,4,0,0,2.840904792222648,0,6.6010906536379625
4,6,1,1,5.011968798393124,1,12.422017363323524
7,5,0,1,4.050381268684845,1,11.399596107907266
6,6,0,1,3.103479935944617,0,6.151641035820179
6,5,0,0,3.811565843887039,0,8.230883143258563
3,6,1,1,1.50172754087427,0,5.170903744396659
-1,5,1,1,0.5982640993926882,0,4.664111688145117
17,5,0,0,0.8937179923866148,0,2.149868326873679
11,7,0,1,-0.942209338386416,0,-1.4357595433830068
6,4,0,0,5.1092791532455815,1,11.703933910714165
12,7,1,0,4.63654822105614,1,10.663394580206276
13,5,0,0,3.4318127710883446,0,6.126400859002492
6,4,0,1,8.700431398986904,1,15.331790499119023
11,7,1,0,8.228770451080473,1,13.501805894556089
11,6,1,0,6.41890201686846,1,11.995839745516884
9,5,1,1,3.5912789172989297,0,7.349108863141399
11,5,1,0,4.547141694150093,1,11.174737825379466
6,7,0,1,4.053233744376637,1,11.34858269649015
6,7,0,1,6.49540185730053,1,13.701243439159144
6,6,0,1,2.915876225309634,0,7.172017723704053
8,7,0,0,3.197340082079328,0,6.1488237838137145
6,3,1,1,6.061765190395757,1,12.817366096566651
7,5,1,0,2.9704782687473115,0,6.139430016108898
17,9,1,1,5.373714072268314,1,10.079187471098836
9,5,1,1,5.2026644164694895,1,12.155534669057928
9,7,1,1,2.632418955616653,0,5.31598370872944
5,9,1,1,3.603591886013324,0,7.769173297751905
4,5,1,1,3.9101133797590606,0,8.88802594272192
8,7,0,1,1.6715722618238331,0,4.173313714735042
11,9,0,1,4.910542579325853,1,10.664029484053517
5,4,0,0,5.383173591011612,1,13.144052116345504
10,6,1,0,5.065138986582211,1,10.165083009962531
7,9,1,1,3.597464337785434,0,7.847385567676006
6,7,1,1,5.456704171547164,1,13.017546040893944
8,4,1,1,5.76564390476527,1,12.926284518827924
4,6,1,1,3.2202680117962474,0,7.0308243131577965
9,7,1,1,-0.5581482224358778,0,0.418884616581066
4,4,0,1,3.567828955646529,0,7.487250715959686
8,6,1,0,3.4558644264296583,0,7.711815929686397
10,7,1,0,3.236774426905243,0,6.764978442312078
5,9,1,1,3.688617750803154,0,8.14323494338135
8,7,1,1,1.5676412573267284,0,5.549760911289084
7,2,1,1,5.038091925545591,1,12.621789061338385
9,7,0,1,4.368349485717377,1,11.069603638134186
8,6,1,1,5.629643553774318,1,12.117537553102675
6,5,1,0,6.4824233553647215,1,13.279820165834035
8,7,1,0,3.5428448265996733,0,7.869323737925206
6,7,1,1,5.590333663850559,1,12.388661489738832
5,7,1,0,3.992258515699204,0,8.3261223244026
11,6,1,0,3.554111952768324,0,6.233091555517581
12,3,0,1,3.884274549749296,0,6.93218397161569
9,6,1,1,4.866161168242148,1,11.922384104339535
7,7,1,0,4.078161614740481,1,10.846631869326686
7,7,1,0,4.370195967142006,1,11.7202771585166
11,5,0,0,7.7061072985813155,1,13.70309415419533
4,6,0,1,0.5377659425795489,0,3.832825639124197
7,7,0,0,6.119627863359082,1,11.441126162423323
7,4,1,1,5.705006112603039,1,12.760487794614477
7,7,1,0,3.39909964841272,0,7.031126458803056
2,5,0,1,2.133995097346313,0,6.524186651276165
9,5,1,0,-1.0338103319742975,0,0.8159119812437128
8,5,1,1,1.2188798931181042,0,4.156300575961772
5,4,0,1,-0.3690106855260371,0,2.421451352359558
5,3,1,1,3.6845661148798343,0,7.971687418837792
7,7,1,1,-1.553427296090808,0,-0.706000350107052
6,4,1,1,5.172892531951965,1,12.64153387168956
11,6,0,1,6.191950737748284,1,13.00153507575465
3,5,0,1,2.008993313752628,0,6.163685348242795
3,4,0,0,5.259152921944979,1,12.529789502852786
10,5,0,1,1.1318353717759235,0,3.861035494104778
8,6,0,1,5.0177266561919165,1,12.491481202402191
8,6,1,1,3.823708383154869,0,7.8114799028052735
6,6,1,0,2.863835257385075,0,6.847631410942935
6,6,1,0,5.294183642926781,1,13.08160035501952
5,5,1,0,6.996661212182681,1,14.34320861112429
0,4,0,0,4.241693710166024,1,12.114549043413325
5,6,0,0,6.249158364114052,1,13.13780497709171
2,3,1,0,2.60570064682022,0,7.415772713100902
9,4,0,0,6.609856600942579,1,12.907312762288216
8,6,0,1,4.626379164489887,1,13.028809702038536
10,7,0,1,2.2429349726170127,0,4.398715823222704
10,6,0,1,3.070676642652662,0,5.875623620560158
5,5,0,1,3.599090430424964,0,8.372650278031147
8,5,0,0,4.092452449255363,1,10.719507617422924
11,7,1,1,0.1377910581392627,0,1.0740122570580406
9,4,1,1,9.367560244061687,1,15.107196636395804
5,3,1,1,5.336981175897311,1,12.989071808901109
5,7,0,1,5.841914703268298,1,13.589575055068735
8,5,0,1,2.4527302781186804,0,5.454241489976485
8,5,0,1,3.5803610931897687,0,6.949091787475264
4,5,1,0,8.909703459170988,1,16.00453308101211
7,5,1,0,5.225983229738891,1,13.593271950417606
6,6,1,1,4.221445329620543,1,12.559469690790957
11,6,0,1,6.253157569499371,1,12.64934787827199
5,6,1,1,1.0450572535480442,0,5.288088274533731
5,6,0,1,1.747394609994522,0,5.105099457328484
9,7,0,1,5.886763445405635,1,12.771344012062956
9,5,1,1,3.6328015113229393,0,6.64128714193251
11,8,0,0,6.237588249727176,1,13.289229782183307
6,5,0,1,4.88143430029567,1,12.716616207708892
9,4,1,0,3.6393315773917054,0,7.510174384107621
8,5,1,0,1.0778795843037163,0,3.381331788536814
5,5,1,1,5.424482223037277,1,13.426012666647964
0,5,0,1,4.939110782857787,1,13.841533946701414
6,6,0,0,1.3102137034238923,0,4.396567170395553
9,5,1,0,5.323754413663195,1,11.913357645631466
7,9,1,1,6.751298681890596,1,13.608740817509188
2,7,1,1,4.924661617045874,1,13.349469512389671
9,5,0,0,2.854014888626176,0,6.121042153293098
4,5,0,1,3.6912188616552832,0,8.781003454769936
6,4,1,1,2.183145116440496,0,5.875352703905434
10,6,1,0,3.67833832443617,0,6.472757080145481
9,6,1,1,-0.4646670186947963,0,0.8370255818709424
7,7,1,0,2.230889973071624,0,5.090213367040128
8,6,1,1,5.2229421422320605,1,12.59476619336182
11,7,1,1,1.7411589868446256,0,4.930428243848656
6,6,1,1,9.566957882496268,1,15.279305913051664
5,6,0,1,2.3690973867334204,0,6.033014136870055
8,7,1,1,1.8516178180299048,0,4.709749975253136
3,5,1,1,1.0539810280840802,0,4.826751829509379
8,5,1,1,3.4452199229101907,0,7.891140258279382
12,2,0,1,2.690900847145455,0,5.593378747718202
8,4,0,1,4.542137496312896,1,11.478339004971415
7,7,1,0,1.5277078376862234,0,4.3524668795862365
1,6,1,0,1.8467134771842095,0,6.382486381976583
7,3,0,1,4.073809808767145,1,10.927808735485051
8,5,0,0,6.4216102003130455,1,13.5658315783532
3,5,1,1,4.222771376714765,1,12.855890910441676
9,3,1,1,2.3389420277725748,0,5.198211252763281
7,5,0,0,3.293729441295594,0,7.731815059605734
7,6,1,0,3.118975804840705,0,7.117629311688174
8,5,1,0,1.0916918452895443,0,5.186536720477995
5,6,1,0,3.8116214754333138,0,8.097619524195627
12,4,0,0,5.310141446464956,1,12.149397932982165
5,5,1,0,5.236759961633595,1,12.595383909782988
9,4,1,1,0.4900734804960347,0,2.952642048313273
6,9,0,1,5.04046229944063,1,11.388046309057072
11,4,1,0,-1.7034436105294135,0,-0.8778190180654222
6,6,1,0,5.212744715269088,1,12.050933227347205
11,5,0,1,4.857341811476589,1,11.601424808207106
3,6,1,1,0.813573840374926,0,4.232526396148384
9,6,1,1,4.19878783511212,1,11.47435079651543
7,7,0,1,1.946389688969924,0,6.020730951588082
2,7,0,1,3.957897339815641,0,8.490972709223714
6,4,1,0,2.22470661661243,0,5.554929863056083
8,8,1,0,4.308678719753685,1,10.528500202184954
3,7,1,0,3.8014150748885966,0,8.978725396634324
9,5,0,0,2.177967254197549,0,5.746089111234082
12,6,1,1,3.792779392388231,0,7.234598092574672
9,10,1,1,5.364513597117226,1,12.349383781100132
7,1,1,1,2.5685584683516938,0,6.91296246310433
9,4,0,0,3.0409944478618707,0,7.248002195214819
3,4,0,0,3.0032579002569983,0,8.568889703830557
8,6,1,0,-0.0785753494058019,0,2.579705025123888
8,7,0,1,3.5163409250166637,0,7.153305525768603
10,8,0,0,3.993171237358064,0,7.749128958724154
4,3,0,0,4.61829622453295,1,12.314427516558524
8,6,0,0,5.948264988747657,1,12.297827368518703
15,7,0,1,4.72557979408978,1,11.321558381863412
12,4,0,0,3.227836433454951,0,6.253778849351203
5,5,1,1,5.632751024028645,1,12.58262210732964
7,7,0,1,7.012075956571641,1,13.373289557800842
11,4,0,0,5.707685656835427,1,11.37356289028641
0,6,0,0,3.2547733256571423,0,8.72424497224819
8,3,0,1,5.738114309899407,1,12.56104888033247
8,5,1,0,2.1826839417645214,0,5.582185075472018
12,5,0,0,2.3975162274665776,0,4.798337681217864
6,8,1,1,5.637726783809142,1,13.175839439765486
7,7,1,1,1.8105785509098764,0,4.020794233454829
14,4,0,0,4.242382360275612,1,10.211320232164551
11,5,0,1,3.341320678973689,0,6.552513510902192
3,4,0,0,3.257564406703605,0,7.272794078241336
7,7,0,1,3.849578723167282,0,7.270302267868351
12,7,1,0,1.888500431209964,0,3.56344687605149
4,4,1,1,5.542284678887151,1,12.919334930930551
5,8,0,0,3.539763922841382,0,7.316381116261404
6,4,0,0,7.7775975563176285,1,14.676688020350214
14,6,0,0,4.786220257960011,1,10.548804764126409
1,4,0,1,2.4562977020980434,0,7.53654652081681
8,7,1,1,6.962869169969743,1,12.978239075345062
7,6,1,1,2.6529729549361942,0,5.699312372654728
12,7,0,1,3.7495082271701,0,6.942866484853336
10,8,1,1,4.771857771184008,1,11.801449591410671
7,7,1,1,0.678614740662201,0,2.9959981939240974
8,4,0,0,5.826818079399212,1,12.903526517021216
7,5,0,0,4.887022078972271,1,11.55046886880173
8,6,0,1,4.474518934014693,1,11.938767743884352
5,9,1,1,2.921555708743566,0,6.678644234599818
7,7,0,0,4.113449887482297,1,11.368846125171553
4,7,1,0,3.4412964165901845,0,7.176313162470243
13,8,0,1,4.495137750228414,1,10.439604232936905
8,4,0,0,3.6877583272820296,0,7.387499039398213
10,5,0,0,3.2851715639902,0,7.449580094881374
7,4,1,0,3.2872555051274146,0,8.107979956828371
7,7,0,0,6.009421996359019,1,11.79412190492323
6,7,0,1,2.3945612657724853,0,5.643608018485848
5,3,0,1,1.7385136165812431,0,5.223732591712912
0,8,1,1,5.767605015313086,1,13.754419645770348
4,5,1,1,-0.8070541252459922,0,1.1626709129367652
10,5,1,1,1.9016009917766823,0,4.061587184757047
8,7,1,1,2.4390265259584902,0,5.002697709041259
5,6,1,0,4.830882163777393,1,12.002550489224133
8,6,1,1,2.960911650684876,0,5.735166265034761
6,6,1,0,5.753265597436672,1,13.082999914392504
9,6,1,0,4.216518999504041,1,11.736082937326431
7,7,1,1,3.6181856686977607,0,7.423014514277442
12,5,1,0,2.348260202877244,0,6.160542133341517
11,4,1,0,3.3424018677463163,0,6.635387288466537
12,7,0,1,1.8145109630603584,0,3.824096143945087
3,3,1,0,5.1544068680922965,1,12.736704910306887
10,6,1,1,7.217715723035357,1,12.909322790313816
7,5,1,0,0.7418940020329341,0,3.50899165158162
13,6,1,0,0.2084493148339818,0,1.6269612013917325
5,5,0,0,6.28750234579518,1,13.66113950840969
6,6,0,1,2.5283938806242032,0,6.2788930351279735
10,6,1,1,5.9569336565669655,1,12.246693127646058
5,4,1,1,2.9581794400838333,0,6.593538303723512
14,5,1,0,3.185014912982984,0,6.129021016353733
10,5,1,1,2.5804477550491507,0,5.73703045681747
7,6,0,0,5.438135904974178,1,12.034389589812708
2,6,1,1,4.581814959656219,1,13.159720760237937
10,7,1,1,3.957509090752308,0,8.925489990117919
13,6,1,1,2.925273278111596,0,5.692395133230087
2,6,1,1,3.879477968653978,0,8.272222761642867
9,5,0,1,3.29797881337491,0,6.595185015296944
9,6,1,1,3.7219451477061223,0,7.785164441064664
7,4,1,0,1.955635975745321,0,4.577311151260334
7,7,1,1,4.013515941622856,1,10.736961200463462
6,5,1,1,3.0565002325110746,0,7.333795899651422
12,7,0,1,2.705780186815632,0,5.899285976550771
12,5,1,1,4.208671561366934,1,10.226465501225537
9,5,1,1,3.5467496029597867,0,7.092621321896448
2,7,0,1,6.169115032551041,1,13.920948193053334
7,5,1,0,5.150903132832247,1,12.561249043607562
10,4,1,1,3.311154117491284,0,6.811051321874323
9,5,1,1,2.757983219238197,0,7.224315747503293
13,6,1,1,5.499804733404538,1,11.528152415888524
5,2,1,1,4.13150344856801,1,11.576693509185336
5,9,1,1,4.047077044659754,1,11.53083798334012
9,5,1,1,5.073870928085723,1,11.52825181896529
7,5,0,0,7.791251674357674,1,13.955582498112308
5,7,1,1,4.248349666435261,1,12.112721026564987
6,5,1,0,3.25333158420828,0,6.9065310425305775
12,3,0,1,3.9915212606379455,0,7.5744046083415615
10,7,1,0,5.949841049812944,1,11.75307826956834
11,4,1,1,6.937547108209719,1,12.105609301745536
12,6,1,1,0.5279809711552668,0,2.162138333826598
3,7,1,0,7.391630132604922,1,15.04840416665382
4,6,1,1,1.4430766957102814,0,5.096448573123726
6,6,1,0,5.812115191299303,1,13.041828151906005
6,6,0,1,4.453318086020392,1,12.31244348415072
7,9,1,1,5.38339820737068,1,12.785964769597856
2,8,0,0,5.603586060734234,1,13.75906222151676
9,8,0,1,4.520053739170667,1,11.394986967518786
4,3,1,1,0.2156071895678719,0,2.56901057575386
1,7,0,1,4.246553771123663,1,11.866197402123625
12,6,1,0,7.081703747984388,1,13.501029814653489
10,3,1,0,5.667988376117739,1,12.813005223071574
2,5,0,0,5.386884654010518,1,14.363386528817824
5,7,1,0,6.316759448671625,1,13.135790589547293
3,8,0,0,6.931646795934007,1,14.73547418241075
4,4,1,1,2.367631819841184,0,6.798866872646864
6,6,1,1,5.945961766476451,1,13.081772986655013
7,7,1,1,2.970734507434662,0,5.972117110836863
4,5,0,1,6.335644671526456,1,13.325720437984549
4,5,1,1,4.683284825464913,1,13.196825507402618
3,4,1,0,2.3574603363642472,0,6.73180501398816
4,5,0,1,3.633869445346872,0,8.542437244293819
5,7,1,1,7.3799807827944255,1,14.274209041264731
7,2,1,0,4.587851944410794,1,12.154956076918692
9,5,1,1,5.09360423091505,1,12.023493795603578
6,5,1,0,3.550003848060012,0,7.385172104118903
6,7,0,1,4.789044796079258,1,12.507247420817654
6,6,1,0,2.427271456355088,0,6.506789843538167
10,7,0,1,4.768347035069261,1,11.253858958492923
6,5,1,0,4.279981266397273,1,11.130579428649355
6,4,0,0,4.197643900296503,1,11.61086003547939
4,6,0,0,5.508606339458464,1,13.006687299673212
7,3,0,1,4.4617481707464375,1,11.737360323237462
10,6,1,0,5.366130464803942,1,12.134991563192964
8,7,0,0,5.171189050920376,1,10.973232017074173
5,3,0,1,5.255733540680848,1,12.75607408090392
4,7,1,1,3.763104044516772,0,8.230704204149601
5,6,0,1,5.376258732904562,1,13.099248120207864
13,5,0,1,4.695274758159791,1,10.351269732602308
6,6,1,1,1.501275330177029,0,4.443651511983671
7,3,0,1,2.8231461867976044,0,6.9290355168704245
7,3,1,1,2.4900441588354427,0,6.438296506120841
5,8,0,0,4.970880433849271,1,11.061635276119606
7,4,0,1,-0.3698398794791195,0,1.9649883283082568
9,6,1,1,7.989211746978495,1,14.401678604411106
5,6,1,1,4.703115935219073,1,12.090509177667354
9,6,1,0,5.187035465155634,1,10.917199859076506
7,4,1,1,2.8855741466385267,0,6.9694331965233705
4,7,1,1,7.756557629244638,1,15.068847259745423
10,3,0,1,6.189599273636222,1,12.444133010365782
3,3,0,0,1.1340551462232953,0,4.940231715513115
5,7,0,1,4.40051581509166,1,11.183377162956994
1,4,1,1,6.3239704264853565,1,14.999405168565028
3,5,1,1,6.658000561986626,1,14.526461763913414
13,4,0,1,7.572103224794937,1,13.366882484868771
9,7,1,0,2.396594877336457,0,5.104645313742218
10,4,0,1,4.737660263400128,1,10.702263289478363
8,5,1,0,5.182425927441804,1,12.441477923098152
13,4,1,0,2.9042258556038005,0,6.3250752185114365
9,7,0,1,1.942131225932191,0,4.696781389539626
6,5,1,0,1.0502600793728711,0,4.563636861543808
9,7,1,0,1.814563978727587,0,3.564689684830788
6,7,0,0,4.752140437382318,1,12.043771638297596
9,7,1,0,4.346333316703173,1,11.496826233143148
7,6,1,1,4.1586254935346485,1,11.81712119021872
5,4,0,0,2.465580402939373,0,5.486426244069741
2,6,1,1,1.2376403042703554,0,5.405556532603008
8,4,0,1,1.573821938435045,0,4.337249698642525
6,5,0,1,1.217540138458579,0,4.576521086722946
10,7,0,1,1.9779256464979431,0,2.682234985860934
7,5,1,0,2.611678757960494,0,5.607613158001487
5,8,0,0,3.241113104424191,0,8.173672921901295
1,6,0,1,5.1322873466580425,1,13.492382372336698
8,7,0,1,2.173554425702449,0,4.11064471779247
7,9,1,0,4.583439353168894,1,11.93770149385984
6,3,1,1,3.4622623883651498,0,7.755584059533498
5,4,1,0,1.4218384917739035,0,4.4865519782958
13,4,1,0,4.108282036421979,1,10.500120674096587
7,4,1,0,5.349851427137273,1,13.358069874720206
6,3,0,1,3.837317300994567,0,9.380090485420451
9,7,0,1,0.7782573937046218,0,3.0473968485048686
2,8,0,1,7.044637417384874,1,15.497548293831931
10,7,0,0,5.398753579990645,1,10.955014111942605
5,5,0,1,5.890352523042536,1,12.497596942230984
8,5,0,0,3.734629558563636,0,8.157821897262522
6,7,0,1,3.0484314140915174,0,7.35832183257564
7,8,0,1,4.015251526890719,1,11.162409347804251
8,6,0,1,2.0518189299399925,0,4.959331255385699
12,5,0,1,3.60104542442281,0,7.8169973979845135
7,5,1,0,1.1434423213867122,0,4.760149858400725
4,5,1,1,6.41816369145538,1,13.49099883035472
