age,income_level,gender,minority_status,political_engagement_score,voter_education_program,voter_turnout
10,2,0,1,19.03826876496645,0,6.358835294439379
5,7,1,0,22.72593136916689,1,16.82744203129601
10,6,0,1,17.451686761385847,0,4.039741262335332
9,4,0,1,21.16721960545888,1,16.80515970444773
9,5,1,1,21.544573942653827,1,16.61001415911754
8,5,1,1,22.70262125419486,1,17.224685777379932
12,4,1,1,16.020308333798837,0,2.585285342136097
8,6,1,0,20.13180304701301,0,8.99916304046511
11,3,0,1,17.235376278781473,0,3.510426109511276
12,6,0,1,23.323903408879158,1,18.18840104805948
11,4,1,1,18.984856314782284,0,6.640517307440098
3,4,0,0,23.21561687440252,1,17.463408147179383
8,5,0,0,21.74074592338162,1,16.745057285143726
14,8,1,0,25.305326403650408,1,19.29237796504923
9,5,1,1,22.739511293695568,1,16.792770836725403
8,7,0,1,21.55914068847046,1,16.463841066719645
3,8,1,0,21.911988636849948,1,16.306908421995757
9,7,1,1,21.210517210523697,1,16.46528379160934
5,5,1,1,22.68223627153642,1,16.940775299205406
11,8,1,1,18.010080987651243,0,5.360714823761128
0,4,0,0,24.62791110223707,1,18.50007820410741
9,3,1,1,20.39006588764224,0,8.41194120678529
8,5,1,0,18.33006298023624,0,6.006670705161396
12,7,1,0,23.361456340686217,1,16.618290197574307
10,8,0,1,18.996387578305253,0,6.710548953256325
3,6,0,0,19.88710889868773,0,7.941243105631809
9,5,1,1,21.951037523634252,1,16.765312810339328
8,7,1,1,22.71894556855693,1,15.741687275666708
5,5,0,0,23.12773867877378,1,16.950674592004265
5,5,0,1,19.340480299450093,0,7.979142711954052
9,5,0,0,21.1148939208812,1,15.819392569799776
8,3,0,1,16.917719957942932,0,3.8119098445121615
8,3,0,1,20.86761363186644,0,10.29180358035168
12,5,1,0,19.763290055303592,0,8.071736312004061
13,7,0,1,19.91930327142097,0,7.1794698190847415
7,5,1,0,20.56230971655644,0,8.810196240389425
7,6,1,1,22.96427300558901,1,16.65991760817837
9,3,1,1,20.99686937388368,0,9.992725835668251
6,8,1,1,17.624471224889355,0,4.984836305864929
4,5,1,1,22.004874362687424,1,16.096188726828636
12,4,1,1,22.958340666587752,1,17.505082320073647
7,5,1,1,21.03808415585495,1,15.021322831462712
7,4,1,1,21.271186339901835,1,15.2794828250818
5,8,0,0,20.591663310358825,0,8.449498426076403
9,4,1,1,18.57316776850547,0,5.920025672056217
13,7,1,1,16.65833843667852,0,3.2470086704752954
7,7,0,0,21.16575342988776,1,16.269646410729692
5,4,1,1,19.570002814684504,0,6.735251658125981
10,6,0,1,20.564771456771773,0,9.669017908991064
5,7,1,1,22.25940323651376,1,16.12522737393444
8,5,1,1,21.901533821704277,1,16.346288066543238
1,5,1,0,21.993174345225466,1,15.81482115531174
12,6,0,0,23.13580966964405,1,16.985265585451963
8,7,0,1,18.666966722485085,0,6.7548586732024285
2,4,1,1,17.406181484706455,0,4.722426370231635
7,6,1,1,19.75646418956324,0,7.880533221685561
7,5,1,1,22.30933725819281,1,16.384387159503607
8,6,0,0,18.614002215209904,0,6.285938385651744
6,6,1,0,21.817045970759946,1,16.008497952966124
9,6,1,0,17.83853371033745,0,4.8356562609593965
3,7,1,0,26.00233501172999,1,20.24960230429605
5,8,1,1,22.000554673580208,1,16.70790060948811
8,8,1,1,24.20705636510718,1,18.46664949875232
6,5,1,1,19.89019890370431,0,8.124056649615557
12,8,1,1,21.966310454028932,1,16.54434617530911
3,5,1,0,20.69580692788316,0,9.348179432159093
6,6,0,1,20.68195620659833,0,9.168464512472
13,6,0,1,22.164849618073717,1,16.655416272295213
14,5,1,1,22.837511253566,1,17.65181793316951
11,5,0,0,18.729322985250995,0,7.228666237081149
8,7,0,0,21.039553639595866,1,16.06707135122239
6,4,1,1,19.54725128852813,0,7.754027244959415
12,4,1,0,22.5367162630342,1,17.003992766640323
4,7,1,0,18.909924169864244,0,6.995930741018326
6,5,1,1,21.948562824241712,1,16.746424483304732
6,5,1,1,18.065829947729327,0,4.591435555556132
8,7,1,1,19.831937032419887,0,7.959578512571875
2,7,0,1,22.787622551438623,1,16.100816590739964
10,7,0,1,18.11836525741043,0,4.964636799750515
9,6,0,0,25.88050508723409,1,19.26806088494979
14,3,0,1,21.814527123653026,1,16.766820261558728
9,5,1,1,21.90612292240425,1,16.834490845455605
7,7,1,0,21.55900780884726,1,17.01151661049482
7,5,1,1,20.77696141079891,0,9.938346093983776
1,5,0,0,21.92946279447713,1,16.814720332075666
10,5,0,1,20.11615674288516,0,8.387541568339785
5,7,1,1,20.60286617862165,0,8.06825009402009
9,5,1,1,21.340622058476665,1,16.276951473789396
7,7,1,1,24.85332068504472,1,18.17290183034701
6,5,1,1,19.05174817770516,0,6.765076072739759
6,4,0,0,19.317843662946984,0,7.781387825175923
10,5,0,1,19.72662296069625,0,7.591219672270276
5,7,1,1,23.18840405807361,1,17.39420470304732
6,6,0,0,18.334245818262158,0,5.831304893997577
10,6,0,1,20.60833876641586,0,8.648200058180478
7,5,1,0,19.45438846675048,0,7.303204151234602
10,7,1,0,22.0817951087922,1,15.982845589981308
17,7,0,1,21.322992311433868,1,16.34524513906881
12,7,1,0,20.073004175914708,0,8.782980454956064
10,7,1,0,20.56649606469764,0,9.440743252451565
11,5,1,1,22.42911597911489,1,16.03018585204653
5,4,0,1,17.196075957910864,0,4.364889268362573
9,5,0,1,22.14489082083485,1,17.490498981380142
2,3,0,0,24.739953244386967,1,18.05822721614684
7,6,1,1,20.27915920724958,0,8.296570204538355
10,6,1,1,19.45341821817156,0,7.879808660324895
4,7,0,0,23.24976340146408,1,17.78050709615153
6,7,1,1,23.33920396244952,1,16.048369141709095
7,7,1,1,22.90902484522813,1,16.71014362271579
16,5,1,1,22.13734600326833,1,16.291748033026728
0,7,1,1,20.02482725657916,0,8.533242140419272
7,6,0,1,19.516471858003936,0,7.828827469068214
8,5,0,0,24.682308039198382,1,18.446904968023336
11,6,1,1,23.031007714239355,1,16.922426410882174
14,5,0,0,23.62510833908903,1,17.69754947147574
13,7,1,1,23.095563057673846,1,17.81110573740588
10,6,0,1,18.197222299111733,0,5.802453586744107
8,4,0,0,24.214421516430445,1,18.89406445997159
6,6,0,1,24.751894687653408,1,18.392825265326444
11,8,0,0,16.273686769635177,0,2.2870756036002606
10,6,1,1,24.746394096862197,1,19.52172144136432
4,7,1,1,22.57723183736631,1,16.18595495939477
8,4,0,0,19.237580874950464,0,6.588834063355325
8,4,1,1,23.111631402795023,1,17.953344111699693
11,5,1,1,23.0999594705993,1,17.658988029632326
12,6,1,1,23.72264519645071,1,16.85368867772758
11,5,0,1,24.04932064558576,1,18.940452745536508
6,7,1,1,22.543352186135017,1,16.758150989043624
4,5,0,1,19.067911079048464,0,7.443846175193173
4,7,1,0,23.86381438192436,1,18.625026568548364
7,6,1,0,23.66768575557711,1,17.46144359331526
6,6,1,1,18.1276951102673,0,5.972385845062986
6,4,1,0,22.02708125323815,1,15.55152749463818
8,4,1,1,22.24010179424949,1,17.392152666615264
2,4,1,0,22.244543613659683,1,16.45791744214287
8,9,1,0,22.10346254503272,1,16.898284877727846
11,3,0,0,22.972563845245663,1,17.441463584157084
9,6,1,0,24.66746195999401,1,18.077943658386356
9,8,1,0,23.659994581134267,1,17.611468037120023
8,4,0,1,17.72072733252846,0,4.9539764201389405
1,5,0,1,20.208332845900895,0,8.44968597229627
5,7,0,1,18.954160894051245,0,6.239497248816172
7,5,0,1,19.999890460210533,0,8.380082603522592
4,5,1,1,19.940996643009264,0,8.109829039152384
10,5,1,1,20.66991268942185,0,9.41310379807896
10,4,1,0,19.79245246623052,0,9.382963092440434
7,5,0,1,20.84673642409022,0,10.201539416434828
8,6,0,1,23.79229347261111,1,17.94660408578816
4,7,1,1,20.966123140623026,0,9.765114463304572
8,7,1,0,18.112178590731208,0,5.71975034388111
8,6,1,1,19.130687853643035,0,7.44159785369593
6,4,1,1,22.34596679136132,1,16.658044236845043
10,4,1,1,19.731916704738023,0,7.638362635880785
10,8,1,1,22.7572085809642,1,17.26368108137157
12,4,0,1,23.63234682911997,1,17.977990549390984
4,4,1,1,20.105130560468268,0,8.373958407345876
9,4,0,1,22.90080890884269,1,16.887194724255124
9,6,1,1,21.285359798018423,1,15.866435125003653
4,6,1,1,19.86879231319652,0,8.0862948780275
5,5,0,1,21.066242843078825,1,15.280242341969306
17,5,1,1,22.594372138372627,1,16.913617660312
6,3,1,1,21.103216271307137,1,16.26081717361793
4,5,1,0,19.65692004241309,0,8.408144922060439
8,3,1,0,20.00226183657073,0,8.168112710360079
4,7,0,1,19.4558829138792,0,7.234770322099596
0,5,0,1,20.606552757717257,0,9.589964412439144
15,5,1,0,21.217411528299596,1,16.054884957548172
8,5,1,1,20.277118944802595,0,9.764125624604564
9,6,0,0,24.25679072191833,1,17.983753919725498
11,4,1,1,20.43128888723758,0,8.44987539937846
8,7,1,1,19.094326385257915,0,7.0181598286232
15,5,1,1,18.668736168089865,0,6.518938164249184
4,3,1,0,17.689754455014143,0,4.675046199735446
9,5,1,0,19.44515393766836,0,6.936961944972053
12,4,0,1,17.363680847564584,0,4.3576585826311085
8,4,1,0,20.96752300636187,0,9.574361261590106
9,4,1,0,20.86677461893708,0,9.796880676526133
8,5,1,1,20.583741249005666,0,9.266914182425277
7,5,1,1,21.734505270382343,1,16.938827404420255
8,5,1,1,20.68425600831774,0,10.167511045011494
7,7,1,1,21.64750029150789,1,16.06846389154115
8,5,1,0,20.15484578350436,0,8.862395969248078
9,5,1,1,18.03181038423353,0,4.719238399248425
8,7,1,1,20.225082032941238,0,8.49630175048599
4,9,0,0,20.079537166057968,0,9.279105750056893
15,7,1,0,16.275910652492563,0,3.391936376987254
6,5,0,0,22.74029284032573,1,17.543803634428592
5,4,0,0,22.95846854446273,1,18.21624931811285
10,5,1,0,17.123969380279245,0,4.529627026378177
3,5,1,1,22.9275087908616,1,16.61114723899683
6,6,1,0,19.425744452681837,0,7.418667297799239
8,4,1,1,20.863560322250294,0,10.683007177757863
10,3,0,1,20.42358960833436,0,9.39368740356721
9,5,1,1,20.04691776855047,0,7.525915967840037
8,6,1,1,20.00149003652071,0,8.731961617593841
6,8,0,1,19.84091826780838,0,7.415493622002293
8,5,1,1,24.156305908464983,1,18.776756610489137
6,6,1,1,17.277706854923338,0,3.684819937627526
2,7,1,1,21.047537770050702,1,15.9739117678384
10,5,1,1,20.28958946013592,0,8.4845897610417
5,4,1,0,19.932205225730367,0,8.769493023925408
2,5,0,1,22.560544168690303,1,15.832805606822491
11,6,0,1,19.686446467210292,0,8.060832299048991
12,3,1,1,23.995936266062383,1,18.844083592096304
12,5,0,1,19.74667993684314,0,8.535759557813904
10,8,0,1,26.822094308714483,1,20.445771694020237
6,5,1,0,19.56067393280794,0,8.559106172712987
11,7,1,1,17.01031311202727,0,4.067226716730207
5,4,0,1,21.894778703463405,1,16.62586013551267
8,7,0,1,20.91383476338345,0,8.55860238062455
7,4,1,1,20.935073359786166,0,9.219929040858418
5,2,1,0,17.73595771876699,0,4.771547289638501
5,6,0,0,18.24265032993044,0,5.267540626735461
6,7,1,1,19.512027711142757,0,8.034362746731894
9,6,1,1,22.75067654427447,1,17.292523537727696
6,4,1,1,23.911863822435027,1,17.83684304021723
8,5,1,1,21.757053309726118,1,16.37814994949761
9,4,0,0,20.62428362953132,0,10.744155476056532
9,7,1,1,18.191384687142865,0,4.963387762099914
11,5,1,1,20.30391337474209,0,8.95235337994095
6,6,0,1,21.25313202447673,1,16.021342482403238
7,7,0,0,24.18987682438529,1,18.427630859025243
11,8,1,1,20.966276434344685,0,9.441842330973314
6,6,1,0,23.412803820644456,1,17.519340687273242
10,7,1,0,24.532567045919656,1,18.99714729255627
7,5,0,1,17.657976709357875,0,4.192043192175589
10,7,1,1,18.720373151924385,0,6.5010614891467045
9,4,1,1,19.71341648090357,0,6.975820728469424
11,3,0,1,20.236212568247037,0,9.141344144114864
6,5,1,1,24.31026714040353,1,17.87304332575639
10,6,1,0,20.418241577839684,0,8.86188706576123
9,6,1,1,20.092316005054123,0,8.185208549148548
10,4,0,0,20.25413366833452,0,9.685098180233886
9,5,1,0,20.382099323551778,0,9.963642381621847
1,5,1,1,18.533830180222708,0,5.892749624883575
7,4,1,0,20.654733668560567,0,10.268207826753148
8,6,1,1,20.68034329730008,0,8.324815655060284
10,7,1,1,20.28987926321457,0,9.292723412621214
5,3,1,1,20.95171344522997,0,9.777777601857991
7,5,1,1,22.091484701762084,1,16.95527449262792
11,6,0,1,21.163392959320287,1,15.567352359503838
3,5,1,1,22.0494078023914,1,16.0204114095625
7,4,1,1,18.9635094429494,0,5.913103517821925
14,5,1,1,20.779406076217374,0,9.99334195442434
9,6,1,1,18.077709621891465,0,5.812913750859996
10,7,1,0,18.176516320492414,0,5.190202095821349
11,5,0,1,21.488342900809045,1,16.447186386795337
8,5,0,0,21.09189540367845,1,16.17529544505317
9,7,0,1,20.54018643455975,0,8.699985341864824
8,6,1,0,18.233723863588125,0,5.36991082504513
8,4,1,1,20.668303854773107,0,8.66074989503729
12,6,1,1,19.91598578053742,0,8.271818667030434
6,5,1,0,23.710719935063366,1,18.363422739659327
9,4,1,1,15.76759084898086,0,1.6432562228683822
10,3,0,0,17.717571902929254,0,4.808791201174903
7,7,0,1,19.393888918107937,0,7.113370146940417
6,7,0,1,18.551708071160192,0,6.71218559895691
8,5,1,0,22.91875592948255,1,17.831340019511973
5,4,1,1,20.9130921642931,0,8.956211298716436
5,7,0,1,24.32529555878232,1,18.48561727423817
8,4,1,1,20.156810632157136,0,8.717113015772929
4,4,1,1,20.509131264471325,0,9.087084985444893
6,7,1,1,22.49941619002836,1,16.369108714460552
6,7,0,1,22.94337999642261,1,17.507133664776166
4,5,0,1,21.49878857416713,1,15.478305417288064
5,4,1,0,21.30493737432125,1,16.229285029580026
6,2,0,1,22.72966887376904,1,17.342058640408645
4,6,1,0,17.97298319149263,0,5.149056034272056
8,5,1,1,24.045448348279464,1,17.95620542599303
7,5,0,1,23.58015435071436,1,18.134558399145472
8,4,1,1,23.371871897149266,1,16.62521037603668
6,7,0,0,23.48644575224776,1,18.59094998169827
5,5,1,1,23.448648367384717,1,16.5477497021795
6,7,0,1,20.1877784877964,0,8.649843522037658
10,6,1,0,19.86987437756628,0,8.357601850232156
7,2,1,1,20.53573762015153,0,9.668534564122549
10,7,0,0,21.99927725215649,1,17.240695532833133
3,7,1,1,21.03509525862566,1,15.528197951233595
9,6,1,1,19.31700333766797,0,6.392349779176001
5,5,1,0,22.667432910911987,1,17.137597417494778
13,5,0,1,22.702255313588143,1,17.926060260909697
7,4,1,1,23.80629850988865,1,18.145630198330643
7,3,1,1,22.25152899510313,1,17.372038751803743
10,5,1,1,20.140316470359554,0,8.516220889553972
9,6,1,1,21.799601487781366,1,16.3125761746721
11,4,1,0,23.805242037423422,1,19.13244982608093
10,5,0,0,21.65222341867547,1,16.435458886077733
8,6,1,1,19.93925692853471,0,8.05334314641842
5,4,0,0,20.39052345381073,0,9.088104198761604
4,5,1,1,20.53357285306857,0,8.35079566209038
8,5,0,1,21.083981348429184,1,16.189400691954766
9,6,1,1,19.46749034504192,0,7.845603110509716
5,8,1,0,17.680825163058397,0,4.399109093020133
4,5,0,0,22.28529507465536,1,17.44129074801705
4,5,0,1,19.00609293150079,0,6.728297701304345
10,5,0,0,17.53934380979812,0,4.367810448671121
3,6,0,1,23.41886879526868,1,16.6369407411933
9,6,0,1,19.77753091874064,0,7.621739773653716
6,5,1,1,22.04495370158415,1,17.085132826216295
5,6,1,1,23.105283517240323,1,17.212985550853354
15,5,1,1,22.451886673809504,1,17.553252571311617
5,8,0,1,20.36616242889714,0,8.203587159451692
13,5,0,1,20.20262739155024,0,8.446354975817496
9,8,1,1,22.16639563305248,1,17.174311382244472
7,7,1,1,25.193433430146243,1,18.585689742272457
11,9,1,1,23.96303451831245,1,17.47367356170885
6,7,0,1,20.310356643391824,0,8.991780711999118
7,8,1,1,23.120550150838994,1,17.580415064897142
5,6,1,1,19.943021286870238,0,8.327695721216834
10,7,1,0,19.102952011308723,0,7.279581524170587
9,6,1,0,22.82703088687285,1,17.374909599593796
13,5,0,1,18.87091112614731,0,6.896981850103155
7,5,1,1,20.122511093662077,0,8.245345843436997
5,7,1,1,22.004701709534547,1,15.747314306925553
9,7,0,1,21.876259857395567,1,15.944004740287124
0,5,0,0,21.583516374161384,1,16.801815908149475
1,8,1,1,22.321645027048195,1,15.506545367980246
5,5,1,1,21.781907765648317,1,16.66796373183912
12,4,0,0,20.072598317131103,0,8.572997356542523
8,5,1,1,18.655852197663144,0,6.076358160658923
6,4,1,1,21.542843628828788,1,16.013989727960567
11,5,0,0,16.89211996846839,0,4.267464180510501
6,5,0,1,20.27586087415672,0,10.02826477124798
3,6,0,1,19.492172779055764,0,8.316066167160285
14,3,0,1,21.2078986294166,1,16.44918726701314
13,7,1,0,21.655487056250628,1,15.724128731371056
12,5,1,1,21.461894972312656,1,16.763579246170632
7,7,1,1,21.178001506686837,1,16.643940086960747
5,8,0,0,25.102546927784093,1,18.10342732416459
11,6,1,0,20.848259609959094,0,9.790371852854106
8,6,1,0,22.26455372993182,1,16.51436331598754
7,4,1,1,22.33984738682535,1,16.815075242419795
4,5,0,1,18.939190823014115,0,7.144267141226987
8,7,1,1,19.060905464148107,0,7.192818436789234
10,6,1,1,22.139873383837696,1,17.16966963395776
11,6,0,1,18.64729847336153,0,7.012597861370921
8,7,0,1,19.210035850429517,0,7.2058810869443235
7,5,1,0,21.715344853326645,1,17.203211317940575
8,7,1,0,21.07190500394376,1,15.694521310034856
6,2,1,1,20.76142254121004,0,9.361978006342127
5,6,1,1,19.23763271656569,0,7.133168822558393
6,5,0,1,22.365319482204463,1,17.194734207315538
6,4,0,1,21.35939774957865,1,16.316048446054214
6,6,0,0,23.64245913752068,1,18.18944363642892
4,6,1,1,22.59369604553768,1,16.27070240351401
9,6,1,1,21.177397079981017,1,14.60156938169353
6,5,1,1,22.593874580004822,1,16.604765871580366
7,4,1,1,20.6353692150362,0,9.328912174527312
10,5,0,1,23.35760703220016,1,17.726051676929256
10,5,0,1,19.810664975226228,0,7.786669417836353
2,6,1,0,21.506773021022354,1,16.46142655295055
11,6,0,1,18.375089564611432,0,6.613252879356307
11,3,1,1,21.891077286782327,1,16.819698173588172
17,5,1,1,19.57444749840041,0,7.52929639867784
0,7,0,1,22.515984157549944,1,15.955079788254936
14,5,1,0,24.172327501195284,1,18.28304914737746
13,7,1,1,22.34190797933152,1,17.39960090610843
9,9,1,0,22.195737444855784,1,16.459076221006036
6,6,0,1,19.69897940981349,0,7.591815809647618
8,7,0,1,21.9473607346738,1,16.970687837798092
7,5,1,0,24.20690510753638,1,18.62526821973672
8,7,0,1,18.16031351669408,0,5.975573816894526
14,9,1,1,24.036708724113957,1,18.645266423103745
9,3,0,1,23.22813055886508,1,18.02899365376489
11,2,1,1,20.59185729752068,0,9.009803670253756
7,6,1,1,22.398309525227532,1,17.213284413804004
7,5,0,1,20.247069071950897,0,8.299625978811529
14,6,1,0,23.432738231427564,1,18.1937188408998
7,5,1,1,21.66015169389299,1,16.74709384863857
2,4,0,0,21.59146034491582,1,15.71333322781854
7,6,1,1,22.52739996750015,1,16.560936008311263
12,4,1,1,21.81010328890552,1,16.61544531721101
6,8,0,0,24.24872766061547,1,18.54076267871446
6,6,0,1,19.668697601498984,0,7.770795049754446
10,5,1,1,19.887044111381087,0,8.03271106253608
9,6,1,0,18.72273991489932,0,5.847213744235205
8,5,1,1,21.67771929898168,1,16.351212269873614
2,3,1,0,21.86048710757861,1,16.510734157788075
7,5,0,1,18.487732248381025,0,6.524192568535639
7,6,1,0,17.54140983923133,0,5.219803483413291
4,4,1,1,21.384131130296105,1,16.256564503330566
6,5,1,1,19.192048128197666,0,7.29680268037805
3,7,1,0,20.49888054994361,0,8.283680074687815
7,7,0,0,19.72168311910936,0,7.774230395102442
5,6,0,1,17.675691071847243,0,5.514833041571751
14,5,1,1,18.37505768332338,0,6.094603324697302
2,7,1,1,20.0384346298632,0,8.598899078915366
2,5,1,1,22.123320381326472,1,16.621612506498156
6,8,1,1,21.49037311798184,1,16.570545203199234
6,8,1,0,23.567545969782408,1,16.55550817918659
12,9,0,0,20.31440580930717,0,8.870195495172307
9,6,0,0,21.54084727540889,1,17.670938113591063
5,4,1,1,26.171814155013077,1,19.86092934967623
5,3,1,1,22.000459929112168,1,17.11935643004695
8,6,1,0,23.45343318382257,1,17.42943515914563
7,7,1,1,20.575330795277143,0,8.304085201525435
8,5,1,1,19.9128891060248,0,8.744501636883198
6,8,1,0,19.078679326729937,0,5.959713547686679
10,5,1,1,21.04586463536163,1,14.991622716431875
7,6,0,1,21.655557918330683,1,16.760554350322085
7,4,0,1,19.84408997982442,0,7.75530861358001
2,5,0,1,20.536872839353737,0,8.491795193515324
11,8,1,1,23.261102876614554,1,17.592231460591815
12,5,1,1,21.22369492664672,1,16.16775770438767
1,5,0,0,18.52207451317686,0,6.182878583277507
2,6,1,1,20.15741593416674,0,9.051967797027311
8,9,1,0,24.00451576724958,1,17.77503321649657
8,6,0,1,17.38799626175527,0,3.908081182359784
9,3,1,1,22.89349249071952,1,16.664302423945806
5,8,1,0,19.724980074060056,0,7.280256376700552
12,6,1,1,19.464519654590003,0,7.793987786882587
9,4,1,1,21.351180734056275,1,15.32903641722839
12,4,0,1,18.668757700740752,0,7.294286848320675
9,6,1,0,19.468772065713924,0,7.932491454031534
0,5,0,1,20.206132031258733,0,8.006080199250354
6,5,1,0,21.1473709384646,1,16.580025900361996
3,8,0,1,23.905431790203355,1,18.53381870618795
9,9,0,1,19.932208669245217,0,7.586867739931995
10,7,0,1,19.392005504355154,0,7.715455429350675
7,4,1,1,21.602077962196358,1,15.785618300065654
6,6,1,0,21.808614039977165,1,16.476532246701655
5,4,1,1,20.289611257761397,0,7.797428850270887
5,7,1,0,21.49078317981765,1,16.050567075390152
10,6,0,1,22.3618593047962,1,17.424749632573867
10,6,1,1,20.870794112559835,0,9.151480354688657
7,8,1,0,18.031421627589985,0,5.678634527464626
11,2,1,0,20.51653348904964,0,10.110439669273504
1,5,1,1,19.29568617917485,0,7.559505682877319
11,5,1,0,17.58120446993292,0,4.053896103475537
2,6,0,1,19.592474686596987,0,6.784078156568444
9,6,1,0,23.871982575993822,1,18.166248579937758
0,5,1,1,18.71356444924011,0,6.209561506221822
6,9,1,0,24.460402793116547,1,17.895484854004184
7,6,0,0,21.29231751959116,1,16.361351327511507
6,4,0,1,18.97914613114973,0,7.393514042688214
4,6,1,1,22.430182739193206,1,16.78062415051126
6,5,1,1,23.28324725055249,1,17.064678557622905
9,3,0,1,23.134129736090976,1,17.328211604574868
1,4,1,0,21.26642439159411,1,15.993121564813574
13,6,1,0,20.27721059392861,0,7.72150158866104
12,3,1,1,23.89591072992156,1,18.422695571532877
7,5,1,1,22.40475216256549,1,16.819314343885505
2,5,1,1,19.316072628372726,0,6.752983228829441
4,6,1,0,18.81755312072277,0,6.569119604226814
4,4,1,1,21.274592971200736,1,15.18928765026633
7,6,1,1,21.57922759661118,1,16.34803963197206
9,5,1,1,17.716468130643534,0,5.803714811791441
10,6,1,1,21.88752369799569,1,16.484527851574644
9,6,1,1,21.16265228809331,1,15.437127766381131
9,6,1,0,19.386939605807687,0,7.528259519389116
10,9,0,1,18.22825458899092,0,5.182328289714514
7,7,0,0,24.96847994643872,1,18.53934546687241
7,4,0,1,20.95427302563184,0,10.1550706721786
9,2,1,1,18.713692038975186,0,7.508443981629285
5,9,0,1,20.674816658032707,0,9.211673244765077
9,5,0,0,20.48550898392776,0,9.165799167977797
6,6,1,0,22.46075747259136,1,16.812250371082133
6,4,0,1,23.90061666929861,1,18.759813000931043
14,6,1,0,17.714594378492876,0,5.642754046203261
6,6,1,1,22.63218859779261,1,16.10274605049674
7,3,1,1,22.52413548513474,1,17.403375324011062
4,4,1,0,21.22348693111414,1,16.11520087162432
6,7,1,1,18.407378893027307,0,5.392374922822556
7,8,1,1,15.9386762464025,0,1.8548467906710884
9,6,1,1,20.400467187855988,0,9.173056950707066
