defendant_age,prior_convictions,gender,minority_status,severity_score,legal_representation,sentence_duration
9,3,1,0,22.351677970225214,0,8.573952266583005
3,3,1,0,24.750331684108453,1,13.8485882078214
9,3,0,0,25.057373855455836,1,13.071920191009369
10,6,0,1,23.55183307873114,0,10.721353842179182
2,6,0,0,24.818441060859435,1,12.615602949997012
12,4,0,0,23.18923251546723,0,10.2524297636842
6,8,1,1,23.212656305904098,0,9.459707193244624
11,3,0,1,23.203991754805603,0,10.080759939468022
12,3,0,0,23.3825880024121,0,10.612040608388764
7,5,0,0,27.290483894393937,1,14.688068450173423
4,4,0,1,26.041041579311692,1,13.582253713732529
8,5,0,1,22.33217799173561,0,8.209999318691798
15,6,0,1,22.64347853115009,0,9.806613128365004
12,5,0,1,23.182057276021386,0,10.329475480770386
9,5,1,1,25.456073558313232,1,14.23052365701414
10,5,1,1,23.793456025393123,0,11.451196199974849
8,7,0,0,23.46324251109018,0,9.943478279969602
9,4,0,0,26.882882000709003,1,15.413847378875278
6,6,0,0,21.83617706683737,0,7.36529973459336
1,8,0,0,23.34851249983693,0,8.764078135858405
6,5,1,1,26.643029673884616,1,15.266269714412166
8,6,1,0,24.01714875286603,1,12.398597942695837
6,6,0,0,22.37739639214741,0,7.8284191413675615
7,5,0,0,22.37895445555193,0,7.957865838672263
8,5,1,1,25.826841032571902,1,14.715588155535812
6,7,0,0,25.796576114493128,1,13.04772759561912
0,4,0,0,23.29619795295792,0,8.176282247371045
7,7,1,0,24.070250562281892,1,11.41491038708409
10,6,1,0,25.77352561931788,1,14.792617696582608
8,5,1,1,23.173727607392856,0,9.816170735702924
5,5,0,0,25.70691949244855,1,13.752244963077988
3,4,0,0,25.132444124100072,1,12.604261404823228
5,4,1,1,22.221831357383557,0,8.202219463403459
8,7,0,0,23.023579655077363,0,8.928045680148806
8,4,1,0,22.95321722372305,0,9.23827535723605
13,5,0,0,22.694704951543585,0,9.022780923561788
-1,6,1,0,20.85476598839512,0,4.139697994675149
3,9,0,0,23.96518594430448,0,9.733646305996198
6,5,1,1,25.31971276579921,1,13.33476457761093
10,4,1,1,21.55229917597524,0,7.309341166753499
7,8,0,0,26.34374994054604,1,14.207601526007192
6,7,0,0,26.3164552131906,1,14.252885150548776
8,5,0,1,22.64389371223992,0,8.811168689382924
11,3,1,1,23.970006845507367,0,11.241606538207735
6,6,1,1,25.775314811690976,1,13.829138214663706
9,9,0,0,23.78699643146121,0,9.405668280150335
7,5,0,1,24.71001896361089,1,13.092119471065477
8,7,0,0,23.094655421520255,0,7.17903442036194
9,5,1,0,23.670138243222187,0,10.34996807528306
5,6,0,0,22.74772951972049,0,8.839484975648398
9,8,0,1,26.33291846439147,1,14.458920885318731
11,8,1,0,22.634673919314537,0,8.763200511772116
8,5,1,1,24.628659521787306,1,12.541477716103904
11,5,0,0,26.11702221276656,1,14.22076480066825
3,6,0,0,29.112403150091765,1,16.04322742697218
6,4,0,0,22.380975872136503,0,8.892725144778861
8,3,1,1,22.07770260436027,0,8.493338895302347
10,7,0,0,23.473114633476506,0,9.503924209510537
9,5,0,0,24.34767933104561,1,13.572053724973603
10,5,0,1,23.078301408811523,0,10.11167040578166
12,8,0,0,22.881436644889828,0,9.840406637017098
11,8,0,0,22.823306572291656,0,8.232202413154177
7,2,0,0,24.08342375431088,1,13.045345668605416
12,7,0,0,23.23039418865345,0,9.98332141419598
3,3,0,0,22.44416882881963,0,7.900835241289174
6,5,0,0,23.70210133072383,0,10.148490312014651
5,10,0,0,24.907252093454847,1,12.43460532940308
4,6,0,1,20.38843912323405,0,5.249060737180969
10,5,0,0,20.994266062926453,0,6.084433717690119
9,5,0,0,28.35063441443013,1,15.812234009251547
6,6,0,1,22.6321642464241,0,8.215670802903382
9,7,1,0,20.94838179554372,0,6.791641242082036
9,5,1,1,23.46636916666329,0,10.804675219217913
7,6,1,1,24.46287356707127,1,13.425596078826697
9,2,0,0,24.88924446836944,1,13.128655410087188
11,6,1,1,24.182476504281148,1,14.059035164588586
9,6,0,1,25.220726353801272,1,13.532882891869464
9,4,1,0,26.225960057268264,1,13.921894158000212
3,7,0,0,21.795865785070525,0,6.539972503297437
10,5,0,0,22.153557980157828,0,7.728387591970757
10,6,0,0,20.893779970618848,0,6.680417202575704
7,5,0,0,24.782172408020287,1,11.984276328107637
11,5,0,0,23.9633222955664,0,11.057228740988077
15,4,1,0,20.829016783574836,0,7.390093435818122
9,7,0,0,22.34779885271801,0,7.5657089238240705
11,6,0,0,23.727300366480044,0,11.02201937927404
9,4,0,1,24.88650674832637,1,13.538636497662864
13,5,1,1,25.90046168286634,1,15.508153351351291
12,7,1,1,22.14792078869097,0,8.201145362757552
3,6,0,0,25.797783384285196,1,14.06732768009901
15,5,0,0,24.462957104899797,1,13.876090024727844
9,6,0,1,27.76552778196518,1,16.08936594447223
1,6,0,0,23.623851607764955,0,7.9632437103435745
8,3,0,0,24.45766433382317,1,13.209113775839578
12,4,1,0,25.344720169379784,1,14.351454928073384
6,3,0,0,21.987718662770916,0,7.288382044054102
8,5,0,0,21.398577632314765,0,6.738205943001356
0,5,0,0,25.295503737309083,1,12.544227886248828
8,5,0,0,23.94477042684044,0,10.826089476635822
5,8,1,1,27.154935781639928,1,14.680089848865215
9,7,0,0,22.46311356931742,0,8.724763943991523
11,4,0,0,24.636136450278997,1,14.314701777658952
3,5,0,1,23.770194177974147,0,10.862504413276191
6,4,0,0,24.57226682454769,1,12.885376980637153
5,7,1,1,24.61779819098017,1,12.481385412163648
4,6,0,1,20.303684873017865,0,4.562850736538951
13,6,0,1,26.244046131775256,1,14.749942320157665
8,5,0,0,23.85899801716462,0,10.500813626689276
10,9,0,0,22.976571672416288,0,8.348685298335036
15,7,1,0,25.69722111238561,1,14.964407284026384
6,6,0,1,22.450665164630564,0,7.799328050365782
6,5,1,0,22.39108026936208,0,8.453983847464595
3,5,0,1,26.84377311277998,1,15.3804894505624
7,6,0,0,22.426022023262306,0,8.51869598959586
9,7,0,1,24.199320420243748,1,13.4582372155478
10,4,1,1,25.06957582859116,1,14.04365649034104
11,5,1,1,21.401141497671045,0,7.674331453386628
11,6,0,0,23.527988228450013,0,10.168313406550276
2,6,1,0,24.23465562630881,1,11.420656111059689
6,6,1,0,23.6346643678146,0,9.359961879010504
10,8,0,1,27.50683870590323,1,14.334251592824952
12,4,0,0,22.36245818773303,0,9.629281854585466
9,6,0,0,25.330876476310227,1,12.89942336221486
11,5,0,0,24.06756409463343,1,12.82032852432012
10,7,1,0,23.541192010558213,0,9.47528594196368
10,3,0,0,22.281799387831065,0,8.050788345276027
4,5,0,1,25.892465523879537,1,13.810978794649335
8,7,1,0,25.86464662434441,1,13.917533106186283
9,4,0,0,23.24712109091596,0,9.805928913068136
12,6,0,0,26.55992737567066,1,15.256950635206126
2,7,0,0,23.227638584142376,0,8.511729424389474
11,1,0,1,21.664875446845667,0,8.523858490600315
5,5,0,0,23.33835611119079,0,8.269410005819626
5,6,0,0,25.82837571775364,1,13.73730186563898
1,5,0,0,24.781320830763462,1,12.289577870821756
1,6,1,0,22.920980139539324,0,8.122099948151437
7,6,0,1,22.640435020539687,0,8.04176887379
8,5,1,1,24.497874006028635,1,13.548113080010864
6,5,0,0,23.17865114976693,0,7.813107234078382
11,7,0,1,21.58564176390885,0,7.721065627117351
8,4,0,1,21.352245476794423,0,6.904252564786587
11,7,0,1,22.690356340983723,0,10.019181672009706
10,2,0,1,25.1345267461779,1,14.718275512819844
12,3,0,0,26.77035520464881,1,16.86542167584665
7,7,0,0,23.03694048230755,0,9.248731985350496
8,6,0,1,25.53533345107116,1,13.89918083170431
10,5,1,0,25.43198259545901,1,14.48410091284463
10,4,0,0,28.465113592735044,1,16.616888526385633
3,6,0,0,20.38262692628546,0,3.899767811840015
7,7,0,0,20.75073239860772,0,4.457101943772962
10,8,0,1,23.432615058053045,0,9.614005544368652
10,6,0,0,26.20047721434725,1,14.720141055331938
12,6,1,0,27.837524439223174,1,16.745569935299255
4,4,0,0,23.199718927033004,0,8.560846583493356
7,3,0,0,24.12944176834916,1,13.411593272759315
7,6,1,1,23.52162363777137,0,10.058854147563286
8,5,0,0,21.783028887018425,0,6.568023601283032
7,6,1,0,25.640943353239614,1,13.781259097903698
12,6,0,0,25.50816405509918,1,14.378736390317965
12,5,0,0,24.691117834843325,1,13.257731008204424
7,4,1,1,22.938770329220727,0,9.569989200210122
7,6,0,0,22.30301559209248,0,8.61182942168353
8,6,1,1,24.112558885991625,1,12.425491078586289
10,5,0,0,19.79434492678432,0,5.0326080873389145
8,4,0,0,25.70898339481294,1,14.507830351404838
8,6,0,0,22.4437454512308,0,7.991334846692466
11,5,0,0,23.374727624794808,0,10.206497722185128
6,4,1,0,21.030732098034346,0,6.6138341844032045
8,4,0,1,23.193172606119116,0,9.539763765602313
7,6,0,0,22.423609929173,0,6.8535415905440615
6,6,0,0,21.4926272562586,0,6.921134593834164
2,5,0,0,21.193125579741967,0,5.990022471631008
11,5,1,0,21.84545680163427,0,8.45515409375714
6,7,0,0,22.15852978744793,0,7.590712672192741
7,7,0,0,22.1524196814312,0,7.5495805947433245
7,6,0,0,25.933821766439287,1,14.317342162841008
6,7,0,0,25.211350620294624,1,13.469383354986274
6,1,1,0,22.70584081432314,0,9.844258790008825
2,8,1,1,22.018889213910263,0,6.666596203806519
10,5,0,0,25.76625808059383,1,14.256194036437597
4,5,0,1,24.350539877221067,1,12.016293143178515
1,5,1,0,26.07520782331554,1,12.796574000851637
7,2,0,0,23.56781190341583,0,10.350022210645587
5,6,1,1,24.465011314501805,1,12.749087719959524
5,5,1,1,25.03217473316973,1,12.756391789164978
11,2,0,1,25.971638824414924,1,15.04905109426751
6,5,0,0,25.98166548479716,1,13.300359028772483
8,6,0,0,26.02795842428097,1,13.850576693257947
4,8,0,0,24.524371459364826,1,10.947248520976194
8,5,1,1,20.26574023826304,0,5.164738989392888
8,6,0,0,21.80963847067717,0,7.460939158470728
16,5,0,0,20.520920817487,0,6.867091436306738
11,6,1,0,24.11233931294801,1,13.010623333610292
9,5,1,0,24.417950468002644,1,12.971022861593818
9,5,1,0,28.995421767263167,1,16.126612961561328
7,6,1,0,26.910097651427,1,15.49392143682734
5,5,1,0,22.5803576596841,0,8.41027164040293
11,6,0,0,26.04027481561054,1,14.4712253898017
8,4,0,1,22.122983013299987,0,7.850993877923329
4,8,1,0,21.005121185318465,0,5.1556050573597565
9,5,0,0,26.9612986048703,1,15.063914956532104
6,5,0,0,23.58001737491863,0,9.328567219226612
8,2,1,0,25.73379787106766,1,14.25335640403496
10,3,1,1,19.54909852182617,0,4.650181614207951
9,5,0,0,22.86933699579504,0,9.956425689178776
8,5,0,0,22.710247251724343,0,8.156231746668862
9,3,1,1,23.34189044514429,0,10.744943340570604
9,4,0,0,22.099735549511784,0,8.082437262756907
8,5,1,0,27.73234961839904,1,15.79579685083636
7,6,1,0,25.778681615435996,1,13.374961041672831
8,7,0,0,29.9504088777904,1,17.156371238448017
6,5,1,0,25.23392997491759,1,12.975411171426302
11,4,1,0,25.44027309911265,1,15.26444001725914
5,5,0,0,23.698151799741723,0,9.961691763315796
5,8,0,1,25.403707436394782,1,12.331499946897042
11,4,0,1,21.893535334124657,0,8.444497377508942
11,5,1,0,25.104723193279995,1,13.832179435089808
8,4,0,0,23.71879079904817,0,9.943493458588517
3,5,0,1,23.10619305606065,0,8.601572164191227
11,6,0,0,24.976653015675414,1,12.98990592475769
7,4,0,0,20.986495655670087,0,6.829135147616356
2,6,1,1,26.20322271735729,1,14.461015520318725
6,3,0,0,25.22526901952383,1,13.499351892495753
8,6,0,0,21.78966248638894,0,7.147101651103781
12,7,0,0,25.56978398771172,1,15.10451233082023
8,2,0,1,22.704536764685663,0,8.821299793303844
9,7,0,0,24.58901564239121,1,13.457289087031814
13,5,1,0,25.821162568460853,1,14.554537941288824
4,10,0,0,26.517838339179736,1,13.492711312852409
7,4,1,0,24.094174270993584,1,13.182443710984744
5,6,1,0,28.724111537951977,1,15.890156585413788
9,7,0,0,22.85699067263589,0,8.335076503114413
7,6,0,1,23.538037199336056,0,10.68044392775165
10,5,0,0,24.97202365317461,1,13.855613691722285
12,4,0,1,23.17497557645304,0,10.019937377798795
7,7,0,0,23.59656405034472,0,9.37770907387226
4,5,1,0,20.837161879870013,0,5.253971705502575
11,6,0,1,23.38896514816919,0,11.31182597323074
7,6,1,0,20.284632762759365,0,5.2856336199244005
12,3,1,0,25.27442211524857,1,13.771375751044545
6,7,0,1,23.076094560124915,0,10.322145895337531
7,8,1,1,20.53103561411306,0,5.324466159983205
8,3,0,1,21.295126765677384,0,7.557223478726774
5,7,0,0,23.708496448943308,0,9.701393583939504
5,6,0,1,25.23246672322744,1,12.979532288846883
6,7,0,0,23.036346777911564,0,7.90388668613064
2,3,0,1,25.41615878330413,1,13.641418167813866
10,4,1,0,22.58876438835632,0,8.992396792810323
12,5,0,1,29.009050253742597,1,17.07009176411304
12,7,1,0,25.43419713385294,1,14.540066551044363
7,6,0,0,23.756059753095517,0,9.927199789307918
0,6,0,1,22.307443251873483,0,6.274118600302822
11,8,0,0,24.03319403271323,1,13.083959541919953
10,6,0,1,22.51382778499147,0,9.665569414251047
5,5,1,0,24.70214362305156,1,13.319347755620347
6,8,0,0,24.18851673941134,1,12.676176322314666
10,5,0,1,25.2659582192002,1,14.807585547492906
13,6,0,0,23.204286985940872,0,10.087674455714147
5,3,0,1,25.387290395347872,1,13.517121215575653
6,4,0,0,23.000681885598173,0,8.460996389264903
7,5,0,0,25.57206498911436,1,13.779982274892568
10,3,0,0,25.387900573047013,1,13.412062951127924
7,7,0,0,23.34642861237155,0,9.289088288811572
5,5,1,0,22.90606853350153,0,8.214868965100914
13,7,1,1,26.16754675275553,1,15.10533452120152
9,5,0,0,26.48894730410756,1,15.434748808052351
5,6,0,1,23.199165719885578,0,8.561738309552439
9,4,1,1,22.323050521464808,0,8.55468765939433
10,7,1,0,24.44994305204444,1,13.637204678480492
12,4,0,1,22.9938469516239,0,10.088701487066048
7,9,0,1,22.61085475849868,0,9.129701252647
4,6,1,0,27.62754148860584,1,14.794779474474115
10,5,0,0,21.01848101324574,0,6.527344596990925
4,5,0,0,21.077164788656297,0,5.806079809205261
5,6,0,0,25.104682549828247,1,12.208552014726346
7,6,1,0,26.63675994270255,1,14.682805360843682
7,4,0,1,27.08512340165817,1,14.891942311334333
6,8,1,1,21.063444678363563,0,6.418026472654605
11,7,0,0,26.89862239525415,1,14.98363229610392
7,6,0,1,26.495583088083745,1,15.432924552749814
6,6,0,0,20.11635370081124,0,4.773841587539147
12,4,1,1,22.56266626919539,0,8.334117918579938
8,5,1,0,25.839653669334005,1,13.569357775986768
11,6,1,1,26.74941096831215,1,16.70396498910046
10,4,0,1,24.05265015786471,1,13.130235190330836
6,5,1,0,26.65967671066632,1,14.243265524390228
5,6,0,1,21.083224263698547,0,5.37977860573541
6,5,0,0,20.759125683880043,0,5.604101101151768
4,6,0,0,19.04955614821023,0,1.7116806475304411
14,5,0,0,23.867928088294075,0,11.422464820109935
9,4,1,1,27.796965895600803,1,15.810125878745334
5,8,0,0,27.83997943679129,1,14.807531455611718
5,5,0,0,23.180461803868337,0,8.831635237125678
8,5,1,0,25.29534153718758,1,13.19228917544116
6,6,0,0,24.402003696411867,1,12.921684009037612
5,3,0,1,22.01810969637133,0,8.161603290319482
10,7,1,1,25.92740022004591,1,14.472012418596146
11,6,0,1,24.650080442689,1,14.115458616268866
13,5,0,0,22.52705664171872,0,8.282041817093386
6,6,1,0,28.333510157031228,1,15.125932106370122
9,8,0,0,22.92905762780496,0,8.620556589305854
8,6,0,0,27.595089724693786,1,14.78537332490144
6,6,0,1,23.44983102469586,0,9.215662292051958
5,5,1,0,26.177963613917424,1,14.466201154668118
9,6,1,0,23.72417970419165,0,11.26108593430694
13,6,0,1,21.92595308333829,0,8.89253103543778
7,6,0,0,25.48905528225954,1,13.958832798129537
9,6,0,0,23.43679314337645,0,10.555577934594067
10,6,1,0,26.69471646921343,1,15.723198867655348
13,7,0,0,25.52126777436989,1,14.648774982214116
2,3,0,1,24.905095678123853,1,12.591897762318542
4,4,0,0,19.859230784204662,0,2.881342146745028
10,7,0,0,24.47539372919569,1,12.721353050902628
8,1,0,1,21.472520993278287,0,7.293950675754393
16,4,0,0,22.726371234424423,0,10.478645483925115
6,5,0,1,25.312114623899934,1,14.159128952736642
7,5,1,0,22.68234095800117,0,8.210725791488711
8,5,0,0,24.26824247229957,1,12.009568795644585
10,5,0,0,23.41159648011932,0,9.337209200819249
9,7,1,1,25.362869688982723,1,14.18785729645105
5,5,0,0,24.92445686102983,1,13.30076220025262
7,4,0,0,23.413555173991217,0,10.565860593849692
7,5,1,0,23.13915105346068,0,9.527555776796016
12,6,0,0,27.724681283649087,1,17.069214380265308
9,3,1,1,27.19121710622731,1,14.70089267131554
4,4,0,0,21.39946422581577,0,6.988283160427819
6,7,1,0,21.29960037878404,0,5.924750061488069
10,4,1,0,24.41879543594253,1,13.648894910242026
8,4,0,1,25.513114707312667,1,14.606041756847407
7,5,0,1,24.67854642452297,1,13.391364006116945
5,6,0,0,26.963838536192625,1,14.807735365795924
9,4,0,0,22.905878777885977,0,9.73986607780676
7,8,0,1,25.75861001016562,1,13.086358502800424
11,8,0,0,26.02246002973458,1,14.406926318114756
10,6,1,0,23.8669308345782,0,10.53190302986199
7,7,0,0,24.916675836434624,1,12.766336143389893
7,7,1,0,26.80068720780209,1,14.490774030676013
7,5,0,0,21.174148742100087,0,6.363059651720454
8,4,0,0,25.815832347727405,1,13.508269572987142
9,4,0,0,24.97635362037504,1,13.321551443544658
12,4,0,1,25.725517562509022,1,15.017161046438163
12,3,0,0,24.828227103148564,1,14.121244267507604
6,8,1,1,22.771897977915582,0,8.212620955574097
11,8,0,0,22.998672865060428,0,9.529073154514991
9,6,1,0,24.804289924295585,1,13.487085900160771
5,4,0,0,24.255219519693743,1,12.391440456866512
9,6,1,1,22.719696655246867,0,8.006382352620363
5,9,0,0,22.836018936070545,0,7.830317774320941
11,6,1,0,24.73029470089614,1,14.130719955648214
8,4,0,1,24.878940481784007,1,13.51538102434931
4,7,0,0,22.820480773453944,0,7.525303659220852
13,4,0,1,21.7189095731951,0,8.588634982284562
4,7,0,0,24.72175239691301,1,11.588015859778809
8,7,0,0,24.28478795054272,1,11.735056850352876
9,5,1,1,24.488263567047884,1,13.41632351716485
7,5,0,0,22.77170915554772,0,8.55455204910933
9,3,0,0,24.13083256243341,1,12.591800009620451
9,6,0,1,25.73106586081614,1,13.27123918242657
4,7,0,0,22.274322338960083,0,6.436457087255151
2,4,1,0,22.71009228474657,0,7.575858708998773
4,4,0,1,22.002748360379705,0,7.044239787861319
8,6,0,1,24.85183895515909,1,13.585280092012791
4,5,0,1,24.60015470132842,1,12.885654658944391
6,8,0,0,26.67343606990717,1,14.324444263175495
8,8,0,0,23.612941540049437,0,10.438978127246758
3,4,0,0,24.515758474629003,1,11.784644702047803
8,7,1,1,24.252761625931644,1,13.273730933024362
9,4,0,0,27.69955998603789,1,16.072066170162408
6,7,1,0,22.90745730543884,0,8.41034389826678
9,8,1,0,21.191634077349093,0,7.239913408548448
6,5,1,0,25.65691928040174,1,14.509525689500306
11,6,0,0,27.860425014894787,1,15.479772388129728
10,5,1,1,26.58414023541637,1,15.127868646724492
9,5,0,0,22.19362085815424,0,8.129007825843946
10,3,1,0,23.32008254916028,0,9.245924257028006
4,5,0,0,23.250013335856615,0,8.328910150656007
4,6,0,0,22.574148854964577,0,7.65129325657298
5,6,0,0,24.544858098441463,1,12.81409638395009
19,7,0,0,23.958193409997925,0,11.7847482188782
6,6,1,0,27.243577185760792,1,15.661139866108057
8,6,0,0,26.559190161044747,1,14.611320533752572
8,5,1,0,22.60089255866381,0,8.503469819364973
7,6,1,0,26.94701555545405,1,14.565345384706278
8,2,1,0,23.137548965130367,0,10.104791990508124
8,8,1,0,24.13716607571303,1,11.98013520360129
6,7,1,0,22.83782728670169,0,8.049924823979055
10,5,1,0,23.68635839211219,0,11.651431703010806
10,8,0,0,23.26601455399744,0,9.344065407963274
10,7,1,1,25.7101567819129,1,15.086557208460963
9,4,0,1,22.994063387300063,0,9.980915746337766
6,6,0,1,28.99022409015041,1,16.86105360194205
6,4,1,0,26.844737859853392,1,15.119118903550053
6,6,0,1,26.380553382619595,1,15.190265597940032
9,6,0,0,23.36168958306503,0,10.420572067877591
4,8,1,0,22.1070993434841,0,6.528279254653857
14,4,0,0,22.48432880674093,0,8.604225161777473
9,6,1,0,24.46263444928841,1,13.443160175743095
15,5,0,0,25.46062425177859,1,15.950734651939657
6,6,0,1,26.5497837109893,1,13.994900853508712
0,4,0,0,23.508479904040204,0,8.731098233898068
11,5,1,1,23.20471527468783,0,9.26739068814958
9,3,0,0,23.12716865584359,0,10.097141801510135
10,8,0,1,22.43898024225284,0,8.075899426331839
6,6,0,0,25.54652976416633,1,13.678511642482432
4,5,1,1,25.99298038792157,1,14.096450125552748
10,7,1,0,26.6684955851474,1,15.51494825397006
9,4,1,1,21.743100934536564,0,7.251290100571701
3,5,1,0,25.040254599954405,1,13.18701798415469
13,4,1,1,22.090281057755696,0,9.909850354754347
11,4,0,1,22.566847236921078,0,9.798966346582487
4,5,1,0,20.62395619824356,0,4.711030318839495
8,6,0,0,25.860218135214417,1,14.229056051290968
16,6,0,0,27.440202772012523,1,16.573484788817733
3,5,0,0,26.602977463987013,1,13.189081840010676
9,7,1,0,25.664928222754185,1,14.623512087344332
8,7,0,0,23.569453102182838,0,10.32060988800277
17,6,0,0,24.266505870185377,1,14.654002648232453
6,7,1,0,21.15112337504009,0,5.997201541442626
15,7,0,1,22.006646752538785,0,9.163905439810526
6,6,0,1,25.11878033543385,1,13.595286019307125
7,6,0,1,19.968024656840942,0,4.772320466683897
10,4,1,0,23.462434516580785,0,9.791664591135422
7,4,1,0,23.440700901059312,0,10.085151356555018
14,6,0,0,26.017752687934248,1,15.324601288298975
5,5,0,0,24.579853999150387,1,12.86984729759533
8,4,0,0,25.030926761797765,1,12.776029329470283
4,5,0,1,25.693284534437904,1,13.668737665132982
7,5,0,1,22.89772905404229,0,8.261794859429285
9,8,0,1,22.783738165254636,0,8.733843365388516
10,6,0,0,27.02849232809631,1,15.315235039427312
7,7,1,1,23.177963568970327,0,9.61217846484995
7,10,1,1,25.382707463743287,1,13.888163215540148
5,7,0,0,25.35004482780744,1,12.679946402738125
8,5,1,0,23.527667547847955,0,9.90197648824062
7,8,0,1,23.336557698131013,0,8.91034364600352
15,7,1,0,20.86933400735128,0,6.471450661904022
4,4,0,0,25.18802706189973,1,12.445530938222436
8,5,1,0,25.61595260725204,1,14.38278301507607
10,5,0,1,25.66150923766416,1,15.075743853958617
7,3,0,1,23.42640179471716,0,10.81021118955331
9,8,0,1,26.72490805088471,1,14.876911324543045
11,5,0,0,26.39173693604727,1,15.112441780873269
10,6,0,1,21.535920479334035,0,7.877520361491748
13,6,0,0,25.403703424936143,1,14.192471952087962
6,7,0,0,26.26595664760845,1,13.017848723287246
2,6,1,0,24.65104706574741,1,12.915866228031843
4,3,0,0,25.678427260984886,1,14.03667903350884
5,4,1,0,23.191937419371246,0,8.866072684199025
10,6,0,0,22.624398872663736,0,8.164245112813695
8,4,0,0,25.660133806338383,1,13.820464430189755
5,8,0,1,21.248130715677068,0,5.473579003306343
11,5,0,1,23.939862121275965,0,11.965404742393735
9,3,0,1,24.74565519650749,1,14.356355932645064
9,4,0,1,21.72251621800256,0,7.645457667938934
15,5,0,0,23.44254171564306,0,9.912478462042497
9,7,0,1,21.50432931431905,0,6.874495647213105
8,7,0,0,23.902108083254344,0,10.750007884610582
12,5,0,1,20.975801011898557,0,6.145268463237061
4,4,0,1,26.64475387426507,1,14.332266023729971
7,2,0,1,26.405124368679825,1,14.865155462462155
8,5,0,0,21.428517090002664,0,7.2565990355961665
0,5,0,1,21.103798376881624,0,4.736391116944897
9,6,0,0,25.3301240733976,1,13.42986306346332
0,8,0,1,22.34552183676316,0,6.94805539344462
2,6,0,1,27.18384953387225,1,13.518334613532913
