student_age,education_years,school_funding,classroom_size,tutoring_access,online_course,final_grade
41,25,1,0,0,1,81.76346339307524
26,28,0,0,0,0,78.26666949706463
33,29,1,0,0,0,81.43430651948134
23,25,0,1,1,1,78.58780082409957
42,20,1,0,1,1,81.14074248804138
10,23,0,0,0,1,71.67808533155969
22,34,0,1,1,1,86.5311640854193
6,23,0,1,0,0,69.30588836579714
3,25,1,0,0,1,72.88426042649787
35,20,0,1,1,0,77.3251146976076
24,24,0,1,0,1,78.9358447995682
44,15,0,0,0,0,73.19859500483552
25,24,1,1,1,0,76.29200118775056
36,26,0,1,0,1,82.21948741138335
15,22,1,0,0,0,72.46619299874
25,21,0,0,1,0,73.82223610528116
21,24,1,1,0,1,75.6080358398052
21,21,0,1,0,0,72.4801995735791
25,27,0,0,1,1,79.04624800270264
31,32,1,0,1,1,84.7511249515252
21,20,0,0,0,1,74.41665341641503
20,27,1,1,1,0,77.39310259708364
13,28,0,1,1,0,75.51621809148317
25,24,1,0,1,1,77.74771774248124
28,23,1,1,0,1,75.5096715323801
19,30,0,0,0,1,81.45198785460278
39,19,1,0,1,0,77.48027034623102
47,22,1,1,1,1,82.78723560590498
24,23,1,0,0,1,76.38965461046354
29,21,0,1,1,0,72.56065675713377
26,24,1,1,1,1,78.80779595886115
18,20,1,0,1,0,70.83922520846298
18,24,0,0,1,0,73.00899916753532
31,20,1,0,1,0,75.1810291090183
35,25,1,0,1,0,79.22221790662823
21,30,1,1,1,1,81.8183256527477
14,22,1,1,0,0,72.05137440334269
28,19,0,0,0,0,71.21628946754592
37,25,0,1,1,0,80.63003807618139
26,18,0,1,0,0,72.85179232601628
29,16,0,0,0,1,71.85407518618794
18,17,1,0,0,0,69.53315374298224
26,24,0,1,0,1,79.21376151816472
37,23,1,0,0,0,77.54491675117247
41,18,1,0,1,0,75.56618702736463
38,23,1,0,0,1,80.15331072575897
38,17,0,0,1,1,77.41429958490036
16,24,1,0,1,0,72.43750734271772
16,23,0,0,1,0,73.83512176532034
23,24,1,0,0,0,73.15220363299989
23,24,1,1,1,1,77.40163950562292
34,20,0,0,0,1,77.5957722134512
20,30,0,0,0,0,78.95586495439694
8,25,0,1,0,1,74.7710891771582
27,25,1,0,1,0,77.45293616309229
33,22,0,0,0,0,73.92828609483169
26,22,1,1,0,1,76.09573960813067
27,19,0,1,0,0,71.174369673361
30,20,0,0,0,0,74.07521951842449
24,23,0,1,0,0,76.04079604414757
35,26,1,0,0,1,79.33575753299829
26,26,0,1,1,0,79.89747518164731
25,24,0,0,0,1,77.3265879296745
22,20,0,1,1,1,74.75425555916648
24,21,0,0,1,1,76.72871898212091
53,25,0,0,0,0,83.53229624724504
13,28,1,1,0,0,76.31240263700569
26,25,1,1,0,1,80.17927730583023
7,28,1,1,1,0,74.99415434749062
10,19,1,1,0,0,69.21524442647622
51,21,1,1,1,0,81.62500425447139
36,23,0,1,0,0,77.13505267222888
12,19,0,1,0,0,70.0029952063235
28,19,0,0,1,0,72.39936969513768
10,23,0,1,1,1,73.20024499693086
22,21,0,0,0,0,73.01318669381548
17,30,1,1,1,0,78.79068347116053
16,25,0,1,1,1,75.79502153787156
10,26,0,1,0,1,75.37495380207085
23,21,1,0,1,1,75.35240632344319
31,23,0,1,0,0,75.87667364290714
26,27,1,1,1,0,79.07859931809632
36,21,1,1,0,0,75.77062612220017
20,23,1,1,0,1,77.43533713034566
31,20,0,1,0,0,74.45547336549492
25,24,1,0,0,0,74.59076702864337
16,20,0,0,1,0,71.35693876701427
17,25,1,0,0,1,73.90476196603572
16,29,1,0,1,1,79.50017736002702
22,27,0,1,0,1,78.48072756444951
29,20,0,0,1,0,73.5213559756911
24,26,0,0,1,1,78.87540194424302
17,22,0,0,1,0,71.96022371841295
27,20,0,0,0,1,73.68760803006168
20,24,1,1,0,1,74.52668581497649
30,27,1,0,1,1,80.88319124129842
7,27,1,1,1,1,77.79442332808938
14,24,1,1,1,1,73.71422531563134
16,19,0,1,0,1,72.69493032397193
20,17,0,0,0,1,71.25685971424805
8,25,0,0,0,1,73.04765726497966
16,22,1,1,1,0,72.53599770780491
21,26,0,0,0,0,74.40274600634056
20,28,0,1,1,1,81.78735953902411
38,19,1,1,1,1,77.70805016677201
15,20,0,0,0,0,69.25266982643569
30,23,0,0,1,1,77.78064726380865
30,28,0,0,0,0,79.46645981993574
44,21,1,0,1,1,80.80728157051001
20,25,1,0,0,1,75.97896856819062
32,27,0,1,0,0,78.5232535167995
22,18,0,1,1,1,74.25859060591685
29,27,0,1,0,0,79.98871869529255
14,21,1,1,0,0,70.18844093273418
34,21,0,0,1,0,76.38696202162036
20,29,0,0,0,1,79.86746537283194
42,21,1,1,1,0,76.25355966558378
21,25,1,1,0,0,75.1785555780594
42,26,1,1,1,0,82.73569090832926
16,22,0,1,0,0,71.05230337796884
21,24,0,0,1,0,73.41176775964892
31,22,1,1,1,0,76.73572115041644
21,17,0,0,1,0,68.72585542869554
6,22,1,1,0,1,70.63645168001402
4,23,1,0,1,1,72.40424786905996
28,19,0,1,0,1,75.51924789778533
17,25,0,1,1,1,78.48665267653377
22,25,1,0,0,1,76.02475640993451
28,19,0,0,1,0,74.56956938426357
22,19,1,1,1,1,73.61062503111145
4,22,1,1,1,0,69.85422646901621
35,16,0,1,1,0,73.21375728959525
12,25,1,1,0,0,72.84399900651603
29,22,0,0,1,1,77.61005944963352
13,28,1,1,0,0,75.83908672302725
20,20,1,1,0,0,72.22544975278463
26,19,1,1,1,1,75.63627108258154
16,24,1,1,1,1,77.1726945544521
26,21,0,1,0,1,72.92046569318363
40,26,1,1,0,1,84.05135540103906
3,19,1,0,1,0,67.48406095642184
40,21,1,1,1,0,77.88257058763247
16,22,0,0,0,0,71.36439401587717
20,28,0,0,0,0,77.5879574801877
21,28,0,1,0,0,77.81273731491154
-6,27,1,0,0,1,71.8750270589119
15,29,0,1,0,0,75.12159280142609
18,28,1,1,1,1,80.8377308114445
49,15,1,0,0,1,75.9488070466644
21,35,0,1,0,1,84.8409171387467
21,25,0,1,1,0,75.98520544387056
28,27,1,0,0,0,76.58959115913213
41,19,0,1,1,1,77.57278361411501
15,22,0,0,0,0,70.57319423679448
15,25,1,0,1,1,74.97775215169764
28,27,0,1,1,0,78.51444014234409
17,12,1,1,0,0,64.85099405840366
17,24,1,0,0,0,74.44360973627542
16,29,0,1,1,0,78.09541655801858
37,20,1,1,1,0,78.07875452460739
8,21,0,1,0,1,71.95393406233686
35,27,0,1,0,0,80.39225710052423
18,28,1,0,1,1,79.08133429862211
26,18,0,0,1,1,72.19168485514311
22,25,1,0,0,1,77.56486147627758
23,21,1,0,1,1,74.59074739118715
32,26,0,1,1,0,78.7069369654948
15,23,0,1,0,0,70.22938487491803
39,14,0,1,1,0,71.78552835606382
24,31,0,0,0,0,80.41931595879656
35,25,1,1,1,1,82.68073437973001
25,18,0,0,1,1,74.32582972607919
37,18,1,1,0,0,72.88800609989204
27,25,0,1,1,1,82.04296449136017
24,23,1,0,0,0,73.73101440748168
29,22,1,0,0,1,78.03462904372405
14,20,0,1,0,0,69.08235160545458
23,23,0,1,0,0,73.90699784742975
25,25,0,1,1,1,78.60887712945184
39,20,1,1,0,1,77.55490220336085
14,26,1,1,1,0,76.46555818624522
28,27,0,1,1,0,79.15787967990222
30,17,1,0,1,1,74.59145678573167
29,16,0,1,1,1,73.17318300152375
32,26,1,1,0,0,79.43291005522948
27,23,0,1,1,1,78.84220293379971
26,26,0,0,1,0,75.91982452781987
24,19,1,1,0,1,73.97767563727813
9,27,0,1,0,1,76.21124069816587
23,20,0,1,0,0,72.85919933882285
19,24,0,1,0,0,73.29272316224333
23,21,1,0,0,0,72.31040152053389
22,22,0,1,1,0,73.40910858807892
36,21,1,0,0,0,74.50305103087408
20,28,0,1,0,0,77.64876019341354
14,25,0,1,0,0,73.33549992054355
30,20,0,0,1,1,74.52558129041651
14,29,1,0,1,1,78.56999954374137
22,21,1,0,1,1,75.40226491491487
32,19,1,1,0,0,73.49122195533755
37,26,1,1,0,0,77.82626167299004
39,21,0,1,0,1,79.24672644110048
24,21,0,0,0,1,74.65229642678075
34,25,1,0,1,1,79.47599318839768
25,29,1,0,0,0,78.41344918232511
29,25,0,1,0,0,77.17262764816643
12,25,0,0,1,0,74.8347096116614
33,20,1,0,1,0,76.37421883241838
23,32,0,0,0,1,81.95700707377206
21,23,1,1,0,0,73.77826261159112
35,23,1,0,1,0,79.38305888269844
33,20,1,0,0,0,74.46403825821601
11,23,1,1,1,0,72.21880228735431
22,23,0,0,1,0,73.35299649135857
37,20,0,1,1,1,80.58989113420347
37,26,1,1,1,0,82.6592041626158
36,20,1,1,1,0,76.44679611281902
29,21,1,0,1,0,75.85545218084822
16,19,0,0,0,0,68.68650422145002
32,24,1,0,0,1,79.39682339750625
20,24,0,1,0,0,75.04587627973478
24,31,0,1,0,1,81.3905731980731
15,20,0,1,0,0,69.60567847170427
31,19,1,1,1,0,74.58547484973832
19,24,0,1,0,1,77.17032882485515
17,24,0,1,1,0,74.10840226841216
23,24,0,0,1,1,76.37311178024417
11,27,1,1,0,1,75.80203430503252
30,23,1,0,1,0,74.60341320064255
19,26,1,1,0,1,76.55642318877351
20,23,1,0,1,0,74.56056763665646
19,22,0,1,1,1,73.99099698939662
16,27,1,0,0,1,75.11189987683083
31,26,0,1,1,0,78.97833655933965
22,20,1,0,1,1,73.837459056365
20,24,1,0,1,0,75.3131584089313
13,26,0,1,0,1,75.88378695563121
18,21,0,1,0,0,72.68966823551635
41,25,1,1,0,1,81.84494166667525
8,30,1,0,1,0,75.90249043171447
40,16,1,0,0,1,76.27077510002617
33,20,0,1,0,1,76.08583984238484
7,25,0,1,0,0,71.63236306252801
34,26,1,1,1,0,80.60907149605518
16,22,1,0,0,0,71.40610610097596
19,19,1,1,1,0,70.46000041967012
24,27,1,0,0,1,78.59975320732498
36,20,0,0,0,1,78.38941879338141
26,30,1,1,1,0,79.35788944240531
24,18,1,1,1,0,70.18254350816511
33,29,0,0,1,0,81.64029751314331
30,20,1,0,1,0,75.59339660273329
19,18,1,1,0,1,73.30218954902271
23,19,1,1,0,0,72.34233456354409
20,26,1,0,0,0,74.61603744646926
29,25,1,1,0,0,75.01804989954552
16,23,1,0,1,1,74.9712854344666
19,14,1,0,0,0,66.31151234455373
40,22,1,1,0,0,79.01403992721498
41,30,1,0,1,0,85.56746418111628
11,29,1,0,1,0,75.64626771180717
40,18,0,1,1,1,79.33211796587209
38,27,0,1,1,0,81.59395932276391
34,15,1,0,1,1,74.16602238364152
11,26,1,0,0,0,73.21480464876353
22,26,1,1,0,1,78.02571569109357
21,22,1,1,1,1,75.36040541384939
25,27,1,0,0,0,76.44110245785281
32,25,0,1,0,1,80.27302632112043
36,28,1,1,1,0,82.62096078051296
21,27,1,0,1,0,75.4627227297876
12,28,0,0,1,0,75.55039409960376
29,17,1,0,1,0,70.23615373817726
23,26,1,1,0,0,75.69548973265289
26,30,0,0,0,1,82.82496378379992
29,22,0,0,0,1,77.02512241538119
22,27,1,1,0,0,76.94920819027429
9,21,1,1,0,1,71.09192380864543
21,25,1,0,1,0,76.0142856109692
30,20,1,1,0,0,72.79376307200309
50,29,1,1,0,0,84.99881076375488
38,31,0,1,1,1,87.53564231528583
19,17,1,1,0,0,68.72367573172434
14,23,1,0,1,0,71.419742865802
17,20,1,1,1,1,73.94985100081668
14,29,0,1,0,0,77.41069562416236
34,20,0,0,0,1,74.56231521635073
40,19,1,1,1,1,80.4638518719026
29,23,1,0,0,0,74.64355300399636
36,26,0,1,0,0,79.65303192417977
34,21,0,0,1,1,79.01988171917604
29,18,0,1,0,1,73.7745508646923
37,29,0,0,1,0,82.25203116997527
26,22,0,0,0,1,75.85876277010577
17,21,0,1,0,0,71.96661248290553
34,21,0,0,1,1,76.85483763442886
21,17,1,1,1,1,71.13083090632367
19,16,0,1,1,1,69.44015850912461
20,27,1,0,1,1,79.82024562132787
36,18,1,1,1,1,78.39295534503395
21,25,0,1,1,1,78.20967257741263
0,28,1,1,0,1,74.32209748178789
32,14,1,1,1,0,72.37148946732705
17,33,0,0,0,0,80.51654255861035
