age,income_level,gender,minority_status,education_years,job_training_program_participation,job_satisfaction_score
7,5,0,1,22.101167017105997,0,7.986267897630254
4,4,1,0,20.523019317135606,0,5.855057671592249
5,4,0,1,23.00317495571557,0,9.667192600325665
11,5,1,0,26.44161784704777,1,22.926913307805982
5,7,0,1,27.211570831529148,1,23.131630279876752
8,4,0,0,24.66234107032758,1,21.781349547360037
11,4,1,1,23.819719462770017,0,11.829593731725785
11,7,0,0,24.95226008631871,1,21.606467755642967
14,6,0,1,24.82654567016447,1,21.76217909330777
2,6,1,0,24.90202924737837,1,21.569495283868303
10,5,0,1,25.400667032498653,1,22.784708839138457
10,6,1,0,27.27380331916645,1,23.68006553776221
12,4,0,1,22.969421389356626,0,9.586155834539756
10,7,0,1,22.965896594351022,0,9.620502117914905
3,6,0,0,25.338790999626703,1,20.715239903846378
13,7,1,0,20.522035705879038,0,5.60683367452187
8,5,1,0,25.80028134383228,1,22.099733726879347
-1,5,1,1,24.599491424753307,1,19.364185632094674
6,8,1,0,22.738197656286644,0,8.944854899114418
7,7,0,0,22.811914531129656,0,9.030579214484492
7,4,0,0,21.781658397587087,0,7.226563671656422
6,7,0,0,22.48540962054623,0,8.381307586399096
9,3,0,0,24.79165664586473,1,20.975667932838764
10,7,0,1,26.056309175448483,1,22.504160570439645
8,5,0,0,24.829308909905784,1,20.86759727746177
10,6,1,1,21.05368582440774,0,7.595422030292988
6,5,0,1,27.10177676177289,1,23.16117540260164
8,9,0,0,27.172286576076782,1,23.126253414919084
6,5,0,0,19.592592272663587,0,4.305940920789687
8,7,0,0,21.670265404251506,0,7.574364999334382
10,4,1,0,22.83787114237581,0,8.989691219398633
12,8,1,1,23.79229176030887,0,11.517083250717818
11,6,0,0,21.421395803429448,0,7.167575458125751
4,6,0,0,22.555952987642133,0,8.383743438508452
13,6,0,1,28.05836708350952,1,25.072714832116286
8,4,0,1,24.65230076649267,1,21.12021639400585
9,4,1,0,24.94114245992634,1,20.93444486958942
9,6,0,1,22.60337255101399,0,8.553441452150093
7,5,0,0,23.48033498082843,0,9.42250830797476
8,7,1,1,22.451901210660207,0,9.411717977381654
3,6,0,1,22.71064756151766,0,7.933955536789926
7,6,0,0,24.089366797485702,1,21.35597420915113
9,4,1,0,25.41129068251449,1,21.981325080732475
1,5,1,0,24.098251826512232,1,19.542876459715654
5,6,0,0,21.996791570358408,0,7.328577237920869
9,8,0,1,24.48459536702784,1,20.41532749565518
4,5,0,0,25.272862805631107,1,21.65145847842822
8,5,0,0,19.860174042045784,0,5.502273188009965
7,7,0,1,25.267360580984214,1,21.498141496977635
10,7,0,1,24.266882665700276,1,21.547348581118207
8,4,1,0,25.08199478199285,1,22.23748532240159
7,7,1,0,24.613127225708325,1,21.64638038329417
7,9,1,0,24.622701828138197,1,21.01770950287887
6,7,0,0,23.656124071002488,0,9.932292191653458
7,4,1,0,22.20594834361457,0,8.012514867218702
7,6,1,1,24.97476474033824,1,20.96220580833602
6,6,0,0,21.89660904543805,0,7.731061674377399
3,9,0,0,23.693022487787584,0,9.239618612141054
4,5,0,0,26.14268031315924,1,21.466326956036102
4,4,0,0,25.918579462752,1,22.708374773743536
10,7,0,1,25.178449935934434,1,22.67156453182809
4,7,1,0,27.24508629873048,1,22.076969522429195
8,7,0,1,25.026171060181365,1,21.727637154666407
8,2,1,0,25.75161417671102,1,22.3419199359555
5,5,0,0,25.47314359798224,1,21.7646236434392
6,5,0,0,26.05881510425792,1,22.820357626990457
11,3,0,0,26.74818785003692,1,23.687286649429755
10,6,0,0,25.2747457351051,1,22.080667175613645
9,4,0,0,28.58601430537557,1,25.01578167723384
10,7,0,1,27.06060352254928,1,23.731939120302965
4,9,0,0,25.13837088379269,1,21.265234071088003
12,7,0,1,25.15426904549457,1,22.17922185801272
9,7,0,0,22.369030503342344,0,8.223302071467343
8,6,1,1,25.56800203890816,1,23.405407875465663
3,6,0,0,21.95858941087089,0,7.219120513764501
3,6,0,0,22.81810502575312,0,7.900553443856751
8,5,0,0,24.46426682965147,1,20.90976922725793
10,8,1,0,24.87228957080168,1,22.459036927830898
7,6,0,0,21.99452839486712,0,7.984397187751887
8,4,0,0,25.69606817477177,1,21.250943432829683
13,6,0,0,23.35464725463365,0,11.504820754179166
11,6,0,0,28.43537639521204,1,25.353430679122603
6,5,0,0,22.028283283828525,0,7.350210025745098
4,2,0,0,27.73381738081608,1,23.283691912720563
13,5,0,0,21.38292279322474,0,8.780567271938889
11,6,0,0,26.15635359457221,1,22.509993353939823
10,5,0,1,25.263453926765223,1,21.848802646310546
7,7,1,1,23.641105826089333,0,10.165416724412935
7,5,0,0,23.37377657862244,0,8.405172614168784
8,5,1,1,24.088185085627472,1,20.353074857216168
5,4,0,0,23.424667459070168,0,10.342555065913524
10,4,1,0,24.57639493521238,1,21.925354975469425
4,5,0,0,26.073712098149137,1,21.648860228568616
12,5,1,1,23.232589265731715,0,9.995583183628224
6,4,0,0,24.108525323531055,1,20.29900756029065
7,4,0,0,25.082918275650957,1,20.23528696750644
11,5,1,1,23.6783218585606,0,12.399908409087374
7,3,0,0,21.211341569054785,0,7.465966848130709
4,6,0,0,25.44711230198048,1,20.957852577876007
8,5,1,0,25.349395612302192,1,21.51094360360973
14,4,1,0,21.670507187685928,0,8.781981273740707
10,6,0,0,22.51940031664927,0,9.10000624731116
7,5,0,1,25.945795815255,1,22.897099698833166
10,6,0,0,22.149574145707696,0,8.859069250097427
4,6,0,0,23.112925050275727,0,9.671176977742292
4,4,0,0,26.46566207295732,1,22.248093410716116
1,6,1,0,23.90779799807296,0,9.774664571241296
9,6,0,1,24.95959948983824,1,22.36979947629176
6,4,0,1,25.09829114519001,1,21.04977902088119
12,6,1,1,23.238296497527926,0,10.260270869003133
11,5,1,1,26.90913857479472,1,24.00707999292617
7,7,1,1,22.674899543240997,0,8.629942811005773
5,5,0,0,26.34595988463857,1,22.503784640666996
4,6,0,0,23.46073333362374,0,8.905044917449553
8,7,0,0,20.89190902418917,0,6.500632661677247
6,6,0,0,23.72995745605346,0,9.573655520633205
6,4,1,0,25.224250326379117,1,21.37332729210689
6,7,0,1,25.658998607976308,1,21.24535552209315
4,5,0,1,24.444409514794643,1,20.430674516211347
11,5,1,0,25.20652199342087,1,22.43209224081432
5,7,0,0,23.824845784952007,0,10.522315524112724
8,7,0,0,22.937178280369643,0,9.506833794051357
10,7,0,0,25.424100737177376,1,22.08855099049489
7,4,1,0,24.331420014444987,1,21.27904146063799
11,5,0,0,22.798965036534533,0,9.579410270146155
5,4,1,0,22.74171066753633,0,9.513527832252052
10,4,0,0,20.173780475989684,0,5.981372635931131
7,6,0,0,27.0775031396443,1,22.162849841801965
7,6,0,0,25.73884355972885,1,22.26148326223404
11,6,0,0,27.923851243668267,1,24.49518347342604
9,7,1,1,27.351037736764503,1,23.47031248592956
10,3,0,0,25.42941488247386,1,21.75705626701886
11,6,0,0,22.71313769975786,0,9.592264753007976
3,5,1,0,23.903067684667565,0,9.795360887316344
2,8,0,0,23.177994905283125,0,8.483540299015711
8,6,0,1,26.778771197436125,1,23.36907887068333
5,5,0,1,24.177629525345736,1,20.791558125538007
4,6,0,0,22.953013890799053,0,9.14623055713683
7,6,0,0,21.552429944858694,0,6.950211265162878
13,6,1,1,26.3068675169565,1,23.02945657894386
8,2,0,0,19.31368175148201,0,3.98600448205654
10,4,0,0,22.55910802706965,0,9.935501975328958
7,5,0,0,24.295759769506898,1,19.78425216140615
3,6,1,1,23.809293146009576,0,10.321134419475904
9,7,0,0,24.46869536737989,1,20.771162161975
4,4,1,0,25.76766891341134,1,21.35513716926018
2,6,0,1,25.41215973697134,1,21.33232588055372
4,5,0,0,24.59755090743522,1,20.604118780002786
13,5,1,0,23.434655606754635,0,10.49861752585676
7,7,1,1,19.61280900443216,0,4.161254085979605
9,6,0,0,22.620108988219485,0,8.97667149370873
5,3,1,1,21.432313284950844,0,7.004289013671402
15,4,0,0,25.319598121209665,1,23.39642086272652
10,6,1,0,22.73226490526133,0,8.971272255159528
5,6,1,0,24.544430298292166,1,21.29215994525552
10,6,0,0,25.378580018799852,1,20.70901330423288
10,3,1,0,22.31315274412321,0,9.205026803913528
10,8,0,0,21.958222921405834,0,7.815452694248726
6,6,0,0,27.29019290226736,1,23.1832103552448
12,7,0,0,24.893555866874117,1,22.326419170337356
12,5,1,0,23.195893552851583,0,9.247972504683148
6,5,0,0,24.836445126708977,1,21.720498627443376
10,6,1,0,25.327621415671164,1,21.80545527432644
4,8,0,0,23.522133282502438,0,10.276636707509065
5,6,1,0,25.474144196420085,1,21.515206844801032
5,6,0,0,20.9274342550536,0,6.126134023614142
12,4,0,1,25.75968493599611,1,21.81808163120147
11,4,1,1,24.23484686740667,1,21.57937291281069
8,5,0,1,23.8489662165914,0,10.349179131255974
11,3,1,0,25.548781246806463,1,23.014475289814268
6,7,0,0,25.4891401768417,1,21.28247366931927
10,7,1,0,24.72846022170676,1,20.77341278062044
7,8,0,0,19.488507683670026,0,4.663839454438171
13,7,0,0,26.2786408385251,1,23.17929544972999
7,6,0,1,23.733438281163977,0,10.464548960727996
9,4,0,1,22.932242977290727,0,10.374350523472174
11,9,0,0,21.70312964731646,0,8.362896925188169
6,7,1,0,22.04747360672949,0,8.517953492224267
5,4,1,0,23.78319178508436,0,10.72059004319134
3,7,1,0,22.474105393867383,0,7.7249915697315314
14,6,0,0,23.3196177543312,0,10.645274755629051
8,8,1,0,23.732436688513307,0,11.028741975726684
6,6,1,0,22.22107328690066,0,8.03189501291891
5,4,0,0,24.954378588479205,1,21.26900936092586
11,4,1,0,21.41927629483326,0,7.788140122327121
7,8,0,1,23.550869274565702,0,10.055873298517332
4,5,1,0,22.61303409049952,0,7.565040799885539
6,6,0,0,25.569403246066084,1,21.283541849316613
8,8,1,0,22.758370092682856,0,9.159078125056736
2,6,1,1,20.92507032406905,0,5.957220522566901
4,7,1,1,19.690105609347885,0,4.643216428949171
2,5,1,0,23.90709150196789,0,10.803756150104816
14,7,0,0,22.249462884381487,0,9.01355094564552
10,4,0,1,24.577284024633677,1,21.930682104786143
11,4,1,0,25.660931664618506,1,22.38146075775369
9,3,1,0,22.88642505208288,0,10.027546242178046
3,7,0,0,26.53506078831989,1,21.444276581488147
6,5,0,0,26.13217845876484,1,21.91039330375079
8,7,0,0,25.617452838974103,1,21.81550167273624
6,6,0,0,23.34696467149757,0,8.68602813379799
10,6,1,0,24.43093869674636,1,20.73166515680963
6,4,0,1,26.617173118909733,1,23.06341470493561
13,10,0,0,23.20656389390122,0,10.292500514374591
9,5,1,0,24.9988295895459,1,22.25888261347828
6,3,0,0,23.618187226474816,0,10.312936775732878
4,4,0,0,22.17302593274845,0,7.783588262946009
8,5,0,1,25.574400185725157,1,21.774844617944566
6,6,1,1,24.963390552365983,1,21.903002307216173
7,5,1,1,28.238834620086696,1,23.83400139160578
11,6,1,0,24.793119037674533,1,21.785396882650588
11,4,0,0,26.230437086963,1,22.996284665479504
7,6,1,0,26.30422030379304,1,23.19869411735276
5,5,0,0,23.875497574111268,0,10.740164616131452
10,4,1,0,22.236839911226674,0,8.966673075866838
7,8,0,0,24.93920341465043,1,21.42087742685338
3,5,0,0,21.602108346670853,0,6.761799034107389
10,6,0,0,27.202062414290587,1,23.658658072189848
7,6,0,0,26.192395325241,1,22.102276527559493
3,7,0,0,24.53559826505293,1,20.59569382289022
9,6,0,1,22.51064496500724,0,8.648977628063099
10,6,1,1,27.11407093845314,1,23.42258848686104
12,7,0,1,24.9936778235462,1,22.11577760816919
4,6,1,1,21.86261001381266,0,6.443304597052555
2,4,1,0,23.87401538240581,0,9.482365294875528
4,6,0,0,23.445238540439096,0,9.095155113000637
9,6,0,0,21.20824269538123,0,6.403971742462697
4,5,0,0,21.799460837064025,0,6.405288711603222
0,6,0,0,22.91048380262587,0,8.311003368130237
7,7,1,0,24.09619864569024,1,21.088186454304275
2,4,0,0,22.86136379600398,0,9.163178455044308
3,5,1,1,26.361732602206537,1,21.79854112209709
7,4,0,0,22.104343439273645,0,8.247926395602304
8,2,0,1,22.24341067291288,0,8.748932492810761
10,3,0,0,24.37083182369142,1,21.675462112886905
12,8,0,1,23.78837223935859,0,10.72582860158479
9,5,0,0,22.09256810613089,0,8.141889036003532
4,3,0,0,25.239692383750715,1,20.31602629708936
12,6,1,0,22.53202574538305,0,9.714428463985003
6,5,1,0,22.397825474812667,0,8.50355838046025
7,5,1,0,22.7188540979632,0,8.215595492251735
5,4,1,0,25.888415368864194,1,21.5739149047896
4,5,0,1,25.696824769791988,1,21.929823837714185
11,5,0,0,21.499544293681986,0,7.556876311840185
10,7,1,0,25.22121415487066,1,22.19929281347147
11,6,0,0,24.84747402164635,1,20.8362467022556
7,5,1,0,24.21516881599677,1,20.450756979026732
3,7,0,0,24.02791827318631,1,19.836669863880942
5,3,0,0,24.392020565466574,1,20.29720311886976
9,6,1,0,22.828953219239988,0,8.676795269075626
9,4,1,1,26.17639440481574,1,22.66286564990405
4,5,0,1,23.015554510189126,0,8.149265041308638
12,5,0,0,23.25044577634771,0,11.577400250702686
5,4,0,1,22.600458128864677,0,8.452346856796249
6,3,0,0,24.0907655073984,1,20.751955205452187
6,6,0,0,20.23777695734733,0,5.682101057176348
7,5,0,0,27.323931673374855,1,22.94873908201007
6,7,1,0,21.36418561703507,0,6.243663057470517
3,5,0,0,20.35491796210864,0,4.183655881008069
9,7,1,0,20.190972174297254,0,5.182826720002896
8,6,0,1,22.85169121662233,0,10.341891559726625
11,4,0,0,24.96897888758826,1,22.03666398532544
4,6,1,1,26.647199883407275,1,22.65222015407643
4,5,0,1,24.117009834719013,1,20.36837360453932
12,7,1,0,25.346148162540896,1,23.298607297351435
5,6,0,1,24.82289174646364,1,20.79164450719966
8,7,1,0,25.077119669162133,1,21.912701331080253
6,6,0,0,22.994237817307138,0,9.281318724552756
3,6,1,0,24.84499866436515,1,20.32422575445323
4,6,0,0,22.31274437419502,0,7.80634175843462
4,6,0,0,23.2306168001838,0,9.818309142176853
11,5,0,1,25.082332452060932,1,21.984889346085613
8,3,0,0,22.558040662460453,0,8.885502014855955
6,5,0,1,24.544417509840397,1,20.20317213915764
13,6,1,1,24.369194304862045,1,21.04174210938572
9,5,1,0,24.80213280730779,1,21.9412873325004
9,5,0,1,23.6533326310585,0,10.555402048963
11,5,0,0,22.968682849212783,0,9.979795234563111
7,5,0,1,24.99075716267577,1,21.81079818487394
3,6,0,1,23.09743693690905,0,8.316358021498754
14,8,1,0,20.922064488560785,0,6.824769162087466
4,7,1,1,23.09664461625831,0,8.589958607078577
9,4,1,0,27.466727490767337,1,23.87428116722916
8,3,1,0,25.980671567379684,1,21.59348663104419
6,6,0,0,26.300706579004444,1,21.93221001641695
8,4,1,1,22.48209802361089,0,8.468424389400319
12,7,1,0,22.57764288597788,0,9.836533541164757
9,5,0,0,20.625467265337505,0,6.81127412962144
12,5,0,1,26.70005087565064,1,24.29280245646864
8,6,0,1,25.46058915395962,1,22.3024207506626
8,5,1,1,23.543235633186264,0,10.119407786139767
12,5,1,0,28.4860084455487,1,25.610687840989943
6,6,0,0,24.497040459534357,1,21.057079143430347
7,5,0,0,24.21878218243881,1,20.971130246480428
7,4,1,0,24.223309217669986,1,21.845294279273144
7,4,0,1,22.074128285857125,0,7.301874060491921
8,4,1,1,24.22646981092498,1,20.948118476696862
8,6,1,1,25.844904816456143,1,22.30130505187027
8,4,0,1,22.763721394644342,0,8.646392305534015
4,9,1,0,23.657241852291616,0,9.690816665403348
0,6,0,1,26.858895346676206,1,21.792515286100627
8,6,0,1,25.222397664463426,1,21.49290105431736
6,5,1,0,24.665198074473288,1,21.805060515321703
5,7,0,1,24.21872925836483,1,21.09345523319932
8,5,0,0,24.809298558825567,1,21.39729643139316
6,5,0,0,21.77727791740079,0,7.551020992522018
10,3,0,1,25.119679048114804,1,21.40872155591876
5,7,0,0,22.68795468639,0,9.25565299359564
4,7,0,1,22.68311707425012,0,8.390982377891929
6,4,1,0,27.746329145947332,1,24.180004325560464
5,5,1,0,22.399325815091988,0,7.9990291748673155
6,6,0,1,26.825480753439223,1,22.084171674006257
9,5,0,0,22.132744649282277,0,8.518773700536473
7,6,0,1,19.97058422379486,0,4.78229129225854
9,6,1,0,23.03271752614179,0,10.082803531108114
9,6,1,0,24.221645720963732,1,20.54288451873722
10,4,1,1,27.301058378175878,1,23.01850988313311
9,5,1,0,26.75570457126931,1,22.259847840514784
15,7,1,1,24.578518425043494,1,21.71418049891132
5,7,1,1,24.459254817002208,1,20.70219154676412
4,3,1,1,22.55484267722726,0,8.716476695764754
3,6,0,0,21.46001031424589,0,6.682527029329828
5,6,1,1,24.715094645041635,1,21.413635686308705
8,7,0,1,24.860500621090285,1,21.08727497095969
9,6,1,1,26.75865982953928,1,22.46579226492212
10,7,0,0,24.71049578291043,1,22.004060384836365
6,5,0,1,22.478872528021608,0,7.799102037710667
10,4,0,0,27.093645159172645,1,23.05785613649401
5,4,1,0,23.463582536359823,0,9.24856593953942
10,6,0,1,25.72180468883213,1,22.4893361126377
8,4,1,1,22.698537124654077,0,8.989446135521138
5,5,1,1,21.376735340405183,0,6.724267016339938
9,6,1,1,22.635175254626265,0,8.806895152615084
1,6,0,0,22.355442738629364,0,8.013350244479154
5,6,1,0,21.413151654135035,0,6.587507704837642
10,4,0,0,23.70672453548105,0,11.189450578225312
6,6,1,0,25.020908991090856,1,20.72178492436554
2,4,1,0,26.11689677594784,1,21.87666700273792
11,3,0,1,23.52043933402456,0,10.775427923664951
11,5,0,1,21.799579251438907,0,7.683276119375299
11,6,1,0,23.900108799886286,0,11.33294716087644
4,7,0,0,23.822545834931937,0,10.401028023904136
5,5,0,0,23.626698547182603,0,10.333060346842142
4,5,0,1,22.212814498570644,0,7.936413430840745
10,8,1,1,25.08068909936895,1,22.69185421153797
6,5,1,1,23.39138253179974,0,9.74855303854518
7,5,1,0,20.3182192418462,0,5.930401751694092
9,6,0,0,23.42955982018181,0,11.115374747205076
7,8,1,0,22.39852515771848,0,8.868184682088323
2,7,0,1,27.41136153933866,1,22.89749055206497
7,5,1,0,20.253179868303132,0,5.354976406436244
8,6,0,0,25.027098954857404,1,21.46687263970226
5,5,0,0,26.30384579097693,1,22.28473019539469
9,5,0,0,24.852237194199382,1,21.081117023064653
8,4,0,1,19.494561599902056,0,3.7733723747902417
6,6,1,0,23.188003296054067,0,9.88305042256382
7,6,1,0,24.02922311331447,1,21.414049463520733
3,6,1,0,25.02347922002096,1,20.2946088030914
7,6,0,1,24.50736421853998,1,20.517466122923977
8,7,1,0,20.951278684647765,0,6.540229505726098
5,7,0,1,21.993990441735903,0,7.183766428106942
12,4,0,0,25.11820163896815,1,22.178865864495847
10,7,0,1,23.651555207589286,0,11.928263074604898
12,7,1,0,24.03763072335595,1,22.248301142519846
14,6,0,0,25.1755854515383,1,23.033596097292406
7,5,1,0,23.19344735982082,0,10.04390521357447
9,7,0,1,19.6804899316642,0,4.940942829797371
7,8,1,1,24.455369099773925,1,21.23245763149233
7,6,0,0,24.939444627665196,1,21.50075120033944
4,4,1,0,24.617524785166733,1,21.847583282619457
11,6,1,1,25.95508863184652,1,22.560168822379907
10,5,1,0,20.716990651763343,0,6.122470177047627
6,5,1,1,27.0234230459563,1,23.720337936106173
9,6,0,0,24.67834508716068,1,21.79883129962371
6,5,1,0,25.588606058476845,1,21.30806891059586
3,3,1,0,24.84099750045576,1,20.265804094515488
8,4,0,1,20.918291891959957,0,6.928823014234068
11,3,0,0,23.969096425922203,0,11.152314792018185
2,10,0,1,21.483987014426177,0,5.616681582158985
9,6,1,0,27.909465157463053,1,22.76973929258408
7,5,0,0,22.63822869885566,0,8.415167445663759
6,5,0,1,23.50475321817834,0,10.083086393180077
3,4,1,1,23.048769330364102,0,9.011221065296857
6,6,0,0,22.94059865358955,0,9.35747875255683
10,6,1,1,23.81154444773639,0,10.915422331443152
0,5,1,0,23.34848183365945,0,8.449400051796944
7,3,0,0,25.126813866597367,1,21.11781009469961
5,7,0,0,25.53259109493213,1,22.1557587524521
12,6,1,0,24.294554443696697,1,21.340226528651005
10,5,0,1,21.149409780427614,0,6.975245077371861
14,8,1,1,21.802756677222572,0,8.471257117581606
13,5,1,0,23.035378856114637,0,10.013832560498564
9,5,0,1,26.33904682932457,1,22.74743068779877
9,5,1,0,26.91699073223785,1,23.144379682107274
13,6,1,1,25.29120804637334,1,22.009606345680552
5,7,1,0,25.43965696656206,1,21.61474108819499
12,5,1,1,24.686603027052055,1,22.348304868123627
5,7,0,1,25.186191038338205,1,21.852918182143256
6,4,0,1,22.822132236361824,0,7.867256010377712
10,6,1,1,23.92455185554591,0,11.645124549788608
6,6,1,1,23.825096850635884,0,9.905388349369431
8,4,0,0,23.85354662980309,0,11.156788379304936
4,6,0,1,24.728365256842984,1,19.660718446859327
10,7,0,0,21.600154192600527,0,8.794059398367244
10,4,0,1,21.168950687442088,0,6.093347280054713
5,5,0,1,23.233491853325265,0,10.151736265032698
5,5,0,0,20.593778082226603,0,5.671831318749041
11,8,0,1,20.87327194026103,0,7.4669440985718945
12,3,0,0,22.60421545461543,0,9.468644377672655
4,4,0,1,22.537680598959337,0,8.181461738647677
5,6,0,1,22.5520512088265,0,7.855396379983272
3,6,0,1,23.82743364486969,0,10.400873427556665
1,6,1,1,26.955069424883856,1,21.48869837658416
9,7,0,0,24.91889892044472,1,21.729993128437947
13,4,0,0,25.47302991332032,1,22.01474431953364
4,7,0,0,23.0885561875932,0,9.1222178034804
7,7,0,1,24.52284321685213,1,21.42946248151992
8,7,0,1,24.056196215488487,1,21.60421403554595
7,6,1,1,26.261299572324763,1,21.53683458953952
7,4,0,0,23.57465385237104,0,9.974706480457955
9,6,1,1,24.840756845544632,1,22.14760828628625
6,7,1,1,22.29641984491602,0,8.353903047334693
10,8,0,1,22.409535437751963,0,8.389328636405098
2,3,0,1,22.84846928715008,0,8.491972889659847
12,4,0,0,23.750671893017923,0,11.365265681431907
6,7,0,0,22.10449346465829,0,7.620453367005834
9,7,0,0,26.103088434185302,1,22.26572310819576
6,6,0,0,22.50572460604055,0,8.329875116055405
0,5,0,0,24.33324698334968,1,20.03785534223905
5,4,1,0,23.41218126094548,0,8.88585632758287
11,4,0,0,27.569044028046896,1,24.774579421191405
3,4,0,1,24.683562075371952,1,20.44679699872193
6,3,0,0,24.51653606783987,1,20.51821902227699
7,9,1,1,25.23359571188477,1,21.177822352881066
5,8,0,1,26.03238347451241,1,21.76886340283742
10,5,1,1,19.914858557118176,0,6.035146583067005
10,4,0,1,24.54036331714151,1,21.77601847265017
7,4,0,0,24.04482161262216,1,20.10956068885628
10,6,0,0,21.82340604421744,0,8.071911014006567
6,6,0,0,23.8726080812058,0,10.816757095882767
10,5,0,0,24.458082188276364,1,22.092757363285106
8,7,0,0,25.155321946221544,1,21.762303690220065
9,6,0,0,23.52287592345701,0,10.133088563826526
8,4,1,0,23.798182137859936,0,10.120744082609024
9,7,0,0,23.879936015660828,0,11.09197600035803
7,6,0,0,22.84038705335781,0,9.618518508387115
2,8,0,0,23.19326457487077,0,8.599853148580637
14,3,0,1,21.80948868460269,0,8.909128418405967
5,8,0,0,22.41861179462293,0,8.423927257098523
11,7,0,0,26.314897770198293,1,23.131198895473347
6,6,0,0,25.329649425990084,1,21.54662042434764
7,5,0,0,26.137017192762457,1,22.16430728720729
14,5,0,1,22.12752736804153,0,9.354466626240296
8,6,0,1,26.36541998884571,1,22.298218152037958
7,3,1,1,24.37893060723285,1,21.354953085414785
4,5,0,0,21.229356096790397,0,5.726166459920027
11,6,0,1,23.41338999717133,0,9.365802357473752
10,6,1,1,25.222029668307474,1,21.514520016501045
12,5,0,0,24.047657182253232,1,21.49689597507372
6,5,1,0,27.337458272473825,1,22.96082049673797
9,6,0,1,19.79260590057242,0,4.656737409687002
10,7,0,0,21.761255042082297,0,7.777501321863182
2,5,1,0,22.031673401844973,0,6.99992659735757
2,4,0,0,20.140974531585872,0,4.314702789955376
10,7,0,0,24.48260039150192,1,20.99832681124841
9,6,0,0,27.82260446502007,1,23.851239190903115
