defendant_age,prior_convictions,charge_severity,legal_representation,bail_status,diversion_program,sentencing_length,time_in_custody,recidivism
31,21,6,1,1,1,1,76.67412657838814,255.8994790158106
29,32,8,0,1,0,1,84.70372726873819,284.3373368947095
23,18,8,1,1,1,1,61.47596472786856,218.28954701462757
51,17,12,0,0,1,1,103.27467900670598,319.5214105545664
34,19,12,1,0,1,1,82.78,273.72337895899574
33,18,15,0,0,1,1,79.45412044590465,269.4133462757947
30,34,9,1,0,1,1,88.84846873847734,299.92524889747364
25,23,11,1,1,1,1,70.59305404857398,250.5072056073522
28,17,13,1,0,1,1,71.75,246.34681990662244
16,13,10,0,0,0,1,45.59725240588676,178.14130153199298
12,23,14,0,1,1,1,54.83560921805694,212.3310521
29,16,8,0,1,0,1,66.79534805102263,231.79047830180664
26,33,6,1,0,0,1,80.44833674704378,278.7596528754162
39,25,9,0,1,1,1,92.70676221165238,298.59625113626583
31,18,4,1,0,1,1,72.10240899776461,242.40988460072967
33,17,7,0,0,0,1,70.94471925056193,242.597375
50,21,13,0,0,0,1,105.65554985073616,334.1321069150242
33,18,3,1,1,1,1,75.07092606999618,249.46900675888764
33,19,10,0,0,1,1,79.21379590405037,263.6662043979444
40,5,10,0,1,0,1,72.52,236.0041781912107
38,31,13,1,1,1,1,101.59456844343214,331.3949276529926
28,29,11,0,1,0,1,83.27028527770372,283.6696847063657
23,24,7,1,1,1,1,69.89741970668287,246.7578319505011
30,12,10,1,1,1,1,69.19055310496441,231.04232582085743
26,21,13,1,1,1,1,74.58,258.59878636087626
30,27,13,0,1,1,1,84.20906291489686,285.66386329870966
21,23,5,0,1,1,1,61.70176954855603,222.92865877021123
36,28,8,1,0,1,1,92.81768057217369,303.32399473622644
33,19,9,1,0,0,1,76.37560258823514,258.3915087348604
37,15,7,1,1,1,1,77.24973816253494,254.46742388273367
37,14,12,0,0,0,1,78.52816342506105,258.2000374690564
30,16,13,1,1,1,1,74.59829357588583,254.42819155957545
24,19,10,1,1,1,1,66.89179244752081,234.72402167082447
23,20,7,1,0,1,1,63.29019133771895,225.76526024990207
23,26,8,1,1,0,1,71.06844516474361,248.8829933977313
28,23,5,1,0,1,1,73.43566542982907,249.66961383742245
34,14,10,1,1,0,1,73.45061336538716,246.81197711795085
23,25,4,1,1,0,1,67.83251624871541,238.0661526
28,13,7,0,1,0,1,63.71847735028776,219.53351060908457
35,20,4,0,1,1,1,79.21656685757347,261.1605698684938
31,17,10,1,0,0,1,73.64558550876494,249.90685274814615
26,26,7,0,1,0,1,72.62378328875774,250.8461400019364
25,24,8,0,0,0,1,68.87729753506206,239.9441143502492
39,21,12,0,0,0,1,90.44308156484816,291.3000088867953
35,17,10,0,0,1,1,77.81481789077783,259.4803016600871
40,17,6,1,1,0,1,84.25565853055828,271.5759312087115
26,16,6,1,0,0,1,61.75140773421776,217.6193013631553
30,11,11,0,0,1,1,64.93088040629482,223.8855559621285
32,17,13,0,0,0,1,76.11681778291475,256.93704429499087
25,24,6,1,0,1,1,70.59063042808414,243.38587655342585
39,13,11,1,1,0,1,81.15522318711503,263.7695464455564
38,25,15,1,1,1,1,97.36,315.90961874260887
34,28,10,0,0,1,1,90.67052209411948,298.4159782547322
28,22,8,1,1,1,1,75.16849396569738,258.1427560629416
32,26,12,0,1,1,1,86.67394609886756,287.9728473063485
29,13,7,1,1,0,1,64.70655482823335,221.8144557872964
37,21,9,1,0,1,1,87.11939589692409,283.7726949353424
36,25,13,1,0,0,1,89.93857444394784,296.7759684408163
12,20,8,1,0,1,1,49.64200727848268,191.742907
33,20,15,1,0,1,1,83.44959201842677,279.5139967182776
44,16,5,1,0,1,1,88.77376142288495,281.4630920522891
26,23,11,0,1,1,1,73.30,250.9664592265892
27,20,10,1,0,0,1,71.67240760331354,249.00019250255747
39,20,8,0,1,1,1,87.36,281.8093924936202
23,20,13,0,1,1,1,67.58014307705021,240.45716247711871
31,24,11,1,1,0,1,83.90862806105704,280.3075662296473
25,18,9,0,0,0,1,62.256549907572825,218.91613948714837
40,24,11,1,1,1,1,95.09772251955587,306.80745702432534
28,16,13,0,0,1,1,70.79528866239588,241.6712142
24,19,9,1,0,0,1,63.95491934128198,226.87961121299887
31,20,9,0,1,1,1,77.01,261.8970528103236
37,16,12,0,1,0,1,81.09335837423659,267.4005304160306
35,13,12,1,1,1,1,78.15,257.7274663672795
27,24,2,1,0,1,1,69.75,239.3354880420121
25,27,5,0,1,0,1,71.98924859764132,252.304623
38,21,8,1,0,0,1,85.84651527938318,277.30294982907344
26,21,8,0,0,1,1,69.52907294738137,241.2158913767171
23,28,12,1,0,1,1,77.32351634209208,267.45780142104053
34,20,14,0,0,0,1,83.26187052675346,279.77417615670134
21,16,9,0,1,1,1,56.70294577298027,206.7746620852152
23,3,8,1,0,1,1,47.41594845032962,169.10362471683734
27,22,8,0,0,1,1,70.63831025620563,243.45544553149708
30,14,11,1,1,0,1,68.27,235.31811640571132
36,24,9,1,0,0,1,87.32747910863424,285.99798520835384
26,23,14,1,1,0,1,75.36547973882986,262.1525134
41,9,4,1,1,1,1,75.09,240.80477293570456
28,18,11,0,1,0,1,70.04418353922522,241.0560245791277
16,31,6,0,1,1,1,64.51169897115098,237.0242709525216
28,20,11,0,0,1,1,74.18937448248643,252.3774534327225
34,23,11,0,0,0,1,82.69929799549261,276.9903758535107
24,36,5,0,0,0,1,79.31603013783007,272.2133751610454
38,17,14,0,1,1,1,86.69470043649619,284.70753893540785
29,12,7,1,1,1,1,64.78981994395814,222.7295851
33,27,4,1,0,0,1,84.90,279.1261819311082
21,19,13,0,1,1,1,64.57941756237429,232.4452438099619
37,15,8,0,0,1,1,79.50098262739382,256.8035263431733
37,17,8,1,1,1,1,82.15045925139759,268.3539189545138
36,21,9,1,1,0,1,87.16063227769892,285.2751238012255
30,14,9,1,1,0,1,69.58704482521847,236.0762726309468
22,17,17,1,1,1,1,66.89,239.47407533281495
38,15,15,1,1,0,1,84.14374286789715,276.7139051
20,14,8,0,0,0,1,51.46729474713016,192.60787297191683
41,23,13,0,1,1,1,96.17281972926516,308.4773283413733
38,19,12,1,1,1,1,88.75797448469636,289.52372208797493
27,17,4,0,0,1,1,63.48329151968241,219.2725414449468
29,26,7,1,1,1,1,80.63569440106049,268.63831609434067
26,25,10,1,0,0,1,74.09601142613276,254.3460458
25,23,12,1,0,0,1,71.74205990386659,251.96169417458532
19,19,12,1,1,1,1,61.92444879013403,224.82766978904652
45,19,11,1,1,1,1,98.44432480460196,310.5126985232606
42,27,8,0,0,1,1,97.25494496474252,314.4364186864856
33,9,12,1,0,0,1,68.10643695625203,229.6191369213296
31,17,9,0,0,1,1,73.06555209948307,245.9524193369301
28,16,9,0,1,1,1,67.39140954840059,233.9659310831427
32,20,1,1,0,1,1,74.28431130150473,245.6273858324304
22,12,6,0,0,0,1,49.50402929803942,183.2519394472201
35,21,8,1,1,0,1,82.03385597813052,269.0457355904801
49,24,8,1,1,1,1,106.8581009702336,334.3005827047635
28,25,12,0,1,1,1,78.95646313918252,270.64030504852565
27,13,13,1,1,1,1,67.71774158387893,233.7554431299099
25,17,12,1,1,1,1,69.68005520646206,240.57025647058825
31,13,9,1,1,0,1,69.36991169212146,235.01145531738408
34,14,1,1,1,1,1,69.85280395252668,232.62282331366848
26,16,12,1,1,1,1,69.38965809437337,242.0770528827385
39,20,11,0,0,0,1,86.16887775877866,282.4467357440907
26,18,9,1,0,1,1,67.55000341399062,234.32890219959947
25,19,11,0,1,0,1,66.52769405216694,235.89081933363167
34,18,8,1,0,1,1,78.04001417882056,260.7534628547793
33,19,3,1,1,1,1,73.87750154426271,247.68446388693624
31,18,11,1,1,1,1,76.15511969370698,258.0427746622946
32,12,10,1,1,0,1,68.58407056477446,232.15918859386068
30,24,9,1,1,0,1,79.47276260657465,266.03916610055643
34,28,4,1,1,0,1,86.17922678771187,282.04976064045934
35,10,11,1,0,0,1,71.64046068702854,238.49491065078936
35,21,6,1,0,1,1,81.51475349939966,268.87914978784244
20,26,3,0,1,1,1,61.51941585947506,221.6661295142276
23,25,11,1,0,1,1,73.43221211573226,256.2987108
32,14,11,0,1,0,1,71.38268107133734,242.31122578466787
25,21,11,1,0,0,1,69.86318928705144,244.0598086647549
29,26,10,0,0,1,1,82.94008039158456,276.1473788540643
31,8,9,1,0,0,1,61.987844582012265,210.7925459324908
21,30,1,0,0,0,1,66.00008374445795,232.4661573031785
22,22,11,1,0,1,1,65.14184450985798,235.58776902467832
26,23,5,1,1,0,1,70.42109532637255,243.5442151469909
35,16,9,1,0,0,1,77.90342282965783,257.9659748946775
27,15,9,0,0,1,1,65.61418382439867,226.79077938445556
51,19,10,1,1,1,1,106.63776390012168,329.33940261992205
29,18,11,1,0,1,1,73.93,250.91184403647145
22,10,11,0,0,0,1,50.56067344088218,189.13854253663484
35,28,8,0,1,1,1,90.64356929748874,297.97341094628337
28,19,11,0,0,1,1,72.04840337955362,246.1675225420332
19,26,7,1,1,0,1,63.11069592262624,230.75692925469207
35,25,12,0,1,1,1,89.93139819515524,296.22702837009666
46,16,6,1,0,1,1,92.43514846299352,288.05767760926926
14,22,11,1,0,1,1,55.45126537449661,210.3889540027486
15,19,9,0,1,1,1,53.39405275296365,200.8610955879996
21,18,8,1,0,0,1,58.47406040180663,211.95810013141084
41,26,6,1,1,1,1,97.61125582876372,310.1169241527544
17,24,13,1,0,0,1,62.99117805637799,230.8642916
8,22,5,1,1,1,1,44.52185435798594,179.49462107969225
28,20,8,0,1,0,1,69.86,243.11199320203923
23,25,16,1,1,1,1,78.34430680647606,273.1472728369838
24,21,9,0,1,1,1,66.96553390493621,235.58105241187388
31,20,10,1,1,1,1,79.59951484271066,264.73042941159383
28,18,14,1,1,1,1,75.12474353453091,258.45122502204896
44,19,8,1,0,1,1,94.26,297.0485274187444
41,13,12,1,0,1,1,84.89731368034988,269.81175472172174
24,28,7,0,1,0,1,73.31412252718366,256.2138735
50,29,10,1,1,1,1,114.71773506273593,357.71169594225995
27,20,9,1,0,1,1,69.98227817271669,240.12378814137296
33,26,7,1,0,0,1,84.20256516917075,277.1831131317267
34,10,7,1,1,0,1,68.20195874230784,227.5401718678931
19,25,10,0,0,1,1,64.05097924214786,232.9884543716326
31,34,7,0,1,0,1,87.39862827574892,296.38817291857765
38,22,7,0,1,1,1,89.19574219587406,288.2859808730769
22,20,8,0,1,0,1,61.41,223.07456204954715
30,18,10,0,1,1,1,73.02579487119107,251.56738291393344
44,11,9,0,0,1,1,85.45282308442653,271.99070155783886
34,12,9,0,0,0,1,70.48061064917826,234.2823420472742
30,19,9,1,1,1,1,75.46955893032688,255.2443789489291
32,23,13,0,0,1,1,84.24044512154798,280.39980624204026
21,11,12,0,0,0,1,53.31,194.44202298716664
35,18,10,1,0,1,1,81.41623040605043,267.8551417685814
21,17,11,1,1,0,1,59.327963764903394,214.11441175947903
36,16,10,1,0,1,1,81.32300800119073,265.8549653
38,15,6,0,0,1,1,77.90677317698963,256.02074267673913
32,18,9,0,1,1,1,75.34882086021518,252.32289465841976
31,24,3,1,1,1,1,78.42514321736525,260.7706731504893
16,22,11,0,1,1,1,57.52635529566557,216.68826725540356
21,26,12,1,0,0,1,68.96607360444202,249.9353638
37,20,9,1,0,0,1,86.30474119339982,280.1703344958707
30,20,5,0,1,1,1,72.75564175180334,250.02288991834325
19,15,6,0,1,1,1,48.94935908195233,186.83262448508853
34,12,8,1,0,1,1,72.99740782094572,239.85977847292065
35,17,7,1,0,1,1,78.47437642713119,258.55986189339006
23,15,6,1,0,1,1,59.73224987835309,210.50482372721527
29,20,9,1,1,0,1,73.09338983261033,247.79768206987288
24,27,6,1,0,0,1,72.13389039704597,250.2781980706908
41,23,8,0,0,1,1,92.53541729009036,295.9043525111651
28,22,15,1,0,1,1,79.77363976814644,271.9721117952543
45,15,10,1,1,0,1,91.29633637214364,290.2992900310669
42,21,8,1,1,0,1,93.99321766856184,299.94012531845084
39,20,9,1,1,0,1,87.75563969501069,283.43725663625486
20,26,10,1,1,1,1,69.01579843901729,248.84822423493645
36,30,9,0,1,1,1,95.96,312.8432867882892
22,14,14,1,1,0,1,60.05740731685336,219.88672013108507
19,26,7,1,1,1,1,66.30116718066114,238.58408894375515
42,15,10,0,1,0,1,86.52746495670768,278.9288392
21,33,8,1,1,1,1,77.88,274.0584757
18,20,11,0,1,1,1,59.426264771075765,218.68617919236945
27,21,9,1,1,0,1,71.11,244.48641202448243
44,18,20,1,1,0,1,100.82254619104386,323.3163379466764
31,15,12,0,1,1,1,74.12,251.06272272047215
25,24,11,1,1,0,1,73.35094264191608,257.8874842444495
29,12,7,0,0,0,1,62.46910760826048,213.24964475563527
35,25,10,1,0,1,1,89.28,294.2392302667292
32,18,15,1,1,0,1,78.43124410005633,265.6508543713663
12,19,11,0,1,1,1,48.46956104484122,194.7757535585504
10,11,7,0,0,0,1,31.293453681925197,138.83085832029522
19,14,11,0,1,1,1,53.516582358279294,198.2218982882825
37,23,7,1,1,0,1,84.25542202207149,277.8667986812742
22,21,10,0,0,1,1,64.66372041177219,231.2064719848192
36,22,11,0,0,1,1,87.45345676865954,285.2028924387468
39,16,6,1,0,0,1,80.88861623983189,260.52124744775284
30,15,8,0,1,0,1,67.98797122511183,233.4544058
29,17,10,1,1,1,1,72.93924177168299,247.8425886265864
39,22,9,0,1,1,1,91.10455033089178,292.2013897668476
43,26,15,0,0,0,1,102.2244758281512,328.77084056121805
31,16,9,1,1,0,1,73.22567076603409,244.8682614
39,26,10,0,1,1,1,96.97,311.7184519
43,20,8,0,1,0,1,90.94908112724856,292.97383612939973
43,22,12,0,0,1,1,96.32,308.9007316626087
23,10,8,0,1,1,1,52.84122764088351,191.07958237660145
34,9,9,1,1,0,1,69.50860660391251,233.22246341340684
19,17,12,1,0,1,1,60.18192209127539,216.8780232963177
35,14,10,0,1,1,1,78.18358302677525,256.9808215640532
29,14,9,1,0,1,1,68.32519961749912,231.41463048223585
30,27,9,1,0,1,1,84.47057880447217,281.4274732865767
32,23,7,0,0,0,1,78.45349539735065,262.9831417
22,22,7,0,0,0,1,63.32153103431914,226.4529353414175
35,20,11,1,1,1,1,85.71120096206306,282.1410345173224
39,21,3,1,1,1,1,86.52689034157795,276.61972024880606
23,16,9,1,1,0,1,59.04399592726847,213.43360581067984
32,13,8,1,0,1,1,70.79880079228766,237.69605584653252
30,15,13,1,1,1,1,72.87745110728811,248.12995140235552
15,14,13,0,1,1,1,51.112211988592776,197.60252304886785
36,22,13,1,1,0,1,89.05032342903641,294.3009624663623
39,15,8,1,0,1,1,82.13156167883996,268.1584862067772
37,16,4,1,1,1,1,78.33408282284859,253.4756439306253
40,24,12,0,0,1,1,96.61334194288172,308.6473380840396
40,10,9,0,1,1,1,77.90166869181466,253.40434217581264
27,26,13,1,1,0,1,79.25,273.0160193817455
26,31,7,1,0,0,1,78.36724623563221,269.87023782692535
19,24,10,1,1,0,1,65.08824426780099,235.3044352057977
24,14,10,0,0,1,1,59.550182861422726,211.49464250590583
23,29,8,0,0,1,1,74.36,258.3412769393383
31,28,12,0,1,0,1,85.62801699478253,290.8186976400365
20,24,2,0,1,0,1,59.40248151311939,216.91013849097573
33,26,9,0,1,1,1,85.50530456526559,283.70634919359003
14,14,13,1,1,0,1,47.37671428050564,185.37740445898407
34,14,10,1,0,1,1,74.98694612119945,246.3679962935473
26,15,8,0,1,0,1,62.70101299683919,220.46645786015648
40,25,5,1,0,1,1,93.26840014026776,299.39473566239855
34,6,9,1,0,1,1,65.97243522842119,217.84559709959157
26,27,9,1,0,1,1,76.72077285942304,259.74841344451204
35,21,10,1,0,1,1,85.45245763841446,279.66118680740647
21,21,12,1,1,0,1,63.22832860536949,231.421139
35,9,10,0,0,1,1,70.13827063477014,229.2554492619345
29,28,9,1,1,1,1,81.93158224286451,278.8576316892296
35,30,12,0,1,1,1,95.11481490158344,315.45019854330064
32,14,13,0,0,1,1,73.50408292785022,248.2572328445472
33,13,7,1,1,1,1,70.60320686610903,234.75932244932167
30,20,6,1,0,0,1,72.49,243.80599797357183
40,22,5,0,0,0,1,85.11880317533242,279.1703586558608
39,28,7,0,1,0,1,94.61600971017484,306.8614949437977
34,9,9,0,1,0,1,66.92436263882728,224.22077924377064
29,19,5,1,1,1,1,72.23615711697897,243.67438845086417
26,3,12,1,0,0,1,52.02628526517987,186.4106445850406
32,20,9,0,0,0,1,75.51105495035003,252.447017
34,14,7,1,1,1,1,74.23277454001531,244.3984478233628
18,28,11,0,1,0,1,66.00,241.8754385194947
23,25,9,1,0,0,1,69.77868602694035,244.7810973230522
17,21,9,1,1,1,1,58.64692765524315,215.77242762778505
32,15,11,1,1,1,1,74.99116926061792,250.21139575827056
27,21,13,1,1,0,1,73.39283929853558,256.0078847637923
16,16,9,1,1,0,1,49.16410581839615,189.83901163481943
36,9,10,1,1,1,1,74.16445103271857,242.30045228434463
38,17,12,0,0,0,1,82.59865752032282,271.3755119604272
28,23,12,1,0,0,1,75.09186094426508,259.76393660485195
28,23,8,0,1,0,1,72.34,250.58093973251377
38,33,8,1,0,0,1,99.14741844473907,321.5241057226974
31,23,15,0,1,1,1,84.78789944319905,285.78696445122057
24,27,5,1,1,1,1,72.52764500044287,250.1661447496813
42,20,13,1,1,1,1,94.77270786162536,309.0090324281454
40,25,11,1,1,1,1,97.81,314.1452660153707
36,15,12,1,1,1,1,80.70097576846132,264.22970553248234
28,31,4,1,0,0,1,80.54170393091648,274.13305487636507
19,0,14,1,0,0,1,39.14930847619459,154.07816082062126
34,27,7,0,1,1,1,87.21279102034708,288.96057445184243
32,20,4,1,1,1,1,74.96737424854874,250.0070466700853
31,18,14,1,1,1,1,78.75838129200392,267.14612913859565
38,21,14,1,0,1,1,93.33077450406948,300.5248043212119
27,20,6,1,1,0,1,69.20579320604851,238.81669018413265
35,21,10,1,0,1,1,84.56,280.3159906172206
38,4,8,1,0,0,1,67.98888589319026,222.2160867121005
31,23,11,1,1,1,1,81.36489198816652,276.0233426795069
21,14,8,1,0,1,1,56.10915355015725,201.62534984843657
30,21,6,0,0,1,1,74.64,249.75898670778872
26,17,13,0,1,0,1,67.32042794849143,238.53272082083905
29,25,10,1,1,0,1,79.95419928433914,272.1267450397734
32,25,12,0,0,1,1,85.35197486782316,285.6046719740752
41,11,7,0,0,0,1,77.31311540095828,249.75154378894229
26,16,15,1,1,0,1,67.40222425948978,239.12424198750847
19,16,14,1,1,1,1,61.31983836126267,222.6385464398991
25,16,14,1,1,1,1,68.93571096275782,240.3390001
44,7,14,1,0,1,1,85.20082283810662,269.8358137288277
38,21,5,0,0,0,1,82.93961082096926,270.43606740424696
23,31,12,1,1,1,1,78.04084350170362,275.2646788096614
37,25,12,0,0,1,1,92.44596508456014,300.87547753744525
46,19,16,1,0,1,1,102.9101239865512,324.8336599252744
27,29,9,0,1,1,1,81.48,276.1069955016867
29,29,6,0,1,1,1,81.72,276.97283832457595
43,17,5,1,1,0,1,87.10017880434235,276.8230502554658
20,23,15,1,1,0,1,66.50664325964568,241.40807578106805
24,30,8,1,0,1,1,75.79,264.5211359645278
41,18,3,1,1,1,1,85.04616734838262,271.5736411805496
16,10,6,1,1,1,1,42.279624607582974,164.8425706804495
19,14,10,0,0,1,1,54.97316231179373,200.8853148127212
26,20,10,0,1,1,1,69.08304696017993,240.98841511236947
37,29,5,1,1,1,1,94.06,306.42142149602444
37,27,9,1,1,0,1,93.30,303.4840378516811
27,22,6,0,0,1,1,68.50317014423923,235.5454999981766
39,15,9,1,0,1,1,84.17621270339974,271.9912560377597
16,18,5,1,1,1,1,50.87045655306916,193.52915226311129
28,20,8,1,1,1,1,73.21254870070771,250.59485182996565
33,20,11,1,1,0,1,81.84545185985037,271.0454603071376
25,19,14,0,0,1,1,71.25594835214284,247.9944066979657
31,19,14,1,1,1,1,81.13241830356766,273.70154881825687
44,18,8,0,0,0,1,90.52383055842265,285.3285078542919
31,19,10,1,0,0,1,74.80,253.76836255224865
32,14,10,1,0,1,1,72.04338864283278,243.33537415658617
34,19,7,0,1,0,1,76.12495513410114,256.0733933780571
21,28,14,1,0,0,1,74.15466840806192,262.63465453894804
19,23,12,1,0,0,1,63.246617543000006,231.84283469700912
31,22,10,0,0,0,1,78.06,263.3091179778648
24,19,11,1,0,1,1,68.69006718384564,240.53779923702237
33,29,6,0,0,0,1,85.48900324630935,284.60306992589074
29,17,10,1,1,1,1,71.69974629739167,245.22630515514072
17,16,5,0,1,1,1,49.32593822253499,184.30675528483465
36,26,11,1,1,1,1,95.84358214600908,307.8765512467048
18,9,6,1,1,1,1,44.42853703720528,170.5194566114112
34,5,8,1,1,0,1,61.79046175028243,208.5632043736792
23,16,15,1,1,0,1,64.72321756712623,233.0144572778311
24,15,12,1,0,0,1,61.61,219.5815335848724
30,16,11,1,1,1,1,71.85878890692265,246.8613471214008
38,21,10,0,1,1,1,87.11586088069672,285.67442962023875
22,23,10,0,1,1,1,68.16294746756019,242.5214314660421
34,18,9,1,1,0,1,76.90742107208266,253.79021307054887
28,16,15,0,0,1,1,72.02,248.9627886716281
29,26,8,1,1,0,1,79.37436912323106,271.0799759
29,20,8,0,0,1,1,71.79677693570034,241.59390935487545
34,15,9,1,1,0,1,74.81,249.9433050260837
38,9,10,1,0,1,1,75.83704971607222,245.2376344057156
52,24,14,0,1,1,1,112.84731147035156,352.5659667327997
28,20,8,0,1,0,1,69.32503731822506,240.3559834359176
37,7,6,1,0,0,1,67.59514976873695,220.3677118009962
24,33,11,1,1,1,1,81.84,285.61543477506626
27,8,11,0,0,1,1,57.44966424449878,200.4438157113757
25,19,6,1,0,0,1,63.18769514522385,220.7633285459292
19,19,10,0,1,1,1,59.02,214.80353762111693
24,21,14,1,0,0,1,71.47,249.3384644958845
26,18,12,0,1,1,1,70.82878073187456,246.81233126283573
25,23,9,0,0,1,1,71.21245166317185,247.3477974882997
39,15,12,1,0,1,1,84.92584160475383,274.51371562453033
25,29,12,0,0,1,1,78.19346662517155,272.0116432773332
25,15,12,1,1,1,1,66.62035345746739,232.2241211375488
30,12,6,1,1,1,1,65.74486044655941,221.9807252972317
32,14,10,0,1,0,1,70.40508887666552,238.61492916819785
30,14,7,0,0,0,1,66.74846892578829,229.21358973950555
23,21,16,0,0,1,1,70.43379674240049,248.80108660491487
38,24,7,1,0,0,1,90.89,291.61186830784214
51,24,11,1,1,0,1,111.44802357737652,346.3142120861769
40,16,9,1,1,0,1,85.08334063925038,276.44110979569183
22,16,9,0,0,1,1,56.95686526577592,208.00435902224328
35,24,13,0,1,0,1,87.21791654620714,291.23102217469665
16,16,8,1,0,0,1,49.82558339744295,191.43943945373104
40,10,11,1,0,1,1,80.71221424235395,259.8286961
22,15,16,1,1,1,1,62.928836855615685,227.5367760799556
18,36,10,0,1,1,1,76.00164345586374,271.9952737508379
28,6,13,0,1,0,1,59.11278870490567,206.9436631
43,13,3,0,1,1,1,81.30,257.50958408291984
29,20,5,1,1,0,1,69.46953407306329,238.17047801365075
28,17,5,1,0,1,1,67.39,228.48706937056775
14,25,7,0,1,0,1,55.28418110274417,210.5838032807541
41,25,16,1,0,0,1,100.4967900351988,323.22331917364227
35,15,6,1,0,1,1,74.63,244.99964306532087
35,14,8,1,0,1,1,75.24645571772064,249.89029161734615
23,25,7,1,0,0,1,68.81486925156946,239.3234774470527
29,20,12,1,1,0,1,75.23693533120034,257.7445855593347
23,24,9,0,1,1,1,69.20389825685457,246.21889837055087
21,18,11,0,0,0,1,59.77338270622204,217.38837129117525
28,9,19,1,0,0,1,66.39845450117127,231.7036632764878
41,20,14,1,0,1,1,96.39388345556333,309.1007584
28,24,7,1,1,0,1,74.54584032764005,256.0476994453805
38,9,6,1,1,0,1,72.05907239594771,234.1151903
33,22,11,0,0,0,1,81.42857124472215,269.5028026983751
28,26,11,1,1,0,1,77.77856689306235,266.6345835227038
43,18,10,1,1,0,1,93.67782454387776,298.1714289
26,18,21,0,0,0,1,73.76343983224038,257.8819997397796
22,27,10,0,1,1,1,71.95119509255363,255.14393851835888
30,15,13,0,0,1,1,71.75636300319911,244.06765242395585
43,19,14,0,1,1,1,96.73167632181318,308.7047247507442
20,18,8,0,0,0,1,55.99544176334088,202.7054439043024
25,24,12,0,0,0,1,73.25145954247517,256.1575849
29,19,9,0,0,0,1,71.31528456744863,241.5933253611469
21,15,7,1,0,0,1,54.30565719814341,199.5876536898967
36,26,10,1,1,1,1,92.73827162352276,300.12245481422184
31,25,8,1,0,0,1,79.90498346102606,269.34458947857735
31,15,10,0,1,1,1,72.09761911296306,242.98683189195003
25,23,10,0,1,1,1,70.84253055043189,249.87482193892933
33,18,16,0,1,0,1,79.43079929097968,267.7094430533386
33,13,10,1,1,0,1,72.59497213631259,245.8955755
16,12,8,0,1,0,1,44.57945582849187,174.4639330265178
25,22,6,1,1,0,1,69.62542315178138,241.8837038625316
30,21,13,1,0,0,1,77.81160767608803,262.0722336683914
40,17,9,0,0,0,1,85.35947576350702,273.8950842655619
35,24,13,0,0,0,1,87.13055131042168,288.9460563004561
27,32,11,1,1,1,1,85.74271620021318,291.8615912128939
30,21,5,0,0,1,1,72.19,247.01888819124304
28,10,7,1,0,0,1,58.19,204.61496209253892
34,9,11,0,1,1,1,70.40,234.84887748496277
32,40,9,1,0,0,1,99.60,329.6539102757211
23,12,9,1,0,1,1,56.84685751049211,203.6079906543339
26,16,4,0,0,0,1,58.87240065064426,208.1521167477145
28,17,12,1,1,0,1,70.30704766749598,244.88691039401328
29,11,9,1,1,0,1,62.45514953922691,216.20563443013089
33,27,13,1,1,1,1,90.83293643412142,303.34672918112693
23,15,9,1,1,1,1,59.54070767191989,211.54806141605508
35,23,13,0,0,1,1,86.29893595905355,286.3530434684605
27,17,11,1,1,1,1,69.49049090153193,240.60251416742796
42,22,12,1,0,0,1,96.07,308.6931229439649
17,24,11,0,0,0,1,61.22332252521253,226.62323282971505
23,16,7,1,1,0,1,59.24779865016704,213.6461989087425
37,15,4,0,1,1,1,78.18,251.5975212332825
34,25,9,1,1,1,1,87.86933456298482,286.8474281326857
40,14,7,1,1,1,1,84.31714069118163,268.0429708300044
39,29,5,1,0,1,1,96.91652909072624,311.61202292025155
33,23,12,1,1,0,1,82.38711525938886,280.67419073982705
26,26,6,0,0,1,1,73.53167184810768,253.7353388908957
33,18,12,1,1,0,1,77.03,259.6428110229388
26,15,14,1,0,1,1,68.11822541122787,236.7008912003822
17,21,8,1,1,1,1,55.98683592368943,210.03523449844243
31,23,7,1,0,1,1,79.13201486092703,263.5752829521568
30,20,8,1,0,0,1,71.91584402654904,245.4175738106651
33,23,13,0,1,1,1,83.46472573156673,281.5957931678543
26,17,11,0,1,0,1,64.29555908877816,229.33542645690295
29,12,8,1,1,0,1,63.98569786125515,219.39867814910644
7,19,11,0,1,1,1,43.70055088466894,181.64682617953943
31,28,13,1,0,1,1,89.21,296.28060896385034
38,23,7,1,0,0,1,89.64801380946523,287.71639347145043
19,26,7,1,0,0,1,63.56,232.46562687411517
37,17,9,0,0,0,1,79.43160562516485,262.00292024916524
28,20,10,1,1,1,1,75.44,258.8717639628957
26,22,8,1,0,0,1,70.91818991245145,242.70977866918025
30,10,12,0,1,0,1,65.99356681681091,225.63654206851768
35,26,6,0,1,1,1,86.50332791039735,286.1118388150017
24,12,6,0,0,1,1,56.06577188157599,198.7771430673876
48,7,5,1,0,0,1,84.31596092058523,259.42889876352166
41,14,7,0,0,1,1,83.01155860825493,262.8579917760472
35,21,8,1,1,1,1,83.91538590571342,276.10387697940223
21,20,10,1,0,1,1,63.994781757195184,227.65305425398105
43,16,4,1,1,0,1,87.06422571918847,275.45742463679096
37,24,10,1,1,0,1,91.19955988330226,297.1524480424635
22,24,13,0,0,0,1,70.32131795856057,248.89450668382423
26,19,7,0,1,1,1,67.23300161125438,232.48859792206412
