student_age,parent_education_years,classroom_size,rural_school,tutoring_access,online_program_participation,final_grades
27,22,7,0,0,0,73.8824960435744
18,14,5,0,0,1,72.73850164904276
33,22,1,1,0,1,77.84731517864599
38,23,6,0,0,0,75.37057983008647
22,26,3,0,1,1,80.59131653526437
13,15,7,1,1,0,66.3054935708494
25,24,10,0,0,0,76.2918563661669
18,30,6,1,1,1,84.3157008369415
27,18,5,1,1,0,70.52575408896858
28,28,4,0,1,0,77.35380000502445
20,20,7,1,1,1,78.36700654173464
16,21,8,0,1,0,72.10759456462279
27,30,2,0,1,1,85.43587831381706
27,22,5,1,1,1,79.54141354678538
31,26,8,0,0,0,77.73580557406856
25,31,5,1,1,0,80.51473150268504
40,23,9,0,0,1,80.42352341311428
12,23,1,1,0,0,70.14402986870789
46,26,1,0,1,0,77.33134486678581
0,24,4,1,0,1,78.39138548138135
15,32,9,1,0,1,87.40477530949255
25,30,7,1,1,0,81.03534461460062
50,25,2,1,1,1,83.22614276445225
31,22,6,0,1,1,81.60543008757195
8,25,8,0,0,1,80.1820321597614
19,17,9,0,0,1,77.26502177147428
3,22,10,0,0,1,78.31212017651634
44,24,5,0,0,0,77.00652568889028
19,27,7,0,1,0,78.08887869439765
36,23,7,1,0,0,75.18082037692416
25,26,6,1,1,1,81.66713573745878
13,19,6,1,0,1,74.88570531386426
20,28,1,1,0,0,72.81667522402152
8,23,1,1,1,0,71.99589418259849
15,18,7,1,0,1,77.00485795408028
17,22,6,1,0,0,72.3157912788317
21,24,7,1,0,1,81.89939892215966
22,28,6,1,1,0,77.8339791904974
27,22,6,0,0,0,73.56242075685336
11,20,6,1,1,1,76.54616238956916
23,27,6,1,1,0,76.5445735636558
10,18,7,0,1,0,67.0968315520596
9,23,10,1,0,1,79.57951807672383
29,30,6,0,1,0,78.86730362721974
43,27,5,1,1,1,85.9226324278705
22,26,6,1,1,1,83.6937854067075
31,26,6,1,1,1,83.93044870980532
25,22,0,0,1,0,70.04474808720931
21,23,9,0,1,1,80.15870199309609
16,19,4,0,1,1,75.51111067906201
25,20,3,1,1,1,78.33748684431227
21,28,6,1,1,1,83.89998130394885
24,19,6,1,1,1,76.79766265455605
29,28,7,1,0,0,79.21330956577908
13,26,7,1,1,1,84.69232650475067
24,27,3,0,0,0,76.51602157297432
13,27,8,1,1,1,83.71572571972703
19,21,4,0,1,1,78.54367423316666
24,26,5,1,1,0,75.27131013767593
11,20,5,0,1,0,68.62780745159576
33,29,9,0,1,1,86.14220536949425
14,20,5,1,0,1,77.31554037091715
34,20,6,1,1,1,79.83157706787047
35,23,3,1,0,1,81.13206668916295
17,22,2,0,1,0,71.64957091176552
25,23,3,0,1,1,78.76701679563027
26,20,6,0,0,1,79.23603240892395
24,29,5,1,1,0,78.88303665136834
27,17,3,0,1,1,76.54215853542907
17,17,4,1,1,0,68.70027272823539
3,14,4,0,1,0,63.14986274757836
14,25,4,1,0,1,80.64746585979731
26,20,0,1,1,1,76.34716411582062
19,25,3,1,1,0,74.49463203743761
37,18,10,0,1,1,79.71484197936545
9,28,1,1,1,1,80.28348086320416
23,24,4,0,1,1,78.98604805206277
31,27,6,1,1,1,85.06643947318008
14,30,7,1,1,1,85.60517519856468
16,25,5,1,0,1,78.54727155994757
33,28,6,1,1,1,85.55184536886667
20,28,6,1,0,0,77.30093852257923
17,17,3,1,0,1,73.74457590702565
30,24,3,0,0,0,74.24417073354603
32,26,7,1,0,0,78.55789268972464
38,23,4,0,1,0,74.39285495330921
39,20,6,0,0,1,81.10398870790821
17,27,5,0,1,0,76.26745831272726
29,29,7,1,0,1,85.04579346200917
17,27,4,1,1,1,80.89572758822857
34,29,3,1,0,1,82.15386326116217
16,19,6,1,0,1,77.29053566616385
30,17,8,1,1,0,71.00939240939728
32,16,9,0,1,0,69.26153763303404
29,21,8,0,1,1,78.71837337457092
17,26,5,1,0,1,82.13950602192136
37,27,8,0,1,1,85.56251875281403
17,19,5,1,1,0,71.08700282591207
15,19,4,0,1,0,68.35058084002405
32,26,7,1,1,0,76.40202708564605
40,18,9,0,0,0,71.10981460451664
4,23,6,0,1,0,71.17157855692325
29,27,7,1,1,0,77.65331267945895
20,22,0,1,0,1,76.99792959297415
33,25,4,1,0,1,81.19760517398244
2,21,6,0,1,1,76.97498175715833
11,25,9,1,0,0,74.88857502890498
14,21,4,1,0,0,71.81018159868304
29,26,5,1,0,0,75.26067021556582
12,21,8,1,0,1,79.33871789761821
25,23,6,1,1,1,79.91812969689687
14,22,6,1,1,0,73.97537297958287
28,26,4,0,1,0,74.47941759269344
17,20,4,1,1,1,77.80534504973295
24,30,5,1,0,1,85.11994540516858
40,31,6,1,1,1,87.09114534545425
33,10,5,1,1,1,71.03772097649137
12,19,2,1,0,0,68.3226446106983
20,20,3,1,0,1,76.54684133419981
33,25,5,0,1,0,75.60491444588578
42,25,4,0,1,0,76.44141501290711
26,23,10,1,0,0,73.43680676362389
-12,20,5,0,0,1,74.574429212769
10,27,5,1,0,0,75.48980862034006
36,25,3,1,1,0,75.14929851964104
25,24,8,1,0,0,74.71521127288644
25,20,7,0,0,1,78.73498411867673
34,17,7,1,1,0,70.76287201487084
5,21,4,0,1,1,76.04754302048805
17,25,8,1,0,1,83.83078902537162
28,21,10,0,1,0,75.48326295766373
10,24,5,1,1,1,80.1414105102988
28,19,5,1,0,1,77.83090484269398
45,30,10,1,0,0,81.92997464863015
32,17,5,0,0,0,68.51895342796779
17,19,6,1,0,0,70.83385443889155
29,28,5,0,0,0,76.91815211692234
47,22,4,1,1,1,81.67045467857196
35,29,9,1,0,0,80.86590729705453
20,30,2,1,0,1,82.48957695300793
18,25,9,1,1,1,83.7143319662127
7,20,12,1,1,0,71.15313731006569
0,14,6,1,1,0,65.67077498084625
23,20,5,0,1,0,70.86127556341091
31,25,2,1,1,0,74.88329720964605
43,19,8,1,1,0,73.45415482480468
41,28,1,1,1,1,85.2773638420067
31,24,3,1,1,1,80.037522729565
22,22,4,0,1,0,72.33482112828658
39,16,6,1,1,0,69.75006680133201
21,27,12,1,1,0,78.10959604802146
28,22,4,1,1,1,79.84704633952839
15,31,3,1,0,0,77.83198224184423
25,22,4,0,0,1,79.8129058823369
21,17,8,1,1,1,77.4247493448409
20,25,2,1,1,0,75.54934865174289
8,23,6,0,0,1,77.39026707874183
8,18,6,1,1,0,69.54944709730947
27,23,7,1,0,1,82.1057891569057
26,17,7,1,0,1,76.82283432694481
22,20,3,1,1,1,79.49118718453833
22,22,6,1,0,1,80.32285232770928
21,33,5,1,1,0,82.67142749966074
23,23,3,0,1,0,72.3648598303053
35,22,5,1,1,1,81.39503322961535
16,21,1,0,0,0,68.26154090829428
10,24,5,1,0,0,72.81834649142124
2,21,5,1,1,0,71.97434855337893
32,23,6,1,0,0,74.92312820535116
28,21,3,0,0,0,70.99023163765969
34,17,10,0,0,1,76.90479095334013
31,21,8,1,1,1,80.43194813121285
12,24,6,1,0,1,80.76032802029347
17,13,9,1,1,1,71.39891756738928
16,20,6,1,1,1,77.4508331416917
23,24,10,1,1,0,77.58489699278256
29,24,9,1,0,0,76.41800399290665
22,19,5,0,0,0,69.62558199414765
25,15,8,0,1,1,76.04433621707298
43,23,6,0,1,0,74.48461798437356
18,24,6,1,0,0,73.48738239409568
26,16,6,1,0,1,75.29125441767648
21,24,0,1,0,0,73.06342879823139
11,26,5,1,1,0,73.59837202907615
20,33,1,1,0,0,79.69689289733964
14,18,5,0,0,0,68.40275424720721
38,24,5,0,0,0,75.26183667526782
12,19,7,0,0,0,68.87187235006424
39,15,6,0,1,1,75.57621316440384
34,30,9,1,1,1,86.90242358464326
14,25,7,1,0,1,80.05281009190662
24,18,7,0,0,0,71.10624872769773
33,19,8,1,0,1,77.54286556685506
31,27,9,1,0,1,85.86039830321963
11,19,7,1,1,0,69.9972199122054
21,23,0,1,1,1,79.48884032081627
0,24,10,1,0,1,78.99889206068573
15,21,0,1,0,0,69.62882887182285
31,23,9,1,1,1,82.15895845763082
27,27,7,1,0,0,75.96277645140711
21,21,7,1,1,0,72.63944143756284
19,19,4,0,1,0,69.14439202174952
23,18,3,0,1,0,67.9753052099672
34,23,8,0,1,0,75.96833985793656
41,19,3,0,0,0,71.78146913713763
17,23,11,1,0,1,80.8712080110895
37,28,7,0,1,1,84.21512251820538
29,23,6,0,0,1,80.71539011564005
34,16,6,0,0,0,70.93932432737313
32,28,7,1,0,1,84.04707582325506
20,16,5,1,0,1,73.04010099798622
33,29,5,1,1,0,78.4598531883226
29,28,9,0,0,1,85.98218004832857
28,28,7,1,1,0,80.12255660285432
22,22,6,1,1,1,78.50351057830946
26,27,6,0,0,1,82.73875535950552
26,25,8,0,0,1,82.55330092942637
30,23,6,0,1,1,80.80222677659724
21,27,4,1,1,1,82.0118939743638
21,28,6,1,1,1,84.21936784340379
26,31,9,1,1,1,90.47757806775527
20,26,5,0,0,1,80.09145147723946
22,27,10,1,0,1,83.42844805992536
32,20,5,0,1,1,79.54253795385314
21,27,4,1,0,1,81.86614029717681
28,26,8,0,1,0,75.55754127479202
16,27,9,1,1,1,84.74839168254178
28,21,5,0,0,0,71.98234055403022
16,25,7,1,0,1,80.87174508736302
33,23,2,0,0,1,79.40851478379808
9,22,6,1,0,0,72.18167185731004
31,24,3,0,1,0,73.26565645540911
24,27,4,1,1,0,75.69729848062222
23,16,4,1,1,0,67.7242359079374
45,26,6,0,0,1,84.8457263989916
22,24,8,0,1,0,73.8024935911707
34,22,7,0,1,1,83.50120664212736
31,23,3,1,1,0,75.33326803636828
28,25,7,1,0,1,82.37451176038408
18,35,6,1,0,0,81.13906486275411
31,27,6,0,0,1,83.28669870366154
27,19,8,1,1,0,71.25138927319136
47,25,4,0,0,0,75.91028778755167
0,24,7,1,0,1,78.5015396393909
18,17,6,0,0,0,69.32174876000558
26,25,9,0,0,1,83.3081644805635
34,22,8,1,0,0,74.44363153397651
52,24,4,0,1,0,75.923118437624
36,24,5,1,1,0,75.28127967895938
38,30,7,1,0,1,86.03314195515647
25,31,7,1,1,0,80.88336501817446
6,30,6,0,1,1,84.56672853171956
26,33,5,1,0,1,88.31742677581738
8,22,3,1,1,0,69.15072090962896
32,19,3,0,0,0,70.61075173569644
4,25,5,1,1,0,74.28695126447327
23,21,1,0,0,0,70.79410046133708
11,22,3,0,1,0,70.92440851609501
16,15,8,1,1,1,75.636905331317
7,24,9,0,0,1,81.18421128994741
31,37,7,1,1,1,94.48629241171147
23,18,3,0,0,1,75.24009621247296
21,23,4,1,1,1,80.61947448600006
30,19,4,1,1,1,76.44611585760856
23,22,2,1,1,1,79.1673449456158
24,22,5,0,1,0,72.0600394952739
36,20,8,0,0,0,72.98649227194991
16,27,9,0,0,1,81.89694749680051
16,23,3,0,1,0,73.52784665899885
35,17,8,1,1,0,70.26360929774496
37,22,4,0,0,0,73.75056983673312
27,25,5,1,1,0,74.17394725759573
21,20,5,0,1,0,70.48253618176093
35,19,7,1,0,1,79.48235753576972
24,20,9,1,0,1,79.81849468126076
26,21,4,0,1,0,72.03601201299841
40,27,9,1,0,0,80.15475339592399
20,24,3,0,0,0,73.18861887223564
14,22,7,0,1,0,73.63528789608802
28,26,3,1,1,0,76.64798940579678
36,14,8,0,0,1,77.00229132714223
6,20,5,0,1,0,69.26665638573688
27,29,7,0,0,0,77.34743709832823
27,19,6,0,1,1,79.01711552413414
33,23,6,0,1,1,79.85491673254455
1,21,9,1,1,1,77.32770795598715
9,18,9,1,1,0,68.27720770782673
27,25,7,1,0,1,83.57784288012076
21,19,4,1,1,1,78.23232900502813
25,26,2,0,1,1,81.4398197366011
20,24,5,0,1,1,82.74508869902482
19,29,8,0,1,1,85.2713385031739
34,26,7,0,1,0,77.30286564294806
18,16,6,0,1,1,75.36855339242614
19,29,7,1,0,1,84.00977978682707
11,18,6,1,1,1,76.12433297367373
44,23,5,0,0,0,74.02269326292333
26,27,5,0,1,0,76.60299667880102
13,25,4,0,1,0,74.17813056405635
32,26,6,1,1,1,83.84458533133378
28,18,3,1,0,0,70.08737698213024
13,16,6,0,0,0,67.12220392081777
29,22,4,1,1,1,80.8163992978803
12,22,3,1,1,1,77.22719304897635
