age_of_student,average_study_hours,parental_involvement,school_urbanicity,after_school_program,digital_classroom,final_grade
34,14,0,1,0,0,35.25562461133075
27,17,1,1,1,0,35.96853091256978
32,35,0,0,1,1,33.06403052969242
26,14,0,0,1,1,39.19833006705594
31,33,0,0,1,0,29.5398863106698
28,11,1,0,0,0,38.58863478829694
30,21,1,0,0,1,36.5256726655328
35,19,0,1,0,0,33.2970618672365
21,21,0,0,1,1,40.25170335035834
27,19,0,1,1,1,39.12892203217909
37,19,1,0,0,0,32.179081422232166
32,21,1,1,1,0,32.3379475527434
32,23,0,1,1,0,31.173344269456397
38,26,1,1,0,0,30.71109043479848
18,22,1,0,1,1,41.14926461417729
38,27,1,1,1,1,31.4601241341308
24,26,1,1,1,1,38.25814007949273
34,18,1,1,0,1,36.39028898360172
33,24,1,0,1,1,34.107671804161825
40,27,1,1,1,0,28.60195992315888
49,28,1,1,0,0,24.522960782245267
28,17,0,0,1,1,39.72460339487752
23,12,1,1,0,1,40.1450345276003
26,16,1,1,0,0,36.15340062956516
41,28,1,1,1,1,31.93864220258764
44,13,1,1,0,0,31.11306330601886
19,20,0,0,1,1,40.82128402355292
20,19,1,1,0,0,38.98938336208298
33,14,1,0,1,1,39.25127553045939
50,17,0,1,1,1,31.47493648360661
22,21,1,0,0,1,40.0368694432789
36,17,0,1,1,1,34.766003129696465
29,21,0,1,0,0,35.94440144633683
26,16,0,0,0,1,40.85840939744804
35,9,0,0,0,0,39.175778591076536
22,19,0,0,1,1,41.0299921157568
25,23,0,1,1,1,39.29028758087881
38,15,0,1,1,0,33.201227207960066
23,13,0,1,1,1,40.79818475392965
45,21,1,0,1,0,28.65134907311055
30,24,1,0,0,1,37.253648708560696
38,21,1,1,1,1,30.725587967865835
37,20,1,1,1,1,34.2926418654231
35,31,1,1,0,1,29.55127147557672
38,19,1,1,1,0,31.33846932004198
39,32,0,0,0,1,29.265012264094064
25,26,0,1,1,0,34.864390541110886
18,0,0,1,0,0,45.14495915955143
15,19,1,0,0,0,41.46744210334915
21,21,0,0,1,1,40.01965704360593
38,26,1,1,1,1,34.018946663264
25,17,1,1,1,0,36.00457970978994
28,16,0,1,1,1,37.81059667287642
33,13,0,1,1,1,37.35749066414501
47,26,0,1,1,1,28.73526705413576
12,10,1,1,1,1,46.83093512776942
27,12,1,0,0,0,37.509389134435565
24,14,0,1,1,1,41.030694239871806
29,24,1,0,1,1,33.17992218997944
30,21,0,1,1,1,36.864783299041335
22,22,1,0,1,1,40.04587418000526
24,11,1,1,1,1,41.832664897126726
24,15,0,0,0,0,38.87256935026351
28,22,0,1,1,0,33.30065224571767
16,21,1,1,1,0,38.609692661457565
43,21,1,1,1,0,28.561980411796533
26,30,1,1,0,0,33.15112296645605
34,30,1,1,0,0,29.45079586167593
30,25,1,0,1,1,35.01366217321338
41,21,0,1,1,1,31.89598866227858
13,25,1,1,1,0,38.26903374758535
54,15,0,0,0,0,27.01447478021297
17,22,1,1,1,1,39.4514885512962
33,10,1,1,0,0,35.27730727947389
31,14,1,0,1,0,37.23405790116086
25,28,0,1,0,1,36.36710128509903
25,22,0,1,1,1,35.84104052584309
34,29,0,1,1,1,31.962650400924804
41,23,0,1,0,0,29.393962373225072
24,24,0,1,0,0,33.58017067829216
33,21,0,0,0,1,36.10554141822653
33,22,0,1,0,0,34.6954337041021
31,23,1,1,0,1,34.91540571448061
31,21,0,0,0,0,34.74962008680231
35,21,0,0,1,0,32.28232596894244
31,15,0,1,0,0,35.605297271407174
23,20,1,0,1,1,38.87973346634898
30,23,1,0,0,1,36.77859338249736
35,18,0,0,0,1,35.50772724099608
16,19,1,1,1,0,39.230648583953645
33,21,0,0,1,1,37.226941521885685
45,13,1,1,1,0,31.770710978541565
21,19,1,1,0,1,39.200382992112345
36,12,0,1,0,0,36.62615211194232
53,22,0,0,1,1,29.62326991960539
30,18,0,0,1,1,37.76092704007085
28,8,1,1,0,0,36.97834884479522
35,22,1,1,1,0,32.29499469965832
37,12,0,1,0,0,36.37003087705696
21,23,1,1,0,1,39.38514086143438
34,17,1,1,1,0,34.114100040446566
23,27,1,1,0,1,35.09510251577386
39,23,0,1,1,1,31.585721899570267
30,24,1,1,0,1,34.393422741956854
30,19,0,1,0,0,34.50681313370652
27,21,0,1,1,1,38.9944825085519
32,15,0,1,0,0,35.79929083872655
23,15,0,0,0,1,41.38343958902532
41,22,1,1,0,0,29.238426771645123
32,10,1,1,0,0,37.84321790257103
29,23,0,1,1,0,32.80477727738367
29,24,0,0,1,1,37.55455874668288
21,18,1,1,1,1,39.91392844570739
33,12,1,1,0,0,36.19090760541447
21,23,1,1,0,0,36.12068116452298
32,21,1,1,0,0,33.36445546597329
39,23,0,0,1,1,33.863534712274365
34,23,1,1,0,1,36.1745998819401
26,23,1,0,1,1,37.394016929748126
34,17,1,1,0,0,35.53772456345401
29,26,0,0,1,1,35.17689933239924
43,13,0,1,1,0,31.972331769464176
33,16,1,1,1,0,31.66920298782733
47,24,1,1,1,0,27.43894055904048
21,19,1,1,0,0,38.60229624787994
13,22,1,0,0,0,41.73669936328688
28,12,1,0,1,1,40.33708061081506
44,15,1,0,1,0,31.002593474480868
23,16,1,0,1,1,40.04045215920764
21,23,0,1,1,1,39.85980236097159
31,10,1,1,1,0,37.48731101671056
12,21,1,0,1,1,41.70954928279832
23,20,1,0,0,1,38.53559797344205
38,20,0,1,1,1,32.70658917175615
20,20,0,0,1,1,40.78044199828232
44,11,1,0,1,1,33.5451677416426
27,30,1,0,0,0,32.71896599397329
38,24,1,1,1,0,30.593538246209903
25,26,0,1,0,0,37.03111309287791
28,21,1,1,1,1,36.3257293013756
30,31,1,1,1,0,29.732357628338075
22,17,0,0,0,0,38.45513116169823
26,16,1,1,0,0,34.50143363448723
22,13,1,0,0,0,39.09565845517174
28,17,0,0,0,0,37.16711719834389
33,23,0,1,1,0,30.49828998431493
31,25,1,1,1,1,34.91408647678332
38,7,0,1,0,0,34.77888334776211
25,19,0,1,0,1,38.90293769592344
50,12,1,1,1,0,29.943140478413813
27,13,1,0,1,1,40.05541196183528
28,17,1,0,0,1,39.22817966837824
20,27,0,1,1,1,36.13456068694767
32,15,0,1,1,1,38.59013666091853
36,24,1,0,0,0,31.379334275149837
7,14,1,1,1,0,43.1385400213021
39,14,0,1,1,1,37.123459119020346
19,24,1,1,0,1,35.292708532435846
26,13,1,0,0,0,38.37284001251114
29,16,0,1,1,0,37.170072534845126
27,22,0,1,0,0,34.42396624076751
11,20,0,0,0,1,43.2438258148273
25,19,1,1,0,1,38.0638992086454
35,33,0,0,1,1,31.29068812334365
32,31,0,1,0,0,29.00043913012276
31,9,0,1,1,1,39.24450660156066
37,15,1,0,0,0,32.93014465873094
35,15,1,1,1,0,34.43051966371888
21,14,1,1,0,0,40.30826269607535
33,18,0,0,1,0,33.79115322505873
18,13,0,1,1,0,41.137855965283
24,14,1,0,0,0,38.003965217771295
25,21,1,1,0,0,35.06076364333017
31,24,0,1,0,0,30.984185392455032
29,18,1,0,0,1,38.4979980327056
43,15,0,0,0,0,31.429742576743543
22,15,0,1,0,1,40.23619808863095
21,30,1,0,1,1,35.87476814906317
37,26,0,1,0,0,28.75735467305432
17,21,1,0,1,1,39.84499976262261
26,15,1,0,1,0,36.81863504726176
30,28,1,1,0,0,31.85437294153028
25,20,1,0,0,0,37.18885054599906
35,23,1,0,1,1,35.80199442455482
16,7,1,1,1,0,45.00685933221061
23,15,0,1,0,1,38.52636822824497
32,27,1,1,0,0,30.772661749959514
43,13,1,1,1,0,32.411635578522244
38,17,0,1,0,0,32.647659448139635
42,24,1,0,1,1,32.77419818435515
34,21,0,0,0,1,35.55472435572115
42,21,1,0,0,1,32.46009176819154
23,15,1,0,0,0,38.118379147017336
38,27,0,1,0,0,28.41368654607826
14,18,0,1,1,1,42.1702795371653
27,14,0,1,1,0,36.0851393526394
25,22,1,1,0,0,34.70162964159759
44,17,1,0,1,1,33.55947800669907
41,21,1,1,0,0,30.01315825411745
35,21,1,1,1,1,35.638640386208415
26,14,1,0,1,0,38.625304993460894
18,21,1,1,1,0,37.96700465080883
21,25,1,1,1,0,34.959201861540066
40,20,1,0,1,1,33.190816797920924
33,25,1,1,0,0,29.664026330724507
33,19,1,1,1,1,35.659052808639274
26,27,0,0,1,1,36.07508760873037
35,20,0,1,0,0,33.71380495479102
20,18,0,1,1,0,37.86495242076976
26,14,0,0,0,1,41.3950140366309
30,15,1,1,1,1,39.30159043271416
36,10,1,0,0,1,39.27168744767095
41,29,0,1,0,1,29.58710264151575
35,22,0,1,1,0,35.00939055650734
21,19,1,1,0,1,40.38842249386335
20,24,0,0,1,1,38.31122802312516
40,27,1,1,1,1,31.61227420052121
25,24,1,1,0,1,35.35484202990183
29,14,1,0,1,1,39.431601477748686
22,15,1,0,1,0,41.3639675859139
31,19,1,0,1,1,37.53766466987768
31,11,0,0,1,1,40.73950405902792
33,16,1,0,0,0,35.01349521414239
36,27,1,1,0,0,30.158127976561456
25,26,0,1,0,0,33.51221109540788
19,21,1,1,0,0,37.446157751554345
26,18,0,0,1,1,40.10550842453933
27,24,1,1,1,0,33.73372718595631
25,26,1,1,1,1,37.965773370234
32,22,0,1,1,1,35.240797279568504
31,22,1,0,1,1,35.915431445904275
30,25,1,0,1,1,36.03587435648189
46,25,1,0,1,1,28.793061994399054
33,23,0,0,1,1,35.41097051705589
17,26,1,1,0,1,37.98333118326507
42,22,0,0,0,0,31.43301204633404
48,13,0,0,0,0,33.140854968541944
26,19,1,1,0,0,35.99750649235464
36,31,0,1,1,1,31.451625441805604
42,15,1,0,1,0,34.574019903688146
29,21,0,1,1,1,37.38650634908766
32,18,0,0,1,0,34.08262819357196
33,8,0,1,1,1,37.15646439511293
34,18,0,0,1,1,35.339297385244144
33,19,1,1,0,0,33.87958237933118
35,28,1,1,0,0,30.037344248139327
26,29,0,1,1,1,35.89018976555437
36,32,1,1,0,1,30.010911723921005
36,17,0,1,0,0,32.188594348221706
24,19,0,0,0,1,38.32558158435596
29,29,1,1,1,1,32.772449248117006
32,22,1,1,1,1,35.17026571749369
22,21,1,1,0,0,37.24413735479163
10,29,1,1,0,0,38.60407943718332
24,22,1,1,0,0,36.95486614202503
43,29,1,0,1,1,29.342044704118383
11,15,0,1,1,1,45.1965606082573
33,27,0,1,1,1,33.464186274825046
38,21,1,1,0,1,33.24844127455054
20,21,0,0,0,1,40.835204834232535
33,23,0,0,1,1,33.59778801221037
39,14,1,1,0,0,34.050942175297166
36,29,1,1,0,0,29.1801671599688
40,21,1,0,0,0,31.702427901343462
39,22,1,1,0,0,31.8498294355595
10,24,1,1,1,0,38.381352174622805
35,14,1,0,1,1,38.22977695832644
35,21,1,0,1,1,34.68163078903958
31,11,1,0,0,0,36.57721021916544
25,28,0,1,0,0,33.74713767052941
36,4,0,0,1,1,39.938128032845285
24,21,1,0,1,1,39.844779302008405
27,18,0,0,1,1,38.128825878939175
30,12,1,0,0,0,37.8917672526788
26,20,0,1,1,1,37.68442886565609
38,10,1,1,1,1,37.92724907175656
24,19,0,0,1,0,38.17512373924564
53,21,0,1,0,1,28.26813640951212
22,24,1,1,1,1,38.24267264382616
38,12,0,0,0,0,33.07433324415873
42,25,1,1,0,0,29.33130028263283
43,23,1,0,0,0,29.096368534888303
32,12,0,0,1,1,39.24002328513893
32,12,0,0,1,1,40.10710960502188
26,25,0,1,0,0,36.13044189828029
31,31,1,1,1,1,32.161923017957726
33,6,0,1,1,1,40.19009797491694
32,18,0,1,1,0,32.8619106507029
22,27,0,1,1,1,38.00753189738401
12,21,0,1,1,0,40.347740509538525
17,26,1,1,1,1,39.73981889685695
29,26,1,0,0,1,36.60711213328136
22,13,0,0,0,0,38.42216480566091
27,20,1,1,0,1,38.507732375545466
25,11,1,1,1,1,42.56811601223764
32,34,1,1,0,0,26.99252827182867
37,22,1,1,1,0,32.60105562622885
40,24,1,1,0,0,30.102121492045256
23,18,1,1,0,0,38.37173118111563
31,19,1,0,0,0,34.7663018872478
26,24,1,1,0,0,33.44830050862718
28,22,0,0,0,0,35.3838375394694
37,25,1,1,1,1,33.027244613874814
14,16,1,1,1,1,43.56214515354581
10,14,1,0,0,0,44.26178885865583
