defendant_age,lawyer_experience,prior_convictions,legal_aid_received,accepted_plea,restorative_program,recidivism_rate
24,16,0,1,0,1,81.88143169377423
25,29,0,0,1,0,87.20885944925762
14,22,0,1,0,0,76.81474342854344
37,28,0,0,1,0,89.6436103512676
20,20,0,0,1,0,76.15800597378072
-4,23,1,0,1,0,72.69708455869092
2,24,0,0,0,0,71.30811931780478
16,19,0,0,0,0,74.70012132335646
21,20,0,0,1,0,76.91308121989562
22,22,1,0,1,0,80.62590323342066
17,26,0,1,0,1,86.34111616939632
43,22,0,1,1,1,94.29493326448797
19,20,0,0,0,0,76.29524136855748
17,20,0,0,0,0,74.81888978992531
35,27,0,0,0,1,94.69270037570423
31,22,0,0,1,0,83.12268648633575
25,28,0,0,1,1,93.5402071801954
17,23,0,0,1,0,80.51745368020052
6,26,0,1,1,0,78.35560358988869
20,26,1,1,0,0,82.3402909946816
29,19,1,0,0,0,79.43150301870456
37,28,1,1,0,1,98.1590391777776
52,18,0,1,1,0,85.97426508131974
39,23,0,1,1,1,94.274333340181
25,26,1,1,0,0,85.72311681088266
10,24,0,1,1,1,84.86005555186102
40,17,0,0,0,0,81.02943448609945
20,28,1,1,0,1,90.24992007033228
30,21,0,0,0,0,79.97982699635013
48,26,0,0,0,0,91.07758357489524
22,19,0,0,0,0,76.94754798493503
28,19,1,1,0,0,77.83121915324365
5,23,0,0,0,0,73.42264493249017
26,21,0,1,0,1,87.05277678934063
21,22,0,0,0,0,77.57359836189816
28,21,0,1,0,1,87.85405690422627
21,23,0,1,0,1,88.58477075086377
39,23,1,0,0,0,85.75613442050793
27,17,1,0,0,1,85.66346361190995
34,25,1,0,1,0,86.36799889427394
33,23,1,0,0,1,91.04440268802526
34,24,0,1,0,0,83.64899167186526
37,24,1,0,0,1,93.67612437603806
11,26,0,0,0,0,78.77178494856304
30,22,0,0,0,0,82.30478394505704
27,28,0,1,0,0,86.92929935529257
36,16,0,1,1,1,85.88707242916347
27,22,0,0,0,1,87.75717760658891
20,24,0,0,0,0,79.96794632470049
36,29,0,0,1,0,89.69555156116876
28,21,1,0,1,0,80.47609166261834
27,24,1,0,1,0,84.33422574217921
30,20,0,1,1,0,80.37974258462054
18,24,0,0,1,1,87.40367442076337
13,15,1,1,1,1,80.04598144548696
39,29,1,0,1,1,98.31702106571927
21,21,1,1,1,0,77.46323804675085
33,24,1,1,0,0,84.14669836973002
26,27,0,0,1,1,94.2290844404436
21,23,0,1,1,1,85.68095594706553
29,23,0,0,0,1,88.49148420656036
27,27,0,0,1,0,86.95069310695911
2,25,1,0,1,0,75.94912946900145
25,23,1,0,0,0,82.78222332811492
18,26,0,0,1,1,89.49421538687767
38,19,1,1,1,1,91.36624551849334
24,16,1,0,0,1,82.37371681089422
12,23,0,0,0,0,77.67229595412842
31,28,1,1,0,0,89.0075542585704
14,23,1,0,0,0,77.85777580337685
31,24,1,0,1,1,92.73474765411416
33,16,0,1,0,0,76.79420190411703
5,23,0,0,1,0,75.10179838124557
30,17,1,0,0,1,85.5903490500509
23,25,0,1,0,0,81.81895713818794
37,21,0,0,0,1,90.48121544475612
28,28,0,1,0,0,88.02024509715099
25,26,1,1,1,0,85.22361354210287
20,23,1,0,1,1,88.04232847239211
3,32,1,0,0,0,81.34699887806977
11,24,0,0,1,0,76.40991213297137
24,22,0,0,1,1,86.7406864318459
28,28,0,1,1,1,94.34766197391356
21,20,0,0,0,1,83.87089537272131
28,22,1,0,0,0,82.3931517856692
13,17,0,0,0,1,78.25021533238763
38,21,1,1,1,1,92.1995745673416
31,26,0,0,0,1,93.61190332818812
25,21,0,0,0,1,86.74077067381499
22,25,0,1,0,0,81.32505722631271
43,19,0,0,1,0,85.40415711639262
28,27,0,1,1,0,86.31311774792054
54,26,0,0,1,0,94.2539435582258
9,20,0,1,0,1,78.73962021508986
7,23,0,0,0,0,74.40847051928729
18,22,1,0,1,0,78.45022715476713
32,29,1,0,0,0,90.11755455677468
26,26,0,1,0,1,93.11681394290986
42,26,0,0,1,0,88.2410922333108
19,23,0,0,0,0,79.22688619499145
30,24,0,0,0,1,90.70526240060305
27,24,0,0,0,1,89.48189598921185
37,24,0,0,1,1,93.83573530255876
40,29,0,0,1,1,100.45783602087856
24,25,1,1,0,0,83.12876638422304
15,25,0,0,0,0,81.13863287103503
34,17,1,0,0,1,86.70279759133989
27,26,0,0,1,0,85.3152446557522
31,21,0,1,1,0,81.08743704221912
14,27,0,0,1,0,79.87665890645638
13,18,0,1,0,0,71.5415741402773
26,25,0,0,1,1,91.8451655861854
33,21,0,0,0,1,87.5903243719159
41,23,0,0,0,1,93.10889697729532
27,25,1,0,0,1,90.5035150702424
42,25,0,1,1,0,86.34501373757543
26,23,0,1,1,0,81.1031695536116
34,23,0,1,0,0,83.79504148759327
47,22,1,0,1,1,96.23267566350228
14,15,1,1,0,1,78.73591843780264
19,17,0,0,0,0,73.28380142198799
26,24,1,0,0,0,80.65939350664682
22,28,1,1,0,0,86.44957723792324
32,25,0,1,1,1,93.42749982586466
15,20,1,1,0,0,77.5860868139844
25,29,1,0,0,1,93.891923638911
20,24,1,1,0,0,82.41188833377166
16,24,1,0,0,0,80.46384926520871
20,21,0,0,0,1,85.7313877957902
29,21,0,0,1,1,89.0040868355012
11,20,0,1,1,0,73.50331786374177
8,26,1,0,1,1,87.14165655454278
0,20,0,0,0,0,69.77180962301354
32,20,0,0,1,1,88.0857770700264
27,23,1,1,0,0,82.18468069411885
13,25,0,0,0,0,79.09242196962302
23,20,0,0,1,0,79.37377377440451
26,24,0,1,0,1,89.11846767759579
31,19,1,1,0,1,88.6886441745486
22,28,1,1,1,0,86.78951716155
29,20,0,0,0,1,86.21806251450379
13,18,1,0,0,1,80.53527918775596
13,23,0,0,1,1,84.90956055286452
16,20,1,0,1,1,82.69525728045534
21,24,1,1,0,1,89.32778360528107
15,24,1,0,0,1,86.28658755357655
18,23,0,1,0,1,86.51573561127822
19,22,0,0,0,0,78.46779109046872
35,21,1,0,0,1,89.84764079629117
23,18,1,0,0,1,84.33517249841636
32,29,1,0,1,1,95.07738643469672
32,25,0,1,0,1,90.68186815598288
16,28,0,0,1,0,82.97998418006983
3,16,1,0,0,0,69.28645074195224
35,22,0,0,0,1,91.05976495702306
4,30,0,0,1,1,88.26471540274498
28,17,1,1,1,0,77.69691762749434
27,16,1,1,1,1,84.506125839599
15,29,0,0,0,0,82.35699012753459
46,29,0,1,0,1,101.65477880219473
28,28,0,0,0,1,91.948522760952
35,23,1,0,0,1,92.38733182588204
23,30,0,1,1,1,94.65884569059918
27,26,0,0,0,0,84.56232872201832
16,22,0,0,0,0,77.23453083332642
32,24,0,0,0,1,91.91175786703816
42,23,0,1,0,0,85.97355125024426
16,24,0,0,1,1,86.68599120677631
18,17,0,0,0,0,72.69925312741825
40,22,0,1,0,1,91.795213895041
24,28,1,0,0,0,87.22728380877753
30,22,0,1,1,0,81.75232006744609
27,21,0,1,1,0,80.16691498315895
19,25,0,0,0,1,88.00171719070232
19,27,1,0,1,0,84.18200957181966
38,25,0,0,1,0,87.01935122762521
32,29,1,1,1,1,96.61679134520462
13,16,0,0,0,0,70.56219730302159
28,26,0,0,0,0,85.62600435247276
9,28,0,0,0,0,81.1859953676978
24,21,1,1,1,1,87.45776540088825
24,25,1,0,1,0,82.69076012332044
31,25,1,0,0,0,85.05567044541048
19,23,0,0,0,0,78.90755781084381
32,19,0,1,0,1,87.16807583401891
25,22,0,0,0,1,84.95253236552385
12,17,0,0,0,0,73.33574498959005
42,15,1,0,1,1,87.31580793085165
38,19,0,0,0,1,87.00467743343033
38,24,0,0,0,1,93.23461931480756
21,20,0,0,1,0,78.86627162598327
10,18,1,0,0,1,80.25910351491777
31,24,0,0,0,0,84.34533470803301
26,23,0,0,1,1,89.15853812066
37,27,0,1,1,0,90.3360092861886
22,27,0,1,1,0,84.86848391306927
13,24,1,0,1,0,76.9944989527245
31,25,1,0,0,0,85.56258540922344
26,24,1,1,1,0,83.03181581088948
21,26,0,0,0,1,88.00335001596855
28,30,0,0,0,1,94.63496652571204
29,29,0,0,1,0,88.0790751682622
10,22,1,1,1,1,82.20225462160121
18,25,1,0,1,1,88.1212426056058
38,19,0,1,1,1,88.93912019894353
28,23,1,0,0,0,84.4162615181741
40,27,1,1,0,0,90.14383744528703
42,28,1,0,1,1,101.38169802487876
20,26,0,0,0,0,82.08903659853314
6,26,1,1,1,1,85.41228899039723
21,24,1,0,1,1,88.84176070860794
24,19,0,1,1,0,76.45987782322356
30,28,1,0,0,1,95.03940163532336
15,27,0,0,1,1,89.2552531750452
16,28,0,0,0,1,89.34943661113023
25,23,1,0,0,0,81.89859035369949
5,23,0,1,1,1,83.26732918717157
16,33,0,0,0,1,94.33248972954225
42,20,0,1,0,1,90.42225927848386
12,17,0,1,1,0,70.80869675427378
25,23,0,0,0,1,88.96527000104993
7,26,1,1,0,0,77.03334227608975
24,21,0,0,0,1,85.36013735657194
25,16,0,0,0,1,81.70542385825495
20,21,1,1,0,1,84.76630139758161
36,28,0,0,1,1,95.93169663457896
10,21,1,1,1,1,81.07763969557108
29,29,0,1,0,0,87.2052865415271
17,26,1,0,0,1,90.04492337184784
23,14,0,0,0,1,78.25242563186875
34,23,1,1,1,1,92.55382415335228
24,26,1,1,1,1,92.53720502211084
15,24,0,0,0,1,87.49645550663789
11,23,0,0,1,0,75.32222866942578
31,18,0,0,0,0,79.02353969925343
30,19,1,0,1,1,89.45509571473188
2,17,1,1,0,1,78.65938173031061
27,22,1,0,1,0,80.98757280262654
7,19,0,1,1,0,71.2060735366555
7,21,1,0,0,1,81.81489864085225
29,27,0,0,1,0,86.32495758094946
33,20,0,0,0,1,89.35158255278013
27,27,0,1,0,0,84.3779206618255
11,26,0,1,0,1,86.43212055006416
2,23,0,1,1,1,82.4265218538069
12,22,1,0,0,1,84.48950953461262
28,32,0,0,0,0,90.30083720112508
9,26,0,1,1,0,79.70374252737686
16,29,0,0,1,0,84.04207943130436
16,25,0,0,0,1,87.64063077723587
28,27,0,1,0,0,86.19813598717556
21,24,1,0,1,1,89.88333787011015
18,24,1,1,0,0,80.63647378826491
19,26,1,0,1,1,90.7190828297846
27,28,1,0,0,1,94.5805737816735
29,23,0,0,0,1,91.16107701968974
8,26,0,1,0,0,77.07747746758682
21,23,0,0,0,1,88.10826972498904
32,23,0,0,0,1,92.2643234026906
13,25,0,1,0,1,86.31507317848333
27,26,0,0,1,0,85.32155614186415
33,18,0,0,0,0,78.88791391827381
36,20,0,0,1,0,81.95031733476308
12,20,0,0,0,1,80.93330737721121
37,14,0,0,0,0,77.55285463780078
34,26,0,0,1,0,88.04002011875178
6,23,0,1,1,0,73.59421868566028
11,23,0,0,0,1,84.63594337368784
33,14,0,1,1,1,84.26661104568294
26,22,1,1,0,1,88.96927763461275
24,27,1,1,0,0,84.5859865903222
2,20,1,1,1,0,71.73919712834108
36,21,0,1,0,0,81.05900910698031
34,18,1,1,0,1,87.51105752275176
31,24,1,1,0,1,92.67442930839329
29,23,0,0,0,1,89.45678685559997
17,27,1,1,0,0,83.85989958990899
9,20,1,1,0,0,72.75872181216944
19,25,1,1,1,1,88.42100654344219
29,20,0,0,1,1,88.26272186598031
24,21,0,0,0,1,85.86686306418292
45,20,0,0,0,0,86.82755080393687
34,22,0,1,0,0,84.41893757177388
31,27,1,0,1,1,95.55846792670876
22,30,0,0,0,0,86.26589677485501
39,22,0,0,0,0,83.59172149591488
29,18,0,0,1,1,84.69432792418354
22,23,0,0,0,1,87.98389827088117
17,29,0,0,0,0,84.37084106867638
22,20,0,1,0,1,85.64503992644971
26,23,0,0,1,0,81.23348429970449
28,27,1,0,0,1,93.2161657994912
34,28,1,0,0,0,89.17492399600573
20,19,1,0,1,0,76.93209499431008
27,23,1,0,0,0,83.96782806741203
16,24,1,0,1,0,79.44764592236886
31,26,0,0,0,1,94.31796590576606
34,24,0,1,0,0,84.53321512381928
18,22,0,1,0,0,76.41175425393998
13,27,1,1,0,1,85.7056902005542
17,21,0,0,1,1,85.8090441688852
15,22,0,1,0,1,83.91802012452136
36,23,0,1,1,1,90.155773007847
44,27,0,0,1,1,98.4212806435826
7,24,0,0,0,0,73.65785432440447
