age,education_years,previous_month_income,gender,previous_unemployment_status,job_retraining_program,current_month_income
40,22,6,0,1,0,25.077324085329888
35,14,7,0,0,1,41.5719025645879
31,16,14,0,1,1,33.80004217428432
26,10,15,1,0,1,38.40087130255852
23,25,9,0,1,0,21.549002866177467
27,21,8,1,1,0,23.823147017486697
10,25,15,0,1,1,26.269293169478782
25,27,6,1,1,0,21.43702534731907
40,18,9,1,1,0,25.017613072970818
27,22,9,1,1,0,21.80855747264094
26,29,6,0,0,0,18.522849842821675
25,16,7,1,0,0,28.25027440453329
20,35,12,0,1,1,19.57803463926626
31,44,8,0,1,1,12.16007784255115
23,16,11,1,0,0,28.24763832218581
41,21,8,0,1,0,24.357994940119404
31,4,5,0,0,0,42.81249926719321
36,12,9,1,1,0,30.543518892711703
25,16,5,1,1,0,30.89551928622861
24,26,9,1,0,0,17.78987596532916
25,19,13,0,0,1,33.42589500507522
22,15,11,1,1,1,36.29108413371058
21,21,10,1,1,1,32.779655972765326
36,18,9,0,0,1,35.70572841907509
16,19,8,1,1,0,26.7037748029806
28,20,8,0,1,0,26.36301566512673
31,28,6,1,1,0,18.08806658570815
30,9,12,1,0,0,34.79088053041489
30,22,7,1,1,0,24.99681179157427
23,29,8,1,1,1,25.09382786579063
4,19,8,0,1,1,35.52229465682631
41,2,7,1,0,1,50.82609479636687
51,17,12,1,1,1,33.24667634590276
31,10,11,1,1,1,43.42627701934652
20,19,14,1,0,1,29.61079232453733
39,17,9,1,1,0,26.52227520296705
25,21,6,1,1,1,33.849875772808865
29,32,14,0,1,1,21.500455871105167
19,21,7,1,0,0,25.074884929552915
25,21,10,1,1,0,24.485550512173933
26,24,4,0,0,0,24.644766680740403
27,19,10,1,0,1,34.83632565060908
31,18,10,0,1,1,33.106381351495884
34,26,6,1,1,0,21.29537556487989
28,25,9,0,1,0,19.51248787477744
34,10,12,0,1,1,40.14318685102883
34,17,11,1,0,0,25.711104755929423
40,23,13,0,0,0,19.08098629336252
37,30,9,0,1,1,25.47298793968711
28,20,7,0,1,1,34.86403925315545
21,25,11,0,0,1,28.812925554786773
12,25,9,1,0,0,20.379033132276135
16,14,10,1,1,0,31.250774297752123
36,13,12,1,1,1,37.25227103667377
41,24,7,1,0,1,28.326247984451363
28,18,9,1,0,1,32.52343244629181
25,21,16,0,1,1,30.066708907035725
24,12,4,0,1,1,41.35826708295799
39,10,7,0,1,0,35.02521391006167
26,18,13,1,0,0,25.46868030728977
28,21,13,0,1,0,22.26949992994429
21,21,14,1,1,1,32.00631426653208
22,11,11,1,1,1,40.202342123326126
24,30,7,1,1,1,25.52425439224509
22,18,5,1,1,1,37.71142815877325
27,22,8,1,0,1,30.44590526190637
23,26,9,1,0,0,19.048787892188106
18,18,9,1,0,0,28.605723095604485
17,18,5,1,0,1,38.39995579539683
32,20,6,1,1,0,26.19530346690185
27,23,9,1,1,1,29.64097849000292
34,14,9,1,0,1,38.32238341800787
36,16,9,0,1,0,26.4299054945724
36,28,17,1,1,1,21.879648170052395
33,13,10,1,0,0,32.27402042429063
28,11,10,0,1,0,33.2205317958328
33,18,9,1,1,0,26.789458516771333
35,19,12,0,1,0,22.932710562018187
26,19,8,1,0,1,33.20865916883615
14,20,12,0,1,1,31.10871118962502
23,24,12,1,1,1,27.155538228730983
22,24,7,0,1,0,23.125873930867343
24,26,8,1,1,0,18.65894508681253
38,26,15,1,0,1,23.971965922547245
41,18,16,0,0,0,24.592934832499523
38,24,14,0,1,1,26.559422450563144
27,17,11,1,0,1,33.18478305712604
25,20,9,1,1,0,23.676798421417985
35,27,10,0,1,0,18.09707478888012
28,20,10,1,0,0,21.60543251892508
28,25,4,1,1,0,23.448966035884222
26,16,8,1,1,0,27.4126349057908
30,13,9,0,0,0,30.412126220243707
27,18,14,1,0,1,31.741223587152923
25,14,12,1,1,1,36.03978436766205
45,6,6,1,1,0,38.24443097541484
29,17,6,1,0,0,29.16805590020936
40,12,7,1,1,0,32.970198099431286
28,15,5,1,1,0,29.474633307571445
21,17,4,0,1,0,30.377541155771876
41,23,14,0,1,1,28.40655104009966
26,30,12,0,1,1,21.960280158742435
32,22,9,1,0,0,21.00490716562153
25,21,5,1,1,1,34.505996848424175
45,21,12,0,1,1,29.17907349869264
25,21,9,0,1,1,34.16610782942676
8,24,9,1,1,1,30.246095893177365
40,18,10,0,1,0,25.085956358481823
15,26,9,1,1,1,29.01790073169807
24,26,10,1,1,1,28.20481062226329
29,21,5,1,1,1,33.75620411398703
27,16,4,0,1,1,41.12301151950235
41,11,9,1,0,1,40.32866995705054
28,22,12,1,1,1,30.68036208116638
35,20,14,1,1,1,30.26699621702381
20,20,9,1,1,1,33.11253325431962
19,27,11,0,1,1,26.488074367985647
46,19,11,0,1,0,23.616845935136645
17,19,6,0,1,1,36.28948683491514
42,17,6,0,1,0,27.265221534588605
31,20,11,0,1,0,23.648789246501035
22,15,8,1,1,1,39.04375643320346
19,10,12,1,1,1,41.42550840925727
32,20,8,1,1,1,35.152000323029206
26,12,15,1,1,1,40.61772425659014
40,20,6,0,1,1,33.65721535217061
34,18,9,1,0,1,34.59695605040463
28,19,9,1,0,0,25.38551356066485
36,15,11,0,1,1,36.8103077681598
26,19,15,0,1,1,31.596458555216586
18,23,11,1,1,1,31.011333893380755
21,21,12,0,0,1,31.22604370209686
37,20,11,1,1,0,21.63527156881854
31,18,9,1,0,0,27.42252355438816
48,24,3,1,1,0,22.48671208325964
25,20,10,0,1,1,32.694494521087826
41,11,13,1,1,0,31.54950607858187
29,16,8,1,1,0,29.369671134252
35,18,5,1,1,0,30.685569921025536
26,14,13,0,0,1,36.1222628929063
24,12,5,1,0,0,34.72893735010136
18,29,7,0,0,0,18.721757948677023
28,21,12,0,1,0,22.64873645873007
19,17,8,0,1,0,28.68395037721748
24,27,12,1,1,1,25.44330651634385
27,16,8,1,1,1,37.03893033873134
33,7,14,1,1,1,43.906426489398825
33,17,6,1,1,0,27.961348948036285
19,15,11,1,0,0,30.55357302414368
26,23,10,1,0,0,20.607437653146352
35,18,7,1,0,1,36.88119453516638
28,17,5,0,1,1,37.82709154472955
34,26,16,1,1,1,23.60016690956731
27,23,11,0,0,0,22.008156233430647
6,22,3,0,0,0,27.322138031319685
31,6,15,0,1,1,44.09054411299867
22,21,9,1,0,1,32.55236773451782
25,19,10,0,1,1,32.327138669544766
31,13,0,1,1,0,36.33998726390202
19,25,7,0,1,0,22.149571314102875
20,23,13,0,0,0,20.670287384196776
26,17,11,0,1,1,35.048249408499565
39,21,11,1,1,1,28.983010567378457
8,23,5,1,1,0,24.36036565609053
35,8,12,1,1,0,33.06397061660053
36,15,10,0,0,0,29.946521708760176
41,16,10,0,1,0,27.257704329744108
21,28,6,0,0,0,17.954641194009785
39,20,8,1,1,1,33.27608250468942
38,28,5,1,1,0,19.31657362437532
25,11,9,1,0,0,31.573567697912544
34,20,12,1,1,1,29.889335541317028
35,13,11,1,1,1,40.62110185067843
43,10,7,0,1,0,34.4858275760842
29,13,11,1,0,0,31.57203506241768
24,23,10,1,1,1,29.473591985396425
26,22,7,1,1,1,31.897468117189643
38,27,6,0,0,0,18.047586459868
36,28,4,1,0,0,18.97066303229069
30,23,12,1,1,1,27.952100417512057
39,7,13,1,1,1,44.97106883818356
27,16,11,0,1,1,38.26919027187888
27,21,6,1,0,0,23.61126367262088
36,15,0,0,1,0,33.41429768142447
36,23,7,0,0,0,21.49267007311752
15,19,11,0,1,1,32.67982956828441
29,22,5,1,1,0,24.789138375635748
36,16,10,1,0,0,27.743877720950536
28,16,3,1,0,0,31.41293034599239
30,7,13,1,1,1,42.66268950667462
30,24,7,0,1,0,21.978729585960227
18,17,12,1,0,1,32.80976909234004
37,14,14,0,1,1,36.74071436177146
32,23,8,1,1,0,22.33483259866196
36,25,8,0,1,0,21.59654775616587
22,31,11,0,1,0,15.46338922352128
42,28,5,1,1,0,19.086922416246523
26,35,4,1,0,0,12.18376954061554
27,24,9,0,1,1,28.828347013003317
29,19,9,1,1,1,33.25014629126878
30,8,7,1,1,0,37.45095079966988
37,13,9,1,1,1,38.51370797010209
35,17,15,0,1,1,33.4262094919746
20,17,13,1,0,1,33.16199623238927
31,19,15,1,1,1,31.36805789717288
41,9,10,1,0,1,41.26601727366511
36,26,11,1,1,1,25.743373615571407
30,21,10,0,1,0,22.706641380030074
25,16,12,1,0,1,33.76575056612065
47,25,10,1,1,0,18.32918460964597
41,21,6,0,0,0,24.3193645224742
20,16,14,0,1,1,34.30463503833791
31,21,5,1,1,0,25.021645451281973
29,18,7,1,0,0,25.899676169307256
26,12,6,0,1,0,33.020934726303395
23,11,10,0,0,1,42.355733956204936
36,16,12,0,1,1,35.68375822960802
34,25,10,1,1,0,21.988142225571345
29,15,11,1,1,1,36.17640230513758
31,17,8,0,1,0,29.48679273183765
32,14,12,1,1,1,36.46703965637473
19,20,7,0,1,1,36.1858873376777
21,25,9,1,1,1,28.52375004376653
35,7,10,1,1,1,44.83328351609198
25,27,12,0,1,1,25.13781733108057
17,13,9,0,0,0,32.75312026049854
33,19,10,1,1,1,32.56104367791381
23,7,7,0,0,0,39.909614253413416
37,24,11,1,0,1,27.86387586381886
26,23,8,1,1,0,21.57444709145948
37,21,13,0,1,1,30.204141505665103
28,10,7,1,1,0,35.50556718694496
18,14,14,1,1,1,37.043990069728935
22,14,10,0,1,1,39.58282069768922
32,24,11,1,1,0,20.71089490171541
29,25,7,1,1,0,21.496954031705165
18,18,9,1,1,1,36.012191609332575
24,20,5,0,0,0,27.267907044136862
23,25,9,1,0,1,29.31325039058469
32,20,15,1,1,1,29.923078898149928
20,29,2,1,1,0,21.02059384387505
34,25,8,1,1,1,29.322508368557664
26,14,8,1,0,0,30.22216537624941
35,2,9,1,1,1,50.31705657260659
35,25,14,0,1,1,26.940280739551294
22,19,7,0,1,1,36.03220942761117
20,20,11,0,0,1,32.91077219960374
29,20,10,0,1,0,25.095343407828743
20,18,12,1,0,0,24.32786831140025
22,18,7,0,0,0,27.973292816180717
32,18,10,0,1,0,24.54394396496742
32,23,9,1,1,0,21.4004513237322
34,31,13,0,0,0,12.279605903274655
25,27,13,1,0,0,17.46882527439064
34,28,11,0,0,0,15.23189773857436
30,16,13,1,0,1,33.617813401343184
31,18,8,0,1,0,26.43227298039128
30,15,9,0,1,0,31.05061328084822
45,18,7,1,0,0,25.84169452985957
20,23,9,1,1,0,20.915536929982142
42,16,12,0,0,0,27.65782015119371
37,16,7,1,1,0,28.821411412445965
20,20,10,1,1,0,23.085519365002675
27,16,12,0,1,1,35.070133142055255
34,6,11,1,0,0,37.93266182846134
25,15,9,0,1,1,38.81392659862505
38,17,6,1,1,0,29.56962159901119
26,23,9,0,1,0,21.18006910098497
38,32,10,1,1,0,15.137062121330803
25,24,16,0,1,1,26.54681541120662
23,15,10,0,1,1,37.45935174598205
19,19,13,0,0,1,33.849989589639925
46,18,8,1,0,0,26.386445786240973
32,16,10,0,1,1,37.277756210058136
38,24,6,1,0,0,22.444314231363197
20,10,10,1,0,0,33.070157267706755
18,11,8,1,1,1,42.75923659464053
18,27,10,0,1,0,15.19186886776574
31,25,12,0,0,0,20.139331854806432
27,25,11,0,0,0,20.20071430952489
29,21,10,0,1,1,31.579402009350737
23,15,8,1,0,0,31.6472395225642
32,15,6,0,0,0,31.267995229479038
17,13,9,0,1,1,40.496680716932055
25,19,12,1,1,1,31.470603711726127
28,14,4,0,1,0,34.0161718217178
27,23,5,1,0,0,25.17156191513456
26,25,9,1,0,0,21.58470117353109
47,13,5,1,1,1,39.47580427251869
23,20,7,0,1,0,23.993555128780383
25,19,15,0,1,1,30.36909514633032
29,24,7,1,1,1,29.03283228610588
13,12,14,0,0,1,38.74507585109019
16,25,16,1,0,1,24.971322190489182
25,6,15,1,1,1,42.52913918000536
16,21,10,1,1,1,30.98184537817989
24,24,11,0,1,0,21.021671446410103
19,18,6,1,1,1,35.31398739184123
31,20,6,0,1,0,28.31499915500745
36,27,9,1,1,1,27.61951297010528
26,20,6,1,1,1,34.68426139788895
27,21,14,1,0,1,30.957128817513443
27,25,14,1,1,1,25.52869350802792
34,20,14,0,0,0,23.416247299850863
