worker_id,post_intervention_period,training_program_participation,current_income,education_years,previous_income,part_time_job,union_membership
632,0,1,45.99620099556019,3,4,0,0
633,0,0,48.01474493575572,4,4,1,0
634,0,1,47.90889906158335,2,7,0,1
635,0,1,45.56283107260232,2,8,0,1
636,0,0,49.127977723049526,3,8,0,1
637,0,0,49.27867400093082,2,5,1,0
638,0,0,47.57798182192522,3,10,1,1
639,0,1,47.68466878901378,3,5,1,1
640,0,0,49.521726811080086,3,6,1,0
641,0,0,47.53531499873205,0,9,1,0
642,0,1,48.3328153715086,2,6,0,0
643,0,0,51.08583711093428,2,4,0,1
644,0,1,46.632736904936905,3,6,1,0
645,0,0,47.96154704473859,2,7,1,1
646,0,0,47.76383425486459,5,6,1,0
647,0,1,48.78911691938127,3,9,0,1
648,0,0,49.86668306823207,1,2,0,1
649,0,0,50.05304905427418,2,6,0,1
650,0,0,49.46330338414471,3,7,0,0
651,0,0,48.76609449178712,1,7,1,1
652,0,0,49.247009739503326,4,7,0,0
653,0,1,47.48371586286046,2,4,1,1
654,0,0,47.20183759161979,2,8,0,1
655,0,1,47.207744690749024,3,5,1,1
656,0,1,47.99401251083306,4,9,0,0
657,0,0,49.29847700286415,2,5,1,1
658,0,0,48.42329231526358,3,8,1,0
659,0,0,49.95854841639553,3,9,1,0
660,0,1,48.06543407705573,1,6,1,1
661,0,0,47.521067789935806,3,4,0,1
662,0,1,47.91704127661336,3,9,0,1
663,0,1,48.302690421771615,2,8,1,1
664,0,1,47.190323526363706,2,6,0,1
665,0,0,47.62688958548004,2,7,0,0
666,0,0,48.62934580349453,3,7,0,0
667,0,0,50.76767778580735,3,8,0,1
668,0,1,48.76556031030801,0,5,0,1
669,0,0,47.904978075319896,1,7,1,0
670,0,1,48.32296976143022,2,5,0,0
671,0,0,47.32508892295209,2,4,0,0
672,0,0,47.07248044298594,2,7,0,1
673,0,0,46.36930889368405,4,6,0,0
674,0,0,49.36465661855104,2,4,0,0
675,0,1,48.79928447855288,2,8,0,1
676,0,0,48.54082656163399,3,6,1,1
677,0,0,48.7027569629844,2,3,0,0
678,0,0,46.5700796144504,1,8,0,1
679,0,0,47.31761512216161,2,8,1,1
680,0,1,49.0648350073277,3,7,1,0
681,0,1,45.40979681858537,3,5,0,1
682,0,1,48.46705248834418,4,8,1,1
683,0,1,49.418908774282905,2,1,1,0
684,0,0,48.16043030634519,1,6,0,0
685,0,0,48.50259263475854,3,7,0,1
686,0,1,47.71202878355116,2,5,0,1
687,0,1,48.34815681006632,3,10,1,0
688,0,0,46.97524278759604,1,7,1,1
689,0,1,48.70835954816401,3,5,0,1
690,0,0,47.53227979271573,3,3,1,1
691,0,0,49.714353089106325,4,6,1,0
692,0,1,48.49355625333009,4,8,1,1
693,0,1,47.7322649171206,2,7,1,1
694,0,0,50.4218937391021,3,4,1,0
695,0,1,47.71415158066005,3,6,1,0
696,0,1,49.408962530528726,2,7,0,0
697,0,0,49.61450179260782,2,6,0,0
698,0,1,46.41793518436976,3,8,0,0
699,0,0,47.51367932303164,2,6,1,1
700,0,0,48.014802675831646,3,6,1,1
701,0,1,46.73174500301129,3,7,1,1
702,0,1,47.40150489359811,1,4,1,0
703,0,1,48.55067192470297,4,6,1,1
704,0,0,47.04845173804244,2,7,1,1
705,0,0,49.57047301082763,3,6,1,0
706,0,1,46.70154419577867,3,7,0,1
707,0,1,48.646470044084445,4,6,0,1
708,0,1,46.7280907040469,2,10,1,1
709,0,1,47.814041346394696,2,7,0,0
710,0,0,49.21118515317314,2,6,1,0
711,0,1,48.33750439754331,2,7,0,0
712,0,1,46.77049181308556,1,7,1,0
713,0,0,48.79466706187082,4,3,1,0
714,0,0,50.33193938896846,1,5,0,1
715,0,1,48.31039306029466,5,7,1,1
716,0,1,47.8705088543201,2,4,1,0
717,0,0,47.97732387448793,3,10,1,0
718,0,1,49.21022121659615,4,9,0,1
719,0,1,47.262694792376365,3,9,0,1
720,0,1,48.70080034320133,3,6,0,1
721,0,0,50.26467814191101,3,6,0,0
722,0,1,48.08371805675873,1,4,1,1
723,0,1,46.40153081635682,2,4,1,0
724,0,0,48.0580454226311,3,5,0,0
725,0,1,47.85687811218629,5,7,1,1
726,0,0,48.164584134066125,4,10,0,1
727,0,0,46.11407551061237,4,7,1,1
728,0,0,48.21392412355969,2,9,1,1
729,0,0,48.9315404429539,4,7,1,1
730,0,1,48.513049893674925,4,6,1,1
731,0,1,50.344291710741885,4,10,0,1
732,0,1,48.50937189827559,3,8,1,1
733,0,0,48.89732713909463,2,7,1,0
734,0,0,48.48697494259095,1,8,1,0
735,0,0,49.63230280519869,2,7,1,0
736,0,1,47.11909580480291,1,4,1,1
737,0,0,48.4365284146512,2,5,0,0
738,0,0,47.41857360812752,3,6,1,1
739,0,0,47.47489443106191,2,7,1,0
740,0,0,48.80905375905122,2,6,1,1
741,0,1,47.40363396998052,2,7,1,1
742,0,1,46.64072155900266,1,7,1,0
743,0,1,47.97166943160921,2,3,0,1
744,0,1,48.246892244080165,2,7,0,0
745,0,0,48.29631285233085,5,7,1,0
746,0,1,49.37837438765673,2,6,0,1
747,0,1,46.30490688102273,1,7,1,1
748,0,0,48.29691387424378,4,5,1,1
749,0,0,49.067706040835866,3,7,0,1
750,0,0,47.54681977786183,2,4,0,1
751,0,1,47.51583763468447,0,7,1,1
752,0,1,48.50754878544399,2,9,0,0
753,0,1,48.88768428021641,1,6,1,1
754,0,1,47.810781079050784,3,5,1,0
755,0,1,47.48958851445342,2,6,1,1
756,0,0,47.65705261284512,3,8,1,1
757,0,1,46.88147273044242,3,8,0,0
758,0,0,48.53369779559496,2,5,1,1
759,0,0,46.85720771088778,4,6,0,1
760,0,1,49.53353027871584,4,7,0,1
761,0,0,47.74429217782888,1,8,1,1
762,0,1,48.77825438711928,2,7,1,1
763,0,1,47.499740360496126,3,5,0,1
764,0,1,48.551375924837664,3,4,0,0
765,0,1,49.13187583286401,3,7,1,1
766,0,1,48.1657109464753,2,10,1,1
767,0,0,48.56671812493095,2,6,0,1
768,0,1,47.30002699250732,3,6,1,0
769,0,1,47.945657080102734,2,9,1,1
770,0,0,47.78581164851735,4,5,1,1
771,0,0,49.22366172058416,3,6,1,0
772,0,0,48.36782007519878,3,8,1,0
773,0,1,45.732299794707735,3,6,1,0
774,0,1,48.32540762066096,0,8,0,1
775,0,0,48.28584637877746,2,7,1,0
776,0,0,48.57403283999052,1,5,1,0
777,0,0,48.47008740441369,3,7,1,1
778,0,0,47.82815080328918,3,7,0,1
779,0,0,48.14210000033043,2,8,0,1
780,0,0,49.905291538278114,3,5,1,1
781,0,1,48.42843028344991,3,6,0,1
782,0,0,48.95987567838214,1,7,0,1
783,0,0,48.400684457475336,3,10,1,1
784,0,0,48.10045795253413,3,6,1,0
785,0,0,48.87660418377502,2,7,0,0
786,0,0,45.88244403291511,1,10,1,0
787,0,1,47.923020279212224,1,5,0,1
788,0,1,48.18493328662985,3,8,1,1
789,0,1,47.504234879629664,1,5,0,1
790,0,1,48.33952631949404,3,7,0,1
791,0,1,49.065376133874445,3,5,1,1
792,0,1,47.840112144930025,4,5,1,0
793,0,0,47.84596006429181,3,9,0,1
794,0,0,47.3118927608892,2,7,1,1
795,0,1,48.38039801396707,1,4,1,1
796,0,1,48.70362603455185,2,5,1,1
797,0,0,48.69705711741038,3,4,1,0
798,0,1,47.16228183480839,1,8,0,1
799,0,1,47.17081694796202,2,8,0,1
800,0,1,49.54667390244905,2,6,0,1
801,0,0,48.13960850133898,3,7,0,1
802,0,1,46.92731792723393,2,6,1,1
803,0,1,46.50240121591131,3,7,1,1
804,0,0,47.84425733443597,2,8,1,1
805,0,1,48.40733107647134,3,6,1,1
806,0,1,45.99236687760085,3,9,0,0
807,0,1,48.60603410028582,2,7,1,0
808,0,0,48.59463534154101,2,5,1,1
809,0,0,47.24821611445074,4,8,0,0
810,0,1,49.47874979767718,3,3,1,0
811,0,0,47.027274765567945,3,5,1,1
812,0,0,47.93604355941078,3,4,0,0
813,0,1,48.06960140394414,4,8,1,0
814,0,0,46.180138496984426,2,6,1,1
815,0,0,49.2387132189016,2,10,0,0
816,0,1,47.44182002878464,3,7,1,1
817,0,1,48.44019608663656,1,7,1,1
818,0,1,48.60788946626003,2,5,0,1
819,0,0,48.06104219730494,3,5,0,0
820,0,0,47.936910386816734,3,8,1,0
821,0,0,49.32200837149768,3,6,0,1
822,0,1,48.52529651563203,3,8,1,1
823,0,1,47.438329839791,3,6,1,0
824,0,1,49.52434938248403,1,8,1,1
825,0,0,49.31558622663057,3,10,1,1
826,0,1,48.151977794516704,3,8,1,0
827,0,0,48.75606146686521,1,9,0,1
828,0,0,47.029302688199394,4,8,0,1
829,0,1,48.81002509990756,2,6,0,1
830,0,0,48.09998456798812,3,7,0,0
831,0,1,49.07455047567438,3,5,0,0
832,0,1,45.94342256901436,2,6,0,1
833,0,1,47.84070105068472,2,6,1,0
834,0,1,48.76620243834218,2,7,0,1
835,0,1,48.24510596308964,2,6,0,0
836,0,1,48.80880601109184,3,6,0,0
837,0,0,48.46288706006113,1,8,1,0
838,0,1,48.07067996607155,2,6,1,1
839,0,0,48.77987667018565,1,6,1,1
840,0,0,47.16011911398708,3,7,0,0
841,0,1,46.1427145498177,1,6,1,1
842,0,1,48.49651174146903,3,9,1,0
843,0,1,45.79627847642836,4,5,1,1
844,0,0,49.88015991061548,2,7,0,1
845,0,0,48.29388345732483,3,6,0,0
846,0,0,47.85559718306918,2,8,1,1
847,0,0,47.07880413033196,3,7,0,1
848,0,1,48.34642659642152,2,7,0,1
849,0,0,50.1846320026236,2,4,0,0
850,0,1,47.474450168471705,3,6,0,0
851,0,1,47.93755664490705,2,4,0,0
852,0,1,48.28909448678765,4,6,0,0
853,0,1,47.29016473394029,3,6,1,1
854,0,1,47.66207701880858,4,7,1,0
855,0,1,49.230869329236455,3,4,0,1
856,0,1,49.126320320797234,3,10,0,0
857,0,0,47.18783626072561,4,5,0,0
858,0,0,49.848143957236765,3,6,1,0
859,0,1,50.31171726100629,2,5,1,0
860,0,0,47.44613262516288,2,8,0,1
861,0,1,49.01923179915336,1,10,0,1
862,0,0,47.97588325164536,3,5,0,0
863,0,0,47.7114382309876,1,4,1,1
864,0,0,49.00702116617761,3,8,0,1
865,0,0,47.42120564186992,3,7,0,1
866,0,0,47.92789586962584,3,5,1,1
867,0,0,47.72292864164802,2,6,0,1
868,0,0,49.08807925215909,1,8,0,1
869,0,0,48.68077916387632,2,8,1,0
870,0,1,47.95546730589196,2,6,1,0
871,0,1,48.35096166603832,3,10,1,1
872,0,0,48.59627235345221,2,6,1,1
873,0,1,49.634013057363866,3,12,0,1
874,0,0,47.67574382265662,5,7,0,0
875,0,1,48.545780631881776,2,7,1,0
876,0,1,48.04321226725179,4,6,0,1
877,0,0,49.95398759661701,0,4,1,1
878,0,1,47.79783456120706,4,7,0,1
879,0,1,48.71174653827901,3,9,0,1
880,0,1,47.9562827847031,3,6,0,0
881,0,1,47.08855049026256,4,3,0,1
882,0,1,48.64414820195341,3,6,0,1
883,0,1,47.30884528853924,3,9,0,0
884,0,0,47.1710742249805,2,7,1,1
885,0,1,47.59269312634616,2,5,1,0
886,0,1,49.0376133261168,4,5,1,0
887,0,0,49.46407556841082,2,6,0,1
888,0,1,47.16603635726323,2,4,0,0
889,0,1,48.28876772465844,2,7,0,0
890,0,0,49.07916677499387,2,5,0,1
891,0,1,46.88535216076576,1,7,0,1
892,0,1,50.08770304937183,4,10,0,1
893,0,0,48.55712600248285,1,5,0,1
894,0,0,47.27384516669622,1,8,1,0
895,0,1,46.365617804585135,3,7,1,1
896,0,1,47.56232838916867,2,4,0,0
897,0,1,46.930323026372776,3,5,1,0
898,0,0,49.57461078815687,3,8,1,0
899,0,0,47.0164833339531,3,6,1,1
900,0,1,48.51072233371521,2,8,1,1
901,0,0,48.917387396084095,4,4,0,0
902,0,1,47.16349298789724,2,8,1,1
903,0,0,47.66899993130943,2,6,0,1
904,0,0,48.442655501677045,2,7,1,0
905,0,1,47.57894805636041,3,6,0,1
906,0,1,47.39131385035045,3,5,1,1
907,0,0,48.81084426518348,1,7,0,0
908,0,1,48.845671132014,4,3,1,0
909,0,1,49.59496001437096,4,4,1,0
910,0,1,48.29264389587373,3,6,1,0
911,0,0,47.87363535972951,3,6,1,0
912,0,1,47.96891029299925,1,6,1,1
913,0,1,48.90691951253356,3,6,0,1
914,0,1,47.83229126064571,3,7,0,1
915,0,1,47.51095604903656,2,5,1,0
916,0,1,48.186631488409255,2,5,0,1
917,0,0,48.65017099398624,2,9,0,1
918,0,0,47.7897892941408,1,9,0,1
919,0,1,49.26762878378204,2,6,0,0
920,0,1,47.36864682834908,3,8,1,1
921,0,0,47.810409679021326,2,7,1,1
922,0,0,48.343126613525605,1,5,1,1
923,0,0,47.344772406163855,3,9,0,1
924,0,0,47.56674026616085,3,6,1,0
925,0,0,47.989933011593344,1,3,0,1
926,0,1,49.47201025415411,3,11,1,1
927,0,0,49.99468740537793,3,6,1,1
928,0,0,47.178349540289766,3,9,1,1
929,0,0,49.91184118289128,2,6,0,0
930,0,1,50.35749117656245,2,7,0,1
931,0,0,47.55851584423242,2,9,1,1
932,0,0,48.96044993307895,4,4,1,0
933,0,1,46.55255661434047,2,7,0,1
934,0,0,47.1756103185007,1,7,1,1
935,0,1,47.74946197786369,1,7,1,0
936,0,1,47.91950975292487,3,5,0,1
937,0,1,48.34458238076935,2,6,1,0
938,0,0,47.91352007800424,1,5,0,1
939,0,0,50.11690316361469,2,6,1,0
940,0,1,48.99709344820763,3,7,1,1
941,0,1,48.3405829610318,4,11,0,0
942,0,1,46.29470732551117,2,6,1,1
943,0,1,46.86873632973644,3,6,1,0
944,0,0,46.89832877988098,1,8,1,0
945,0,1,47.673574320739824,1,7,0,0
946,0,0,47.56329861819116,5,6,0,0
947,0,1,49.798596183339214,2,6,0,0
948,0,0,46.67714398628587,2,9,1,0
949,0,0,47.96890338169641,3,6,0,1
950,0,1,47.675414144002445,2,8,1,0
951,0,0,49.03236288951601,3,6,1,1
952,0,1,48.38923253241513,3,9,0,0
953,0,0,48.12917923206974,3,7,1,1
954,0,1,49.44909224912902,4,5,1,0
955,0,1,49.10406219801343,3,8,1,0
956,0,1,47.69869664256752,1,7,0,1
957,0,1,48.82819026106312,4,6,1,1
958,0,0,48.30496641689376,2,6,1,1
959,0,1,47.92448519410672,3,8,1,0
960,0,1,46.77786647138062,2,10,0,1
961,0,0,48.6075454299759,2,8,1,1
962,0,1,46.702139676605086,1,3,0,1
963,0,1,47.46981846429558,2,7,1,1
964,0,1,48.55744212854452,2,4,0,0
965,0,1,47.83279615875966,3,9,1,0
966,0,0,49.86824990591787,0,3,1,1
967,0,0,50.25417432815004,3,9,1,0
968,0,1,49.96518773589597,2,4,0,1
969,0,0,47.707229051493016,2,9,0,1
970,0,0,49.21606616915262,3,3,1,1
971,0,1,46.72526459428597,2,6,0,0
972,0,1,47.44011489518335,2,2,1,1
973,0,1,48.21927693575319,3,6,0,1
974,0,1,47.40438241602835,4,6,0,1
975,0,0,48.78269971744966,2,8,1,1
976,0,0,47.22385226541453,3,8,1,0
977,0,1,49.33877731606982,1,7,1,1
978,0,0,49.69491661477988,3,6,1,0
979,0,1,49.91766527131001,2,9,1,0
980,0,0,49.60237602873677,2,7,1,0
981,0,1,46.94231342584049,1,9,0,1
982,0,1,48.360765718484494,4,6,1,1
983,0,0,48.60219402009752,2,8,1,0
984,0,1,47.172898942304414,3,7,0,0
985,0,1,47.79229426555589,3,6,1,0
986,0,1,49.60961014726215,2,7,1,1
987,0,0,48.04871219714954,3,5,1,0
988,0,0,50.55689685177677,3,10,1,1
989,0,0,48.39977602190047,2,6,1,1
990,0,0,49.68939758605881,2,6,0,1
991,0,0,50.56265448694253,2,7,1,0
992,0,1,46.37256048112975,2,5,1,1
993,0,0,46.87488020085182,2,4,1,1
994,0,1,48.33599517929949,2,3,0,1
995,0,0,50.34550924746771,2,7,0,0
996,0,1,46.410730727152334,3,5,1,0
997,0,1,46.293952271528624,2,5,1,1
998,0,0,50.08677122727002,2,4,1,1
999,0,1,46.247853434201055,2,3,1,0
0,1,1,54.376015897524105,2,5,0,1
1,1,1,53.7785940841928,2,4,0,1
2,1,1,54.68933955275162,0,5,1,0
3,1,1,54.6712569914437,4,9,0,1
4,1,1,56.36265121617654,0,8,1,0
5,1,0,46.42805632586905,2,6,1,0
6,1,1,55.61558295728194,2,6,1,0
7,1,1,55.70624335419457,5,8,1,0
8,1,0,49.214224518009935,2,7,0,1
9,1,0,48.67511273613141,2,9,0,1
10,1,1,54.42286732323351,4,5,1,1
11,1,0,48.882845686714354,3,5,1,1
12,1,1,55.05542278135321,1,5,0,0
13,1,0,48.600973820443,4,6,0,1
14,1,1,53.97710292831366,4,7,1,1
15,1,1,53.87096216223065,4,3,1,1
16,1,1,53.3046670781157,3,6,1,1
17,1,1,55.09710988011702,1,4,1,0
18,1,1,53.17354172911406,2,5,0,1
19,1,1,54.82347214272701,3,8,1,0
20,1,1,54.64601611110956,5,7,0,1
21,1,1,54.52318183110049,2,6,1,1
22,1,1,53.541753900320174,4,8,0,0
23,1,1,55.224585149471686,2,6,0,0
24,1,1,55.3035886862172,3,6,0,0
25,1,0,46.97131216305537,2,8,1,1
26,1,1,55.116152871205465,2,4,0,1
27,1,0,48.56939634961307,2,10,0,1
28,1,1,55.84760799581487,2,8,1,0
29,1,1,56.62714466922888,4,1,1,1
30,1,0,48.21038882830667,2,10,0,0
31,1,1,53.94030781108307,1,5,0,1
32,1,0,47.987055064697934,3,9,1,0
33,1,1,55.1783432592808,0,7,0,1
34,1,0,47.75566723952024,2,8,1,0
35,1,1,56.81140012453556,1,6,0,1
36,1,1,55.5498487114757,2,6,1,0
37,1,1,55.57168633456599,1,5,1,1
38,1,1,55.8820575774331,3,7,0,0
39,1,1,54.822234176349305,2,8,1,0
40,1,1,54.828333278875405,3,2,0,0
41,1,1,54.93168552292659,3,10,0,0
42,1,1,52.98772071335188,2,5,1,1
43,1,1,54.84813846096164,3,8,1,0
44,1,0,49.19805206950465,2,6,1,0
45,1,1,55.498521077597765,2,6,1,0
46,1,1,54.241312488722805,2,6,0,1
47,1,0,49.1096142608876,4,5,0,1
48,1,1,54.64775854913488,2,6,0,0
49,1,1,53.995354374995664,1,7,0,1
50,1,1,56.085339342774425,2,7,0,0
51,1,0,47.15814013242799,3,6,1,1
52,1,0,49.24402445735122,0,5,1,1
53,1,1,54.88335961259413,1,6,1,0
54,1,1,55.522884011327065,2,3,0,0
55,1,0,48.54213932934977,4,5,0,0
56,1,1,55.71014890464647,1,6,1,0
57,1,1,56.03363438550811,3,9,0,0
58,1,1,55.96783828056109,3,9,1,0
59,1,1,54.97292082932392,1,5,0,1
60,1,0,47.729464068978,3,8,0,0
61,1,0,47.16314988521693,3,8,1,1
62,1,1,54.72880233275336,4,5,1,1
63,1,1,54.87238690827735,2,7,1,1
64,1,1,55.83670018720061,2,6,1,0
65,1,0,47.748361476179966,2,5,1,1
66,1,0,50.579750669083815,4,6,0,1
67,1,0,49.89911055840172,1,9,1,1
68,1,0,47.549872473756224,3,9,0,1
69,1,1,55.44144862237601,2,6,1,1
70,1,0,48.1106638643228,2,5,1,1
71,1,1,57.02443000383518,2,6,1,1
72,1,0,48.87016558168637,6,8,0,0
73,1,1,53.35183752400319,0,4,1,1
74,1,1,55.3115114064954,1,8,0,1
75,1,1,53.98427220035003,3,5,0,0
76,1,0,48.254283485796,2,8,0,0
77,1,0,47.30883889735296,1,8,0,1
78,1,1,53.69593908494944,4,7,0,1
79,1,0,48.18775807449968,2,9,0,1
80,1,1,55.26881151755197,2,7,0,0
81,1,0,46.574649240079495,3,7,1,1
82,1,0,48.50566601154566,3,9,1,1
83,1,1,54.5045103024054,0,3,1,1
84,1,1,55.70814270447749,3,4,1,0
85,1,1,55.37831290872983,1,10,0,0
86,1,0,49.95822864318218,4,3,1,1
87,1,0,48.70231444094311,2,7,0,1
88,1,0,47.54293557961872,2,7,0,0
89,1,1,54.004114606792186,3,4,0,0
90,1,1,55.42682048316772,1,9,0,1
91,1,1,56.14218893219046,3,4,0,0
92,1,0,49.11943685280685,2,9,0,1
93,1,1,52.94441846133196,3,5,1,1
94,1,1,54.747144018897984,3,5,1,1
95,1,0,47.30556651028546,2,2,0,1
96,1,1,53.83742635377952,3,5,1,1
97,1,1,55.59007778361706,3,5,0,1
98,1,0,48.837668729894965,2,9,1,0
99,1,1,56.09314195043952,2,12,0,0
100,1,1,55.291234092025455,2,9,1,1
101,1,1,53.369559579194096,2,9,0,0
102,1,0,48.26904645888613,1,6,1,1
103,1,1,54.74593580311974,3,5,1,1
104,1,0,49.69622190006667,5,8,1,0
105,1,0,47.41077149403569,3,5,1,1
106,1,1,55.10610117892311,2,4,0,1
107,1,1,54.731758648895166,1,5,0,1
108,1,1,55.99246234003419,2,7,0,0
109,1,1,54.514343645877744,4,9,0,0
110,1,1,55.02845603709298,3,5,1,1
111,1,1,55.134351359084505,3,7,1,0
112,1,0,48.0405456354103,2,7,0,0
113,1,1,55.01176806606206,3,4,1,0
114,1,0,47.38367641651775,2,7,1,1
115,1,0,48.128077510813206,2,10,0,1
116,1,0,47.8460868957492,2,9,1,0
117,1,1,54.178245025267465,3,7,1,0
118,1,0,48.209514855254525,0,8,0,1
119,1,1,53.35093722973004,3,7,1,1
120,1,1,54.28253965665148,4,2,1,1
121,1,0,48.93449953687044,3,5,1,0
122,1,1,52.60192866924553,2,8,1,1
123,1,1,53.80155476307724,4,5,1,0
124,1,1,56.62540902335773,4,5,0,1
125,1,0,48.08483535283726,3,8,1,1
126,1,0,49.36110228430858,2,6,1,0
127,1,0,46.24212900944566,6,2,1,0
128,1,1,55.81741903751917,3,7,1,0
129,1,1,56.19237582711289,4,7,1,0
130,1,0,46.01203712739455,2,6,1,1
131,1,1,55.51535550895966,2,4,1,0
132,1,1,54.16197673133052,3,7,0,0
133,1,1,55.02564899513019,3,4,0,0
134,1,0,47.79212235122099,1,7,0,0
135,1,1,54.4495598072232,2,9,1,0
136,1,0,48.30590406041484,2,4,0,0
137,1,1,55.14159416690621,2,4,1,1
138,1,0,49.33646706770491,2,7,0,0
139,1,1,55.21448087089578,3,6,0,0
140,1,0,48.82627437542638,1,8,1,0
141,1,1,53.81163975872804,4,4,0,0
142,1,1,55.34095582823117,2,7,1,1
143,1,0,48.634101876591146,3,9,0,0
144,1,0,49.231078986210974,3,7,1,1
145,1,0,49.85762214910754,2,6,0,0
146,1,0,47.83370310058071,2,7,1,0
147,1,1,53.49647476844903,1,8,1,1
148,1,1,55.122432109931935,2,4,1,0
149,1,0,49.18379864152055,2,11,0,0
150,1,1,54.260216679918,2,6,1,0
151,1,1,54.96638301138216,3,9,0,1
152,1,0,47.13037234448464,3,9,0,1
153,1,1,55.88828047493456,2,6,0,0
154,1,1,57.4193797506775,3,6,1,1
155,1,1,55.25138625937084,3,7,0,0
156,1,1,54.98004424023794,4,6,0,0
157,1,0,46.120500359522,2,8,0,0
158,1,0,48.19864324108308,2,9,1,1
159,1,0,46.85298650374775,2,4,0,1
160,1,1,55.12173930493841,2,5,0,1
161,1,0,48.86462340561493,3,6,0,0
162,1,1,54.66162330007262,3,7,1,1
163,1,1,53.08654940973465,2,5,0,0
164,1,0,46.53103764460938,3,5,1,0
165,1,1,54.63049836854266,3,4,0,1
166,1,1,57.20955285941473,4,7,1,1
167,1,1,55.228440289131576,1,3,1,0
168,1,1,53.7755328436832,3,4,1,1
169,1,1,56.143225576866,1,8,1,0
170,1,1,54.98777460170005,2,6,1,1
171,1,0,47.4057187167048,3,5,1,1
172,1,1,56.02590584485255,3,8,0,1
173,1,1,54.69838246643396,4,4,1,1
174,1,1,55.13440565349443,1,7,1,1
175,1,1,55.19075369911261,1,5,1,1
176,1,0,46.03373334770289,4,7,0,0
177,1,1,55.37144959774065,2,4,1,1
178,1,1,55.37928002069891,1,2,0,1
179,1,1,53.32787414550705,3,9,1,1
180,1,1,54.60333943921396,3,7,1,0
181,1,0,48.12988990981893,3,7,0,1
182,1,1,53.63011918763371,3,5,0,1
183,1,0,47.785772879893,2,7,0,0
184,1,1,54.92552107663109,2,9,1,0
185,1,1,54.60993381983436,1,5,1,1
186,1,1,56.07981255169132,4,8,1,0
187,1,1,56.36260112581531,3,6,1,0
188,1,1,55.45773306910158,2,8,1,1
189,1,0,47.43178905309626,3,5,0,1
190,1,0,47.909892681842166,2,6,1,1
191,1,0,48.38926250238026,3,9,0,0
192,1,1,57.68464694736315,3,11,0,1
193,1,1,54.67275334119092,2,6,1,1
194,1,1,55.14700087548316,2,6,1,1
195,1,1,55.34356532593669,2,8,1,0
196,1,0,48.7632025244162,4,7,0,1
197,1,1,55.59865703254147,1,8,0,1
198,1,0,47.52926518557014,3,8,0,0
199,1,1,55.26475981700802,4,5,0,0
200,1,1,53.41723810208502,3,5,1,0
201,1,1,53.361502459809984,1,7,1,1
202,1,0,47.98403409224336,5,6,0,0
203,1,0,47.31468506994805,2,5,0,1
204,1,1,54.96431008438776,3,6,0,1
205,1,0,47.26712239064714,2,6,1,1
206,1,0,48.84137593766439,1,10,1,1
207,1,0,47.37112724032185,1,7,0,1
208,1,1,55.550465841129785,1,5,1,1
209,1,1,54.35393550563769,4,6,0,0
210,1,1,54.34705831896751,2,7,0,0
211,1,1,55.05403189509444,3,3,1,1
212,1,0,47.0781538853767,2,6,1,1
213,1,0,48.27831937079109,2,7,1,0
214,1,1,56.48159647253998,2,6,1,0
215,1,0,47.15396052721485,3,5,1,1
216,1,1,54.93162916925838,3,6,1,1
217,1,0,48.92629032568153,0,6,1,1
218,1,0,48.295343446462105,1,10,1,1
219,1,1,57.08384939442096,4,9,0,0
220,1,1,53.60855141651046,3,7,0,0
221,1,1,55.45753782085407,3,5,1,1
222,1,1,55.83871977714927,2,6,1,0
223,1,0,47.02666040950125,1,9,1,0
224,1,0,48.55439380704845,2,3,0,0
225,1,0,48.39577650682878,2,6,0,1
226,1,1,55.36984405734822,2,10,1,0
227,1,1,54.8464714088318,4,5,0,0
228,1,1,54.27356972989563,2,7,0,1
229,1,1,54.490859309147424,2,5,1,0
230,1,0,46.632629941570734,3,5,1,0
231,1,1,54.34752441409754,3,6,1,1
232,1,0,48.43387526924452,2,4,1,0
233,1,1,53.43374752781674,2,7,0,0
234,1,1,55.61028602683837,2,7,1,1
235,1,1,54.98190528740053,3,5,1,0
236,1,1,54.844297760668944,2,5,1,0
237,1,1,54.83959041621856,2,5,1,0
238,1,0,47.6586466493822,3,5,1,0
239,1,0,46.47123698943953,2,8,1,1
240,1,0,47.19482551142422,2,5,1,1
241,1,0,47.61704231537272,2,2,0,0
242,1,1,54.91674233036679,1,6,1,1
243,1,0,47.852438254373766,3,10,1,1
244,1,0,48.24310949289745,3,8,1,1
245,1,0,49.01813182831194,0,7,1,1
246,1,1,54.95310504216024,3,10,0,1
247,1,0,48.4286207562834,2,4,1,1
248,1,0,47.01472702240488,1,5,0,0
249,1,1,54.16125497043961,3,6,0,0
250,1,1,54.361012705020734,2,7,1,1
251,1,1,54.58569624866072,3,4,1,1
252,1,0,48.86870494351808,2,7,0,0
253,1,1,54.56739453734016,3,7,1,0
254,1,0,47.9328524202389,2,4,1,0
255,1,1,56.76116665162296,3,7,0,0
256,1,0,47.7860112500483,4,6,1,1
257,1,1,57.5821970291615,1,10,0,0
258,1,1,54.33719139260735,3,6,0,0
259,1,1,55.39406270288151,2,6,0,1
260,1,1,54.446380264301865,3,7,1,1
261,1,0,46.92386340501571,4,7,0,0
262,1,1,56.63849125709161,2,8,0,1
263,1,0,47.46077096743785,2,6,1,1
264,1,0,49.3711019318138,1,8,0,1
265,1,1,55.59984643558549,3,6,0,0
