years_at_current_residence,household_size,previous_eviction_count,has_disability,receives_unemployment_benefits,received_housing_counseling_invite,attended_housing_counseling,housing_stability_score
0,2,0,0,0,0,0,55.1107177855656
1,4,0,0,1,1,1,61.81584771690906
2,2,0,0,1,1,1,60.25671330418975
8,3,0,1,1,1,1,60.35372530398941
6,2,0,1,0,1,1,60.67945399611908
3,3,0,1,1,1,1,59.8775678680712
8,2,0,0,0,1,0,51.69064497479279
3,2,0,1,0,1,0,52.58937207170533
4,2,0,1,0,1,1,62.02665626719693
4,3,0,0,0,1,1,60.56409460079494
5,2,0,0,1,0,1,60.48575698922695
3,4,0,1,1,0,0,52.117625295027125
4,3,0,1,1,1,1,61.0062216277359
4,3,0,0,1,1,1,61.76801678619732
5,2,0,1,0,1,1,59.72401349677056
5,2,0,0,0,0,0,53.71188855808143
2,2,0,0,1,1,1,59.76281558916602
-1,2,0,1,1,1,0,53.598138368438384
4,3,0,1,1,1,0,53.5482832891757
5,2,0,1,1,0,1,60.05173500994864
3,3,1,0,1,1,0,52.62510656182019
3,3,0,0,0,1,0,53.68676186369756
8,3,0,1,0,1,1,60.46747109066128
4,2,0,1,1,0,1,60.835119519352
2,3,0,1,1,1,1,60.88630020073685
0,2,0,1,0,1,0,52.60554804380936
0,3,0,0,0,1,1,61.69994233685074
3,3,0,0,1,1,0,52.61908480895295
5,2,0,1,1,1,1,61.21645984138917
3,3,0,0,0,1,1,61.03651256783463
3,3,0,1,0,0,1,60.506292675654805
2,3,0,1,1,1,1,60.79708641258652
5,3,0,1,1,1,1,59.84227693844297
0,2,-1,1,0,1,1,59.95055475644319
2,3,0,0,0,1,1,62.69755976744212
5,4,0,1,1,1,1,61.31667055809771
1,2,0,1,1,1,1,62.24572102513878
-1,3,1,1,1,1,0,54.43137518041469
4,3,0,0,0,1,1,61.56377311640094
4,3,0,0,0,1,0,53.94658086565636
4,2,0,1,1,0,1,60.574220136001706
3,2,0,0,0,0,0,52.05700785995684
3,2,0,1,1,1,1,59.9499176667902
6,3,0,1,1,1,1,61.448332715953214
1,3,0,0,1,1,1,61.899433026238434
2,2,0,1,1,1,1,61.16272500593255
5,2,0,1,1,1,1,60.34260703824077
3,2,0,0,1,1,0,52.65633673475582
2,3,0,1,0,0,1,61.37302517870872
2,2,0,1,0,1,0,52.58467426625087
1,2,0,0,0,1,0,53.81529335940578
3,2,0,0,0,1,1,62.15933228047908
3,2,0,0,1,1,1,61.00440162181199
2,2,0,0,1,1,1,62.19998206810844
0,3,0,0,0,1,0,53.39824588412792
7,3,0,1,0,1,1,62.06514292298192
4,3,0,0,0,0,1,61.88645901206127
2,2,0,1,1,1,1,60.39875608057758
3,3,0,0,0,0,0,53.02383366132514
3,2,0,1,1,1,1,59.67480338952128
3,3,0,0,0,1,0,53.36348465952023
4,3,1,0,0,1,0,53.358589524191125
7,3,-1,1,1,1,1,60.71297879177693
1,2,0,0,0,1,1,61.4596326631383
3,2,0,1,0,0,0,54.93456080895281
4,2,0,1,0,1,0,53.36648293684743
0,2,1,1,1,1,0,52.90445291180696
4,3,0,1,1,1,0,54.41970554416134
6,2,0,0,1,1,1,60.58112281824394
5,2,1,0,0,1,0,54.26091733343361
3,3,0,0,1,1,1,60.94863394825704
2,1,0,0,0,1,0,54.72951529980802
1,3,1,0,0,1,0,53.98371608751977
6,3,0,1,1,0,1,59.02126963923229
0,3,0,1,0,1,0,55.0469395007132
4,2,0,0,0,0,1,61.21982581702244
5,2,0,0,0,0,0,53.42431487249638
6,2,1,1,0,1,0,53.60721912891654
5,3,0,1,0,0,0,52.20129840064374
2,2,0,1,0,1,0,53.44381119287995
2,3,0,0,0,1,0,52.89595545163481
3,2,0,1,0,0,0,52.42217281683588
2,2,0,0,0,0,0,52.67632482203975
3,2,0,0,1,1,1,61.261428427518034
2,2,0,1,1,1,1,61.230311933835246
5,3,1,0,0,1,1,60.16884827688434
5,3,1,1,1,0,0,54.81296464871597
3,2,0,1,1,0,0,52.64284402157275
7,3,0,1,1,1,0,50.05026840722109
5,3,0,1,0,1,0,52.32694385883641
5,2,0,1,1,0,0,52.77543803247693
0,3,0,1,0,1,0,52.5887392491327
0,3,0,1,1,0,0,55.53185448474508
5,2,0,1,1,1,1,61.55841382279847
1,3,0,1,1,0,1,61.15561250038206
2,1,0,1,1,0,0,52.95531373288244
3,3,0,1,1,1,1,61.79080248282867
3,3,0,1,1,0,0,52.05186566152668
4,2,1,0,1,1,0,51.13974157360511
3,3,0,1,1,1,1,59.60112496470831
3,1,1,1,0,0,0,54.47232474993094
6,3,0,0,0,1,1,59.61910150898023
4,2,0,1,0,1,0,52.76758090387945
4,3,0,1,0,1,0,54.11814312651478
2,3,0,1,0,1,1,60.40745409559493
4,1,0,0,1,1,1,61.75250971950903
4,2,0,1,1,1,1,61.7641505170349
0,3,0,1,1,0,0,53.68277359652215
7,3,0,0,1,0,1,61.07960770352805
4,3,0,0,0,1,0,53.786421876073405
5,3,0,1,0,1,0,53.05135013103803
1,2,0,1,0,0,0,54.75446549223923
7,3,0,0,1,1,1,61.44444091570641
5,2,0,0,0,1,0,52.057339488228095
2,2,0,0,1,0,0,54.41642480064267
6,3,0,0,1,0,1,59.9599005415447
2,3,0,1,0,1,0,52.50659369945609
1,1,-1,0,0,1,1,61.768147386697926
4,2,0,0,0,0,0,52.90739718664321
1,2,0,0,1,1,0,53.36218855996831
2,2,0,1,0,1,0,53.71820455878712
5,3,0,1,1,1,1,59.28950439827173
1,3,0,1,0,1,1,61.83794060561406
8,3,0,0,0,1,0,53.36908133764218
2,4,0,0,0,1,0,55.60537999779103
5,3,0,0,1,1,1,58.41490283137277
4,3,1,0,1,1,0,53.75726528587452
4,2,0,1,1,0,0,54.87223721926136
4,2,0,1,1,1,1,61.60292378951731
6,3,0,0,1,0,0,51.38384145140141
5,2,0,1,1,1,1,59.056095948873576
6,2,0,0,1,1,1,60.54459940120999
0,1,0,1,0,1,0,51.92022278743493
8,2,0,0,1,1,1,61.70145062804712
2,2,0,1,1,0,1,62.48598642097619
2,2,1,0,1,0,0,53.98546138006509
5,3,0,1,1,0,1,60.00309731036769
2,2,0,0,0,1,0,52.807651519034366
2,3,0,1,0,1,0,52.44335279524388
5,2,0,0,1,1,1,59.12960557280549
4,2,0,1,1,1,1,61.69349775646103
4,3,1,0,1,1,1,61.49946764503628
4,2,0,1,1,0,1,60.12079852356399
6,2,1,1,1,0,0,52.81315299790314
5,2,1,0,1,1,0,52.01401273434787
1,2,0,1,0,0,0,52.88637484953065
3,2,0,1,1,0,0,53.09049356569941
3,2,0,0,1,0,1,61.10968413149009
1,3,0,1,1,1,1,60.432047638203045
2,3,0,0,1,1,1,60.12639709832043
5,2,0,1,1,1,1,61.07891372179079
5,2,0,0,0,1,0,53.92613410557161
6,3,0,0,0,1,1,62.65183668633464
2,3,0,0,0,0,0,53.28479277718984
2,1,0,0,1,1,0,53.653311286155486
7,3,0,0,0,1,1,61.698651569173606
4,3,0,1,0,1,1,60.9205575987991
0,3,0,1,0,1,0,53.71822339637346
4,3,0,0,0,1,0,53.1876878159762
5,3,0,1,1,1,1,59.29090181648863
4,3,1,1,1,1,0,51.84601084826287
1,3,1,1,1,1,0,52.23341668188124
5,2,0,1,1,1,0,53.41830764732288
4,2,0,0,1,1,0,52.13707955992414
4,3,0,1,0,1,1,62.15599031040121
0,2,0,0,0,0,0,51.16515034522988
5,3,0,1,1,1,0,52.39729038257787
5,3,0,1,0,1,1,59.89172842352137
7,3,-1,1,0,1,1,58.91166573444808
2,2,0,0,1,1,0,55.33270417234044
4,2,0,0,1,0,0,52.01702425967545
2,3,0,1,0,0,1,62.10018783841525
5,2,0,1,1,1,1,61.33004719692797
3,4,0,0,1,0,0,53.82430020103697
9,3,0,1,0,0,1,59.724678116823625
6,2,0,1,0,0,0,52.59730439204854
5,3,0,1,1,0,1,61.34104682388843
5,3,0,0,1,1,0,53.26983167064597
6,3,0,0,0,1,1,61.87859980454423
0,3,0,1,1,1,0,53.84733411002513
7,2,0,1,1,0,1,60.048895759672405
1,3,-1,1,1,1,1,60.50201736999585
0,3,0,1,1,0,0,53.22088708583883
2,3,0,1,1,1,0,53.275179137696135
4,3,0,1,0,0,0,53.13312010218221
2,3,0,1,0,1,1,62.68886528842893
1,3,0,1,1,1,1,61.87113773977182
2,2,0,0,0,1,0,53.23705772040786
6,2,0,1,0,1,0,52.89606425933695
4,3,1,1,1,0,1,60.54540990790345
3,4,0,1,1,1,1,59.840778158374974
3,3,1,0,1,0,0,55.47262087572395
4,2,1,1,1,0,0,51.48790668891786
7,3,0,1,0,0,1,60.41959352625779
6,3,0,0,1,1,1,59.94630942510803
2,3,0,0,0,1,1,62.145841022329286
5,3,0,1,1,1,1,59.66939041677971
1,2,0,0,1,0,0,52.99541087256892
5,3,0,1,1,0,1,59.92073115285962
4,1,0,0,0,0,0,52.08249710801341
3,2,0,1,1,0,0,51.57071882285952
4,2,0,0,1,1,1,60.797722885327374
2,3,0,0,1,1,1,61.28510580174251
8,3,0,1,0,1,0,53.22522114635736
6,2,1,1,1,0,0,52.55210343977269
5,3,0,1,1,1,1,59.66310940608578
5,3,0,0,1,1,1,61.34553020211037
6,3,0,1,1,1,1,60.51665867556184
5,3,1,0,1,0,0,51.31524004796353
6,2,0,0,1,1,0,51.84814147784867
5,2,0,0,1,0,0,52.58064183258328
0,3,0,0,0,1,0,54.62360882243016
2,3,0,0,1,1,1,60.59832162449962
2,3,1,0,0,1,1,58.473915635881546
5,3,0,0,1,0,1,59.785415742932
6,3,0,0,0,1,0,53.549540120008025
4,2,1,0,1,1,1,61.64583453688694
2,2,0,1,0,0,1,59.98819750868028
1,3,0,0,0,1,1,61.07709792353628
5,3,0,0,1,0,1,62.69857719149597
4,2,0,0,1,0,0,53.695113030063474
5,3,0,0,1,1,1,62.92260051160828
2,3,0,1,1,0,0,54.17171018076226
0,1,0,1,1,1,1,61.21541693765671
6,2,0,1,0,1,1,60.15026489613157
5,3,0,0,0,1,0,53.45414018310526
2,3,1,1,0,0,0,54.49440535888003
2,3,0,0,1,0,0,53.66072142113019
8,3,0,0,1,1,1,59.86040197078082
3,2,0,0,1,1,0,52.54324994625234
9,3,0,1,0,1,1,61.58739750979063
5,3,0,1,0,1,1,61.46321782806975
5,3,0,0,0,0,0,53.23586759743439
5,3,0,1,0,1,1,60.98327280407501
1,2,0,0,1,1,0,53.65996799299552
5,2,0,1,0,1,0,51.900822454247496
4,3,0,1,0,1,1,61.28023861011161
2,1,0,1,0,0,0,54.4709707648984
5,2,0,0,1,1,1,63.064435029961
1,2,0,1,1,1,0,53.61938457853418
5,3,-1,0,1,1,1,63.21133160539593
6,3,0,1,0,1,1,59.96084466922214
3,3,0,1,0,1,1,61.691137203643294
7,4,0,0,1,0,1,61.09135245873183
-1,3,0,0,0,1,0,54.05097748923416
4,3,0,1,0,1,1,60.08292218719883
3,2,0,0,1,1,1,60.94966392320247
2,2,0,0,1,0,0,53.90572194639584
0,1,0,0,1,0,0,54.34223757288623
4,2,0,1,1,1,0,51.80426995156583
7,3,0,1,0,0,0,52.45739504721545
4,3,0,0,0,1,0,53.94687286422958
4,2,0,0,1,1,0,51.66064046268456
3,3,0,1,0,1,0,52.33267224820785
2,3,0,0,1,1,1,61.37806743921021
2,2,0,1,0,0,0,53.3684177736971
1,3,1,1,0,1,0,54.22461599300132
8,2,0,0,0,1,1,61.28022229094916
5,3,0,0,1,1,0,54.82047737448384
3,2,0,0,0,1,0,54.224030468721125
2,2,0,0,1,0,0,52.45744373674646
6,2,0,0,1,0,1,60.95042829554984
2,2,0,1,1,0,0,52.29987733939438
5,3,0,0,1,1,1,61.936950223097575
8,3,0,1,1,1,1,62.40153368210535
5,2,0,0,0,1,1,61.49258941261644
4,2,1,0,0,1,0,51.34768985781666
0,3,0,1,1,1,0,54.07957308376702
3,3,0,1,0,0,1,61.68553751843561
1,3,0,1,1,1,1,61.260783137085205
4,2,-1,0,0,1,0,51.9802973461515
1,2,0,0,0,0,0,53.54134999343864
1,2,0,1,0,0,0,53.18551876129016
5,4,0,1,1,1,1,60.99509993739095
4,2,0,1,1,1,1,61.16806337411822
1,2,0,1,1,1,1,60.09441800851374
3,2,0,0,0,1,0,51.53106678981328
5,2,0,0,0,1,1,60.69981256547986
4,3,1,0,0,0,0,52.636015655055466
2,2,0,1,1,0,0,52.30023013121172
7,3,1,1,1,1,0,50.886334076161184
2,2,0,0,1,0,0,53.16494609048499
3,2,0,0,1,1,1,61.385078479032
7,2,1,1,1,1,1,59.80280516324784
0,3,0,1,1,0,0,52.889926841405504
1,3,0,0,0,1,0,53.79729756176037
5,3,0,0,1,0,1,60.04832313988619
5,3,0,0,0,1,1,62.96205809778898
3,3,0,1,1,1,1,60.06696182900816
6,2,0,1,1,1,1,58.75267014254543
3,2,0,0,1,0,1,61.289441346586365
4,2,0,1,1,1,1,61.39426505986318
1,3,0,0,1,0,0,53.70623149407763
8,3,0,1,1,1,1,59.377910999271805
1,2,0,1,1,0,1,61.12152536174667
9,2,1,1,0,1,1,60.29662440646512
5,4,0,0,1,1,1,62.1480162513411
6,2,0,0,1,1,1,61.0822249070895
6,3,0,0,1,1,1,61.29750537246591
4,3,0,0,1,1,1,61.26473554034283
8,3,0,1,1,0,1,58.40781094215708
4,3,0,1,0,1,1,61.04221841250813
1,3,0,0,0,1,0,54.35402728375896
1,2,0,1,0,1,0,53.69949721933956
5,2,0,1,0,1,0,53.54348245601433
1,2,0,1,0,0,0,53.22288311811451
4,3,0,0,1,1,1,60.66547418154149
4,2,0,0,1,1,1,62.82874970152444
0,2,0,1,0,1,0,54.607271940965
3,3,1,0,1,1,0,52.52618374716352
0,3,1,0,1,0,0,52.70964193066789
5,2,1,0,1,1,0,52.27051570910168
4,2,0,1,0,1,1,60.69340227521835
6,3,0,0,1,1,1,59.07014216417603
7,2,0,0,0,0,0,51.57284010889992
-1,2,0,0,0,0,0,53.967872586411424
2,2,0,1,1,1,1,58.87762168251002
6,3,1,1,1,1,1,60.36767336783237
6,3,0,1,0,1,1,60.05284188568511
5,2,0,1,1,1,1,60.50415916631359
3,2,0,1,1,1,0,52.30437789604209
3,3,0,1,1,1,1,62.839815894171885
3,2,0,1,1,1,0,53.35870710897882
1,2,0,0,1,1,1,61.56384252376712
4,2,0,1,1,1,1,59.35267457613648
0,3,0,0,0,0,0,53.427142462828144
2,3,0,0,1,1,0,52.218973266480944
2,3,0,1,0,1,0,54.11250180257988
5,2,0,0,0,0,0,54.90826535015112
2,2,-1,1,0,1,1,61.86484675683507
5,3,0,1,1,0,1,60.53927717266367
3,2,0,0,0,1,0,54.93278162355969
5,3,0,0,1,1,0,52.41710185636404
8,3,0,1,0,1,1,61.84832205149514
7,3,0,0,0,1,0,51.46858749433934
7,2,1,0,0,1,0,51.49971145910276
5,2,0,1,0,1,1,60.3622550404349
2,3,0,1,0,1,0,51.90052563771725
7,3,0,0,1,1,0,53.21574173441032
7,2,0,0,0,0,0,53.45638982406925
5,2,0,0,0,0,0,53.65269177322357
3,2,0,0,0,1,1,62.29612154348001
3,3,1,0,0,1,0,51.14443639800517
6,2,0,0,0,1,0,52.55800322635971
5,3,0,1,0,0,1,60.26408875406143
2,3,0,1,0,1,0,52.83307209575987
0,4,1,0,1,1,0,53.4400438379291
5,3,0,1,1,1,0,53.12931644925264
4,2,0,1,0,1,1,60.37220890608764
4,2,0,1,1,1,1,60.81635940353339
6,3,0,1,0,1,0,51.19355704685524
3,3,1,1,1,1,1,61.1044996076577
3,3,0,0,1,0,1,62.68031118569551
4,2,0,0,0,0,0,53.46228250929571
5,3,0,1,0,1,1,61.90034654126467
1,3,0,0,0,1,0,53.193907505522446
6,3,0,1,0,1,1,60.207402487305664
4,3,0,1,1,0,1,59.87423073231943
6,2,0,1,0,0,1,62.302805516989935
8,2,0,1,1,1,1,58.85044570930465
0,2,1,1,0,1,0,52.8472612569845
5,2,0,1,1,1,1,61.31913090424819
1,2,0,1,0,1,0,52.773518631698856
2,3,0,0,1,1,0,52.86636954497729
2,2,0,1,1,1,1,59.49668465025609
4,2,0,1,1,1,1,61.286410729992845
4,3,0,0,0,0,0,53.52381421696357
4,3,0,1,1,0,1,61.93872777492493
0,3,0,1,1,0,1,60.10645281295761
5,2,0,1,0,1,0,51.780080616711565
3,2,0,0,0,1,1,61.80224050083963
