age,income_level,gender,minority_status,neighborhood_score,community_program_participation,neighborhood_satisfaction
8,8,0,0,10.672125721716732,0,3.623280031837869
10,6,1,1,14.751298269561406,0,9.08480415722924
6,3,1,0,14.05066701400886,0,8.100069638627888
9,5,0,1,18.48354055266385,1,15.881581692553343
8,5,1,0,16.933923483192203,1,14.66109438872764
8,5,1,1,13.47385750372964,0,6.994144344691279
6,2,1,0,20.813554652063303,1,18.80268444143965
9,3,1,0,17.051036852176345,1,14.544844508602004
12,6,1,0,11.80835213175064,0,3.86429773844508
10,8,0,1,15.516311571036658,1,13.01772334750495
5,3,1,0,14.34463926432232,0,8.249586134937848
9,7,1,0,18.63046614428403,1,16.74233418318038
12,3,0,0,14.50963196107042,0,8.44313122985719
11,6,1,1,10.61338119721042,0,2.403969239077161
5,3,1,0,14.441629448917482,0,8.499236355539983
9,6,0,1,15.704066448922976,1,14.512310694644553
8,7,1,0,14.393128838115915,0,8.416590644301856
1,7,0,1,13.115078584968986,0,7.028954305908831
6,7,1,0,16.292410777221242,1,14.206938081433211
8,4,1,1,17.626613607626084,1,15.610380763163722
8,4,1,1,13.935357136974842,0,7.119645170458664
6,7,0,1,14.057689428458977,0,8.268575822005875
4,7,0,0,15.430630746817224,1,13.690843717458844
9,4,1,1,12.47524193027418,0,4.938695828704966
8,5,1,0,15.673406092765845,1,12.949077510713275
12,5,0,0,15.790471805171856,1,13.040123982970258
6,6,0,1,16.401241417312576,1,14.35743217093167
5,5,0,1,14.928757246153806,0,8.977936935464365
7,6,1,1,14.906688962636164,0,8.8999719291877
6,6,1,1,14.080742863795288,0,7.280562357261613
8,6,0,0,15.764823308957975,1,13.463822579878435
10,4,1,1,16.86510790241205,1,14.29994046285507
9,7,0,0,15.41804621922294,1,14.474561274463266
9,5,1,0,16.075579358348453,1,14.690173490128776
5,6,1,0,15.76812592474296,1,14.446848805554325
11,7,0,0,12.85745560378319,0,5.888744637852308
7,6,1,0,13.110327346744358,0,6.666555625827503
9,5,0,0,15.852308530670244,1,13.752877704140015
6,5,0,1,13.970127802847372,0,8.566850614698835
9,4,1,0,14.856607515042777,0,9.413349776992838
13,4,1,0,12.92390804303837,0,5.506538328877813
7,4,0,1,13.56336837869446,0,7.579542011267156
12,7,0,1,18.24467541579251,1,14.915365902352114
2,8,1,1,17.31990892715685,1,15.985412276580972
6,7,0,0,12.890012038021794,0,6.754154440684332
5,4,1,1,16.303270196175202,1,13.769172740141263
5,4,1,0,13.016193520869283,0,7.370232377329696
3,8,0,0,14.059581460848994,0,9.638082713983003
5,4,1,1,18.042695387967694,1,15.793008680643824
5,6,1,0,15.23213549597081,1,13.488880656871093
6,5,0,1,18.08988410818616,1,15.741404453160776
6,7,0,0,13.325818041042174,0,7.430754924938903
11,4,1,0,13.588116439755254,0,6.63582247342854
3,5,0,0,13.38581640692534,0,7.24916233551983
11,4,1,0,14.734890874765258,0,8.090961195038368
7,6,1,0,13.821853270949978,0,7.216560308498114
13,5,1,0,13.5605019537018,0,6.610771421266503
11,4,0,1,15.36575224277296,1,13.13477786888212
8,6,1,0,11.94231832605404,0,4.070536060725431
9,7,0,0,12.867539869408112,0,6.215326739501111
3,4,1,0,14.400130252804257,0,8.17617771215947
15,5,0,0,17.15422163877939,1,14.464416009155844
9,5,1,1,15.33871150999623,1,13.037584363665946
4,5,0,1,9.895848622394848,0,1.5099197213059707
7,4,0,0,14.691314808508926,0,8.695236906897899
6,3,0,1,18.009704838255416,1,15.421626372480274
9,6,0,1,18.093150150343625,1,15.808836415566232
8,7,0,0,16.05676888582531,1,13.685175473571144
3,6,1,1,16.439948888681215,1,14.703253125553088
14,6,0,0,18.44886090912973,1,15.589362779765803
10,5,0,1,16.996094004872372,1,14.51803925969023
10,5,0,1,17.168148042179812,1,14.550911009464604
8,7,1,1,10.364315079656755,0,1.6776437722318391
10,7,0,1,14.080552386661424,0,7.661647987509474
5,6,1,0,16.63024150960985,1,14.79172120152592
5,4,0,0,13.041307647017724,0,6.1838165199631945
7,6,0,1,18.43278884430543,1,15.937853401900464
10,6,1,0,11.60946907069672,0,3.814579843039149
8,6,1,0,15.266425731915684,1,13.736992495472265
7,6,1,0,14.137885333128976,0,8.095289154071832
1,9,0,0,16.72492416191778,1,15.606020932158126
10,2,0,0,17.696589572483706,1,14.199928378908783
8,8,1,1,15.062401909322116,1,12.428205526124383
3,7,0,1,15.830165889276875,1,14.017905129811233
9,5,0,0,19.53550052300104,1,16.989317869517777
13,7,1,0,15.106387706137282,1,12.117643188531348
9,4,1,1,16.246797369697376,1,14.170991886813251
3,5,0,0,13.422749237082607,0,7.569909484297511
6,8,0,1,16.463862929737406,1,15.195734241182382
6,4,0,0,15.026308120155004,1,13.17233179988198
11,5,1,1,16.253694059473354,1,12.628661298801932
4,6,0,1,15.363990822426045,1,12.57890606601287
13,9,1,0,15.530460996974206,1,13.564201885663252
8,4,1,1,14.89151871285446,0,8.273958080580481
8,5,0,1,14.219464402141323,0,8.114668144092631
5,6,1,0,15.314752980965954,1,13.32220018588888
5,8,1,0,20.141710657886858,1,17.635499390290207
2,6,1,0,13.642873361523694,0,7.509805163085779
2,4,1,0,14.419318763044837,0,8.970915044925054
6,6,1,1,16.281255412434714,1,14.757734436264952
8,5,1,1,19.24604551061672,1,17.174481552658186
12,5,1,0,18.747646599050167,1,15.410472123205912
6,4,1,1,16.299695629018146,1,13.941621731192976
9,7,1,1,16.665451807928065,1,14.640138946599446
8,4,1,1,14.368808706936232,0,8.44466419700523
12,6,1,1,13.538333706955738,0,6.686304246417275
7,6,0,0,15.732113622823306,1,13.649645833084689
3,5,1,0,12.888399190815935,0,6.951293002116008
1,5,0,1,17.301448371956994,1,15.39803695466068
9,5,1,0,14.672646427697098,0,8.151595619496431
12,5,0,0,11.597985575530885,0,3.511609800325119
8,3,1,0,14.131657974006751,0,6.664549116801155
7,6,0,0,16.9622661639013,1,14.99112325790145
5,3,0,1,17.363527705038443,1,15.211945088972175
12,5,1,0,16.43007924345574,1,13.256576194938551
4,8,1,1,14.882974066381175,0,10.141510171310394
0,5,1,1,14.655270623128562,0,9.427786169275109
5,5,0,0,17.598747236971803,1,15.96008236078483
3,4,0,0,13.08894874208647,0,7.528197172872423
4,7,1,1,17.261152483597005,1,15.518085469085142
9,5,0,1,14.032801542940955,0,7.416830806368639
9,6,1,1,15.12811621219435,1,13.170221917558491
7,5,0,1,15.653248764818986,1,14.924978545082968
9,9,0,0,15.9911229040821,1,14.588389791172936
10,6,0,1,17.503055231656514,1,14.039829388926382
10,5,0,1,9.542568527446292,0,0.9659218030676044
8,6,0,1,15.741171642093006,1,13.879972079134223
8,4,1,1,15.509327941420484,1,12.712412791499856
10,7,0,0,18.642332854191835,1,15.878441403710813
5,6,0,0,18.284592725567837,1,15.653679450073763
5,6,0,0,17.045987576774785,1,16.056167846386682
12,5,1,0,14.481894453884983,0,7.859803112487961
3,5,1,1,17.475603431126192,1,15.541041934784683
9,6,1,0,16.819517717253383,1,13.555018421463505
6,3,1,1,14.697535469796676,0,9.284539098540243
9,5,0,0,16.20164310427908,1,13.680331484996117
6,4,0,1,16.294336845194294,1,13.607512718642123
9,6,1,0,14.43166852492189,0,8.245215474094335
8,7,0,1,17.230662307035473,1,15.862705831910006
8,4,1,1,14.93772206790715,0,8.873738047409372
8,7,1,0,13.30036976696534,0,6.956306874679385
11,4,0,1,15.824209780006209,1,13.77445611772766
4,5,1,1,13.312006366230248,0,7.495094546225945
7,6,1,0,11.522576629900072,0,3.549939384941264
6,6,0,1,15.73444666908594,1,14.228808767809506
12,5,1,0,17.238834081907374,1,13.608779530857952
11,7,0,1,12.208475130294577,0,4.534331146500991
8,7,1,1,15.40530163222078,1,13.692475522250849
8,5,1,1,16.878703706112663,1,13.86105844696872
10,5,1,1,15.49803477319524,1,12.433793463014878
11,6,1,1,17.380808619673566,1,15.341132606378856
12,6,0,1,14.910636949579128,0,8.48785565211756
5,5,1,0,14.868161766784247,0,9.17766673943886
8,6,1,0,19.07810494628326,1,15.912455198042563
9,5,1,0,11.371274432517346,0,3.433576208864964
6,4,1,1,16.139162187628255,1,13.70567807068318
8,4,1,0,13.163974398706108,0,5.99086808599126
7,4,1,0,16.18334086909358,1,14.395504005340149
11,8,0,0,12.730140255538206,0,5.333465195770782
9,5,0,0,14.277657349849232,0,9.00967338109973
2,4,0,1,16.607647039458815,1,15.38915108608572
8,3,0,0,17.396442134657992,1,14.418019905440913
3,3,0,1,16.060079676153453,1,15.32366243562213
10,3,0,1,18.34421686890702,1,15.38912385353472
11,4,1,0,11.311221551918567,0,3.235968032859517
9,5,0,0,17.173691635667325,1,14.548397852679466
10,5,1,1,12.577937191767324,0,5.435606021120866
9,5,0,1,12.250075493121422,0,5.0122728475266
4,5,0,1,13.75126593895506,0,7.016634288152916
6,4,1,0,16.06125347510561,1,14.827979952626707
8,5,0,0,14.810721884448077,0,8.481864658913105
4,4,0,0,16.40143137316905,1,15.22594892244872
6,7,1,0,16.05440716066185,1,13.545721775779851
2,8,0,1,18.82955542570772,1,16.624070912231918
8,5,1,1,16.105768395827248,1,13.2684393978616
6,8,0,0,12.472904951956863,0,5.975334320737497
8,7,0,1,14.860541250160496,0,8.757834981898053
10,5,0,0,10.392219867355074,0,1.9543595953178412
10,5,0,1,14.396348830725538,0,7.137163274219287
6,2,0,0,13.892563774071046,0,8.494894938528764
2,6,1,0,13.4120098505656,0,7.366269898811154
9,5,0,1,20.724106336825606,1,16.952700638646714
6,3,0,0,15.14566369882154,1,14.10035713897659
6,5,1,0,15.53814754434582,1,13.04147629692069
11,5,1,0,12.894753148035626,0,5.125981858235464
5,5,0,0,16.84164746106858,1,15.09375870711682
8,6,1,1,16.02140860791571,1,13.323988464888073
10,6,0,1,18.8815651094074,1,16.1561073617105
7,7,0,1,14.623912472805833,0,9.222796733788853
11,7,0,0,14.180233973714405,0,8.619507565738513
1,5,0,0,19.569006507307893,1,18.354915261530536
12,5,1,1,15.496560445675502,1,13.640039374570044
9,2,1,1,10.457933871537191,0,2.1315242226473137
8,4,1,1,15.739362880716415,1,12.788345872722072
3,9,1,1,19.05177311940453,1,16.581334533020218
7,2,1,0,13.955091457569957,0,7.684461365968727
7,7,1,1,12.208420315376037,0,5.335290999104201
2,4,1,1,12.063375187846772,0,5.017212376771778
7,6,0,0,12.542248944552307,0,5.191833814794922
6,6,1,0,16.527024806197687,1,15.039696085576674
11,6,0,0,12.604365645568851,0,5.372952059243492
8,6,1,0,14.901339524858688,0,9.503978104021977
12,5,1,1,17.251414744281387,1,14.321505757000736
9,6,0,1,17.41445410592716,1,15.103695177616563
8,5,0,0,16.667163633967125,1,14.12487659668876
6,5,1,1,16.503100432535582,1,14.663405846174609
9,6,0,0,17.209000600848274,1,14.574900278574653
15,7,0,0,14.249437152275158,0,7.692016523580661
15,8,1,1,12.747367189463276,0,4.755267700737335
6,5,0,0,17.262761413597126,1,15.308131024065071
8,5,0,0,14.09205917625393,0,7.789086053635822
5,5,0,1,19.26044428893415,1,16.712987772777378
11,4,0,0,15.954265341487892,1,14.31344590016075
7,3,0,1,12.559447905648415,0,4.766203411307482
9,7,1,1,13.791381572558867,0,8.078427474832296
8,4,1,0,14.53784273082626,0,9.38504469749671
7,5,1,1,15.497584129546668,1,12.632328442617633
5,4,1,0,13.428848899707216,0,6.453845723078255
6,6,1,1,12.671606046435336,0,7.623086833775085
11,5,0,0,14.68403664346273,0,8.585751844530023
5,5,1,0,13.5105669036215,0,6.907581446048547
10,6,1,0,17.289055150842316,1,14.10998318267489
4,7,0,1,13.724533094329946,0,9.162275307056676
6,9,0,1,18.61093161090116,1,16.638713529127358
12,5,0,1,10.960709483701244,0,2.977593427563938
5,4,0,1,12.467651110096934,0,5.679162790422522
0,7,1,0,15.899244349524809,1,15.051984762558115
5,6,1,0,16.851317687322354,1,14.143360243220975
11,6,0,1,15.734617892893867,1,13.86551493965195
8,7,0,1,15.755684024375348,1,13.635254373194758
4,5,0,1,13.023249633427032,0,6.5740350394736575
8,6,1,0,11.52347693190643,0,4.825386794749156
11,6,1,0,16.387022401862634,1,13.655891262365
8,5,0,0,12.41351042228426,0,6.330953044989974
15,4,0,1,17.638915857808286,1,14.86445081214613
12,7,1,1,15.092217157625456,1,12.331196929306234
3,5,1,0,12.06303153799167,0,5.303404891761999
6,8,1,1,14.52622839969645,0,8.729493142212704
9,4,1,0,15.609809651102356,1,12.543398107338987
5,4,0,1,15.236010331354423,1,13.341224366807191
13,4,0,1,17.980070729437752,1,14.13142089049376
9,6,0,0,14.601255960721248,0,8.31729158128245
10,6,1,0,15.718975102558897,1,13.076756133113076
7,5,0,0,13.423152006022605,0,6.69317163996609
5,6,0,1,15.5208272365451,1,13.892373919520043
1,5,1,0,15.021627599470351,1,13.782420891112547
9,6,1,0,14.393727207691253,0,8.966248428951797
7,5,1,1,16.39334062740996,1,14.49234687690325
6,7,1,0,15.396519591579905,1,14.1947245622066
8,6,0,0,16.105970075398098,1,14.361487565903904
8,6,1,0,16.20506215871645,1,14.937225112976812
12,6,0,1,16.030563119736183,1,13.01298436165177
10,7,0,0,12.644854118093344,0,6.002000868949993
12,5,0,1,15.533372263110529,1,13.378419907070914
6,7,1,1,16.41886023242012,1,15.101542084042652
7,5,1,0,15.135044235797263,1,13.166712580109504
4,6,1,1,11.90856801581348,0,5.094863964131254
8,5,0,0,12.841578024245806,0,6.421618426862882
10,5,0,1,12.501574239842745,0,6.11975294004777
13,6,0,1,13.191965004420783,0,6.038764682562335
8,5,0,0,16.460015635747737,1,14.062776375463164
5,6,1,0,17.268901886100995,1,15.211729922298586
8,6,1,0,12.550400610806893,0,4.687675515044299
3,7,1,1,14.410923884169511,0,8.803961808860794
12,6,1,0,16.762042947603714,1,14.413544250499193
14,6,0,1,18.74272461723608,1,14.53246438737238
6,3,0,1,13.982397756579282,0,7.230830784028035
11,6,0,0,12.990811197420784,0,5.352308605114443
7,4,1,0,12.67149066479554,0,5.024453461378308
13,7,1,1,15.495802247497847,1,12.980105422723256
8,4,0,1,15.71557191752906,1,12.845021747546914
12,10,0,1,14.464091330512073,0,7.913368542504326
1,4,0,1,17.195516096456934,1,16.210321210067626
4,7,0,0,11.16768664771626,0,3.870575747783683
8,8,0,1,14.324149425521382,0,8.184192271601145
7,4,1,0,14.923031137034204,0,9.13891633504262
7,4,0,1,15.604091640280576,1,13.374603488960696
6,5,1,1,14.096478620988565,0,7.625494996809881
10,6,1,0,14.159955468956955,0,8.575743413847135
11,2,1,1,14.08474703548952,0,7.124945834294459
6,4,1,1,15.86261319302091,1,14.082413089832457
11,5,1,0,13.345238358671963,0,6.498186863158704
4,6,0,0,15.555193372789978,1,13.938016461931978
12,4,1,1,14.117757622278138,0,7.713152519031733
6,6,0,0,16.88803067151137,1,14.750415438365575
12,8,1,0,13.699034915275371,0,7.37946682033302
9,5,0,1,13.089025536206671,0,6.495469008936211
6,6,0,0,11.677876229387234,0,4.565885617844371
10,6,1,0,13.09547433821174,0,6.929403725567818
5,6,0,0,16.70628839606566,1,14.277985125025069
8,5,0,1,14.669234835139582,0,8.078397763915667
12,7,0,0,12.88870048595111,0,6.676265066223548
1,3,0,0,15.00952842420823,1,13.323879973641397
11,6,1,0,15.240737273919454,1,12.975959300392905
10,6,0,1,17.646164574666148,1,15.046985112012733
4,5,1,0,15.888506103101234,1,14.550020448628173
5,4,0,0,15.820080559561807,1,14.32303675763384
11,4,1,0,15.240699640125126,1,12.710663329961022
15,6,0,1,10.80729671901652,0,2.378759244931781
10,5,1,1,14.137763962214656,0,6.591187913867016
8,5,0,0,13.95469252179604,0,7.569896537302935
9,9,1,0,15.221059336162208,1,13.110275884700693
10,6,1,1,15.881716738209564,1,13.858604085978586
10,5,1,0,18.42490083925489,1,15.319793506564077
9,5,1,0,15.723626335895238,1,12.71283855361218
8,4,0,1,16.80971243199589,1,14.332647680905785
8,5,1,1,13.100339437087866,0,6.391074432810647
6,5,1,0,14.858325063870716,0,9.330529120235845
12,9,0,0,11.841254065831366,0,4.587391698053074
7,5,1,1,17.02645911037372,1,14.702611529738324
6,5,1,0,14.441779281796045,0,9.00921245116177
10,7,1,0,16.065577486875377,1,14.767379446174676
8,3,0,0,13.926157005714993,0,7.67746602949599
11,5,1,0,13.661874347011029,0,6.854421553846986
8,7,1,0,15.260651419785283,1,12.4596014207841
8,4,0,1,13.71588880858472,0,6.571732351117626
4,5,1,1,16.028870150700985,1,13.973457648069552
7,5,1,0,16.84762271780034,1,14.730946144929613
4,7,1,0,13.220917629555316,0,7.754861623362288
9,6,1,0,14.43650784159775,0,8.229758490285223
3,5,1,0,14.160197640287713,0,8.544840053806432
10,5,1,0,13.75372017161464,0,6.976688211798316
14,6,1,1,14.481713635399936,0,7.594820274384491
6,2,1,1,16.100470604021435,1,13.947733545440208
10,5,0,1,14.40261159724574,0,7.397476675156262
4,7,1,1,14.810902186441377,0,9.900637409093408
6,5,0,1,15.648899176495323,1,13.94573004508742
9,6,0,0,15.2740146626799,1,12.662350843384898
9,8,0,0,15.279298653917976,1,13.811596373076943
10,4,0,0,11.25328005358894,0,3.855964182013522
8,4,0,1,14.354354823234225,0,8.330822586205288
5,6,1,1,16.8038550072777,1,15.841463622549682
5,5,0,0,11.806836803471684,0,5.468879327206628
2,4,1,0,15.789129746158997,1,15.717145177635944
2,5,1,0,12.548597012039052,0,6.00152939074463
9,6,1,0,13.541076000016204,0,7.361049648486028
12,6,0,1,14.166059897152332,0,7.897945713223999
8,7,0,1,15.5842196723099,1,13.402132010630687
7,7,0,0,18.42859318995828,1,15.63083789216391
8,8,1,1,15.840148185850971,1,13.818910220466591
12,5,0,1,14.619753366214148,0,7.791549336513798
4,8,0,0,16.535543681908734,1,14.94891828981278
8,5,1,0,12.675923622547849,0,5.55954409211571
10,4,1,0,13.795765536883648,0,8.00155214119444
9,6,1,1,17.895023886221338,1,15.86282853767191
7,7,1,0,17.465365966499515,1,14.871621760094897
10,6,0,0,15.272614906328537,1,14.010493760482056
7,5,0,0,15.742124618929925,1,13.49981030486849
7,0,0,1,15.31996206392259,1,13.348666973630136
7,4,0,0,20.22152761655233,1,17.466471414529426
10,5,0,0,12.831785839803889,0,6.577961697256964
11,4,1,1,17.604792648411106,1,14.75441420787137
14,6,0,1,15.74905903725721,1,12.495083812844683
1,6,1,1,12.957042252523056,0,8.321141418476863
8,4,0,1,14.587323766957535,0,7.601346225726153
7,5,1,1,14.013361445744351,0,7.721009789631634
13,5,1,1,15.303428882155846,1,12.665901027376854
8,4,0,0,13.434429683381811,0,7.095702678296625
9,6,1,1,17.068130471301615,1,14.09318768860198
8,7,0,0,13.959017969756877,0,8.047098300293491
11,6,1,0,16.680365106879282,1,14.41371461159899
13,6,1,1,15.17210595153646,1,12.707644559423418
11,8,1,1,19.368081739992103,1,16.16090454867097
9,7,0,1,14.97307250612492,0,9.103359221813603
9,6,1,0,11.385288284530596,0,3.35736912951846
10,6,0,0,15.833045986061526,1,13.217707670902804
8,6,0,0,14.985643914136146,0,9.78528996720663
9,3,1,0,15.762048489039538,1,13.807774999156566
3,4,0,1,17.708756782884937,1,14.646508154041896
6,7,0,0,19.140354392361274,1,17.02229681005515
8,5,1,1,14.379367312984712,0,8.308071432121427
11,4,0,0,14.27142663550183,0,7.774201287687677
7,5,1,1,12.158743974203452,0,6.2805068207339785
4,6,0,1,15.727496165150583,1,14.509658982016711
4,7,0,0,15.999518486236926,1,14.560100830786023
6,5,0,1,15.100469364319553,1,14.037909949884384
8,6,1,0,16.39084330567557,1,13.620086439515866
10,4,0,1,11.343875253506411,0,2.853797893605854
5,4,0,0,15.03832991103746,1,13.194002739520895
10,6,1,0,13.344929298897265,0,7.500607139361252
10,3,1,1,17.240421161782727,1,14.373942978121509
12,3,1,1,11.69699920580926,0,3.5247357390756253
10,6,1,1,13.60547150043479,0,7.093516824835419
10,8,0,1,12.573813835048146,0,6.117509975207493
9,7,0,0,19.82633281281251,1,16.80412403454183
6,5,1,1,14.817977181300469,0,8.704711788992086
5,7,0,1,15.403864939963746,1,14.644086215997088
9,5,1,0,15.365192359360044,1,14.118997191971744
12,7,1,1,13.741438334097609,0,6.980218320877985
4,9,1,1,13.260307972731262,0,7.037099735766157
5,6,0,1,15.794614225279448,1,14.599164695609293
0,5,0,0,14.626083987727162,0,9.26981262727594
5,5,1,0,20.01011294722329,1,16.666883666534417
3,6,0,1,16.478102497572937,1,14.806139671068346
6,5,0,0,16.91197019164748,1,14.515872496694108
12,5,1,1,17.167762994690676,1,14.672005627538269
9,5,0,0,12.717627574026375,0,5.922842508407604
5,9,0,1,15.171933665248025,1,13.722580157680111
7,5,1,0,13.540510968491876,0,7.329194932636961
6,4,1,1,15.115138694655196,1,13.468288685224785
3,4,0,0,12.714126219644612,0,6.333480964610406
11,5,1,1,16.262606304345358,1,13.262944817974052
4,6,0,1,17.66723969953738,1,15.044819242961657
8,7,1,1,13.912803659431956,0,8.544758246549831
5,7,0,1,14.623632864210256,0,9.81671207856038
6,5,1,0,13.975532517315024,0,7.770203309939927
5,5,1,1,13.784725702135852,0,7.330662445843406
16,5,1,1,12.25067624733716,0,4.30588933281489
5,5,0,1,14.91338354568286,0,9.444906712588637
9,5,1,1,16.488879774885962,1,14.182381223309669
7,4,0,0,17.419387023130398,1,14.672304154692409
11,4,0,0,13.144177193807916,0,6.3530858726941375
14,5,0,0,18.8225389134236,1,14.90090448233187
14,3,0,0,15.445350167716263,1,12.910756759448734
11,4,1,0,13.637009915384745,0,6.452322663931159
8,5,0,0,13.375494052701097,0,7.232957408215521
6,4,0,0,16.244062500658142,1,14.412771302080191
5,6,0,0,11.314896528987276,0,3.401295466446587
13,7,0,1,15.291961531307058,1,12.415792048548257
10,6,0,1,13.844020290623227,0,6.826234932138192
8,5,1,0,16.226225792795294,1,13.744065627273576
8,4,1,1,17.935870834175923,1,15.63220276139659
8,5,0,1,15.148793861386038,1,12.818554279043877
12,6,0,0,20.22231339899285,1,16.441483120651725
2,6,1,0,13.26268404633335,0,6.578558439129544
5,6,0,0,13.230950387716344,0,6.525429767875157
11,7,1,1,14.230381806034236,0,7.954906818473283
11,5,0,0,12.946197736651726,0,6.11660485250154
11,6,0,1,15.104793843581922,1,12.802411956961862
12,6,0,1,17.468361736576238,1,14.508075180620096
7,5,1,1,16.60857486795467,1,13.887919369789
5,6,1,1,15.39534265089802,1,13.62542307393838
5,3,1,1,13.72071687724022,0,7.409648304615397
13,4,0,1,16.936713213983708,1,13.537165471577236
15,5,0,0,14.837495227221204,0,9.606861027047342
2,3,1,0,13.208507484210768,0,7.174308306688249
7,6,1,1,15.194651969870277,1,13.26341015027908
5,5,0,0,14.994253193368694,0,10.449728366804884
6,3,1,0,14.200261781860606,0,8.60672148970685
11,3,1,1,12.097620783669052,0,4.4609327508050205
4,5,1,1,17.356066708219302,1,14.362834086288904
11,4,0,1,14.728575227594844,0,8.744530645926089
9,7,1,0,14.096280022139574,0,8.74553904146584
5,6,1,0,15.646907791706424,1,14.535911063770117
11,5,0,0,14.84233820464374,0,9.639758974592274
5,7,1,1,12.660868877307877,0,6.676113961941175
7,5,1,0,14.5415384190019,0,8.413367542934479
11,4,0,0,17.030428148820246,1,14.709426134149725
5,5,1,0,13.980151629351074,0,8.690964020417832
14,5,1,1,15.213956884075984,1,12.094498750709413
5,5,1,0,12.43455845715264,0,5.920270455997311
7,3,0,0,13.078458577670242,0,6.628437372138281
4,6,0,0,15.826991775754797,1,14.627894256617912
3,3,0,0,16.35802340150567,1,15.368784910980338
9,7,0,0,13.84568339117487,0,7.809864288961084
7,5,0,1,13.49905214063722,0,7.642188391945526
5,5,1,0,15.949400399147608,1,14.051658241523898
11,7,1,0,14.207465817413144,0,8.265148011852059
1,5,0,1,16.69982343312516,1,15.453460758656414
8,5,1,1,15.021830877805796,1,13.826646555043556
6,6,1,0,18.3336075770946,1,15.619941367410092
14,5,0,0,12.604524119843395,0,5.211311152983052
5,5,0,0,13.32069618212885,0,7.866982608349101
4,6,1,1,14.673001234982214,0,9.221358747322906
11,6,1,1,11.46284277561853,0,4.058659498791363
5,4,0,1,15.975860481533148,1,13.82333201099266
