age,income_level,gender,minority_status,political_engagement_score,policy_exposure,post_policy_satisfaction
8,5,1,0,12.575570775327702,1,14.127962568917136
12,7,0,0,8.992327819733797,0,2.965747533417069
11,6,0,0,12.964342797521404,1,12.808464907524028
8,6,0,0,13.203712799190829,1,15.492989449641522
10,5,1,0,13.749511279868036,1,13.967187717561128
9,5,0,1,12.110165990044884,1,13.07203380130961
8,7,0,0,13.82706907603642,1,13.09630149637866
8,6,0,1,10.454849197706176,0,6.242349196282265
6,4,1,0,10.930735398006268,0,6.991662656262426
15,4,1,1,13.732814819810644,1,13.748032700907885
8,5,1,0,9.885225535208688,0,4.869278496364538
6,6,0,0,9.627908389488258,0,4.3082305030422425
8,5,1,0,13.58598026097211,1,14.648318289068548
5,4,0,1,9.077517864353153,0,5.011618611561635
12,4,1,1,12.343167995825905,1,13.8321412404344
10,4,1,0,11.850573828274763,0,7.52038663790103
8,7,0,0,8.999427062174743,0,3.1169622871883726
11,7,0,0,9.493099395323952,0,2.873896873022237
4,8,0,0,11.619566848836358,0,7.943021996006148
2,3,0,0,12.306241495990658,1,15.474942512197735
5,5,1,0,14.002965618289144,1,15.851783001176807
2,5,1,0,14.596055033045957,1,17.25138408734675
9,6,1,1,14.485659618306904,1,14.1673376095327
2,7,0,0,13.908775960316904,1,15.26981897392904
9,4,0,0,9.496417785518608,0,3.552968472866445
7,7,0,0,12.735547518033368,1,13.138678033616474
4,6,1,0,13.11306186093576,1,15.432993260106972
6,6,1,1,15.980807002782967,1,16.686405028528828
9,4,0,0,11.76306788753036,0,7.71838514130387
12,7,0,1,11.039453543830351,0,5.586732393440832
7,4,1,1,10.893123985337477,0,6.0971850199648525
10,6,0,0,10.513498343762672,0,4.5403159909003925
6,7,0,0,11.975478299117848,0,8.806375459616675
7,5,1,0,15.804964231212548,1,17.226148873536754
10,6,1,1,9.139992440886124,0,2.9643100706410443
3,7,0,1,13.583509888317352,1,15.064743206054576
4,5,0,0,11.674284537950294,0,7.615642405706475
10,7,0,0,9.845011583446444,0,3.444696700863972
6,9,1,0,11.355396889318484,0,7.461985551508136
4,6,0,0,17.584132594058893,1,18.40443544626181
10,8,1,0,11.23710855872497,0,6.672362912214257
5,7,1,0,16.91804580819762,1,18.086925884564437
6,6,1,1,12.752319972492115,1,14.500488912235513
9,5,0,1,11.30300241658644,0,6.657471824407487
8,8,1,0,13.640828053516929,1,14.75589266479526
3,5,0,0,11.131277255487516,0,7.464047398949523
15,6,0,0,12.682381348570791,1,12.455473037135864
8,6,0,0,9.074007836634884,0,3.3949885265389765
7,5,0,1,11.4577574972973,0,7.632093814161919
3,6,1,1,10.136524222949578,0,5.26089301901657
10,5,0,0,10.69072114106096,0,5.621707334164814
14,5,0,1,11.446934104804328,0,5.319038507514303
12,5,0,0,10.288825349092969,0,3.717641220789876
7,5,0,1,9.978584361892134,0,5.124414744744554
10,4,1,0,9.601000323894658,0,4.013413298967275
3,7,1,0,14.431708465746272,1,16.02400644788206
8,5,1,0,9.709068203787892,0,4.932509357278128
8,4,0,0,11.551715998378846,0,7.582377438001383
8,6,0,1,13.836272702619944,1,13.618970525058648
7,6,0,0,14.41552295606009,1,14.22051649964063
7,6,0,1,14.763584332292528,1,15.310737949731966
11,6,0,1,9.52755652093524,0,2.596211942437753
7,5,0,1,10.513789689786696,0,5.990175943294881
4,4,0,0,8.338395369922065,0,3.81633845378052
3,6,0,0,7.889016276328377,0,1.8491862116051891
11,6,0,1,12.622319455183828,1,12.984965785143784
11,6,0,0,12.278573080936278,1,12.870299698171154
9,7,0,1,10.311334725672978,0,4.437159325696749
10,4,1,0,10.48438875054147,0,5.797222839495854
6,5,0,0,9.134656318021722,0,5.143370494379057
11,2,0,0,12.472835186310984,1,13.467659086966524
12,3,0,0,11.332883647158896,0,5.600090487045383
13,6,0,0,15.05734376100929,1,14.136726288091404
13,5,1,1,11.419925776508634,0,6.191156319620089
14,7,1,0,12.907632459095623,1,12.458502063827426
8,4,0,0,9.72244403496912,0,4.079786018758581
6,8,1,0,11.520847875078422,0,7.14751003077633
13,5,0,0,13.814058850483027,1,14.553749932323392
5,7,1,0,13.185725423610396,1,14.803927951836965
10,8,0,0,10.459068205337118,0,5.216480063453789
9,5,0,0,13.276432803931195,1,13.987511964582271
12,6,0,1,16.67056080740504,1,15.337209776442688
6,4,1,0,13.888668563855218,1,15.16351614797278
14,7,1,0,11.740532150612657,0,6.301841850352191
7,6,1,1,10.903871561633988,0,6.315391468458545
10,7,0,0,9.478623482509164,0,3.54696312480009
3,5,1,1,9.52596971874882,0,6.5952131011034005
7,5,0,1,12.54398428203481,1,14.157231466379782
8,5,1,1,16.68341144419775,1,16.389815026143637
5,5,0,0,11.86916111529767,0,8.435270725045998
7,7,0,1,14.056180521096746,1,14.598225766577478
10,7,0,0,13.3620177574243,1,14.03193837889692
8,7,1,0,9.072070502790272,0,3.715091398249168
5,7,0,1,13.349259277729594,1,13.657152678531478
8,7,1,0,8.723875265948717,0,2.4163437041273266
3,6,1,0,13.026698554949547,1,15.346359087355584
8,8,1,0,11.212839793485706,0,6.3126531255480405
8,6,0,0,12.405471372870856,1,13.075970300986894
4,5,0,0,13.161482770440864,1,14.88080073991228
4,5,0,0,14.873191687495924,1,16.120809349694905
5,7,1,1,10.812819597785282,0,7.560153267133812
9,5,1,0,11.76181074716209,0,7.544016159914062
8,5,0,0,15.953887595398182,1,15.786636915120583
3,5,0,1,12.70295597014196,1,15.772433481324908
14,6,1,0,12.581153212544676,1,12.51101080838347
8,6,1,0,13.6288100813715,1,14.323899591786768
11,6,1,0,11.977525631091323,0,7.090556196590115
6,6,1,0,14.089347681334456,1,15.647433620336798
4,5,0,0,8.764038932897243,0,3.229227334587639
10,6,1,1,9.637195282554032,0,4.557400000722643
5,7,1,0,12.511227252988258,1,14.714894546047825
11,5,1,0,11.531417404878132,0,6.1602801928990205
8,6,0,0,9.856215016210786,0,4.945860101204355
12,4,0,0,11.780458182253074,0,6.640684512437042
10,5,0,1,10.362961036364585,0,5.312536591607591
8,4,0,0,14.357755873404004,1,15.188553736925538
7,5,0,0,10.703407574232315,0,5.488009557979606
11,7,0,0,10.2991329519444,0,4.142273027168863
5,5,1,0,11.231036095013016,0,7.157917798237569
5,3,0,0,9.506151073044482,0,5.318173619664842
2,6,1,1,14.816688536204214,1,16.187211278700914
11,6,0,0,10.386889993445727,0,5.434453374850066
9,3,0,1,12.486125306557229,1,12.929698413076505
7,6,1,0,10.406444373531327,0,5.203078855378028
11,6,0,1,12.209169937480054,1,11.583038884581176
8,4,0,1,7.576879103903662,0,0.4156344091617387
7,8,0,0,14.925815796059997,1,15.018491100160022
6,5,0,0,12.749748124882444,1,14.236025938831196
9,4,1,1,12.536083862982958,1,14.818390944247062
11,7,0,0,9.34749508562473,0,2.6029997856370803
6,7,0,0,15.632534905500751,1,16.947088437190153
6,3,0,1,7.864438063663821,0,1.5803091107490963
8,3,0,0,7.611316176501457,0,1.845527483031658
4,6,1,1,14.659622621078531,1,15.71720163008658
10,4,1,0,10.948649053587276,0,6.624368753456233
15,5,1,0,10.993552001141198,0,5.284894136107909
4,5,0,1,9.427624264896137,0,4.867860444946862
8,6,0,1,14.418710224393635,1,14.312742209902405
6,4,0,0,11.38840001820793,0,8.140792152154383
12,5,1,0,10.207486751923252,0,4.771390428975649
9,5,1,0,14.412169596576875,1,14.467681219805517
10,6,1,0,10.485245254772694,0,5.442427828523568
8,6,0,1,12.397975266554765,1,13.820234427152885
12,5,0,1,13.70518397138637,1,14.051749433745012
13,5,1,0,12.13435673931236,1,12.655434955661049
9,5,0,0,12.9279612782161,1,13.532199905473227
11,6,0,1,11.312788548903791,0,6.787387011604844
6,6,0,0,11.946198761284434,0,8.758702314380242
6,5,1,1,12.287605048539827,1,13.602946474792525
8,3,1,0,11.62126059222451,0,8.130001894466544
7,4,0,0,14.007729078464966,1,14.687255441173436
7,7,1,1,11.738929802515376,0,7.143236821626605
8,4,1,0,8.081807255722552,0,1.7359505592330902
9,4,1,1,12.207727145026244,1,14.090545310778992
7,8,1,1,10.638902637388393,0,6.075693516709549
7,6,0,0,12.905611477183491,1,13.20991598276436
5,6,0,0,16.128865006203625,1,16.542000984777008
4,7,0,1,10.121792155311011,0,5.497405925457984
14,7,0,0,11.703196873756344,0,6.299310374329031
4,6,1,0,10.71807672693667,0,7.43666873197609
13,7,1,0,14.597164660788794,1,13.9421016733315
3,3,1,0,14.812766795186803,1,16.720872457419457
10,5,0,0,13.50449662682974,1,13.766570248559196
4,5,0,0,15.48686726759469,1,16.357022721828212
8,6,0,1,11.56613856056864,0,7.911922457934398
5,5,1,1,13.074840874143796,1,15.666028977793845
4,5,0,0,11.981029463520745,0,8.56049187497124
0,7,0,0,11.098107563829286,0,8.240281010236442
15,5,1,0,9.995936678236268,0,3.3867836907484703
5,6,0,1,10.323317543713395,0,5.641637949330379
9,7,0,0,13.167307260180676,1,13.523370249747598
7,5,0,0,10.087498507864398,0,4.917228997043567
5,6,0,0,12.956591580918264,1,14.757365790190091
6,5,1,1,13.049976723017563,1,14.119312491114703
9,5,0,0,12.543495980129276,1,13.60302007633209
13,5,0,0,13.557123396886984,1,12.732440069553896
8,5,0,0,13.706717188445284,1,13.960954799902062
12,6,0,0,10.798423807028726,0,5.994195771805233
9,5,0,0,9.966293542426262,0,4.655193953076468
10,3,0,1,17.719587047065797,1,16.94030948320023
7,5,0,0,11.590019718655515,0,7.27193677035503
6,4,1,0,13.123834626087358,1,14.825310272226677
10,5,0,1,11.98353204929438,0,7.358789533924773
7,3,0,0,11.744963670293128,0,8.160886320663847
8,3,0,0,13.36011185743377,1,14.77483838181672
8,6,1,0,13.367269587955908,1,14.362022683500856
8,6,0,1,11.494649701869092,0,8.09118798531613
7,4,1,1,11.524153904080611,0,8.01478978913135
5,7,0,1,10.430936761273047,0,5.291956453627485
6,5,1,0,11.727494560413996,0,8.682561203695316
6,6,1,1,13.13190044313691,1,13.336234148665929
10,3,0,0,12.365701170264892,1,12.6808162199546
10,7,0,0,13.167392778321828,1,13.655740983564334
4,8,1,0,13.368081810418513,1,14.568375085890612
11,6,0,0,12.453996969406724,1,13.278616571502203
11,8,1,0,16.241741549795947,1,16.44773233063129
4,6,1,1,11.868470334376502,0,8.61174765279584
8,6,0,0,14.640543826428432,1,15.652076302758354
8,4,0,1,12.435500833670291,1,13.160996427038295
4,5,0,0,14.507276653309932,1,15.308438012168384
8,8,1,1,11.85898486921178,0,7.835671936878641
11,5,0,0,10.775898013169922,0,5.151076417310934
8,6,0,0,11.073785738550695,0,6.506426563879455
9,3,0,1,12.971863356787534,1,13.655789596491775
7,3,1,0,13.527560383502346,1,14.702990724788195
2,5,1,0,14.24955427175538,1,16.758182722362342
11,5,1,0,10.100230137413318,0,4.883066483177793
12,8,1,1,9.170542720305612,0,3.0209269586345124
7,4,1,1,11.517394133592342,0,7.7913883426652975
16,8,0,1,16.03939414265596,1,14.472704182089416
10,5,1,1,10.175876808651704,0,5.236011840058616
5,3,0,1,9.38463708684609,0,3.956532420055833
7,5,1,0,16.12511228058252,1,16.928201641619665
9,6,1,0,13.77090642637732,1,13.839345556090215
7,7,0,0,10.574611959478576,0,5.929888789630204
7,4,0,0,12.655136299485662,1,13.93275422526666
8,5,1,0,14.083463714346507,1,15.13780720822706
5,5,0,1,15.42701257962057,1,16.176097143582894
5,3,0,1,9.53291228979229,0,5.03642251705477
6,4,0,1,14.561483546738977,1,15.924959390002089
11,7,0,1,11.03897492182586,0,4.971362200679041
12,6,0,0,9.129791724091069,0,1.6846477613995932
7,6,1,1,14.128300175393449,1,14.694337733580296
5,5,0,1,12.471533197763009,1,14.12241592276822
7,8,1,0,12.019295402584264,1,12.749624361694435
10,5,0,1,14.741739850262954,1,15.024775391938254
4,3,1,0,12.712537241293418,1,14.78533744870288
10,5,1,1,11.03520583669122,0,5.452766515126522
10,8,1,1,10.649377407388345,0,6.0185465664393565
10,3,0,1,11.437919728747396,0,6.92693578739526
10,3,1,0,12.06650695100736,1,13.456113752183583
8,4,0,0,13.13231909532296,1,13.585583728671155
10,7,0,1,12.97331974146778,1,13.204218374697756
5,6,0,0,12.66235401077945,1,14.769116314688016
12,5,1,0,10.98733797464453,0,5.891817388096647
5,7,1,0,11.904929418268653,0,8.586044136960844
12,5,0,0,12.521765378257102,1,12.804582487470755
8,6,0,1,10.48427029104782,0,5.368805078869794
9,6,0,1,15.016978021498044,1,15.739656013326885
9,7,0,0,12.537101635784836,1,13.395800431087425
7,5,0,0,14.767734455132096,1,15.358022330188938
11,6,1,1,11.015348185882267,0,6.790378694597516
7,7,1,0,13.24693260102128,1,15.581067665603614
3,4,1,0,15.234556834779372,1,17.1161322173178
16,6,1,0,13.242446667527997,1,12.237637422727865
9,4,0,1,11.652170844517649,0,7.100949674940761
7,11,0,0,13.663762737239216,1,14.011239091318492
7,6,0,0,9.850788106834372,0,4.573585887642177
5,3,0,0,12.144002700753962,1,14.584065419684208
6,6,0,0,11.018529911093436,0,7.417458958689871
6,6,1,1,16.799905347269736,1,17.059673521315155
11,5,1,1,11.814878995003651,0,6.302243153996997
13,8,0,0,11.553075731235536,0,5.661930945135526
11,2,0,0,12.338856553178978,1,12.862981285446118
8,5,0,0,13.552287272970018,1,13.924584262822224
10,8,1,0,13.65916029724213,1,14.390565131536125
6,6,1,0,10.966685009451687,0,6.402401765550562
12,5,0,0,10.687043078872245,0,5.457476826952941
7,6,1,1,12.68703305007942,1,13.64542532309035
5,2,0,0,12.624776702272507,1,14.28997640968884
5,8,1,0,9.197944399057258,0,4.473897614119828
7,8,0,0,12.95745932258528,1,13.67804371632766
10,8,1,1,13.445005443410205,1,13.821997856408297
3,8,0,0,9.292088797053456,0,4.359808427935351
6,3,0,1,15.118188651725088,1,15.667406703456829
11,6,0,1,10.157105067983936,0,4.910182270874886
8,8,1,0,11.794034711939656,0,6.967524501650519
8,6,0,0,12.955567593297712,1,13.031718274689226
8,7,1,0,10.513831110083634,0,5.052790988484255
7,5,0,0,13.453345677529253,1,14.467849683534018
4,5,0,0,12.4014754499849,1,14.69756430771048
8,8,0,0,14.305446688574172,1,14.15727251507671
12,6,1,1,13.133648280417468,1,14.020210313133656
4,6,0,0,9.600215137140966,0,4.695008279049068
10,6,1,1,14.32996934701623,1,14.381572020565155
7,5,1,1,12.893117957407158,1,13.627968643836306
11,4,0,1,12.246244280668618,1,12.742373972879918
13,7,1,0,16.41161523448268,1,15.725177955702572
9,7,0,0,14.804730134077673,1,14.277285317461006
9,4,1,0,14.278177443067374,1,15.015033193538926
7,6,1,1,10.881386740351292,0,6.417498385918436
6,6,1,1,13.05466639231586,1,15.057851181617364
7,7,1,1,8.411266816405302,0,2.94943201489699
9,5,1,0,13.07004935930082,1,14.607289063085537
6,7,0,1,13.946169583712658,1,14.56325751752389
6,7,1,0,14.889061971723743,1,17.201891688555126
9,6,1,0,11.073956576239707,0,7.454861278661372
8,4,1,0,10.901991141914657,0,6.180714696585201
8,6,0,1,10.246583833131387,0,5.1874752676509805
8,8,1,1,15.345295223595253,1,16.587027311831964
4,4,0,0,14.146038277165657,1,15.239159239858813
15,5,1,1,13.060027525250929,1,12.564076848216525
5,7,0,0,14.710387454824415,1,15.435010927123434
3,4,0,0,8.337531991183743,0,3.576411603283584
5,7,1,1,9.988883390524398,0,6.9581744192345525
9,5,0,0,9.2726314077371,0,3.359072088448448
8,4,0,0,13.274555348809468,1,14.96230656267961
9,2,1,0,11.074737633880016,0,8.062463020454171
8,6,0,1,10.614826914206398,0,5.306113437398105
13,9,0,1,11.379510137892549,0,5.569293415763369
7,3,1,0,10.419385024491971,0,6.375251312858396
4,7,0,0,11.533295855098284,0,7.188083281858836
3,8,0,0,12.33420949343117,1,14.635771289499338
4,4,0,1,11.051807399332487,0,8.037241111071207
7,6,1,1,10.09205490202275,0,5.0134469269584025
10,7,0,0,14.938305173143696,1,14.922364569826328
9,6,1,0,12.988303894427306,1,14.308390021048927
7,7,0,0,13.644645435754926,1,15.169121938907493
10,7,0,1,8.817548371064234,0,3.243129484273278
7,9,0,0,10.4360145709864,0,5.759243507480536
7,8,0,1,13.473109237227552,1,13.617060615679296
10,7,1,0,11.097010328024057,0,5.283203416618965
8,6,1,0,16.17810963575052,1,16.23488374033627
6,7,0,1,9.135394398344785,0,3.790240865008434
6,7,0,0,11.12809246141377,0,6.939183371536072
15,5,1,0,10.35809898480628,0,4.661377804576246
4,4,0,0,7.215046028114583,0,1.7212302704230178
8,6,1,1,10.842197671995578,0,6.863828291622676
8,7,0,0,13.270068641093726,1,13.877099484801182
5,5,0,1,14.006927231323129,1,16.02192490787225
11,3,1,1,10.687398958124206,0,6.259658690924363
5,6,0,1,13.236401797734928,1,14.4382476209042
9,6,0,1,14.104363220460655,1,13.440295036886482
8,7,0,0,17.105877274452304,1,17.605494015494056
4,7,1,1,11.01974257898538,0,6.898392887269501
9,5,0,0,13.313348637598764,1,13.619732878878638
4,5,0,0,12.307036353804673,1,14.096261827683938
5,5,0,1,13.1550199644181,1,14.462976861477715
12,7,1,0,14.515996893790229,1,14.676856431088108
3,5,1,0,9.507231820500596,0,5.884830456744575
9,3,1,0,11.425634326615432,0,7.256316092295224
2,5,1,0,13.974830761427963,1,16.463927106438998
7,6,0,0,16.85116501219357,1,16.782782628441364
8,5,0,0,13.75366589550758,1,14.186289558912296
4,6,0,0,9.932082756672171,0,5.452805919162912
6,5,0,0,12.77790816404266,1,13.94089997919046
7,5,1,0,12.445176926192856,1,13.557516421633787
7,9,0,0,10.941886530495047,0,6.136544744746716
10,5,1,1,8.888205067465295,0,2.266482515239992
8,8,0,0,12.199383704103203,1,13.630370377417414
14,6,0,1,10.973938333623288,0,5.003224596276408
16,8,0,0,12.683592126480358,1,11.170762496849411
6,5,1,1,14.724675501329097,1,15.746169540440498
8,5,1,1,9.34886935851389,0,4.231985319293433
11,6,0,0,11.164791241255209,0,5.172743621204456
7,4,0,0,9.456202149746131,0,5.127741446394455
2,5,0,0,10.503953951632154,0,6.934900694940857
8,4,0,0,10.16926831012326,0,4.426751589619048
7,4,0,0,11.193812054053854,0,7.092817304041858
6,6,0,1,14.885724529508064,1,16.20921451626071
7,5,1,0,7.976123300048936,0,2.147805037374329
5,6,1,1,11.836114347187356,0,9.429417800109396
11,8,0,1,13.090018634819216,1,12.438062909768645
6,9,1,0,12.832162564193885,1,14.87048769893488
11,4,1,1,11.926713142466069,0,7.790943267039798
5,7,0,0,13.900780594537675,1,14.989078376633952
8,6,0,0,14.127457031561477,1,14.141975888168824
12,8,0,1,11.552528220316226,0,5.970818778445771
7,3,0,1,7.712270059771174,0,1.1612448773780024
8,6,0,1,11.625307403216537,0,6.948071269599196
7,7,1,0,10.651618447985536,0,7.166097774049335
11,6,1,0,12.55530028632517,1,12.460534445300796
10,6,0,0,13.851169274809674,1,14.055071829696471
4,6,0,0,12.206960101863196,1,14.100904941232027
12,5,1,0,12.468737782239806,1,14.042939661184445
6,7,0,0,11.588642334588108,0,7.74230506664884
8,5,1,0,11.456424551003266,0,9.051892775219889
8,6,0,0,9.858516253314766,0,3.671635069413565
6,7,0,1,14.972851596013166,1,15.776805646208828
8,4,0,0,14.10654722527228,1,15.756864052996114
10,4,0,0,11.27086636597695,0,5.739991252951466
9,7,0,0,10.73771486301905,0,5.772154082284684
12,2,1,0,13.386615674610482,1,13.908801217476066
12,7,0,1,16.065707599453905,1,15.378905129605954
8,5,1,0,9.888121195577735,0,6.242719573592662
6,4,1,1,14.263876850867142,1,15.96098821173556
11,6,1,0,11.311651735850852,0,6.51564590743196
8,7,1,1,11.206560478117902,0,6.2783998242654215
3,4,0,0,11.230723557870997,0,7.843494276499216
14,3,1,1,13.507933723690623,1,13.72850288880663
8,5,1,0,8.877626357285312,0,2.960842988847215
5,6,0,0,13.79574338049293,1,14.64494497567047
6,5,0,0,11.62698289408551,0,6.580646551748433
6,5,0,1,12.953958967723512,1,14.512071946998654
6,5,0,0,10.280354155761737,0,5.393318652979593
11,3,0,0,11.148532513337532,0,6.403408771594677
14,6,0,0,11.075289303666771,0,4.705219475722165
7,6,1,0,12.760730127342637,1,14.476579142687129
8,7,1,1,6.103852379611331,0,-1.4047856406004562
7,6,1,0,12.710756236426542,1,14.709571040715456
6,8,0,0,13.6971228193169,1,14.354719043597276
12,8,1,1,12.979049171452088,1,13.690036134394186
4,8,1,0,14.015486980190856,1,16.761088908489597
7,6,1,0,10.912289725100958,0,6.461319664412844
7,4,1,1,12.520727409630036,1,14.247801177952852
5,5,0,0,10.765988442583142,0,7.537264410079008
13,6,0,1,11.225866227702213,0,5.6174493701302834
10,5,0,1,10.985054401015804,0,5.925600077452796
10,7,0,0,9.677181936855291,0,3.79998003499522
7,4,1,0,9.556575366526934,0,3.828777419018383
8,6,0,1,10.605108809151885,0,5.424051946464766
12,4,1,0,10.774069165574042,0,5.15179044494615
8,5,1,0,12.817603715505376,1,13.591538160246802
15,4,0,0,13.236598278700214,1,12.000442182306635
13,8,1,1,10.589923368614048,0,4.214145185479526
11,4,0,1,11.00695146802352,0,6.196878029857976
2,7,1,0,10.397307324474118,0,6.697374808656245
6,1,0,1,8.970851873483749,0,4.449015947943822
10,6,1,0,11.379260930006687,0,7.063998034193728
3,7,0,0,11.514095987752125,0,7.621658286982426
6,6,1,0,10.030958476466736,0,4.604120658919149
10,4,0,0,9.539403844136348,0,4.122505771584461
2,7,1,0,11.025834120245763,0,7.892936001022634
12,4,0,0,10.092699808112888,0,3.1662460044983303
6,5,1,0,10.874258060921983,0,6.96830314696624
9,6,0,0,11.119355715145849,0,6.080745487317865
10,7,0,1,10.39935371923845,0,5.56437963596772
8,6,0,1,12.660798658154803,1,12.286798224683606
4,8,1,1,12.573004064219166,1,14.60776674047303
4,7,0,0,11.974928440392192,0,8.612055369985452
6,4,1,0,11.467860953766165,0,7.845466281429129
3,5,0,0,9.864618556321515,0,5.693983064142081
9,2,0,0,14.17178610722661,1,14.373398657971675
6,5,1,1,10.177936953196465,0,6.253972559452142
6,7,0,0,12.149118342359692,1,13.01570475417372
8,6,0,1,12.04484164028672,1,13.099975709498471
7,5,1,0,14.709353940977971,1,15.142865151106047
9,6,0,1,10.747866587092146,0,6.195406287449339
9,3,1,0,10.87354785672578,0,5.650702859307248
10,6,0,1,13.137221974839331,1,13.33297945136824
7,5,1,1,12.340059381541243,1,13.381980671553714
6,6,0,0,10.269281016888945,0,5.447235148728046
0,3,1,1,12.04395622106706,1,15.895313360035784
-1,4,0,0,13.771594855922975,1,15.348311422165484
7,4,0,0,9.479085858305142,0,3.726639072538248
6,5,0,0,11.187247571677547,0,6.696905296879831
6,7,0,0,10.991373362591393,0,6.569119634334035
8,8,0,0,13.39043288115162,1,14.730332240473675
13,4,0,0,12.199221914473991,1,12.115860298844712
8,6,0,1,11.5135513286317,0,8.521031447457565
7,6,1,0,11.51414450179436,0,8.6169496877801
10,6,0,1,11.572937326727669,0,6.966837948574669
9,3,0,0,13.298031615411148,1,13.66321024584965
11,4,1,1,11.459700706580358,0,6.466699754863597
5,6,1,1,10.849234314903356,0,7.436660667012509
13,5,1,1,15.103820285786876,1,14.955951033677032
8,8,0,1,12.124954922357087,1,13.140751401989933
4,6,1,0,11.863770086048058,0,8.826377724650468
5,6,1,0,12.882919407317754,1,14.201975480445231
7,6,0,1,11.005339057861134,0,5.9474578686008135
8,7,1,0,13.705469643742372,1,14.353180268200637
9,8,0,0,12.385337102465732,1,12.794973526857747
9,5,0,1,13.263542192742545,1,13.790168672298572
8,5,1,0,11.018201212081392,0,6.716754379732346
9,6,0,0,9.964019104044011,0,4.661532337724159
5,6,1,1,9.541924792245258,0,4.883008153546752
6,5,0,0,9.783096675085856,0,4.845112454950206
4,4,1,0,14.010250844268567,1,15.474855311446138
3,3,0,0,11.527698184836495,0,8.294810169780733
12,3,0,0,11.34179348398319,0,6.612833814631974
8,4,0,1,11.969118037297145,0,8.221003022745391
12,5,1,1,11.557823286758122,0,6.2936289228293285
5,4,0,1,9.95041259809479,0,4.379051841632955
1,4,0,1,12.841061843440102,1,15.3071945840086
11,7,1,0,11.842095908950585,0,7.197097330128645
8,5,0,0,12.628329954713632,1,13.560015846016777
