student_age,parent_education_level,low_income_status,gender,pre_program_gpa,program_participation,post_program_gpa
10,6,0,0,5.365564214950982,0,7.0643914524480405
10,5,1,0,3.3147533360568016,0,4.050790676056848
8,5,0,1,10.381116750214886,1,17.600053951677427
2,8,1,0,9.592793348558082,1,17.1812869469877
4,6,0,0,5.207838463626381,0,6.207094893420452
5,6,1,1,8.474358476965389,1,16.85043571263344
7,2,0,1,5.922981330590218,0,8.289088321819408
10,5,0,0,9.187757489785946,1,17.455190782141916
11,5,1,1,6.208976907663034,0,8.712900055295208
6,4,1,1,8.849229590621977,1,15.611498325588848
2,6,1,0,9.333347183451712,1,16.52732435066026
1,3,1,1,6.967652137602055,0,9.095532392664635
5,4,0,1,8.936072737010576,1,16.765678066805407
13,4,0,0,6.955823221840182,0,10.369514446602102
3,5,0,0,11.863033969453957,1,18.615021997401698
13,5,1,1,6.5993684148803045,0,9.56069134038799
9,4,0,1,12.120401532203076,1,19.5052413797875
5,6,1,0,10.681065020284183,1,18.55894024608918
9,9,1,1,8.337759031235674,1,17.02136631169951
7,6,1,1,5.230454508444522,0,5.69950151202144
5,4,1,0,7.355882777308277,0,9.171557428899844
8,4,1,0,9.899831205823606,1,17.43611926807188
5,5,0,0,7.301904425973696,0,9.785803574359049
11,5,0,0,6.536345417602724,0,8.350631784991847
9,7,1,0,9.973793955997952,1,18.218487099773117
12,8,1,1,7.333577570246287,0,10.717050932600255
9,6,1,0,7.149239174660584,0,9.137048767124638
8,5,1,1,8.593104639796024,1,16.72024427043437
9,7,0,0,5.298235266781575,0,7.21880409746486
10,7,0,0,7.545981822648891,0,9.700785129824151
10,3,0,0,9.86995192118864,1,18.3578000646208
8,7,1,1,5.055502361509017,0,6.754049924980353
10,5,0,1,7.292091878400701,0,10.172626718519648
9,4,0,1,7.863834203503691,0,11.31583640933278
5,5,0,1,10.266707059571644,1,17.870452247920042
7,4,1,0,6.263827964054112,0,9.01077621623736
9,7,1,0,6.966729358622531,0,9.510314750063356
7,3,0,1,7.032774388274719,0,10.342177771488398
12,6,1,1,7.865436052901765,0,11.21946590287622
3,7,0,0,4.046700467340174,0,4.698629394563391
9,7,0,0,8.19854547978581,1,16.725610508120276
13,9,0,1,7.775665362200469,0,12.392860724607306
14,6,1,0,7.727069743008445,0,11.31086308291859
6,7,1,0,9.45768370642622,1,16.618749955575808
13,7,1,1,8.275773378821667,1,16.96687925276815
14,5,1,1,4.77003052586357,0,7.289976895938784
14,5,0,1,6.6041101850795165,0,10.174608503979242
9,6,1,1,7.337090232796558,0,11.283755373802745
8,6,0,1,9.085527361880697,1,18.02405098124486
7,7,1,1,11.828566944273758,1,19.83113626336377
6,7,0,1,7.08867662569101,0,9.7384214035263
4,4,1,0,10.919839865462444,1,18.18255086637892
6,5,1,1,7.59400340988173,0,10.76817259237898
8,4,1,0,8.860088294518564,1,16.64223954398097
7,6,0,0,8.294250428026988,1,16.08081717323369
8,3,1,1,7.641007343666059,0,10.581602786187425
9,4,1,1,10.185672427360108,1,18.6347685285806
8,6,1,1,4.773000719871696,0,5.942613694698991
4,3,0,1,7.175991140599331,0,9.530255183306911
6,6,0,0,6.470261735660641,0,7.515845819625047
4,5,1,1,8.351291937322163,1,16.38491813989695
7,4,0,1,9.792611448514508,1,17.29744563853918
8,7,0,1,10.000604761768466,1,17.98636805744795
5,4,0,1,6.407390501080397,0,8.987468589071756
10,6,0,0,5.505299589196432,0,7.784982059531478
6,7,0,0,10.166915118525797,1,18.362629898686823
12,7,1,1,5.619619822895139,0,7.813632274808887
7,5,1,0,6.437811621742041,0,7.847888143851393
12,4,0,1,4.694558263736191,0,6.419124549019754
6,6,1,0,9.956755160289404,1,17.849136022099593
6,4,0,1,6.261703989724627,0,8.927895830450792
11,7,0,1,7.3198646278915716,0,10.787638866145032
5,4,1,0,5.165842793751418,0,6.03454642625877
10,8,1,1,9.748577881976637,1,18.344757950335172
3,4,1,0,6.446728132207892,0,7.713206554786353
10,7,1,1,13.336098073361809,1,21.18040239948912
7,4,0,0,5.630381595217086,0,7.505033475300918
6,8,0,1,6.7936119563001816,0,9.634003957635432
8,2,0,0,10.2596030400711,1,18.078143771464752
9,5,0,1,9.507206479730277,1,17.959697105180737
6,3,0,1,8.769974923675493,1,15.814654360844
5,8,0,0,8.65331269412193,1,16.109540241520328
7,8,1,0,6.994880507086385,0,9.733125018109606
6,6,1,1,6.493848159084882,0,9.49897610394844
7,8,0,1,6.080591433434804,0,8.133670438754608
9,6,0,1,6.036733513843873,0,8.175725398877278
13,6,0,0,2.6395952457552063,0,4.211398944911348
2,4,0,1,6.929318960854404,0,8.389041370958177
10,5,1,1,4.80788585754431,0,5.664646924495672
3,7,1,1,7.74775928966118,0,9.733451211559318
5,6,1,0,7.444380006339216,0,8.986343411164487
11,5,1,1,8.892308451083396,1,18.025638750687403
9,7,0,1,7.253369337546879,0,10.050643293891492
12,5,0,0,9.961515310240388,1,17.847196021104246
6,6,1,1,5.6134345026308665,0,7.932118935599974
2,7,0,1,8.177689312613735,1,15.064829599689835
4,4,0,0,7.864309089811222,0,9.269467708336672
8,4,0,1,10.458823248091464,1,17.923166744694814
10,5,1,0,10.483471186757445,1,18.352087461614172
8,6,0,0,5.447021873560887,0,7.598742372812
9,5,1,0,9.885647992773162,1,18.456306450583902
6,5,1,0,13.23415938910398,1,20.63701344955026
3,4,0,1,11.289012597619749,1,18.13523011913992
14,3,0,1,6.660779529899537,0,10.422470539794418
4,6,0,0,10.462468641323014,1,17.968871235001572
7,6,1,0,7.487902283321891,0,11.0020725762208
4,4,1,1,7.129283484397478,0,9.861662043241823
7,8,0,0,7.187742794273779,0,9.209069906379602
2,5,0,1,8.129967302896919,1,15.715235191761902
7,6,0,0,9.146453043189675,1,16.41963403720783
11,5,0,1,10.286641865070775,1,18.56148965356444
4,4,1,1,9.631170785148576,1,16.937291390445438
9,4,0,0,8.777965922347201,1,15.983218750321212
13,6,0,1,8.9385767243452,1,17.870233146162267
8,4,1,0,10.62143199105287,1,16.906473897186604
7,6,0,1,7.4269179705123936,0,10.29852954934987
11,8,1,1,7.819032647502459,0,10.748585439524474
5,8,0,0,8.315630715352551,1,17.42623816840384
4,8,0,0,10.922791123330716,1,18.419770186871443
10,4,0,0,7.332684546306546,0,10.28877343244559
12,4,1,0,12.248379411247706,1,20.23408018487492
4,8,1,1,4.862137183185164,0,5.846180090286789
6,7,0,1,6.377261586184231,0,8.530851090241441
9,6,1,1,4.932047474983803,0,6.138950285460783
3,4,1,1,9.77034280052438,1,17.268975039323948
0,6,0,0,8.245928357527676,1,15.009163111907988
11,5,1,1,10.158482325489553,1,18.39188481212702
6,7,0,0,8.716045139358842,1,16.48524723349904
7,7,1,0,9.530710621287843,1,16.980382471689744
8,6,1,0,10.607104372751577,1,18.11279879321496
14,7,0,0,8.226353161738249,1,17.604290606822584
3,6,1,0,10.069191796129838,1,17.568847930899157
10,6,1,0,7.517381054542149,0,9.447548441624807
10,5,1,1,9.459452619828063,1,17.449342251705477
11,6,0,1,8.697303971853728,1,17.52506591920726
8,5,1,1,5.029721182947129,0,5.134950605672676
8,7,0,1,9.473447496769598,1,18.45526075854205
12,5,0,1,6.57169422281954,0,8.821806401944851
8,5,0,1,9.457297950692896,1,17.23386209510039
7,6,0,1,9.496533218629375,1,18.68855620534059
10,4,1,0,9.558056184976245,1,16.837058645282575
12,4,0,0,5.360360417618894,0,7.80435836456646
5,5,1,0,4.751200800477931,0,5.325168664065025
10,5,0,0,6.812522814231418,0,9.136028005425612
5,4,0,0,6.995386487352458,0,9.938273932420302
8,6,0,0,8.351890080808094,1,17.542075682442565
11,8,1,0,8.195604782110346,1,17.548264450416664
13,5,0,0,5.8932187947501244,0,8.208399355776539
5,6,0,0,8.41525604438219,1,17.154473219268237
6,4,0,1,9.676633416600556,1,17.1810727483196
12,4,0,1,9.209977968838611,1,17.828919699202128
1,8,0,1,8.504331276272111,1,15.9273288833249
7,7,1,1,7.771214568813415,0,10.719420627614642
9,6,0,0,10.041289472860027,1,18.08577740751528
2,7,0,0,8.88757173790938,1,15.90074443503858
14,4,0,0,11.545655265255274,1,19.97656448287925
3,6,0,0,8.049190892235025,1,16.133512179008356
6,5,1,1,9.09765423228133,1,17.369609508150475
2,4,0,1,5.230871942822114,0,6.957287046347497
8,6,0,0,7.873397726140403,0,11.390528749801897
9,5,1,1,5.628219487045953,0,6.882795094007236
3,5,0,0,10.985630597832486,1,18.28639388084678
7,5,1,0,5.289888536217163,0,6.735630827635195
10,6,0,0,4.578124583999432,0,6.207452291614685
4,7,1,0,10.2795158757218,1,18.22330952324346
7,6,0,0,6.422291804943039,0,8.37484115485328
2,7,1,1,4.8006503659390605,0,6.576310976788971
8,6,1,0,9.366457275050134,1,17.704969632737452
8,7,1,0,7.548351897399234,0,10.461908328119724
5,4,0,0,10.156669732514873,1,18.008728816600506
1,5,0,0,11.165391527418524,1,17.633249464658434
6,6,0,1,10.572159292316767,1,17.35449009716403
5,6,1,0,6.567569973239159,0,8.697840848488026
8,6,0,1,3.6716311729198337,0,4.7980429777401294
9,6,0,1,6.021360625021652,0,8.28065140406398
11,7,0,1,8.515682782097734,1,17.770142069465432
9,5,1,0,8.981126499268123,1,17.5095837566698
6,8,1,0,5.491813820288496,0,7.592236886825966
11,7,0,1,4.303213441722296,0,6.438623283210868
10,4,0,0,8.565668741880215,1,16.758568145522695
10,8,1,1,12.49121130969256,1,20.032267745523907
5,5,0,1,8.470917463406245,1,15.73893017936417
6,5,0,0,4.836152074510663,0,6.217362175264608
5,3,0,1,7.354024274790789,0,10.503357701060684
12,5,0,1,5.655541604593115,0,8.101887556042245
13,4,1,1,8.091294023589878,1,17.499691562547202
6,5,0,0,8.259796728538205,1,16.701800939202567
8,7,0,0,5.315934362831082,0,7.645106277036524
5,6,0,1,9.666115197694578,1,17.758662123357645
12,8,1,1,8.781959980158168,1,17.777861522598894
8,4,1,0,10.459639647427814,1,17.991185395541613
5,4,0,0,7.447515371342756,0,9.65363605027269
3,4,0,0,5.708496998950075,0,7.545549283221459
4,5,1,1,5.109247973126914,0,5.859379028906051
9,5,1,1,9.9366026133131,1,18.31847369795161
12,7,1,1,3.9473482764438943,0,5.449001682784289
0,5,1,0,5.510748462754029,0,6.825013256805859
13,3,0,1,7.481948345995667,0,11.472021575873056
8,6,1,1,10.737370786294642,1,18.9223330060906
12,6,1,1,8.390873660349515,1,17.310327464680153
5,7,1,1,11.704529234525666,1,19.05438324144143
7,6,0,0,5.597369647851938,0,6.862793077705037
6,6,1,0,10.67002736735444,1,18.54422983461798
6,4,0,0,8.950309720545777,1,16.977255202527303
9,4,1,1,10.218539884420789,1,19.041453369646227
6,4,0,1,6.643449259162103,0,8.990510695491325
0,5,1,1,8.404505851739069,1,15.93846317004662
4,5,1,0,7.506206986851126,0,9.254217150835718
3,5,1,0,8.298894456885618,1,15.343106310726132
7,6,0,1,7.186855109803908,0,9.247765534537008
12,4,1,1,9.57466512157696,1,17.125666806952612
9,4,1,1,11.542558484234991,1,19.22759730659764
9,6,1,0,6.330977638920483,0,8.25344069386385
5,4,0,0,8.388338703992131,1,16.471764267592526
8,5,1,0,7.858145240690694,0,10.975741774631883
9,6,0,0,5.048803063454857,0,5.549903718011545
12,6,1,0,7.1231440440133404,0,9.791169510067231
5,6,1,1,1.9381212420721925,0,2.2843322678316933
8,6,0,1,8.553975132088508,1,17.247078465268988
8,3,0,0,8.18642271803853,1,16.206696609232306
4,2,0,1,5.968905227284143,0,7.546190686425302
3,4,0,0,8.397041343999822,1,15.761230189508774
9,6,1,0,7.059513048391539,0,9.434654036610546
1,4,1,0,9.14298094823061,1,16.63547146996435
7,2,1,0,10.731000717552911,1,18.43921327410861
5,5,1,1,6.6530586103197535,0,8.962813316471285
11,6,1,1,8.706319911357266,1,17.70027215901409
3,6,0,0,5.588177675380436,0,6.914230021561084
5,8,0,0,7.375762466343864,0,9.592376642507704
10,5,0,0,8.86465503876837,1,17.54732749630625
5,7,1,0,9.423896834221884,1,16.667793712900206
6,3,1,0,8.469802405728444,1,16.43229935737946
7,6,0,1,5.413393262940106,0,6.679214422836362
8,7,0,1,5.567065486507991,0,6.737319612716204
7,6,1,0,8.729097785136709,1,17.100834195811373
9,4,1,1,5.951699397066363,0,8.228808181748573
8,7,0,0,8.202218444061717,1,16.68387835811591
8,6,0,0,8.808008295208838,1,16.936516274742672
8,7,0,1,11.075059346273449,1,18.92462988968829
12,5,1,0,8.675372205227823,1,17.20984876079799
9,5,0,1,6.941538016887094,0,9.205104491293753
12,5,1,1,8.237146484472166,1,17.344569796010997
7,6,0,0,6.865571500088656,0,8.15471944170206
8,7,1,1,5.178324487101598,0,6.544725294663302
6,4,0,1,5.550959481638419,0,7.266966950995328
7,9,0,1,4.413231747629789,0,4.926498722488046
10,6,0,0,8.313495914042853,1,16.618553946921534
6,7,0,0,7.609423324044735,0,10.251775289709284
10,6,1,0,8.124696103602671,1,15.86227876411383
9,6,1,0,8.71724603457923,1,16.84198556658777
7,6,1,0,5.691951633636624,0,6.456266896015426
1,7,0,1,8.111031339065716,1,14.91209351238128
8,3,1,0,10.440696261343264,1,17.774854626716586
6,6,0,0,7.7216139601559375,0,10.66347567924561
10,4,0,0,10.174223107423693,1,18.020276227635936
9,6,0,0,5.923924858942732,0,7.635215814053857
6,7,0,0,7.929991448087133,0,10.399642362979824
11,6,0,0,8.802175635325952,1,17.03669825717971
7,4,0,1,6.336259012109319,0,9.241271824576495
7,5,1,1,4.952857885482807,0,6.0058228721108105
3,6,0,1,8.596754843805536,1,16.95479679624968
8,6,0,1,7.550321750629838,0,10.848444119970749
7,8,1,1,5.524282954574684,0,7.2268011569352755
9,7,1,0,9.17076951003635,1,17.050335112403808
4,5,1,0,11.015487577050648,1,17.9874179535658
9,5,0,0,6.474735770837188,0,8.727546083155284
9,7,0,0,4.443308954942543,0,5.692427593659383
8,5,0,0,8.294529089837647,1,16.59648842032139
7,3,1,0,7.915434701637578,0,10.441831133457145
7,8,1,0,9.566873366858871,1,17.5659793759638
8,6,0,1,11.164482772519891,1,18.860918552748828
4,6,1,0,7.634599872650682,0,10.016001945871846
7,6,1,0,7.671837050339882,0,9.747233193795878
5,7,0,0,8.301823737320477,1,16.076916118178346
1,2,1,0,9.767264851765692,1,16.328731822531665
3,4,0,1,7.752762048992597,0,9.95045188564092
11,5,0,0,7.004546083006518,0,9.914914779206804
8,4,1,0,8.921775189342865,1,16.645857616657306
10,6,1,1,6.983767234607754,0,10.123366168918862
11,3,1,1,5.186775115453006,0,7.1452003999249145
2,6,1,0,7.027800204413135,0,9.26741096500947
6,6,1,1,6.0976212316343785,0,7.748281539971892
6,4,0,0,6.922270084595943,0,9.256674924254618
11,7,0,1,4.704673345539066,0,6.390376330408208
5,6,1,1,6.292303383100531,0,8.015646527866615
3,7,0,1,9.59043658200332,1,17.025347910862212
13,5,1,0,7.25608633675582,0,9.511244276963913
10,7,0,0,8.951779443147368,1,17.094836077527006
6,7,1,0,6.590510932416676,0,8.374418744648802
4,8,1,1,9.799941251781592,1,17.006629239280965
10,5,0,1,12.260521948437392,1,20.307428138831234
6,4,0,0,7.814221066714778,0,10.773529260681986
5,4,0,1,8.249817221044294,1,16.794985219637315
4,4,0,0,10.265403210716489,1,18.003159208109977
8,7,0,1,8.72323205853243,1,18.003837383642086
2,7,1,1,10.504423933166985,1,17.855684876477106
8,8,0,0,13.074498528146531,1,20.91198533871825
10,6,0,1,5.5943538136077215,0,7.620145536101463
13,7,1,0,5.666512927712192,0,8.596610460247303
5,4,1,0,9.081561256091248,1,17.324357359122097
13,4,1,1,11.098641685760697,1,19.149196772221387
4,7,1,0,10.017145854590185,1,17.85661030390032
9,5,0,1,6.438848276186273,0,9.014902156958769
12,5,0,0,7.810191205638736,0,12.91199472365859
6,5,1,0,8.253379120203377,1,15.92802934086455
9,3,0,0,8.698556697934082,1,17.41485783215432
3,7,1,1,6.158231962413776,0,7.283905944995782
9,10,1,0,5.792884466213984,0,8.7938867892572
9,5,1,1,10.55167122718655,1,19.364604884523224
8,4,1,1,5.586199219083509,0,8.406653870931864
12,5,1,0,10.352210497715708,1,18.503605785826437
1,4,0,0,9.290787034839656,1,15.332828344681923
6,6,1,0,7.630429469552234,0,11.114801143110036
9,6,0,1,8.773111274012969,1,16.69406195877993
5,6,1,0,4.306476989906838,0,4.294757659635105
6,4,0,1,13.240778671331316,1,20.456770189377828
10,6,1,0,7.175884823739481,0,9.548682504269896
7,7,0,1,10.025513844969796,1,17.90116417413908
1,5,1,0,6.168651637702235,0,7.488836452121136
9,5,0,1,11.221881548439695,1,18.61635345501473
8,7,0,1,8.500198299643097,1,16.67000938899624
7,5,0,1,9.162330154691116,1,17.4059976453204
8,5,0,1,7.533580210967888,0,10.703322895100191
8,4,0,0,7.568951088489843,0,10.433296533333692
1,4,0,0,9.15956977408904,1,16.805190560513495
9,5,0,1,8.680177983204048,1,17.790739801268295
6,5,0,1,8.221271137324718,1,16.75608795005219
12,9,1,0,10.232097428892438,1,18.66480400831159
3,6,0,0,8.398791357121718,1,16.037671429152905
13,4,0,0,6.134385197859693,0,9.572717762665832
8,5,0,1,9.361054759407365,1,17.227076316450482
8,3,1,1,7.347660034402235,0,9.886062596829603
11,3,0,1,9.80303424744677,1,19.40379432144324
9,7,1,1,9.271749882668846,1,18.040930903943657
4,6,0,0,9.311480153793548,1,17.452410841428456
7,6,1,1,5.9377191629108745,0,7.946204801999912
9,6,0,1,4.410878024191033,0,5.76839785335422
11,6,1,0,6.3046245828533,0,8.272381323684417
6,5,1,0,9.395667941206684,1,17.386997864117667
5,5,0,0,8.630703002284063,1,16.28448869739985
8,6,0,0,7.023231948443739,0,10.227462269036554
13,5,0,0,5.46048144846338,0,8.366507331179392
10,5,0,0,10.566138437873835,1,19.307207441153977
9,7,1,0,7.998754635611045,0,10.93630839197742
6,5,1,0,7.43285702564138,0,9.83490457395184
7,8,1,0,7.013604643169463,0,8.932896407056578
0,6,0,1,7.796262127791891,0,9.254609071368597
6,6,1,1,6.170020177461336,0,8.642161930040237
6,7,0,0,10.882592251795067,1,18.44070690877546
9,5,0,0,7.964217111260218,0,11.152726681869572
1,4,0,1,8.547195797924426,1,15.94382502593953
8,5,0,1,9.915319973898033,1,18.31516344333408
3,6,1,0,7.852165948790338,0,10.921812595448383
11,5,0,0,7.977419850318307,0,10.95809492175682
7,3,1,0,11.236641586314724,1,18.53067290068424
4,8,0,0,3.8281460816133626,0,4.598072680103606
11,4,0,0,7.952263481153824,0,10.871274712372308
5,6,1,1,10.288521110213596,1,18.862180551710907
3,4,0,0,9.027859334664452,1,16.985978615685895
9,6,1,1,9.165672027339426,1,16.817256867461623
9,5,0,1,7.919666048153733,0,10.240609664805218
5,5,1,1,8.890115850418066,1,16.010225766828206
9,6,1,1,5.293835618531445,0,6.375043076672619
7,4,1,0,10.62271992471457,1,18.659242260969418
6,5,0,1,11.94447323572809,1,19.150932417502943
0,5,1,1,7.04036269693285,0,9.10363500829784
10,5,1,0,9.422731181545949,1,18.44741985568234
11,6,0,1,9.458896004181966,1,17.686517794864308
11,5,1,1,7.920027087160881,0,11.002486746047282
9,3,1,1,9.626651335564638,1,18.14577661538734
6,5,1,0,9.986419035457445,1,18.40930839364569
8,3,0,0,9.051597949045604,1,17.438304734669888
7,6,0,1,7.57864565592046,0,9.913173287857152
9,5,1,1,6.005406871819358,0,7.912293978316778
8,6,1,1,4.894886754446301,0,6.210524097006094
5,5,1,0,9.471138567224155,1,16.99500423404729
11,9,0,0,7.0427665951741165,0,9.729871617069406
5,5,0,1,7.24926450544946,0,9.724093740499134
14,6,0,1,4.480459543084249,0,5.57698296443523
2,7,1,1,9.920670722749495,1,16.06945685470202
8,6,1,0,10.300657178818303,1,18.04218384503441
8,8,1,1,9.690128276807243,1,18.04926472827677
13,8,1,1,7.263890257597106,0,10.697075898542746
7,7,1,1,10.36824642813145,1,17.859268834812667
6,4,1,1,7.102080133788346,0,8.568845765215105
8,7,1,0,7.812519397421429,0,11.144764509623515
7,5,1,0,5.299476071977417,0,7.304056687629172
6,4,0,1,6.526291440479733,0,9.198748855566006
6,4,0,0,9.773337871414869,1,18.422831376902096
12,2,1,0,6.508451772673756,0,8.492540459729458
3,3,0,1,8.978066599496515,1,17.158296368157725
12,4,1,0,8.120555946211399,1,16.51006429320141
0,7,1,0,11.410010704400072,1,18.314670272437265
5,5,1,1,10.080082639785074,1,18.434800671653303
6,6,0,0,6.418486852226252,0,9.140948337196592
6,4,1,0,7.943496355531756,0,9.586487208097791
3,6,1,1,9.523220329904657,1,16.62543914436986
8,5,1,0,10.22511615363712,1,17.5989862303833
14,4,1,0,7.052442678741177,0,10.748683221151786
8,5,0,0,12.510737494288906,1,20.51143683698304
5,7,0,1,5.531129837302425,0,6.462451703918123
3,6,0,1,10.97795481371153,1,18.21643733757924
15,4,1,1,11.261767445352396,1,19.75824672975077
8,5,1,0,12.476416161677433,1,19.691632645183866
7,6,1,0,6.616471939581678,0,8.382682379131042
10,7,1,1,7.450939339619131,0,10.517181311982744
4,6,1,0,2.2352781134447994,0,2.22195995519484
7,6,0,0,8.424079687829389,1,16.533727839719788
12,5,1,0,8.831054448087839,1,18.12374913754961
6,6,1,1,9.566862076911065,1,17.89487128957477
2,6,0,0,7.1306225679882775,0,9.562372961574294
-3,5,0,1,5.986059882144577,0,6.77664153531125
10,5,0,0,6.252531428814632,0,7.92611534154838
5,6,1,0,6.776511427345191,0,7.991333174248934
2,6,1,1,6.631928514228604,0,7.910577229200615
3,4,0,0,8.3912458820897,1,16.037407481711707
10,2,0,1,6.670314464745312,0,8.906529434337058
11,6,1,0,13.081160851669496,1,21.97204759710901
12,7,0,0,8.368506625301958,1,17.24912242142063
4,4,1,0,6.834020256053389,0,8.141357467577278
11,7,1,0,4.634924303001316,0,5.992954131679261
8,7,1,1,3.746196394352551,0,5.175620880471812
9,4,1,1,8.44601459876636,1,16.512364541391783
9,6,0,1,10.845716293426594,1,18.821126774956983
6,4,0,0,9.0238068536666,1,16.875577191656806
9,3,1,1,6.55372939738433,0,9.118528437501771
3,5,0,1,8.59212727900024,1,16.451689532315257
8,5,1,1,8.676239642281836,1,16.988126775183858
14,6,0,1,8.689816559316537,1,17.196210577911952
16,5,1,0,9.695453142890004,1,18.4958307380129
0,5,1,1,5.48484037916788,0,5.933390668169711
7,5,1,1,8.098533332290064,1,15.967642303034385
6,5,1,1,6.631682137436791,0,8.392380039331844
9,4,1,1,6.31676484810791,0,8.546112306995676
4,6,0,1,10.32833101889452,1,18.090243008774493
6,6,0,0,7.517447166304258,0,10.12045862417816
8,4,1,0,9.563782690357163,1,17.613018226565643
14,4,0,1,5.286906050694103,0,8.070334546591404
5,6,1,0,9.9337156778204,1,17.908973932259347
6,6,1,1,8.816216895868854,1,16.863839150589847
8,6,0,1,3.870798834358105,0,4.798858538463218
12,5,1,1,7.449735223670045,0,10.66328129519956
8,2,0,1,9.818287081734509,1,18.264569287259487
10,4,1,0,10.111963644612198,1,17.909061816608542
12,4,0,0,3.628975559722935,0,4.5111386895555246
3,7,0,0,6.653638539856535,0,8.559766902818946
7,11,1,0,7.32253913872272,0,10.589412287544947
9,5,1,1,10.489555348441128,1,18.583354520848204
10,4,0,1,6.994788049637986,0,10.832315782615686
5,8,1,1,7.75275678915259,0,9.585574344227142
11,9,1,1,7.89845978607026,0,11.285636492991191
3,5,1,0,6.597496998983262,0,8.378119827082376
8,4,0,1,9.753466234903446,1,17.758339499579737
4,6,0,0,7.716543185698877,0,10.647738469780991
8,5,1,0,6.885174097168125,0,9.68447003557096
5,5,0,0,7.038565645124886,0,9.229643584787432
4,7,1,1,7.598306539702807,0,9.201203084085355
10,4,0,0,6.646657866589159,0,8.699670024011759
5,4,1,1,9.80726535506698,1,18.03745133621391
10,7,1,0,5.608803413026583,0,8.091903027597786
6,7,1,1,7.665674157104345,0,11.119338753967398
8,8,1,1,7.1767961842854,0,9.21879744296696
5,8,1,1,7.687929148497318,0,9.874330677493967
13,7,0,0,8.167532763555341,1,15.689988465442646
6,5,0,0,10.819092480522476,1,19.07892658110171
8,6,0,1,6.70026576369962,0,10.152949170307236
