age,experience_years,gender,rural_residence,job_retraining_program,monthly_income
28,29,0,0,1,68.56186211164383
17,10,0,1,0,59.20666891568347
20,19,0,0,0,62.34015900043018
24,21,0,0,1,65.06259394655504
37,22,0,1,1,69.34042395369084
34,6,0,1,0,67.11382407666315
25,15,0,0,0,62.12557106027627
46,33,0,1,1,74.029208106729
33,25,0,1,0,67.13425376581333
46,22,1,0,1,73.7094372938084
31,26,1,1,1,69.04284336456658
36,21,0,0,0,69.19745263742655
22,13,0,1,0,62.1825277767614
27,22,0,0,0,64.63090453519112
36,20,0,0,1,70.35877111145521
29,26,0,1,1,67.85066627648315
18,16,0,1,0,59.06518558539942
20,10,0,0,0,60.88368437672925
27,24,1,1,0,65.23839362539105
14,14,0,0,0,57.12408689467362
27,16,1,1,1,65.6430620581847
28,14,0,0,0,64.78174907847615
28,25,0,0,1,68.23632762917237
34,24,0,0,1,70.23004404998063
34,10,0,0,0,65.6361318710396
33,26,1,1,1,70.3468668731431
29,23,0,0,1,67.50200596102141
16,12,0,0,1,63.0034720314628
11,30,0,0,0,59.4315750576236
41,14,0,0,0,69.9157580552127
30,25,0,1,0,66.33347892298156
22,24,1,0,0,62.84810029049624
38,9,1,0,1,69.09951197451824
29,25,1,1,1,68.37274345377277
31,9,0,0,1,65.47288762828106
43,20,1,1,1,73.67670051627634
24,22,0,0,1,65.20795720142758
31,15,1,0,1,67.02740207900193
24,23,0,0,0,64.25572861468605
34,28,1,0,0,69.07988757983692
26,14,0,0,1,65.19680129981742
8,9,0,0,1,57.44285903838791
40,4,0,1,1,68.6271797494838
35,20,1,1,1,70.40471646305812
27,18,1,1,0,65.05092266541047
39,26,0,0,1,71.67681871486504
29,17,0,1,0,66.40026276721557
25,22,0,1,0,63.94297288335824
21,25,0,1,1,65.23848361229906
21,13,1,0,1,62.64670599908275
27,19,1,1,0,64.31351788818024
28,18,0,1,0,64.21712326330884
38,16,0,1,1,70.067813229992
37,17,0,0,1,70.00578604106003
35,27,0,0,0,69.49957093722807
19,12,0,1,0,59.51386317412941
35,7,0,0,0,66.48947843324004
32,24,0,1,0,68.7478979975115
34,23,1,0,1,68.53881743105288
25,14,0,0,1,65.77579587845513
31,10,1,0,1,66.36896196139848
33,25,1,1,0,66.9044481353215
30,17,0,1,0,64.30566315301334
23,6,0,0,1,61.602393989919285
31,24,0,0,0,67.42393034720949
30,11,0,0,1,65.51226607103348
29,20,0,0,0,66.29461695824592
28,15,1,1,0,64.31293495267862
22,27,1,1,0,62.21107144641684
28,27,0,1,0,66.6800130956156
34,28,0,1,0,69.17160920909451
38,17,0,0,1,70.17366509233587
30,17,0,0,1,67.00723598987335
32,22,0,0,1,69.35980088543936
26,19,0,1,0,64.74077438469394
27,19,0,0,1,65.3847470156557
36,20,0,0,1,69.65326967345916
20,21,1,1,0,61.9736858752275
22,22,0,0,0,62.304892422388846
18,17,0,0,1,64.00209968179153
33,26,0,1,0,68.60321112943721
36,28,1,0,0,69.35078507900973
26,21,0,1,0,65.22659720223857
38,12,0,1,1,71.48912621195419
42,19,0,1,1,73.00008839046328
23,30,1,0,1,64.56493008494701
29,20,0,0,1,64.94859336958245
48,25,0,0,1,74.5177605648267
31,32,0,1,1,71.45582695314884
32,8,0,0,0,64.14918998143922
16,24,0,1,0,62.65609817717144
34,28,0,0,1,70.88904348023972
33,12,0,0,1,65.89657757950111
25,12,0,0,0,62.837277303954494
42,29,0,0,1,73.55481211398455
31,18,0,0,0,65.90190887913428
33,16,0,0,0,67.43555509108396
22,14,1,0,1,62.20432397112113
42,25,0,0,0,70.44913130315283
39,16,0,0,1,68.08711021723005
32,16,1,0,1,67.00227757678299
21,18,0,1,1,64.80069928712396
40,23,0,1,0,69.09165632172443
25,15,0,0,1,64.66519203219892
23,35,0,0,0,64.55348061292716
44,14,0,0,1,71.21630303941411
22,16,0,0,1,62.793064995730894
25,22,0,0,0,64.95961519472142
27,20,0,0,1,65.897557124505
42,7,0,0,0,68.37468964137832
28,26,0,0,1,67.96464615669676
40,22,0,0,1,72.08537671163005
35,18,0,1,1,69.55701524060055
36,12,0,1,0,67.67809862536576
17,12,1,1,0,60.11573846130962
34,17,0,0,1,66.92915590378371
32,27,0,1,1,69.37400281702807
23,12,1,0,0,62.92752325785287
36,15,1,0,0,66.7272474284863
33,17,0,0,0,66.33663473067976
27,10,0,1,0,62.8298975374392
43,29,1,1,0,72.9636306033611
27,24,1,0,1,67.20909480178223
20,26,0,0,0,63.027039608196766
31,20,0,0,1,68.73411256483735
24,20,0,0,0,63.89631441116803
33,22,0,0,1,66.7944727017214
31,24,0,0,1,68.0438815017811
34,21,0,1,0,67.71166789295599
29,23,0,0,1,68.08978426212299
31,13,0,1,0,65.31031516199126
11,25,0,0,0,60.740999528893504
38,21,0,0,1,72.51132454196542
33,26,1,1,0,68.66327415305001
30,0,0,0,0,63.41074807493898
25,14,1,1,1,63.35670125284455
27,18,1,0,0,62.01474653403153
43,32,1,0,1,73.99209425141102
24,21,0,0,0,63.83167317591616
34,15,0,0,1,68.74496805099504
22,16,0,0,1,61.98562021165309
23,24,0,1,1,65.34007124477182
26,20,0,0,1,66.44214751778297
41,16,0,0,1,70.18321250279033
36,20,0,0,0,69.15715408383218
21,21,0,1,0,62.624844702330016
37,19,1,1,1,70.1867071706366
35,21,0,0,0,64.95405965526922
19,23,0,1,0,60.93519273116214
28,27,0,0,1,67.0764462366687
34,16,0,1,0,67.58707210885132
25,17,0,1,1,66.41162594444843
30,23,0,1,0,68.01698245966529
38,13,1,0,1,69.73579563096925
50,24,0,1,0,73.07735846044572
35,17,0,1,1,70.09069906042832
36,12,1,1,0,67.22765976409418
39,22,0,1,1,71.94512312838206
44,16,0,1,0,71.0380362944469
37,23,0,1,0,69.36204981823225
23,12,0,0,0,62.04650545456487
26,39,0,1,1,69.03555414287344
34,21,0,0,0,68.32754028925972
29,16,1,0,1,66.65925105089225
31,24,0,0,0,68.40647941643275
41,8,1,0,1,70.3075778630469
24,26,1,1,1,65.80883504258082
27,14,1,1,1,64.62660195373947
25,10,0,0,0,61.2948088420729
46,34,0,0,1,75.87707931731234
34,17,1,0,1,68.39804306380259
23,16,0,1,0,62.29308146187813
34,20,0,0,0,66.75798943510611
39,26,1,1,0,70.08531668435022
26,19,0,0,1,66.18629990750765
29,21,0,0,0,64.66417764665584
26,19,0,0,0,63.89719474562813
27,21,0,1,1,65.53739707028892
23,17,0,1,0,62.51739313353253
38,18,0,0,1,70.89300484803178
25,18,0,1,0,63.07441633947092
21,14,0,1,0,61.20267397267264
14,27,1,0,0,59.93133821233111
29,29,0,0,1,69.02640332517021
35,15,0,0,1,67.20490402383852
37,33,1,1,1,70.51936677663586
29,26,0,1,0,67.76950175522578
47,12,0,0,1,73.20906078686534
28,21,0,1,0,65.6779220920753
27,17,0,0,1,67.51221423409189
23,7,0,0,1,60.77254407311753
29,31,0,1,0,68.13846159480677
32,21,1,0,1,69.93614487397465
25,19,1,0,1,67.0101099805992
29,32,0,1,0,66.81000138912428
23,22,0,0,1,64.02730457025046
23,10,1,0,0,63.452798936496514
17,16,1,1,0,60.30190327840496
28,8,1,0,1,65.59300559674404
22,23,0,0,0,61.96283752971307
36,17,0,0,1,70.62284030160484
11,15,0,0,0,60.308112956453606
29,22,1,1,1,69.36182157375376
35,30,0,0,0,68.62289228755846
22,21,1,0,0,64.25667743654994
13,21,1,1,0,59.27716994802677
34,13,0,1,1,66.56198758279302
33,31,1,1,0,67.8735074810308
35,16,0,1,1,70.3353854408006
35,16,1,1,1,68.63218804460507
42,13,1,1,0,70.06684667400197
37,8,0,1,0,67.87199105428289
38,16,0,0,1,69.42110832855693
31,12,1,1,1,66.41483140796106
37,15,0,1,1,67.81585905523757
43,19,0,0,1,72.07048689417711
26,25,0,1,0,64.41404024668367
31,22,0,0,1,66.56261843727037
23,34,0,0,1,65.78176979286422
33,12,1,0,1,69.23167118146213
34,16,1,0,1,67.79901266844237
31,10,0,0,1,67.93973132878627
33,23,0,1,1,68.34568763933642
30,22,1,0,1,69.00887862328878
27,31,1,0,0,65.79249517627994
