individual_age,income_level,gender,rural_residence,job_training_program,job_satisfaction_level,post_program_income
30,18,1,1,1,55.1504590131072,206.6751216499881
20,12,1,1,1,37.38457973182516,158.47703853842435
5,30,0,1,1,35.11085712832662,157.1534894854865
45,25,1,1,1,81.0993884516381,277.3258810452461
39,12,1,1,1,61.978692731777045,217.58737133514305
15,5,1,0,1,25.191262617444742,119.72248796370236
28,23,1,0,1,56.75221798727663,211.8650756297231
28,24,1,0,1,54.76389962558488,208.7933815426917
24,32,1,0,1,58.53235448641594,221.7580036790465
21,28,0,0,1,49.3624618582054,196.65238895527267
27,19,1,1,1,52.90198568309721,200.4176823460004
19,9,1,1,1,33.1885103967107,146.5647539797472
27,15,1,1,1,50.13403910209559,190.18112301697997
23,15,1,1,1,43.17845467619153,175.04711266923445
34,28,0,1,1,68.09963665206493,243.1973790651198
36,16,1,1,1,61.34219197076828,220.57185566997768
21,27,0,1,1,49.29007963295709,199.40119353417828
31,35,0,1,1,70.27198902557599,255.4843596789903
23,25,1,0,1,52.65145662259253,202.5258209006998
12,16,1,1,1,30.745959725733865,140.5269256009739
30,27,1,1,1,64.19091475078179,233.7718636007064
34,9,1,1,1,51.25494874155691,192.4822904374361
34,12,1,0,1,52.3338108277524,196.24863229705483
29,22,1,1,1,56.88844425243546,213.6165639760665
31,16,0,1,1,54.44040558930367,201.66050818174028
23,28,1,1,1,54.80434209978346,211.5447380840091
28,15,0,0,1,48.73677671136182,185.67835611196392
30,19,1,1,1,56.07263194650859,210.8989646212832
20,11,1,0,1,36.45822529068244,153.3237883946035
25,23,1,0,1,51.81666256572981,198.55816296948888
28,18,1,0,1,53.40205183941466,201.44936266366025
18,19,0,1,1,39.460884625631614,164.18764438927033
37,28,0,1,1,70.93742246538852,253.48809739944213
29,16,1,0,1,48.90854633431772,190.06464242006572
31,19,1,1,1,57.93940274602602,211.34007794992448
32,17,1,1,1,59.91138271137775,213.91034799555536
21,29,1,1,1,53.72060749322659,209.09389912638787
21,27,1,1,1,52.78147294222401,206.3609627647656
16,23,0,1,1,41.4362512810708,172.54764380531464
32,21,1,0,1,59.24350589647923,217.1754556312774
30,8,0,0,1,46.90095074113041,174.60380957258326
28,27,0,0,1,59.585450558589045,220.6599061465558
33,12,0,1,1,53.95512235569907,197.26094709793583
42,26,0,0,1,75.93839380468425,261.59410461305987
34,22,1,0,1,64.30182755891042,229.09048263003876
40,22,0,1,1,69.34157206134378,243.38235374907435
32,17,1,1,1,58.12525891901584,212.9991644411085
27,11,1,1,1,46.93368958362858,178.42591255278555
34,16,1,0,1,58.59537889402265,210.94775765408696
22,19,1,1,1,47.62809176730111,186.87076679284095
41,18,0,1,1,68.07165922875804,239.9452983267209
29,14,1,1,1,51.45974215145486,191.7802930249865
37,15,1,0,1,60.97453458298448,217.08956277362824
31,10,0,1,1,50.99221440564542,187.2457767952397
29,10,1,1,1,47.59073403993544,180.86160011374204
35,29,1,1,1,70.46984601436571,254.7666401971468
20,27,1,1,1,49.07625921948083,199.09788973719623
23,15,1,0,1,43.29813517674139,173.07211216365943
36,17,1,1,1,62.02746300161628,222.51573881217908
25,24,0,1,1,52.190322257789504,199.6337204888512
34,0,0,1,1,45.50964813455234,166.86734474032446
32,18,0,1,1,55.45287493539933,205.4721021486921
39,15,1,1,1,63.99248715969357,225.61028930852893
31,24,1,1,1,59.97430920107823,222.85537452926815
29,19,0,1,1,53.58856747045638,202.66103076001767
27,17,1,0,1,49.089054993446425,188.90293602852637
32,19,0,1,1,57.37835512153202,212.92861929655777
28,13,1,0,1,48.53716280886599,183.6378931898888
24,14,1,1,1,44.73676948812181,176.1030297867713
34,20,0,0,1,59.19645945719691,218.0472709369372
39,14,0,1,1,61.595056849320095,215.9736123750932
34,27,0,0,1,66.84343138869819,241.74743274898825
37,17,1,0,1,63.34505500564588,227.3060560694925
25,14,1,1,1,44.01889940234129,175.07830870515932
41,14,0,0,1,63.230587875738216,222.96661211724216
30,12,0,1,1,47.96575295979195,182.09239374405496
30,7,0,1,1,47.22666855353427,176.36677957847832
46,17,0,1,1,72.75824777416233,250.39503609545585
23,22,1,1,1,51.583176646601565,199.1843183764242
34,21,1,1,1,63.241790706234205,229.68887452971447
24,10,0,0,1,39.4847426134355,158.31286339883826
36,14,1,1,1,60.32834411676135,215.3178315932754
24,30,1,1,1,57.65994671033978,220.7728222954492
23,14,1,1,1,44.83073914310271,176.09465848984158
23,17,0,1,1,43.18007268102903,173.82758632244912
33,29,0,1,1,68.33729147913401,246.31717580150237
5,18,1,0,1,22.293563764916463,121.79834464014452
32,25,1,0,1,62.35581342851622,227.3408785526599
50,26,0,0,1,85.24959654090468,289.0870443513602
37,15,0,1,1,60.92478136253067,218.0372802359191
32,6,0,1,1,47.8967888794102,182.4853176744614
31,19,1,1,1,56.50751471938333,213.0622741594508
32,22,1,1,1,59.78801426814886,220.12878842840936
23,20,1,0,1,46.36979604079132,181.21301510028405
31,16,1,1,1,56.6710683326771,206.7005082917929
23,20,0,1,1,47.3932596139931,186.3715918333529
29,14,1,1,1,49.94988184857215,188.31990103791912
33,16,0,1,1,55.481230776579885,203.6637627159815
28,14,0,1,1,46.77609546471738,182.00124907927375
24,26,1,1,1,55.13284073191392,213.4954540716325
30,13,0,1,1,51.51914468923878,192.07557054862923
11,25,1,0,1,37.99041224454668,162.83092655499527
33,20,0,1,1,61.39069499405496,216.94532047780316
23,26,0,1,1,50.62442841793541,199.26093561114573
19,22,1,1,1,44.864993302441846,180.2633949580172
40,26,1,0,1,73.52747279644753,256.8421269632841
37,18,0,0,1,63.230236663721286,224.2856297545685
34,23,1,1,1,64.42668397208708,232.07710590273635
31,18,1,1,1,59.14464733904668,215.0017698738353
33,26,1,1,1,64.72920864776236,236.42479657809665
31,16,1,1,1,54.53629772161608,203.20486838632527
36,21,1,1,1,65.31359057304088,234.64252290111585
27,14,1,1,1,48.6953171881742,186.19348243681483
26,26,1,1,1,57.81913219245758,216.7022595901411
31,26,1,0,1,63.20286366425942,229.53573113377132
36,17,1,1,1,60.83666171415768,220.0908472261702
23,15,1,1,1,41.814227440579366,170.94325680045873
29,12,0,0,1,47.44001564672105,182.21344760096665
16,20,0,0,1,37.31435669827753,158.7589304455835
23,20,1,1,1,49.19189661443716,191.50582910419857
27,19,1,0,1,51.491797495745416,199.02740310076487
24,32,1,0,1,57.84796661394486,217.77720575612545
28,32,1,0,1,62.88737818981336,229.8676650593672
36,20,1,0,1,63.394396018387546,223.80275965679627
40,27,1,1,1,76.33476179122954,265.59113521068133
33,24,0,1,1,62.19885366634016,228.3502398124328
28,29,0,1,1,62.48946896671262,229.95558988248848
30,14,0,1,1,49.89178364481396,190.6550489044551
26,11,0,1,1,42.80394745412267,167.2403366873447
30,17,1,1,1,54.10455619246039,204.5665860079308
34,27,0,1,1,66.55364767062278,241.0489752772736
31,11,0,1,1,50.149841895234935,190.22610017041376
33,24,0,1,1,61.41123362644056,224.8613274443869
26,18,1,1,1,50.53241633748059,193.21377716150172
38,19,1,1,1,66.65732180922512,234.5353414801776
30,29,1,1,1,65.69420832424946,235.9920343775704
18,21,1,1,1,43.92026918171294,178.38025875220362
29,9,1,1,1,48.16912264438013,179.78956559876903
31,16,1,1,1,55.405966717261855,204.30521672447253
27,16,1,1,1,51.00030079602048,191.7385770646959
43,25,1,1,1,79.26537745674348,273.4932629176691
31,26,0,0,1,62.94716119193669,225.7947849094001
40,25,1,1,1,73.04270163016889,257.1720363933618
29,17,1,0,1,51.86680685648419,198.1936618827094
39,15,1,0,1,62.201683823077765,219.56037620088077
35,18,1,1,1,61.37424356987995,221.224611125222
25,23,0,0,1,50.66012652019563,192.55270041259976
16,19,0,1,1,36.09961435879507,157.21557615773614
32,12,1,1,1,52.33497734668586,193.73582532211609
22,24,0,0,1,49.01426793717452,192.196646997078
36,25,1,1,1,68.02866534714899,245.92748404785195
9,24,1,0,1,33.377646976249,151.05746353223438
44,17,0,1,1,70.58697407326096,245.92658634915944
19,12,0,0,1,35.62529572876197,150.1707257876568
36,18,1,1,1,61.852276983426925,221.20504473940665
22,30,1,0,1,54.54916883242114,208.82775933227623
25,16,1,0,1,45.58165063840478,177.57618309295268
44,22,1,1,1,75.35350293126717,262.1026451171866
33,11,1,1,1,52.58991544678836,195.51987491830607
38,29,0,0,1,72.5567829794577,256.9747365338003
26,26,1,1,1,58.1961745383448,215.3911117498349
24,21,1,0,1,50.39062856132507,192.9883033882641
30,32,0,1,1,65.99429681618564,242.14452623374547
37,6,0,0,1,52.863108059917984,189.35044863334696
28,18,1,1,1,53.7182963483445,201.3413261020628
25,24,0,1,1,54.07996284543225,205.42715141536
22,22,0,1,1,47.58979178694549,189.10361973609935
33,18,1,1,1,59.43149887674063,215.54206174260463
26,15,0,1,1,47.63435241842756,181.20305200654215
26,26,1,1,1,56.47159902801268,214.186929563549
31,14,0,1,1,51.97860302386873,193.0248644648555
37,22,1,1,1,67.57001311682036,238.51033421962947
43,19,1,1,1,70.50377720537575,245.26366804832307
33,25,0,0,1,63.8792490113619,230.2332471311825
38,23,1,1,1,68.91918807775629,244.69640440233093
34,26,1,0,1,65.45253152391733,236.22393514202372
34,25,1,0,1,64.60344285811753,235.96144223731457
43,28,1,1,1,77.86375134909795,274.5180707312388
33,19,1,1,1,59.91172154034423,217.69481345931595
25,19,0,1,1,47.74046439861437,191.26308454102823
34,20,1,1,1,60.950386677132045,223.8198924754196
37,19,0,1,1,63.56422730306239,227.4776915073569
32,29,1,1,1,66.2735544638723,239.53209808158533
47,21,1,1,1,79.67196103404385,269.15058476023546
41,28,0,1,1,75.5495969998779,262.94192625324433
32,16,0,1,1,55.973695746496645,202.77788778922732
30,14,1,1,1,52.75762066958307,197.13098387243272
22,13,1,0,1,39.55677275543248,164.70909153245026
25,20,1,0,1,50.01086312792752,193.89506948308716
40,22,1,1,1,70.6616840907463,251.88769879089836
36,21,0,0,1,63.83688311615681,227.2942058216417
40,9,1,0,1,57.80823807710015,207.2710326224884
24,23,1,1,1,52.77395704892238,202.37067909020425
25,19,1,1,1,47.68261978078503,190.81129591807868
39,3,1,0,1,54.17783272015097,195.0490714690932
39,16,1,1,1,63.90368284977574,226.67148849014367
23,35,1,1,1,61.89803272707302,236.96511746326385
24,29,1,1,1,56.720929408341696,216.04739807596889
27,23,0,1,1,55.98069518291984,209.28408722088668
25,25,1,1,1,55.1553110479714,211.77053577335116
40,13,1,1,1,64.50664896702611,226.0200981745946
37,23,1,0,1,67.20737571563085,238.1964448464721
38,17,0,0,1,63.026746599825,225.7589595793748
27,8,1,1,1,41.47393095935966,163.73864419478176
30,20,0,1,1,55.4154934273093,207.81818392151976
36,14,1,0,1,57.83496555388776,210.14497835629572
45,20,0,0,1,73.21465928455333,251.8652804612384
44,23,0,1,1,76.88786164674113,264.3756822645074
18,17,0,0,1,38.76517143407481,160.71690620073193
23,19,1,0,1,44.5098355159416,177.5838304411622
25,3,0,1,1,35.5814136120981,146.40898656307374
36,12,1,0,1,57.83840716070976,210.03149240255908
32,19,0,1,1,57.40088125237074,212.66441884781287
25,11,1,0,1,44.03244469032071,170.78114051124084
21,22,0,1,1,47.25541489106688,187.2856332100809
21,20,0,1,1,45.83701086532527,181.41583118520492
37,13,1,1,1,59.74791556768693,214.34797819966656
34,17,0,1,1,58.25442075365067,212.01724096136417
38,23,1,1,1,68.37726386096712,245.09299101408757
40,14,1,1,1,65.57868750289194,230.65517638781944
23,28,1,0,1,53.23670129667792,205.4996310239833
17,17,1,0,1,37.17264236577367,157.1724080152264
39,28,0,1,1,72.81162476454702,260.0303833281636
28,16,1,1,1,50.56571776268106,192.8656883588027
25,15,1,1,1,47.076781531723846,182.83071468914017
36,24,1,1,1,66.60972614784976,241.68789632071983
32,23,1,1,1,61.67233547876428,225.49210756058952
24,21,1,0,1,48.73659875538101,191.2535039834469
28,20,1,1,1,53.7610245128507,205.2761251094487
18,26,0,0,1,44.81378695642701,181.9696572408112
26,20,1,0,1,49.75672492731082,191.751688791188
35,22,1,0,1,64.8627043288167,231.10051788723464
25,15,1,1,1,46.26680099161708,181.2632524373768
20,19,0,1,1,43.52596996669431,175.5029713146455
31,21,0,1,1,57.85613927357124,214.2790511969937
38,21,1,0,1,66.29948493071858,236.91913096214915
33,14,1,1,1,58.45354363056465,207.01576829369023
29,20,1,1,1,55.60772120564894,210.4586147921819
25,11,1,1,1,44.94229555325411,171.94580567460218
34,17,1,0,1,57.932053061863,210.9602692988924
22,21,0,0,1,46.6417900748129,184.00163994030507
29,17,1,0,1,53.23992412897492,198.0531940967653
45,20,1,0,1,75.42105686252897,258.92474679464345
24,28,1,1,1,57.700284040054,219.7511916988485
34,31,0,1,1,71.1217188353595,257.70148341441035
18,27,0,0,1,45.19433911705959,182.36107334389376
11,25,0,1,1,37.99531737362141,165.7905429060873
13,21,1,1,1,35.76100013078677,160.87104746854257
44,18,0,1,1,72.30149746091422,249.93322529760167
22,15,1,1,1,43.23497165866567,173.04524703348375
32,2,0,1,1,44.83963869447197,166.77932938863262
21,29,0,1,1,52.50786272390356,205.64625504692208
35,20,0,1,1,62.12053363551545,225.3942810682533
18,28,0,1,1,47.09118664411658,188.53555598594423
32,15,0,0,1,52.49485008091143,196.43978634957207
32,22,1,1,1,60.97562024592149,225.20962217002548
41,21,1,0,1,70.47887643304081,245.70576288206607
26,19,0,1,1,49.55923656220825,190.5105302352204
23,13,1,1,1,43.75793880819501,171.0954627825536
34,17,1,1,1,61.772383058949394,223.41301215882004
34,27,1,1,1,66.06606275232191,242.59915129064885
27,12,1,1,1,46.283462537803054,180.1074149431839
40,22,1,0,1,70.62457069633983,249.087008761429
25,28,1,0,1,57.942225276210365,217.29734793182297
27,24,0,1,1,55.445714790181206,208.6347375627782
27,11,1,1,1,47.42300714354298,179.36026478350496
27,11,1,1,1,45.31327082377854,176.90082928869785
12,25,0,0,1,36.87142261167634,161.33664253188067
30,29,0,0,1,62.4018338906688,228.39851555443488
19,21,0,0,1,42.81989668971892,175.25242583199605
28,19,1,1,1,53.69991226181854,201.78222560190252
40,21,1,0,1,68.92447975805818,242.6731432909361
31,22,1,0,1,59.14781387516583,218.3040910546108
16,23,1,0,1,41.84057175578073,173.0048011978841
35,11,0,1,1,54.862715566000645,198.94672505116455
45,16,1,1,1,72.59377276194242,250.19362976647523
28,28,1,1,1,60.78447380742404,227.09454435849668
25,21,0,0,1,50.58125705764581,193.120938780332
22,16,1,0,1,42.77336941910705,171.74873539260966
29,9,0,1,1,44.26479381095352,171.33111726803912
42,18,0,1,1,69.3213325813669,239.91577119537288
34,16,1,0,1,57.64471429839867,211.78234343289424
25,26,1,0,1,54.31520097320085,207.66149211968585
34,30,0,1,1,70.28908359917449,250.469959837224
35,28,1,1,1,69.71084848044106,250.7052013941853
27,13,1,0,1,45.73255030670061,175.16590788764836
31,25,0,1,1,62.59501047784181,229.1455165392614
35,15,0,0,1,57.65868736102605,208.04564056410243
23,15,1,1,1,42.89624679130031,173.43340832972754
28,17,0,0,1,50.53111116598009,191.08915672118505
37,22,1,0,1,66.32786501486264,236.05239623668933
30,20,1,0,1,58.95391743239819,214.01284670598557
16,15,0,1,1,32.720019807671,148.48837160902096
27,25,0,1,1,55.51646076122384,211.31801144986449
37,12,1,1,1,59.37812990990789,213.9239847059824
34,22,0,1,1,62.43085509407416,227.9230164465186
27,25,1,1,1,58.29059818294631,216.26883902119815
19,20,0,1,1,42.81159949967626,174.38839798427026
34,28,0,0,1,68.80593527763645,244.6001957634232
13,15,1,1,1,31.885655872335267,142.9594765425567
41,22,1,0,1,71.139544610264,253.162247201676
32,25,1,1,1,65.64033284956484,235.2184066936618
32,18,1,1,1,57.84553383882527,211.62838318779555
46,18,1,0,1,73.61762456759648,252.71292407042424
18,18,1,1,1,39.21480987049391,166.03756729156854
41,23,1,1,1,72.82389754718069,254.90744358680027
33,22,1,1,1,62.28576358550052,227.30027255646056
37,22,1,1,1,68.53085959169147,243.58051393792516
30,20,1,0,1,55.96592187661601,211.97983581025736
41,17,1,1,1,67.25495289845405,238.00754283275924
30,17,1,1,1,54.32245374238048,203.60314600709768
32,21,0,1,1,58.81394201812935,216.1992143837621
23,23,0,1,1,49.90021737091333,192.46417615387185
32,22,1,1,1,62.24721621434087,226.49511053318105
32,30,1,0,1,67.42125977796563,246.19011848899592
19,26,0,1,1,48.10091416272118,190.5115573041765
21,26,1,1,1,49.65069392782888,196.37285532784605
32,18,1,1,1,58.19588589996093,215.0932784388831
28,17,1,1,1,53.29033244970166,197.7587107898303
39,17,0,1,1,64.00282282809263,226.57600913393816
34,30,1,1,1,70.55617234814976,252.2970059132734
29,23,1,1,1,56.66303980520422,212.59531479123947
28,23,1,1,1,57.11167561572354,212.35357624127667
17,22,1,0,1,42.04407849683898,171.80488667220527
38,24,0,0,1,67.81035423876008,240.2567244607052
20,14,1,1,1,39.31910202519635,161.1972284732381
33,9,1,0,1,50.74036127763654,188.5504536600784
16,34,1,0,1,52.11914608830343,205.22579842724107
38,14,1,0,1,61.73569509244362,218.2585124461913
31,35,0,1,1,68.6286235959008,253.72603820138144
21,15,1,0,1,41.043659062079854,165.6223438513161
38,26,0,1,1,71.42508281521388,252.3797074201768
42,16,1,0,1,67.99248344472137,237.22057313717696
44,14,1,1,1,69.54938857598405,239.90876095413407
32,17,1,1,1,58.11340916552793,213.73880805125023
16,22,1,1,1,43.28463703487231,178.84706354356018
38,19,1,1,1,66.4558657262315,236.78064406606396
10,26,1,1,1,38.52408599790523,166.61248022114054
10,23,1,1,1,36.070247937399664,159.04413590280353
34,27,1,1,1,68.08153610812572,241.47912239484643
32,23,1,1,1,63.04871203869913,231.49180507758905
28,20,1,1,1,54.96641988331311,205.6846623377409
23,25,1,0,1,51.02363487231247,201.43349835779168
24,26,1,1,1,55.46088764865476,211.77608797307744
22,17,0,1,1,44.03383458471992,175.3022286959818
39,20,0,0,1,66.93575660856538,236.0662353339524
30,24,1,1,1,59.85421825507858,222.8067440176476
51,11,1,0,1,76.8329668878149,255.99896124824275
44,16,1,1,1,72.14599781057024,246.18395422694687
14,23,1,0,1,37.30032566168965,163.04351541209272
34,25,0,1,1,63.99451137166622,235.15041045188988
24,23,1,1,1,52.905243966061214,202.37006020100893
39,23,1,0,1,68.96041535739884,244.9093686828729
35,28,1,1,1,70.53283253100753,250.759658159033
35,15,0,1,1,57.99677076217981,210.13040894997584
32,25,1,1,1,64.22095468603821,233.5262594665375
34,30,1,0,1,70.1888965693034,251.3810427961072
34,26,0,1,1,67.59107468361022,242.05810415308224
31,11,1,1,1,51.29094780272808,192.10044451266853
26,13,0,0,1,44.90806713598868,173.58597481500112
24,14,0,0,1,43.9534800363867,171.5761670473091
36,19,1,1,1,64.81392277181119,230.626864595528
38,11,1,1,1,59.2188729975795,211.4002149449865
26,21,1,1,1,52.08366363103449,200.1280694139889
37,26,1,1,1,71.11359725123383,248.38972033462449
18,22,0,0,1,40.49803364110642,169.17773299871186
33,14,1,1,1,57.48460078646629,207.6995590774134
32,15,1,1,1,55.29891335433558,203.5400119155992
31,22,0,0,1,58.29631007273965,216.27836481343985
23,25,0,1,1,52.29070627640831,204.37522899084436
32,20,1,1,1,58.11575912976635,217.2844085013145
8,27,1,1,1,35.422452428155715,162.11179366406168
29,23,0,1,1,56.510795099293055,211.1678832456604
40,27,1,1,1,73.94627573926606,264.0669705880208
36,19,1,1,1,65.50746538629376,233.95399052221055
35,23,1,0,1,65.7006106683218,233.186495729438
37,20,1,1,1,65.81578184446228,236.4460410603834
22,12,0,1,1,39.0394967568564,159.4895134282793
38,22,1,1,1,67.80977277806616,238.25723992079796
24,26,1,0,1,54.23325015968995,208.4945627225979
39,21,1,1,1,69.75537364983441,242.97965218236388
25,21,0,0,1,50.44979242182087,192.82610059203455
28,12,1,0,1,48.24931388958844,182.8348530333994
26,20,1,0,1,50.46324361023809,193.1464755027874
39,23,0,0,1,70.58418552069664,249.39507264710772
33,23,1,0,1,63.656849345164176,229.11843592720064
25,22,1,1,1,54.002988423179055,202.1916481509676
30,21,1,1,1,56.85077588901597,212.15766268343012
26,27,0,1,1,55.39955868139688,213.71025845237332
37,18,1,1,1,65.31267033701435,233.9850820875362
21,17,1,1,1,45.01279556005148,177.56306414038704
22,12,0,0,1,39.74209364592495,156.51243116181632
29,12,0,1,1,48.986912621235,184.9901505421942
27,16,1,0,1,48.24152922275852,185.97366452874184
40,17,0,0,1,63.51012871209608,224.33134657652369
33,12,0,1,1,54.9734983787719,200.3182214400296
28,24,1,1,1,58.25767648634358,217.7407251448601
31,26,1,0,1,62.68967811791203,228.87248161757927
21,19,1,1,1,44.3768759324106,181.1478730952324
30,26,1,1,1,63.165152238956296,229.2298557254745
41,24,0,0,1,72.78645335065418,253.1125523634885
24,25,0,0,1,51.982045359622994,202.76882059255863
25,14,1,1,1,45.23300774057433,176.97551035399042
25,22,1,1,1,52.366343079958455,201.18458149522564
29,33,0,0,1,64.11382303640386,238.43016553920424
39,12,0,1,1,60.939558289559145,216.30929481230427
36,14,0,0,1,58.10789578216145,208.6185583270076
21,20,1,1,1,42.94995571741106,174.7453780231449
34,18,1,1,1,60.22339002607403,220.6297089371218
30,14,0,0,1,49.94223462145414,185.81924100180248
37,17,1,0,1,61.55688358359752,223.84423000719744
36,18,0,1,1,60.01622306691381,219.4822019194268
15,16,1,1,1,35.787753518667735,155.06617919006396
35,10,0,0,1,52.60677473737454,192.93742531703455
25,15,0,0,1,45.26633848743506,177.96515352408005
34,18,1,1,1,61.46617842791091,220.41147572936967
31,5,1,0,1,43.43595924991396,165.4414767152781
29,21,1,1,1,54.61866065269548,207.09770484454603
15,17,1,0,1,35.79380288670246,151.98864641977474
18,23,0,1,1,41.55716279406074,175.2856723303513
32,9,1,1,1,50.08291946598679,188.5623637706761
18,26,1,0,1,45.702557334019176,185.6086537878426
40,24,1,1,1,73.22217299199362,257.885331492295
14,14,1,0,1,31.65066435228789,140.58981495655476
29,22,1,0,1,56.3200474059152,209.75284890949987
23,24,0,1,1,50.53271582777371,196.7542545945264
25,22,1,1,1,52.01030427929921,199.47123937475723
19,22,1,1,1,44.91246559735646,180.80246075576648
26,21,1,1,1,52.8278557375795,202.4734185430076
31,21,0,1,1,58.00298012846063,212.5988155287285
23,23,1,1,1,49.67075582349208,194.58262033315867
31,21,1,0,1,60.09828040546209,218.02683834159612
34,23,1,1,1,64.67013511096651,235.8281276289757
20,18,1,0,1,42.94018390083375,173.79568448400283
21,23,0,1,1,48.04358423123157,189.70901834626736
31,13,1,0,1,51.18845015553196,194.28031139122209
25,23,0,0,1,51.84082847976356,198.90551568415805
35,30,1,1,1,71.66288477621556,257.9671992025026
23,7,1,1,1,38.81580403161757,154.38469179532063
33,19,0,1,1,60.171986784660646,218.97050883403384
20,23,0,1,1,45.63124286497415,185.136810406623
21,22,0,0,1,44.56964261434014,179.1690914229802
21,21,1,1,1,47.25898854408312,185.64635605249885
32,18,1,1,1,57.51566402287587,208.26015801496183
29,17,1,1,1,53.76164697450231,202.14472336354996
33,24,0,1,1,64.39218871418977,230.4812253281111
23,19,1,0,1,43.06365475870244,173.77540817564767
44,22,0,1,1,74.30521672067857,257.5827708919518
23,20,1,1,1,48.22782120237014,191.6926677848369
30,12,1,1,1,49.98041807955711,190.35993837136476
17,26,1,1,1,45.82224562921823,185.9547552673154
20,18,1,1,1,44.05476972226036,176.7595922507628
30,12,0,0,1,46.809001570872525,179.80009456145382
21,15,1,0,1,41.34687985372145,167.02528847844445
20,18,1,1,1,41.51211303902112,172.1222746071344
36,17,1,1,1,62.20904474676848,223.54292467993596
26,36,1,1,1,64.27632447708484,240.09608090722963
32,20,1,1,1,58.98117845411693,215.83877780111595
25,17,1,1,1,49.75089164278207,191.17148469338983
46,18,0,0,1,73.33759530764537,249.48421435499097
23,14,0,0,1,42.73003840204056,169.01473681470773
29,21,1,0,1,56.43528542123909,209.8334956056825
28,16,0,0,1,49.83159330099258,189.37725860996733
32,12,0,1,1,51.55264861498693,192.4272235814973
