individual_age,education_level,household_income,employment_status,community_involvement,internet_access,public_transport_access,social_media_usage,political_participation
42,22,6,13,1,1,0,0,109.6694682788043
26,25,3,21,0,0,0,0,101.17040850285257
49,24,5,15,1,0,0,1,126.12740723112142
27,22,5,9,3,0,1,0,95.24856242349048
30,25,5,21,3,1,0,1,114.95269981881778
29,25,7,13,0,0,0,0,101.24041678615669
31,23,6,13,3,0,0,1,110.0990133136898
41,20,6,16,1,0,1,1,118.2679330611452
37,31,2,11,1,1,0,1,119.61385926678018
21,27,6,23,0,0,1,1,106.81321514125692
23,22,5,16,0,0,0,1,101.4799998242926
28,29,5,10,0,1,0,1,109.33725078618332
19,25,5,14,2,0,1,0,93.38118878684963
27,27,4,7,0,1,1,1,106.64040030930178
5,23,3,20,2,1,0,1,90.05798679007584
26,23,4,14,2,0,0,0,97.7014044445397
20,24,1,13,0,0,0,0,89.94024860623948
25,23,5,10,2,0,1,1,103.83632396158042
21,25,1,9,1,0,1,1,99.96707086902074
18,19,8,7,2,1,0,0,85.95130363303623
36,18,3,9,4,0,0,1,106.24893942303288
12,23,8,11,3,0,0,1,92.98033344580602
24,26,5,13,2,1,1,1,105.24077244575952
38,24,5,16,1,0,1,1,116.5675669828052
16,16,7,17,2,0,0,0,85.49429016321794
50,27,6,21,1,0,1,0,124.46187192968104
34,26,6,19,0,0,0,1,114.82628517455193
27,22,3,15,2,0,0,1,104.63287534261694
20,22,6,27,0,0,0,0,97.4525618519821
21,28,8,15,0,0,0,1,106.05751787777808
29,24,6,19,1,0,0,0,101.3010611580248
45,20,5,13,1,1,1,0,111.48261928482788
20,23,10,16,1,1,0,1,102.71233845994288
17,20,2,16,2,0,1,0,87.66174438178668
31,20,5,13,1,1,1,1,107.67622895878915
27,18,7,9,1,1,1,0,92.6210272613029
14,22,9,15,2,0,1,1,96.05896378881408
12,23,1,13,0,0,0,1,90.67243092092504
23,31,1,20,1,0,1,0,102.47104674526562
0,19,4,12,1,0,0,1,78.41213803001182
31,24,4,11,2,1,1,1,108.21691823705471
31,26,4,12,1,1,0,0,102.71537156052244
39,21,9,22,3,0,0,1,118.4953347024172
18,26,8,22,2,1,0,0,97.05970378104008
31,26,3,12,0,0,1,0,102.5341145215032
25,20,7,19,2,1,0,0,97.62935648710638
13,24,6,16,1,1,0,0,88.58390910470281
18,19,9,15,1,0,0,1,96.55388519094755
22,27,7,18,0,0,0,0,98.932195754679
12,26,4,16,3,0,1,1,96.17062714134626
35,23,4,10,2,0,1,0,103.02824212354912
27,29,3,22,1,0,0,0,104.642017740824
17,25,7,15,3,0,0,1,101.11431648773043
28,15,10,23,1,0,0,1,104.997453916987
23,25,6,19,0,0,0,1,107.3467065951544
15,27,6,18,2,1,0,0,92.51261292846216
12,25,5,9,1,1,1,1,93.893381496308
31,23,9,17,3,1,0,0,103.0751046713866
11,26,4,21,3,0,0,0,90.74821101403847
11,27,3,14,1,0,1,0,88.24243830582863
22,27,4,14,2,0,1,1,105.41515812000137
31,22,6,17,1,0,0,0,102.3365906937895
23,30,4,8,2,1,0,0,99.7311725251005
20,23,7,20,2,0,1,1,103.16256653830426
46,23,3,18,2,1,0,0,114.66100431456844
34,25,4,13,2,1,0,1,113.31078078744734
23,28,7,15,2,0,0,0,100.365167848618
15,22,4,16,0,0,0,0,89.13545719586966
15,27,6,14,0,0,1,1,98.83063988318796
33,29,6,14,3,0,0,1,116.45854028528431
26,20,3,14,4,1,0,1,103.87455569331462
29,28,6,13,2,1,0,1,112.24993730517367
27,22,3,13,1,0,0,1,104.60588140938688
15,23,9,17,0,1,1,1,97.37749719842996
14,20,8,19,1,1,0,0,87.90829484717645
22,21,6,16,2,1,1,1,103.48272449854628
2,21,5,10,0,0,0,1,82.36599363193722
23,21,2,12,0,0,0,1,98.9297857437523
13,22,4,16,1,1,0,1,94.08330314048185
29,19,5,0,3,1,0,0,91.39744571677818
22,26,4,24,1,0,1,1,109.0253335495549
22,21,5,10,0,0,0,1,98.31091446620668
28,25,4,11,2,0,1,1,106.5506499927862
25,23,4,12,1,0,0,1,103.42346143556811
26,25,9,12,1,0,0,1,106.11607914500772
25,22,4,7,2,1,0,1,102.6599049199798
31,25,8,13,3,0,1,1,113.7970372319532
11,23,4,18,2,0,0,0,85.5134449376975
18,27,7,19,3,0,0,0,97.265908266941
20,33,7,23,2,1,1,1,112.62429052455688
6,27,7,16,1,0,1,1,92.67026499100714
33,19,3,19,2,1,0,0,101.40468616196158
9,26,3,17,1,0,1,1,92.29096498879346
15,23,8,11,1,0,1,0,87.81455568504435
32,31,9,16,3,0,0,0,110.24132707183196
34,20,3,18,1,0,0,0,101.74734621776584
29,25,5,12,2,0,0,0,100.99699967791612
16,25,7,10,0,0,1,0,88.16630973035365
35,25,7,12,3,0,0,1,115.1489186096993
27,20,6,11,2,0,0,1,103.36965238428265
8,25,7,15,0,0,0,1,90.7832340847698
30,15,4,15,1,0,0,0,93.2842313714735
37,26,5,20,2,0,1,1,119.79113168273906
37,25,9,16,1,0,1,0,110.25958943821249
36,22,5,15,0,1,1,1,112.81136701810836
41,25,5,15,1,1,0,1,119.92852196398664
18,22,5,9,2,0,0,0,86.9133337046733
25,22,5,17,3,0,1,1,105.58231062714488
19,24,7,11,0,1,0,1,98.6514180212431
20,18,10,13,3,1,0,0,90.819685666931
10,26,5,27,1,0,1,0,92.29824501214937
35,23,6,19,1,1,0,0,107.39930427878691
31,30,5,13,2,1,1,0,107.0170759160136
22,25,5,13,2,0,0,1,104.32692949980412
19,22,2,9,1,0,0,1,94.0841521277
22,18,5,16,1,0,1,0,91.68271553302375
19,22,5,13,4,1,0,0,93.12432431680458
28,28,10,12,1,1,1,0,105.89634349567976
9,26,5,23,2,0,1,0,88.76698074445493
32,25,9,14,1,1,1,1,113.1297379745359
34,22,6,16,2,0,0,0,103.65098564500744
32,24,5,15,1,0,1,0,104.70014631749808
40,20,5,7,2,0,1,0,106.02308923282024
2,27,7,13,2,0,0,0,79.97172007178477
23,24,4,15,1,0,0,1,102.84392781761554
39,23,3,14,3,0,0,1,117.19085517378528
14,21,4,10,3,1,0,0,87.04767946306416
26,23,6,14,1,1,0,1,103.85080406680628
24,19,7,12,0,1,0,0,93.64673292988311
38,25,3,24,2,0,0,1,119.26143411210626
21,23,7,15,1,0,0,0,93.07388807571084
28,28,5,13,0,1,0,0,103.80081914392302
34,25,6,14,0,0,1,1,114.24566083889792
14,24,0,7,0,0,0,1,91.20999456240185
33,19,7,18,0,1,0,0,102.2959689287985
18,21,4,17,1,0,0,0,88.37479155963702
23,22,8,20,1,1,0,0,96.98387472747422
26,24,4,16,1,0,0,1,105.23383690205642
26,25,8,12,2,1,1,1,107.78408538838964
3,20,6,6,1,0,0,1,79.23028792354057
38,26,3,8,3,1,0,0,108.67779419035696
17,22,5,19,1,0,0,0,91.9008559840656
33,22,5,19,2,0,1,0,103.74242586676488
25,26,8,11,2,0,0,1,105.24335297689778
20,26,6,13,1,0,0,0,92.27708492947514
34,25,7,11,0,0,1,0,103.42625028439195
35,20,3,21,1,1,1,1,115.22678138697992
25,19,4,17,1,0,1,1,103.0616222506116
20,25,5,24,2,0,1,0,98.13895528176975
22,16,5,17,0,0,1,0,90.08083303406376
15,22,4,12,2,1,0,0,84.91817983317156
29,24,2,15,2,0,0,0,98.71957635426834
31,27,7,19,2,0,1,1,115.83902053703991
19,19,3,19,0,0,1,0,89.77483301226077
31,24,5,6,1,0,1,1,106.37382305006662
42,25,4,16,2,0,0,1,122.85721007008684
33,26,9,13,1,0,0,0,106.17322643975224
28,25,8,20,1,0,1,0,104.50337689404502
28,16,5,15,2,0,1,0,96.62068923578045
27,19,6,21,0,0,0,0,99.01899859213736
23,26,10,9,3,0,0,0,96.76658177823572
25,20,4,13,2,1,1,1,103.73936004686058
2,18,3,16,1,1,0,0,73.94291940753168
33,17,5,18,2,0,0,0,100.05115909239204
38,17,4,20,1,1,0,0,104.73377712153663
19,29,5,15,0,1,1,0,97.15267095988554
29,21,2,22,1,0,0,0,102.07762293547243
8,23,4,16,0,1,0,0,82.44750186007144
15,26,3,13,0,0,0,0,89.40783996414518
16,16,6,13,3,0,1,0,84.02807914503475
36,26,2,19,1,0,1,1,117.84958606210115
26,25,6,9,2,1,1,1,105.79111519067057
30,24,4,14,3,1,0,0,102.32881396188792
19,23,6,17,0,0,0,1,99.37860506299002
22,19,3,18,2,0,0,0,91.9427933197537
13,23,7,14,3,0,0,1,94.87097941584878
30,17,7,5,1,1,0,1,101.62287550644584
20,22,4,17,1,1,0,1,99.02458333752556
31,26,8,17,0,0,0,0,105.97724678172789
36,23,3,12,1,1,0,1,111.06342166552268
20,26,5,23,2,0,1,0,98.6339626232559
40,21,6,16,2,0,1,0,109.09348542148538
17,23,5,15,1,0,1,0,90.23562185991668
10,24,8,19,2,0,1,1,95.12779497326903
7,28,5,21,1,1,0,1,96.97764875918637
27,18,6,12,1,0,1,0,94.12549665563591
22,21,4,15,2,0,0,1,100.58302683128912
27,34,10,17,1,0,0,0,105.58568020739038
19,27,7,19,0,1,0,1,104.59714104738744
22,17,8,23,0,0,0,0,93.03352740317293
23,22,7,12,2,1,1,1,103.8002094024695
21,24,2,21,4,0,0,0,96.242244411235
33,24,8,19,1,0,1,0,106.24486448261833
24,23,9,19,2,0,0,0,99.78059590880598
38,19,8,4,1,0,0,1,109.23015903317636
35,27,5,12,2,0,0,0,109.6464096260346
20,21,8,14,2,1,1,0,92.10386201554778
19,24,5,7,2,0,0,1,97.32719706686812
25,21,6,14,2,0,0,1,102.59854381535352
22,23,7,18,1,1,0,0,94.96044045783437
22,24,6,17,1,1,0,1,105.08329148315931
20,28,1,14,1,0,0,1,102.32651889124128
26,20,3,10,2,1,0,1,103.01189384880534
32,25,6,21,3,0,0,0,107.72846520486792
20,21,3,21,1,0,1,0,93.3797906753472
24,24,5,15,2,0,0,1,104.39341506719587
41,23,2,22,2,0,0,1,120.519264028736
8,22,5,25,0,1,1,0,85.12136466805511
31,22,3,22,3,1,0,0,105.53009532433045
17,25,10,19,2,0,0,1,101.66782087936151
23,21,6,17,2,0,0,0,94.32073466608244
9,22,5,16,1,0,0,0,83.2571606307465
38,30,4,12,0,0,0,1,120.60392477992868
16,22,5,13,3,0,0,0,87.59013387172973
46,19,7,12,1,0,1,1,119.44043134388936
34,21,4,10,4,0,0,0,101.47925423247648
18,25,7,15,2,1,1,1,102.05055265165838
27,22,6,20,1,0,0,1,108.67846227529698
36,26,7,11,2,0,0,1,113.91729476842148
26,28,4,28,1,0,0,0,106.79255371599662
38,26,6,17,1,1,0,0,110.21037863199376
23,26,6,19,1,1,0,0,99.6084444766745
25,24,4,19,0,0,0,0,99.67090109397382
32,23,2,15,0,1,0,1,111.34532209850904
31,22,4,9,2,0,1,1,107.87991299929206
22,25,9,12,1,0,0,0,94.73468900672847
32,25,2,12,2,0,0,0,102.62047891756605
2,29,3,14,2,0,0,0,80.94522961369157
12,18,5,14,1,0,1,0,80.59933338370976
30,19,2,10,2,0,0,1,103.31254062915092
20,28,6,19,1,0,0,0,98.91045613180086
34,23,8,15,1,0,1,0,105.9060450827204
30,21,10,21,1,0,1,1,112.97680604961948
46,21,8,20,0,0,0,0,114.54029679293494
24,24,7,8,1,0,1,0,93.90687226812402
41,22,7,17,0,0,1,0,111.0380589864034
35,19,8,20,2,1,0,1,114.08610250570568
23,24,4,19,0,1,0,0,98.46671617784988
19,23,3,17,1,0,0,0,91.28938619955473
47,17,7,18,-1,0,1,1,120.67395287652124
12,24,4,17,2,1,0,1,94.53318732007348
28,25,8,15,3,0,1,0,103.26705750926632
18,26,8,15,1,0,0,1,102.2516906525182
23,24,6,22,2,1,0,1,107.4948157544168
28,19,4,22,0,0,1,1,105.98052279225335
20,26,11,17,2,0,0,0,95.9459536253938
8,17,4,12,1,1,1,1,83.99698865725512
39,29,6,15,2,1,0,1,121.271112621621
48,18,6,18,3,0,1,0,115.9311505671044
28,24,7,14,1,0,0,1,108.04972295074754
19,33,4,19,2,1,1,1,110.3491431645026
25,27,8,17,1,1,0,1,108.37267004550924
21,24,3,18,1,0,0,0,95.5529938925758
22,24,5,18,0,0,1,0,96.18950397709976
26,27,8,14,2,0,1,1,108.72929560662472
24,27,6,18,3,0,1,1,108.81377941188404
31,26,4,18,3,0,0,1,114.8510786087624
19,24,5,8,0,0,0,1,96.7052629546895
27,23,9,15,0,0,0,1,106.1644248895746
21,24,9,3,0,1,1,0,89.79390644654401
17,27,6,11,2,0,1,1,100.91410762805546
21,16,6,12,3,0,0,1,96.65091049995134
23,21,7,14,0,0,0,0,92.15040216773816
31,21,7,22,3,0,0,1,112.77945281073109
27,22,4,14,1,1,0,1,104.81999562130162
28,24,2,21,3,0,1,0,101.67961417458469
24,27,2,17,0,0,0,0,98.72758573741932
26,29,3,18,0,1,1,0,102.29265271276311
35,14,6,19,3,1,0,1,111.73330130593968
18,26,4,17,2,0,1,1,103.06525876125411
34,16,8,12,0,0,1,0,99.45920667156396
26,24,9,19,1,1,0,1,108.82959997068346
26,23,6,14,1,0,0,1,106.06542090156168
22,24,9,17,1,0,0,1,104.21168772639348
5,34,4,10,1,0,0,1,95.7922794737232
19,25,5,27,1,0,0,0,96.56319543415516
47,24,3,15,2,0,1,1,124.56708810585604
38,21,6,17,0,1,0,0,109.19364031584811
9,23,4,13,1,0,0,0,81.06198668062936
29,25,7,14,1,1,0,1,108.9572280043894
16,26,2,16,1,0,0,0,90.82346582338933
34,22,8,18,2,1,1,0,105.5946736150801
45,29,6,26,3,0,1,1,132.52205030397369
8,28,9,14,2,0,0,1,95.68712620104571
25,29,12,17,1,0,0,1,111.94080629540994
28,21,3,11,1,0,0,1,103.61088192235164
16,16,8,21,1,0,1,0,86.07543296385762
29,29,9,16,1,0,0,0,105.1650204240075
16,25,1,20,1,0,0,0,89.70103847794056
40,31,6,20,1,0,0,1,123.55237307064206
13,24,6,21,0,1,1,1,97.6015585215588
9,27,7,23,1,1,0,0,89.81749856298694
21,23,7,11,3,1,0,0,93.98695270678176
12,21,4,12,1,0,1,1,91.30292781052437
10,28,1,19,3,1,0,1,96.66829234040046
14,22,8,17,0,0,0,0,87.66041486044976
23,16,6,16,2,1,0,1,99.17893713589848
37,17,2,3,1,0,0,0,96.00455783226067
38,28,5,12,2,1,1,0,111.53338494091916
37,26,10,14,1,0,0,1,117.15712090630194
38,24,4,9,0,0,1,1,112.4260031785076
23,22,7,13,1,0,0,0,93.44448223668476
21,22,4,15,2,0,0,1,101.32137049422272
29,29,10,16,1,0,0,1,114.73772749453391
44,22,4,17,1,0,0,0,113.31941973775504
2,26,1,8,1,0,0,1,82.59029735715826
36,21,0,12,1,0,1,0,102.39607056587556
32,28,6,22,1,0,0,1,117.57676070902244
12,26,8,16,3,0,0,0,89.14440485175764
15,21,6,7,0,0,0,1,89.55794436596254
37,25,5,13,2,0,0,0,107.49349860612756
8,19,7,22,1,1,0,0,82.14912312498026
43,29,8,18,0,1,1,0,119.03767976718106
22,25,8,25,2,0,1,0,102.70300981540424
20,21,6,6,3,0,0,1,95.68477654177806
35,25,6,21,0,0,0,1,115.51091819711064
31,23,6,15,2,1,1,1,110.8253025239777
16,23,0,15,2,1,1,0,87.74447095129845
22,27,4,22,3,0,0,0,100.71156013453226
43,25,4,13,0,1,0,1,122.26034679934844
25,22,5,11,2,0,0,0,93.79962169612872
30,24,7,11,2,0,0,0,99.4360968552508
12,16,4,25,2,0,1,0,85.07082530699977
34,18,5,11,3,1,1,0,100.09040998426818
21,21,6,13,1,1,1,1,99.85306394704678
25,13,8,14,3,0,0,1,98.28013334428016
40,26,3,20,1,0,0,1,121.76272812352104
33,24,8,16,2,0,0,0,105.49921365507112
16,21,7,18,3,1,1,1,99.96489516065876
27,25,8,18,1,0,0,1,111.21814971525426
8,26,3,12,2,1,0,1,92.47540263899538
13,23,8,16,2,0,1,0,88.97044785081312
15,21,4,12,2,0,0,1,95.2072385586818
19,26,8,18,3,1,1,1,105.86946345416564
19,26,8,14,0,0,0,1,101.67798322556187
12,29,9,18,1,1,0,0,93.60800983181244
16,21,7,11,1,1,1,0,87.52290734395163
25,20,8,19,2,0,1,1,104.395532996546
38,25,7,9,2,1,1,0,109.04684863902492
33,24,7,22,2,1,0,1,116.84585066629182
17,26,6,17,3,0,0,1,100.95855213911489
24,17,9,19,3,0,0,0,95.98653268520876
5,25,5,24,1,0,1,0,86.29718403395314
8,26,0,18,0,0,0,1,90.78877086954702
33,28,4,12,1,1,1,0,106.52608701898242
42,29,4,10,3,0,0,0,112.71393998956351
25,22,5,20,0,1,0,1,103.82165684178312
20,22,4,8,1,0,1,1,96.34221589835384
17,31,2,9,1,0,1,1,100.6281090888246
12,20,5,16,1,0,1,1,90.41369000018145
33,23,5,10,2,1,0,0,101.72018012238102
17,27,9,13,1,0,0,0,93.2862675782573
30,28,4,12,2,1,1,1,112.48560746102842
28,27,4,16,1,0,0,0,100.66799089258905
17,29,6,13,3,1,0,1,103.13585334379562
20,21,4,13,2,1,0,1,98.4645834216364
17,25,2,12,2,0,0,1,96.5147727040055
19,21,6,11,3,1,0,0,89.29954512202949
26,14,7,16,2,0,1,1,99.59806163900598
31,29,6,17,1,0,0,0,105.51223782107932
28,22,7,26,2,1,1,1,115.1477479833841
37,23,1,8,1,0,0,1,111.0182676091992
36,18,6,20,2,0,0,1,113.7752599786298
36,22,6,13,1,0,0,1,112.37430517433232
22,28,2,23,2,1,0,0,100.68984703735516
30,32,4,17,2,0,0,0,108.4378415538316
16,24,5,14,1,1,0,0,90.16919864679755
35,22,2,17,1,0,1,1,113.06822382965966
14,24,9,18,0,0,0,0,89.64955209212734
20,27,5,15,1,1,0,0,94.80764246434438
42,26,3,19,0,0,0,0,115.25695308649829
20,14,4,14,0,0,0,0,84.37348757747601
38,32,5,12,2,0,0,1,121.359336889732
15,22,3,13,3,0,0,1,94.65982492134324
44,18,8,21,2,0,0,0,112.57207976300758
8,27,8,21,2,1,1,0,88.77428899112338
25,26,4,9,2,0,1,1,104.05482667271109
30,31,9,18,1,1,0,1,117.2929665895814
7,24,5,21,2,0,0,1,94.08670449737464
18,22,6,15,1,1,1,1,99.22775631451816
19,22,3,17,1,0,0,0,90.9528649271768
37,20,7,9,2,0,1,0,103.54833997526114
31,32,6,14,0,0,0,0,106.59894634754264
17,20,5,14,2,1,0,1,97.62668163986596
22,16,3,15,1,1,0,1,97.82353334248953
38,26,4,21,0,0,0,1,118.37920840392684
16,23,8,29,0,0,0,0,93.80683002140492
38,21,6,16,0,0,0,0,106.41642296706203
20,20,9,21,3,1,1,1,102.7297115482622
14,23,6,19,3,0,1,1,97.34112777667669
45,24,4,17,0,0,1,1,120.00928754612934
16,21,9,10,1,1,0,0,85.64012862751359
7,22,4,12,1,0,0,1,86.7360671132866
24,26,6,12,2,1,0,0,96.57768788822092
17,20,9,25,2,0,0,1,102.8894307755416
36,26,7,15,1,0,0,1,119.09650768076732
19,17,8,20,4,0,0,1,98.8736021663621
26,25,5,8,1,0,1,1,105.06209239284595
44,23,4,20,3,1,0,0,115.21975477242457
24,27,5,15,2,0,0,0,98.86182277351568
22,20,8,22,2,1,0,0,96.078167679421
39,20,4,21,2,0,1,1,116.55556990147402
31,33,4,19,1,0,0,1,118.9840567864058
9,23,4,21,0,1,0,0,86.17996338002584
18,28,6,18,0,0,1,0,97.1888228890756
48,20,5,17,2,0,1,0,115.8468897018974
33,24,5,24,1,1,1,1,117.26514700129682
13,22,3,23,1,1,0,0,88.82259217342741
27,22,4,18,0,0,0,1,106.75737995866577
15,21,3,4,0,1,1,1,89.89173034291458
26,23,10,15,1,0,0,1,106.5548364884916
31,20,9,16,2,0,0,1,109.42105732383304
23,30,3,9,1,0,0,1,105.02336038642906
19,24,7,12,3,1,0,1,101.02440692603405
19,22,0,17,3,0,1,0,90.49247738871568
43,32,7,16,2,1,1,1,129.43656993806798
25,31,4,1,2,1,1,1,106.1101741715966
14,20,6,9,1,0,0,1,92.84588416380775
18,24,7,22,4,1,1,1,105.9297906475116
32,20,6,18,2,0,0,0,101.67490848091056
27,25,8,18,2,0,1,1,109.68734576761842
