employee_id,post_policy_period,salary_increase_policy,current_salary,years_experience,previous_salary,union_membership,gender
632,0,1,55.10705882165228,1,8,0,0
633,0,0,54.04477446752717,4,3,0,0
634,0,1,55.85869389730398,4,5,0,0
635,0,1,55.99031988545732,2,7,1,0
636,0,1,55.41065320005149,2,10,0,0
637,0,1,54.51530124846754,3,7,0,0
638,0,1,55.81372676937994,3,8,0,0
639,0,0,54.563415518357765,3,4,0,0
640,0,0,53.44934638883085,1,7,0,1
641,0,1,53.31614509733676,2,9,0,0
642,0,1,55.02605922986183,4,8,0,0
643,0,1,55.680075148613085,3,6,1,0
644,0,1,55.90614991255875,2,8,1,1
645,0,0,55.05174533723215,2,4,1,0
646,0,0,52.45620104995411,2,4,0,1
647,0,1,53.747248253772,2,7,1,1
648,0,0,53.78678651281179,3,9,0,0
649,0,0,54.14921369965252,1,6,0,0
650,0,1,55.577770338970105,2,6,1,1
651,0,1,56.60766887927129,3,6,0,0
652,0,1,53.15761603885184,3,5,0,1
653,0,1,54.43860594364725,4,5,0,0
654,0,0,53.57538093378466,2,9,1,0
655,0,0,53.62493437298888,2,2,0,0
656,0,0,52.90504858492477,2,5,0,0
657,0,1,56.199935324409616,4,6,0,0
658,0,1,54.31508744409115,3,8,0,0
659,0,0,54.947897493862975,4,6,0,0
660,0,1,54.56604178245452,5,3,1,1
661,0,1,55.33670048694752,3,8,0,0
662,0,0,54.6543495419314,3,8,0,0
663,0,1,55.083863969384886,3,5,1,1
664,0,0,54.97215460584617,3,7,0,0
665,0,0,52.69288611114981,1,8,0,0
666,0,0,55.28160431144411,2,8,1,0
667,0,1,55.32640867496998,3,5,0,0
668,0,1,53.31083565654942,1,7,0,0
669,0,1,53.4367385943888,1,8,0,1
670,0,0,54.28186066661616,2,9,0,0
671,0,1,53.557555203909374,1,6,0,1
672,0,1,55.56336209539761,4,8,0,0
673,0,1,51.78734298774009,1,9,0,0
674,0,1,52.88807615605533,2,8,1,0
675,0,1,54.93811110426121,3,9,0,0
676,0,1,54.50004653359952,2,8,0,0
677,0,0,54.69658964876876,4,9,1,0
678,0,0,55.35975403372765,4,4,0,0
679,0,0,52.96818652651787,2,7,0,0
680,0,0,55.01115550881888,2,6,0,0
681,0,1,54.2728172207449,3,7,1,1
682,0,0,55.01004629206897,3,2,0,0
683,0,0,54.37742172260822,4,2,1,1
684,0,1,54.96582955446944,3,6,1,0
685,0,1,55.15733321449831,2,8,0,0
686,0,0,55.20080401325683,2,5,1,0
687,0,1,55.00541982466722,2,6,1,0
688,0,0,55.81846715326244,2,4,1,0
689,0,1,53.10335777566932,2,6,1,1
690,0,0,54.02189075642353,5,5,0,0
691,0,0,54.82598079346644,3,7,1,0
692,0,1,54.839829245459626,3,2,0,0
693,0,1,55.63040655333254,2,9,0,0
694,0,0,55.68823231825869,3,7,0,0
695,0,1,54.66299647983199,3,3,0,1
696,0,1,55.50460083495194,4,4,0,0
697,0,1,53.59489679174892,2,6,1,1
698,0,1,53.12710979432851,3,8,0,1
699,0,0,53.79957830978295,1,9,1,0
700,0,1,57.13825071030264,2,4,0,0
701,0,0,55.29331536330904,2,8,0,0
702,0,0,52.735489208299285,4,7,0,0
703,0,1,51.50102338561917,0,5,0,0
704,0,1,53.18891165545488,2,6,0,1
705,0,1,55.3764967998875,2,4,0,0
706,0,1,53.53130928752834,3,8,0,0
707,0,1,55.160519242782286,3,6,1,0
708,0,1,54.47692164887799,3,8,0,1
709,0,0,53.76584669994315,3,8,0,1
710,0,0,54.59696325349634,3,5,1,1
711,0,1,56.44879644091776,4,6,0,0
712,0,0,53.802529825305065,4,10,1,0
713,0,1,53.85520376129004,2,6,1,0
714,0,1,56.55759752084833,4,6,0,0
715,0,1,54.744453026061606,2,7,1,0
716,0,0,52.105289612799375,1,5,1,0
717,0,1,54.11576164778876,1,6,0,0
718,0,0,55.11540645427221,2,7,0,0
719,0,0,52.578849263378494,2,5,0,1
720,0,1,56.57931811495279,1,9,0,0
721,0,0,53.40440616712791,1,7,0,0
722,0,1,56.16621773280279,4,8,0,0
723,0,1,53.36336152655917,2,5,0,0
724,0,0,55.10231441615275,2,8,1,0
725,0,0,53.81366688895004,2,6,0,0
726,0,0,53.01143993106096,2,9,1,1
727,0,0,54.284274926651314,2,7,0,1
728,0,0,54.38047095835806,3,8,0,1
729,0,1,53.40629076675619,4,8,0,1
730,0,1,53.76101334010077,2,6,0,1
731,0,1,54.92612535727701,2,6,1,0
732,0,0,54.51963900057736,2,8,0,0
733,0,0,53.8359144246585,3,6,1,1
734,0,1,54.47273509257408,2,8,0,1
735,0,1,55.13794504468649,4,8,0,0
736,0,1,55.38263009828098,4,8,0,0
737,0,1,54.23700577533112,4,7,0,0
738,0,1,53.33333908830714,3,4,1,1
739,0,0,54.93666357673969,3,8,0,0
740,0,1,53.96160309200656,3,4,0,0
741,0,0,53.542257279110906,2,8,1,0
742,0,1,53.86690677561717,3,4,1,1
743,0,1,55.39145441120352,1,4,1,1
744,0,0,53.25675663952191,1,3,0,0
745,0,1,55.45633088744218,1,8,0,0
746,0,1,53.17187397444516,3,8,1,0
747,0,1,55.96153148654291,3,6,1,0
748,0,0,54.02356632924837,3,7,0,1
749,0,1,56.14686254452064,2,4,1,0
750,0,1,56.191789857618176,2,8,0,0
751,0,1,56.10428740859476,4,8,0,1
752,0,1,54.17806378976383,3,7,0,0
753,0,1,52.926705052502136,1,6,0,1
754,0,1,53.612493650669705,2,8,0,1
755,0,0,55.5999389407068,2,2,0,0
756,0,0,55.18281546049708,5,8,0,1
757,0,0,54.70599341101162,4,5,1,1
758,0,1,55.024184962791246,2,5,0,1
759,0,0,52.6770830699277,2,5,0,0
760,0,0,54.15757562012781,2,8,0,1
761,0,1,53.80525939612207,3,11,1,0
762,0,1,53.32847262704772,3,6,0,0
763,0,0,53.01143818648111,4,8,1,0
764,0,1,55.62595018349029,2,6,1,1
765,0,1,52.59181409937751,0,10,0,0
766,0,1,54.48704142698085,4,8,0,0
767,0,0,54.56625719703754,1,10,0,0
768,0,0,54.60218327811357,5,2,1,0
769,0,1,54.09718481790754,2,8,0,0
770,0,1,54.1474233170017,2,8,0,0
771,0,0,53.871660358323176,2,3,0,0
772,0,1,55.39235962627943,5,5,0,1
773,0,0,54.43956907620257,3,6,0,0
774,0,1,53.856563962685264,1,6,0,1
775,0,0,52.91653363165829,0,6,0,0
776,0,1,55.49276467608089,3,6,1,0
777,0,1,57.12651171651618,2,5,0,0
778,0,1,53.061014195871536,2,9,0,1
779,0,1,54.57404200652071,2,6,1,1
780,0,0,54.47014779583261,4,7,0,0
781,0,0,55.82360550483546,3,8,0,1
782,0,1,55.196942056084815,4,5,0,0
783,0,1,55.15013285739923,4,10,1,1
784,0,0,53.446015628564105,2,2,0,0
785,0,0,54.67655614452708,4,6,0,1
786,0,1,54.22862605880251,3,7,1,1
787,0,1,54.1370749806696,3,8,0,0
788,0,1,53.19938658046186,3,7,1,0
789,0,1,53.3353127828736,1,4,0,0
790,0,1,53.76324850972159,1,4,0,1
791,0,1,54.50448572698721,1,9,1,1
792,0,1,53.177989414528206,2,4,0,1
793,0,0,54.99988556305153,2,7,0,0
794,0,1,54.55550704794106,2,7,0,0
795,0,1,55.812353686147134,3,7,1,0
796,0,1,55.87894956142604,3,8,1,1
797,0,1,54.6339994042216,3,6,0,0
798,0,1,54.94523458294945,2,7,0,1
799,0,0,54.70469406491517,3,6,0,0
800,0,1,55.14461357885849,3,2,0,0
801,0,1,57.25474449784061,3,5,1,0
802,0,0,54.14578080073773,1,9,0,0
803,0,0,54.48157514040535,2,6,0,0
804,0,0,55.23451751771036,4,10,0,0
805,0,1,53.1052353209361,2,6,0,0
806,0,1,55.15857497564579,3,7,0,0
807,0,1,53.80786738154524,2,7,0,0
808,0,1,56.37181628119556,2,6,0,0
809,0,1,54.29136103949092,2,9,0,0
810,0,0,52.9220706994707,3,7,0,1
811,0,1,55.50970298849188,2,5,1,0
812,0,1,56.8285884273369,3,5,1,0
813,0,0,52.8550757092264,2,6,0,0
814,0,1,54.9524856756261,2,4,0,1
815,0,1,52.51528094970075,2,5,0,0
816,0,1,54.8363078921097,2,7,1,1
817,0,0,53.73599665918954,2,6,0,0
818,0,1,56.77502045273518,2,7,1,0
819,0,1,55.30419615470663,4,4,0,0
820,0,1,55.25695594180937,1,7,0,1
821,0,0,53.96872165923943,3,8,0,1
822,0,0,53.07107880737957,2,5,0,0
823,0,1,55.3474127875928,3,4,1,1
824,0,0,54.89557709568055,3,6,0,1
825,0,0,52.46497917484511,2,6,0,0
826,0,1,56.05827233796149,2,5,0,0
827,0,1,54.11958812298975,1,6,0,1
828,0,1,53.65567357982271,2,10,0,0
829,0,1,56.6888536102427,2,5,0,1
830,0,1,57.21004963781056,3,3,1,0
831,0,0,54.78978784448299,2,9,0,1
832,0,1,55.26400632491279,4,7,1,0
833,0,0,54.03470738201708,3,7,0,1
834,0,1,53.89104735425217,2,8,1,0
835,0,1,55.59991586080774,2,4,0,0
836,0,1,54.55704491726985,2,8,0,0
837,0,1,52.40978523709517,2,9,1,0
838,0,1,54.98696036422548,4,5,0,1
839,0,1,55.3731104693013,2,4,1,0
840,0,1,54.2046296606096,2,7,0,0
841,0,0,53.88997809167618,2,7,0,0
842,0,1,53.9872450674432,2,5,0,1
843,0,0,54.13257658812613,3,4,0,1
844,0,1,54.85137411273872,4,4,0,1
845,0,0,51.708617199526486,4,8,0,0
846,0,1,56.37607385262404,4,10,0,0
847,0,1,53.99630702313311,4,7,0,0
848,0,0,54.174306176521206,3,7,0,0
849,0,0,53.742995426936695,1,5,0,1
850,0,0,55.4833305689338,2,9,0,0
851,0,1,54.4729673391499,3,7,0,0
852,0,1,55.053524718084766,3,7,0,0
853,0,0,52.77237210833885,1,6,0,1
854,0,1,53.9702867327417,3,3,0,1
855,0,0,53.22174613057218,3,7,0,0
856,0,0,53.32496749207442,2,5,0,0
857,0,0,53.623446903666654,4,7,0,1
858,0,1,55.35249844626164,3,7,0,1
859,0,1,55.65104904269906,3,6,1,0
860,0,0,55.44959089998372,2,9,0,1
861,0,0,54.31468496291161,2,6,0,1
862,0,0,52.42476573022601,2,6,0,0
863,0,1,53.88391711938444,1,3,0,1
864,0,1,53.76011104472988,4,6,0,0
865,0,1,55.46580566176238,4,9,0,0
866,0,1,53.96159319934728,1,7,0,0
867,0,1,55.107972310305975,2,4,1,0
868,0,0,53.74853213745802,1,5,0,0
869,0,1,54.26007504510904,4,11,0,0
870,0,1,53.65842662855479,3,6,0,0
871,0,1,55.07680153081966,3,8,0,1
872,0,1,55.15892434916827,2,5,1,0
873,0,1,54.94214012250432,2,7,1,0
874,0,1,55.00556845097602,3,8,0,1
875,0,1,55.336061694964215,2,7,0,1
876,0,1,53.96879705408996,2,5,0,1
877,0,1,55.035924698365854,4,5,0,1
878,0,0,52.881590298816015,2,6,1,0
879,0,1,54.29425108523301,3,9,0,0
880,0,1,52.04609928376376,3,4,1,0
881,0,1,54.55577650322526,2,7,1,1
882,0,0,53.873945963776016,3,6,0,0
883,0,1,54.699599599623554,1,7,0,0
884,0,0,53.28260409552598,2,6,0,0
885,0,0,53.38323827041401,3,6,0,0
886,0,0,54.1013512824259,1,4,0,0
887,0,1,53.73779403549931,3,3,0,0
888,0,1,54.51324212084906,5,5,1,1
889,0,1,55.224383047397566,3,9,0,1
890,0,0,54.15445745136363,2,8,1,1
891,0,0,53.00510818102565,2,6,1,1
892,0,1,54.64434598807547,1,11,0,1
893,0,1,55.9376402322797,2,7,1,0
894,0,1,56.739104048150445,2,9,0,1
895,0,1,54.86637842022489,3,8,0,1
896,0,1,56.070901622467,3,6,0,0
897,0,1,55.04495777307094,2,5,0,0
898,0,0,52.38378570711208,2,9,1,0
899,0,1,54.56503799580297,3,3,1,1
900,0,1,53.72444308738563,2,7,0,0
901,0,0,54.89861022902143,4,5,0,0
902,0,1,53.862950820458536,2,8,0,0
903,0,1,55.70950824588162,2,5,0,1
904,0,1,54.74662159091048,4,11,0,0
905,0,0,52.677358512555074,2,7,0,0
906,0,0,53.136663653249336,2,6,0,0
907,0,1,55.48498375829771,1,6,1,0
908,0,1,54.74798920716175,2,10,1,1
909,0,1,55.56860831948376,3,4,0,0
910,0,1,52.995830964835314,3,2,1,1
911,0,0,53.40443213973472,2,5,0,1
912,0,1,54.76873815321455,1,7,0,0
913,0,0,53.95466838033256,5,7,0,0
914,0,1,53.47531372426004,2,8,0,0
915,0,0,54.44537858781289,1,4,0,0
916,0,0,54.01827015917006,1,9,1,0
917,0,0,52.69661430985516,3,7,0,0
918,0,0,53.729486390063336,2,7,0,0
919,0,0,54.45917546997145,4,5,0,0
920,0,0,53.86971070841172,2,6,0,1
921,0,0,53.67157770911545,2,8,1,1
922,0,1,54.38964224644935,2,6,1,0
923,0,0,54.70839211186514,3,8,0,1
924,0,0,54.36703470094998,2,6,1,0
925,0,1,53.26148719223772,2,10,1,1
926,0,0,53.40369131549946,2,6,1,0
927,0,0,53.75408047902073,3,6,0,0
928,0,1,52.150651583570784,1,6,0,0
929,0,0,52.825641711365584,4,6,1,0
930,0,1,53.09112922489571,3,8,0,0
931,0,1,54.25124461950895,3,4,0,0
932,0,0,54.80921893945735,3,9,1,1
933,0,0,53.19591010245571,2,9,1,0
934,0,1,54.7115776612348,2,10,1,0
935,0,1,54.43491486601451,1,3,0,0
936,0,1,54.865026077129215,3,7,0,0
937,0,0,52.43920116037939,2,4,1,1
938,0,1,57.00792935612133,4,7,0,0
939,0,0,55.01705052883392,3,7,0,1
940,0,1,53.60304243550992,3,9,0,0
941,0,1,54.84972924163856,3,9,0,0
942,0,1,55.598874210459634,3,8,0,1
943,0,1,53.47466758186385,3,7,0,0
944,0,1,54.11088602949949,3,8,1,1
945,0,1,53.645270558132246,4,8,0,0
946,0,1,54.483576147522136,3,5,1,0
947,0,1,54.165947424496,0,8,0,1
948,0,1,53.81636719650685,3,5,0,1
949,0,0,52.40208460890192,1,7,1,1
950,0,1,54.34357581243862,3,8,0,1
951,0,1,54.29939455493093,2,7,0,0
952,0,1,55.19612401129163,3,8,0,1
953,0,0,53.84811481202184,2,9,1,0
954,0,1,55.35586690766903,3,9,1,0
955,0,1,53.64650182519361,3,5,1,1
956,0,1,53.95669726710319,3,8,0,0
957,0,0,53.98776434853541,3,7,0,0
958,0,0,52.86687981590858,3,5,1,0
959,0,1,54.53593101443584,2,6,1,0
960,0,0,53.77247431135996,3,5,1,0
961,0,0,53.39163397995956,4,11,0,1
962,0,1,53.803577865888045,5,2,0,1
963,0,1,54.00346770884436,3,7,0,0
964,0,1,54.411410442178784,2,5,1,0
965,0,0,54.98765573102976,2,7,1,0
966,0,1,54.15051322179392,3,4,0,0
967,0,1,53.217077337316894,1,6,1,1
968,0,1,55.428794478107285,2,6,1,0
969,0,1,54.69947271922404,3,8,0,0
970,0,1,55.38531864560543,1,10,0,0
971,0,0,54.20009989586723,2,8,0,1
972,0,1,54.29027968913388,2,8,0,0
973,0,1,54.21468980407441,3,8,1,0
974,0,1,56.46757805069453,2,10,1,0
975,0,1,54.410658445401744,4,7,1,1
976,0,0,54.939075985906506,2,5,0,1
977,0,1,54.371317041482286,2,5,1,0
978,0,0,55.40977604915177,4,8,0,1
979,0,0,53.5415421371933,4,6,1,0
980,0,1,52.92210316311457,2,6,1,0
981,0,0,54.96786033218975,3,8,0,0
982,0,1,54.09292150781274,2,6,1,0
983,0,0,54.12517481895239,1,6,0,1
984,0,1,54.436187378347206,3,6,0,0
985,0,0,54.7038475604738,3,5,0,1
986,0,1,53.36145292518077,0,8,0,1
987,0,1,52.99479320247344,2,6,1,1
988,0,0,52.34105933305639,2,5,0,0
989,0,1,53.92210890627618,2,6,0,1
990,0,1,54.54611053721837,2,7,0,0
991,0,0,54.01621786378732,3,8,0,1
992,0,0,54.231630262237616,3,7,1,0
993,0,1,55.67524425956864,3,10,1,0
994,0,0,53.61597818641174,4,5,0,0
995,0,1,54.373113119523744,4,5,0,1
996,0,1,55.360205791982,2,6,1,0
997,0,0,53.46087842359866,2,2,1,1
998,0,1,53.095537455699976,2,7,0,1
999,0,1,55.90933385218479,2,6,1,1
0,1,0,54.60589226113356,4,6,1,0
1,1,1,64.48394631973814,2,6,0,0
2,1,0,55.28761741406796,2,5,0,1
3,1,0,53.3798389763272,0,6,0,0
4,1,1,67.17767560856471,2,7,0,0
5,1,1,67.99033774550469,3,8,0,0
6,1,1,64.46721867109511,2,6,1,0
7,1,1,65.37987501795234,3,8,0,0
8,1,1,65.57662729223674,3,7,0,0
9,1,1,64.67772773574598,1,4,1,0
10,1,0,54.98810931148589,2,11,0,0
11,1,0,53.91602544808253,3,6,1,0
12,1,1,66.75488083921854,3,6,1,1
13,1,1,64.80588080490674,2,7,0,1
14,1,1,66.68043763842098,2,6,0,0
15,1,1,65.70654931725812,4,8,0,0
16,1,1,66.32196355345181,1,11,1,1
17,1,1,65.17120962885033,1,7,1,1
18,1,1,62.98827304723433,1,4,1,0
19,1,1,64.97416234751482,1,6,0,1
20,1,0,57.07696624105641,2,8,0,1
21,1,1,65.04513560183292,3,6,1,0
22,1,1,65.83228094089954,3,5,0,0
23,1,0,58.55306588745801,4,7,0,0
24,1,0,55.48223066802864,2,6,0,1
25,1,0,56.30616741920908,3,8,1,0
26,1,0,56.2878029631028,3,5,0,0
27,1,1,66.70273930563557,1,7,1,0
28,1,1,66.34495559637514,3,6,0,0
29,1,1,64.46535108220976,3,9,0,1
30,1,1,65.20064644673607,3,9,0,0
31,1,1,64.36688570601541,3,7,0,1
32,1,1,65.62631166450011,1,7,0,0
33,1,1,65.53731922018707,3,4,0,0
34,1,1,65.83953430279685,2,7,0,0
35,1,1,66.24317583920703,3,3,0,0
36,1,1,66.01901606243685,3,2,1,0
37,1,0,55.46558217080237,3,4,0,0
38,1,0,53.54477687877883,3,9,1,0
39,1,0,56.63340841175027,3,4,0,1
40,1,1,67.04883064168301,4,5,1,0
41,1,1,65.43238585886704,5,7,0,0
42,1,0,54.658069240405645,4,7,0,0
43,1,0,55.791196928642094,1,4,0,0
44,1,1,64.78059226205063,2,6,1,0
45,1,0,54.011490324436025,2,8,0,1
46,1,1,64.93616648867427,3,8,1,1
47,1,1,67.3465842803788,3,8,1,1
48,1,0,54.45483302396603,0,6,1,0
49,1,1,65.99251555978704,3,5,1,1
50,1,1,66.4478655842544,4,8,0,1
51,1,1,63.85214168539503,2,5,0,1
52,1,1,66.56106085680612,2,4,0,0
53,1,1,64.40932321613184,4,6,0,0
54,1,1,65.12055139538334,1,7,0,0
55,1,1,65.34986766691603,3,9,0,1
56,1,1,65.9812258603338,3,5,1,1
57,1,0,57.10779653952999,3,7,0,0
58,1,0,55.13538410339783,4,6,1,1
59,1,0,56.3468118653056,3,9,0,0
60,1,1,66.45189910978588,3,9,0,0
61,1,1,65.63528051501848,2,5,1,0
62,1,1,64.13025859006785,2,6,1,0
63,1,0,54.52411697572228,3,6,1,0
64,1,0,54.91749591888951,2,6,1,0
65,1,1,65.25510929010207,2,11,1,0
66,1,0,54.95448232905304,1,9,0,0
67,1,0,56.851048595007626,3,6,0,1
68,1,1,66.44449231749012,3,7,0,1
69,1,0,56.04430535144048,4,6,1,0
70,1,1,64.87785821106192,2,6,1,0
71,1,0,54.77360081234885,3,4,1,0
72,1,1,64.97527467859022,0,6,0,1
73,1,1,66.72040957209082,4,7,0,0
74,1,1,65.18453541477233,3,4,1,1
75,1,0,57.63419957484348,1,3,1,1
76,1,1,66.09605546203372,2,6,0,0
77,1,0,55.96705614019001,2,7,0,0
78,1,1,64.79631951007164,2,5,1,1
79,1,0,53.58961017639084,2,4,0,1
80,1,0,56.16063625411377,2,3,0,1
81,1,1,66.36458217957431,3,5,1,0
82,1,1,64.72883718502132,3,9,0,0
83,1,1,64.18777634248804,2,10,1,0
84,1,1,68.02486844338992,2,4,1,1
85,1,1,66.21364980807533,4,10,0,0
86,1,1,65.89771397900209,2,3,0,0
87,1,1,64.68225468097566,3,6,0,1
88,1,1,67.33829736845122,4,6,0,0
89,1,1,65.28803018221649,3,9,0,0
90,1,0,54.94107252464502,1,7,0,0
91,1,0,54.3862501796828,1,6,0,0
92,1,1,64.64011182357729,2,6,0,1
93,1,1,65.494254170717,1,9,1,0
94,1,1,66.35954528347294,2,9,0,0
95,1,1,65.497050445466,2,5,0,0
96,1,1,65.12653484599534,2,5,1,0
97,1,1,65.89751381911366,3,6,0,1
98,1,1,65.65499118525872,3,4,0,1
99,1,1,64.24028868144359,2,6,0,0
100,1,1,66.05122697650066,3,7,0,0
101,1,0,54.798579946087735,1,7,0,1
102,1,0,56.89158356236479,0,5,0,0
103,1,0,55.07842181211781,2,5,0,1
104,1,1,66.24389601460172,3,5,0,0
105,1,0,55.85412747397981,2,10,0,1
106,1,1,65.1511320718314,1,5,1,1
107,1,0,53.84287163499534,3,6,0,1
108,1,1,65.31612382705741,2,7,0,0
109,1,1,66.15385966677395,3,7,0,0
110,1,1,65.72836082834947,3,4,0,0
111,1,1,65.92750391436502,2,5,1,1
112,1,1,66.62213299037977,4,9,0,0
113,1,1,64.7675985237793,2,6,1,0
114,1,0,55.266351368909234,0,5,1,1
115,1,1,66.19001885079454,2,8,0,0
116,1,0,54.33106194589535,2,6,0,0
117,1,0,55.145537357437625,1,2,1,1
118,1,1,63.76382216007404,2,4,0,0
119,1,1,62.837087530026096,4,9,0,0
120,1,1,66.33458214690798,3,5,0,1
121,1,1,63.533976950862105,4,5,0,0
122,1,0,55.80433926388376,3,6,0,0
123,1,1,65.70524915578865,2,9,1,0
124,1,1,65.76270275397519,3,5,0,0
125,1,1,66.39108102320164,3,3,1,0
126,1,0,56.07366370429238,2,4,0,0
127,1,0,56.19391605249507,3,6,1,0
128,1,1,65.92616425397969,3,8,0,1
129,1,1,66.86696144155677,1,9,0,1
130,1,0,57.12011711820807,2,5,1,1
131,1,1,64.45154626636412,2,7,0,0
132,1,1,66.40751838436422,2,8,1,0
133,1,1,64.51367943115503,2,7,1,1
134,1,1,65.98141149358389,4,6,0,0
135,1,1,64.28712207404226,4,5,0,0
136,1,1,66.0022043473759,3,7,1,0
137,1,1,65.90734877677714,4,6,0,1
138,1,1,65.46585117574132,2,8,1,1
139,1,0,54.460011239691184,3,9,0,1
140,1,1,66.1238785488351,1,7,1,0
141,1,1,66.641711790077,3,10,0,1
142,1,1,64.16944252489017,2,7,1,0
143,1,1,65.1169845754211,2,5,0,1
144,1,1,65.16569549091521,3,7,0,0
145,1,1,64.84147135317275,2,4,0,1
146,1,1,65.2587674298074,4,5,1,0
147,1,0,55.440630168811865,0,8,1,0
148,1,1,66.50577921654056,3,7,1,0
149,1,0,55.43357025341863,2,7,0,0
150,1,1,67.2785119350598,3,9,0,1
151,1,1,65.44179913266646,2,6,1,0
152,1,1,65.92934581406469,4,4,0,0
153,1,0,56.05936470446117,2,8,0,0
154,1,1,63.78409990623162,3,6,0,0
155,1,1,67.35833951852157,1,5,0,1
156,1,0,55.14323273672498,3,7,0,0
157,1,1,64.80479587347551,3,7,1,0
158,1,0,56.42724432311257,3,8,0,1
159,1,1,65.51500954433646,4,7,1,0
160,1,1,67.51408486468502,4,4,0,0
161,1,0,54.20481616495661,2,6,0,0
162,1,1,63.71553078187471,3,4,1,0
163,1,0,57.15630798613475,4,4,1,0
164,1,1,65.24552039114042,2,5,0,1
165,1,1,67.086542603943,4,8,1,0
166,1,1,64.8489737594114,3,6,1,1
167,1,1,66.6176232794782,3,6,0,0
168,1,1,66.59790156824332,2,8,0,0
169,1,0,55.8962538843916,2,7,1,1
170,1,0,54.804789655958935,2,8,0,0
171,1,0,54.00347228120823,2,2,1,0
172,1,1,67.54829797918376,2,5,1,1
173,1,0,55.88806740778247,3,8,1,0
174,1,1,66.34149618172728,2,8,0,0
175,1,1,63.553624744244615,3,5,1,0
176,1,1,66.58222331846291,4,3,1,1
177,1,1,63.11515994967383,3,9,0,1
178,1,0,55.6059186562104,4,10,1,1
179,1,1,65.40956920175795,4,4,0,0
180,1,1,65.22413097688583,4,5,0,0
181,1,1,65.65329864876834,3,4,0,0
182,1,0,55.08164402120153,4,6,0,0
183,1,0,55.23336933805417,3,7,1,0
184,1,1,64.48524446561147,2,8,1,0
185,1,1,66.76570717375157,4,8,0,0
186,1,0,56.68733601118965,1,8,1,1
187,1,0,55.70292944085794,3,5,0,0
188,1,1,63.91234227979563,2,5,0,0
189,1,1,65.81983030134587,3,5,0,0
190,1,1,65.08421488189768,1,7,1,1
191,1,1,64.67062001554295,2,5,1,0
192,1,1,65.92529544310133,2,4,0,1
193,1,1,65.97444260381407,3,5,1,1
194,1,1,65.0657115828204,2,7,1,0
195,1,1,66.29321797635195,3,7,0,0
196,1,0,55.83812393202867,3,5,0,0
197,1,0,55.23585428082615,1,5,0,0
198,1,1,65.17919419954502,2,6,1,1
199,1,0,55.14161392957888,2,7,0,0
200,1,1,68.14008716301059,4,2,0,1
201,1,0,56.95677733490918,3,9,0,0
202,1,1,64.44326437566426,1,9,1,0
203,1,0,56.48851170888236,5,4,0,1
204,1,1,65.46469097937297,2,6,0,0
205,1,1,67.33347813088123,3,9,1,0
206,1,1,66.83509845063608,1,6,0,0
207,1,1,65.55893230955546,5,7,0,0
208,1,1,67.47642351120092,2,8,0,1
209,1,1,67.09225875975666,5,9,0,0
210,1,1,64.20144369400568,2,5,1,1
211,1,0,56.556092721582,2,7,0,1
212,1,1,66.01189236171138,3,6,0,0
213,1,0,56.09574883831945,1,8,1,0
214,1,1,66.08461658087911,3,7,1,0
215,1,1,67.73480982679047,4,3,0,0
216,1,1,66.45803713832933,2,4,1,0
217,1,1,64.98816246309336,2,10,1,0
218,1,1,64.9508591193894,3,6,0,1
219,1,1,65.29339249197388,3,5,0,0
220,1,0,53.45208590318661,1,7,0,0
221,1,1,65.93834126837919,3,5,0,0
222,1,1,64.91368238710575,3,10,0,0
223,1,1,63.52181314924143,2,7,1,0
224,1,0,55.11144061890631,2,3,0,0
225,1,1,67.43568436274357,4,7,1,0
226,1,0,54.77989711999403,2,6,1,0
227,1,0,55.19654017683554,2,7,0,0
228,1,1,66.47202240017619,2,6,1,1
229,1,1,66.09721262513625,2,7,0,0
230,1,0,56.80087336059488,2,5,0,1
231,1,0,54.96196533047806,2,5,0,0
232,1,0,56.51874639180048,2,9,1,1
233,1,1,67.06699173167695,3,4,1,0
234,1,0,56.812005730972224,4,5,0,0
235,1,0,54.81395578154434,2,8,0,0
236,1,1,65.43986335200043,4,8,0,0
237,1,1,67.65372130587154,3,8,0,0
238,1,0,56.5948385871003,3,4,0,1
239,1,1,65.89677438824997,3,6,1,0
240,1,1,66.12893094575838,2,8,0,1
241,1,0,54.17176965014173,1,5,1,0
242,1,1,65.84769959384343,1,7,0,1
243,1,0,54.30697052584922,4,7,0,1
244,1,0,57.85367964263765,2,6,0,1
245,1,1,67.80616566813583,3,5,0,0
246,1,1,64.44483087336299,1,9,1,0
247,1,0,55.65123335498944,2,5,1,1
248,1,0,57.12298523647213,3,6,0,0
249,1,1,64.43414030434197,3,6,1,0
250,1,0,55.30927444430177,3,7,0,0
251,1,0,54.6658549092312,3,5,0,1
252,1,0,56.03674488387527,2,8,1,0
253,1,1,67.38985228358501,5,5,0,1
254,1,0,53.67263491422188,4,6,0,0
255,1,1,65.45921774639304,2,9,0,0
256,1,1,67.02780133290332,2,6,0,0
257,1,0,55.706982286336746,2,5,1,0
258,1,0,57.97958265850188,4,10,0,1
259,1,0,55.11322018680802,4,7,0,0
260,1,1,66.80952909108753,3,6,0,0
261,1,1,65.52786831792515,2,6,0,0
262,1,0,55.743706007354206,2,4,1,1
263,1,0,54.42079024674411,2,5,0,0
264,1,0,56.86999188782279,3,3,0,1
265,1,1,66.23594909574558,3,6,0,1
