household_id,post_policy_period,subsidy_policy,affordable_housing_availability,income_level,job_experience_years,rural_residence,previous_subsidy_status
631,0,0,43.93376467918783,4,5,0,0
632,0,0,45.06635014096629,5,6,0,1
633,0,0,44.82547088800384,3,7,1,1
634,0,1,44.29010606664168,4,9,1,1
635,0,0,45.74999713539453,3,5,0,0
636,0,1,46.73812167766793,3,7,0,0
637,0,1,44.89660731641026,3,7,1,1
638,0,0,46.4400474116343,2,3,0,0
639,0,1,45.32536565106486,1,4,1,0
640,0,0,44.72199227430024,3,4,0,1
641,0,0,45.625123483206224,3,8,1,1
642,0,0,43.768371806381,1,7,1,0
643,0,0,45.383276171626775,3,7,0,1
644,0,0,45.99985441905,2,4,1,0
645,0,1,45.74724760117841,2,4,0,1
646,0,1,45.22224741140638,1,6,0,1
647,0,0,42.82280333361959,4,1,0,0
648,0,0,45.9772703332727,2,9,1,0
649,0,1,46.26881302981232,0,6,0,0
650,0,1,44.95963564246211,3,5,0,0
651,0,0,45.509292504953066,3,2,0,0
652,0,0,44.53999496632885,2,4,1,1
653,0,0,45.74323524900806,4,6,1,0
654,0,0,45.35727469633812,3,4,0,0
655,0,0,44.86482331159438,1,7,0,0
656,0,1,45.75359175473594,4,9,0,1
657,0,1,44.5419865145494,3,5,0,0
658,0,0,43.85809729771197,2,7,0,0
659,0,1,46.85486669300954,3,5,0,1
660,0,1,45.87139536961895,3,7,0,0
661,0,0,46.85170779033834,4,7,0,1
662,0,0,43.72782187007216,2,4,1,1
663,0,0,46.35256132537257,3,9,0,1
664,0,0,47.01592672766872,3,7,0,0
665,0,0,48.12805745937182,3,6,1,0
666,0,0,43.82474162887064,2,9,1,0
667,0,0,44.464116837414494,2,7,1,0
668,0,0,47.114458600596,4,7,1,0
669,0,0,46.40556234527804,1,7,0,0
670,0,1,44.96422114758518,2,5,0,0
671,0,0,45.9816145617172,3,8,0,0
672,0,0,44.15497826045862,4,8,1,0
673,0,0,45.25583571053919,3,5,1,0
674,0,0,44.82299836543775,2,5,1,1
675,0,1,44.966110953911446,3,4,1,0
676,0,0,44.38696628616183,2,8,0,0
677,0,1,46.10907368295029,4,7,0,0
678,0,1,46.65791548144667,2,9,0,0
679,0,0,45.07204092313518,1,7,0,0
680,0,1,46.76038397412507,3,4,0,0
681,0,0,45.50312146568652,3,7,0,1
682,0,0,45.066659073615,2,8,0,1
683,0,0,45.49923366688064,2,6,0,0
684,0,1,44.723838285559815,1,6,0,1
685,0,0,46.03137980546683,2,5,0,1
686,0,0,45.76990970674277,4,4,0,1
687,0,0,44.35049408420322,2,6,0,0
688,0,1,44.646302583341615,3,5,0,0
689,0,0,45.46198414967585,3,7,0,0
690,0,1,45.65220359117061,3,6,0,0
691,0,1,45.14184702385681,3,7,0,0
692,0,1,44.76854242340652,5,4,0,1
693,0,1,45.4999099610428,3,6,1,0
694,0,1,44.91217936736776,2,8,1,0
695,0,0,46.39403647643816,2,8,0,1
696,0,1,47.5398958189876,2,8,0,0
697,0,1,45.04545845805505,5,4,0,0
698,0,1,46.46506206033688,2,8,0,0
699,0,1,44.46657741783303,3,7,0,0
700,0,0,44.10452826129274,0,6,0,0
701,0,0,47.19623406684472,1,6,0,0
702,0,1,45.67597138315596,2,7,0,0
703,0,1,44.62192660190431,2,6,0,1
704,0,0,45.28447812582564,3,7,1,1
705,0,0,45.40055771009095,3,5,0,0
706,0,1,46.623192441632135,3,6,0,0
707,0,0,45.85102967609775,2,6,1,0
708,0,1,44.74438877866076,2,3,1,0
709,0,1,43.96412022399242,1,9,1,0
710,0,0,45.09595433509308,2,9,0,0
711,0,1,46.501279873654894,3,7,0,0
712,0,1,45.43947341668432,3,6,0,0
713,0,0,44.96343224441914,2,7,1,1
714,0,1,46.612205747214375,3,5,0,0
715,0,1,45.67354879602328,2,9,0,1
716,0,1,46.91043478319688,3,8,0,0
717,0,0,45.71723816943331,2,6,0,0
718,0,1,44.06057945833572,3,5,0,1
719,0,1,46.50498922014478,3,9,0,1
720,0,1,47.37954610352774,3,8,0,0
721,0,0,45.41043008085087,3,6,0,1
722,0,1,46.13692801380643,1,7,1,1
723,0,0,46.47949956368486,2,7,1,1
724,0,1,46.26813485602988,3,8,0,0
725,0,0,45.79732039805145,5,5,1,1
726,0,1,45.40697821619494,3,5,1,1
727,0,1,46.09376565872925,2,9,0,1
728,0,0,45.24265141603389,3,5,0,1
729,0,1,45.31325397100064,3,6,1,1
730,0,0,45.85337324995024,2,5,0,0
731,0,0,45.54319278740704,4,9,1,0
732,0,1,45.18557428796353,2,4,1,1
733,0,1,43.832145162966825,3,5,0,1
734,0,1,44.74504368899104,2,4,0,0
735,0,1,45.00708869155452,0,5,0,1
736,0,0,46.20079425718839,3,11,1,0
737,0,1,46.10729788841145,3,7,1,0
738,0,0,45.72360034870628,3,4,0,0
739,0,0,45.63576071542156,1,5,0,1
740,0,0,44.50161572213533,2,7,0,0
741,0,0,44.48587764735038,1,5,1,0
742,0,1,47.04585366004463,2,7,0,1
743,0,0,45.776372881523294,3,4,1,1
744,0,0,44.66178975598315,1,7,1,0
745,0,0,46.28617704915256,1,11,0,1
746,0,1,45.90567552710797,2,6,0,0
747,0,0,45.19451179282282,4,8,0,1
748,0,1,45.275978329290034,2,6,0,1
749,0,0,44.83470402420324,3,4,0,0
750,0,0,45.29432933764356,3,5,0,1
751,0,1,45.659976198417866,4,5,0,0
752,0,1,44.23123215212433,1,4,0,0
753,0,0,46.610714044766006,1,5,1,0
754,0,1,44.819190736503856,3,10,1,0
755,0,1,45.81951248294351,3,7,0,0
756,0,1,47.03948581732641,3,11,0,0
757,0,1,44.56729548952426,2,4,1,1
758,0,0,47.53226033287809,2,8,0,0
759,0,1,46.384130942800695,3,6,0,0
760,0,1,43.7115979278629,0,6,1,0
761,0,0,45.917952482867655,2,8,1,0
762,0,1,45.63910325705584,1,7,0,0
763,0,1,43.96847555001872,1,9,0,0
764,0,0,44.79398998271701,4,10,0,0
765,0,1,45.998100270076925,2,8,0,0
766,0,1,45.507303911019015,2,4,0,0
767,0,0,44.466901564042736,2,10,0,1
768,0,1,45.96249909524956,1,5,0,1
769,0,0,44.11093010492576,5,7,0,0
770,0,0,44.31513618578919,3,4,1,0
771,0,1,45.20212822768477,3,4,1,0
772,0,0,43.4525517957978,4,7,0,0
773,0,1,45.54428232599393,3,5,0,0
774,0,0,45.5882955491705,3,9,0,0
775,0,0,46.96706838516291,2,7,1,0
776,0,1,45.41149505520084,2,7,0,1
777,0,1,45.93003892130128,1,6,0,0
778,0,0,45.60391075104109,3,9,0,1
779,0,1,46.76303586569289,2,7,0,0
780,0,1,46.3400239142063,0,6,0,0
781,0,0,43.82484523614334,1,5,0,0
782,0,0,45.813492533541904,5,7,1,0
783,0,0,44.93686426802166,2,7,0,0
784,0,1,43.90632818428373,2,7,0,1
785,0,1,45.434354432371066,4,8,0,1
786,0,1,45.713568245690034,2,4,1,0
787,0,0,45.82943566642171,3,7,0,1
788,0,0,46.12150140939583,3,7,0,0
789,0,1,44.53217862706777,2,8,1,1
790,0,1,44.71306013465502,3,5,0,1
791,0,0,44.55768309389099,1,4,0,1
792,0,1,45.18734367266416,1,4,1,1
793,0,1,44.31188657797598,4,8,0,0
794,0,1,45.9038434107506,2,6,0,0
795,0,0,46.33582946734932,4,6,1,1
796,0,1,44.66169570416599,2,8,0,0
797,0,0,45.1205781451133,2,4,0,0
798,0,1,44.39554215819236,3,5,1,1
799,0,0,46.0123560588271,1,7,0,0
800,0,0,44.96267859419619,2,7,1,0
801,0,1,45.79505627727907,4,9,0,0
802,0,0,46.06918035803846,2,7,0,1
803,0,1,46.53662788496545,2,7,1,0
804,0,1,45.49951933939915,4,9,1,0
805,0,1,46.12982066130601,4,8,0,1
806,0,0,44.19090611659101,2,10,0,1
807,0,0,45.07565822440199,4,8,1,1
808,0,1,46.08818875883417,2,5,0,0
809,0,1,45.33102557095536,2,7,0,0
810,0,1,46.284770003825926,3,7,1,0
811,0,0,44.30939077964332,4,8,0,0
812,0,1,46.767089813831696,4,7,0,0
813,0,1,46.14018183342248,2,6,0,1
814,0,1,44.42990366000167,1,4,0,0
815,0,0,45.33838082184891,0,9,0,1
816,0,0,45.52354638364476,4,6,1,1
817,0,0,46.95451369946357,3,6,0,0
818,0,1,44.28542038931319,1,7,0,0
819,0,1,43.618842238259134,2,5,1,1
820,0,0,45.86633545779464,1,9,1,0
821,0,1,45.54915253872103,3,7,0,0
822,0,0,44.0166504427764,2,7,1,1
823,0,1,46.38302138170106,0,8,1,0
824,0,0,44.36285581024692,2,7,0,0
825,0,0,45.10269406706442,2,6,0,1
826,0,1,47.04398157003738,4,8,1,0
827,0,0,46.58623833217868,3,7,0,1
828,0,0,43.85528792227301,2,4,1,0
829,0,1,45.71679112975559,3,7,0,1
830,0,1,45.15141043703424,2,7,0,1
831,0,1,45.56400257697703,3,7,0,0
832,0,0,47.51065851596569,2,6,0,1
833,0,1,46.07290970437284,1,4,0,1
834,0,1,47.05452889869447,1,7,0,0
835,0,0,43.77084742050828,2,5,1,0
836,0,0,43.4684103940407,2,4,1,1
837,0,1,44.07203037747857,4,5,1,0
838,0,0,45.61125660754741,2,5,0,0
839,0,0,46.09993695354958,4,7,0,1
840,0,1,44.52667228126205,5,2,0,1
841,0,0,43.57053165901095,2,5,0,0
842,0,1,47.61549976433052,3,7,0,1
843,0,0,45.90851855446773,4,12,0,1
844,0,0,45.338273717465725,4,5,1,0
845,0,1,45.472526885874544,3,8,0,1
846,0,1,43.93910652208651,2,7,0,0
847,0,1,44.6217099295254,5,8,0,1
848,0,0,44.59103924862289,1,7,0,1
849,0,1,45.04353026322854,1,7,0,0
850,0,0,45.37130250596493,2,3,1,0
851,0,1,47.91809715707414,2,5,1,1
852,0,0,45.46315157398852,4,6,1,1
853,0,0,43.51507540382845,3,8,0,0
854,0,1,44.57427463068709,2,5,0,1
855,0,0,44.66744161359262,2,7,0,0
856,0,1,46.4909700049972,2,9,0,1
857,0,1,46.02291878796164,2,2,0,0
858,0,0,46.966520200857815,3,7,0,0
859,0,0,44.44486108992066,1,7,0,1
860,0,0,45.159930068038165,3,6,1,1
861,0,0,44.8961145935662,2,5,0,0
862,0,0,44.262825031676,3,6,0,0
863,0,1,45.19092555516733,2,5,1,1
864,0,0,44.34261389822335,2,5,1,1
865,0,0,46.61265665799575,3,11,1,0
866,0,1,45.68214903465083,2,6,0,0
867,0,1,44.4049645833099,4,7,1,0
868,0,0,46.414778564444575,4,8,1,0
869,0,0,45.78808676536534,4,8,0,1
870,0,1,46.32199305429233,3,6,0,0
871,0,0,44.1525332918693,3,5,1,0
872,0,1,47.6353342937502,2,9,0,0
873,0,1,45.82692347059822,3,5,0,1
874,0,0,44.46459040353013,4,8,0,0
875,0,0,44.92866205277779,3,10,1,0
876,0,1,46.59398088867702,3,9,0,0
877,0,0,43.574273186438624,3,9,0,0
878,0,0,45.258192987932034,3,7,1,0
879,0,0,45.21523566339616,2,8,1,0
880,0,1,45.11112467898701,3,9,1,1
881,0,1,42.974235815679,3,5,0,1
882,0,0,44.74392819816817,4,7,0,0
883,0,1,45.42491819671008,3,6,0,0
884,0,1,45.79506137878049,2,5,0,1
885,0,0,44.99484372373437,4,9,0,0
886,0,1,43.7314132934707,4,9,0,0
887,0,1,46.82873895737349,1,5,0,1
888,0,1,44.95324859022639,1,8,0,0
889,0,0,44.26082696365618,2,4,1,1
890,0,1,45.48244500553589,3,8,1,0
891,0,1,47.09401601785349,2,8,0,0
892,0,0,45.51064929122072,1,5,1,0
893,0,0,45.75725188393744,1,5,1,0
894,0,1,46.103671894147965,2,10,0,0
895,0,1,46.36509736241359,0,8,0,0
896,0,1,46.16479514963649,1,4,0,0
897,0,0,44.69718940295956,2,6,0,0
898,0,0,45.43392730551081,2,8,0,0
899,0,0,46.37415481798648,1,6,0,1
900,0,1,45.45109228588558,2,6,0,1
901,0,0,45.75497625375786,2,5,1,1
902,0,1,45.14886706372821,1,5,0,0
903,0,0,44.391460547303865,2,7,0,0
904,0,1,43.90565978696039,3,7,0,0
905,0,1,46.78598959355883,2,8,0,0
906,0,0,46.08291418650344,4,6,0,0
907,0,1,46.05030085846359,1,7,1,0
908,0,1,45.685840584711706,2,8,1,1
909,0,1,43.19649475380759,2,7,1,0
910,0,0,44.31113450864744,1,6,1,0
911,0,1,46.059554812293946,2,1,1,0
912,0,1,45.498848890068,3,7,0,1
913,0,0,46.19348488602111,1,4,0,0
914,0,1,46.535777867109125,1,4,0,1
915,0,0,45.74759541857097,1,6,1,0
916,0,1,44.242478488739934,5,8,1,1
917,0,0,45.07030498767844,2,9,0,1
918,0,1,45.49657941038541,2,9,0,0
919,0,1,47.33645605802612,2,6,1,0
920,0,0,46.98324822394368,3,3,0,0
921,0,1,44.50005165990722,0,8,1,0
922,0,1,42.84751467462758,0,6,0,1
923,0,0,45.11972689981263,3,6,0,0
924,0,0,45.39745031711241,2,5,1,0
925,0,0,44.50052729049238,2,7,0,0
926,0,0,46.72669694239553,2,10,1,1
927,0,1,45.93162962769355,3,8,1,0
928,0,0,45.45198366599306,4,7,1,0
929,0,1,44.61757396395158,2,4,0,0
930,0,1,45.19731287488335,1,8,1,0
931,0,0,46.8372120791222,3,6,1,0
932,0,0,46.54193436609432,3,7,1,0
933,0,1,44.65911827985948,1,5,0,1
934,0,1,44.344536409457405,3,7,0,1
935,0,0,44.33942136488672,1,10,1,1
936,0,1,44.08221749616079,3,3,0,0
937,0,0,45.00036036549383,2,7,0,1
938,0,0,44.64617532274819,1,3,1,0
939,0,0,44.34074016722218,2,5,0,0
940,0,0,45.06418774180494,3,8,1,1
941,0,1,44.53643149480765,4,7,0,0
942,0,0,43.199524286792446,2,3,1,0
943,0,0,45.32402993812619,2,8,0,1
944,0,1,47.42119925750946,1,6,1,1
945,0,1,45.148663055490914,4,5,0,0
946,0,1,48.07078523961142,1,9,0,1
947,0,1,45.46564530075407,5,7,1,0
948,0,0,45.233581500192784,2,6,1,0
949,0,1,44.2532910411953,3,8,1,0
950,0,1,45.54959966402658,3,10,1,1
951,0,1,45.64549217314944,3,6,0,0
952,0,0,44.45234042652268,2,3,0,0
953,0,0,45.32475729892965,2,5,0,0
954,0,0,45.24071637386642,1,6,0,1
955,0,0,46.73129299146841,1,4,0,1
956,0,0,45.925062706335765,3,7,1,0
957,0,1,44.9366940801344,2,7,0,1
958,0,0,46.44359461754857,4,8,0,1
959,0,1,47.07850187433444,3,5,0,0
960,0,1,44.27248799940023,2,7,1,0
961,0,1,44.35406582856875,1,8,1,1
962,0,0,45.844503166560926,1,5,0,0
963,0,1,47.069182043203966,2,7,0,0
964,0,1,45.28960138482356,3,7,0,0
965,0,1,45.47092307853056,3,4,0,1
966,0,1,45.941909568602,4,9,1,0
967,0,1,44.75019001451771,4,8,1,0
968,0,1,47.63672997980796,3,5,0,0
969,0,1,46.46609204420453,4,8,0,0
970,0,1,47.578834261479926,3,7,0,0
971,0,1,45.22059415771179,2,6,0,0
972,0,1,44.7469372558871,4,5,1,1
973,0,0,46.169822615602165,2,7,0,0
974,0,0,45.82774249642186,4,8,0,0
975,0,1,44.1630119736111,1,5,1,0
976,0,1,44.68560965990681,3,4,1,0
977,0,0,45.49223649993547,1,6,0,0
978,0,0,44.728611192205,2,7,1,1
979,0,1,46.03019705342361,1,6,0,0
980,0,0,44.43528237746725,3,5,0,0
981,0,0,45.81568972580519,6,6,0,0
982,0,1,45.06269310413112,1,7,0,0
983,0,1,46.92799860164544,2,7,0,0
984,0,1,46.14685428563149,1,7,0,0
985,0,1,45.66732462785369,2,7,1,0
986,0,0,44.59806397334251,3,5,1,0
987,0,0,44.019219932055634,3,6,0,0
988,0,1,45.91368473527629,3,6,0,1
989,0,1,45.91767603593349,4,8,0,1
990,0,0,46.30228349878527,1,9,1,1
991,0,0,44.39416315208458,1,7,1,1
992,0,1,44.10333388377844,5,9,1,1
993,0,1,45.60112480961677,2,8,1,1
994,0,0,45.38485595045951,3,8,0,0
995,0,1,44.52355401731938,2,5,0,1
996,0,1,46.05146049296105,1,8,1,0
997,0,1,45.23305211671021,1,6,1,0
998,0,1,46.63323741286957,1,6,0,0
999,0,1,44.10961546564122,1,6,0,0
0,1,1,50.82280389031802,1,8,0,1
1,1,1,50.4649417322639,3,8,1,0
2,1,0,43.98421905545457,3,3,1,0
3,1,1,49.020234984462135,2,6,1,0
4,1,1,49.89855893224546,1,7,0,0
5,1,1,52.93899372525519,0,5,0,0
6,1,1,50.69905580041747,1,7,1,1
7,1,1,49.20722997171391,4,6,0,1
8,1,1,51.859416924058,2,9,0,1
9,1,0,47.121393446119455,4,7,0,1
10,1,1,53.29270285600724,1,5,0,0
11,1,1,51.77367837204595,3,7,0,0
12,1,1,49.35599911563053,3,5,0,1
13,1,0,45.738583563432805,2,8,0,1
14,1,1,50.454012837065015,2,7,0,1
15,1,1,49.43261102139028,2,9,0,1
16,1,0,45.31102252839506,4,7,1,0
17,1,1,51.36088760089866,2,6,0,1
18,1,0,43.8226166561133,3,8,0,0
19,1,0,45.77115463355588,3,7,0,0
20,1,1,52.88462616310732,3,7,0,0
21,1,0,44.241303434922166,3,8,0,0
22,1,0,45.68195952258856,4,7,1,1
23,1,1,51.54570223657402,2,7,0,1
24,1,1,49.53838696791604,3,6,0,1
25,1,1,51.48195012075175,3,5,1,1
26,1,0,44.84640395434597,2,4,1,0
27,1,1,50.72197994582932,1,6,1,0
28,1,0,44.67662033614848,3,6,0,0
29,1,0,45.36257304979092,2,7,0,0
30,1,0,45.36080383261907,3,7,1,1
31,1,0,43.97518959018899,4,6,1,0
32,1,1,50.207147718353326,4,7,0,0
33,1,1,50.39350384674371,4,3,1,0
34,1,1,51.70609660447712,4,9,0,0
35,1,0,45.29761256915376,2,6,0,0
36,1,1,51.83205527292371,4,6,0,1
37,1,0,46.18774260884645,3,10,0,0
38,1,0,46.23357880877097,3,6,0,0
39,1,1,50.64886493344992,2,6,1,1
40,1,0,45.533071925095086,1,5,0,0
41,1,0,44.84176979979595,3,7,0,0
42,1,0,46.4705266187974,1,6,0,0
43,1,0,44.67992749745431,2,7,0,0
44,1,0,44.18357181423293,1,5,0,1
45,1,0,45.87771702817139,3,6,0,0
46,1,0,45.401078553801625,3,4,0,0
47,1,0,46.57545412888776,1,7,0,0
48,1,1,50.70239909385282,3,5,0,0
49,1,1,49.98088553283733,1,6,1,1
50,1,1,51.84219441004477,3,7,1,0
51,1,0,45.82713867351604,2,7,1,0
52,1,1,50.9303191474526,4,10,0,1
53,1,1,52.19183132512425,4,3,0,0
54,1,0,43.92277948507792,4,5,0,0
55,1,1,51.76255786880413,4,5,0,0
56,1,0,44.27615561602452,6,9,0,1
57,1,0,42.854232330509056,2,10,0,1
58,1,0,43.731490042696606,1,6,1,1
59,1,1,50.78253190505114,3,3,0,0
60,1,1,51.519342741185405,3,4,0,1
61,1,1,49.97760342664002,4,4,0,0
62,1,0,46.22626240971617,3,5,1,0
63,1,1,53.194468586855095,2,9,0,0
64,1,1,52.49661815680897,3,5,0,1
65,1,0,45.29292667909589,5,10,1,1
66,1,1,52.59952635602322,3,8,0,1
67,1,0,44.68770133462933,2,7,0,0
68,1,0,43.51630633496002,3,6,0,0
69,1,1,51.76534414927893,2,7,1,0
70,1,1,49.96241149778846,2,8,0,0
71,1,0,45.79954288516627,3,8,1,1
72,1,1,49.355302689465454,2,6,0,0
73,1,0,45.89016586112893,2,11,0,1
74,1,0,44.95591685466802,1,5,1,0
75,1,0,44.530254040303625,3,6,1,1
76,1,1,51.04700331610495,2,8,0,1
77,1,1,52.98604887774295,1,5,1,0
78,1,1,50.37954352274786,4,6,0,0
79,1,0,45.57458987106521,2,5,1,0
80,1,1,49.45422829148707,4,7,0,0
81,1,0,43.67811504879214,2,8,0,1
82,1,1,51.29931157576821,2,7,0,0
83,1,0,44.96995140874161,4,5,1,0
84,1,0,45.82034162223847,0,9,0,1
85,1,1,50.80234219046275,3,6,0,0
86,1,1,51.02008608120921,2,8,0,1
87,1,1,52.368017059991246,4,7,0,0
88,1,0,46.65779045127156,3,5,1,0
89,1,0,45.03166059935638,3,4,0,1
90,1,0,44.45914740653608,3,4,0,0
91,1,0,45.828234225332814,2,6,0,0
92,1,0,45.8736298102582,3,7,0,0
93,1,1,51.71963664364185,2,8,0,0
94,1,1,50.21432836508793,3,4,1,0
95,1,1,50.25447901102595,3,4,1,1
96,1,0,42.9257347297163,3,4,1,0
97,1,1,53.49913521187394,3,6,0,0
98,1,0,44.59664940758898,3,7,0,0
99,1,1,50.46238080133711,4,6,0,0
100,1,1,50.21020964398004,4,7,1,1
101,1,0,45.012085981689815,2,6,0,0
102,1,0,44.91493358993787,1,9,0,0
103,1,0,46.86022065859674,3,7,1,0
104,1,1,49.98618577672558,1,1,0,1
105,1,1,50.95123013231172,3,6,1,1
106,1,1,52.121749807890886,4,4,0,1
107,1,1,52.10460580099998,1,6,0,0
108,1,1,50.67990354860418,3,8,0,1
109,1,1,52.62384004774318,2,9,1,0
110,1,1,50.767075841627246,4,4,1,0
111,1,0,46.62689785904603,2,7,0,1
112,1,1,50.967801506463495,3,6,1,1
113,1,1,51.37358122857152,1,7,1,0
114,1,1,49.21160665458671,4,6,0,0
115,1,0,46.26417017348291,3,5,1,1
116,1,0,44.09766737939597,3,7,0,1
117,1,0,44.807312714136586,3,11,0,1
118,1,1,49.5638345104238,2,6,1,1
119,1,1,51.54713464464482,3,4,1,0
120,1,1,50.86221788740761,3,7,1,0
121,1,0,44.590573971352704,4,7,1,1
122,1,0,44.4543741065726,3,9,0,1
123,1,1,51.09762726028893,1,7,1,0
124,1,0,43.117660497598,2,8,0,1
125,1,1,52.42467126688343,2,5,0,0
126,1,0,45.92617357707888,5,3,0,0
127,1,1,52.45789342697981,2,9,0,0
128,1,1,50.48704383847994,3,6,0,0
129,1,1,51.51141135227497,1,7,0,0
130,1,1,52.63669651561152,3,9,0,0
131,1,0,45.04069174761554,1,3,0,1
132,1,1,47.97231766629445,4,1,0,0
133,1,0,43.46208838868869,4,7,1,0
134,1,0,44.08777845671624,1,6,0,0
135,1,0,46.90111942263095,2,4,0,0
136,1,1,50.81845348114687,3,5,1,0
137,1,0,45.55598850710131,3,7,0,0
138,1,0,44.46278136894068,2,6,1,0
139,1,0,45.18603812461346,3,4,0,0
140,1,1,50.08383576781495,1,4,0,0
141,1,1,51.35924683129628,3,7,0,1
142,1,1,48.75138503813554,2,4,1,1
143,1,0,44.56188838387829,3,10,0,1
144,1,0,45.19378089454745,4,7,0,0
145,1,0,44.706175783753366,3,4,1,1
146,1,1,52.00045586732254,2,7,0,0
147,1,0,45.01771185395878,3,5,0,1
148,1,0,43.44860148130426,3,7,0,0
149,1,1,51.5463946472847,3,6,0,0
150,1,1,49.44874860491007,3,9,0,1
151,1,0,45.03700722965046,4,8,0,0
152,1,0,45.44452920505638,3,4,0,0
153,1,0,46.62880394699378,2,6,1,1
154,1,0,44.62606080887656,2,6,1,1
155,1,1,50.99123665751544,3,6,0,0
156,1,0,44.3752667392104,1,6,1,0
157,1,0,44.80651293100001,3,10,0,0
158,1,1,50.955557753865335,3,5,0,0
159,1,1,50.954712513438274,1,6,0,0
160,1,1,51.526567625600336,2,7,1,0
161,1,0,44.037532274514064,1,6,1,0
162,1,0,44.0539550127453,3,10,1,1
163,1,0,46.79909665659593,4,7,1,0
164,1,1,52.551538005781744,3,6,0,0
165,1,1,51.63313351747717,2,6,1,0
166,1,1,50.73134407716181,2,7,0,1
167,1,0,43.25439891231693,2,4,1,1
168,1,0,44.44003050772845,3,5,0,0
169,1,0,46.607717347750665,2,5,0,1
170,1,0,43.63109768774401,1,6,1,1
171,1,1,49.53734462473623,2,8,0,0
172,1,0,45.56745861471119,1,7,1,0
173,1,0,44.84491688439508,1,8,1,1
174,1,0,44.62663066914765,3,7,0,1
175,1,0,45.531653529658506,4,5,1,0
176,1,1,51.26131367634162,4,5,0,0
177,1,1,51.910009001488895,2,8,0,0
178,1,1,51.16265236208508,3,4,1,0
179,1,1,52.56143099432737,6,7,0,0
180,1,1,50.7182252204822,1,7,1,1
181,1,0,45.57115919706796,3,9,0,1
182,1,1,51.57288863880904,4,7,1,0
183,1,1,49.52003572306699,1,6,1,0
184,1,0,45.7351725484433,2,5,1,0
185,1,0,44.98125351569908,2,5,1,0
186,1,0,46.1307960735788,2,7,1,0
187,1,1,51.16935531212253,3,4,1,0
188,1,1,51.49241480653221,3,7,0,0
189,1,1,51.9742128523825,2,7,0,1
190,1,0,45.13285565265247,2,5,0,1
191,1,0,43.119698182083646,3,7,0,1
192,1,1,52.210762639076016,2,4,0,0
193,1,0,45.520182552185744,2,5,0,0
194,1,1,50.99105452796315,2,6,1,0
195,1,0,44.38879523172158,2,9,1,1
196,1,1,52.59002545880058,3,7,0,0
197,1,1,50.76913539105336,4,6,0,0
198,1,0,47.2539105109249,1,6,0,1
199,1,0,44.99853696163532,2,6,0,1
200,1,0,43.42281762758794,2,7,1,0
201,1,0,43.65007694820501,3,5,0,0
202,1,1,51.17326794009271,1,6,1,1
203,1,0,44.766240762979,3,9,0,0
204,1,0,46.07708616369749,3,5,0,1
205,1,1,50.50925430715716,1,7,0,0
206,1,0,44.85050375707136,2,7,0,1
207,1,0,45.66647808595325,3,3,1,0
208,1,1,51.8036521366548,1,7,1,1
209,1,0,42.92937632648529,3,6,0,0
210,1,1,50.61699253298107,3,5,0,0
211,1,1,49.74949394807923,2,4,0,1
212,1,1,51.40510131764087,4,9,1,1
213,1,0,44.52661451039474,4,5,0,0
214,1,1,52.52594820117736,3,8,0,0
215,1,0,44.85805890455268,4,8,1,0
216,1,1,50.3244053134153,1,7,0,1
217,1,0,44.99734288533509,1,8,1,1
218,1,0,44.516061715569485,1,6,0,0
219,1,1,51.51499585969706,5,7,0,1
220,1,1,51.65715540086022,1,7,0,0
221,1,1,50.52419110989784,2,5,0,0
222,1,0,45.30560825522205,2,5,0,0
223,1,0,43.60695436365518,2,7,1,0
224,1,1,51.380713798628506,3,7,1,1
225,1,0,43.957949751829474,3,10,0,0
226,1,0,44.04600883104867,4,7,0,0
227,1,1,49.46443305660542,4,6,0,0
228,1,1,48.786193355090056,4,5,1,1
229,1,1,48.6697216005351,3,3,1,1
230,1,1,51.431808133101285,2,8,0,0
231,1,1,51.01574699936879,3,8,0,0
232,1,0,45.925595258636825,4,4,0,0
233,1,0,46.927714947852174,3,7,1,0
234,1,1,50.87103130022764,3,5,0,0
235,1,1,49.665192861361945,2,5,1,1
236,1,0,45.78011877009355,3,9,1,0
237,1,1,51.25819235278578,3,6,0,0
238,1,1,51.42715854119642,4,7,0,0
239,1,1,48.40156547244917,3,6,1,0
240,1,0,44.823869039888194,3,6,0,0
241,1,1,50.50001720345867,2,5,0,1
242,1,0,46.1207106373281,1,8,1,1
243,1,1,51.2822133045115,3,4,0,0
244,1,0,46.12408368560696,3,7,1,0
245,1,1,52.13246782070048,3,8,0,0
246,1,0,44.56732475398573,3,11,0,0
247,1,0,44.52019954339725,1,7,1,0
248,1,1,51.573302157249685,3,3,0,0
249,1,0,44.23659510944108,2,4,0,0
250,1,1,51.57533652395805,2,5,1,0
251,1,0,45.15115562824317,4,7,1,1
252,1,0,44.20083502707163,3,2,0,0
253,1,0,43.9379684239752,3,7,0,0
254,1,0,43.01578786981823,0,6,0,1
255,1,1,50.216591791709845,5,10,1,0
256,1,0,44.968879473200296,4,7,0,1
257,1,0,44.30366356128072,3,7,0,0
258,1,1,50.42180932383812,3,4,0,0
259,1,1,50.75042233134133,4,8,1,0
260,1,1,52.42945624383217,1,5,1,0
261,1,0,44.40172752234514,2,7,0,0
262,1,0,45.03582025960669,3,7,0,0
263,1,1,50.30033196259982,2,3,1,0
264,1,0,44.54043043633189,1,7,1,0
