teacher_age,average_study_hours,class_size,parental_involvement,low_income_status,rural_school,gender,e_learning_platform,end_of_year_grades
37,20,13,14,1,1,0,1,86.87795729345473
44,8,13,16,1,0,0,0,84.64020555734598
36,22,8,14,1,1,1,0,85.45369150359255
38,20,10,3,0,1,1,0,82.84110772033345
39,24,12,17,0,1,1,1,90.88345100179528
32,24,9,15,0,1,0,0,80.8008773818977
31,25,13,12,1,0,0,0,77.28569973512968
29,17,14,20,0,1,0,0,76.59661039132061
32,16,10,17,1,0,0,1,84.83904106415685
35,23,19,12,1,0,0,1,83.63375700841596
24,16,8,20,0,0,0,1,79.87897170359729
50,11,8,12,1,0,1,1,98.91812231809384
27,21,15,15,1,0,0,1,77.0751004990151
22,11,14,20,1,0,0,1,74.28667450746643
16,18,6,16,0,0,0,0,69.44080795555536
24,21,11,11,1,0,1,1,75.98204444227574
46,14,11,16,0,0,1,1,96.40535885512888
26,24,6,22,1,1,1,0,81.1909177540951
26,20,11,15,1,1,1,1,79.36090907931296
31,20,8,16,1,1,1,0,79.91270042547549
35,26,10,7,0,1,0,1,85.10647788035787
27,16,9,16,1,0,1,1,82.0581886603314
27,18,10,12,1,1,0,0,75.46426872272554
17,19,14,16,1,0,0,0,65.14793712074943
27,29,10,18,1,0,1,1,83.14060896675733
31,11,11,8,0,1,1,0,73.84046618755002
24,21,10,9,1,1,1,1,78.64958066037946
21,25,5,12,1,1,0,0,73.33202165696619
28,22,9,17,1,0,0,1,83.87803881521654
34,22,6,11,0,1,0,0,82.91058439439333
33,14,10,6,1,0,0,0,75.6764913014955
26,17,16,22,1,1,1,1,80.69942649180722
36,15,7,7,0,1,0,0,81.25658084068331
24,34,12,12,1,0,0,0,75.24120188763627
36,23,8,18,1,1,1,1,91.0454987805078
33,25,8,8,1,1,0,0,80.60176723278467
34,16,5,17,0,0,1,1,89.94486749211491
35,22,12,15,0,0,1,1,88.27593181208871
23,11,9,8,1,1,1,0,68.37634221026889
24,11,11,21,0,0,0,1,77.31009509957065
28,31,10,19,1,0,1,1,85.17478706762175
22,18,6,14,1,0,0,0,70.37933897418861
15,22,9,14,1,1,1,0,66.28209805618609
17,20,9,18,1,0,0,0,68.15061363861219
38,14,10,8,1,1,1,0,81.81521390738894
20,24,10,9,1,0,0,0,67.54744754413315
36,7,4,24,1,0,0,1,93.2586336756426
52,28,8,21,0,0,0,1,108.13073184694716
30,18,9,10,0,0,0,1,81.84856817187065
26,16,9,15,1,1,1,1,78.92415822901846
29,25,12,15,1,1,0,0,77.48376098609859
29,26,6,12,1,1,0,0,81.54133422577183
17,12,9,9,0,1,0,0,63.44314248277771
42,19,8,11,0,0,0,1,94.68140095039836
17,12,10,7,1,0,1,1,67.56425907019818
29,19,12,18,0,1,1,0,76.5525265348123
41,22,8,12,0,1,1,0,86.90703784563436
19,22,10,16,0,1,1,0,69.25212920572946
32,17,10,5,1,1,0,0,74.77774651361284
21,13,9,20,0,1,1,0,69.79162227163654
40,20,10,8,1,0,0,1,90.15096569753644
37,14,12,25,1,1,0,0,82.0294629951796
25,13,13,17,1,1,0,0,71.28073691957762
24,16,7,14,0,1,0,0,72.13535127067784
29,13,9,20,0,1,1,1,84.80688321945803
27,22,5,10,0,1,0,0,76.33853358441846
40,22,13,15,1,0,1,1,91.14873478090284
17,7,10,16,1,0,1,0,63.54464767397945
34,20,13,9,0,0,1,1,83.11849468591025
20,20,12,11,0,1,1,0,66.08187117816831
32,24,15,17,0,1,1,0,79.6872679986461
24,18,10,16,1,0,0,1,77.45633980690755
23,30,11,9,0,1,1,0,73.12974829469859
26,17,13,4,1,1,0,0,67.0792153887606
34,12,21,15,0,1,1,0,74.06777745686128
15,15,10,21,1,1,0,0,64.9578117028939
35,16,2,14,1,0,1,1,90.7708212192032
29,25,7,15,1,0,0,1,85.43548608941249
31,18,14,17,1,0,0,1,83.00543578165467
27,21,11,14,0,0,1,0,74.0057609461168
42,15,14,12,0,1,1,1,88.57273207322947
18,8,14,18,1,1,0,0,63.20232277556053
20,16,11,5,0,0,1,0,64.90384817292771
20,24,15,10,1,0,0,0,66.01847743189589
34,18,9,15,1,1,0,0,79.18810923217588
22,8,9,10,0,1,0,0,66.17900137395253
33,21,15,18,1,1,1,0,80.48248526520563
27,27,12,12,1,0,1,1,80.49010071152857
40,16,10,18,1,0,0,1,93.15014200202768
23,29,12,15,0,0,0,1,77.48289485323532
30,19,11,18,0,0,1,1,84.56838785054406
31,21,10,14,0,0,1,1,84.43664360455487
24,31,14,17,0,0,1,0,73.88994684607559
25,16,11,17,1,1,0,0,73.1004356569004
21,22,8,6,0,1,1,0,70.11764789031224
29,21,6,7,0,1,0,0,75.66077758890306
33,25,15,19,0,0,1,1,87.18784551003887
50,13,11,8,0,0,1,1,98.54945182382052
43,31,8,7,0,0,0,0,89.8661769783845
37,16,9,10,0,1,1,0,82.46134027776822
37,21,10,17,0,0,1,1,92.51393836371967
29,8,10,18,1,0,1,1,81.99307724306205
17,13,9,17,0,1,0,0,69.4630228307118
30,18,17,11,1,1,0,0,70.08885228453573
37,21,9,12,0,0,0,1,90.3429055236966
23,13,12,12,1,0,0,1,73.78015982472415
37,18,13,31,0,0,0,0,87.20208313181172
41,11,7,25,0,1,0,1,95.96482028930492
14,29,10,9,1,0,1,1,68.83930146182857
41,24,14,16,0,1,1,0,86.56696170439339
35,12,12,13,1,0,1,0,79.94274549762561
35,12,10,18,1,0,1,1,87.66529197482623
39,19,7,5,0,1,0,0,83.49192826683777
24,25,6,10,1,1,1,0,75.369230468868
24,26,8,9,1,1,1,1,79.66886975884707
39,23,6,13,0,1,1,1,95.3392174290065
20,10,7,18,0,1,0,0,71.03696277478318
41,26,10,13,0,0,0,1,95.3139403960673
29,24,9,13,0,0,0,0,79.01710196175023
35,12,8,12,1,0,1,1,86.48408619685895
21,28,6,8,1,0,1,1,76.57438393345676
40,20,5,19,0,1,1,1,94.64682816045725
25,25,2,12,1,1,1,1,83.85139642540561
34,15,10,17,0,0,1,1,86.66974941085218
33,11,20,25,0,1,1,0,78.01832709051122
38,20,8,21,0,1,1,0,88.92691728071425
35,10,12,12,0,0,0,1,83.95570418238374
32,15,7,7,0,1,0,0,77.4792696842268
33,23,5,18,0,1,1,1,89.96837327840909
24,14,9,11,0,1,0,0,68.62762451021086
32,22,10,18,1,0,0,1,89.26380499871458
31,20,10,8,1,1,1,1,82.82896339088022
20,23,14,13,1,0,1,1,73.27217656994829
34,20,10,11,1,1,0,1,86.09538295176817
28,21,13,12,1,1,1,0,74.185247494396
34,13,1,16,0,1,1,1,91.20412549693562
30,8,5,7,0,0,0,0,74.14553664717214
27,18,7,6,1,1,0,0,72.57736773640491
32,19,8,10,1,0,1,1,84.91015779528665
53,31,7,14,0,0,1,1,107.00781528007523
29,19,8,12,0,1,1,0,78.41029663906244
27,24,10,13,1,1,1,0,74.99808897975004
42,16,14,17,1,0,1,1,94.4891802738698
20,23,7,18,0,0,0,1,78.64564129020353
29,15,14,10,1,0,0,1,77.81587244387993
22,15,9,16,0,1,1,1,77.29092938716212
26,14,7,10,1,0,0,1,78.97016314339953
18,24,11,9,1,1,0,0,65.75818178513495
25,10,4,20,1,0,1,1,82.38596956836733
40,20,11,8,0,0,1,1,92.24383077807548
26,21,11,2,0,0,1,0,68.96015376846445
40,22,9,6,0,0,0,0,86.61968530853827
12,27,11,15,0,1,0,0,64.69693724058376
42,7,12,13,1,1,0,0,82.2119720221197
29,17,9,20,1,0,0,1,84.92853146263458
23,15,14,17,1,0,1,0,70.62335566926755
26,27,8,12,1,0,1,1,83.43082517520361
34,22,6,18,0,1,1,0,83.67934612732788
37,23,8,8,1,1,1,0,84.24247296614509
22,22,12,11,1,1,1,1,75.3939341285503
49,13,17,12,1,1,1,0,90.22868795481544
35,26,2,14,1,1,0,1,92.93519641482897
25,31,8,13,1,0,0,0,75.80434423189448
44,22,9,20,0,1,0,0,91.53065390865235
23,14,7,17,1,0,0,1,77.78031778911156
16,11,5,10,1,1,1,0,65.84244223486616
32,22,13,3,1,1,0,0,73.41533659521735
20,16,10,23,0,0,0,1,76.61592571927997
22,12,9,11,1,1,1,1,74.80333096180028
38,20,8,18,0,0,0,1,93.68829857717562
29,25,11,15,1,0,1,0,80.15522370566964
39,8,8,6,0,0,1,1,86.67951361842688
27,30,3,15,0,1,1,0,80.65573722097734
28,20,10,16,1,1,0,0,76.71812402679004
26,26,19,16,1,1,0,0,70.8450840019091
29,32,6,14,0,1,0,0,80.46487254434098
39,22,13,13,1,1,1,0,84.75772978445578
21,20,6,14,1,0,0,1,78.25264559898332
28,33,13,8,1,0,1,0,76.53522754084706
41,20,8,9,0,1,1,0,85.88128933005709
25,10,7,17,1,0,0,1,78.63057328244926
23,20,3,15,1,0,1,1,82.53316512057297
31,24,8,11,0,0,0,1,85.68841661647583
24,18,11,12,0,1,1,1,76.23664520599483
32,17,11,13,0,0,1,1,83.7090894427798
37,16,10,17,1,1,0,0,82.91794136928632
49,16,8,13,1,0,0,1,100.4638422417605
34,23,11,7,0,1,0,0,76.25339081574084
37,25,7,16,1,1,1,1,92.886985326283
46,20,11,16,1,0,1,1,96.11144716025514
48,17,8,15,0,1,0,0,92.58264350951224
21,11,8,10,1,1,1,0,66.31198024351359
32,25,9,16,0,1,1,0,80.30721294782087
30,28,9,19,1,1,1,1,89.35773976230271
20,18,10,18,0,0,0,0,69.58234649645865
40,26,12,15,1,0,1,1,93.70169279236976
54,16,10,14,1,1,1,1,101.69295446010416
38,24,11,18,1,0,0,0,84.81727589899093
45,17,8,11,0,1,1,1,95.6541112645994
31,18,9,20,0,0,0,0,82.0116647071159
39,17,6,14,1,0,0,1,92.33180122982152
32,19,7,9,0,1,0,0,77.17125548682516
22,17,9,8,0,0,1,1,74.24795051982242
45,15,8,19,1,1,1,1,95.82991906341842
31,13,6,20,0,1,1,0,81.54478503825649
30,18,12,15,0,1,1,1,81.07182920888037
28,24,10,11,1,0,1,1,81.59730534310187
34,26,12,16,0,1,0,0,84.58868812891723
25,18,15,21,1,1,1,0,72.92383920704619
41,20,8,25,0,1,0,1,97.08842864728324
18,28,8,5,0,1,0,0,67.32901505788482
34,21,11,13,1,1,1,0,78.94263228777321
39,20,7,5,0,1,1,0,84.04209707210897
30,20,12,10,1,1,1,0,75.31193966077207
27,14,5,3,1,1,1,1,78.57832505757763
21,16,13,14,0,1,1,0,67.8038882766113
36,7,6,24,0,0,0,1,91.14473463347632
30,29,11,18,0,1,0,1,85.25990691796679
20,27,9,15,0,1,0,0,71.49239905843196
28,21,13,4,1,0,0,0,70.19227770398564
28,26,2,15,1,0,1,1,86.4334623240953
33,31,13,14,1,1,1,0,80.69710857501296
33,19,12,12,1,0,1,1,84.83810608873752
20,15,4,13,0,0,0,0,70.60788381437655
8,30,10,15,0,1,1,1,67.59334694790613
48,8,13,17,0,0,0,0,87.89126872005586
25,21,8,21,1,1,1,0,76.32442006212463
14,24,8,22,1,1,0,0,67.39228884115256
31,24,8,21,0,1,1,0,85.00324038386802
41,21,6,18,0,0,1,1,98.57971989113744
32,16,7,17,0,1,0,0,79.77317024772762
40,14,8,19,1,1,1,0,88.18418537270821
20,21,5,9,1,1,0,0,68.82601757904445
34,19,16,5,1,1,0,0,73.66120894377505
34,25,11,9,1,0,0,1,84.51369393340917
44,13,2,20,0,1,1,0,93.18776403488457
32,13,6,1,0,0,1,1,81.59253272415417
33,23,13,10,1,1,1,1,84.70595301508207
28,25,8,9,1,1,1,1,81.43544363241449
42,26,9,14,0,1,1,1,96.6788656896504
27,18,10,13,1,1,1,0,75.43266126742279
27,28,6,7,0,1,0,0,78.43432257762787
19,25,8,19,1,1,1,1,78.18057710815236
33,18,9,7,1,1,1,0,77.86430020951286
25,27,9,11,0,1,1,0,73.4268110376438
22,25,10,10,1,0,1,1,76.28872673532933
31,9,5,11,1,0,1,1,83.34045536676867
39,25,11,12,0,1,1,1,91.04804476485324
22,17,6,10,1,0,0,0,71.30241137438426
23,27,15,21,0,0,1,0,74.6885699450767
23,15,3,13,0,1,1,1,78.83697646654691
29,25,12,24,1,0,0,1,84.15656092104896
43,20,6,25,1,1,1,1,101.27882990137137
33,14,11,19,1,0,1,1,85.51416298398453
36,24,8,8,1,0,1,1,88.55817908341946
11,23,7,23,1,0,0,1,71.82273827558468
18,14,6,21,0,1,1,1,77.35579772434339
24,15,13,8,0,1,0,0,68.43076530505951
27,16,10,15,1,1,0,0,72.80481409470217
34,16,14,14,1,0,0,0,78.11616675809529
29,23,12,18,1,1,0,0,77.03937152577035
29,16,11,9,1,1,1,1,81.95069940007491
36,4,13,15,0,1,0,0,78.00474459795242
38,13,9,11,1,0,1,1,89.42699313410603
30,18,5,14,1,1,1,0,80.10119113432428
23,25,9,10,1,0,0,0,70.33023364155088
44,20,11,14,1,1,0,0,88.85316162392611
34,15,7,11,0,0,1,0,81.1083754156017
33,18,12,7,0,0,0,1,82.35978863768186
21,19,15,6,1,0,1,0,63.37322883072364
24,21,6,15,0,0,1,1,81.17383518002738
26,13,7,17,1,1,1,0,74.50541412324111
35,10,7,14,1,1,0,0,79.76244218093139
10,14,8,12,1,1,0,0,57.98736436534947
32,22,11,17,1,0,0,0,80.33762798068493
38,13,12,14,0,1,0,1,88.68146060854413
41,27,7,11,1,0,1,1,96.07111027119714
23,17,9,17,1,0,1,1,78.57007573655731
24,18,7,16,0,1,1,1,79.39607400547823
29,23,15,7,1,1,0,1,78.03623233521161
21,5,6,13,1,1,0,0,67.86171701332549
20,15,5,14,0,1,0,0,69.3622564618902
23,26,10,17,1,1,1,1,79.05811750753169
32,20,7,16,1,1,1,0,80.58024695617031
29,20,13,17,1,1,0,0,75.21138359459783
22,13,12,10,1,1,1,0,66.80199920741083
7,11,16,13,0,1,1,1,59.18170493640656
40,14,10,22,1,0,1,1,95.01212061501384
24,21,10,13,0,1,0,0,70.42171203237481
25,24,10,22,0,1,1,1,83.93030833957059
36,21,13,10,0,1,1,0,80.58846460766429
0,29,7,15,1,0,0,0,55.75122251626624
48,13,9,5,0,1,0,0,90.00493923960747
18,17,10,17,1,0,0,1,74.54111670802156
44,18,10,7,0,1,1,1,92.74974822201594
49,22,11,14,0,0,1,1,99.64448445654912
34,19,10,12,0,0,1,1,84.89339315447187
41,13,17,20,0,1,0,0,84.42074130075211
28,16,10,9,1,0,0,1,77.03138759314368
30,20,6,11,1,0,1,1,82.89057809266544
38,14,6,18,1,0,1,1,91.6714466441004
30,13,10,12,0,1,0,0,74.90541672549956
29,16,7,11,0,1,0,1,81.21842284412179
11,21,12,16,1,1,0,0,60.30745454919748
12,22,9,12,1,0,0,1,67.75590955712472
31,25,14,11,0,1,1,0,79.85502171213561
31,17,5,10,1,1,1,1,85.1989892181373
30,19,10,20,0,1,1,0,79.5264234013107
21,17,7,11,1,1,1,0,70.56358293625054
20,19,7,10,1,0,0,1,76.44906266613289
28,20,9,11,1,0,1,1,82.2227643265767
32,23,7,9,1,1,0,0,78.67916093997547
31,23,4,10,1,0,0,1,86.49342801272891
27,21,12,17,1,1,1,0,75.27905413478786
36,30,6,20,1,0,1,1,96.602780969626
45,18,11,10,1,1,0,0,86.98205034650275
24,21,12,7,1,1,1,0,68.25871799425235
38,17,16,12,0,0,1,1,86.1382066068531
31,16,11,16,0,1,0,0,75.83223356962718
20,25,3,8,0,1,1,1,76.15064377019583
27,17,12,7,0,0,0,1,77.38004147701011
31,13,10,14,1,1,0,0,75.91924009918188
28,22,7,20,1,0,1,1,85.58203927364359
25,17,15,11,1,1,1,1,73.99944025870597
36,21,16,17,1,0,1,0,80.68299082544155
16,8,10,22,1,1,0,0,66.24318312079482
29,25,13,10,0,0,1,1,81.16408463900501
35,18,11,23,1,0,0,1,88.60047162701723
44,21,8,24,0,1,0,1,102.85393096153554
19,10,13,10,0,1,0,0,63.83860650066422
31,22,5,11,0,0,1,0,80.25989358804206
32,21,8,15,1,1,0,0,83.25479816723164
27,15,11,10,1,1,1,0,71.56641266559636
34,14,10,12,0,1,1,0,80.14234727530187
34,21,13,15,0,1,1,1,85.53482014780502
10,36,11,9,1,0,0,0,62.74545784089969
3,14,8,13,0,1,1,0,52.81294362763495
43,29,10,5,1,0,1,1,93.93297133777334
33,4,9,11,1,0,1,1,82.51112174392331
21,28,7,23,0,0,1,1,83.39682566708308
26,25,13,14,0,0,1,1,79.77459030852404
30,26,10,11,1,1,0,0,76.62775236968857
14,9,12,19,1,1,1,0,63.9902158383607
16,30,5,20,1,0,0,1,77.72582321390196
20,28,8,17,1,1,0,0,72.63694123670773
40,13,9,10,0,1,1,1,90.34908799523922
14,18,11,11,1,1,1,0,61.659755481617175
31,17,4,18,1,0,0,1,87.73652956297336
41,18,9,8,1,1,0,0,84.15213263576378
34,27,10,18,1,1,1,0,83.85428040798148
30,12,11,23,1,1,0,0,78.56157050869479
14,13,11,13,1,0,0,0,62.261996392494666
42,27,11,7,0,1,0,0,86.10116148948026
22,20,9,13,1,1,0,0,70.42824211860356
44,20,10,11,0,0,1,1,93.8020305925836
36,27,14,3,1,0,1,1,84.76853527433299
37,16,12,17,1,0,0,1,90.73109699453384
39,19,13,10,0,1,0,0,84.02173473839541
32,24,4,21,0,1,0,0,83.6019115454367
31,32,7,26,1,0,1,1,92.67495214332853
35,20,13,16,1,0,0,1,87.3680631701911
35,20,19,10,1,1,1,0,74.95314367145627
38,27,11,13,0,1,0,1,92.60909881439748
26,21,11,18,1,1,1,0,75.82862084363991
25,8,10,8,1,1,1,1,75.26088422490338
38,29,9,14,0,0,0,1,94.54458396668797
31,20,10,20,1,0,0,0,79.26660311679511
50,13,11,9,0,0,1,1,94.71469217592094
20,18,11,14,1,1,1,1,73.27606739485846
41,35,8,21,0,1,0,1,101.10356244547316
15,13,11,10,0,1,1,0,61.90699534181845
40,19,9,20,0,1,1,0,89.46548886719873
32,20,7,5,1,1,1,0,78.12718191655227
32,27,13,10,1,1,0,0,79.44595935936083
30,21,9,18,1,0,1,1,85.78057056126005
29,12,14,12,1,1,1,0,70.37095704166464
19,19,8,10,1,1,1,0,66.69989806321988
25,18,5,23,1,1,0,0,77.92468333943947
27,26,8,12,0,0,1,0,77.90668132277682
33,27,5,7,0,1,1,0,80.73746786542316
24,13,7,12,0,1,1,0,71.77260041888854
40,19,9,15,0,0,1,1,93.02560121552575
18,21,12,7,1,1,0,0,64.19453475499323
29,21,9,30,0,0,1,1,90.04947780555688
37,25,10,15,1,1,1,0,84.25282811147964
25,20,2,10,1,0,0,1,79.7995817944246
42,29,11,17,1,1,1,1,97.18079108535224
32,18,12,18,0,0,0,0,78.5336818423961
44,17,9,11,0,1,1,1,93.61063761432632
31,17,10,1,1,0,1,1,78.40541436512612
31,19,11,13,1,0,0,0,76.38770496603739
36,15,13,18,1,1,0,0,81.90187191954622
31,22,6,6,0,1,0,0,77.95324687806627
33,27,4,18,1,1,0,0,84.75643012535232
27,10,6,17,0,0,1,1,82.12462398351009
22,15,6,22,1,1,1,1,79.34537863839061
28,11,10,18,1,1,0,0,75.24651248478112
38,16,7,15,1,1,1,0,85.2616077159439
23,17,11,10,0,1,0,1,74.08520418791936
20,12,7,12,1,0,0,1,72.92108251210566
21,9,6,0,0,1,1,0,62.66351946066398
36,17,12,12,1,0,0,0,80.29150865763276
18,20,10,15,1,1,0,0,66.42022878066612
17,25,11,9,0,1,1,0,65.34915720144367
35,20,9,14,1,0,1,1,88.46033730599873
28,10,9,16,0,0,0,0,72.10941023513469
34,17,11,6,1,0,0,1,83.43127800693715
36,20,14,19,1,0,1,1,88.14879500224968
43,19,11,16,1,0,1,1,92.80469192638948
36,11,8,14,0,1,1,1,88.72036305159955
44,36,6,19,0,0,1,1,103.75615139745582
38,19,10,19,0,0,1,1,93.14097141997289
34,19,12,19,1,0,0,0,80.67578181852001
34,18,7,11,1,0,0,1,86.74470873372606
32,17,10,9,1,1,0,1,83.6134692140939
35,33,10,16,1,0,1,1,92.5674809920484
22,20,7,13,1,0,1,1,78.68089824905782
30,12,7,14,0,0,1,1,84.76875312438563
39,15,11,7,1,1,0,0,79.45873839685807
28,22,14,8,1,0,0,0,71.73306603140027
30,26,7,7,0,1,1,1,84.4535424506119
