defendant_id,post_policy_period,new_sentencing_policy,sentence_length,defendant_age,previous_convictions,legal_representation,income_level
631,0,0,44.26245313215566,3,6,0,0
632,0,1,41.92065835172937,2,4,0,0
633,0,1,42.40762774233389,2,4,1,1
634,0,0,45.99429094353162,2,6,1,0
635,0,0,44.378098225063546,1,5,1,1
636,0,0,45.77576194524528,3,6,1,0
637,0,0,44.02978050472934,3,8,0,0
638,0,0,43.802263405604855,2,7,0,1
639,0,1,42.2214787611222,3,7,0,0
640,0,0,44.29606142300423,3,8,1,1
641,0,1,41.86261225592085,3,6,1,1
642,0,0,44.19021326665327,2,7,1,1
643,0,0,46.09110966730567,2,7,1,0
644,0,0,47.18705085694337,2,6,1,0
645,0,0,46.35297814591586,1,9,0,1
646,0,1,44.62284677346208,3,6,1,1
647,0,1,44.26457180158486,2,7,0,0
648,0,1,43.47429453518163,3,3,1,1
649,0,0,44.21274930507133,4,5,0,0
650,0,0,46.1463625427274,2,6,1,1
651,0,1,44.70181874459245,2,1,1,1
652,0,1,45.42612616159331,1,12,1,0
653,0,0,46.04675669906656,3,9,1,0
654,0,1,44.31369531018265,4,8,0,0
655,0,0,43.544434884915006,2,7,0,0
656,0,1,42.8406344271692,2,5,0,1
657,0,0,42.53098269021856,4,6,1,0
658,0,1,44.74738674483673,2,5,0,1
659,0,0,44.20960755325319,2,5,1,0
660,0,0,43.75813083398434,3,6,0,1
661,0,1,41.683398546215,3,4,1,0
662,0,0,44.54193958109657,2,5,1,1
663,0,0,44.56672686795081,2,5,1,1
664,0,0,44.43151568330664,2,4,0,1
665,0,1,44.05548299905734,0,5,1,0
666,0,0,45.1472154715211,3,6,1,1
667,0,1,44.11407476790171,2,8,0,0
668,0,1,42.14376381618918,1,4,1,0
669,0,1,44.9405054201087,3,7,1,1
670,0,1,41.0352417985734,2,8,0,0
671,0,1,44.01462717813224,2,4,0,1
672,0,0,45.86378132799204,3,6,0,0
673,0,0,44.035611657791776,4,5,0,1
674,0,0,46.194360354921976,3,8,1,1
675,0,1,43.36488663408642,3,4,1,0
676,0,0,43.47850890650277,3,8,1,1
677,0,1,42.49269321634383,2,9,0,0
678,0,0,43.78202525115931,2,2,0,1
679,0,0,45.31263302224799,1,5,0,1
680,0,0,43.738119014069824,3,6,0,0
681,0,0,44.0010303949215,3,4,1,1
682,0,0,44.75460538034702,3,8,0,0
683,0,0,44.43800258724308,4,9,1,0
684,0,1,43.7849467468041,1,6,1,1
685,0,0,43.07921495590795,4,7,0,1
686,0,0,45.63767385722197,3,6,0,1
687,0,1,43.199886448324,2,7,1,0
688,0,1,44.36058432739822,1,5,1,1
689,0,1,43.473546117470335,2,6,0,1
690,0,1,43.1735994076497,2,7,1,1
691,0,0,45.07662902356661,2,7,0,1
692,0,0,43.50911526402942,3,6,0,1
693,0,0,44.7968799303875,2,7,0,1
694,0,1,42.96444449168301,3,4,0,1
695,0,1,43.70499025548538,3,11,1,1
696,0,1,44.39211679234055,3,8,0,1
697,0,0,44.91222760259406,2,10,0,1
698,0,0,45.08129353789474,2,6,0,0
699,0,1,44.153101465765495,1,8,1,0
700,0,0,45.545384352695415,1,6,0,1
701,0,1,41.23506372467747,2,7,1,1
702,0,0,43.73269943875995,4,6,0,0
703,0,0,43.412387565333695,5,5,1,0
704,0,1,44.68792824432051,2,6,0,1
705,0,1,43.870701597013145,1,8,0,0
706,0,0,43.85070055482752,4,8,1,1
707,0,0,44.35243435338993,2,4,1,0
708,0,1,43.67077079223965,1,11,1,1
709,0,1,42.60312622386791,2,7,0,1
710,0,0,46.41123638126578,2,2,0,1
711,0,1,44.02094681337135,3,8,1,1
712,0,1,44.21469452583377,4,5,0,1
713,0,0,43.2954935695893,4,7,1,0
714,0,0,45.33423996486119,4,6,0,1
715,0,0,43.08767458516107,2,7,1,1
716,0,0,44.09541955079018,2,10,1,0
717,0,1,44.48427331022394,4,7,1,1
718,0,0,43.89235263580971,4,8,0,1
719,0,1,44.68125441019289,2,5,1,0
720,0,0,44.48646662579568,2,7,0,0
721,0,0,44.79240417211816,3,8,1,1
722,0,1,44.5864056622284,2,8,0,0
723,0,1,42.21527067867321,3,3,1,1
724,0,1,44.98272386995422,2,11,0,1
725,0,1,44.09836307758079,1,6,0,1
726,0,1,43.3328507601048,2,6,1,0
727,0,1,44.65259196573358,4,3,0,0
728,0,0,43.5933124298987,4,9,1,1
729,0,1,43.6068163100165,3,7,1,0
730,0,0,44.41370504652923,3,7,0,1
731,0,0,44.87318326070677,1,10,0,0
732,0,0,44.33070294527165,3,6,0,0
733,0,0,44.7363135299272,3,7,1,1
734,0,1,44.081611212027454,3,7,0,0
735,0,1,42.39719260531905,3,10,1,1
736,0,0,44.8313120650831,2,9,1,0
737,0,1,45.67113422315165,1,8,0,1
738,0,0,46.10119976296522,1,4,1,1
739,0,0,44.37111805068244,3,7,1,1
740,0,0,44.422321214213554,3,8,0,1
741,0,1,45.57833592318454,1,5,1,1
742,0,0,45.66165829170255,1,4,0,0
743,0,0,45.38446059535298,3,3,0,1
744,0,0,45.72097758797744,2,9,1,0
745,0,0,44.27559206028061,3,6,1,0
746,0,1,44.55726883462536,2,7,1,1
747,0,0,43.74755611150933,2,11,0,0
748,0,1,43.21888954353615,4,6,1,1
749,0,1,42.85780544349824,2,10,1,0
750,0,1,43.90925940841088,2,9,1,0
751,0,1,43.20008545079879,0,8,1,0
752,0,0,44.1708132773125,3,3,0,0
753,0,1,43.2229401241035,2,8,0,1
754,0,1,44.78360453243722,2,9,0,0
755,0,0,43.62852546344376,3,5,1,0
756,0,0,42.84942150539085,1,8,0,0
757,0,0,45.73725958849852,3,5,1,0
758,0,0,45.84946208054623,2,9,0,1
759,0,1,44.83071983329785,1,6,0,1
760,0,0,46.74166585685603,3,6,0,1
761,0,0,44.44925270110769,3,5,0,0
762,0,1,44.093202788610895,2,4,0,1
763,0,0,43.97965289777941,3,8,0,0
764,0,0,44.7981868087946,3,4,0,1
765,0,1,43.33956465832478,3,10,1,1
766,0,0,43.69106213374244,3,5,0,1
767,0,0,44.677497393602565,3,7,0,0
768,0,0,46.34373717898029,2,3,0,1
769,0,0,46.81433876641646,3,5,0,1
770,0,0,45.07964245495234,2,5,1,1
771,0,1,44.58195417173511,2,5,0,0
772,0,0,42.07455747544343,2,4,1,0
773,0,1,43.65801970086971,4,7,1,0
774,0,0,45.78002969186778,3,8,1,0
775,0,1,43.50763890670392,2,4,0,1
776,0,0,43.9754773593166,2,6,1,0
777,0,1,42.94656937265727,2,5,1,0
778,0,1,43.86842562338119,1,6,1,0
779,0,1,42.63699046041577,2,7,1,0
780,0,1,43.17955838423987,3,6,1,1
781,0,0,46.05954485106162,2,7,0,1
782,0,0,45.081319929279786,3,9,0,1
783,0,1,43.54306305816492,3,7,1,0
784,0,0,47.02686114219237,2,7,0,1
785,0,1,44.2719983169558,2,7,0,1
786,0,0,45.34022394885825,1,7,1,1
787,0,1,42.37784930187502,2,8,0,0
788,0,0,44.03046584153668,3,7,0,1
789,0,1,44.441251668359016,4,6,0,1
790,0,0,44.59512652609461,3,7,0,0
791,0,0,44.211772708822565,2,6,0,0
792,0,0,44.36812968930872,3,6,0,0
793,0,0,45.50754148801999,3,7,1,1
794,0,0,44.31474654902026,3,5,0,0
795,0,1,44.35194063886605,2,7,1,0
796,0,1,45.98758379171126,3,4,0,1
797,0,0,45.839345163610446,2,6,0,0
798,0,1,42.86427402811052,3,7,0,0
799,0,1,44.47874569422194,1,5,1,0
800,0,1,41.41474336943213,2,9,0,1
801,0,0,44.17269666946536,1,7,0,1
802,0,0,45.435661541661965,4,5,0,1
803,0,0,43.605768729184014,4,7,1,1
804,0,0,44.09260238632061,2,3,1,0
805,0,0,46.40433133442156,3,6,1,1
806,0,0,44.33514749425609,2,8,0,1
807,0,1,43.27540063973003,2,8,0,1
808,0,1,44.25680313500554,3,7,0,0
809,0,0,43.16644632351508,3,7,0,1
810,0,0,44.75424956542856,3,8,0,0
811,0,0,44.69770759460388,3,8,1,0
812,0,0,44.380737971551575,2,4,0,1
813,0,0,44.41335490979849,4,6,0,1
814,0,1,43.87474114321503,1,4,1,1
815,0,0,44.49114171710912,4,7,0,0
816,0,0,44.2773672494261,4,7,0,1
817,0,0,47.390335888254896,2,7,0,0
818,0,0,45.55907763106423,3,6,0,0
819,0,1,43.83103547870866,3,5,0,1
820,0,0,44.13976686973765,2,6,0,1
821,0,1,43.664765577396565,2,7,1,1
822,0,1,41.047678692909486,3,8,0,1
823,0,1,43.31609022354073,2,7,0,0
824,0,0,45.193562448912,1,5,0,0
825,0,1,42.25328347730005,2,8,0,0
826,0,1,42.09171321406593,3,6,0,1
827,0,0,43.80024445769378,3,7,0,0
828,0,0,45.49043551765688,2,6,1,1
829,0,1,44.84437339192944,2,6,0,1
830,0,0,45.70287648136781,1,7,0,1
831,0,0,44.34708150465649,4,5,1,1
832,0,1,43.03708875525808,4,9,1,1
833,0,0,45.02518215566708,1,8,1,1
834,0,0,45.97688431058876,1,8,0,0
835,0,0,44.30158712528655,3,6,0,1
836,0,0,45.41523950959002,2,7,1,1
837,0,0,43.45387128357418,2,5,0,0
838,0,0,43.79871003027816,2,6,1,0
839,0,1,44.4381543649664,2,7,1,1
840,0,1,44.45405740306816,3,5,1,1
841,0,0,42.98416811873168,2,7,1,0
842,0,0,46.85276596388565,1,5,0,0
843,0,1,44.96042919025825,2,5,1,1
844,0,1,43.147545809780446,2,6,1,0
845,0,1,45.24970835383648,4,9,1,1
846,0,0,44.763417196031945,1,3,0,1
847,0,0,45.07968146987621,2,3,0,1
848,0,1,42.88407834475175,1,6,1,0
849,0,0,44.61334451535167,2,9,1,1
850,0,0,44.17885822833054,3,8,1,0
851,0,1,44.58044522274288,2,4,1,1
852,0,0,43.6262528122877,2,6,0,1
853,0,0,44.84180637801015,2,6,0,0
854,0,1,43.74782389303729,2,8,1,1
855,0,0,46.31966602161947,2,4,1,0
856,0,1,44.04279874495518,3,7,1,0
857,0,1,42.79236217287775,1,7,0,1
858,0,1,43.65848400770123,3,8,0,1
859,0,0,44.199269883791686,3,7,1,1
860,0,0,42.30537007068719,5,8,1,1
861,0,1,45.83589697334744,2,8,0,0
862,0,0,44.038286941007385,4,7,0,1
863,0,0,45.270352401096304,5,5,0,0
864,0,0,42.7767411971074,3,7,1,0
865,0,0,43.800762048200255,2,5,1,1
866,0,0,45.01290542447429,3,5,0,1
867,0,0,45.80326579535357,3,7,0,1
868,0,1,41.95849961621414,3,6,0,0
869,0,0,43.84540569342169,2,5,1,0
870,0,0,43.18974865356062,4,8,1,0
871,0,0,42.96679176085989,4,6,1,0
872,0,1,44.70743011142645,3,7,0,0
873,0,0,43.1214855629683,3,8,0,0
874,0,0,44.40436120134255,3,5,0,1
875,0,0,44.58128513286968,3,8,1,0
876,0,0,47.01182377885674,2,5,0,0
877,0,1,42.85849419628738,3,9,0,0
878,0,1,44.56595489068327,1,8,1,1
879,0,0,44.92194198819577,2,6,1,1
880,0,0,46.48343356298095,2,7,0,1
881,0,0,46.42419656213751,2,8,1,1
882,0,0,45.674428753691856,3,5,1,1
883,0,0,43.970705922368246,3,7,1,0
884,0,1,44.86841377987846,4,2,1,1
885,0,0,44.872876845510966,3,6,1,1
886,0,0,43.7305838973312,5,8,0,0
887,0,0,42.3664902777056,5,8,0,1
888,0,0,45.70659467580048,1,7,1,0
889,0,0,44.86523587010386,2,10,1,1
890,0,1,44.73281686713254,2,6,0,1
891,0,1,44.57253029133054,3,8,1,0
892,0,0,45.51701374015111,1,6,1,1
893,0,1,43.41597544417978,4,7,0,1
894,0,0,44.48318965941033,3,8,1,0
895,0,1,44.40205134149036,2,6,0,0
896,0,0,44.36296270209127,2,3,0,1
897,0,0,44.89404862376813,3,5,1,1
898,0,0,45.90587764424127,1,3,0,1
899,0,0,43.24262246540401,4,6,1,0
900,0,0,44.21493010096285,0,4,0,1
901,0,1,42.1823710132506,2,7,1,0
902,0,0,45.14382505854804,2,1,0,0
903,0,1,43.45042245478499,4,7,1,1
904,0,0,43.70527428362937,3,3,1,1
905,0,1,42.75160346777255,2,6,1,0
906,0,1,44.4701244889344,2,4,0,0
907,0,0,45.59463332559675,2,9,0,1
908,0,0,46.610306052280855,3,5,1,1
909,0,0,44.776159834807736,3,5,1,1
910,0,0,43.70562633535921,3,6,1,0
911,0,0,42.93345414398094,4,6,0,1
912,0,1,43.127159536547786,3,6,0,0
913,0,0,43.696596628800506,3,7,1,1
914,0,0,46.07032431351615,2,9,0,1
915,0,0,43.179927893502864,2,5,1,0
916,0,0,45.64726453797666,2,6,0,1
917,0,1,43.37234407923657,3,9,0,1
918,0,1,43.64737458342371,0,6,0,0
919,0,0,44.005766464516654,3,6,1,0
920,0,1,43.51795775368845,3,5,1,1
921,0,1,43.96153423138127,2,9,1,1
922,0,1,45.35959208913893,1,9,1,1
923,0,0,43.6480877225721,3,9,1,0
924,0,0,44.840929241730095,4,4,0,1
925,0,0,45.03170338395637,2,7,0,0
926,0,1,42.11438266472248,2,5,0,1
927,0,0,46.475939200612565,2,6,1,1
928,0,1,43.64158151027885,1,9,1,0
929,0,1,44.39516308181549,2,5,1,1
930,0,1,44.77963467206405,2,8,1,1
931,0,1,42.5922756439023,3,8,0,1
932,0,1,43.66168318329196,2,6,0,0
933,0,0,44.43660294508496,2,10,1,0
934,0,1,42.780884194839125,2,7,1,1
935,0,0,44.43957813430475,3,8,1,1
936,0,1,43.31567994013285,2,8,0,1
937,0,0,44.093914053735936,2,8,0,1
938,0,1,43.78502556663524,0,7,1,1
939,0,0,47.20410863194608,3,6,1,1
940,0,1,45.417210591830056,2,7,0,1
941,0,0,43.93752311696133,3,6,0,0
942,0,1,43.42776013772984,2,7,0,1
943,0,0,45.638710402788455,3,7,0,1
944,0,0,45.007218225343614,3,9,1,1
945,0,0,45.44748365194541,3,5,0,1
946,0,1,44.66354477111287,3,7,1,1
947,0,0,42.82425263667172,5,6,1,0
948,0,1,43.08728254790434,2,9,1,0
949,0,0,44.43467173125718,2,8,1,0
950,0,1,44.589764006402,2,8,0,0
951,0,1,44.154385206998136,3,8,0,1
952,0,0,44.74531884286023,3,7,1,1
953,0,0,44.56372253397688,2,5,0,1
954,0,0,42.87585848740616,4,7,1,0
955,0,1,42.16716736805237,2,7,0,1
956,0,1,44.153937824970505,5,7,0,1
957,0,0,44.45883868655617,3,7,1,0
958,0,0,44.50957267021976,4,7,1,1
959,0,0,45.482720868956505,3,6,1,1
960,0,0,45.427962723143445,3,4,0,1
961,0,0,44.03069431912111,1,6,0,0
962,0,0,45.09464411468946,3,6,0,0
963,0,0,44.19647073794184,2,10,0,1
964,0,0,44.87034198798364,2,4,1,0
965,0,0,44.36656110162079,3,6,1,1
966,0,1,45.157804253314914,2,7,0,1
967,0,0,45.61276064381175,3,6,1,1
968,0,0,44.80803887992354,0,7,0,0
969,0,1,42.90476975105236,1,8,0,0
970,0,0,44.02099557832252,2,5,0,0
971,0,0,44.22159535320171,4,6,1,0
972,0,0,43.73770596390363,2,8,0,1
973,0,0,45.60063761903909,5,6,1,0
974,0,1,43.377100242173455,4,7,1,0
975,0,0,46.95493889580255,2,4,0,1
976,0,0,45.31464104296732,1,6,0,1
977,0,1,44.48612240899404,3,5,0,1
978,0,0,45.12090385347737,4,5,1,0
979,0,1,44.14604266165442,3,8,0,0
980,0,1,45.21030142845659,0,10,0,1
981,0,0,43.50211184086765,3,9,0,1
982,0,0,45.909239102259,0,3,0,1
983,0,0,47.77302983137089,4,7,0,1
984,0,1,42.33380911371593,1,11,1,1
985,0,1,44.83849357791307,3,7,0,1
986,0,0,45.17743556011883,1,4,1,0
987,0,0,45.74290954109923,3,4,0,1
988,0,0,43.234545745395344,2,10,1,1
989,0,0,45.021494471268944,2,5,0,0
990,0,1,43.17067444203175,1,7,1,0
991,0,1,45.6192085717319,1,9,0,1
992,0,1,45.05177251009165,1,4,0,0
993,0,0,46.61070013802789,3,8,1,1
994,0,1,43.70238369942013,1,6,1,0
995,0,1,43.99053042910757,2,6,1,1
996,0,1,43.9939719739112,3,7,1,1
997,0,0,42.95202176544509,3,6,1,0
998,0,1,42.92906899220152,5,5,1,0
999,0,1,41.87599680633002,4,7,1,0
0,1,1,46.95886286070098,3,8,1,1
1,1,1,45.89089006202799,2,9,1,1
2,1,1,47.66615896309238,1,2,1,0
3,1,0,45.25724319714797,2,10,0,0
4,1,1,46.83146046826714,3,5,1,1
5,1,0,44.838095886576205,2,7,1,0
6,1,0,44.41642747866794,3,7,1,0
7,1,1,46.69981662433427,2,6,1,1
8,1,1,47.77383036373034,1,5,0,0
9,1,1,45.9348977937587,3,9,1,0
10,1,0,44.96309577300227,2,7,1,0
11,1,0,45.05330214377095,1,5,1,0
12,1,1,47.97786672775045,1,10,1,0
13,1,1,47.37271964616071,4,6,0,0
14,1,1,47.39932569322385,1,5,0,1
15,1,0,43.03478096124449,3,7,1,0
16,1,1,46.97710474963439,1,3,0,0
17,1,0,44.93444616687431,1,6,1,0
18,1,0,44.93700895706219,2,8,1,0
19,1,1,48.12368350013569,3,7,1,1
20,1,0,45.09825298490451,1,6,0,1
21,1,0,45.66473548767917,2,5,0,1
22,1,1,48.51022323739858,1,6,1,1
23,1,0,44.38145093226256,3,9,1,0
24,1,1,46.54355658223279,3,7,0,0
25,1,1,45.06692897287802,3,3,1,0
26,1,1,46.00912090797904,1,7,1,0
27,1,0,44.69204591621977,3,8,1,1
28,1,1,46.93573772270019,2,7,0,1
29,1,0,45.47904115824524,3,7,1,1
30,1,1,45.575532754562445,3,4,0,1
31,1,0,43.56569704839301,3,7,0,0
32,1,0,45.40323117789342,2,9,0,1
33,1,0,46.34838646513559,0,3,0,1
34,1,1,46.46609064830913,1,6,1,1
35,1,1,44.84169620922236,2,7,1,1
36,1,0,46.3851188220905,2,7,1,0
37,1,0,43.24712493674607,3,7,1,0
38,1,1,45.55622428681551,3,8,1,1
39,1,1,47.23826830672498,4,6,1,1
40,1,0,45.29403719786517,2,6,0,0
41,1,1,45.73192842941947,4,3,1,1
42,1,0,44.72457645619907,3,6,1,1
43,1,1,45.88282470055981,4,7,1,0
44,1,1,46.657830656382586,2,7,1,0
45,1,1,48.19613230200136,1,8,1,0
46,1,1,46.89815827560359,1,7,1,1
47,1,0,44.9422760582247,2,5,1,1
48,1,0,43.630058489366384,2,9,0,0
49,1,1,46.43300081900028,3,6,0,1
50,1,0,43.99891448595258,3,6,0,1
51,1,0,43.775671494769846,2,8,0,1
52,1,0,43.704583519408025,2,6,0,0
53,1,1,47.53489895902043,2,4,0,0
54,1,1,45.579985064216615,2,6,0,0
55,1,0,43.84808744342949,2,6,1,1
56,1,0,45.18628384281423,1,6,1,0
57,1,1,44.78998606051195,4,6,1,1
58,1,0,44.77412571369448,2,5,1,0
59,1,1,46.29426296039577,2,6,0,0
60,1,0,42.40079556310608,3,6,0,1
61,1,0,44.562094068475005,2,5,0,0
62,1,0,44.025511559173005,1,6,0,1
63,1,0,42.44038319899343,3,9,0,0
64,1,1,47.13060539876585,3,8,1,1
65,1,0,44.67936497210889,2,4,0,1
66,1,1,46.532379760432775,3,8,0,1
67,1,0,44.716673397873485,4,4,0,1
68,1,1,47.208297230027306,3,8,1,1
69,1,0,43.73300020547997,3,9,0,1
70,1,0,44.75370322569088,2,8,1,0
71,1,1,46.77160565644415,1,4,0,1
72,1,0,45.60019554795456,3,9,0,0
73,1,1,47.03533273716012,2,6,0,0
74,1,0,44.34723264059783,1,8,0,1
75,1,1,48.40563011660005,4,5,1,1
76,1,0,43.62517324420831,3,6,0,0
77,1,1,47.15189226585359,2,7,1,0
78,1,1,44.94541828143097,3,6,1,0
79,1,0,43.74100439245927,3,7,1,0
80,1,0,42.36779969100021,4,4,1,1
81,1,1,48.23921583448955,3,8,0,0
82,1,0,43.7782226673451,3,5,0,0
83,1,0,45.12613648373862,3,6,0,1
84,1,0,43.71741083825605,4,6,1,1
85,1,1,47.51886063183375,2,6,0,1
86,1,1,44.835461486115015,2,8,1,0
87,1,1,45.53547718632143,2,8,1,1
88,1,1,45.35665789507684,3,6,1,1
89,1,0,43.47880238127369,3,5,0,0
90,1,1,46.83519820878577,3,5,0,1
91,1,1,45.631388685041095,5,7,1,1
92,1,1,46.153453136019245,3,6,1,1
93,1,1,45.70091646616061,2,8,0,0
94,1,0,46.59097459238557,0,5,1,1
95,1,0,44.61737744531148,2,6,1,1
96,1,1,48.60853590349973,2,7,0,1
97,1,0,44.09278069798241,3,5,0,0
98,1,1,45.51028965451019,3,7,1,1
99,1,1,46.30951272466542,2,5,1,1
100,1,1,44.92785978851961,2,3,1,1
101,1,0,45.19796261167584,1,7,0,0
102,1,0,44.735049701332606,4,4,0,0
103,1,0,43.96337719086759,2,6,1,1
104,1,1,46.21366627812042,4,7,0,0
105,1,1,45.92283770490476,3,5,1,1
106,1,1,44.31573442818883,3,6,1,0
107,1,1,45.94124974500206,1,6,1,1
108,1,1,45.28412589702936,5,5,0,0
109,1,1,45.136972840998624,4,10,1,1
110,1,1,45.83247502014917,3,4,0,0
111,1,0,45.6041514144883,1,6,1,1
112,1,1,46.50030685491366,3,8,1,1
113,1,0,44.56441013006138,3,6,0,0
114,1,1,47.49175280982576,2,7,1,0
115,1,0,41.94819120851152,1,9,1,0
116,1,0,45.27459156279959,2,6,0,1
117,1,1,47.32861522667628,4,6,1,1
118,1,1,44.28947421147659,2,7,1,0
119,1,0,45.30383574924837,3,6,1,1
120,1,0,45.332416405440334,2,6,1,1
121,1,1,46.47568451641609,2,10,0,1
122,1,0,45.33748345851043,4,9,0,1
123,1,0,43.80796477584288,3,6,1,1
124,1,1,46.83556738640638,2,7,0,1
125,1,1,46.789581435224186,3,6,1,1
126,1,0,44.11013422483621,2,6,1,1
127,1,0,45.41339431628921,2,6,0,0
128,1,0,44.69981977091169,2,8,0,0
129,1,1,45.637913024469526,3,5,1,0
130,1,0,43.356675003503945,5,7,1,1
131,1,0,44.62287166687263,2,10,1,1
132,1,0,44.44927080076932,4,7,1,1
133,1,1,47.065993325318,3,6,1,0
134,1,0,43.16485900936448,2,7,1,1
135,1,0,46.02211457258535,2,6,0,1
136,1,0,43.4500058672107,4,11,0,1
137,1,1,47.10759246282092,3,9,0,1
138,1,1,45.08517924344944,4,7,0,0
139,1,0,44.28331589458063,3,7,0,1
140,1,1,47.61560047329417,3,7,0,1
141,1,0,44.76016173212168,3,7,0,1
142,1,0,43.87876780279882,4,8,1,1
143,1,1,45.74079117373677,4,7,0,0
144,1,1,47.03552337271296,3,6,1,1
145,1,0,45.05725605798269,4,8,1,1
146,1,0,43.70492388113483,1,5,1,0
147,1,0,42.8276225308172,2,8,0,0
148,1,1,46.98904847557997,2,9,0,0
149,1,1,47.08750162851384,2,5,1,0
150,1,1,46.96085913470186,3,4,1,0
151,1,0,44.084149611856986,0,5,0,1
152,1,0,45.75193171832493,2,5,0,1
153,1,1,45.22494142445326,3,4,0,0
154,1,1,46.55205375267919,3,6,0,1
155,1,0,43.852016432713576,4,4,0,0
156,1,0,45.01175270406906,2,6,0,1
157,1,0,44.94085484086293,2,5,0,1
158,1,1,46.39374483320063,1,8,1,0
159,1,1,47.06894345965454,3,6,1,0
160,1,1,46.30771880548256,5,10,1,0
161,1,0,43.2367953297174,4,6,0,1
162,1,1,45.97719246684338,2,7,0,1
163,1,1,47.94934231177578,2,7,1,0
164,1,0,45.0325660377044,3,6,0,1
165,1,0,43.56174028334911,3,7,0,1
166,1,1,46.55558151238999,4,7,0,1
167,1,1,46.250925532515126,1,10,1,0
168,1,0,43.35685271349816,2,8,1,0
169,1,0,44.36364106786798,2,6,1,1
170,1,1,45.1575456455313,3,6,0,0
171,1,1,46.330479531342014,3,6,1,1
172,1,0,44.46604861487152,3,8,0,1
173,1,0,43.6443299586065,2,6,0,1
174,1,0,45.897906480615184,2,6,1,1
175,1,0,44.71198147574455,2,7,0,0
176,1,1,46.98231954292217,3,4,0,1
177,1,0,41.97203273275672,3,3,0,0
178,1,0,42.67399637850125,1,6,0,1
179,1,1,47.00622567352183,3,7,1,1
180,1,0,43.67707661228871,2,7,1,1
181,1,0,44.47981977030539,3,6,1,0
182,1,1,45.99741995650193,3,5,0,0
183,1,1,48.14581622357617,2,6,0,0
184,1,1,45.45742302198596,2,9,0,1
185,1,0,43.84109788560061,3,7,1,0
186,1,0,46.4515023213806,3,5,1,0
187,1,1,47.22195104762074,2,9,1,1
188,1,0,45.064069232559696,4,8,1,0
189,1,0,44.87836086358932,0,9,1,1
190,1,1,47.23997303668063,3,7,0,0
191,1,0,44.34942076722885,1,4,0,1
192,1,1,47.28668700096046,1,9,0,0
193,1,1,45.59218990379039,2,8,0,1
194,1,0,43.69250589568368,2,4,0,0
195,1,0,43.781930839576695,1,9,1,0
196,1,0,44.53850134859972,3,6,1,1
197,1,0,44.88174153840443,3,7,1,1
198,1,0,42.95824378038766,3,6,1,0
199,1,0,44.12271471169531,3,8,1,1
200,1,1,46.48548925124499,2,6,1,0
201,1,1,44.96545263561203,3,7,1,1
202,1,0,45.46396446653231,3,10,0,0
203,1,1,45.212424424678346,2,7,0,0
204,1,1,47.55631569597768,3,6,1,0
205,1,1,46.365457208898434,3,4,0,0
206,1,0,44.8397116444846,5,8,0,0
207,1,1,47.86523460974626,3,5,1,0
208,1,0,43.086816812851616,3,9,0,0
209,1,1,47.59712723142341,2,5,0,1
210,1,1,46.59993023518671,1,7,1,0
211,1,0,43.72403942691626,3,6,1,0
212,1,0,42.9499021408024,1,8,1,1
213,1,0,44.37631509415597,2,8,1,0
214,1,1,47.00529251749371,0,6,0,1
215,1,1,45.59912753589846,3,7,1,0
216,1,0,43.02229322965496,3,7,1,0
217,1,1,47.23557429881586,3,9,0,0
218,1,0,44.648285993668615,4,10,0,1
219,1,1,47.96908936377599,1,7,1,0
220,1,1,48.08987387914531,3,6,0,0
221,1,1,47.0556519371907,4,6,1,1
222,1,0,44.51913395189655,3,7,1,0
223,1,1,46.99976395654023,3,9,0,1
224,1,0,43.536590152409495,3,10,1,0
225,1,0,43.64846624507921,3,7,0,0
226,1,1,47.86031423566922,1,8,1,0
227,1,1,48.09683028985959,3,6,1,1
228,1,1,47.61865249321959,3,6,1,0
229,1,0,45.37762912713851,2,6,1,0
230,1,1,46.51790950074619,1,8,1,1
231,1,0,43.59714787362376,2,7,1,0
232,1,0,46.489310127478255,1,8,1,1
233,1,1,46.04938013867792,2,4,0,1
234,1,0,43.81788845119971,3,4,1,0
235,1,0,44.71164558437627,4,3,1,1
236,1,0,44.577735074527816,2,8,0,1
237,1,0,45.76810029604193,2,7,0,1
238,1,1,48.57262560064651,2,7,0,1
239,1,1,45.36829320902778,2,5,1,0
240,1,1,46.59625437766664,2,7,1,1
241,1,0,44.615186902436406,3,8,1,0
242,1,1,46.08541031945621,2,8,1,1
243,1,1,45.84451488513643,2,10,1,0
244,1,0,43.22679698864913,1,6,1,1
245,1,1,48.32451101883573,3,7,0,0
246,1,1,46.85060515742288,3,11,0,1
247,1,1,44.863133677851785,3,4,1,0
248,1,1,46.87909077168765,3,10,1,1
249,1,0,44.70346060030258,1,6,1,1
250,1,0,45.08332095108554,3,9,1,1
251,1,0,43.51386254005674,2,7,0,1
252,1,0,45.209603785289055,2,8,0,0
253,1,1,46.97847140529522,2,4,1,0
254,1,1,46.20879966216903,1,6,1,0
255,1,0,44.23388677882794,4,9,0,0
256,1,1,47.11558009418295,3,9,1,1
257,1,0,44.32798849931002,2,6,1,1
258,1,0,45.03684183585148,2,4,0,0
259,1,0,46.61409781625192,0,5,0,1
260,1,0,44.30409076075981,3,5,0,0
261,1,0,44.20034396078546,0,6,0,1
262,1,0,44.993497944042254,2,4,0,0
263,1,0,44.823849143853856,3,5,1,0
264,1,0,46.46602077234533,2,5,0,0
