age,education_years,monthly_income,living_expenses,gender,minority_status,rural_residence,new_community_program,life_satisfaction_score
31,24,13,8,1,1,1,0,35.60173043766382
40,22,7,19,1,1,0,1,48.075380401744056
27,22,12,12,1,1,0,0,34.55385007960861
36,12,10,20,1,0,1,1,57.14850323489525
26,12,10,10,1,1,0,0,44.73166285254126
25,15,8,8,0,1,0,0,41.67487187989583
29,17,7,19,1,1,0,1,49.61945086529543
34,22,8,13,0,1,1,0,37.192711230447486
38,15,11,9,1,0,1,1,55.03795378733758
28,18,9,12,1,1,1,1,49.17541217844786
28,20,10,16,0,0,1,1,46.806543990887526
17,24,7,7,1,0,1,1,40.828379303064686
28,9,17,14,0,1,0,0,47.456935914614185
15,23,9,16,1,1,1,1,42.35103293076551
24,28,7,14,1,1,1,1,40.221679898335935
36,23,10,13,1,0,1,1,47.56767100084304
49,19,16,21,0,1,1,0,44.73073561407553
34,17,2,17,1,1,1,0,41.82793978682008
28,26,9,6,0,0,0,1,42.65963016835349
35,17,10,11,0,1,1,0,42.36397653744456
23,23,14,27,1,0,1,1,44.55138701267634
34,22,8,8,0,1,0,0,36.47881628130517
34,19,12,15,1,1,1,0,40.407803323746094
34,20,9,10,1,1,1,0,40.351813893484376
33,18,13,4,1,1,1,0,39.44474225918265
40,18,11,6,0,0,1,1,55.08500125762903
26,20,12,11,0,1,1,0,38.59279067427727
32,22,9,10,1,1,0,1,46.61267221589904
33,19,10,14,1,0,0,1,50.17414845711474
30,16,8,10,0,1,1,0,42.476746307470464
23,17,4,19,1,1,1,1,49.2415945638105
40,19,10,19,1,1,1,1,50.851442695411066
37,20,10,21,0,1,1,1,50.191896666253086
13,14,12,9,1,1,1,1,48.41288956061446
33,18,9,21,0,1,1,0,41.46071117831405
32,33,10,27,0,1,0,0,27.473701770255364
31,11,11,11,0,0,0,0,46.050394772483386
19,25,12,17,0,1,1,0,29.75075971704896
19,23,8,17,1,1,1,1,44.40508523774318
20,14,12,8,1,1,0,0,41.06604439918411
15,20,5,17,0,1,1,0,35.93636119028889
30,27,10,16,0,1,0,1,41.49786833597391
13,24,12,13,1,1,0,0,32.054192481027414
31,25,4,9,0,1,1,0,33.09640871643303
47,14,13,13,1,0,1,0,47.910837718160174
30,21,11,17,0,1,0,0,37.56315777570151
34,24,4,5,1,0,1,1,46.43934535101718
16,12,7,19,0,0,0,0,44.14384266427007
32,11,15,14,0,1,1,0,47.61165050089008
37,22,8,12,1,1,1,0,37.5566951359726
26,6,9,9,1,1,1,0,48.50555505588904
22,6,7,18,1,0,1,1,58.80497178603169
31,20,8,16,1,1,1,0,39.49908064795072
37,8,14,15,1,1,1,0,52.25694418094409
34,16,10,24,1,1,1,1,52.240596967365626
21,17,9,23,0,1,1,0,42.742911305488704
34,22,5,16,1,1,0,1,48.08219311888051
36,17,7,7,1,1,1,0,41.72099486645126
33,12,8,15,1,1,0,0,44.87877719327828
27,20,11,20,0,1,0,0,37.79719358635248
32,5,10,20,1,1,1,0,53.62152675131176
32,26,9,13,1,1,0,0,33.043010249012625
25,19,7,11,0,1,1,0,37.61524379234202
33,21,12,14,1,1,1,0,38.73536784615133
21,15,10,16,1,1,1,0,41.98912836488644
33,19,11,21,1,1,0,1,50.21183807711614
13,34,9,16,1,1,1,1,30.46465040621479
37,22,3,2,1,1,0,1,46.92818170104398
20,23,11,15,1,1,1,1,42.20357402738668
29,22,8,13,1,1,1,1,45.75670359533024
36,22,8,0,0,1,1,0,35.5107541014687
46,18,12,13,1,0,0,1,53.09127364193117
38,11,11,14,1,1,1,0,48.57292587924773
24,16,9,8,1,0,1,1,50.858952455112615
31,34,13,12,1,1,1,1,33.53940345565763
28,20,10,9,1,0,1,1,47.52003708373674
23,20,9,6,0,1,1,0,37.59966063517356
32,27,15,22,0,1,1,1,41.84435601933231
32,24,11,7,1,1,1,0,34.22504900066233
23,13,11,11,1,1,1,0,42.9707959089747
36,26,18,13,1,0,0,1,42.64918599283956
38,17,9,19,0,0,1,1,53.99191804402275
22,15,6,17,1,0,0,1,52.39390321971236
45,18,8,19,0,1,1,0,46.36403345092748
32,13,8,19,1,0,1,1,54.63065674277208
45,19,13,14,1,1,1,1,51.3060147347541
34,9,10,15,1,1,0,0,50.41671624260736
27,21,7,11,0,1,1,0,37.56361189667874
38,16,13,14,1,0,1,1,54.23466014396779
21,19,13,13,1,1,0,1,47.63191115360568
20,20,9,18,1,0,0,1,47.03903553045929
29,9,13,17,0,1,1,0,47.579663540689474
26,17,11,19,1,1,0,0,41.29946463380989
34,25,12,19,1,0,0,1,43.92824119120056
31,26,12,11,1,0,0,1,44.26518806472029
25,19,6,16,1,1,0,1,46.98839070789158
28,18,9,20,1,0,0,1,51.09553302367903
53,27,9,17,0,1,1,1,46.453929264301856
40,21,9,6,1,1,1,0,37.91987192581978
31,22,11,11,1,0,1,0,36.911923522740224
37,16,8,15,0,0,0,0,44.35794002683528
10,33,14,11,0,0,1,0,21.81453163173761
38,19,15,13,1,1,0,1,49.67873587587263
22,24,10,12,1,0,1,1,43.72122005571718
27,9,7,12,1,1,1,0,48.54784706699874
38,17,9,9,1,0,1,1,52.21609029888199
26,16,4,17,0,1,1,0,42.12199695863301
30,11,7,16,0,0,0,0,47.57818288567735
34,14,9,17,0,0,1,1,54.53816510451188
25,19,12,16,0,1,0,0,38.63139871471751
27,20,16,11,1,1,0,1,46.53767241560287
38,12,8,11,1,0,1,0,47.26623954936239
17,22,8,15,1,0,1,1,43.87946284934348
26,29,11,6,0,1,0,0,27.53034480860203
32,15,9,12,1,0,0,0,44.040995699989296
26,23,12,16,1,0,0,1,43.84640867622493
26,17,9,20,1,1,1,1,49.10244848711887
35,11,8,12,1,1,0,0,48.85164327486768
43,20,13,9,0,0,1,1,51.70897915285423
24,16,14,11,1,1,1,0,39.85204280999236
31,21,8,12,0,1,1,0,37.71589559685904
26,24,14,12,1,0,1,1,42.2846523962772
23,14,9,13,1,1,0,0,42.223233680993445
36,24,4,4,0,1,1,0,35.94165166256843
34,16,6,19,1,1,1,1,52.4782162546874
38,20,12,23,0,0,1,1,48.67925200016926
27,18,9,14,1,1,1,1,48.217860828791736
30,11,10,16,1,1,0,0,45.04871205318023
21,10,10,14,1,1,1,1,53.52137438187068
33,25,16,14,1,1,1,1,43.48282603944515
28,10,15,15,1,0,0,1,58.43349117456126
41,22,10,16,0,1,0,0,39.07240113781673
29,21,14,21,0,0,1,0,38.22246215358356
33,26,11,17,1,0,0,1,42.95777294706694
33,22,3,13,1,1,0,0,37.109830963851614
27,31,12,1,0,1,1,0,27.50455217108634
31,20,8,6,1,0,0,1,49.74419523435367
27,18,9,12,1,1,1,1,50.26513621668943
26,16,11,12,1,1,1,0,41.00833816618742
28,24,12,18,0,0,1,1,43.64072434219022
25,14,12,17,1,0,0,1,51.97709060145735
29,6,12,1,1,1,1,0,49.457890076652575
23,33,3,16,1,1,0,1,33.9493148513505
31,23,15,11,1,1,1,1,45.54541995421323
35,18,14,15,0,0,1,1,50.8351306289523
37,21,4,5,1,1,1,1,47.75774304255185
39,37,3,16,1,1,0,1,34.77210478451345
26,23,13,14,1,0,1,1,45.44464371965245
36,19,10,8,1,0,1,1,51.35158941209516
19,14,7,13,1,1,1,0,44.727385412301686
24,21,3,19,1,1,1,0,37.51803730554639
15,28,4,9,0,0,1,0,28.08175605525418
24,18,12,12,0,1,1,0,37.50153643628496
32,15,8,18,0,0,0,0,43.40261376487085
28,24,19,9,1,1,0,1,43.5241998159659
34,25,8,11,0,1,1,0,34.38444990075874
38,24,13,22,1,1,1,1,47.21703446114425
32,11,10,22,0,1,1,0,49.24049349795664
29,14,14,9,1,1,1,0,41.96509713536971
24,23,9,6,1,1,1,1,43.20547292858008
27,28,7,16,0,0,1,0,31.33487921070383
20,22,7,23,1,1,1,0,35.45207706636782
39,18,13,17,1,0,0,1,51.89283349838297
43,13,4,21,1,1,1,1,57.79877025896061
35,23,12,20,0,1,1,0,36.41792059823388
13,17,11,16,1,0,0,1,45.989192556334245
36,15,6,21,1,1,0,0,45.30133385868733
34,24,15,10,1,1,1,1,44.38069535883281
41,8,3,19,1,0,1,1,62.619085746728345
33,10,11,20,1,1,1,1,57.53905878551421
30,19,9,10,1,1,1,0,39.52645388744693
29,14,9,19,1,0,1,1,52.45842709472368
21,21,9,6,1,1,0,0,34.95182145639276
35,24,13,18,1,1,1,1,45.805083396498894
19,22,11,22,1,1,0,1,42.35518792473286
40,22,12,17,0,0,1,1,48.84339778039848
24,26,4,14,1,1,1,0,31.65947116537848
29,11,8,1,1,0,1,1,57.04632528312642
31,16,9,9,0,0,0,1,51.24837573588085
37,15,14,13,0,0,1,1,56.41498958451584
30,9,12,16,0,0,1,0,50.00558264213697
19,16,16,9,1,0,1,1,48.40943998972703
27,22,10,13,1,0,1,1,45.71749667358287
38,26,8,16,1,0,0,1,44.78438745569624
10,25,10,11,1,1,0,1,36.440799874651375
29,26,10,14,0,1,1,0,32.87641660000855
27,7,9,16,0,1,0,0,51.76277228394847
26,32,10,16,0,0,0,1,36.11843802133924
45,26,5,19,0,0,1,1,48.21549264822721
15,27,9,19,0,1,1,0,29.30726796422684
34,21,12,14,1,1,1,0,40.01158129274523
26,22,15,9,0,1,1,0,35.968327921150504
48,11,12,19,0,0,0,1,61.35652981391457
43,17,14,15,0,1,1,0,44.983122000779325
19,18,10,24,1,1,0,1,45.78507246944585
40,19,6,27,1,1,1,1,52.77193714055787
28,22,15,15,1,0,1,1,47.03787299424644
35,12,13,15,0,1,1,0,46.22287928424351
38,17,12,16,1,1,1,1,54.297119552916335
34,16,6,8,0,1,1,0,42.70531312640922
28,11,7,11,1,0,0,0,47.28204361614761
16,21,6,12,0,1,1,0,34.48239518077235
27,17,13,21,0,0,1,1,52.253617313048935
26,28,12,14,1,1,1,0,29.135130190915323
30,22,6,10,0,1,0,0,35.23098220371374
38,20,10,16,0,1,0,1,49.9454794340973
26,18,8,22,1,1,1,1,49.08725557649888
36,15,3,15,0,0,0,1,52.99759466376745
24,20,9,7,0,0,1,0,38.18832499368522
25,31,9,0,1,1,0,1,35.712676032963365
15,32,13,14,1,1,0,1,31.14629299928756
36,22,11,12,1,1,1,0,38.84295121995278
34,27,12,9,0,0,1,1,44.30729146365766
21,18,13,14,1,1,1,1,47.38678107976929
28,14,13,19,0,0,0,0,44.56063269726269
22,26,12,14,0,1,1,0,29.99802178955351
20,16,9,9,1,0,1,1,49.882881086290894
25,26,13,12,1,1,1,0,31.405047473396746
26,19,9,21,1,0,1,1,49.582590799122514
30,24,9,12,1,1,0,1,45.30970833184546
21,23,10,11,0,1,1,0,34.40057459330977
35,18,15,0,1,0,1,0,39.75284997200921
26,15,10,17,1,1,0,1,50.886163927625866
25,20,5,14,1,1,1,0,38.41369607100142
22,22,12,13,1,1,1,1,43.60198599412939
36,15,11,15,1,1,0,1,54.7126523457639
33,22,16,14,1,1,1,0,39.92435144606367
30,27,13,14,1,1,1,0,32.51168769157601
12,13,7,11,1,1,1,0,39.08826580458433
17,20,10,7,1,1,1,1,43.091193716983135
32,21,4,11,1,1,0,0,37.66122536703713
32,15,8,5,0,0,1,1,54.61283362092035
28,15,9,12,1,0,0,1,54.09722152944742
34,21,8,15,0,1,0,0,38.873148896029946
26,17,7,14,1,1,0,1,51.2114680030915
21,20,13,18,1,1,0,1,47.33817910508819
39,21,10,7,1,0,1,1,52.063093875089294
35,15,2,10,1,1,0,0,45.5493286861114
32,23,9,19,1,1,0,0,36.07236497550717
18,22,18,16,0,1,0,1,43.91488036510274
38,22,13,13,1,1,1,1,47.102883841458514
19,19,9,11,1,1,1,0,36.90685908652148
36,12,15,13,1,0,1,1,58.27392863666777
43,25,9,21,1,0,1,1,47.94941406121671
27,23,7,19,1,1,1,1,44.72654023961169
24,17,12,20,0,1,1,0,41.43192939698443
33,18,11,13,1,0,0,1,51.12524367398608
33,15,5,15,1,0,1,0,44.55583478915098
33,12,12,15,0,0,1,1,57.59901055886268
29,19,12,10,1,0,1,0,39.14761448215148
25,19,6,13,1,1,1,1,46.65106399456684
31,24,10,7,0,0,0,0,35.732820660558524
19,18,12,14,0,1,1,0,38.43029492674848
12,25,13,16,1,0,1,1,38.17699902838353
23,25,8,16,0,1,0,1,41.65760984132218
44,22,14,16,0,0,1,1,47.84815942315815
26,7,3,16,0,0,1,0,49.59696512258798
34,26,6,4,0,1,1,0,34.78063089190966
29,9,10,18,1,0,1,1,59.107580984893815
37,25,9,11,1,1,1,1,45.93268836971335
18,19,4,19,1,1,1,1,47.11246554566732
15,9,14,16,1,0,1,0,46.64246208713701
27,13,2,10,1,1,1,0,43.761718362144265
21,18,13,12,1,0,1,1,49.21590466957304
18,24,13,10,1,1,1,0,32.48735349913122
29,18,7,9,1,0,1,0,41.90501372423734
36,28,12,13,1,1,0,1,41.80336357641064
29,15,15,19,1,1,1,1,51.02014832490247
25,27,6,23,0,1,1,1,40.878205427707975
34,26,14,18,0,1,1,1,44.471334188504
25,10,7,16,1,1,0,0,45.04962626832676
39,20,7,6,1,1,1,1,50.38894355613911
16,21,15,20,1,1,1,0,35.2109048328652
21,21,9,18,1,1,1,1,43.81044006468983
24,14,15,2,0,1,0,0,41.39364904613916
34,25,10,7,1,1,0,0,34.171575373656005
27,24,13,12,0,1,1,0,35.49912576976339
24,20,3,18,1,0,0,1,47.80869310855818
31,24,12,8,0,1,1,0,34.836947097463785
26,14,6,10,1,1,0,1,51.36706720591104
34,24,4,15,1,1,1,1,46.93078234752226
32,13,9,18,1,1,1,0,46.58317848050514
11,16,3,17,1,0,0,0,37.366831758598295
19,18,11,13,0,1,0,0,36.89155854511734
33,23,12,19,1,1,1,1,46.74687776930942
34,20,11,16,1,1,1,1,48.7657097590997
28,19,10,25,0,1,0,0,38.15449680749416
15,26,8,18,0,1,1,1,39.551332772777634
31,16,14,12,0,0,1,1,53.134847017443576
33,16,9,17,1,1,1,0,43.65876241105998
22,27,14,11,0,1,1,0,27.960615669856715
10,18,13,16,1,1,1,0,35.885422043110275
33,17,10,14,0,1,1,0,43.3893988114464
43,18,15,13,1,0,1,1,53.35507419292451
21,22,1,16,0,1,1,0,34.669281690663965
33,27,14,17,1,1,1,1,43.56766056341795
31,23,9,7,0,1,1,1,44.3193997684501
23,20,9,12,1,0,1,1,46.11193018301879
33,19,11,11,0,1,1,0,40.465537170662046
18,18,10,9,1,0,1,1,48.63466474726536
30,17,9,27,0,1,1,1,51.90250559661092
27,18,9,15,1,1,1,0,39.72173953640597
26,19,5,15,1,1,1,1,48.14600124262602
29,19,12,7,1,0,0,1,48.29162973001706
30,25,4,16,0,1,0,0,33.65053059673233
24,20,8,22,1,1,0,1,46.81542813093572
15,19,6,13,1,1,1,1,45.23195552608029
52,32,9,9,0,0,1,1,41.471920754195374
43,17,12,10,1,1,1,0,44.43234152308312
32,23,10,10,1,0,1,0,37.44334909448136
16,13,9,22,1,0,1,1,52.75050430527322
28,23,8,6,1,1,0,0,37.14911833966757
22,10,3,9,0,0,1,1,54.19922788569884
29,21,9,13,0,0,1,0,37.86020353370082
30,22,6,14,1,0,0,1,45.043572256668575
40,23,9,8,0,1,1,0,37.56046284840225
25,8,9,10,1,1,1,0,47.65428911230509
30,12,8,16,0,1,0,0,46.9210539519453
29,8,11,18,1,1,0,0,47.39402298299078
24,15,13,15,1,1,1,0,42.58365668793254
41,12,14,8,0,1,1,0,48.83190115427568
35,13,9,13,1,1,1,1,54.82197748955103
30,33,10,15,1,1,1,1,36.3329013361284
38,10,12,23,0,1,1,0,49.59284867802302
36,17,11,11,0,1,1,0,42.57556638023477
42,25,11,12,1,1,1,1,46.02681628997505
45,22,10,13,1,0,0,0,41.88160736922504
19,11,10,26,0,1,1,1,54.78652215034363
20,15,13,10,1,0,0,0,41.86731783434413
34,19,13,16,0,1,1,0,38.45327201725208
27,32,9,12,1,1,1,1,34.061576694837555
25,17,9,14,1,0,0,1,49.27711571775775
28,28,15,14,1,1,0,1,40.292404638089785
23,24,9,16,1,0,0,1,44.8132068049067
37,10,10,14,0,0,1,1,58.28031330457419
30,5,14,13,0,1,1,0,53.7073428136594
39,24,10,18,0,0,0,1,47.89603902932799
38,24,14,15,1,1,1,1,44.939374674760685
10,17,5,11,0,0,1,1,45.67072923897163
21,12,10,9,1,0,0,1,52.03605272388202
28,8,7,24,1,0,0,1,59.12985460681527
25,22,8,11,0,1,1,0,34.818509161344515
19,15,8,5,1,1,1,0,39.006962269614334
17,24,9,16,0,1,1,1,39.88085810820843
43,20,11,6,0,0,1,1,52.2293737316918
10,21,7,15,0,0,0,0,33.03878911343919
27,19,10,15,1,1,0,0,38.27595798112728
8,29,8,4,1,1,1,0,24.81726226602532
39,17,5,18,1,1,1,0,45.74516083297556
39,14,4,13,1,1,0,0,46.39449216675338
42,16,12,19,0,1,1,0,43.83380715824836
35,33,11,9,1,0,1,1,38.516675849587465
37,25,13,17,0,0,0,1,45.096101249020656
36,12,12,15,1,1,1,0,48.5591623241966
38,29,14,12,1,0,1,1,41.66701720968776
27,14,11,6,1,0,0,1,50.99003172566422
17,13,10,20,0,0,0,1,53.03153392810087
33,28,7,8,0,0,1,0,31.2822583102866
23,23,10,19,1,0,1,1,43.79292507445864
19,29,12,16,0,1,1,0,26.592464999999315
30,14,7,14,1,0,1,1,52.63436149597154
26,21,9,15,0,1,0,1,45.77679721895534
41,20,7,19,1,1,1,1,47.83414124539469
24,25,2,15,1,1,1,0,32.318094389408486
34,16,5,14,1,1,1,1,52.0315241751726
48,18,6,24,0,0,1,1,57.57061982827966
27,16,11,20,1,1,0,1,51.871073688682905
46,29,10,16,1,0,0,1,42.16687304931079
28,17,12,14,1,0,1,1,51.039316364233386
27,6,8,15,1,0,1,0,50.43865783863727
35,21,16,16,1,1,0,1,45.76118768376918
30,13,4,12,0,1,1,0,44.1585833770228
30,17,7,16,0,1,0,0,40.68637308678338
35,15,7,13,0,1,1,0,42.53879239951575
24,18,6,7,1,0,1,1,48.10197586646127
27,27,9,12,1,0,1,1,41.42054292202816
29,25,9,16,0,1,1,0,33.68080820296968
27,22,9,10,0,1,1,0,34.282737981403514
25,17,8,1,0,1,1,0,39.272312795331175
31,17,13,23,1,1,1,0,42.88837077985194
42,23,13,23,1,1,0,1,47.40700911399443
29,26,6,8,1,1,0,0,30.227329127918978
16,18,8,12,1,1,1,1,46.910307151922055
24,18,5,4,1,1,0,0,37.98506173328592
37,24,7,10,1,1,0,1,45.30783062011496
26,20,13,17,1,0,1,1,47.62853678340238
18,27,9,11,1,0,0,1,38.25370033029958
24,21,12,12,0,0,1,0,36.80191981753771
24,11,14,6,1,0,1,1,53.69005001694866
30,28,11,17,0,0,1,1,41.70275798679237
32,25,9,19,1,1,1,1,45.22475198426893
30,15,11,13,1,1,1,1,51.77498763390727
40,22,8,21,1,1,1,0,39.3931681153545
33,18,11,12,0,1,1,0,40.3236272165905
28,19,12,14,1,0,1,1,50.24373394664349
29,27,10,9,1,0,1,1,40.7814840815832
17,9,13,18,1,1,0,0,44.66678383783488
15,12,2,4,1,1,1,0,40.63185660769509
41,9,10,12,1,1,0,1,60.56286398897624
16,27,3,8,1,1,1,0,27.239975629354404
31,19,14,11,0,1,1,0,39.16365380314407
25,14,8,13,1,1,1,0,43.68875125665324
30,20,11,11,1,0,0,1,47.160833021360986
16,22,4,10,1,1,1,0,32.77929798027213
45,27,12,4,0,0,1,1,45.6003047964464
27,27,9,11,0,0,1,1,40.778793180825815
24,21,6,10,1,0,0,1,45.6161793627052
30,23,11,9,1,1,0,0,35.49121358110304
24,20,12,0,1,1,1,0,36.05444708456697
28,24,9,16,1,0,1,1,44.22744051901356
27,25,6,17,1,0,0,1,41.92246733918808
38,27,8,14,1,0,1,1,43.63770943397386
42,26,8,9,1,1,1,0,36.76155773573586
26,10,8,14,1,1,0,0,46.933287121921865
41,22,13,9,1,0,0,0,40.60350104519127
27,26,13,21,0,1,1,1,41.12973183196652
24,32,14,7,0,0,1,1,35.672689441696015
44,18,6,17,1,1,0,1,55.004596749427904
24,26,9,13,1,0,1,1,44.08771419481957
40,14,14,14,1,0,1,1,57.09878616522661
39,29,11,15,0,1,1,0,31.53852871600802
