age,political_knowledge,income,gender,education_level,ethnic_minority,campaign_exposure,voting_behavior
27,26,14,0,1,0,0,50.09116185638382
34,28,6,1,1,0,1,60.47207531929641
18,28,16,1,0,1,1,64.61444140292882
25,15,14,0,1,0,0,48.2430580175599
24,15,8,0,0,1,0,46.32698624578042
29,26,13,1,1,0,1,58.87533018127737
50,21,9,0,1,0,0,42.59058750270077
26,18,6,0,0,1,0,51.09644475097968
30,23,7,0,0,0,0,49.58534240763364
27,27,8,0,0,0,0,52.62197242582496
41,17,9,1,0,0,1,51.66866734557085
28,17,4,0,1,0,0,47.701204681868674
26,16,10,0,1,1,0,45.92166726979754
26,23,5,0,1,0,0,49.71396314148508
22,24,9,0,0,0,1,58.82443350739922
32,24,5,1,0,1,1,58.63845599622972
15,19,9,1,0,1,1,61.8122576411452
25,12,11,1,0,1,1,54.371597997338206
17,28,11,1,1,0,1,63.60566119480391
36,20,5,0,0,0,0,46.69252381274724
38,15,10,0,0,1,0,41.01228338469187
48,26,6,1,1,0,1,53.237421884139934
27,28,9,0,0,0,0,54.50636417335477
32,19,11,0,0,0,1,54.30448608538579
41,26,5,1,1,0,0,48.24247522608159
31,26,9,1,0,1,1,58.02567973606385
32,23,7,0,1,0,1,57.704177747414576
19,14,10,0,0,0,0,47.88705245327582
26,5,6,0,1,1,1,50.82361853941983
39,14,16,0,0,0,1,52.70386594074452
31,25,7,1,1,1,1,59.21357101674583
27,15,8,0,0,0,0,46.93344597650141
33,36,13,0,1,0,0,51.9724215645564
30,25,19,0,0,0,0,48.32517159640641
31,19,11,0,0,0,0,46.59163598626456
46,16,10,0,0,0,0,41.76798822719129
33,25,13,0,1,1,0,49.8229555885362
31,18,7,0,0,0,0,46.00328807708218
26,27,11,1,1,1,1,60.49700578417778
37,17,12,1,0,1,1,51.29422177186815
32,30,7,0,0,0,1,59.76989729763609
38,13,10,1,0,1,1,52.31818591583661
29,10,7,1,0,1,1,54.33632837717638
37,9,8,1,0,0,1,52.64236976911367
41,26,12,0,0,1,0,47.55249336262392
29,14,7,0,1,1,0,44.47460036611203
46,26,11,1,0,1,1,53.717860680758925
26,22,9,0,0,1,0,49.45574050295081
27,12,3,0,0,1,0,46.923369717297206
36,25,9,0,1,1,1,54.986072593755566
26,26,9,0,0,0,0,50.472990749998345
41,12,11,0,0,1,1,48.746312143733405
20,20,15,0,0,0,1,59.67269391495983
22,13,13,0,0,0,1,55.027783928619804
28,26,10,0,0,1,0,49.75057205400183
35,12,9,1,0,1,1,51.80042577957174
37,14,8,0,1,0,1,50.25118699165283
30,23,10,0,0,0,0,47.7647004436607
27,18,13,0,1,1,0,45.56459656848749
26,15,8,0,0,1,0,47.51011085039482
27,18,11,0,0,0,0,47.11507353761977
18,32,7,1,1,1,0,56.92146067529672
23,30,9,0,1,0,0,53.22394484768893
29,17,11,0,0,0,1,55.56027245203008
21,27,6,1,0,1,1,62.13392229765008
11,29,12,0,1,0,0,56.34346325646485
41,17,8,1,0,0,1,53.245441534366016
25,17,11,0,1,0,0,48.47246733647827
31,30,10,0,1,1,1,60.01318677560511
24,17,15,1,1,1,1,56.40130212188404
49,9,7,0,0,1,0,36.1983244721797
41,12,9,0,0,1,0,41.49140018388484
17,19,10,1,0,1,1,60.011385288089485
26,13,10,1,0,0,1,55.06980260102888
27,17,10,0,0,1,1,55.412171565859474
37,21,12,1,0,1,0,45.23235420855384
17,11,10,0,1,0,0,47.30368397612656
31,22,12,0,1,1,0,47.74792052812787
26,13,10,0,0,1,1,52.64035488247274
24,11,13,1,0,0,1,56.45773103321662
33,21,9,1,0,0,1,56.00911860579818
41,34,5,0,1,1,0,50.21690674170669
36,20,10,1,0,0,0,46.55126907440787
23,13,12,0,0,0,1,54.56700824439836
29,23,14,0,0,1,1,57.84918281037394
31,23,7,0,0,1,0,50.4270503666997
24,21,11,0,1,1,1,56.74862186238578
29,16,11,0,0,0,1,54.75279685981794
22,24,6,0,0,0,0,53.51503983056757
38,23,8,0,0,0,0,45.29795671776131
35,13,10,1,1,0,1,50.89530172901453
25,26,8,0,0,1,0,50.54284626388759
22,18,4,1,0,0,0,49.717924774976765
26,22,9,1,1,0,1,57.27743249002892
28,16,8,0,1,0,1,55.07483642573618
38,23,13,1,0,0,0,46.531816713247856
42,17,9,0,1,0,1,51.034604182109774
37,22,12,1,0,0,1,54.64332437884298
35,14,6,0,0,0,0,45.36492168773288
25,17,6,1,1,0,1,57.37562528825664
23,15,8,0,0,1,1,55.41565246919991
32,12,9,0,0,0,0,43.99519755084466
32,31,10,0,1,0,0,49.64192919490438
24,22,12,0,1,1,1,58.04163976623277
32,22,10,0,0,0,0,48.65950176771072
31,17,9,1,0,1,1,56.86641456635822
41,17,6,0,0,1,0,42.54947813374526
45,11,11,0,1,0,0,37.76642279163044
27,18,6,0,0,1,0,47.88717057045616
25,35,7,1,1,0,0,54.14258918953008
34,25,9,1,0,0,1,58.28479717795022
17,20,15,0,1,0,1,60.546033047247725
34,18,17,0,0,0,0,44.90168575821202
3,16,12,0,0,1,1,62.56111767037547
26,8,10,1,1,0,1,53.83845245875136
38,28,8,0,0,0,0,48.22613955083673
38,14,11,1,1,1,1,53.23938487284871
25,27,8,0,0,0,0,51.85341823821568
28,27,11,0,0,1,1,59.191319443261634
26,17,11,1,1,1,1,56.39385670014612
11,22,10,0,1,0,0,54.99378760411628
34,20,5,0,0,0,0,46.99632125351018
26,14,12,0,0,0,0,46.37351758999616
22,19,8,0,1,0,1,57.83656344766607
30,22,12,1,0,0,1,57.60310708197024
22,24,7,0,1,0,0,50.82176296623346
23,20,14,0,1,1,1,56.43475810163762
43,19,9,0,1,0,0,42.81494254367217
19,12,10,1,0,1,1,56.32969806356683
33,19,12,1,1,1,1,55.34761317048503
31,22,16,0,1,0,0,46.710248615182245
9,13,9,0,0,0,0,50.08024121536125
17,26,12,0,0,1,1,61.98885203050919
28,16,11,1,1,1,1,55.09006926292261
32,24,10,0,0,0,1,59.139570629054354
33,16,4,0,0,1,0,45.98047012711813
33,18,14,1,0,1,1,54.229877774015705
36,24,3,0,1,0,0,47.74188685458803
31,18,9,0,1,0,1,54.830383648856
33,12,12,1,0,0,0,43.18180618070483
30,26,10,0,0,0,0,49.33902726141632
34,16,8,1,0,0,0,45.20090150434067
30,29,12,1,0,0,1,59.25831169693565
20,23,12,0,0,0,1,60.50043429852597
25,22,13,1,1,0,1,59.04474703832605
24,19,10,1,0,0,1,56.90601895955634
38,18,14,0,1,0,1,52.1223372596799
26,18,12,0,1,1,1,55.02492356890157
26,20,13,0,0,0,1,58.19596000590003
32,25,9,1,0,0,1,57.12764422283512
39,15,11,1,0,0,1,52.81297169014236
44,24,14,0,0,0,1,55.60461490287364
26,21,12,0,0,0,0,49.865684557807
26,18,6,0,0,1,0,48.70480785124917
9,23,8,1,0,1,1,63.49291241510234
45,20,12,0,0,0,0,43.73385219752839
34,31,8,1,0,0,1,60.34364554311753
20,20,9,0,1,0,1,58.39514348852792
28,25,5,0,0,1,0,50.47510088265623
22,17,14,1,0,1,1,57.05667629255563
24,19,4,0,0,1,0,49.65479312448026
31,23,12,1,1,0,1,56.672098973078654
32,20,13,1,0,1,1,54.93551340588437
23,9,5,0,1,0,0,45.34057552111334
35,29,9,0,0,0,1,58.0955815360535
28,21,8,0,0,1,0,51.18862178492615
26,17,11,0,0,0,0,46.73250000922681
30,19,12,1,0,1,1,54.74984349737548
37,8,11,0,0,0,0,41.04652246585248
31,25,7,0,1,0,0,49.69767343131252
38,21,8,1,0,0,1,53.89159175510342
42,20,4,0,0,0,0,43.92440003596539
32,22,9,1,0,1,1,57.41336858850336
31,14,9,0,0,0,0,44.7145985469194
39,10,12,1,1,1,1,49.19997511563015
32,14,8,0,0,1,0,44.459305314400005
26,19,11,0,0,1,0,48.74653253132748
23,17,9,1,0,0,1,56.139571206462
44,31,10,0,0,0,1,55.57932223003758
16,19,9,0,0,0,0,50.42500300488914
22,19,12,0,0,0,1,56.73840703572456
33,20,11,1,1,0,1,52.82704638493221
22,17,15,1,0,1,1,56.84535926155896
29,23,10,0,0,1,0,49.73272659899016
18,18,5,0,0,0,0,50.694554370204
34,8,7,0,1,0,0,41.80829572598272
33,17,11,1,0,1,0,45.29580256037953
31,18,12,1,0,1,1,55.65718122355649
25,14,12,1,0,1,0,45.34855710245403
34,21,11,0,0,0,1,55.354059293117096
37,20,6,1,0,0,0,46.11278335584159
24,9,11,1,1,0,1,54.90033870979335
29,26,12,0,1,0,0,49.14319923808039
37,25,8,0,0,0,0,49.82210424278801
40,26,3,0,0,0,0,47.44832776441595
25,19,11,1,0,0,0,48.84558610934268
21,29,5,0,1,1,0,53.14914085778471
39,21,15,1,1,0,1,53.102397313808446
18,16,9,0,0,1,1,60.0345286429204
25,19,12,0,1,0,0,45.89888353772132
39,9,8,0,0,0,0,39.48940559530595
26,17,12,0,0,0,0,48.23035684435396
13,20,3,0,0,1,0,51.92882407382709
32,13,10,0,0,0,1,53.32227547234928
33,21,10,0,1,0,1,54.32923178310867
22,20,7,1,0,0,0,49.3022755388878
37,37,8,0,0,0,0,53.23955711252303
20,28,9,0,0,1,1,62.60754791289181
29,13,12,1,0,1,1,54.11838957022798
37,22,10,1,1,1,1,54.5874589328619
23,16,9,0,0,0,0,47.76795607575632
34,31,11,0,0,0,0,50.36578140906686
44,21,9,0,1,1,1,51.95323232153006
24,18,14,0,0,1,1,54.51967377604056
26,32,5,1,0,1,0,53.9823431328625
33,21,9,0,0,1,0,45.511861873170496
25,17,9,0,1,0,0,47.79418546081273
26,20,12,0,0,1,1,57.36244644627301
28,20,10,1,0,0,1,56.417368609578055
33,15,13,0,0,1,0,44.6536406347228
36,31,9,0,1,0,0,49.84871564504631
27,16,6,1,0,1,1,56.08245970037093
17,11,8,1,0,0,0,50.0260511969999
37,20,9,0,0,0,0,44.29627768544762
27,17,10,0,0,0,1,53.67040661860956
42,35,12,0,1,1,0,49.86506182022743
17,18,11,0,0,0,0,49.65094515605065
23,25,8,1,0,0,1,59.91435381359225
28,20,15,0,1,0,1,55.570200423808586
30,8,7,1,0,0,1,54.96114715382628
29,21,7,0,0,1,0,49.039670080384816
33,21,14,1,1,0,1,54.69493062208026
24,21,8,0,1,0,0,48.9502104982934
32,23,10,1,1,0,1,56.13879197824431
26,25,9,0,1,1,0,48.75179922133511
21,21,10,0,0,0,0,51.03491177219951
30,28,10,0,1,0,0,49.69459669008239
38,23,8,0,0,1,0,47.51061987898837
22,23,7,0,0,0,0,51.05967488939264
33,26,11,0,1,0,1,55.601023066849024
37,23,10,0,1,0,0,45.99039630391144
23,19,12,1,0,1,0,50.15252726350703
25,19,15,0,0,0,0,49.00300923594319
38,21,15,0,1,0,1,53.18790041623117
24,12,12,0,0,1,1,54.03139020452984
42,19,12,0,1,0,0,42.90710463285311
20,14,12,1,0,0,1,57.59914872098746
28,20,9,0,1,1,0,48.22864061428204
44,31,10,1,0,0,0,48.79831549576731
33,18,12,1,1,0,1,53.77940511367363
28,13,9,1,0,0,0,45.53193849384302
25,18,14,0,0,0,1,55.99042550603495
39,12,7,1,1,0,1,49.87126832634983
27,10,11,0,0,0,0,43.40239660574597
32,21,11,0,0,1,0,48.19045724771964
24,26,6,1,0,0,1,60.628403279998544
14,17,9,0,0,0,1,59.54952302928195
28,-1,9,0,0,1,0,40.76722581398784
28,29,9,1,0,0,1,61.281004103162935
38,33,8,0,0,0,0,50.060899558227966
27,15,8,0,0,0,0,46.82849922560431
15,22,9,0,0,0,0,52.21724587984174
22,14,12,0,0,1,1,58.68216647236891
33,15,11,0,0,0,0,46.79511570959528
35,26,6,0,1,0,0,47.37937744938073
34,30,10,0,1,1,1,59.888786852033846
29,11,14,0,0,0,0,43.17148496894488
41,30,10,0,0,0,1,57.6049003062135
22,21,6,0,0,0,0,51.42081448403688
30,11,13,0,0,0,0,45.04006112133699
39,14,5,1,0,0,1,51.13450251040597
26,16,10,0,1,0,0,45.82285623195667
36,17,10,0,0,1,0,46.851723318102266
23,17,11,0,0,0,1,56.948129427276406
25,16,9,0,0,1,1,57.50589496516633
35,22,14,0,1,0,0,47.467466887458905
23,12,15,0,1,0,1,52.20518591439293
27,22,10,1,1,0,1,56.07787225366864
29,22,9,1,0,0,1,58.314391760375045
37,21,14,1,1,0,1,54.14851898083811
29,23,5,0,0,0,0,49.73710205651693
38,27,12,0,1,0,1,55.39117833320736
20,19,14,0,0,0,1,56.90729889195283
25,18,9,1,1,1,1,57.76255227620158
27,20,8,0,1,0,0,49.71872482549987
24,25,5,1,1,0,1,59.24310335533983
40,23,8,1,0,1,1,55.84591347055871
18,19,11,1,0,0,0,50.541449297943565
38,17,7,0,0,0,1,51.68176816254549
29,19,10,1,1,0,1,54.232063285691126
35,26,13,0,1,0,0,46.684802770908576
21,23,12,1,0,1,1,61.911354560266695
31,21,9,0,1,1,1,55.81948986644576
22,30,12,0,0,0,0,52.63320642165758
26,13,10,0,0,1,0,44.28667668945887
31,26,11,0,0,1,1,57.09447943503247
24,25,12,1,1,0,1,61.33610629092432
22,17,12,1,1,1,1,55.67178187307326
18,15,14,0,0,1,0,47.18586143807907
29,32,11,1,0,1,1,62.24773528799282
36,20,8,1,0,1,1,54.140539609000136
22,21,7,1,0,0,1,57.41010416707625
40,23,8,0,0,0,0,46.648464872260334
14,19,10,0,0,0,0,51.47202592180601
20,24,13,0,0,0,0,53.90401708035076
14,36,10,0,1,1,0,58.90579358079504
28,19,7,0,0,0,0,48.76367272863708
34,18,8,0,0,1,0,47.2931169806166
15,32,6,0,0,1,0,56.92320220802933
18,31,10,0,1,1,0,55.64247160474653
23,15,7,1,1,0,1,56.29986458905709
26,10,11,0,1,0,1,54.20741872346831
37,23,8,0,0,1,0,45.52243724974545
18,17,11,1,1,0,1,57.05474840658618
29,14,10,0,1,0,1,54.43374570598848
22,15,10,0,0,1,0,47.52221674866259
13,23,8,1,1,1,1,61.66774487189455
21,24,11,1,1,1,1,60.8698471497183
29,28,10,0,1,0,1,61.002034706923325
45,17,10,0,1,0,1,49.78443763996484
21,21,8,1,0,0,1,61.19126937383948
18,15,12,0,0,0,0,48.27179705102708
14,19,13,0,1,0,1,61.26868393227767
27,13,12,0,0,1,0,45.27417359282681
41,28,4,1,0,0,0,49.11599145247682
31,19,13,1,0,0,1,57.28161714335764
24,17,4,0,0,0,0,47.91347318206187
30,21,12,0,0,1,1,58.20690530799329
27,15,10,1,0,1,1,54.27945482585088
35,15,6,0,0,0,0,45.801596378871615
27,17,11,0,0,0,1,55.292729904924464
27,18,8,0,0,1,1,56.92389411162776
32,28,11,0,0,1,0,51.36702711826062
40,24,11,0,0,1,0,44.87294281998972
26,24,8,1,1,1,1,59.68484873809274
17,26,14,0,1,1,1,62.15335723365074
42,17,9,1,0,0,0,43.23623718679311
34,21,13,0,0,1,1,53.549618197777846
35,23,5,1,0,0,0,46.811097540102864
36,11,8,0,0,0,0,43.41174587622746
35,16,11,0,1,0,1,53.09497440203489
19,20,7,0,0,0,0,52.2198186490144
35,19,13,1,0,0,1,53.28878542529208
36,14,6,0,0,0,0,44.13746032161165
34,24,10,1,0,1,1,57.02989484639293
33,19,10,0,1,0,1,53.35674212583735
28,17,3,0,1,0,0,48.87850315680633
32,16,7,0,0,0,0,46.48398333025951
20,14,9,0,0,0,1,56.95497899201891
18,23,8,0,0,1,1,60.82375998428207
8,25,5,0,0,1,0,55.218627955374345
35,20,7,0,0,0,0,46.927163837778686
37,21,12,0,0,1,1,55.662441502759975
13,23,16,0,0,0,0,52.72667835268694
32,27,8,1,1,1,1,58.398061543563166
25,8,4,0,1,1,0,44.71630516569056
26,22,9,0,0,0,1,58.3513813567844
33,15,15,0,0,1,1,52.44783716251091
38,25,8,0,1,0,0,46.30146092401127
18,12,10,0,0,1,0,47.53928430299915
20,20,14,1,0,1,1,57.39800002798635
24,9,9,0,0,1,0,44.50875157236936
20,26,8,1,0,0,0,52.17684650238937
32,18,10,1,1,0,1,54.71688222738312
27,17,6,1,0,1,1,56.34612808049111
26,26,10,0,0,1,0,50.96489299205884
18,22,8,0,1,0,0,51.40358899928233
