age,education_years,previous_month_income,gender,rural_residence,minority_status,participation_in_self_employment_program,current_month_income
23,29,10,1,1,0,0,21.956428924489405
35,27,9,1,0,0,0,16.646157769825884
27,16,14,1,1,0,1,27.90211811704773
26,26,12,1,1,0,0,20.304404311251304
30,28,18,1,0,1,1,17.562923981216368
41,19,8,1,1,0,1,22.01858816289968
30,23,8,1,1,1,0,22.12657126011088
36,23,7,1,0,1,0,19.112093748130604
22,23,11,0,1,1,0,23.11565749720552
38,11,9,0,0,0,0,22.34492547199055
28,25,11,1,1,1,1,25.422414627255623
43,18,10,1,1,1,1,20.00552785683911
37,27,7,1,1,0,1,21.296588116651787
28,24,5,1,1,0,0,23.009763387134544
44,16,11,1,1,0,1,19.512074529927894
37,11,12,0,1,1,1,26.38387362827218
28,16,11,1,1,1,1,29.63418770278656
28,19,8,0,0,1,1,29.745641727903795
23,17,10,1,1,1,0,27.718504733244487
38,20,10,0,1,1,1,23.97423047693457
38,13,17,1,1,0,1,19.87079932230961
40,24,10,1,1,1,0,13.056528356334518
29,20,8,1,1,1,1,27.13692172424689
17,15,8,1,1,0,0,33.96326334170167
17,14,14,1,1,1,1,35.00405709200538
15,26,7,1,0,0,1,35.407716458243975
33,23,7,1,1,1,1,25.61716718822584
30,16,16,1,1,1,1,25.698679347061034
28,18,9,1,0,0,1,32.61800695084506
32,21,9,1,1,0,1,25.97919070348625
21,21,12,0,1,1,0,23.964563564214803
14,11,9,1,1,0,0,35.26623004547832
39,18,9,0,0,1,0,18.085974867085504
33,12,6,0,1,0,0,27.440636777135445
26,21,9,1,1,0,0,23.952341004051164
31,18,9,1,1,1,0,22.15367859982752
33,17,18,1,0,1,1,22.210357663243983
36,12,9,0,1,1,1,26.357397264775425
23,20,8,0,1,0,0,26.108516629509484
9,25,4,1,1,1,1,42.149516688549696
23,17,10,1,1,1,1,32.47269972426668
18,6,10,1,0,1,1,39.18750377912636
20,27,8,1,1,1,0,25.54301448372958
38,32,8,1,1,1,1,17.438233316612276
18,15,15,0,0,1,1,33.18042455202561
45,16,7,0,1,0,0,14.080242702185965
47,12,8,1,0,1,1,18.577398177704403
42,24,6,0,1,0,0,12.922243579592514
34,11,10,1,1,1,0,22.85092162596515
29,17,14,1,1,1,1,27.350701360431906
32,24,10,1,0,0,0,17.067625496108803
21,14,11,0,1,1,1,34.1051403541553
19,27,11,0,1,1,1,29.97632311699773
26,17,10,1,1,0,1,30.86399986075097
28,26,11,1,1,0,0,19.19433565041056
33,25,12,1,1,1,1,23.27707134080757
30,27,8,1,0,1,0,20.11099416744471
8,19,12,1,1,0,1,39.83791301779437
19,24,10,1,1,1,1,33.057985345939144
26,17,6,0,1,1,0,25.876800242411623
15,20,9,1,1,1,1,35.93727710734521
34,19,11,0,1,1,1,24.9108907767668
39,19,12,0,0,0,0,14.62921838199423
26,32,12,1,1,1,0,17.616631906773005
27,21,7,1,1,1,1,30.05567295421277
26,25,10,1,1,0,1,26.265395652260995
37,24,7,0,1,0,1,23.51826140322321
25,17,11,1,1,0,0,25.328607472682425
35,25,6,1,1,1,0,18.45720615198076
23,22,8,0,1,1,0,24.75960888101033
27,5,12,0,0,1,1,33.92039556845046
18,19,4,1,1,1,0,32.61901841357122
21,26,9,1,1,0,1,31.865959741132077
36,21,7,0,1,1,1,24.44228922058063
18,29,12,1,1,0,0,23.760201136622243
45,16,11,1,1,1,1,17.61529778746367
29,21,5,1,1,1,0,23.97099291361899
32,23,5,1,0,1,0,21.66341681029648
30,22,9,0,1,1,1,27.215716769267672
35,18,11,1,1,0,1,25.271442538001978
24,13,14,1,1,0,1,31.545554602763843
16,19,9,1,1,1,1,36.30022600035287
23,27,10,0,0,1,0,21.17425922032883
27,14,11,1,1,0,0,25.43705722051708
22,29,9,0,0,0,0,24.472035054773087
36,13,10,1,0,1,1,25.02815036136149
29,19,6,0,1,0,1,30.272349853843416
31,18,8,0,0,1,0,22.378659104174243
42,15,9,0,1,1,0,18.319062081577226
22,21,9,1,1,1,1,31.531590366078035
32,24,12,1,0,1,1,22.523410085603395
29,20,10,1,0,1,0,22.8100997729525
21,17,8,0,1,1,1,34.865309614994146
31,22,8,1,1,1,0,21.12420638408105
29,22,8,1,1,1,0,23.26343919274981
19,23,12,1,1,1,1,30.74053050985753
32,12,11,0,1,1,1,29.588416075389837
41,22,8,1,1,1,1,20.512934019653898
27,15,9,0,1,1,0,23.346090503387963
26,16,11,1,0,1,0,25.977747650819552
24,20,13,1,0,1,1,27.58161616966373
18,15,9,1,0,1,0,32.54376468845588
28,16,8,0,1,1,1,31.6646241174685
26,22,14,1,1,0,1,26.27597601347591
23,22,14,1,0,1,0,22.774479499192456
41,20,10,0,1,0,0,16.498667969836323
18,23,13,1,1,1,1,28.935615689335474
17,18,13,1,1,0,0,25.058851812738865
34,25,6,1,0,0,0,18.39090533523489
30,18,7,1,1,0,1,30.295381841127178
29,16,9,1,1,0,0,25.42856025940332
18,15,10,1,1,1,1,35.39067690616929
40,23,10,1,0,0,0,14.766579736958896
20,13,8,1,1,1,0,30.42644274205041
18,9,8,1,1,1,1,42.68225297757572
27,13,5,1,1,0,0,27.834584042347856
34,19,14,1,1,0,1,22.78599579183281
29,29,6,1,1,1,1,26.362343499738085
31,23,11,0,1,0,0,17.979046898551836
28,17,10,1,1,1,0,25.23128862802797
36,22,12,0,1,0,1,20.779329647906987
27,25,12,0,1,1,1,24.729379919426343
31,13,8,1,1,1,1,30.427600139654253
11,21,7,0,1,1,0,35.624523229225886
43,28,11,0,1,1,0,10.63318319104074
41,23,4,1,0,1,0,16.856153082704704
29,20,16,1,0,0,1,23.05567247145905
34,24,13,1,1,0,1,20.50000759723627
31,13,7,1,1,1,0,24.71727628437649
37,21,11,1,1,1,0,15.810190594804332
29,21,17,1,1,0,1,21.414799769478385
31,17,10,1,1,0,0,21.55869084976897
23,14,12,1,1,1,1,31.01509644900694
42,23,11,1,1,0,0,11.794518182616573
28,12,9,1,1,1,0,27.337338498811985
39,26,10,0,1,1,0,13.789470384437555
35,11,12,1,1,0,1,26.684342206737472
25,33,12,1,0,1,1,21.80321577410913
30,13,14,1,1,1,0,20.211970912720705
26,21,14,0,0,0,0,20.81890335882669
25,16,13,1,0,1,1,28.652739225591667
27,20,14,1,0,1,0,21.637675260580448
24,4,10,1,1,0,0,33.57236472088776
23,12,12,1,0,0,0,27.358174481404536
28,16,11,1,1,0,0,23.12312702623113
32,14,11,1,1,0,0,21.34676009256028
24,24,10,1,0,1,1,28.617612767120796
27,21,4,1,1,0,0,29.0613210809439
46,28,9,0,0,1,0,7.936047510175798
38,18,11,1,0,1,0,16.201717378110505
28,19,9,0,1,1,0,23.417076174160066
32,20,7,1,1,0,0,21.80713478093681
42,28,2,1,1,1,0,15.034153301583098
19,16,10,1,1,0,1,35.76303603243177
33,18,12,0,1,1,0,17.790088418523414
39,21,9,0,1,1,0,17.48542758509003
29,21,4,1,0,0,1,30.184881751802177
29,26,12,0,1,1,1,23.28424957888477
34,34,8,1,1,1,0,12.808877788057094
34,16,15,0,1,1,0,17.348626824902198
31,14,11,0,1,1,0,23.696880534721743
23,17,13,1,1,0,0,25.69648648110905
31,21,11,0,0,1,1,26.09115918994761
13,18,14,1,1,1,1,34.359999073979765
37,13,8,1,1,1,0,21.10486384596948
33,19,7,1,1,1,1,28.611332234374807
32,18,11,0,1,1,0,19.55083320040433
38,13,2,1,0,0,0,24.04218117281512
36,15,8,1,1,0,1,26.85389622531937
30,12,15,1,0,0,1,27.829560121793392
36,19,9,1,0,0,1,22.72623628309381
33,28,8,1,0,1,0,15.721726715528655
30,23,11,1,0,1,0,18.979877672301917
42,23,9,1,0,1,0,12.35119076949074
19,20,14,0,1,1,1,30.264431306716386
36,24,4,0,0,1,0,19.63972677752377
45,17,14,1,0,0,0,10.652214679337112
33,21,12,1,1,1,0,18.006536355796232
22,18,12,1,1,1,1,31.15969572637851
14,18,9,1,1,1,1,39.81817766023636
21,24,4,0,0,0,0,27.838699314847567
36,9,7,1,0,1,0,24.34465579059583
32,25,9,1,0,1,1,24.805900742465635
26,24,11,0,1,1,1,27.236166426064518
33,16,8,1,1,1,1,26.80770973727515
37,20,13,1,1,0,0,17.28098426505651
20,19,11,1,1,1,1,31.977868159624432
48,21,9,0,0,1,0,9.812617889157504
39,21,15,1,1,1,1,19.043603623149405
27,17,13,1,1,1,1,27.57234338968969
17,19,8,1,1,1,1,35.78550157632572
36,17,17,1,1,0,1,20.199050349377867
22,4,8,1,0,1,0,34.708962586990715
22,29,4,0,1,0,0,25.25736261015032
32,14,14,1,1,1,1,26.33052035128161
26,21,16,0,1,0,1,25.692791714319625
19,16,8,0,1,1,1,36.30828504877799
21,15,7,1,1,0,0,29.547464578642412
26,14,7,1,1,0,1,34.39671358154518
23,13,12,1,0,1,1,34.533775756190174
29,27,10,1,0,0,0,20.111392909098623
21,24,6,1,0,1,1,35.670336852243864
34,23,9,0,1,1,0,17.55692853057295
44,20,14,1,1,1,1,15.473893953896726
28,23,12,1,1,1,1,27.096710522222235
42,22,5,1,1,0,0,16.999020744501795
33,24,10,0,0,1,0,18.77384045244784
29,12,4,1,1,1,1,33.51234112526882
17,17,9,1,1,0,0,32.778485939974715
31,16,10,0,0,0,0,22.32872942153087
40,19,9,0,0,1,1,22.686243024951835
23,5,11,1,1,0,1,35.6937120968304
29,14,5,1,1,0,0,28.311466269172644
19,25,9,1,0,1,0,27.32930248997685
31,17,8,0,1,1,1,29.92645634777858
18,14,13,1,0,1,0,30.611030503578
30,14,9,1,0,1,1,29.92199079646393
53,16,8,0,1,1,1,15.519266212887803
37,21,7,1,1,1,0,18.540292525398826
31,26,3,1,1,0,0,22.47893483686307
44,16,7,1,1,1,1,24.005738608251782
35,23,11,1,0,1,0,15.11483456214445
32,18,13,0,1,0,0,19.43622775225125
42,18,8,1,1,0,0,16.834254408560618
26,18,9,1,1,1,0,26.02737430614977
25,31,13,1,1,1,1,24.117570990367927
29,26,12,1,1,1,1,23.80975176640055
36,16,10,0,1,1,1,21.861576425405275
16,17,12,1,1,1,0,30.615943382304604
34,30,15,0,1,1,0,11.563327918429398
42,19,8,1,0,0,0,15.854577501617984
10,20,7,1,0,1,1,40.65855652946901
18,21,8,1,0,1,1,32.72255560543377
30,29,9,1,1,1,1,21.761272977598324
34,14,7,1,1,1,0,24.388929228592247
25,16,7,1,1,1,1,35.02560950389733
27,17,12,1,1,1,1,27.97278157049544
27,25,6,1,1,1,0,21.762040949786204
31,18,9,0,1,1,0,22.3334636474338
25,13,11,1,0,0,0,27.68072301580796
29,23,10,1,1,1,1,27.698853849504037
26,18,9,1,0,0,0,27.488453118026204
25,23,14,1,1,1,0,20.744682297024543
33,22,10,1,1,1,0,19.42007744427518
29,21,9,1,1,1,1,27.096295108723723
25,23,6,1,0,0,0,25.428215753434888
27,16,9,0,1,1,1,30.976459044670165
32,35,7,0,1,0,0,15.047168803041451
40,8,8,0,0,1,1,26.40872305809081
43,16,8,0,1,1,1,22.00764976033227
22,17,14,1,1,1,1,30.23946359777883
40,25,13,0,1,0,0,11.19531664719631
16,20,10,0,1,0,0,31.538908894638062
37,19,9,1,1,0,0,20.71159292769533
46,15,9,0,1,1,0,14.816317136419377
42,22,11,1,1,0,0,12.31537654452899
35,28,12,1,1,1,0,13.982677858322653
39,10,10,0,1,1,1,25.6013578428816
37,15,3,1,0,1,0,22.49985701851679
38,14,10,1,1,1,1,24.51870953106156
21,12,9,1,1,0,1,36.46200157228478
18,26,13,0,1,0,1,31.16209270821261
35,27,6,0,1,1,0,20.26580298007108
33,21,12,1,1,1,0,18.55789003184127
16,19,12,1,0,1,0,29.27360137499224
43,16,7,0,1,1,0,15.121777540408868
30,19,8,1,1,1,1,28.02285778348361
14,17,7,0,1,0,0,34.354157159683275
27,13,8,1,1,0,1,32.001244089605635
17,14,10,1,1,1,1,37.85618917873354
18,25,13,1,1,1,1,29.332992712704343
30,11,6,0,0,1,1,33.08154675406673
31,11,5,1,0,1,0,27.172337992561843
29,24,3,0,1,1,0,26.30110602101029
38,26,15,1,1,1,1,17.09020350068599
32,29,11,1,1,1,0,15.329624076879542
40,26,13,1,1,1,0,11.46193928510122
47,17,13,1,1,0,0,10.807935831238328
25,15,12,0,1,1,1,29.93678892687956
36,15,12,1,1,0,0,17.802398183462966
26,21,9,1,1,1,0,24.34855280190192
39,18,15,0,1,1,0,12.445258507325152
26,13,8,1,1,1,0,26.830671835645163
27,23,14,1,0,0,1,24.902177706919502
29,9,7,1,0,1,1,32.56868946503142
26,8,10,1,1,1,1,33.359462887223415
26,20,3,0,1,1,1,32.38894989866696
21,23,11,1,1,1,0,25.90751741780505
34,25,9,1,1,1,1,21.945575230389306
25,21,13,0,1,0,0,23.268750964509756
26,22,6,0,0,1,1,30.46952005771886
22,24,7,0,0,1,0,25.28918168252113
34,22,16,1,1,1,1,21.31315660775936
27,24,9,1,1,1,0,21.65529386175259
19,22,3,1,1,1,0,29.36646215924356
39,17,11,1,1,1,1,23.66388173742011
46,15,10,1,0,0,0,12.443672641793118
36,21,10,0,1,1,0,16.286981245861064
52,21,12,1,1,0,1,11.876156469424004
39,22,4,0,1,1,0,18.741448803935015
38,18,9,1,1,1,0,17.055720704379276
23,22,13,0,1,0,0,22.426465486182696
29,15,11,1,1,1,1,29.87049996232446
33,16,9,0,1,1,1,26.468365848921533
36,18,6,1,1,1,1,26.893527311276696
37,20,10,1,1,0,0,15.55077426067209
27,19,9,0,1,0,0,24.891609791371256
28,17,10,0,1,0,1,28.37100772783676
31,10,9,1,1,0,0,24.138465235604155
28,14,14,0,1,0,0,21.604808794435097
10,25,14,1,1,1,1,32.78662339109272
28,28,12,1,0,1,0,19.328942639253
27,18,10,1,1,0,0,25.65805766867104
18,23,8,0,1,1,1,33.75988069932271
22,12,8,1,0,0,1,38.17974415584919
36,17,5,1,1,0,0,21.44499242979264
38,24,11,0,1,1,0,14.996971890774264
37,27,10,1,1,1,1,20.966598179899325
33,26,7,0,0,1,1,25.231164219777035
35,21,6,0,1,1,1,25.05444641715673
19,23,16,1,1,1,1,28.496274303723634
28,22,9,0,1,0,1,27.659606392057157
32,18,6,1,0,1,1,29.51392520773006
28,18,7,0,0,1,1,30.226471212982823
38,22,17,1,0,1,1,16.861431144953638
26,11,13,1,1,1,0,26.05601883908058
27,15,7,1,0,1,1,32.9713622115498
29,11,11,1,1,0,0,25.915211116506946
23,6,8,1,1,1,1,37.181939313211984
28,26,9,1,0,0,0,22.660436278660057
37,18,5,1,1,1,1,26.15199030764357
43,18,14,1,1,1,1,16.992484745505273
11,23,10,0,1,1,1,36.50401880506891
36,19,16,1,1,1,1,20.332090373112106
30,17,11,1,0,1,0,22.47872836421553
20,30,6,0,1,0,0,26.154782483215342
23,17,14,0,1,1,1,29.48445876354258
28,21,7,0,1,1,0,24.3866459116852
32,31,7,1,0,1,1,22.062768091829305
26,22,9,1,1,1,0,23.870285916782496
35,26,7,1,1,1,0,18.53054539586425
32,32,3,1,0,1,0,18.65857366851646
20,25,7,0,1,1,0,27.0299874177246
19,15,5,1,1,1,1,38.90933484978426
34,26,8,0,1,1,0,18.413796355758112
10,29,11,0,1,1,0,29.000013509484425
38,20,11,1,1,1,0,15.135266613796054
23,24,8,1,1,1,0,25.014735566578352
22,15,8,0,1,1,1,35.51541152748042
31,14,15,1,1,1,0,20.42908261418278
22,25,5,1,0,1,0,29.997261542583587
31,32,9,0,1,1,0,17.345928183659776
27,10,9,0,1,0,0,29.20105237997928
36,21,7,1,1,1,1,24.41246835497958
29,23,13,1,0,0,0,20.39962773621972
48,21,13,1,1,0,0,9.378439331565373
22,26,6,1,1,0,0,25.594339575088256
19,12,9,0,1,1,1,37.59797347476383
33,17,11,0,1,1,1,26.26179450240574
39,10,6,1,0,1,1,27.230940834912243
32,26,11,1,0,1,1,22.290585206402035
38,19,7,0,1,0,0,18.744851368806675
34,32,8,0,1,1,0,15.781823613885964
22,19,8,0,1,0,1,33.72712871043729
14,16,13,0,1,0,1,36.110787273831896
35,9,8,0,1,1,1,29.961241503047805
23,4,7,1,1,0,1,38.966413027787446
29,23,5,0,0,1,0,24.18161106569467
