age,education_years,household_income,political_activity,civic_participation,gender,minority_status,campaign_exposure,voting_behavior
27,13,14,4,2,1,1,0,39.86478830667253
29,20,10,17,6,1,0,1,50.95829324168966
32,26,8,16,1,0,0,0,42.882480798586485
29,24,4,11,4,0,1,1,53.63768945867744
44,23,8,18,5,1,1,0,38.35513413755966
13,20,19,18,4,1,0,1,47.96984741911073
11,6,8,17,4,0,0,0,45.1371388394247
23,27,8,17,5,1,1,1,53.84660766809719
23,20,9,9,1,0,1,0,44.02378505718652
26,23,10,15,4,1,0,0,41.455534561493565
34,25,9,12,0,0,0,0,42.15942828967585
40,16,14,12,6,0,0,1,45.613175731776415
27,38,14,16,2,0,0,1,48.30542772444627
26,17,12,13,4,0,0,0,39.47806348241675
50,17,9,13,3,0,1,0,39.69326797921074
39,21,9,31,4,1,0,1,49.80518246353307
37,22,11,23,0,0,1,0,41.61033082315046
19,15,9,5,5,1,0,1,51.47299658009357
28,19,12,5,5,1,1,1,48.03207833157606
31,21,7,19,1,1,1,0,44.31862956368306
35,13,12,15,1,0,0,1,49.2092333593265
35,13,8,16,4,1,0,1,50.54542461811939
28,11,8,18,7,0,1,0,40.37314631202377
18,20,14,17,4,1,1,1,50.40688150489368
32,24,11,6,4,1,0,1,50.11382902981048
24,20,8,24,2,1,1,1,53.87036953743223
28,20,8,16,1,1,1,0,44.742197446929154
16,24,13,15,5,1,0,1,50.74258522184364
27,17,10,10,8,1,0,0,39.48951234894864
32,25,6,18,4,1,1,0,41.45253790396056
12,27,11,20,4,0,1,0,41.245719580959154
25,16,4,7,4,1,1,1,54.33627362610662
38,20,14,8,3,1,0,1,47.6791756740151
23,16,6,18,5,0,0,0,44.18299053239212
33,12,8,15,0,0,0,0,43.11411889673624
29,19,5,6,3,1,0,0,43.78334081840807
35,22,11,15,3,1,0,1,48.514749223568856
36,13,8,4,5,1,1,0,40.43507476976357
25,12,8,13,2,0,1,0,43.07399223059007
32,7,8,17,5,1,0,0,42.31895008654128
13,13,7,17,4,1,0,0,43.31062110357979
33,21,11,19,7,1,1,0,40.57628291042722
21,22,11,15,2,0,1,0,41.23068218855274
32,13,9,18,6,1,0,0,41.251253374468085
29,29,17,7,3,0,1,1,46.13348116143027
29,22,12,13,6,1,1,1,49.89868542093343
20,20,11,10,2,0,0,1,50.67650520217487
28,15,10,14,4,0,1,0,39.18151304454997
36,11,16,10,2,0,0,1,46.74079053343035
18,24,12,12,5,1,0,1,48.71009636783457
31,25,12,17,3,1,0,1,49.19475261130799
26,18,7,9,3,1,1,1,53.74374333325549
29,23,9,8,4,1,0,1,49.99028432502794
32,27,8,11,5,1,0,0,40.17711927539701
29,13,8,16,3,0,1,0,42.65299034318968
37,22,11,17,4,1,1,0,39.70490228064592
30,21,15,17,3,1,0,1,47.46212988200583
32,16,11,0,2,1,1,1,51.55523202081863
35,25,6,11,3,1,1,1,53.44127507432915
12,23,7,9,4,0,0,0,43.042298885481536
44,25,7,17,3,1,1,0,40.85026466417165
17,26,7,13,3,1,0,0,43.74439344066256
32,17,12,12,2,1,1,1,49.77723052479337
29,10,12,15,2,1,1,0,42.14792923759511
35,18,9,12,2,1,1,0,42.01519879417995
22,20,9,19,4,1,0,1,51.43159804306913
43,16,10,16,4,0,1,0,39.27656092716088
35,13,11,8,4,1,0,1,49.05262040438465
19,16,15,4,5,0,0,1,46.04483292578103
32,22,12,13,5,1,1,0,39.93804728390223
24,14,8,14,3,1,1,0,44.09217317482723
31,12,7,9,3,0,0,0,42.36817167782375
27,0,12,10,1,0,1,0,41.66034132515169
25,18,10,16,2,1,0,1,52.62880929433492
35,25,11,13,4,0,1,0,37.67247773207839
32,18,15,10,4,0,1,0,36.71997850928671
35,12,10,16,3,0,0,0,38.851259252944494
34,29,11,11,3,0,1,0,40.96122164505981
30,16,12,26,3,1,0,1,50.30232614475702
24,26,6,23,2,1,1,0,44.60189665851135
34,17,5,16,5,1,1,0,42.202030072501806
25,14,9,16,5,1,0,1,51.64256763389737
20,15,9,13,0,1,1,0,44.61383937752733
22,23,9,14,4,1,1,1,51.44060243426139
34,15,9,14,4,0,1,0,40.38139633991479
38,20,9,20,2,0,1,0,41.55672873894511
23,19,5,13,2,1,1,1,54.765250424656536
46,13,10,23,5,0,1,0,39.48553198572968
10,16,5,21,5,0,1,0,44.65602932156216
27,22,13,20,3,1,1,0,41.050570969066
32,11,10,15,4,1,0,0,40.67907526619472
18,29,8,12,4,1,1,1,52.22134355249671
40,17,6,13,4,1,1,0,45.3074892158098
33,22,5,20,6,1,1,1,52.1447536009087
33,5,13,10,2,0,1,0,41.50618657225965
36,11,10,8,5,1,0,1,49.11452523306826
51,14,11,11,5,0,1,1,45.81380690211096
35,15,12,12,3,0,0,1,49.51444762589252
24,5,10,22,4,1,1,1,54.553574632362434
24,26,6,11,5,0,1,0,42.30225954357649
40,13,8,14,5,1,0,1,49.54873322825461
35,20,2,17,1,1,1,0,45.34354232532241
28,13,10,22,7,1,1,0,41.08993412203937
21,17,8,8,2,0,1,0,44.54571263800637
17,14,7,11,3,1,1,0,45.93145427494896
31,9,10,9,2,0,0,0,41.11835516147006
31,21,12,14,7,1,1,1,48.83434980200737
33,10,11,11,4,1,1,1,50.89257609945059
22,32,11,18,3,1,0,1,50.04804806435583
27,13,11,13,6,1,0,1,48.2642890205982
34,27,12,18,4,1,1,1,48.725286812939785
40,21,13,14,2,0,0,0,40.63541931016041
29,21,13,10,2,1,1,1,49.72379392304681
24,25,12,19,6,1,1,1,50.04053453923641
26,15,8,23,4,0,0,1,52.810850786840696
36,29,9,12,3,1,0,1,49.6472247456046
31,24,13,19,4,0,1,1,50.72529505707229
7,23,7,9,4,0,0,0,43.9221419230169
34,13,13,23,4,1,1,0,36.98798193599331
36,4,10,3,2,0,1,0,41.081851355813896
20,17,9,12,4,0,0,0,43.27402248229368
34,23,10,15,3,1,0,1,50.11099565402497
30,20,7,15,4,0,1,0,44.20751058097349
31,21,7,18,4,1,0,0,41.04416896129928
43,20,7,17,1,0,1,0,41.41272933663118
36,14,9,7,1,0,1,1,51.47539818178441
18,20,11,17,4,0,0,0,40.1162661104156
42,24,15,14,0,0,1,1,47.88650877675001
25,23,11,11,3,0,0,0,38.80556062269854
51,21,8,13,5,1,1,1,50.34215583036856
33,11,11,18,2,1,1,0,42.48269232000294
41,10,8,12,5,1,0,0,39.88809093652728
31,19,8,15,2,0,1,0,43.51172073284333
22,18,9,13,6,0,1,0,40.25687549670807
39,22,11,15,4,1,1,0,38.203966195003936
31,18,7,15,4,1,0,1,52.16722259986735
30,15,8,13,4,1,0,0,42.28981673231505
47,13,15,19,3,1,1,0,37.93296390065718
29,11,12,15,7,0,0,0,36.93591987411333
34,10,10,18,4,0,0,0,42.08450989870416
31,21,9,8,2,1,0,0,40.23482303917848
30,15,10,18,4,0,0,0,40.99516160492232
23,11,6,10,3,1,0,0,44.93469551137183
31,27,3,13,4,1,0,1,53.36151413981611
33,9,6,7,3,0,0,0,42.34173314615714
24,20,4,9,4,0,1,0,44.62613752304597
29,25,8,0,2,1,1,1,51.3281623564952
26,26,6,23,1,1,0,0,43.52238083292664
46,8,7,9,5,1,1,1,49.71199727535051
25,13,1,18,1,1,0,0,48.87596997678551
19,24,9,16,1,1,1,0,45.39670417958632
20,26,7,5,2,1,1,1,53.72789742558473
34,13,14,17,0,1,1,0,40.8007495778724
25,34,12,14,3,0,0,1,47.5060364575029
29,18,6,18,3,1,0,1,53.50017638801947
25,19,8,15,4,0,0,0,42.64131906568668
46,25,12,19,4,0,0,0,37.14609434586989
31,31,10,15,2,0,1,0,42.43259052597242
31,18,7,24,4,1,1,0,43.76584787006661
26,25,11,6,5,1,1,1,49.617617409886925
24,23,10,10,5,0,1,1,49.626355367634986
25,21,12,15,4,1,1,1,51.55083282661032
26,19,9,19,1,0,1,0,44.84221102016727
34,21,9,9,3,0,0,0,40.26686267351322
21,17,14,18,2,0,1,1,50.3620238886176
17,18,8,14,2,0,0,1,50.73894663110112
28,21,8,16,4,0,0,1,50.26711404448971
34,9,8,17,6,0,1,0,41.2996978797554
22,22,6,15,4,0,0,0,41.944140720223245
38,11,10,11,3,0,0,1,49.515106689110645
30,22,8,26,4,1,1,0,42.39863547015485
30,30,13,12,4,0,1,0,39.58681348648859
43,20,7,18,5,1,1,1,51.13585053496211
25,21,7,19,6,0,0,0,41.17793455630391
21,15,6,14,4,0,0,0,42.83633493978427
23,24,10,21,3,1,1,1,50.231249948553405
31,21,13,0,2,1,0,1,48.19378874052029
38,28,8,18,5,1,0,1,48.84951033186582
27,18,12,15,2,0,1,0,41.80820607602139
19,27,16,8,0,1,1,1,50.92752458189328
29,25,12,9,3,1,0,0,37.87818146067432
42,16,13,18,2,0,0,1,47.18352793893614
47,22,9,15,4,0,0,1,47.072629650399314
53,14,11,15,6,1,1,1,47.1641497478469
34,25,8,19,4,0,1,0,41.52562427538673
28,25,13,12,3,1,0,1,49.89469950671475
29,27,10,17,4,1,0,1,51.447676741183
18,25,11,10,3,1,1,0,41.58634386291574
37,26,10,17,4,1,1,1,50.61739922637453
34,17,8,9,6,1,0,0,40.12940647931135
35,23,7,17,3,1,1,0,41.49717887881777
32,16,9,10,5,0,1,0,40.1589504431505
22,17,15,13,1,1,1,0,40.67521218849005
31,20,9,9,2,0,0,1,52.3754363704306
36,25,11,11,3,0,1,1,51.2660844982801
39,21,16,10,6,1,1,1,46.055804319094776
26,21,5,13,7,0,1,0,42.387608222209344
22,29,10,10,4,1,1,1,51.27346208999469
35,18,15,18,2,1,1,1,49.69239245903003
23,30,10,25,3,1,0,0,42.37004281664608
39,14,4,22,5,1,1,0,43.58823945222845
35,19,7,17,4,0,0,1,50.10149097330461
29,25,12,17,5,1,1,1,49.29371356849726
23,15,6,14,1,1,0,1,55.29515428205209
16,25,11,21,5,1,1,1,53.96424228456087
28,12,10,14,2,1,1,0,41.356514363229046
37,28,10,17,2,1,1,1,51.3391483607263
16,22,15,9,3,0,0,1,49.19932281021369
45,13,10,11,7,1,1,1,48.07667754026001
23,19,11,12,4,0,1,1,51.14582755741794
33,20,6,11,6,0,0,1,49.313264162814825
42,12,6,14,4,1,0,0,40.87821158254743
37,22,12,13,8,0,1,1,47.29550889751561
22,18,13,16,5,1,1,1,50.49314677730982
30,21,10,20,5,1,0,1,50.10514639562759
16,6,10,6,4,1,1,1,51.87996231670024
37,24,13,12,4,0,1,1,46.57597816321682
27,10,11,20,5,1,0,1,52.3565138796182
38,18,9,14,6,0,1,0,39.77029920860447
38,31,8,14,5,1,0,1,48.64807916445143
43,16,15,12,1,0,0,0,38.20531604385325
17,11,15,10,5,0,0,0,38.56759123598974
25,18,9,17,2,1,1,0,45.65409554448728
20,15,14,18,3,1,0,0,40.27046648392621
38,24,7,18,6,1,0,1,48.97208553681617
33,22,11,25,5,0,1,1,49.15331903275206
25,10,5,16,6,1,1,0,43.321853144594265
22,18,9,10,4,0,1,1,51.338352802130125
33,19,9,10,5,1,1,1,51.2879557503862
40,21,14,28,5,1,1,0,38.49342356084774
45,18,19,15,9,1,0,1,42.47577295629115
25,16,12,23,0,1,1,0,42.24837110870996
19,20,11,4,0,1,0,1,52.220726039346445
38,18,14,11,7,1,0,0,36.51256837837197
30,13,16,23,4,0,1,0,37.88444729407784
27,26,11,14,3,1,0,1,50.68960811077806
42,21,11,13,5,0,1,1,49.18004556980628
22,19,10,15,3,1,1,0,43.95528032924294
28,17,10,10,6,1,1,1,50.57813278590412
30,28,12,13,2,1,0,0,39.01297683148314
29,15,7,8,2,0,1,1,51.15131300955372
23,25,9,14,1,1,1,0,43.84694953917189
33,21,8,8,2,0,0,0,40.12608209708902
23,15,5,6,3,0,1,0,44.11354676348289
21,17,12,16,4,1,0,0,41.688597973811
28,22,9,22,3,1,1,0,43.36400676068457
31,17,11,6,6,1,1,1,50.45019549952433
30,11,6,17,4,1,1,0,43.755728653692735
38,12,18,23,4,0,1,0,37.7357542969844
26,23,10,8,5,0,0,1,49.61575892622483
26,23,10,9,4,0,1,1,50.82395486958468
26,8,4,14,3,1,0,0,45.48912766434738
15,28,12,19,2,1,0,0,42.92054075638643
39,34,12,19,5,1,0,0,38.504431746439245
30,15,10,18,4,0,1,1,50.47745131789053
37,24,18,13,2,1,0,1,45.36461970918032
24,20,1,13,1,1,1,0,49.1385391466384
31,13,4,7,2,0,1,0,44.70617116100365
36,26,17,14,4,1,1,1,46.59667611712918
40,25,5,16,4,0,0,0,40.77939734810142
30,26,8,25,3,0,1,0,39.68455093777566
15,22,10,16,7,1,0,1,51.55042236404897
35,21,11,14,7,0,1,0,36.29824287481815
15,20,13,18,4,0,1,0,39.800817571148194
33,17,7,21,3,0,1,1,52.631574972557104
38,17,9,12,0,1,1,0,41.91750218362824
36,17,6,6,2,0,1,0,41.31402211511914
33,22,7,17,5,1,1,1,51.50358238545398
36,18,10,15,1,0,1,0,41.09457803852847
32,11,3,6,5,1,1,1,53.547755439106666
32,9,11,11,2,0,1,1,52.37989164219433
30,23,7,16,5,1,1,0,44.61679068757214
24,18,6,10,2,0,0,0,43.14190322649698
26,23,10,24,5,1,0,1,52.526224856336526
25,19,6,1,2,1,1,1,51.41843628189359
31,16,11,20,4,0,0,0,40.34649882270581
25,15,8,7,4,0,0,0,41.587853485064656
46,19,10,5,2,1,1,1,49.56621317497012
30,18,9,12,2,1,0,1,53.61710988143564
38,27,12,13,6,1,1,1,46.74610491224915
19,13,11,15,5,1,1,0,42.28449636492165
35,26,10,19,9,1,0,1,46.68313358334796
20,32,7,12,0,1,1,0,44.578593628153904
28,25,7,15,2,1,1,1,55.04336339189617
40,13,8,11,5,1,1,1,50.22898835135776
22,26,13,14,4,1,0,1,49.1135581545294
33,11,10,16,4,1,0,0,39.35278500889439
35,25,17,16,3,0,0,1,46.12194748799426
11,12,9,5,3,1,1,1,53.25646465078496
20,21,6,19,4,1,1,0,43.456827573054106
29,18,9,14,3,0,1,0,40.99754356091301
26,18,8,11,5,1,1,1,53.84550376359366
48,16,8,23,6,0,0,1,49.73358926047679
24,20,9,12,3,1,1,1,51.487677529276105
13,18,13,11,5,0,0,0,39.53982396121188
17,19,9,4,4,0,0,1,50.82595472246273
31,18,14,6,1,0,0,0,40.817397841191394
31,24,6,13,5,0,0,0,39.63643651375834
36,10,9,10,3,1,0,0,39.10616666299983
38,18,2,10,4,0,1,0,43.75031920548035
23,22,10,12,4,0,0,1,48.77894652443095
43,27,9,17,3,1,1,0,39.25901220971589
28,26,8,13,3,1,0,0,41.96964953390341
26,14,9,17,1,0,1,0,44.60510365936861
20,24,5,10,2,1,0,1,52.971879298482186
32,11,14,16,3,0,0,0,37.881821578382784
29,19,9,25,5,1,0,0,41.7347022556764
26,8,4,7,7,0,1,0,43.78292944508497
35,20,9,13,1,1,1,1,52.4944246622392
22,16,12,16,4,0,1,1,51.18732929285349
58,10,9,28,4,1,0,0,39.28999145552245
29,17,9,11,1,1,1,1,53.01823397781271
28,38,10,10,4,1,1,1,50.68479723806617
31,30,10,14,6,1,1,0,39.9466380504936
23,10,7,16,5,1,1,0,43.8458129703801
34,22,8,18,6,1,0,0,41.55130964592847
35,36,9,21,6,0,1,0,38.58311512408704
19,18,11,6,7,0,1,1,49.06888103895332
29,19,12,10,3,1,0,0,39.20488065238382
32,15,9,19,5,1,0,0,41.82245444283188
27,17,7,11,3,0,0,1,53.15688940824016
40,9,12,15,5,1,0,1,48.21253594147216
23,15,11,27,6,1,1,1,52.8185410115176
33,13,9,10,0,1,1,1,55.4503841323139
34,23,12,8,4,1,0,1,49.02880335991149
21,8,9,13,7,1,1,1,52.910685173119
22,17,7,13,5,1,1,0,44.28603646202374
27,17,6,12,3,0,0,1,53.06964255102877
27,21,13,8,2,1,1,1,51.142043500310365
28,18,7,17,2,0,0,0,42.67711783720927
35,24,8,13,5,0,0,1,48.69468542196864
28,21,10,7,4,0,1,1,49.958151053527686
22,12,9,13,1,1,0,0,45.993615570290814
37,26,10,14,4,1,0,0,38.712763770836986
31,22,10,14,6,0,1,1,49.97173693503691
37,16,9,17,7,0,1,1,48.246015062190445
35,10,13,14,6,1,0,1,46.54816920467023
25,11,9,23,3,1,1,0,42.82814146714346
31,25,5,17,3,0,0,0,42.68003055072052
28,19,4,16,6,1,1,1,51.52828268453822
15,26,8,15,5,1,1,0,42.17854328337591
38,18,10,12,4,1,1,1,50.115723479684
17,14,8,19,4,1,0,0,43.553405424405454
40,28,11,6,2,1,1,0,41.05316708175961
35,15,5,11,6,1,0,1,51.2943989958011
34,29,12,11,2,0,1,1,46.80716356554334
37,21,8,15,2,1,0,1,50.44348631412672
34,16,11,5,7,0,1,1,46.127439049073125
36,16,10,19,0,1,1,0,44.33030403437824
42,19,5,10,1,1,1,0,42.20653973217585
38,6,11,24,5,1,1,1,50.66632622059358
19,23,13,18,5,0,1,1,52.28061141494263
29,19,10,19,4,0,0,1,49.83369092262029
37,12,14,17,4,0,0,1,46.90928340489033
24,23,4,16,2,1,0,0,45.798151793129016
31,28,10,11,3,1,0,1,48.56517842298872
39,11,10,13,4,1,1,0,39.362569153383625
40,20,6,17,6,1,1,1,51.00300828535895
35,16,7,11,2,0,0,0,42.302200285316346
38,20,10,10,7,1,1,0,37.48253860770477
23,15,12,12,5,1,0,1,50.37164310175695
23,28,11,15,3,1,0,1,50.70261266225183
32,30,7,13,4,0,1,1,51.97444265510695
24,18,13,16,1,0,1,0,42.67184402586964
34,14,10,6,3,1,0,1,49.16866253663203
41,25,6,14,4,0,1,0,41.037441375086
33,15,11,16,4,1,0,1,49.21510555621793
35,16,10,8,2,0,0,1,49.24025012819487
26,15,8,11,6,1,1,0,41.721354217148935
12,5,11,21,4,1,1,0,44.083643176370494
42,22,12,20,6,0,0,1,45.85432549082224
38,26,9,16,6,1,1,1,47.75963709900139
28,18,13,8,2,1,1,1,49.3381572461695
24,20,13,9,4,0,0,1,48.34818786590071
25,17,13,8,5,1,0,0,36.8824302219648
23,19,10,11,3,1,1,1,50.630939403270105
32,17,8,14,5,1,0,0,40.46035972999146
32,22,10,9,5,1,0,1,50.029350245106
27,20,9,20,3,0,1,0,41.751723959529286
21,15,15,7,4,0,0,0,38.83147254610618
24,17,12,11,3,1,0,1,49.20672523703867
32,17,13,19,1,1,0,1,50.38470009103177
29,22,10,12,4,0,0,1,49.04365685419313
30,21,6,15,2,1,1,0,42.68859474868911
28,38,5,7,6,1,1,0,40.70822637722161
53,11,11,16,1,0,1,0,39.29516798242642
19,24,13,7,2,0,0,1,49.14653177352474
10,18,8,9,8,1,0,0,40.50033345674012
37,18,15,24,3,1,1,1,51.09803538978734
45,16,15,17,4,0,1,0,35.49214335466603
34,11,9,21,3,1,1,0,42.66217423108031
29,16,13,15,4,0,1,1,50.45056333764395
41,21,10,22,6,1,1,0,38.55840626616197
53,24,19,11,5,1,0,1,43.25264522132523
45,22,11,16,1,0,1,1,49.686131201016
36,19,15,12,3,1,0,1,46.99014084278566
33,20,9,15,4,1,0,1,51.48480934517164
31,31,9,25,4,0,1,0,38.02662955216684
26,26,9,18,6,0,0,1,49.608903743952766
21,19,9,20,3,1,1,0,42.02195897610773
24,15,10,17,3,1,1,1,51.61806071013655
29,18,12,15,6,1,1,0,39.546092342771566
29,20,10,13,7,1,1,1,49.19748133751961
31,21,13,19,3,0,0,1,49.38068359113686
34,28,16,12,4,1,1,1,46.543994489289766
15,19,11,13,1,0,0,0,41.96028493208015
29,26,12,17,2,1,1,1,49.47320731061051
32,18,9,14,0,0,1,0,44.92654710185298
18,18,13,8,4,1,1,0,39.510463235473
27,16,12,11,1,0,1,0,41.58250261537765
34,24,6,19,4,1,1,0,43.54314259641271
37,24,10,17,1,1,1,1,52.15861939788501
33,24,7,18,3,0,1,0,43.583583289981085
27,16,10,16,4,0,0,0,39.87855961216619
28,26,9,19,5,0,0,0,40.60910978331986
34,12,9,18,3,1,0,0,40.57010700354921
36,24,15,13,1,0,1,0,39.63659819425597
32,17,7,14,6,0,1,0,40.02836842596778
22,5,6,16,1,0,1,0,45.2934026205895
13,17,9,22,2,1,0,0,42.88661239518496
28,27,10,13,4,1,1,1,48.94352276444872
