age_of_participant,years_of_experience,gender,rural_residence,previous_beneficiary,microcredit_participation,monthly_income
25,13,0,0,0,1,34.444786577203594
35,23,0,0,1,0,21.395964955000853
27,23,1,1,0,0,28.604641612601416
43,23,0,0,1,0,14.00262300858991
26,21,0,0,0,1,32.54398625046117
32,27,0,1,1,0,22.79311303739877
30,29,0,0,0,1,29.2449214717162
36,14,0,0,1,0,23.61394171323989
37,20,0,0,0,1,23.582973292528752
21,24,0,0,1,1,36.93159400284157
31,22,0,0,1,1,27.05509667678421
32,29,1,0,0,1,27.46152117382054
30,32,0,1,0,0,23.59822877368913
32,18,1,0,0,1,29.35133769816449
38,16,0,0,0,1,24.05439283441757
15,21,0,0,1,1,38.83625011431276
36,19,0,0,0,1,25.665140915999096
34,14,0,1,0,1,28.61477648085412
26,22,1,0,1,0,28.737595346531123
34,15,0,1,0,0,24.799913320874424
25,23,1,0,0,0,28.370352725309804
33,21,0,0,1,1,26.87826228171129
23,17,0,1,0,0,33.205249501608854
25,20,0,0,1,0,30.022719211750275
34,14,0,0,0,1,27.03997339100944
21,24,1,0,0,0,31.519863095463005
29,19,0,0,0,0,28.008000030816905
34,20,1,0,1,0,23.520896536425205
34,17,1,1,1,0,24.41136861647165
34,21,0,0,0,0,22.52674332189907
27,29,0,0,1,0,26.96945737243018
39,32,0,0,1,0,16.439397228169934
23,25,0,1,1,0,30.74373268954032
33,18,1,1,1,0,24.07955736442664
46,21,0,0,0,1,15.903601472362295
16,18,0,1,0,1,41.55411378443334
19,12,1,1,1,0,36.62135540777758
29,14,1,1,0,0,29.735907881121204
32,15,1,0,1,0,25.848865668335737
24,16,0,0,1,1,34.638370084381094
27,27,0,1,0,0,27.845375428973696
43,20,1,0,1,1,19.8027786882547
28,17,1,1,0,0,29.56086190916905
44,22,0,1,0,0,14.339827082052969
31,14,0,1,0,0,24.95857871064625
35,10,0,1,0,1,27.705534954183268
38,20,0,1,0,0,21.08447818023396
40,23,0,0,0,1,19.35566396281095
37,8,0,0,1,0,21.924913385316717
30,18,0,0,0,1,28.81968042470207
39,22,1,1,0,0,19.69050825043364
29,20,0,0,0,0,26.72352367683749
31,2,1,1,1,1,33.44463773230282
42,34,1,0,1,0,14.92768435307888
38,8,0,1,1,0,20.82326636701196
27,19,0,1,0,1,33.945348732440735
25,16,1,0,1,0,31.475484400814317
37,20,1,0,0,1,25.00656286749861
32,26,0,1,0,1,28.3432538476049
30,22,1,1,1,0,25.30166238068225
18,14,1,1,0,0,34.76522914327251
34,22,1,0,0,1,26.36981552341391
37,6,0,0,0,1,25.45589449818455
20,10,1,0,0,1,38.72462828641611
43,15,0,0,1,1,20.31217461929956
24,23,0,0,0,1,34.52512174728942
28,14,0,0,0,1,31.024236220913767
19,22,1,1,1,0,33.842198132724135
16,19,1,0,0,0,37.55005813729731
32,25,0,0,0,0,25.265425667046408
26,9,0,0,0,1,35.363455235952216
39,27,0,0,0,0,17.006782041967544
28,20,0,1,0,1,30.487489921681963
37,21,0,1,0,1,25.258286177826584
29,12,0,1,0,1,30.876531763407623
30,24,0,1,0,0,25.060921420062797
22,18,0,0,0,1,36.454084588568094
21,25,0,0,1,0,31.43986173723804
41,24,0,0,0,1,22.627731830955906
35,16,0,0,1,1,25.88610590507249
26,24,0,0,0,0,28.45292108190301
19,17,1,0,0,1,39.591425250124544
37,18,1,0,0,0,21.049465678078672
31,33,0,0,1,0,24.68911379506819
28,24,1,0,1,0,26.42646559774523
30,14,0,1,1,1,29.045371076021304
25,15,1,0,1,0,30.875666270204626
41,12,0,0,1,1,22.66704828280806
22,19,0,0,1,1,34.293878683649254
18,25,0,1,0,0,36.7279354579946
28,22,0,0,0,1,30.8553601496237
29,16,0,0,0,1,31.526325855815884
28,21,1,1,0,0,28.73927991762065
37,9,1,0,0,1,25.93697589236169
35,18,0,0,0,1,23.80704003427484
40,28,0,0,0,0,16.325180420633817
30,19,0,1,0,1,29.68873859366777
26,16,0,0,0,0,31.372627968265085
20,16,0,0,0,1,39.09237503035855
21,14,0,0,0,1,38.73846223474576
19,19,0,0,0,1,37.61912050185843
24,23,0,0,1,1,32.66368398832373
36,23,0,0,0,1,23.71370822064218
36,15,1,0,1,1,26.790359664973973
6,27,1,0,0,0,43.875420848735175
25,24,0,0,0,1,34.159094406246155
28,33,0,1,0,0,26.51223281553968
22,20,0,0,0,1,34.504740734114016
45,24,1,0,0,0,14.074930099863115
37,28,0,0,0,0,20.48445961617091
15,17,1,0,0,0,37.15838238103127
24,19,0,0,0,1,35.52676160666017
32,31,0,0,0,1,24.699058075437986
22,15,0,0,0,1,36.7084829844924
33,12,0,0,0,0,24.0105583702969
30,6,1,1,0,0,27.603508054497468
26,24,0,0,0,0,29.249330197306463
38,17,0,0,0,1,26.16570839002104
34,18,0,0,0,1,27.16760091337282
34,25,0,0,0,1,26.18737262784737
33,22,0,1,0,0,24.44879423033294
20,18,0,0,1,0,33.720509436173465
28,17,0,0,1,1,31.172026464839984
25,13,0,0,0,1,34.75563609703435
32,9,0,1,0,0,26.64548018600537
20,25,0,1,1,0,33.387465169185425
32,24,0,1,0,0,22.252154476357287
24,21,1,1,1,0,31.80999564029181
25,15,0,0,0,1,34.14941254883176
23,17,1,1,0,0,32.33121242764652
17,24,0,0,0,1,38.08509443842632
25,17,0,0,1,1,34.75562280163738
45,14,1,0,0,1,19.75951200883568
22,19,0,1,0,0,32.08272251171777
20,23,0,0,1,1,36.53117218125886
39,23,0,0,0,1,22.339863054844823
15,10,0,0,0,1,42.53670957398222
33,26,0,0,0,1,27.82148777298578
30,24,1,0,0,0,26.52283118533349
29,19,0,0,0,1,31.439529517899
29,13,0,0,1,0,26.65927529918033
32,23,0,0,0,0,23.10107591804891
40,24,0,0,0,0,18.40659649072157
27,14,1,0,0,1,33.78167383094679
35,29,0,0,1,0,22.585637581796952
34,24,1,1,0,0,24.54694804327799
41,14,1,0,0,1,22.291689890514967
30,10,0,0,0,1,31.07863110065919
16,18,0,0,0,1,40.975320252489496
8,15,1,0,0,1,47.669820254270256
23,12,0,0,0,1,34.2473794064367
27,13,0,0,0,1,32.632237457254305
9,18,0,1,0,1,46.231663002429386
28,14,0,0,0,1,31.991076708043057
38,19,0,0,1,1,25.399494168528097
40,28,1,1,1,0,18.392887868789657
22,15,0,0,1,1,34.977119114737626
40,22,1,0,1,0,18.81396129378817
16,21,0,1,0,0,37.74698825636633
39,20,0,1,0,0,20.92826841960101
10,20,0,0,1,0,40.26394855748581
29,6,0,0,1,1,32.47279517366251
21,22,0,0,0,1,36.56988929293548
22,19,0,1,0,1,35.60979950923196
39,11,0,1,1,1,23.045019860047677
32,24,0,1,1,1,28.40684635660327
30,10,1,1,0,1,32.81553147096154
22,18,1,1,0,0,32.05888381175663
27,13,1,1,0,0,30.915869498286035
31,27,0,0,0,0,23.88109685631289
39,25,0,0,0,1,21.18893750684146
33,11,0,0,1,1,28.50599307589595
33,6,1,1,1,0,27.84334410179474
29,22,0,0,0,1,31.150868300306307
25,21,0,0,0,0,29.0327221669196
17,13,1,0,0,0,37.3345029650185
36,21,1,0,1,0,20.074101755183182
28,29,0,0,0,1,30.130157501840827
33,14,0,1,0,1,29.528036434289994
22,33,0,0,1,0,27.369716369462072
21,25,0,0,0,1,35.25401243859075
39,31,0,1,0,0,17.96064134233671
28,6,1,1,0,1,33.83713995521168
24,13,0,1,0,0,32.55584117089768
23,10,0,1,0,1,36.42680098921775
27,20,1,0,1,0,28.605358080839476
27,19,0,0,0,0,27.770477385559616
31,25,0,0,1,1,28.433238552881445
32,32,0,0,0,1,26.03973959176196
29,10,1,1,1,0,29.120276743124613
35,32,0,0,0,0,19.86459792539843
26,20,1,0,0,0,27.434779599009264
26,16,0,0,1,1,33.69682500237676
20,19,0,0,1,0,33.71626658893517
30,13,0,1,0,0,26.347869901650643
36,25,1,1,0,0,22.63363067344437
14,15,0,0,0,1,41.60170950977357
27,22,1,1,0,0,30.279593049830545
42,14,0,1,0,1,20.08570541940947
41,12,0,0,1,1,22.701829122556997
32,17,1,0,0,0,25.864736241571613
36,10,0,1,0,1,27.209887467440275
40,32,0,0,0,1,20.550170544147104
29,20,0,0,0,1,31.66927328184165
31,24,0,0,0,0,24.485299390431976
25,38,1,0,0,0,27.53250049664725
30,14,0,1,0,0,26.126946967443608
28,14,0,0,0,1,31.05557517818008
21,16,0,0,1,0,32.78184329650167
31,13,0,0,0,1,29.434205289418166
38,17,0,0,0,0,20.590734304693587
28,15,0,0,1,1,30.97503447978193
42,20,1,1,0,0,16.728042306529478
16,18,1,1,0,0,37.964021658666205
24,18,0,1,0,1,35.6015398167729
23,17,0,1,1,0,30.539546766490677
37,27,0,0,0,1,22.826158630596787
31,14,0,1,1,0,25.5444351139965
16,21,0,0,0,0,37.31882292208415
39,17,0,0,1,0,20.465797201123152
38,21,1,1,1,0,20.61975384420846
35,11,0,1,0,1,25.863813007440083
38,18,0,1,1,0,19.83470204947216
32,16,0,0,0,1,28.57315631490985
29,17,1,1,1,0,25.703623538133844
33,16,0,0,0,1,28.55418453428468
34,14,0,0,1,1,27.146172047041286
33,6,0,0,1,1,29.32574052642928
39,28,0,0,0,0,18.580951066321976
34,8,0,0,0,1,30.130013707068382
20,20,0,0,0,1,37.65129079829445
27,9,0,0,1,1,32.734548615837774
45,21,0,0,0,1,16.162060739804755
19,18,0,0,1,1,38.08556197219781
16,15,0,0,0,1,41.137951225261645
22,18,1,0,1,1,36.87053223901632
38,15,0,1,0,1,23.30554532546689
23,19,1,1,0,0,32.35374286930395
36,26,0,1,1,0,19.13556425885529
30,16,0,0,0,1,29.58883915484509
32,17,0,1,0,0,24.570819577002663
26,25,0,0,1,0,28.54126378735077
46,23,0,0,0,1,17.058313523514066
23,23,0,1,1,0,30.561907224522244
21,11,1,0,1,1,39.955245135860345
34,19,0,0,0,0,23.474286119062292
27,18,1,0,0,1,33.601529015036654
27,14,1,0,0,1,30.830171900726302
27,32,0,0,0,0,26.466565765467244
22,24,1,0,0,0,32.43010437817637
42,18,1,0,0,1,20.66884085074461
17,8,0,0,0,1,40.4767511437671
29,26,1,0,0,0,24.811547483413197
28,20,0,0,1,0,28.336954830550003
35,22,0,1,0,1,27.34899998691017
34,4,1,0,1,0,26.442917754129944
40,28,0,0,0,1,21.27289577747456
24,19,0,0,1,1,31.416520204097687
32,24,0,0,1,1,28.513471262948272
28,19,0,1,1,0,26.78915309867489
31,21,1,0,0,1,27.75114639104275
25,19,0,0,0,1,34.57650147245888
18,14,1,1,1,0,34.96890128770651
14,17,0,1,0,0,38.47048835471207
26,21,0,0,1,0,30.759270104884173
32,17,0,0,0,1,29.26880335262231
31,16,0,0,0,1,29.133440111364383
23,29,0,1,1,0,30.892299702718617
38,15,0,0,0,1,23.34960951637032
25,31,1,0,0,0,29.09068056932349
27,17,1,0,1,0,28.945784990566395
9,12,1,0,0,1,47.32237548622361
29,15,1,0,0,0,28.85893648922528
16,13,0,0,1,1,40.05075619827824
31,10,0,1,0,1,31.15087452467594
34,20,1,0,0,0,23.07092638196626
27,18,1,0,0,0,29.207802697100515
26,24,0,0,0,0,28.49032774814788
15,14,0,1,0,0,37.96576869466782
30,24,0,0,1,0,23.863339575951613
34,20,1,1,0,0,22.957224014078136
32,15,1,0,1,0,25.120213455484546
25,10,1,0,0,1,36.80401781656213
25,20,0,1,0,0,29.2195791953422
25,24,0,1,0,0,28.212746155894063
31,22,0,0,0,0,25.19825820665056
22,21,0,0,1,0,31.77363309763955
40,17,0,0,0,1,21.758552573164256
17,21,0,0,1,1,39.42035574175605
27,18,1,0,0,0,29.81332835105287
26,13,0,0,0,1,33.006048168205446
37,19,1,0,0,0,21.96569436796294
41,19,0,0,1,1,20.219344529409824
39,24,0,1,0,0,17.91055231797229
31,23,0,0,1,0,25.54500601243832
37,36,0,0,1,1,21.78270960110494
31,16,0,1,0,0,26.859463836895205
40,12,1,0,0,0,19.19624816493002
38,16,1,0,0,1,24.49582690210418
26,16,0,0,0,1,32.386321542114274
16,17,0,1,0,1,41.272945781177874
30,29,0,1,1,0,23.659591031992104
26,24,1,0,0,0,29.459682796244216
34,29,1,0,1,0,23.10009517330833
26,22,0,1,0,0,29.68050434529962
