county_code,year,legal_aid_availability,conviction_rate,median_income,crime_rate,urban_location,public_defender_availability
64,1,0,56.56122144885708,1,9,1,0
64,2,0,54.83896772251481,1,9,1,0
64,3,0,56.588424995153495,1,9,1,0
64,4,0,55.636999385899486,1,9,1,0
64,5,0,55.7099882797808,1,9,1,0
64,6,0,57.695136757511065,1,9,1,0
64,7,0,58.0555125978905,1,9,1,0
64,8,0,54.64706749279738,1,9,1,0
64,9,0,54.45871576496585,1,9,1,0
65,0,0,55.2770971940031,0,7,1,0
65,1,0,53.359053558545824,0,7,1,0
65,2,0,53.9965978953331,0,7,1,0
65,3,0,55.34410345577627,0,7,1,0
65,4,1,60.56638071081311,0,7,1,0
65,5,1,58.19891922833559,0,7,1,0
65,6,1,60.99422083018594,0,7,1,0
65,7,1,62.07421819772935,0,7,1,0
65,8,1,59.09861050107428,0,7,1,0
65,9,1,57.97040817137951,0,7,1,0
66,0,0,54.23086284757276,0,9,1,0
66,1,0,56.75830932610855,0,9,1,0
66,2,0,56.09701835610436,0,9,1,0
66,3,0,56.964953729944654,0,9,1,0
66,4,0,56.62974047506259,0,9,1,0
66,5,0,55.9332543895672,0,9,1,0
66,6,0,57.8393589396011,0,9,1,0
66,7,0,59.827037440923206,0,9,1,0
66,8,0,56.10001475205405,0,9,1,0
66,9,1,59.78197529206151,0,9,1,0
67,0,0,53.9473577272965,7,10,1,1
67,1,0,54.500271540669466,7,10,1,1
67,2,0,55.968962043888986,7,10,1,1
67,3,0,54.61943475000008,7,10,1,1
67,4,0,57.93540730310793,7,10,1,1
67,5,0,54.25332373029601,7,10,1,1
67,6,0,57.914387638452446,7,10,1,1
67,7,0,58.678921664922186,7,10,1,1
67,8,0,54.374898418153926,7,10,1,1
67,9,0,53.22769912848898,7,10,1,1
68,0,0,52.085554192799655,6,12,1,1
68,1,0,53.20786094422778,6,12,1,1
68,2,0,54.409663294964425,6,12,1,1
68,3,0,55.38667527338144,6,12,1,1
68,4,0,54.86840568384712,6,12,1,1
68,5,0,54.78923545867932,6,12,1,1
68,6,0,53.92423986955544,6,12,1,1
68,7,0,56.03757098236163,6,12,1,1
68,8,0,55.60066254301943,6,12,1,1
68,9,0,52.82586892274808,6,12,1,1
69,0,0,54.69181682958581,3,5,0,1
69,1,0,53.62745724656926,3,5,0,1
69,2,0,55.23568962800438,3,5,0,1
69,3,1,61.58822860204446,3,5,0,1
69,4,1,61.18986761146778,3,5,0,1
69,5,1,58.92716002399698,3,5,0,1
69,6,1,61.52061872634104,3,5,0,1
69,7,1,62.72287275299496,3,5,0,1
69,8,1,60.51052526278476,3,5,0,1
69,9,1,59.79549886223006,3,5,0,1
70,0,0,55.44024666476603,3,8,1,1
70,1,0,55.49100788445195,3,8,1,1
70,2,0,55.58835145427395,3,8,1,1
70,3,0,54.33772723929343,3,8,1,1
70,4,0,55.92747434086588,3,8,1,1
70,5,0,53.88773735220404,3,8,1,1
70,6,0,56.53953215705501,3,8,1,1
70,7,0,56.09548239894861,3,8,1,1
70,8,0,55.66816488998927,3,8,1,1
70,9,0,53.29927914160034,3,8,1,1
71,0,0,55.08167944178854,5,8,1,1
71,1,1,60.97260217128992,5,8,1,1
71,2,1,60.78143016447835,5,8,1,1
71,3,1,63.2129881795777,5,8,1,1
71,4,1,61.64570478921898,5,8,1,1
71,5,1,60.77737803332597,5,8,1,1
71,6,1,64.0350483836847,5,8,1,1
71,7,1,61.158531651703726,5,8,1,1
71,8,1,61.55732515963135,5,8,1,1
71,9,1,60.72395562010353,5,8,1,1
72,0,0,53.94165889907775,5,8,1,1
72,1,0,56.2400582214315,5,8,1,1
72,2,0,52.65299539236684,5,8,1,1
72,3,0,55.57308628867563,5,8,1,1
72,4,0,53.394686029304594,5,8,1,1
72,5,0,53.53111617530212,5,8,1,1
72,6,0,56.92543700307348,5,8,1,1
72,7,0,55.69827680879157,5,8,1,1
72,8,0,54.056479576438896,5,8,1,1
72,9,0,53.7349647040232,5,8,1,1
73,0,0,58.37039463978161,7,10,0,1
73,1,0,56.57432479126705,7,10,0,1
73,2,1,60.746743020405546,7,10,0,1
73,3,1,62.43035317309091,7,10,0,1
73,4,1,62.50098048690016,7,10,0,1
73,5,1,61.07774465807593,7,10,0,1
73,6,1,63.62897314659859,7,10,0,1
73,7,1,64.76282152680547,7,10,0,1
73,8,1,61.16695653807722,7,10,0,1
73,9,1,62.29703993720561,7,10,0,1
74,0,0,53.34370037566942,5,5,1,1
74,1,0,54.63571771015073,5,5,1,1
74,2,0,52.60686805112602,5,5,1,1
74,3,0,55.258185662090696,5,5,1,1
74,4,0,54.48969305480704,5,5,1,1
74,5,0,55.116566445508695,5,5,1,1
74,6,0,55.25088257297877,5,5,1,1
74,7,0,53.81488188465063,5,5,1,1
74,8,0,51.26071372342462,5,5,1,1
74,9,0,52.63292023966958,5,5,1,1
75,0,0,53.87741944982803,6,9,1,1
75,1,0,52.539749362236016,6,9,1,1
75,2,0,53.597253396043854,6,9,1,1
75,3,0,54.524158147269546,6,9,1,1
75,4,0,54.29437030192,6,9,1,1
75,5,0,53.063440637015006,6,9,1,1
75,6,0,54.32782466282939,6,9,1,1
75,7,0,55.108321330970064,6,9,1,1
75,8,0,53.16440796700212,6,9,1,1
75,9,0,53.60738026806376,6,9,1,1
76,0,0,52.29987271786384,2,6,0,1
76,1,0,56.00654099034627,2,6,0,1
76,2,0,55.0645541040294,2,6,0,1
76,3,0,55.18162881660123,2,6,0,1
76,4,0,56.067736537302565,2,6,0,1
76,5,0,54.39300903094236,2,6,0,1
76,6,0,55.033928501257485,2,6,0,1
76,7,0,58.09528114710661,2,6,0,1
76,8,0,54.6884529914437,2,6,0,1
76,9,0,55.473088880296,2,6,0,1
77,0,0,53.55960048653292,2,6,1,1
77,1,0,54.542823410695405,2,6,1,1
77,2,0,52.17245074462011,2,6,1,1
77,3,0,52.51615506498841,2,6,1,1
77,4,0,54.38223067841924,2,6,1,1
77,5,0,56.26071473439163,2,6,1,1
77,6,0,55.55480641477279,2,6,1,1
77,7,0,55.69679697365045,2,6,1,1
77,8,0,54.75122591239014,2,6,1,1
77,9,0,52.927019288441954,2,6,1,1
78,0,0,54.57471771336607,5,8,0,1
78,1,0,54.30417197930171,5,8,0,1
78,2,0,55.206608228546095,5,8,0,1
78,3,0,54.53016985270885,5,8,0,1
78,4,0,58.24878888624545,5,8,0,1
78,5,0,55.00864923336838,5,8,0,1
78,6,1,61.35583162224397,5,8,0,1
78,7,1,61.718973581507946,5,8,0,1
78,8,1,62.24197609629359,5,8,0,1
78,9,1,59.82011968581443,5,8,0,1
79,0,0,52.97240588146675,5,10,1,1
79,1,0,55.34735613706943,5,10,1,1
79,2,0,53.50026186900743,5,10,1,1
79,3,0,53.39928021493509,5,10,1,1
79,4,0,55.518461021270646,5,10,1,1
79,5,0,53.22608536902232,5,10,1,1
79,6,1,58.3063826915216,5,10,1,1
79,7,1,61.756059724406335,5,10,1,1
79,8,1,57.67772541383331,5,10,1,1
79,9,1,55.753106315135774,5,10,1,1
80,0,0,55.58480100412429,4,13,1,1
80,1,1,61.90635512449394,4,13,1,1
80,2,1,60.87293979098875,4,13,1,1
80,3,1,60.91096303419498,4,13,1,1
80,4,1,62.10913001006647,4,13,1,1
80,5,1,60.34599229078048,4,13,1,1
80,6,1,62.91742298465333,4,13,1,1
80,7,1,63.880127677352256,4,13,1,1
80,8,1,60.42179507884232,4,13,1,1
80,9,1,59.92888255424845,4,13,1,1
81,0,0,54.06238054183031,5,14,0,1
81,1,0,54.29595395696491,5,14,0,1
81,2,0,54.08412252990356,5,14,0,1
81,3,0,53.578506583591285,5,14,0,1
81,4,0,56.45126356274561,5,14,0,1
81,5,0,52.45111854052691,5,14,0,1
81,6,0,55.782406391958446,5,14,0,1
81,7,0,56.374265797506,5,14,0,1
81,8,0,55.76160173474067,5,14,0,1
81,9,0,52.54864082790303,5,14,0,1
82,0,0,56.65758754060259,5,9,1,1
82,1,0,55.26946859247391,5,9,1,1
82,2,0,55.3122367966949,5,9,1,1
82,3,0,53.3348711216443,5,9,1,1
82,4,1,61.60100163528978,5,9,1,1
82,5,1,58.69763696514369,5,9,1,1
82,6,1,60.96191568342535,5,9,1,1
82,7,1,62.00562870477893,5,9,1,1
82,8,1,58.10702047358897,5,9,1,1
82,9,1,58.818812728499566,5,9,1,1
83,0,0,55.648512590290416,4,11,0,1
83,1,0,55.03743339568668,4,11,0,1
83,2,0,53.90374210908256,4,11,0,1
83,3,0,55.297381356184815,4,11,0,1
83,4,0,55.68857291020871,4,11,0,1
83,5,0,54.452304359683616,4,11,0,1
83,6,0,56.21319639168996,4,11,0,1
83,7,0,58.520507822266985,4,11,0,1
83,8,0,55.88907285236169,4,11,0,1
83,9,1,57.96166226076962,4,11,0,1
84,0,0,50.85689123769919,4,9,0,1
84,1,0,52.321657288092965,4,9,0,1
84,2,0,53.707780508841054,4,9,0,1
84,3,0,52.36715207741632,4,9,0,1
84,4,0,53.77291105933212,4,9,0,1
84,5,0,51.61522034975643,4,9,0,1
84,6,0,54.78587632982845,4,9,0,1
84,7,0,54.90988820507005,4,9,0,1
84,8,1,59.58467689592857,4,9,0,1
84,9,1,58.05623142533429,4,9,0,1
85,0,0,55.2842240962333,6,9,1,0
85,1,0,55.12840218737363,6,9,1,0
85,2,0,53.66905816211206,6,9,1,0
85,3,0,55.805124152417946,6,9,1,0
85,4,0,55.95729081844318,6,9,1,0
85,5,0,54.219591848428905,6,9,1,0
85,6,0,55.92637579856368,6,9,1,0
85,7,1,61.00435667672351,6,9,1,0
85,8,1,60.094199001414346,6,9,1,0
85,9,1,58.65306368189538,6,9,1,0
86,0,0,55.62848300724824,4,11,0,0
86,1,0,54.71417852124361,4,11,0,0
86,2,0,54.47053728453778,4,11,0,0
86,3,0,56.18397832855703,4,11,0,0
86,4,0,56.6390050865348,4,11,0,0
86,5,0,56.81322907420975,4,11,0,0
86,6,0,56.54457450723415,4,11,0,0
86,7,0,58.107355392405175,4,11,0,0
86,8,0,55.504537046931226,4,11,0,0
86,9,0,54.94252715126158,4,11,0,0
87,0,0,54.85384968821646,5,11,1,1
87,1,0,55.0747517877619,5,11,1,1
87,2,0,57.78504516380545,5,11,1,1
87,3,0,57.562268551004,5,11,1,1
87,4,0,57.03130759067834,5,11,1,1
87,5,0,56.620497428736506,5,11,1,1
87,6,0,59.24393069947387,5,11,1,1
87,7,0,60.19007559326024,5,11,1,1
87,8,0,56.02067698532717,5,11,1,1
87,9,1,61.04810085370977,5,11,1,1
88,0,0,51.98589841734759,3,9,0,1
88,1,0,53.00190815942024,3,9,0,1
88,2,0,54.32384120466413,3,9,0,1
88,3,1,58.519980039073324,3,9,0,1
88,4,1,59.41689358210613,3,9,0,1
88,5,1,56.2826608438899,3,9,0,1
88,6,1,61.4066285774249,3,9,0,1
88,7,1,59.80141323718375,3,9,0,1
88,8,1,57.35006336086369,3,9,0,1
88,9,1,56.60545740794437,3,9,0,1
89,0,0,57.19755663109006,1,9,0,0
89,1,0,56.49882626594656,1,9,0,0
89,2,0,56.509945029322914,1,9,0,0
89,3,0,58.78836164970066,1,9,0,0
89,4,0,57.44612952728641,1,9,0,0
89,5,0,56.84534713454782,1,9,0,0
89,6,0,58.84230982622756,1,9,0,0
89,7,0,58.71398434682551,1,9,0,0
89,8,0,57.58429606958551,1,9,0,0
89,9,0,54.64960500167236,1,9,0,0
90,0,0,54.65923499193375,5,6,1,1
90,1,0,53.99446867927611,5,6,1,1
90,2,0,54.10496178640763,5,6,1,1
90,3,0,55.81923388193555,5,6,1,1
90,4,0,55.410584592850526,5,6,1,1
90,5,0,55.59254864560209,5,6,1,1
90,6,0,57.32825382964352,5,6,1,1
90,7,0,57.60278665198612,5,6,1,1
90,8,1,61.38071088290331,5,6,1,1
90,9,1,59.274679597418384,5,6,1,1
91,0,0,54.95329254452557,0,5,0,1
91,1,0,54.64697837772484,0,5,0,1
91,2,0,55.94315038063433,0,5,0,1
91,3,1,61.64222144414192,0,5,0,1
91,4,1,62.24705345056275,0,5,0,1
91,5,1,58.70061742251891,0,5,0,1
91,6,1,60.90508499647592,0,5,0,1
91,7,1,62.62595498822598,0,5,0,1
91,8,1,60.99229301839769,0,5,0,1
91,9,1,59.66153010790506,0,5,0,1
92,0,0,53.72339673473572,1,4,0,1
92,1,0,54.82221698495233,1,4,0,1
92,2,0,54.14419235935312,1,4,0,1
92,3,0,55.26493596947813,1,4,0,1
92,4,0,55.11955827116458,1,4,0,1
92,5,0,55.13272028205581,1,4,0,1
92,6,0,55.16025643220609,1,4,0,1
92,7,0,57.3768719404821,1,4,0,1
92,8,0,55.56626360319208,1,4,0,1
92,9,0,53.85600406761922,1,4,0,1
93,0,0,54.68865308645447,1,10,0,1
93,1,0,55.568484436229305,1,10,0,1
93,2,0,56.380699082112,1,10,0,1
93,3,0,57.60048823448991,1,10,0,1
93,4,0,54.88471780546154,1,10,0,1
93,5,0,56.495554426651616,1,10,0,1
93,6,0,57.93965443570835,1,10,0,1
93,7,0,57.81125280831903,1,10,0,1
93,8,0,56.5309020430577,1,10,0,1
93,9,0,56.85480412598061,1,10,0,1
94,0,0,56.17578653166141,6,11,0,1
94,1,0,54.49736864120836,6,11,0,1
94,2,0,53.44821959622264,6,11,0,1
94,3,0,55.11381281840799,6,11,0,1
94,4,0,54.55048358933285,6,11,0,1
94,5,0,52.75300743402475,6,11,0,1
94,6,0,55.722984999561845,6,11,0,1
94,7,0,57.25665824438055,6,11,0,1
94,8,0,54.52896858449973,6,11,0,1
94,9,0,53.7843091452536,6,11,0,1
95,0,0,54.74314836155335,2,9,1,0
95,1,0,54.16702598399302,2,9,1,0
95,2,0,53.94291808789477,2,9,1,0
95,3,0,54.44982127050708,2,9,1,0
95,4,0,54.99248064182351,2,9,1,0
95,5,0,57.19016336988096,2,9,1,0
95,6,0,55.42300335292616,2,9,1,0
95,7,0,56.45457282416294,2,9,1,0
95,8,0,55.296420841376445,2,9,1,0
95,9,0,52.99451160637109,2,9,1,0
96,0,0,54.07645886942171,3,10,0,1
96,1,0,54.33738419078504,3,10,0,1
96,2,0,54.40114761874114,3,10,0,1
96,3,0,54.89622070154088,3,10,0,1
96,4,0,55.56089859798667,3,10,0,1
96,5,0,53.82531411040997,3,10,0,1
96,6,0,56.73653484578759,3,10,0,1
96,7,0,58.84530785503451,3,10,0,1
96,8,0,55.73349632418099,3,10,0,1
96,9,0,55.74933360509839,3,10,0,1
97,0,0,54.25207692354169,2,11,1,1
97,1,0,55.36054088962399,2,11,1,1
97,2,0,54.8708818466318,2,11,1,1
97,3,0,53.67647336863476,2,11,1,1
97,4,0,56.61434198904551,2,11,1,1
97,5,0,52.26817151812197,2,11,1,1
97,6,0,56.15740219242348,2,11,1,1
97,7,0,56.637033856570696,2,11,1,1
97,8,0,53.1579698021711,2,11,1,1
97,9,0,55.249229555184165,2,11,1,1
98,0,0,54.45531030338494,5,12,1,0
98,1,0,55.62464284245303,5,12,1,0
98,2,0,55.1195904918363,5,12,1,0
98,3,0,55.70858559323172,5,12,1,0
98,4,0,54.734771611454136,5,12,1,0
98,5,1,58.86875667197575,5,12,1,0
98,6,1,61.84240708461568,5,12,1,0
98,7,1,61.96504789657652,5,12,1,0
98,8,1,59.134796494507285,5,12,1,0
98,9,1,57.521530761096926,5,12,1,0
99,0,0,53.589527545405765,5,7,1,1
99,1,0,53.81419616587055,5,7,1,1
99,2,0,55.56719651310835,5,7,1,1
99,3,1,59.45151633642477,5,7,1,1
99,4,1,61.4753995072265,5,7,1,1
99,5,1,58.46988859043432,5,7,1,1
99,6,1,62.588220350944816,5,7,1,1
99,7,1,61.08149067200053,5,7,1,1
99,8,1,59.44209327998305,5,7,1,1
99,9,1,57.03214615506379,5,7,1,1
100,0,0,55.3502167509065,4,9,0,0
100,1,0,56.38041454486988,4,9,0,0
100,2,0,55.42950591734904,4,9,0,0
100,3,1,62.16427827582086,4,9,0,0
100,4,1,61.35604833530797,4,9,0,0
100,5,1,60.730372607144005,4,9,0,0
100,6,1,61.40568829146162,4,9,0,0
100,7,1,62.32036525082345,4,9,0,0
100,8,1,60.15513407414901,4,9,0,0
100,9,1,60.1488851870616,4,9,0,0
