unit_id,post_intervention_period,microloan_policy,business_growth_rate,household_income,job_experience_years,rural_residence,previous_loan_status
632,0,1,48.5546433510239,2,6,0,1
633,0,0,44.92222842873945,1,9,0,1
634,0,0,43.687352191013815,1,6,0,0
635,0,0,45.28262750340791,2,6,1,0
636,0,0,43.68477775643924,2,9,0,0
637,0,1,48.55756821687622,2,6,0,1
638,0,1,48.76681957804475,2,6,0,1
639,0,1,46.902260684645576,2,6,1,1
640,0,0,46.245693466301056,3,6,1,1
641,0,0,44.29210351223835,1,5,0,0
642,0,0,46.98669043402919,2,5,0,0
643,0,1,45.95050813941157,3,8,0,1
644,0,0,46.60667175763803,3,5,1,1
645,0,0,44.33024066101681,5,9,1,1
646,0,0,47.16758601464991,2,7,0,1
647,0,1,45.5886906582618,1,7,0,1
648,0,0,45.49717105183919,3,5,1,1
649,0,0,47.003741268015794,1,3,0,0
650,0,1,46.23804383622301,2,5,0,0
651,0,0,45.531847796297455,2,8,0,0
652,0,1,47.01023213665775,4,7,0,0
653,0,0,44.22294802864878,1,10,1,0
654,0,1,48.09780797686852,2,5,0,1
655,0,0,47.20219142365262,2,3,0,0
656,0,1,46.44013992060853,3,9,0,0
657,0,0,46.75259898539128,2,5,0,0
658,0,1,46.72514810471029,1,8,1,0
659,0,0,49.75619396995661,3,2,1,1
660,0,0,46.62596889337341,0,4,0,0
661,0,0,45.470809042521054,3,8,1,0
662,0,1,46.457191507027794,2,8,0,0
663,0,0,45.29421884785695,3,8,0,1
664,0,1,47.53240233486388,2,8,0,0
665,0,1,46.96216031421349,1,8,0,0
666,0,1,46.32668095245933,1,11,1,1
667,0,1,48.07888145376072,4,8,1,0
668,0,0,44.91438577389722,2,8,1,0
669,0,0,48.202649115319794,2,6,0,0
670,0,1,45.94079097847483,4,8,1,1
671,0,1,48.557745206056055,1,6,0,0
672,0,1,46.86053846274033,3,9,1,0
673,0,0,47.62791253631159,4,4,0,0
674,0,0,43.65974584807761,2,8,0,0
675,0,1,48.977078265575386,1,6,1,1
676,0,1,48.55212934154139,2,5,1,0
677,0,1,47.0294612765735,3,6,0,1
678,0,0,46.44635479120307,1,7,0,1
679,0,1,47.30911016457405,2,7,1,1
680,0,1,48.37012990247028,3,4,1,0
681,0,1,47.22511857005061,4,7,0,1
682,0,0,47.06541430220042,4,5,0,0
683,0,1,48.73405660301441,2,6,0,0
684,0,1,45.728719654768014,3,6,0,1
685,0,0,45.73184765591286,3,7,1,0
686,0,0,46.1332913761207,0,6,1,1
687,0,1,46.215433583049965,3,8,0,1
688,0,1,46.38915087228639,3,5,1,1
689,0,0,43.77532583704043,2,8,0,1
690,0,1,45.66216772100218,4,11,1,0
691,0,0,48.10482932320779,3,5,0,0
692,0,1,48.25818881164592,1,6,0,1
693,0,0,45.99527372006296,3,4,0,0
694,0,0,44.9046296296198,3,8,1,0
695,0,0,47.05229611250548,1,6,0,0
696,0,1,47.577421369359655,2,9,1,0
697,0,1,46.09688433182428,2,8,0,0
698,0,1,46.91168529032724,3,8,0,0
699,0,1,46.23730614482167,1,7,1,1
700,0,0,46.475330439696044,2,8,1,1
701,0,1,46.669451321870525,3,7,0,0
702,0,1,46.72540538447459,3,8,0,1
703,0,0,46.26905988884931,3,7,0,0
704,0,1,47.1725647335682,2,4,0,0
705,0,1,46.79331083021229,1,4,0,0
706,0,1,48.74813554342869,4,3,1,0
707,0,0,46.87757699584332,2,5,1,1
708,0,1,47.68497468483483,3,7,0,1
709,0,0,44.16059937532373,1,9,1,0
710,0,0,45.7280693421767,2,8,1,0
711,0,1,48.66214181400769,1,5,1,0
712,0,1,45.678086293679634,3,9,0,0
713,0,1,47.34264463717093,1,7,0,0
714,0,0,47.20620701561376,3,5,0,1
715,0,0,47.36645881177861,3,8,0,1
716,0,0,45.07075702382648,2,8,0,0
717,0,0,45.66034730760236,3,10,0,1
718,0,1,46.17065279816076,1,5,0,0
719,0,0,45.428957100873646,4,6,0,1
720,0,1,46.86126409581807,2,5,0,1
721,0,0,46.55520598898168,3,5,1,1
722,0,0,46.07334047276601,4,4,1,0
723,0,0,45.46930497580106,1,9,0,0
724,0,0,46.83332629406559,1,5,0,0
725,0,1,48.814121517516845,4,7,0,0
726,0,1,48.76511608952609,3,4,0,0
727,0,0,45.780272095919365,2,7,0,0
728,0,1,48.82568492414292,2,6,1,0
729,0,0,46.35822408607212,2,6,1,1
730,0,1,47.92693217835353,3,5,0,0
731,0,1,48.432332183312965,4,6,0,0
732,0,1,49.43183558476482,4,3,1,1
733,0,1,47.6430886374469,3,8,1,0
734,0,1,46.61604069797084,2,7,1,0
735,0,0,46.406754476614346,3,7,1,1
736,0,0,46.90467866015309,1,6,1,0
737,0,1,48.120762417144775,5,7,1,0
738,0,1,48.17420583033566,2,7,0,1
739,0,0,46.61586543861252,3,4,0,0
740,0,0,43.44597039267544,3,10,0,0
741,0,0,47.02190915920227,1,3,0,1
742,0,0,44.52191521565612,2,6,0,0
743,0,0,49.151505354898255,3,4,0,0
744,0,0,46.20718415930167,0,6,0,0
745,0,0,46.51700193064895,1,3,0,0
746,0,1,46.90945338853001,3,3,0,0
747,0,1,46.53958436296545,1,5,1,1
748,0,0,46.317694878459896,2,3,1,0
749,0,0,44.58755889935737,3,5,1,1
750,0,1,48.69803099084736,3,5,1,1
751,0,0,45.79278245858515,1,4,0,0
752,0,0,46.83502914260184,2,4,1,0
753,0,1,47.926998662963136,4,7,1,0
754,0,0,46.72000286659552,3,7,0,0
755,0,1,48.49744726607313,3,7,0,0
756,0,1,46.6603563604496,3,5,1,0
757,0,1,46.04230187908931,2,8,0,0
758,0,0,44.99994531879524,3,9,0,0
759,0,0,45.00850940977092,1,7,0,0
760,0,1,46.68365681592768,4,8,1,1
761,0,0,45.33895783019749,2,5,0,0
762,0,0,44.0347486786355,3,8,1,0
763,0,1,45.64895955115771,1,10,0,1
764,0,0,45.330048917657216,3,5,1,1
765,0,0,44.14260497954186,3,8,0,0
766,0,1,47.92351019107621,2,8,1,0
767,0,0,45.1518743209174,4,7,1,0
768,0,1,45.3595457697826,2,7,1,0
769,0,0,44.58464790466663,2,8,0,1
770,0,0,48.47667659734606,1,4,0,1
771,0,1,46.83807073324648,3,5,0,0
772,0,0,45.87330998216398,2,5,0,1
773,0,0,45.86847136543863,2,9,0,0
774,0,1,48.46044213973347,3,8,0,0
775,0,0,44.78162524481447,1,7,0,0
776,0,1,47.296104881627336,3,9,1,1
777,0,0,48.096840046146575,3,3,1,0
778,0,0,45.17509821793953,2,5,1,0
779,0,0,44.9340724578968,2,6,0,1
780,0,0,45.24755609827941,3,4,0,0
781,0,0,45.40457697235349,3,8,0,1
782,0,0,45.2347639678394,1,6,0,1
783,0,1,48.62740502496502,2,7,1,0
784,0,0,48.214100898697446,0,4,1,0
785,0,1,47.8869806138378,2,7,1,0
786,0,1,46.69396348442535,2,8,0,0
787,0,1,45.71970222934601,2,6,0,0
788,0,1,46.357926639552886,3,9,0,0
789,0,0,46.99024494885657,2,8,1,1
790,0,0,45.24136270026419,1,7,0,0
791,0,1,46.4022116569046,2,5,1,0
792,0,0,46.34984284815569,2,6,0,0
793,0,0,45.39833177554132,2,9,1,1
794,0,1,47.92926513134124,4,3,1,0
795,0,1,48.43005026142328,6,6,1,0
796,0,1,46.59947466817172,4,7,1,0
797,0,1,48.23509227166687,1,7,1,0
798,0,1,48.3863379787352,2,4,0,1
799,0,0,47.46832847858288,4,9,0,0
800,0,0,45.24110475920392,3,7,0,1
801,0,0,45.79988213564757,1,4,0,0
802,0,0,44.553886066800565,1,7,0,1
803,0,0,46.29843688750948,3,5,0,1
804,0,0,43.9066760103479,0,8,0,0
805,0,1,48.43526462296938,4,6,0,0
806,0,1,45.8666912954612,2,6,0,1
807,0,0,47.44012887715984,3,9,1,1
808,0,1,47.40031205177098,2,5,0,1
809,0,0,43.71095891199526,3,6,0,0
810,0,1,45.11379393636119,2,8,0,0
811,0,0,46.37899200547947,3,6,0,0
812,0,1,48.01585163763004,3,5,1,0
813,0,1,48.523751552746496,3,6,1,1
814,0,1,47.104624697859045,1,6,1,1
815,0,1,46.88309121367602,3,6,1,0
816,0,0,45.2239489062604,3,6,1,0
817,0,0,46.61147349689986,2,5,0,0
818,0,1,46.536394773350494,1,7,0,0
819,0,0,46.92931298972808,2,6,0,1
820,0,0,44.46645378485226,2,6,1,0
821,0,1,45.71248825485346,3,6,0,0
822,0,1,47.92364927307444,2,4,0,0
823,0,0,46.71630455450979,4,6,0,0
824,0,1,47.99988471444356,4,7,1,0
825,0,1,47.22540471872353,2,4,1,1
826,0,1,47.2974105208852,1,7,1,1
827,0,0,47.28611680555568,2,8,0,0
828,0,0,45.132722041457534,2,8,0,0
829,0,1,45.45499979833608,3,9,0,0
830,0,1,45.50049850164323,4,8,0,1
831,0,0,45.2865901218418,1,8,0,1
832,0,1,46.21191647852917,2,10,1,0
833,0,1,47.04496264075395,2,6,1,0
834,0,1,46.17191798926555,4,7,1,0
835,0,0,47.25233475701345,1,6,1,0
836,0,1,47.61141561983465,3,8,1,1
837,0,0,46.32610789966846,2,5,1,1
838,0,0,47.49986412796653,2,5,1,0
839,0,1,49.88013001677852,3,6,1,0
840,0,1,48.46372903219147,2,6,1,1
841,0,0,45.61824440795503,2,6,0,0
842,0,0,45.26724176733959,2,7,0,1
843,0,1,45.90941710970296,2,6,1,0
844,0,0,43.37501183976402,2,10,1,0
845,0,1,47.29022352329325,2,5,0,1
846,0,1,46.272344099379765,3,8,0,1
847,0,1,48.29822440944647,3,4,0,1
848,0,1,49.146214923854586,3,6,0,1
849,0,0,44.16317228290977,5,9,1,0
850,0,0,45.79129280878985,3,8,1,0
851,0,0,44.86040736544726,2,8,0,0
852,0,1,47.77342447904423,3,9,1,0
853,0,1,49.74254309487485,3,6,1,1
854,0,1,45.86177852837668,1,8,1,1
855,0,0,48.80809260838043,4,5,1,0
856,0,1,47.91332463736547,2,4,0,0
857,0,1,47.95548973889645,1,8,0,1
858,0,0,47.67221957141391,4,4,1,0
859,0,0,48.22721355700094,2,6,0,0
860,0,1,47.67202055404816,1,5,0,0
861,0,1,48.381724284787694,4,5,1,1
862,0,0,46.515787346327166,1,6,1,0
863,0,1,47.650867643864615,2,7,1,0
864,0,0,48.10274231747013,4,3,1,0
865,0,0,48.13728947243428,4,8,0,0
866,0,1,47.75326410816314,3,6,0,0
867,0,1,47.79455571060191,3,8,1,0
868,0,1,46.56116100336341,0,8,0,1
869,0,0,46.02351254377421,0,8,0,1
870,0,0,43.93459581574663,2,8,0,0
871,0,0,47.395769735183805,1,5,0,0
872,0,0,47.29579416028013,2,5,0,1
873,0,0,45.03075790138546,3,5,1,1
874,0,1,46.18809237459241,1,6,0,0
875,0,0,44.36194209649043,3,6,1,0
876,0,1,48.54928614946666,1,6,0,1
877,0,0,47.148160102186566,2,8,0,0
878,0,1,47.27930536597291,3,6,0,1
879,0,0,44.19943884078606,2,4,0,0
880,0,1,45.344526982738486,4,9,0,0
881,0,1,47.05907125195655,1,7,1,0
882,0,0,44.08939946968521,2,7,0,1
883,0,1,45.42461584524426,2,9,1,0
884,0,0,46.30809875693402,3,6,0,0
885,0,0,45.07888388291855,3,5,0,1
886,0,1,46.17029927731287,5,6,0,0
887,0,0,46.64766111038242,3,8,0,0
888,0,0,46.02585355559811,4,9,0,1
889,0,0,47.18363206370249,4,7,0,1
890,0,0,44.76731227083151,3,8,0,1
891,0,0,46.18302734075943,3,6,1,1
892,0,1,48.319308318614574,2,8,1,0
893,0,0,46.37665455321415,2,7,0,0
894,0,1,46.22286914749052,2,7,0,0
895,0,1,46.84944798910956,2,7,1,0
896,0,1,46.07261800377477,2,8,0,1
897,0,1,46.76233202139231,1,5,0,0
898,0,0,46.33288494971513,1,2,0,1
899,0,1,47.04130023338665,3,8,1,0
900,0,1,48.07255284921236,2,6,1,0
901,0,1,49.149678658903134,2,7,0,0
902,0,0,46.1829469094258,1,6,0,0
903,0,1,46.33855924740906,4,9,1,0
904,0,0,47.075053327796425,3,9,1,0
905,0,1,47.21249375832564,1,8,1,1
906,0,1,48.351389152438905,3,4,1,0
907,0,1,47.26457705429436,3,8,0,0
908,0,1,46.97936497133316,1,6,0,0
909,0,1,47.51228169500848,1,8,1,0
910,0,1,47.32262189358701,2,5,0,1
911,0,1,46.68452535524556,2,7,1,0
912,0,0,45.29362382126,3,6,0,0
913,0,1,48.56558795896363,1,4,0,0
914,0,0,42.73052100799848,3,13,1,0
915,0,1,47.11591173349488,3,3,1,1
916,0,0,43.56772037679384,2,8,0,0
917,0,1,48.1292121551303,2,6,1,0
918,0,0,46.07566349460285,4,6,1,1
919,0,1,47.46035653855263,2,6,1,1
920,0,0,46.90827454372697,3,7,1,0
921,0,0,45.18022302616716,2,5,0,0
922,0,1,48.53822184852778,3,5,0,0
923,0,1,47.05853934353752,3,6,1,1
924,0,1,47.369849853264085,2,8,1,0
925,0,1,46.84898829712929,3,5,0,0
926,0,0,45.55218821027879,3,10,0,1
927,0,1,47.0903285249588,2,6,1,1
928,0,1,48.697031247786704,2,6,0,1
929,0,0,45.25557699654867,1,8,0,1
930,0,1,46.77367802954182,1,7,1,0
931,0,0,44.64372378896633,2,9,1,1
932,0,1,45.69719887764499,3,5,1,1
933,0,1,48.10742918261902,2,7,0,1
934,0,0,47.66764965503907,4,7,0,1
935,0,0,45.38241576431719,3,7,0,0
936,0,1,47.0374876661638,2,7,0,0
937,0,1,46.37908091338456,3,8,1,0
938,0,0,43.80294408938818,3,7,0,0
939,0,1,47.26697048163008,3,6,1,0
940,0,1,48.479693264096014,2,7,0,1
941,0,0,44.547098805927085,3,6,0,0
942,0,1,48.07721689046107,2,7,0,1
943,0,0,45.23055211399817,3,6,1,0
944,0,0,45.71556910332763,3,8,0,0
945,0,0,44.74850782545488,1,5,0,1
946,0,1,47.802502624047015,1,6,0,1
947,0,0,45.87962246450075,1,3,0,1
948,0,0,45.63671199077445,0,7,0,0
949,0,1,49.04501923884748,5,5,0,0
950,0,1,48.21695749839522,1,7,0,0
951,0,0,46.28859307207906,4,6,0,1
952,0,0,45.55806376500851,3,8,0,1
953,0,1,48.19742798967304,4,6,0,1
954,0,0,46.03022024751928,2,7,1,1
955,0,0,46.25690067202948,1,5,1,0
956,0,1,47.71370762754697,3,7,1,1
957,0,1,49.5886334429965,4,3,0,1
958,0,1,47.75039002577403,5,4,1,1
959,0,1,49.24240742235052,2,4,0,1
960,0,0,44.539665217740165,3,8,1,0
961,0,0,46.12241779805723,3,7,1,1
962,0,0,46.57518581244143,4,9,0,0
963,0,1,50.14804650230936,3,5,0,0
964,0,1,48.29109721723812,5,5,0,1
965,0,0,46.45382494119879,2,8,1,0
966,0,1,47.09680861844569,3,6,0,1
967,0,0,47.894865824494296,2,1,1,1
968,0,0,45.87515180873593,1,8,0,0
969,0,0,44.50867703742127,4,7,0,0
970,0,1,47.078520172330194,2,6,1,0
971,0,1,46.07708372349106,3,7,1,0
972,0,1,48.89824127513932,3,3,0,1
973,0,0,46.3475579127903,3,7,0,0
974,0,0,45.26547742938939,2,10,1,1
975,0,0,45.70570523160383,3,6,0,0
976,0,0,45.74156921273062,2,4,1,0
977,0,0,43.89373988547988,3,6,0,1
978,0,1,46.52089168111173,3,4,0,1
979,0,1,48.338862157185325,3,5,0,1
980,0,1,47.26335276680047,1,8,0,0
981,0,0,47.18782383678291,3,7,0,0
982,0,1,48.28230797772762,3,6,1,0
983,0,0,44.24614366976186,3,5,0,0
984,0,0,47.97757308778879,4,4,1,1
985,0,1,45.88246567002606,3,10,0,1
986,0,0,47.541781103169725,2,1,1,1
987,0,0,46.0393317033283,3,7,0,1
988,0,1,49.1370190124485,2,5,0,0
989,0,0,46.15921814493391,3,10,1,1
990,0,0,44.35344952508135,3,5,0,1
991,0,1,48.81822485114314,3,5,0,0
992,0,1,47.23561980398763,3,7,1,0
993,0,1,47.58046539974038,4,8,0,0
994,0,0,46.67788745772254,5,3,0,1
995,0,1,48.80444799800784,2,4,1,1
996,0,0,46.82288632808612,5,8,1,1
997,0,0,46.543496855816,2,6,0,1
998,0,0,46.19044864979173,3,8,1,0
999,0,1,48.83393612424435,3,6,0,0
0,1,1,53.82853739926828,2,5,1,1
1,1,0,43.626724088998,2,8,1,0
2,1,0,47.26684385195769,4,5,1,1
3,1,1,51.42215403838284,2,7,0,0
4,1,0,45.50441480663028,3,6,0,0
5,1,1,49.37499263838451,2,8,1,0
6,1,1,53.24988248008687,2,3,0,1
7,1,0,45.99890696953406,4,7,0,0
8,1,0,45.96410800764532,4,7,1,0
9,1,1,50.69427609565903,2,6,1,0
10,1,1,50.66455062614181,2,8,0,0
11,1,0,46.43769666081208,2,9,0,1
12,1,0,46.57978445628839,2,7,0,0
13,1,0,46.03540479537514,2,5,1,1
14,1,1,52.38065456258335,2,6,1,1
15,1,1,52.56074357904841,2,7,0,0
16,1,0,45.8603843323073,2,8,1,1
17,1,0,47.47208968987251,4,5,1,1
18,1,0,45.32990623771316,4,10,0,1
19,1,0,44.43745470363436,2,7,0,0
20,1,0,46.89986895860618,1,5,0,1
21,1,0,48.24077275936588,5,4,1,0
22,1,0,44.77215663169499,3,7,0,1
23,1,1,51.778916582849725,3,10,1,1
24,1,1,51.595422750478434,4,10,1,0
25,1,0,44.12735567072512,1,9,0,0
26,1,1,54.69145672388871,3,6,0,1
27,1,0,46.074563523797,3,5,1,1
28,1,0,46.812828959729295,3,4,0,0
29,1,1,51.68479245786742,4,6,1,0
30,1,0,47.79974396004579,3,5,0,1
31,1,0,44.105310600915,5,10,0,0
32,1,1,52.23907284036266,4,6,0,0
33,1,0,46.64298314464646,3,8,1,0
34,1,0,45.07608562249873,3,7,1,0
35,1,0,44.10925539304157,2,5,1,1
36,1,1,52.06398688191099,4,7,0,0
37,1,1,51.794291688030334,2,8,0,0
38,1,1,51.02790833492266,2,7,1,1
39,1,0,45.65101437195283,2,6,0,0
40,1,0,46.69586082336127,3,3,1,0
41,1,0,47.73041886813475,2,4,1,0
42,1,0,47.05605764700202,4,6,1,0
43,1,0,46.65320495522091,2,7,0,1
44,1,0,44.71942303005703,2,8,0,0
45,1,1,51.51114655663201,3,8,1,1
46,1,1,52.53892104567703,3,7,1,0
47,1,0,44.83550939132853,4,8,0,1
48,1,1,51.33753127191247,3,5,0,1
49,1,0,45.5544444692888,2,5,0,0
50,1,1,50.66821770248279,4,7,0,0
51,1,1,52.86492812944778,2,5,0,1
52,1,1,52.26941034783313,5,4,0,1
53,1,0,46.50109345146935,3,8,1,0
54,1,0,48.05712743888797,4,6,0,1
55,1,1,53.56996535995082,2,7,0,1
56,1,1,51.62825371391396,3,4,0,0
57,1,0,45.69716341355651,3,7,0,1
58,1,1,51.59358529097485,3,6,0,0
59,1,1,51.54718971947129,3,6,1,0
60,1,1,54.31215939066276,3,5,1,0
61,1,0,45.391781927657824,2,7,0,1
62,1,0,45.70045494675342,2,8,0,1
63,1,0,45.09486265974422,3,8,1,1
64,1,0,45.433182448226496,2,5,0,0
65,1,0,46.37277482488442,2,3,1,0
66,1,1,50.61111388996823,4,9,1,1
67,1,1,51.86142241734379,1,5,1,0
68,1,0,47.36876504133259,3,5,0,1
69,1,1,54.612594858104,2,6,1,0
70,1,1,53.40982674215221,3,6,1,1
71,1,1,53.92580198994172,3,5,0,0
72,1,1,52.42254449316373,3,5,1,1
73,1,0,47.594354901043054,3,6,0,1
74,1,0,44.69550036091308,3,4,1,1
75,1,1,51.57981785984936,3,7,0,1
76,1,1,53.72930292622985,1,6,0,0
77,1,1,52.96001938410476,2,9,0,1
78,1,1,51.89082930686384,2,7,1,1
79,1,0,46.54604666406833,2,2,0,1
80,1,0,45.07267199356585,3,6,0,1
81,1,0,45.64599866719514,2,8,1,0
82,1,1,54.24294674077271,2,5,0,0
83,1,0,45.705666874629536,5,9,0,0
84,1,0,46.38284962617809,2,6,1,0
85,1,1,52.61968102960305,2,3,0,0
86,1,0,47.33952170021547,2,6,0,1
87,1,1,54.47827951615904,3,9,1,0
88,1,0,45.67727680369224,1,9,1,1
89,1,1,51.87252871422864,0,7,0,0
90,1,0,47.736737191401154,4,6,0,0
91,1,0,46.63651857017814,2,6,0,1
92,1,0,46.263294639393095,4,7,0,1
93,1,0,43.68788529402264,3,9,0,1
94,1,0,47.96239258995272,3,4,0,1
95,1,1,53.763512974367735,1,4,1,1
96,1,0,45.55562546202703,3,7,0,0
97,1,1,52.35101711410192,3,8,1,0
98,1,1,53.482971295840834,3,6,0,0
99,1,1,53.94928703456274,3,4,0,1
100,1,0,46.62674840787265,4,10,0,0
101,1,1,53.87435148912629,4,8,0,0
102,1,0,44.43758838351005,2,8,0,0
103,1,0,45.71072852929027,2,6,0,0
104,1,0,44.615811399876975,0,8,0,0
105,1,1,54.51617220463503,3,6,0,0
106,1,0,45.2853257331216,3,8,1,1
107,1,0,45.392203994483694,3,4,0,1
108,1,0,46.39150918800608,3,5,0,0
109,1,0,47.14468191184309,4,7,0,0
110,1,1,51.70332375550964,0,6,1,1
111,1,0,46.384151305016736,2,5,0,1
112,1,1,51.19103523263586,2,9,0,0
113,1,0,48.5803673373463,3,4,0,0
114,1,1,51.41202286500662,3,6,1,0
115,1,1,50.56800929797485,1,5,0,1
116,1,1,51.391172931034326,4,8,1,0
117,1,1,53.66095653526351,2,4,0,1
118,1,1,52.08958829070845,4,5,0,1
119,1,1,50.873850008757465,2,7,1,0
120,1,1,49.88907918978807,2,6,1,0
121,1,0,45.19588894644148,1,12,0,0
122,1,1,52.092514133644016,1,8,0,0
123,1,1,52.34474352276241,3,4,1,0
124,1,1,51.72297362347631,0,6,0,1
125,1,0,46.51064321261615,1,5,1,1
126,1,1,53.8772534983804,1,5,0,0
127,1,1,51.03231431071709,3,9,0,1
128,1,0,45.46522534458706,1,8,1,0
129,1,0,45.38247981277093,5,9,1,1
130,1,0,46.19379887850759,2,10,1,1
131,1,1,52.84524802409221,3,5,1,0
132,1,0,45.51765240982293,4,10,1,1
133,1,0,45.30078526062034,3,6,0,0
134,1,0,47.95365321488568,3,5,0,0
135,1,1,52.38659183031215,3,5,1,0
136,1,1,52.79682340834992,1,6,1,1
137,1,0,45.62686874966826,2,6,0,0
138,1,1,51.61690333492203,2,8,0,0
139,1,1,53.51176515223417,2,2,0,1
140,1,0,46.00757429067275,3,8,0,0
141,1,0,45.226774355323165,2,5,1,0
142,1,0,46.409346589761576,2,6,1,1
143,1,1,51.13258545016964,1,5,0,1
144,1,1,52.0352246662386,3,5,1,0
145,1,0,48.30363048927689,1,6,1,1
146,1,1,52.748712432072026,2,5,1,1
147,1,0,46.05888404073885,3,7,0,1
148,1,0,47.47972221100486,2,6,0,1
149,1,1,51.183442806964734,3,6,0,0
150,1,1,54.10544408341833,2,5,0,1
151,1,0,46.11321816984769,4,9,1,1
152,1,1,53.126160965025576,4,4,0,1
153,1,1,51.78400394917205,1,9,0,0
154,1,1,52.92443615492653,2,3,0,0
155,1,0,45.1050683432963,3,7,0,0
156,1,1,51.58309370901591,3,8,0,1
157,1,0,45.23622985695661,3,7,0,0
158,1,0,47.03914508866024,3,6,1,0
159,1,0,45.92705505249656,2,7,0,1
160,1,0,44.38612719014783,3,8,0,1
161,1,0,44.19578532940098,3,7,1,0
162,1,1,51.62879472215855,1,8,0,1
163,1,0,48.26835882239783,4,8,0,0
164,1,0,45.4620718311315,1,9,1,1
165,1,1,50.87618057857775,3,9,0,1
166,1,0,46.50690593114773,3,4,0,0
167,1,0,45.709494372029546,2,10,1,0
168,1,1,53.17013457963844,4,6,0,0
169,1,0,46.90841157498396,5,5,1,0
170,1,1,52.73324175340715,4,7,1,1
171,1,0,45.56689816497168,4,5,1,0
172,1,1,55.5803675000883,1,2,0,0
173,1,1,53.04427127384462,2,4,0,0
174,1,1,52.9006075536004,0,6,0,0
175,1,1,54.216710712846194,2,6,0,1
176,1,1,50.75975337755796,3,9,1,1
177,1,0,44.56831908094295,2,2,0,1
178,1,0,45.97049263912724,2,7,0,1
179,1,1,52.25959535647347,3,7,1,1
180,1,0,45.31579682806892,1,7,0,0
181,1,0,45.15439852463494,4,7,0,0
182,1,1,52.34836897340949,2,5,0,0
183,1,0,45.717229162021134,4,9,1,0
184,1,1,50.583024828362845,2,8,0,0
185,1,0,45.3251442723394,2,7,0,0
186,1,0,46.65926882299234,3,6,0,0
187,1,1,52.76720028518309,2,8,0,1
188,1,1,51.03224558539719,2,7,1,0
189,1,0,46.829282296542615,2,6,0,0
190,1,1,51.81708305282381,2,8,1,0
191,1,0,46.99555187842657,3,3,1,0
192,1,0,45.49722671050547,2,7,0,0
193,1,0,45.72121904194321,4,5,1,1
194,1,0,44.04460184996497,4,8,0,0
195,1,1,52.288285474584285,5,8,0,0
196,1,0,46.714984266554985,2,8,1,0
197,1,0,45.9389137894821,2,7,0,0
198,1,1,52.5790949602136,2,7,1,1
199,1,0,45.64612963813693,4,7,0,0
200,1,1,51.999648668185046,3,6,0,1
201,1,1,52.30845060119635,3,7,0,0
202,1,0,47.03737878886504,2,7,0,1
203,1,0,45.82465494184302,4,10,0,0
204,1,1,52.02233460455852,3,4,0,1
205,1,0,46.57930400175718,4,8,1,0
206,1,0,48.27872021432768,3,5,1,0
207,1,0,46.72246731800563,1,4,0,0
208,1,1,51.16537076150542,3,10,0,0
209,1,1,52.278804735779545,4,7,1,1
210,1,1,51.03349245683943,2,6,1,1
211,1,0,45.49172194307822,3,5,0,1
212,1,1,52.51890533179644,2,5,0,0
213,1,0,45.3914438724525,1,6,0,0
214,1,1,52.78883490911164,2,8,1,0
215,1,1,52.96386872178598,4,5,0,0
216,1,1,54.84210700041677,2,5,0,0
217,1,0,47.01162207374478,4,4,0,0
218,1,0,44.460691099818256,2,6,1,0
219,1,0,45.578970712616936,4,6,0,0
220,1,1,54.07937854563404,2,5,0,1
221,1,0,45.65807265188253,0,7,1,0
222,1,0,44.14684519951358,4,9,1,0
223,1,0,47.49600758336494,5,2,1,0
224,1,0,47.81426502884595,3,6,1,1
225,1,1,51.796808052687766,3,5,1,1
226,1,0,46.60521702588104,1,8,0,1
227,1,1,52.134841169188725,2,5,0,1
228,1,0,47.14114824730052,2,5,1,1
229,1,1,53.16196482182211,2,7,1,0
230,1,0,45.31158925145326,3,6,1,1
231,1,0,44.586632795737565,3,8,0,0
232,1,1,51.53362742409353,2,7,0,1
233,1,0,46.17561550196096,2,6,0,0
234,1,1,51.8497621372679,1,4,0,0
235,1,1,52.25655408974099,3,8,0,0
236,1,0,48.56543905499416,1,4,0,1
237,1,1,51.76916527931161,3,5,1,0
238,1,0,46.4311731092555,3,10,1,1
239,1,1,52.89882791917709,3,4,0,0
240,1,0,46.47183753389877,3,7,1,0
241,1,0,45.4135600071111,2,9,0,0
242,1,0,47.95992204466168,3,4,1,0
243,1,1,51.54351222960589,3,6,1,0
244,1,1,54.02796883721828,2,5,0,0
245,1,0,45.16775608333744,2,8,0,0
246,1,0,44.55397790747288,4,5,1,1
247,1,1,53.99344141974829,2,8,1,0
248,1,1,50.296231156877006,2,5,0,1
249,1,0,45.873143227713065,2,2,0,1
250,1,0,45.02228108082519,1,6,1,0
251,1,1,52.71473663339136,2,8,1,0
252,1,1,52.592377871767056,4,8,1,1
253,1,0,45.371120106271256,3,8,1,0
254,1,0,45.902470035476966,2,4,1,1
255,1,1,53.46444535420697,2,3,1,0
256,1,1,52.44800951107485,2,5,1,0
257,1,1,51.26462788006313,3,7,1,0
258,1,0,43.962899381037296,2,8,0,1
259,1,1,52.549605391854485,1,4,1,0
260,1,0,43.16064730122908,1,9,0,0
261,1,1,50.87095626354815,2,6,0,0
262,1,1,52.36372846261571,4,8,0,0
263,1,1,50.98549934077952,3,8,0,0
264,1,0,46.819339409843856,3,6,0,0
265,1,1,52.54273429996078,1,5,1,0
