age,education_years,gender,minority_status,rural_area,local_unemployment_rate,job_training_hours,annual_income
11,31,0,0,0,11,46,167.5529760250404
13,33,1,0,0,11,48,172.2923161195422
11,29,1,0,0,10,46,167.72503546953683
13,33,1,0,0,13,50,178.26223896301804
8,29,0,1,1,7,42,159.70016559836435
10,27,0,0,0,9,43,158.45237787973284
13,31,0,1,0,7,44,158.6729306111652
13,29,0,0,0,9,47,169.55816842554376
7,23,0,0,0,11,39,150.3886191130123
13,28,0,0,1,10,47,164.35277424009777
10,30,0,1,0,10,43,157.50162479727595
16,29,0,0,0,10,47,165.27117500132283
8,32,0,0,1,9,46,168.43447183912068
10,28,0,0,0,8,45,163.58799720241694
5,27,1,0,0,9,45,173.13978524558618
9,30,0,1,1,10,43,158.05559374015152
11,31,1,1,0,9,43,155.57647783487835
7,28,1,0,0,8,40,150.3740236263918
5,29,0,0,1,8,42,160.107572064621
6,30,0,1,1,10,41,156.19647373149456
10,29,0,0,0,6,42,154.79644940580818
11,28,0,0,0,8,43,157.95704049541095
10,29,0,0,1,9,46,169.29691722457642
9,29,0,0,0,11,41,151.9737067638614
9,31,0,1,0,7,45,165.78584871924355
10,31,1,0,0,9,45,165.6324991302202
6,28,0,0,0,6,40,153.3401735656638
9,30,1,0,1,10,47,173.9569711540652
10,31,0,0,1,7,46,169.40049858173236
4,28,0,0,0,10,40,151.06892640689176
10,30,0,1,0,10,45,161.3873170563926
10,30,1,1,1,10,46,165.93366595183656
10,28,0,1,0,6,44,162.739941644116
11,32,0,0,0,14,48,171.3717988703801
10,30,0,0,0,9,47,170.88656236027035
10,31,1,0,0,8,45,167.12974812133487
15,33,1,0,1,13,51,178.25265188757288
10,27,0,0,0,12,46,167.28112049020044
5,33,0,0,0,7,39,149.08236663106612
10,27,1,1,1,7,43,160.57527254207423
4,28,0,1,0,8,40,155.5374488440383
9,31,0,0,0,10,44,161.86405412208703
13,31,0,1,0,10,46,166.17146918456652
8,30,1,0,0,8,40,149.73053743867504
13,33,0,1,0,11,47,165.98263094323363
13,31,0,1,0,6,41,146.96124946496406
11,30,0,0,0,8,44,159.26069417109662
11,26,0,1,0,7,44,161.98889377259843
5,29,0,0,1,10,43,162.67433918191486
12,33,0,1,0,7,44,160.35813175586918
9,29,0,0,0,8,43,156.41677140282462
8,32,1,0,1,12,45,167.06407110292702
10,27,0,1,0,12,45,164.59014720505024
12,28,0,0,1,7,47,168.0090889263133
15,28,0,0,0,9,49,170.54497490327574
12,27,1,0,0,8,44,161.05313960072172
5,30,0,1,0,14,43,161.3209956796811
9,30,1,0,0,11,47,171.7687219584121
11,30,0,0,0,13,45,162.3410895894697
8,28,0,1,0,11,43,157.6204227969261
6,33,0,0,0,9,39,146.59062799324664
9,29,0,0,1,9,48,175.16699906656424
8,34,1,0,0,10,44,164.07222824566483
7,27,1,1,0,8,43,162.9721354640183
10,28,0,0,1,9,46,166.86630592668746
9,29,1,0,1,9,45,166.30952360640794
11,27,1,0,1,8,44,163.51850541214586
5,26,0,0,0,9,39,150.1309078650779
12,26,0,1,0,9,47,167.94504424232778
6,33,1,1,1,9,41,157.24599495235225
13,25,1,0,0,9,45,164.78169494524576
7,26,0,1,0,8,39,148.23346452817648
6,28,1,1,0,12,44,166.39235211628275
8,29,0,0,0,7,42,158.90048267109364
10,32,0,0,0,11,44,160.77464291744758
6,30,1,0,0,12,42,161.62146544504557
7,28,0,1,0,12,43,162.4067493281899
11,30,1,0,0,14,50,179.40164889495455
6,31,0,0,1,10,45,170.3069370693522
8,30,0,1,1,9,42,155.7733166256227
6,29,0,0,1,12,45,166.59047035568636
12,31,0,0,0,13,50,174.67021579639987
12,31,1,0,1,11,49,174.79663944711265
9,25,1,0,0,8,42,157.06826816963562
9,30,1,0,1,11,46,168.60352525404892
8,31,1,1,1,13,44,164.92007712917635
10,29,0,0,0,7,43,159.6480459934338
12,30,0,0,0,8,45,163.9037590964445
6,31,0,0,0,9,43,164.1400540310042
11,30,0,0,0,9,45,162.2476429168068
7,30,0,0,1,10,45,166.48885806764395
11,33,0,0,1,9,46,166.80729260139347
8,35,0,0,0,13,46,170.58234512416118
11,30,0,1,0,9,46,166.36058924990206
4,33,1,1,1,10,43,164.21004875649948
8,31,0,0,1,7,43,160.31412377722228
11,30,1,0,0,11,45,164.1792275801514
10,30,0,1,1,12,49,177.4009405761446
10,30,1,0,0,10,44,162.0865009492788
6,29,0,0,0,7,40,154.35419034702485
9,30,0,0,0,11,43,156.41627637811953
8,27,0,0,0,9,42,155.39412118533042
12,26,1,0,0,10,46,164.823969103149
2,27,0,0,0,11,37,144.41039948549587
7,30,1,1,0,11,43,162.86967432992847
9,28,0,0,0,11,43,158.28196911689986
12,28,0,0,1,12,50,178.12217633156803
6,27,0,1,1,12,43,159.44827548727375
5,27,0,0,0,7,41,157.51650055151475
9,27,1,1,1,10,44,163.5265195258276
11,25,1,0,1,13,44,162.19256766931997
5,27,0,0,1,10,43,163.88296305055425
6,29,1,0,0,12,44,164.46699447942734
8,31,0,0,1,9,43,160.53529209887986
11,23,0,0,1,11,45,162.69185749980528
5,31,1,0,0,11,42,159.94606453819958
5,28,0,0,0,10,42,157.48052078132093
13,30,1,0,0,10,46,166.63385242520104
11,28,1,1,1,7,45,165.13460140374934
8,31,1,0,1,13,44,163.75929056733963
9,25,0,1,0,9,41,151.70481103765923
6,31,0,0,0,8,40,153.2719549834849
7,30,0,0,1,11,44,164.15116021608972
5,31,1,0,0,11,42,161.2267342178355
8,31,0,0,0,8,44,161.66838657400777
14,30,1,1,0,9,48,173.31725389203856
10,27,1,1,0,10,47,173.52479248199202
10,29,1,1,0,6,44,162.81550214330483
8,30,1,0,1,10,43,162.74210607480353
7,30,1,0,0,8,44,166.20277594575657
12,30,1,0,0,9,49,175.37239586520477
11,29,1,0,0,11,46,168.2981357674007
12,28,0,1,1,10,46,165.17831632793664
7,32,1,1,0,9,41,156.03105190952527
14,31,0,0,0,5,44,158.88068140478245
5,28,1,0,0,10,40,153.9153473163896
13,29,0,0,0,9,49,177.6751700006079
13,31,0,1,0,9,47,167.39847046758678
10,29,0,0,1,9,44,164.70676954435265
8,27,0,0,0,8,42,158.44412611701898
7,31,1,1,0,9,44,166.4728852551318
9,30,0,0,1,11,46,168.02529781246903
9,28,0,0,0,13,46,166.49053475481338
6,29,0,0,0,8,40,151.78127382480386
8,28,0,1,1,10,43,159.67475863239744
12,28,0,0,0,10,45,162.2368030892466
5,27,1,1,0,8,40,151.63383460962663
4,28,0,0,0,7,37,142.84447664309084
13,29,0,0,1,11,50,178.55412779258032
10,27,0,1,0,9,44,160.78773313662444
8,30,0,1,0,8,41,155.42362832432133
7,32,0,1,1,5,38,146.4167243914572
11,29,0,1,1,10,46,169.20154837525948
9,28,0,0,1,10,47,174.11817840775814
10,27,0,0,0,10,47,169.76591334461912
14,30,0,0,1,10,49,171.69350878701735
7,26,0,1,1,14,44,165.1929689383461
5,28,1,0,0,12,42,159.04926076224334
14,29,0,0,1,8,48,169.45942492896856
8,30,0,1,1,11,44,163.03458889051058
8,32,0,0,1,9,44,161.2845169205016
8,30,0,0,0,10,44,161.71864897847405
6,29,0,1,0,11,43,160.19302185823148
5,33,1,0,1,8,38,146.57484712875396
11,22,0,1,0,6,43,159.41979747907118
9,29,1,0,1,9,42,156.4441360872032
12,31,1,0,0,8,45,165.08686120489446
5,29,0,0,1,10,43,164.21386760926413
8,29,0,0,1,11,44,163.9081322654814
13,31,1,0,1,7,48,176.60346988908236
10,33,0,0,0,10,43,157.02957586585973
11,35,0,0,1,5,45,166.2316003082915
4,29,0,1,0,13,39,151.57694882187755
9,29,0,1,1,9,45,164.96260886813752
10,30,0,1,0,9,45,163.22013867478063
17,31,0,1,0,11,49,168.93629988387306
7,30,1,0,0,11,43,164.18858203644038
8,28,0,1,1,10,43,158.20075300674426
10,30,0,1,1,7,43,158.63472516487937
8,25,1,0,0,11,44,162.1805270482646
15,24,0,0,0,8,50,175.84357521142036
8,28,0,0,0,7,41,153.6101357065066
8,27,0,1,0,9,42,157.6720738759941
17,30,1,0,0,11,49,171.2241529119072
7,31,0,0,0,5,42,158.28774567985482
5,30,1,0,0,7,38,149.0509463891973
12,28,0,1,0,8,45,163.19339171049526
12,28,0,1,0,13,46,165.837130329421
7,33,0,0,0,10,45,166.61235343726156
13,30,1,0,0,8,46,167.13006559770545
8,30,0,0,0,11,44,162.6118278182973
6,29,0,1,0,11,44,163.24818155105493
9,28,0,0,0,11,46,168.48775078390594
12,27,0,0,0,5,43,156.32305918851588
10,27,1,0,1,7,45,166.14303693719157
5,25,0,0,0,11,43,161.38182870422037
7,32,0,1,1,10,47,174.9177085992835
9,27,0,1,0,12,45,164.62018000501504
14,27,1,0,0,13,49,174.3609428549031
10,28,0,1,1,11,46,168.22994397643046
7,30,1,0,0,12,44,162.67739972633143
7,26,0,0,1,12,43,158.2908672070382
7,33,0,0,0,7,41,153.05152451564385
9,34,0,1,0,10,46,165.6693125987189
11,29,1,0,0,6,45,163.73107417479028
13,32,0,0,0,8,45,161.1533216865899
6,27,0,0,0,8,38,147.4674102268224
11,29,1,1,0,7,44,161.44279458874212
10,28,1,0,0,8,46,168.57686366133817
10,28,0,0,0,9,43,159.5798991122892
4,31,0,0,0,10,38,145.35326810263834
5,30,0,1,1,8,41,155.83829013184533
10,33,0,1,0,11,46,168.72765761338448
14,28,0,0,0,12,46,162.7693188328343
8,25,0,1,0,11,40,149.78661110429127
8,31,0,0,0,9,43,158.46851538224064
11,29,1,0,1,9,47,171.27642637785283
6,33,1,0,0,12,43,161.18199384158797
6,27,0,0,0,8,42,159.72335025055776
10,34,0,0,1,10,45,163.40914391998083
3,30,0,0,0,5,40,155.200346370037
13,33,0,1,0,10,48,170.80450856474965
7,33,0,0,0,9,45,167.43375729494616
12,32,0,0,1,5,45,163.05569525181832
6,31,0,0,1,11,44,165.21435796345804
6,31,0,0,0,10,44,165.70652245539273
7,31,1,0,1,10,42,158.29638251431265
14,32,1,1,1,9,46,164.69659496914136
10,27,0,1,1,11,47,172.27230625809003
7,29,1,0,0,11,44,163.62731318983407
13,30,1,1,0,9,43,156.50083225017778
12,27,0,0,1,10,47,167.85643023150533
5,28,0,0,1,10,43,162.11246544069314
8,28,0,0,1,10,45,166.79781320935754
9,27,0,0,0,10,45,162.50001542696518
10,30,1,0,0,11,47,170.19225026348028
13,30,0,0,0,8,45,158.68353805419298
16,31,1,0,0,11,50,171.8526490388507
10,31,1,0,0,9,47,171.02199760270886
10,31,0,0,0,12,47,167.81119727168186
9,28,0,0,0,10,45,164.3978188065862
12,33,0,0,0,10,48,173.47933599339373
10,33,0,1,0,10,44,159.45267593921648
8,30,0,0,1,10,42,154.2784518947333
8,32,1,0,0,6,40,151.9290452604693
11,28,0,1,0,14,48,174.06731192623667
8,31,0,0,0,10,44,161.00441402807988
10,29,0,0,0,7,43,158.36154465415493
11,32,0,1,1,11,49,178.47939906264827
9,27,1,1,0,9,44,164.6902382818763
12,27,0,0,1,2,43,158.29776047541085
10,29,1,0,0,10,46,166.95008332631954
12,26,1,0,1,9,44,160.1084342953827
11,31,1,0,0,8,45,167.38987155147873
10,26,0,0,0,9,42,153.23442874002518
11,29,0,0,0,7,44,160.57116470656845
9,31,1,0,0,11,45,165.1540789860148
12,32,1,0,1,11,45,163.19468963161185
9,28,0,0,1,9,43,160.802090644243
11,31,0,1,0,13,47,170.0480648101321
13,26,0,0,0,9,47,168.92522046376442
8,28,1,1,0,6,42,159.6096410685637
8,35,1,0,1,9,44,160.74645488866756
12,29,0,0,1,5,43,156.16136538130291
11,30,0,1,0,9,42,154.41050321896194
5,29,0,0,0,15,42,157.9302296845119
5,32,0,0,1,8,44,165.3137769732792
11,29,0,0,0,5,43,157.22149106137817
12,29,0,0,1,9,45,161.9441237319664
9,32,0,0,1,10,45,163.4804116659716
10,27,0,0,0,7,41,152.51687595651848
10,29,0,1,0,8,43,156.1086359223292
11,30,0,0,0,8,45,163.3751149562362
7,28,0,1,1,9,42,158.66151801931085
6,31,0,1,1,8,42,161.91376538858532
18,30,0,0,1,8,50,173.86663999792967
11,32,0,1,1,11,46,165.14200501868208
10,27,0,0,0,8,44,160.52868328851807
7,27,0,0,0,8,41,153.71306988785483
8,32,1,0,1,5,42,157.46302118352543
10,25,0,0,0,13,46,164.4817250486326
8,28,0,0,0,10,44,163.7279998469987
6,32,0,0,0,10,44,163.40369133743678
11,29,1,0,0,11,45,161.97580878623216
11,30,0,1,1,8,45,163.42373959034472
8,28,0,0,0,11,43,159.56540775940184
13,32,0,0,0,9,48,168.39025753456602
8,26,0,1,0,8,40,149.33603655289912
12,33,1,0,1,9,47,167.78823963233967
4,31,1,1,0,9,38,147.7269862263554
13,33,0,0,1,11,50,177.86483068134922
7,30,0,1,0,8,43,162.48606314902983
5,26,0,0,0,10,41,156.08530294805453
11,28,0,0,1,10,47,170.4786623798801
9,32,1,0,0,15,47,170.84982385219655
8,31,0,0,0,10,40,149.091456746485
15,30,1,1,0,9,47,166.25802919654691
14,36,0,0,0,11,49,172.25204942876826
12,28,0,0,0,12,48,173.92091117578678
5,26,1,0,0,13,44,164.0546707959561
12,30,0,0,0,7,46,166.70846977614045
9,29,0,1,0,9,45,167.2376628178544
13,31,0,1,0,12,48,170.942344688235
10,29,1,0,0,11,44,160.8327515238117
11,31,0,1,0,12,46,166.6806925124516
6,29,0,0,0,13,45,167.5217479537866
11,28,0,0,1,13,45,161.32434946455484
8,33,1,0,0,10,44,167.64581861672096
10,31,0,1,0,6,44,162.75788657446392
9,31,1,1,1,6,43,158.99194718601055
10,34,0,0,1,12,46,163.8390970775287
8,32,0,0,0,10,40,149.52351573792623
6,31,0,0,1,8,41,154.23986939457035
4,28,1,0,0,8,41,154.1979572857695
7,25,0,0,0,12,42,155.80190999274978
11,29,0,1,1,11,44,158.0196135324746
9,28,0,1,1,9,45,167.45379336185923
11,29,0,1,0,9,45,161.3430981719915
1,26,0,0,1,7,36,144.9871702131243
5,30,1,0,0,10,41,157.78773819839157
9,26,0,0,0,9,42,156.5832484026907
11,27,0,1,1,9,43,158.53874131626486
8,32,1,0,0,11,42,156.64372889719172
9,31,0,1,1,5,42,156.50518670123725
14,32,1,0,1,15,53,183.86344918983815
11,30,0,1,1,9,48,172.98494167411525
16,31,0,1,0,10,47,164.27230498533407
13,32,1,0,0,10,46,164.80217943499156
4,30,0,1,0,14,43,162.25400670693145
14,27,0,0,0,13,48,168.80425677584634
11,31,0,0,0,11,47,168.83511594478946
7,31,0,0,1,8,44,164.48157465292226
9,25,1,0,1,11,44,163.63806586151958
11,31,0,0,1,7,46,167.67326575237317
5,31,0,1,0,12,45,168.55039859807792
15,31,0,0,0,9,48,166.20292036158477
14,30,0,1,0,9,47,168.19362861370757
14,30,0,1,0,13,50,177.44753471859875
6,32,0,0,1,12,45,166.78197261862738
9,29,0,0,1,10,44,162.6655288950437
7,29,0,0,0,7,43,165.9703609588384
7,33,0,0,1,6,40,153.99972791246307
9,25,0,1,1,9,44,162.91815384696866
12,32,0,1,1,9,49,178.23142434642557
8,30,0,0,0,10,42,154.8227589106728
11,31,1,0,0,7,46,168.78929995430752
6,32,0,0,0,10,39,147.48112765477703
9,27,0,1,0,13,44,161.89768689567825
6,24,1,0,0,13,40,153.93006764027035
9,27,1,0,0,8,42,156.76971913479062
13,28,1,0,1,9,48,171.48272193908497
10,26,1,0,1,14,46,164.58475976313292
11,30,1,1,0,10,43,156.6862220420203
5,27,0,0,0,10,42,158.60001011442782
14,25,0,0,1,10,48,171.80559543593347
9,29,0,0,0,6,43,158.6389999038304
13,30,1,0,0,12,48,171.02272675804386
9,33,0,0,1,11,47,169.78250902940644
3,29,1,0,0,7,40,156.54851739644664
13,31,0,0,0,8,46,165.98145626151847
6,29,0,1,0,10,42,160.16689757352412
12,31,0,0,1,10,49,177.57127185084445
6,34,1,0,0,12,42,158.25652220789542
7,29,1,0,0,12,43,159.54439756378207
16,32,1,1,1,10,51,179.18563029530762
11,26,0,0,0,12,48,173.55378099663395
8,30,0,0,0,7,43,161.17293154852032
