defendant_age,public_defender_experience_years,severity_of_charges,previous_convictions,gender,minority_status,prior_representation,judge_experience_years,public_defender_assigned,sentencing_length
13,29,12,11,0,0,0,11,9,78.27905254607558
9,27,8,6,0,0,1,12,7,75.65822348303942
7,30,8,19,1,1,0,10,14,85.68675612757218
7,31,6,11,0,0,1,16,10,79.9215916080416
10,26,12,15,0,1,0,11,15,91.61406770342543
9,32,6,15,0,1,1,9,11,81.59130397165093
7,30,8,13,0,1,0,9,11,81.98363148772505
7,31,7,19,1,1,0,12,18,100.49722823607692
6,26,7,16,0,0,0,13,22,107.62148911459012
6,33,7,13,1,0,0,13,11,84.06468283442584
4,32,6,11,1,0,1,11,8,78.08095973814801
10,31,7,14,0,0,0,11,10,77.63934466002578
12,26,5,12,0,0,0,10,12,85.46302884429953
5,31,2,10,0,0,0,12,11,84.5808878755438
10,26,6,9,0,0,0,8,12,86.78424187140764
7,33,3,19,0,0,0,16,21,109.28607769849656
9,28,8,17,0,1,0,8,16,93.36993673869196
9,34,10,16,1,1,0,11,10,81.87857724645703
9,38,12,12,0,0,1,8,2,66.42210085944954
13,31,7,14,0,0,0,11,10,80.6722006359042
13,29,8,17,1,1,0,12,16,95.20932908528508
9,26,8,13,0,0,0,11,15,91.13687242754212
6,30,5,14,0,0,1,9,14,96.10887887163108
8,25,5,15,1,0,0,9,21,105.4428426004236
12,27,6,14,0,0,0,12,12,80.38169046545232
7,26,12,13,0,1,0,11,15,90.78965650746092
13,33,2,10,0,0,0,10,3,63.65518524311618
4,25,12,14,1,1,1,12,16,92.62008758504588
9,25,7,11,1,0,0,11,13,86.68616814822127
12,29,4,15,0,0,1,15,15,92.9355598741245
13,28,11,12,0,0,1,9,8,75.79453103755066
10,33,9,14,0,1,0,11,11,85.31113656145459
9,27,11,19,1,0,0,9,19,100.83060036591706
10,32,4,14,1,1,1,10,10,83.11485817467913
13,30,10,8,0,1,1,13,5,68.85420722490349
5,32,7,16,1,0,0,15,15,89.85173201237018
9,34,3,14,0,0,0,9,10,81.6313394536956
15,28,11,10,1,0,0,11,10,82.42716158442194
8,30,10,11,0,1,1,10,7,72.5671377734951
15,29,10,14,0,0,1,11,11,83.75735686716457
6,27,10,17,0,0,0,13,18,95.73869839846463
10,32,8,15,0,0,1,11,9,78.74043127285937
11,27,0,15,0,0,1,10,16,94.90220264987744
12,28,11,17,0,0,1,14,17,98.76502038476806
9,29,9,13,1,1,1,15,15,92.9518009096148
8,31,8,16,1,0,0,11,15,92.55050080221966
5,30,9,13,0,0,0,13,14,92.8594087494961
6,30,9,11,1,0,1,8,9,76.94527598678445
6,32,8,17,0,0,0,13,14,86.731692098469
5,32,6,11,1,1,0,13,13,91.65457851754827
10,31,4,15,0,0,0,12,14,90.8166153582833
10,32,1,13,0,1,1,11,10,83.97601965966412
7,33,12,10,1,0,0,12,7,74.75281207481106
6,26,8,17,0,1,1,14,19,101.56891111814754
9,30,6,16,1,1,1,14,16,94.0936374111604
9,27,8,17,0,0,0,13,20,104.30220882514573
12,26,11,17,0,0,1,18,19,100.06344274293248
10,29,2,15,0,0,0,9,15,93.25700194874447
13,30,8,13,0,0,1,13,12,85.38889914130831
12,31,8,17,0,0,0,11,12,80.37649322000699
16,30,13,15,1,0,0,13,12,86.00876986502325
11,28,6,16,0,0,1,11,15,90.00715038289566
15,33,8,15,1,0,0,10,9,78.33948157047772
8,30,8,12,0,0,1,13,10,79.40982744753043
10,31,4,15,1,0,1,12,12,83.93679039811597
6,29,9,14,1,0,0,11,15,92.1558936177834
11,28,11,12,0,0,0,11,13,89.63019032061857
9,25,10,8,1,0,0,10,14,93.39136701352864
4,30,10,9,0,0,1,13,10,79.40697370829501
5,31,11,17,1,0,0,11,16,95.39752061032618
10,31,10,9,0,0,0,12,6,72.0865811911533
5,31,10,12,1,1,0,16,10,77.69967187286636
11,24,6,13,1,0,0,14,19,102.11965488117912
10,31,12,12,1,1,1,10,7,74.56978633922131
5,29,6,15,0,0,0,14,19,103.74440259926334
10,30,8,17,1,1,0,12,14,88.08707991077402
12,26,11,18,1,1,0,16,19,99.00177970643914
9,29,3,10,0,1,1,14,10,78.66015348582316
8,28,7,18,0,0,0,11,21,108.42722609034124
6,29,3,19,0,1,0,12,22,111.24888176825458
16,31,6,14,1,1,0,13,9,78.84488093220094
8,26,4,12,0,0,0,12,18,97.84544907572784
13,28,10,16,1,0,0,11,14,88.8323388994347
8,30,9,9,0,0,0,7,4,66.59336996055508
11,31,7,12,0,0,0,10,8,77.86565798679864
14,28,10,19,0,0,1,13,19,102.59811985610358
9,33,10,12,0,1,0,14,11,86.26453093133422
8,28,8,11,0,0,0,12,14,94.6619943532686
10,30,6,18,1,1,0,12,16,92.38057198616198
13,26,9,12,0,0,0,11,14,89.88960591271162
13,31,6,18,1,1,1,13,15,91.18475097127477
7,27,9,13,0,1,0,9,14,89.78547852376336
12,27,3,13,0,0,1,8,14,93.64145901299388
10,30,14,15,1,0,1,12,17,103.5727566303814
7,32,8,13,0,1,0,16,12,85.0848842532868
9,29,9,13,0,1,0,9,11,83.05611114912926
10,33,3,17,0,0,1,13,13,86.2096770914891
5,30,5,12,0,0,0,12,16,96.28205662636746
13,31,9,14,1,1,0,10,9,77.02752703463094
6,31,6,13,1,0,1,13,9,77.85571017180845
11,30,6,16,1,1,0,15,16,94.22314513408728
9,27,5,11,1,0,1,14,14,92.17296147881
7,29,10,13,0,0,0,13,13,87.17096068959515
8,30,7,14,0,0,0,14,15,93.2352296631405
10,30,5,14,0,0,0,10,13,85.26035168377923
11,31,7,18,0,1,0,12,14,85.94789759350712
10,30,7,17,0,0,0,16,19,101.50280142619508
10,28,6,14,0,1,1,9,12,84.6348361097261
9,31,8,14,0,0,0,11,12,84.17905016414272
10,32,13,9,0,0,0,9,3,64.83945402734152
4,32,8,18,0,1,0,15,16,92.54060472832634
17,28,8,14,1,1,1,11,11,80.58524907597862
9,27,7,13,0,1,0,12,16,94.3785699460688
8,28,6,10,0,1,1,13,12,90.17520713474693
10,31,11,15,1,0,0,12,13,89.65499213810115
9,29,11,14,1,0,0,11,10,78.26574466842277
9,29,9,13,0,1,0,12,15,93.02977270013888
10,31,8,15,1,0,1,13,13,88.75898198461327
6,29,6,10,0,0,0,11,12,85.07105502166445
16,29,7,12,0,0,0,11,9,78.33191360683612
11,36,11,12,0,0,0,13,4,67.19933478030231
11,26,9,16,0,0,0,8,16,90.43505869367962
4,28,7,14,1,0,1,9,16,96.07259119508332
7,28,7,14,0,1,1,13,17,97.70252707084104
8,30,9,13,0,1,0,10,12,87.3299209178711
5,27,13,14,1,1,0,8,14,91.6964428926965
9,28,12,14,1,0,0,9,14,91.20544345856378
9,28,9,19,0,0,1,13,15,87.03457944707756
7,27,6,14,0,0,0,10,16,95.29434124156197
11,30,3,15,0,0,1,12,12,81.6391151895603
11,28,2,11,0,0,0,11,14,91.45971306274431
10,33,3,15,0,1,1,12,10,77.19265512548654
12,29,4,12,0,0,1,14,13,90.59089223149084
9,31,3,11,1,0,0,8,9,77.63661212229235
11,28,4,16,0,0,1,11,16,94.58094496096211
15,32,3,14,0,1,0,12,8,74.84175628695543
10,29,8,18,1,1,0,11,18,99.09610740977692
4,32,7,15,0,0,0,10,15,93.8996181928685
12,23,12,10,1,0,0,9,13,91.5371654232902
13,27,5,15,0,0,1,11,15,94.19716061096256
9,26,4,11,0,0,0,7,11,80.57987824580324
6,34,3,7,0,0,0,10,4,69.15943131328136
11,32,6,15,1,0,0,10,11,84.79639092072026
11,31,7,11,1,0,0,14,9,78.78246003346081
12,32,7,12,1,1,0,13,9,78.64034351069813
11,30,8,16,0,0,0,13,17,98.86030389113922
11,33,6,10,0,0,0,10,5,71.27101348596814
12,29,4,15,0,0,1,14,15,91.10410229424096
8,28,5,13,0,1,0,15,16,95.592220310936
11,31,3,11,0,1,0,11,8,74.83149339535694
6,30,7,12,1,1,0,8,9,76.80744930242835
8,28,4,21,0,0,1,10,21,106.82140844488724
9,24,2,12,0,1,1,13,16,94.3326307680568
15,34,5,13,1,0,1,10,5,69.48180103194773
7,30,8,18,1,1,0,14,19,102.87924104196952
7,36,3,8,0,1,1,10,1,61.11841690830634
2,31,12,13,0,0,0,9,12,85.59399785219526
13,32,10,16,0,0,0,11,12,85.89067239676429
11,33,11,15,0,0,0,9,9,76.82506238210361
15,28,9,19,0,1,1,11,15,89.2688968168731
7,26,9,17,1,0,1,11,21,105.98148365131708
14,32,13,12,0,0,1,11,5,68.99550493597248
5,28,9,7,0,1,1,12,10,85.03845346865982
7,28,6,14,0,0,0,11,15,93.19950758378094
8,33,6,14,0,0,0,9,8,73.1302433857676
12,31,10,15,1,1,0,15,13,87.98702420460127
11,31,1,17,1,0,0,11,16,91.84987015826486
10,29,7,16,0,1,1,10,11,80.60905529586925
6,32,8,12,0,0,0,9,10,83.3980398115911
9,35,12,16,0,0,0,11,9,77.69522293172604
12,29,8,13,1,1,0,13,13,87.62035986576194
7,28,6,14,0,1,0,12,16,93.6941140824176
8,25,3,11,1,1,1,11,14,90.60290520425586
11,28,7,16,0,0,0,13,14,86.3826570481768
10,31,10,13,1,0,0,10,9,75.6918565730029
12,25,6,20,1,1,1,13,22,107.29425153186304
13,28,2,12,0,1,0,10,12,86.98253169854016
6,29,0,10,0,0,1,12,8,73.42190795392459
12,30,9,15,1,0,0,10,12,85.48013260049544
4,30,9,12,1,0,0,8,11,84.74263601355172
10,28,12,15,0,0,1,11,13,86.08832887429871
11,30,8,17,0,0,0,8,14,87.8739859358357
12,28,7,13,0,0,0,14,15,93.50163515030624
8,31,11,10,0,1,0,12,7,70.66878275953826
6,28,13,15,0,0,0,10,18,102.81523097477276
5,29,5,11,0,0,0,9,14,95.6879034206628
8,27,5,12,1,0,0,7,11,82.99904311354565
6,33,4,14,1,0,1,11,12,88.01967412959047
7,29,10,11,1,1,1,10,10,81.99381036313596
11,29,6,14,0,0,0,11,13,86.72785765530129
12,27,4,14,1,0,0,13,14,90.03689133090198
8,31,6,14,0,0,1,14,12,84.80674637903213
10,31,13,12,1,1,0,11,9,76.82792645103473
7,28,5,14,0,0,1,11,15,92.09563143537288
13,26,9,11,1,0,1,12,12,85.697768154835
4,30,10,14,0,0,0,16,15,91.77726883108949
8,32,5,12,0,1,1,12,9,76.96613954814016
12,32,6,15,0,0,1,11,11,86.1897435151259
12,30,2,8,0,0,0,16,6,67.50255436662746
12,28,4,9,0,0,0,11,11,86.68186706015464
8,28,7,17,0,0,1,9,18,101.30062565732544
11,27,8,13,0,1,1,10,12,85.54190614567065
5,30,1,13,0,1,0,12,12,83.48928005095208
11,34,9,11,0,0,0,16,10,83.07861033178929
8,35,8,14,1,1,0,11,9,78.66886348719292
10,32,3,12,0,0,0,10,10,78.84452254239915
7,29,11,15,1,1,0,11,14,90.21257459215128
12,28,7,11,1,1,0,15,13,89.11834789298688
9,26,6,15,0,0,0,10,18,99.3188366067496
4,32,9,13,0,0,0,9,9,75.04352122297205
8,28,6,14,0,1,0,12,17,98.0204923008032
10,29,4,15,0,1,0,11,15,90.42112213913532
6,28,6,12,0,0,0,13,17,101.5328541701815
9,29,11,11,0,1,1,6,6,69.41104166903519
7,26,4,13,0,0,1,13,17,95.38647527084296
6,33,5,12,1,0,1,10,8,75.5318824729626
11,34,10,15,0,0,0,11,8,77.73563368367324
12,29,8,11,0,0,1,11,7,72.60179329456471
11,30,8,13,1,0,1,14,10,80.7894662286441
12,30,8,14,1,0,1,10,11,81.83202925935866
9,29,9,14,0,1,0,10,13,87.94870466728452
6,28,9,13,0,1,0,9,13,87.94696414760007
13,31,7,15,0,1,0,13,13,88.84465847732694
10,31,12,12,1,0,1,8,9,80.50449454565532
10,29,2,15,1,1,1,10,15,93.9395353110664
6,34,8,14,0,1,1,10,8,73.11429454295146
11,31,6,8,0,0,0,10,7,77.09859811021359
10,30,9,15,1,0,0,13,14,90.83357017688596
13,25,10,11,0,0,0,11,13,85.66929841298447
8,27,5,12,1,1,0,16,16,94.91304418088262
7,32,10,17,0,1,0,11,13,83.46397259204045
7,30,8,8,1,1,0,10,9,79.87260005547978
10,31,7,13,0,0,0,12,10,78.82891585201762
9,26,6,17,0,0,1,15,23,112.38868120885532
12,33,5,13,0,0,0,13,11,85.62264561958591
9,27,6,19,0,1,0,11,20,103.387849165294
12,29,9,13,0,0,1,10,11,86.51511922292352
7,33,10,10,0,1,1,11,4,67.35699045280049
9,32,9,13,0,0,0,14,8,72.4360158758843
12,33,8,16,1,0,1,13,11,82.95405530698405
9,27,7,13,0,0,0,14,17,101.21736121766064
11,31,7,13,1,0,1,14,9,80.13281985486375
10,32,8,12,1,0,0,12,7,71.14000829512986
13,29,3,16,0,0,0,10,16,95.4540164133764
7,29,9,12,0,1,1,16,16,98.90708451746016
4,26,8,13,0,0,1,10,15,91.489062165633
6,32,6,12,0,0,0,11,10,80.47129071760337
17,31,6,12,0,0,1,8,4,64.3729773979925
11,27,12,17,1,1,1,13,16,92.28695924311296
8,29,9,11,1,0,1,11,11,85.69053219282767
11,24,12,12,0,1,1,9,12,84.1897101639011
9,29,5,9,0,1,0,11,7,71.31405478989849
8,30,8,11,1,1,1,13,10,81.62411976327111
9,30,8,13,1,1,1,10,9,79.8956085242156
9,33,14,15,0,0,0,16,13,87.35427827542621
7,34,7,10,0,0,1,11,3,63.33557840716041
6,31,11,13,0,0,1,8,10,81.81531945416299
11,28,10,17,1,0,1,14,16,94.47467941771112
6,27,9,19,1,0,1,10,20,102.21443162627791
4,31,10,11,0,0,0,12,12,86.33166422871064
10,33,5,15,0,1,0,10,12,86.26718225610749
4,31,7,15,0,0,1,11,13,84.48164473822362
11,30,5,18,0,1,0,10,14,85.42045694351319
11,27,7,13,1,0,1,11,13,90.42656133455166
9,29,12,20,1,0,0,11,18,96.55681282915629
10,32,0,13,0,0,0,9,10,80.96901153869605
11,29,8,14,1,1,0,11,12,83.37143945600106
12,24,7,18,0,1,0,9,19,96.3261508133171
13,30,10,11,0,0,0,12,11,85.81829941607626
10,31,10,16,0,0,0,11,14,91.79507555426078
8,29,2,12,1,1,1,12,13,90.1974857901662
12,33,10,13,1,0,0,11,8,73.69279020727481
9,29,8,14,0,0,0,11,14,87.46568121547088
15,30,11,14,0,0,0,8,8,75.10218120553331
12,28,7,12,0,0,0,13,12,85.63860782193551
8,28,8,12,0,0,1,9,10,80.48481842207556
5,33,9,11,0,1,0,12,8,74.43769833849943
6,26,12,16,0,0,1,10,19,102.65199130131222
11,28,8,15,0,1,0,12,18,101.8733881416169
7,31,8,12,0,0,0,10,11,85.50957664745711
6,29,8,14,1,1,0,16,17,99.51568550868332
9,29,7,17,0,0,1,10,15,90.66406169568953
11,31,8,18,0,1,1,12,13,82.51815670625676
8,28,8,16,1,1,0,10,15,90.8729866893529
16,26,6,14,1,0,0,9,15,93.89142273316988
4,31,3,16,1,0,1,10,14,90.25720521964809
8,30,7,13,1,1,0,8,9,75.82982512166271
8,27,6,16,0,0,0,16,22,111.93159513820936
13,30,5,9,1,0,0,11,7,75.13189106548555
13,30,8,16,1,1,1,12,11,81.71899999107856
17,32,9,13,0,0,0,12,7,71.92776577894752
13,30,7,12,1,0,1,12,9,78.70485068097287
10,32,10,14,0,0,0,15,12,85.74468502793736
9,28,11,12,0,0,0,10,12,85.71496730900898
5,26,10,15,0,0,0,13,18,100.39581790274949
13,33,10,12,0,0,0,9,5,69.86895871023486
6,29,10,13,1,1,1,10,13,90.80215684526163
10,27,10,13,0,0,0,13,15,93.41041485833028
11,30,11,13,1,0,0,13,12,88.10266433606382
11,28,5,16,0,1,0,6,14,90.1318024799236
7,29,11,13,0,0,0,16,15,90.94418014520372
8,31,7,14,1,1,0,10,10,80.2852996012116
5,26,3,17,1,0,0,15,24,113.49462169424515
11,30,8,14,0,0,0,12,9,71.59706925948012
11,28,7,15,0,0,0,10,15,92.70014877240004
5,29,9,11,1,1,1,12,10,81.56661342308175
10,33,14,13,1,1,0,12,7,74.74686680438509
7,33,8,14,1,1,0,15,11,81.39695856020666
11,24,7,13,1,1,0,15,19,100.46227490922811
11,30,8,11,0,0,0,11,10,83.09847083150949
10,27,9,19,1,1,1,11,17,94.13398563010465
10,32,5,14,0,0,0,9,11,85.773532217656
9,28,9,14,1,0,1,11,13,87.27920118572979
8,25,11,12,1,0,0,13,17,94.96645379794388
7,32,7,14,0,1,0,12,9,76.03104507661249
7,33,6,14,0,1,1,16,11,82.01835454799668
13,28,5,12,0,1,0,10,12,85.50444070918823
5,27,6,14,0,1,0,8,12,80.71241708206732
8,35,8,11,1,0,0,11,5,69.64841968326697
11,30,7,13,0,0,0,12,12,87.04650389884343
11,28,9,15,1,0,1,14,15,92.71470209309544
10,31,6,12,0,0,0,12,10,83.13831835402317
7,30,9,8,1,0,1,12,7,75.94885172877486
13,31,4,12,0,1,0,12,7,72.46395043529256
16,30,12,12,1,1,1,12,6,68.4704713572389
10,29,9,12,0,1,1,10,10,81.88923790762148
7,30,4,9,0,1,1,10,6,70.19476808919752
10,32,8,11,0,0,0,11,7,72.9207387785467
11,28,10,15,1,0,0,12,13,84.35721622932624
10,30,2,11,0,0,0,10,7,68.99396020627778
12,31,14,18,1,1,1,13,12,81.11949575765357
9,29,11,15,0,0,0,9,13,90.61213206406735
11,32,6,13,1,0,0,11,11,86.61633926637299
10,27,8,10,0,0,1,10,12,85.40018118053581
15,25,3,13,0,0,1,10,11,81.28259110322671
8,31,6,13,0,0,0,9,11,82.92306747116376
12,30,6,16,0,0,1,13,12,81.70469879588855
9,28,6,14,0,1,1,12,14,92.7074501596698
8,30,4,16,0,0,0,12,14,86.98504782021908
4,34,12,12,0,1,0,10,6,69.50694294135097
9,29,10,16,0,1,1,10,15,91.76637183809872
10,33,3,12,0,0,0,14,9,80.38089510972124
8,30,7,15,0,0,0,11,12,83.620787357798
9,30,9,11,1,0,0,9,10,83.25121743040187
10,29,5,14,1,1,0,13,12,82.91992503894494
5,28,8,8,0,0,0,14,12,87.56368239787636
6,28,8,11,0,0,0,12,14,89.64841276769498
14,31,4,13,0,0,1,10,11,82.29384792875163
6,27,7,13,0,0,0,14,15,90.68606176080328
10,29,7,21,0,0,1,10,18,98.99872188936948
8,28,8,9,0,0,0,12,11,82.19771629364828
13,29,5,15,1,0,0,10,13,86.55700663201024
10,27,13,19,1,1,1,11,17,92.40815799716988
12,27,12,16,0,0,0,13,17,98.70242414030264
11,23,9,15,1,0,0,8,16,91.81792740499884
5,27,6,11,1,0,1,12,14,90.89776337143287
10,30,11,13,1,0,0,11,10,83.63127168431745
12,27,8,14,0,0,1,10,14,89.41294742502546
9,33,6,13,0,0,0,14,11,83.87053825938456
14,27,9,13,1,0,0,15,14,91.72364677964208
8,28,8,16,0,0,0,8,16,94.24243365426383
15,29,2,17,0,0,0,9,13,83.59848573971647
8,30,4,12,1,0,1,12,11,85.08247878340485
4,27,10,13,0,0,0,14,16,95.36126855418269
7,29,9,15,0,0,0,14,17,94.2511400603422
13,30,5,13,0,0,1,12,9,74.03569992477854
8,29,9,14,1,0,0,11,16,97.03168898051864
10,31,10,13,0,1,1,13,12,88.76516251876141
11,30,7,14,1,1,0,12,11,78.03427565542894
13,32,10,17,1,0,0,9,13,89.46151062953275
6,30,7,10,0,1,0,12,13,90.19572483129116
10,30,9,16,1,0,0,11,16,95.67017214337504
10,25,9,12,1,0,1,10,13,88.16604081426074
12,28,7,11,0,0,0,11,10,80.00531351134373
7,28,9,13,1,0,1,15,18,101.30555414514724
10,31,9,10,0,1,0,11,6,70.75382052492412
14,30,13,13,1,0,1,13,10,81.89168408034736
18,27,9,12,1,1,1,15,9,75.2854397795868
13,28,7,10,0,1,0,14,10,81.13461507525747
16,29,6,17,1,1,0,11,15,92.93830276416338
11,33,12,16,0,0,0,12,13,87.9216093647916
8,28,9,16,1,1,1,12,15,89.43376905788459
11,28,9,12,0,0,0,10,13,86.45793321954302
8,30,7,13,1,1,0,12,12,84.02387871200727
9,27,4,11,0,0,1,10,11,83.18171177826255
11,29,7,7,0,1,0,11,5,69.22566254059002
7,31,6,13,0,1,0,10,13,90.08156469692
12,28,8,14,1,0,1,7,8,69.61002154320086
8,29,5,12,0,0,0,6,10,78.64247263271567
13,29,9,15,0,1,0,8,10,76.1085384367104
9,31,10,10,0,0,0,11,8,76.69075314182967
8,27,6,17,0,0,1,8,16,92.64716931391932
11,29,8,13,0,1,0,12,12,86.22043045857335
7,28,2,14,0,0,0,10,14,88.22771939385188
8,28,5,12,1,0,0,12,13,87.75555480136171
12,25,9,19,1,1,1,11,21,105.29354378830244
10,28,7,16,0,1,0,9,15,89.93796718129462
12,28,4,15,0,1,1,13,12,83.65489272891071
11,28,8,15,0,1,1,13,12,82.52877244844548
11,29,13,17,1,0,0,9,13,84.64892688164672
7,30,6,6,0,0,0,10,6,72.79752631516317
10,31,2,13,0,0,1,9,7,70.00342044865641
11,28,12,11,1,1,0,11,10,81.013205228673
10,31,9,7,1,0,1,11,3,65.03654814328033
12,32,1,17,0,1,0,10,14,90.47642182864632
11,31,4,13,0,0,1,14,12,86.8494181692716
10,28,9,16,0,0,1,7,14,89.18394694680674
5,32,9,14,1,0,0,13,11,82.90240615858187
5,22,12,15,0,0,0,12,22,107.02698577711462
15,30,14,12,0,0,0,13,9,78.16623188491468
12,26,5,12,1,1,0,10,13,85.23226494590386
9,27,7,13,1,1,0,11,15,94.90031412677588
6,30,5,13,1,0,0,13,15,93.56137852650504
7,27,4,14,1,0,1,11,14,90.07085803222343
8,29,7,12,0,0,1,9,13,89.94613366053893
11,29,12,17,0,1,1,13,14,88.7774511690427
5,31,9,12,1,0,0,12,12,86.89882880498656
9,28,6,11,0,1,0,13,15,93.59826404646232
8,31,6,11,0,1,1,9,8,79.78552725068292
10,30,9,7,0,0,1,10,6,73.3867234399117
13,27,10,12,0,0,1,10,14,95.5370592522016
10,28,6,11,0,1,1,9,10,78.86668281290407
11,27,12,11,1,1,1,8,9,80.48192016885822
10,32,7,12,0,1,0,9,6,71.5276418802108
11,27,12,9,1,1,1,12,10,82.43174216954442
10,27,12,10,0,0,0,9,10,81.83168426703702
9,25,9,13,0,1,0,10,15,90.84984568833188
10,30,8,17,0,0,0,14,17,98.0173000519104
8,29,2,13,1,1,0,12,12,81.55484903573814
5,29,8,9,1,1,1,10,6,70.1189588070012
7,26,8,17,1,0,0,8,18,98.769611245899
4,30,5,15,0,1,0,8,14,89.2498247757266
11,31,5,12,1,1,1,13,9,78.7447805714299
11,32,7,12,0,0,0,17,9,76.7720569934482
9,28,9,16,0,0,1,8,12,83.1622800924291
10,27,3,11,0,0,0,12,12,84.61641367993683
11,28,4,14,0,0,0,8,13,87.19706647699526
9,28,6,14,0,0,0,11,17,97.76443434648318
14,29,10,10,0,0,0,17,13,91.07823034685173
12,27,10,8,0,1,1,10,8,76.83211988932139
8,30,9,12,0,1,0,14,9,76.96390091688804
5,30,7,17,0,1,0,11,15,90.53196092955298
6,29,11,12,0,1,1,11,12,86.60334004956285
8,31,5,12,0,0,0,14,13,89.00179553121427
2,29,5,11,0,0,0,13,16,98.71274460360011
11,32,12,9,1,1,1,11,4,68.84166516589445
9,32,3,15,0,0,1,8,12,89.13413678461157
11,33,7,12,1,0,0,14,8,76.34394288317743
8,31,11,14,1,0,1,14,16,99.373401001793
6,28,6,12,0,0,1,13,14,90.6963190546426
1,33,8,13,0,1,0,13,12,84.02935375902298
11,29,9,12,0,0,0,10,8,71.43890294448994
10,32,5,6,0,1,1,13,1,57.41769186622565
5,27,9,15,0,0,1,13,16,95.90954383898402
10,32,3,11,0,0,0,11,6,69.85832371268408
13,25,4,18,1,1,1,11,19,98.15399982470991
5,29,10,13,0,0,0,12,14,89.39257065056037
9,27,5,18,1,0,0,13,20,104.00850427606616
9,27,10,15,1,1,1,12,12,82.39046759539251
9,31,8,14,1,1,1,10,12,88.94937406473163
11,24,9,13,1,0,1,13,16,94.84949686865129
14,30,7,14,1,0,0,9,9,76.43761637727239
5,31,6,10,0,0,0,15,12,89.0747351272667
12,30,7,13,0,0,0,11,11,82.02507063471631
11,28,5,10,1,0,1,15,10,82.23512773041915
13,31,9,14,1,0,0,12,10,78.57656520733258
13,32,7,14,0,1,0,15,9,75.43110929856469
