age,income_level,gender,minority_status,education_level,social_assistance_program,social_mobility_index
0,6,0,0,14.45389066332263,1,10.921165712069712
5,6,1,0,13.05129247644469,0,8.698205127965847
13,7,0,0,11.046917458822604,0,4.128892915438421
11,5,1,0,16.966397877842706,1,13.474905427098888
9,4,1,1,15.204534008105718,1,12.136753586834336
6,6,0,0,17.06117654925897,1,14.992313738173682
5,4,0,0,14.189534169905174,1,10.607618221710228
7,9,1,1,14.776837473858626,1,12.229012672597554
10,7,1,0,12.337900150478626,0,5.950370377749602
8,4,0,0,12.017595422302188,0,6.879525155615067
5,6,0,1,20.08602482708906,1,16.030993089240326
8,5,0,0,17.78565334555169,1,14.592916447655668
6,8,0,0,11.931321276225637,0,6.359782359456596
12,2,1,1,12.498161886881356,0,6.887504975930844
5,5,0,0,14.917194993945415,1,11.299862199346547
10,5,1,0,13.697383827323364,0,8.53068777023261
6,6,0,0,12.266663151484432,0,7.421344693923904
2,6,0,0,9.87104412018168,0,2.952476966434864
8,5,0,1,12.34533394349585,0,6.757143659375439
6,6,0,0,13.714996587131582,0,8.890486895139263
4,3,0,0,14.014109103617088,1,11.21029841914354
4,6,0,1,14.049754581992824,1,11.055987172486326
2,6,0,1,16.823909518463886,1,13.3505923563567
11,6,1,0,14.069842443454707,1,10.537731856478072
12,4,1,0,13.068421669400074,0,7.767590160501586
9,7,1,0,17.588838061221583,1,12.993063989503616
5,6,0,1,15.68056525001641,1,13.04798745844012
2,6,0,0,14.109769774690909,1,10.572330483654262
7,4,0,0,14.069858726556683,1,10.985737608216148
13,8,0,0,12.835312906798222,0,7.214680542730732
9,6,0,0,16.97582343013893,1,13.363289048797611
9,4,0,1,15.774798463634722,1,12.820134173577856
10,5,0,1,14.574247728758271,1,11.908483548550706
10,4,0,1,13.82371760832044,0,9.288069153796798
6,4,0,0,10.14361689106032,0,3.770280999654824
11,7,0,0,12.21627918208482,0,6.766261823879724
10,5,0,1,13.82265254288164,0,8.443424108480272
7,4,0,1,14.836843465787894,1,11.200833665097548
6,6,0,0,15.43190364862606,1,12.386060676843892
12,6,1,0,12.171038322222554,0,6.576670036615024
5,6,0,0,13.895492065554912,0,9.868425886554682
8,4,0,0,12.288904977605116,0,6.659498368374726
8,6,1,0,8.33909070215533,0,1.1413373036423926
5,6,0,1,15.49805326710378,1,12.314728021913655
10,7,0,1,17.76748472915323,1,13.744279487021542
11,6,0,0,13.50814967811999,0,8.618954561610826
10,5,0,1,11.575765003820168,0,6.081582742090037
9,6,1,1,16.21645439279814,1,13.626528964383631
6,3,0,0,10.56198706721679,0,3.283085151676276
8,6,1,1,9.042186525848852,0,1.927419629218512
7,5,0,0,13.787258435277048,0,8.456252426713116
5,7,0,0,13.30527603287295,0,8.392275330123868
7,4,0,0,15.107811927058403,1,11.097448638668862
7,4,0,0,8.922913548016314,0,1.7672511630281629
10,9,0,0,13.673593084101377,0,8.191085054879567
9,4,1,0,14.28297615061301,1,11.590148224856303
10,6,0,0,14.788564937515398,1,10.749753559515607
10,8,0,0,13.191134268792798,0,7.375699736906935
11,6,0,1,14.99472400565236,1,11.309909426994206
11,5,0,0,13.762844247450197,0,8.644001053980569
9,5,0,0,11.099234959147722,0,3.653836908635391
7,8,1,0,17.888587448443488,1,14.916519138388844
4,3,0,1,16.029804257811954,1,12.006507557389307
3,6,0,0,14.039576227671978,1,11.204052832102525
9,7,0,0,11.727565365737837,0,5.470399377384475
9,5,0,0,12.138485604895576,0,6.616245714974489
7,4,1,0,10.439201786651626,0,4.034050567700271
7,7,0,1,14.97131714512963,1,11.933710969559506
7,3,0,0,10.716416635610283,0,4.333613772389405
11,7,0,1,12.033163308486737,0,7.356860885316629
5,7,1,1,12.425595563753204,0,8.031790396424368
8,6,0,0,17.24804717103089,1,13.281971677652306
4,6,0,0,16.756971993031538,1,11.920892813868576
10,6,1,0,13.241916710510608,0,7.754154873695543
7,4,0,1,14.039342521412902,1,11.361856217617476
8,4,0,0,13.981537163571833,0,9.40209048759136
9,9,0,0,15.823225110658942,1,11.85433646543808
8,4,0,1,12.889421444376088,0,7.12286802744631
7,4,1,0,14.429544994933377,1,12.042549865754728
8,4,0,0,15.014225956191936,1,11.733629201213608
7,6,1,0,11.369972531944416,0,5.6759401709901685
8,4,0,0,14.744216984587617,1,11.853407635069118
6,7,0,1,13.903212588587772,0,9.314643546679422
8,5,0,0,13.201096343389976,0,9.148827106752842
5,5,0,1,14.77042142317542,1,11.31208905226379
6,3,1,0,13.245223110557044,0,8.892213255626366
5,5,0,1,16.183749743436746,1,12.28747633812131
5,6,1,1,15.25830570802616,1,12.105648904622766
13,4,0,0,16.66810464735244,1,12.902619066673676
12,4,0,0,10.662586681496048,0,3.869884230188301
2,6,0,0,14.96202820140669,1,12.133084933078882
4,3,0,1,13.221604263225377,0,7.94124547867587
7,4,0,0,12.155957812842564,0,7.225446624046146
10,6,1,0,15.617166034501604,1,11.942941499231257
8,5,0,0,18.280057358421672,1,13.323092783984787
9,6,1,0,13.727442018807572,0,9.044627288693295
14,6,1,1,14.046889537422784,1,11.474214553922648
14,7,1,1,12.621774707429234,0,7.1871058657274185
7,3,0,1,12.35554501634606,0,6.594438255029993
9,6,1,0,11.93689824526206,0,7.1209957665176
4,6,0,0,13.389515652183077,0,7.811264637856601
9,5,0,0,14.822034668578343,1,11.5212167046085
4,4,0,1,11.944485094846742,0,6.280541194564903
4,4,0,0,12.314407532213387,0,8.151945479343711
9,4,0,1,13.724496066139592,0,9.177262996918865
10,6,1,0,15.867164145045454,1,11.940993287738904
10,6,0,0,14.08552184302389,1,10.794908994518918
9,4,0,0,12.070019709715718,0,5.699270377534276
10,8,1,0,11.5966161895352,0,5.874125137278058
2,4,0,0,13.725705965155326,0,9.377910068038796
8,8,0,0,16.708265097371044,1,12.863269595048251
4,6,0,0,16.865764929907254,1,13.677296326102114
7,4,0,0,14.539501233057862,1,11.88138791539059
7,6,1,1,16.559015530600636,1,13.380505355919444
6,3,0,1,10.268331874884884,0,2.9672581093884856
7,5,0,1,14.325070254643013,1,10.99938737632607
13,6,1,0,13.849077328024263,0,8.536457319958753
6,5,0,0,14.885120447197922,1,11.702808963966929
10,5,1,1,17.062267998370622,1,13.416227943731348
10,8,0,0,13.674508189479049,0,8.911755204343628
7,6,0,0,13.479242397271811,0,8.958425026815345
7,9,0,0,10.469691116198234,0,3.971363098846752
6,5,0,0,14.09883862801286,1,11.029498166906643
-1,3,0,1,10.5750379793655,0,4.927526161820451
12,6,0,0,11.116905698270322,0,4.647310483653047
10,6,1,0,14.019157727719572,1,11.14991385369443
12,5,0,1,14.113850515875283,1,10.000352327932983
14,7,0,1,14.555648133280672,1,10.087039579203587
3,6,1,1,14.434376978210413,1,11.57202751644145
9,4,1,1,11.93891468726416,0,5.945934754542805
7,5,0,0,14.126242709956513,1,11.170353629895729
5,6,0,1,15.00247037752702,1,11.317710198442317
8,8,0,0,9.532051995598916,0,1.370971626792575
10,6,0,1,14.624503751270147,1,10.974247954750986
5,6,0,0,13.603936390157193,0,8.670305239325224
7,4,1,0,12.240755231122844,0,7.30912939259739
9,5,1,0,13.350303941712053,0,8.30320666785087
8,5,0,0,12.88847405153489,0,7.221258635904153
11,5,0,1,15.831973865789893,1,12.642991591542328
7,8,0,1,13.056879959182062,0,7.726144610169353
0,5,0,0,12.568822226588704,0,6.7440068160554105
6,6,0,0,11.031481367755385,0,4.337569680050703
5,7,1,0,12.352798304965509,0,7.70869119987425
14,5,1,0,15.96827420418483,1,12.3920011785781
10,3,0,0,15.403956151931457,1,12.081411575114684
5,4,0,1,15.994378911415264,1,13.212175118659555
7,7,0,0,12.946324551481885,0,7.5366219628166835
5,7,0,1,13.13375158146312,0,7.493770246011671
7,6,1,0,13.517483627859166,0,9.255882163505849
7,4,0,0,14.699925769332909,1,12.353599248573344
11,6,0,0,13.033646012503947,0,7.781901372602308
13,7,0,0,15.322035740495576,1,11.76752665939136
11,6,1,1,14.31669488125554,1,11.551998811841072
5,6,0,0,14.732951975469396,1,11.497942744941824
9,9,1,1,15.796350868894294,1,12.310633041421903
3,3,1,1,13.320368010828831,0,8.45499193808647
7,6,0,0,13.9193955600466,0,9.305314830506688
10,6,0,0,14.19064406200347,1,11.395805492881657
8,2,0,1,16.917654224136918,1,13.26144359219246
12,8,1,0,13.243402583930912,0,8.43926169450982
5,7,0,0,14.038029359582506,1,10.375202304704516
9,6,1,0,14.422009875559652,1,10.963354055572095
9,5,0,0,17.13728345192968,1,13.37783019432701
9,5,0,0,14.392780875943684,1,10.660925939798087
8,5,0,0,15.029892731404418,1,12.062719110290931
8,2,1,1,16.74603826753728,1,12.678595593697358
7,5,0,0,15.846431326025495,1,11.740979788396652
0,4,0,0,17.653227807991758,1,14.566313749853396
11,5,0,0,14.719176892419036,1,11.034253776227708
9,4,0,0,14.64023588109298,1,11.09466958025295
8,5,0,0,13.87635470869326,0,8.966762397448717
8,6,0,0,15.306094924967912,1,11.76459411045049
10,8,0,0,15.689743136085925,1,11.61239311074856
14,5,0,1,12.22504816049335,0,5.867775959045553
7,3,1,1,14.970488863280885,1,11.792575237852487
2,3,1,0,14.741306063037996,1,12.736422916842065
2,2,0,0,11.919133149733756,0,7.208080816773826
5,6,0,0,13.040059017850403,0,7.585390361154657
6,3,1,0,10.832782850559376,0,4.6883816447341085
6,7,0,1,10.79040955889214,0,4.140726513036279
5,6,1,1,13.966291091428785,0,9.474751925502453
4,6,0,1,13.864973699028983,0,10.151139799453698
8,6,0,0,17.254794488681842,1,13.342941008427166
11,5,1,0,16.73507910132092,1,12.902776389421678
6,5,0,0,13.592728485051316,0,8.628006814553423
0,7,0,1,16.8880352450588,1,14.547084424977584
6,6,0,0,13.461824985678806,0,8.50149776099351
6,6,0,1,12.729253070240292,0,7.676475744550274
4,4,0,0,17.100286359771726,1,13.965426867147366
10,6,0,0,15.311782137691356,1,12.271868002348528
12,6,0,0,15.372047005785369,1,11.60569043555215
8,6,1,0,14.390482792060562,1,11.31023019045726
1,6,1,0,16.283561065343175,1,13.443148872654866
9,5,0,0,11.319394327474743,0,5.437700089207068
6,7,0,0,12.899610218946956,0,8.361118246794632
7,7,0,0,14.985856739012876,1,11.980711789470876
10,4,1,1,13.376113436960363,0,8.525567265907508
6,6,0,0,15.39695021205726,1,12.183791990696804
4,4,1,0,13.04282929736731,0,8.153002285146393
13,8,1,1,14.28579910464151,1,10.919522303848764
5,4,0,0,11.549414756038654,0,5.514758268520151
1,5,0,1,14.042736374620237,1,11.889353987863096
11,7,1,0,11.958468622924002,0,5.1850560751233
5,4,1,0,14.549541163319882,1,11.429180961688372
6,5,1,1,16.20043624845944,1,12.526432773475952
9,5,0,1,14.097480529716025,1,10.330532104513368
9,8,1,1,15.30006849081044,1,10.748647177013035
9,5,1,1,11.60999882537654,0,5.794649840776697
7,7,0,1,15.497130661537648,1,11.755096842684765
7,4,1,0,11.89177445794873,0,6.43729622603289
9,3,1,0,15.1917316921522,1,12.525089083699458
13,5,1,0,12.736086820377997,0,7.005007059024287
11,5,1,1,12.305916465030098,0,6.745302673844999
7,10,0,1,17.00147226057023,1,13.476500894404928
8,6,1,0,14.980034181123797,1,12.269250249765411
7,8,0,1,11.369756204148937,0,5.438909884001893
6,5,1,0,10.534101673659915,0,4.485707885376853
5,5,1,1,13.409255614055551,0,9.102468269879544
3,7,0,1,19.404284002288687,1,15.260798592818665
9,7,0,0,13.19809659284868,0,8.005917274941021
0,4,0,0,13.186937181133686,0,8.071529449963107
8,6,0,1,14.52683532074119,1,11.122734234893876
7,9,0,0,13.747315087453291,0,8.961057132332632
9,6,0,0,11.832244217798682,0,5.458607114402293
13,5,0,1,11.598371829076257,0,5.429895102560635
0,6,0,0,14.48439830216675,1,12.0106410353833
10,4,0,0,19.38237169065092,1,15.603383399543103
13,8,0,0,13.801115961219882,0,8.203464325359008
6,7,0,1,15.916437991514565,1,11.355143463151837
10,1,0,1,14.904773819934997,1,12.108563159601957
2,5,1,0,15.40806228510866,1,13.225636605617163
11,5,0,0,17.271250493880867,1,13.418119829341952
6,5,1,0,10.874974729006816,0,4.742403981829401
12,8,0,0,14.77971885130374,1,11.322570995737545
8,9,1,0,17.802392609631614,1,14.537876062062498
14,5,0,0,12.530885750194123,0,6.391861123886705
3,6,0,1,15.256383409417376,1,12.422881739164657
11,6,0,0,13.885411506490088,0,8.36014944888565
4,4,0,1,14.4468535952008,1,12.735493795016724
4,5,1,0,12.262881699123485,0,7.560160844375965
10,4,1,1,14.66473507411647,1,12.064658797834433
9,7,0,0,14.501793766848785,1,10.72448439924728
9,6,0,0,15.24713662414838,1,12.144633273169218
4,6,1,1,16.157664457345106,1,12.55637320907656
6,4,0,1,14.112031841532657,1,10.801438321011004
8,3,1,0,14.728288967828114,1,11.794905474983532
6,6,1,1,15.345055839940306,1,11.28036239597708
9,5,0,0,14.428547986269669,1,10.34058076131839
5,1,1,0,14.203816770488384,1,11.843215886200236
6,4,0,1,14.745555105966766,1,11.556720247697184
8,5,0,0,13.63087139703858,0,8.616118021647045
7,7,1,0,16.37460131006676,1,12.304362692538948
4,5,1,0,10.87767240419216,0,5.075197560857959
9,3,0,1,16.956971107844623,1,13.46506762533154
6,4,0,0,11.792842079123789,0,6.687986061098875
4,6,0,0,18.46311419324836,1,14.548687882614608
2,7,0,1,13.956224677679296,0,9.548477653437478
1,6,0,0,13.137558496721752,0,8.770017495071523
14,3,0,0,12.1944185241893,0,5.610955037802506
7,7,1,1,16.996637356639223,1,13.674827745107008
5,5,1,1,14.29644095234822,1,12.12458085578889
10,8,0,0,15.777366655556923,1,11.306832656683998
10,6,0,0,10.882415215312871,0,4.572039995125896
3,5,0,0,14.151662232087052,1,10.985189460079846
11,8,0,1,12.020854688278956,0,6.282524494225217
8,6,0,1,12.801832689079305,0,8.197712382841878
4,7,0,1,12.691040755647323,0,6.948879679957736
8,5,1,0,12.60237677815392,0,7.7702012060081405
10,6,1,0,17.1356511171684,1,13.581075728856977
10,5,0,1,12.711960868253154,0,7.394753356406426
2,8,0,1,16.00446646451606,1,12.887248692407622
13,5,1,0,15.3263152891698,1,11.848376014364511
2,5,0,0,16.355955076332705,1,12.020778410635666
13,6,0,0,16.346128180539573,1,12.082892776530043
7,5,1,0,13.50074849932367,0,8.768385653785268
9,4,1,1,16.218313404391303,1,11.982186893315026
7,8,1,1,15.88200427552424,1,12.432685221584268
5,6,1,0,12.693035708798991,0,8.080416889454732
7,5,0,0,15.110679208076924,1,12.241668801253512
10,5,1,0,16.485501415798133,1,13.093387449260382
9,6,1,1,13.80985893054422,0,9.564129222489932
4,7,0,1,14.172371669859013,1,11.037428386211683
13,4,0,1,14.270984801664618,1,11.352927610325608
6,6,0,0,16.696411839935564,1,12.74339413247368
6,7,0,0,12.601515680373106,0,6.954907466403904
10,5,1,0,16.44159519227011,1,12.788150429136165
8,5,0,1,14.041352058285256,1,10.800527212387944
6,5,0,0,12.444542419699388,0,7.598012542561925
9,3,1,1,16.834468277215873,1,13.052407689543996
12,3,0,0,15.005496677211209,1,10.870520207670308
5,7,0,1,13.822669431541376,0,9.947388740584572
8,7,0,1,15.124622119776468,1,11.915666603084318
5,5,0,0,15.311238301761213,1,12.129136604124382
6,4,0,0,16.15443377783756,1,13.402541522126208
4,8,0,1,16.80680699265621,1,13.642205564357395
2,5,0,0,14.59242090012898,1,11.239233165783467
9,3,0,1,14.540616714642969,1,11.563038778757292
9,5,1,0,9.982849966397742,0,3.547983150212319
10,4,1,0,14.77262216591457,1,11.112164825428788
12,7,1,0,13.081298054570116,0,7.656155276665313
8,4,0,0,13.900344835559284,0,9.049811476380704
16,8,1,0,15.07809722947661,1,11.360943790781086
11,4,1,0,17.202303973655237,1,12.62808026048981
6,4,0,0,13.355396820998584,0,8.05716575764254
5,6,0,1,13.641751961527198,0,9.245816973822876
1,6,0,0,13.34411693438711,0,9.218381227377565
2,5,0,0,12.570189753233082,0,8.129778377163102
11,3,1,0,15.628394435759748,1,12.455973350156585
8,5,0,0,10.774609649625308,0,4.264298407279682
10,8,0,0,16.23780405288278,1,11.923480924028548
6,4,0,0,12.262816485642611,0,6.960980498746578
6,2,1,0,14.396219183805291,1,11.060964722265362
13,6,1,0,13.758947351140046,0,7.941941748428886
12,4,0,0,14.86626795231837,1,11.258808304298585
4,7,0,0,11.782820587043172,0,6.789687480028969
5,4,0,1,12.433196836595265,0,6.951640365166012
6,6,0,1,13.51341652762398,0,8.555362673909283
8,4,0,0,17.945397027776394,1,13.622130229501566
11,5,1,1,17.388053745136293,1,13.656872482588945
7,5,0,0,13.03177432714091,0,8.559378545202891
10,4,0,0,11.990057151627452,0,6.451507678900649
6,2,0,0,13.482552891215196,0,8.809749673411712
4,5,0,0,18.24615312922432,1,14.240985297550708
8,5,0,1,13.558370297166094,0,8.772847344220546
7,6,0,0,13.531869034140431,0,8.653230056087283
10,6,0,0,15.749554988625908,1,12.67097622684689
10,6,0,1,17.120934823235498,1,12.922950357209343
10,5,1,1,12.828045431784878,0,6.076395791104398
4,3,0,0,16.204445497712918,1,12.093169146528336
9,5,0,0,15.514718336908103,1,11.325592241698024
10,7,0,1,12.825919388041555,0,6.626802408090876
4,4,1,0,17.675325268910445,1,14.089025591282011
3,8,0,1,14.889025909879065,1,12.035685501827585
8,2,0,0,10.876101215765196,0,5.080942344089958
9,8,1,0,15.32902018580684,1,11.719125231121264
9,4,0,1,15.82073329340223,1,12.173640846641494
3,6,0,0,14.25217133839831,1,11.35683031576502
7,6,1,0,17.12877306763094,1,12.786191096413871
6,4,0,0,13.84363358692397,0,9.269216469779542
11,6,0,0,11.681427776483886,0,6.14629476158308
10,8,1,0,16.488552269422996,1,12.634124033199438
8,7,0,0,12.760516794239928,0,7.335987549472541
10,7,0,0,16.775947297067717,1,12.4026019750643
3,6,0,1,14.553759648510043,1,11.044140715572942
11,6,0,0,14.024995880879716,1,10.560729808979978
6,5,0,0,17.054387876300083,1,13.669556338869842
10,4,0,0,11.82015015430954,0,4.979456565528553
3,8,0,0,11.799783607472571,0,6.584404447130269
10,6,0,0,15.044366829005718,1,11.081002860639254
3,7,0,0,14.82697277208116,1,11.013166457768744
3,5,1,0,12.982268875936532,0,7.864041500006068
11,8,0,0,12.223865238412031,0,6.590325664276716
11,7,0,1,13.360279747785563,0,8.06248248956647
9,7,0,0,13.285125340608507,0,9.036556268500885
6,6,0,1,16.859126266706035,1,12.901339172152955
8,6,1,0,16.651536790325213,1,13.966964650258449
10,6,0,0,15.5446030684759,1,12.433778733628236
6,4,0,0,15.010875523204213,1,11.616019047910138
10,7,1,0,10.308379638581684,0,4.160293463145502
13,4,0,0,15.728736314733244,1,12.303801023329552
5,6,0,1,14.624007760791327,1,11.78432958336932
5,5,0,0,15.267779558079113,1,12.94814769241852
5,4,0,0,14.44738709490268,1,11.014805499260346
9,5,0,1,12.843403144565034,0,7.140093543440252
10,4,1,0,15.833858511945738,1,12.319372049687354
3,9,1,1,13.792050121941632,0,10.69387654228656
5,6,0,1,15.383663889600308,1,12.065916560053154
8,4,0,1,10.127327526698622,0,3.721684036076647
12,3,0,0,14.08070339858229,1,10.741485447933922
6,5,0,1,13.61896238573108,0,8.635808994777632
8,4,0,1,10.253230018076277,0,3.516543038581963
7,6,0,0,14.328505000916206,1,10.813866164908806
5,6,0,0,16.280149661654626,1,14.231372031359244
11,4,0,0,11.334439344431027,0,5.177412340065062
10,9,0,0,12.720006586570868,0,7.221624400436223
6,6,0,0,15.581125724604943,1,12.128675692517875
7,5,0,0,16.585908815549352,1,13.47093021725076
12,7,0,0,15.985261078447014,1,12.651110937174987
14,7,1,1,14.961654638143171,1,11.621781671232212
6,5,0,0,11.218450703367958,0,5.645076480804852
5,7,0,0,16.381639583096366,1,11.997854900661189
5,4,1,1,13.123779520299465,0,8.533469862706509
7,5,0,0,14.813024334420168,1,12.048617997587902
3,5,1,0,13.711520871532262,0,9.15708166760842
8,4,0,0,11.68627575574222,0,6.194821130276373
7,6,1,0,11.493711734454443,0,6.256475272669311
5,5,0,0,12.9868259323139,0,7.628807337405733
4,9,0,0,15.89241551646404,1,12.468213057406276
9,6,0,1,13.415897504303206,0,8.397850606833112
9,7,0,0,14.201593290670708,1,11.068762654818933
6,7,1,0,15.268788072367476,1,12.46169891347684
10,7,0,0,12.575456343501113,0,6.454167011532332
9,5,0,0,14.882459907967563,1,11.073327540925051
5,4,0,1,16.299906522292403,1,12.42953866081446
4,7,0,1,14.09150850906054,1,10.70080317014884
9,7,1,0,15.174005848815336,1,12.30642816863609
12,8,0,0,13.46236444875681,0,8.132055249993291
3,7,1,0,12.89469973892326,0,8.290812076658419
11,2,0,0,10.349492501401375,0,3.6966115214380015
12,5,0,0,16.153732501805358,1,12.059580179204044
10,3,0,0,14.293894945035966,1,12.218915737979676
6,6,0,0,15.31874506226055,1,11.52776929941914
5,5,0,1,16.415584081651243,1,12.981518233137452
10,5,0,1,15.612427306698349,1,11.22070620818025
12,3,0,1,11.340737514715173,0,5.251834216697623
8,7,1,0,13.72751029187135,0,8.939599693964018
11,6,0,0,13.022498046047856,0,7.790974105971873
1,6,0,0,13.995521341347848,0,9.835199383440868
9,6,0,1,12.990134033073168,0,7.426628287970058
11,6,0,1,16.185733606983106,1,12.178329922975816
12,5,0,1,14.409868111637428,1,10.613257426788222
4,6,0,0,12.968110632415176,0,8.288603644521444
5,5,0,0,14.330002087033549,1,11.74962886089862
14,4,0,0,14.632769562538371,1,11.09626389724745
4,5,1,0,12.476337396507088,0,7.894896698316685
13,7,1,0,13.30144375776398,0,7.184616759789295
6,7,0,1,13.442529503882875,0,8.544329643461138
3,7,1,0,13.298009723166944,0,8.884696140537988
10,6,0,0,13.67673565624464,0,8.679835941292062
4,6,1,0,13.26438546684858,0,7.829164969713881
1,7,0,0,15.539264136127644,1,13.340666442979945
7,4,1,0,13.150538326977738,0,8.380549557805534
0,2,0,0,14.609396667395307,1,11.573274475463938
6,6,1,0,9.45346130265186,0,2.957423579399484
10,4,1,1,14.114691336974818,1,10.76944169018384
4,5,0,0,15.653711659370272,1,13.13561037192028
5,3,1,0,10.930915432627652,0,4.758121393139263
10,3,1,0,14.614450513870056,1,11.089801097278064
12,6,0,1,15.415537307748483,1,11.704159976295736
7,4,1,0,13.929736893638928,0,9.090748950839984
5,7,0,0,13.08258031707928,0,9.091305289375327
5,6,0,1,13.507821081347435,0,8.394936504273574
8,6,0,0,14.695314156493255,1,11.683047128979371
10,6,1,0,15.5847955693427,1,13.184111173017774
16,5,0,0,13.048741995269657,0,7.541889799872181
4,6,0,1,12.732477290470529,0,8.699987504136816
10,6,0,0,9.594134355821232,0,2.2755890761258524
10,6,0,0,13.617754069344125,0,8.482571114164767
9,4,0,1,13.591971761261028,0,9.231312313689884
8,6,0,1,12.440887666193769,0,7.382885277503648
7,6,0,0,14.831736768598098,1,11.342347557800904
1,3,1,0,15.33041833272573,1,13.311517514403564
11,8,0,0,12.765804371264036,0,7.042181870813625
2,6,1,0,14.017182251557054,1,11.59067057953661
12,3,0,0,10.018180210539612,0,2.8386712525082687
13,4,1,0,13.607601520938848,0,8.916551341105626
11,8,0,1,13.849312567352426,0,8.45419243021145
6,5,0,0,15.280797550477464,1,12.003626991342912
5,7,1,0,12.868649226969309,0,8.074149349618876
10,5,1,0,9.986741376258728,0,3.0089465346299784
10,5,0,1,13.664635460475877,0,8.684495221138627
7,6,1,0,13.636040973806503,0,8.96492089528311
9,8,0,0,13.904980871739586,0,9.24173968975436
7,6,0,0,9.059153406768768,0,2.5787125937528312
6,7,0,0,13.074758044511436,0,8.227927320899708
6,7,0,1,13.38559297087209,0,8.466696123721851
7,6,0,0,14.43927291219689,1,10.78968011220528
6,5,1,1,14.081113537086583,1,10.833578378423171
5,6,0,0,13.92251886879705,0,8.992649441608942
7,8,0,0,14.129397389900484,1,10.826848107425011
3,4,0,0,12.34535918406229,0,7.026946703262607
13,5,0,1,11.400684214292305,0,5.08941821284205
10,4,1,1,15.658533051217129,1,12.385975798342068
5,5,1,0,9.746729082829283,0,3.4181829489450366
8,8,0,1,12.658121592026577,0,8.084389811995827
