worker_age,years_of_experience,union_membership,job_training,minimum_wage_increase,job_satisfaction
24,24,0,1,1,92.42366820229094
21,28,1,0,0,88.7399436049605
39,20,0,1,0,91.69700511940373
21,22,0,1,1,90.62893659270306
27,25,1,1,0,88.64668473381064
19,27,1,1,0,89.21231621775136
17,25,0,0,1,88.64218263506373
36,34,1,0,1,105.69598959488928
31,24,1,1,0,91.45579157656472
34,23,0,1,0,91.59151722403544
20,30,0,0,0,89.22978197386195
20,27,0,1,1,93.43073730409957
12,23,1,0,1,85.80022136494912
18,25,0,0,0,82.66220228819385
18,26,1,1,0,85.12747706664241
28,22,0,0,0,87.40446101525019
9,23,0,0,0,76.50240781545315
43,23,0,0,0,95.51693412705112
6,19,1,0,1,77.76169591118298
7,17,1,1,0,71.93952989356586
24,19,0,1,0,81.3963213111433
6,17,1,0,1,78.66747468576774
39,24,0,0,1,99.52753626389904
13,22,0,1,0,79.30335696874839
16,26,0,1,1,90.2013658697251
15,19,0,0,1,82.79346261030459
26,24,0,1,0,89.44163801834856
34,23,0,0,1,97.37537804451144
24,27,0,1,0,87.89606763952065
40,28,1,0,0,99.25350759260306
18,24,0,1,1,90.63681678358084
28,29,0,0,0,92.74642239832868
22,27,1,1,0,88.98067765666636
22,25,0,0,0,84.38930860310722
34,26,0,0,1,99.7201920373919
36,17,1,0,0,88.46356498579254
31,17,1,1,0,82.17776472917606
14,26,0,0,0,81.75212076401853
42,33,0,0,0,102.67556583013508
34,18,1,0,0,86.87551212879534
23,24,0,1,1,90.26754347629578
30,26,1,0,0,91.9142654006152
20,25,0,0,1,89.7175119272596
23,25,0,0,0,85.93759140402045
24,27,1,1,1,96.33737784506056
35,24,1,0,1,99.02187639110282
26,24,1,0,1,92.54661729240227
18,22,0,0,1,89.53239609643701
8,30,1,0,1,87.43047318403175
32,29,1,0,0,94.11788324442183
35,26,0,0,1,100.61028578983324
44,23,1,0,1,101.66098522125762
37,18,0,1,0,89.09903355463781
17,21,1,0,1,86.56497549531738
32,24,0,1,0,90.43842011532392
33,27,1,1,1,100.11270838709788
42,25,0,0,1,102.40275216988832
35,20,0,1,0,88.7878667605531
31,29,1,1,0,96.41550458622788
37,18,0,0,0,88.71363253685115
23,24,1,1,0,86.95450544065788
16,28,1,0,1,91.8842847265507
14,25,1,0,0,81.85666562364136
29,20,0,0,0,86.31444357677391
27,24,0,0,0,88.01217233330797
24,23,0,1,0,83.85468829415625
31,30,0,0,0,95.03088149404864
31,25,0,0,1,97.3242656409031
10,15,1,1,1,79.04446771801159
14,22,1,1,0,79.20243066943789
33,24,0,0,1,98.13359624644885
24,28,1,0,0,91.00090805766575
0,19,0,0,0,70.12479648653158
25,31,0,0,1,97.42164183487836
31,26,0,1,0,90.98273940962709
19,16,0,1,0,74.92293291395329
29,14,1,0,1,86.36947010864493
39,23,1,1,1,99.6737839990053
18,29,0,0,0,86.48768911872112
25,21,1,1,0,84.94099694118809
30,24,1,0,0,90.30211869261016
26,25,1,0,1,94.58776772568352
36,27,1,1,1,101.1565057956734
27,20,1,1,0,86.76327058721763
29,29,1,0,0,93.9681112109852
25,25,1,0,1,93.43973314235367
29,21,1,0,0,85.06674693867548
11,29,0,1,1,87.00336881814694
30,21,0,0,0,88.987812807872
20,23,1,0,0,85.18609933481501
11,25,0,1,0,78.9724380103368
33,30,1,1,1,101.2598412346774
9,20,0,0,1,79.16978845696386
16,28,0,1,0,87.083841067449
33,24,0,1,1,97.35779704196044
33,25,1,0,0,92.04915827044104
24,25,1,1,0,88.37303293527157
22,26,0,1,0,88.12132510141704
15,24,0,0,0,80.74452991513412
30,25,1,0,0,92.27846059727834
16,25,0,0,0,83.58945620999235
31,19,0,0,0,86.93935248290852
22,30,1,1,0,91.56905357621552
13,19,0,0,1,82.08754189356645
15,29,0,1,1,92.50007897643329
26,20,0,0,1,89.04520311800107
38,24,0,1,1,99.10833514732744
17,20,1,0,0,78.3311478873597
43,24,1,1,1,103.93515808710396
42,25,0,1,0,96.23565912354616
-1,25,0,0,0,72.26781613770913
24,18,0,0,0,82.9478738070736
25,23,0,0,0,86.36929587791037
32,20,0,1,0,86.51488941492808
25,22,1,0,0,85.99389398519783
25,22,0,1,0,85.0676565338813
46,25,0,1,1,105.17894712664804
26,21,0,1,1,90.8561916793687
40,15,0,1,1,93.41832844992852
25,22,1,0,1,92.09251117691952
25,29,0,1,1,97.27389094246388
19,17,1,0,0,76.50164651824149
15,22,0,0,0,78.9079203954995
20,25,1,0,0,85.54317404651913
28,19,0,0,0,85.33224259091183
28,25,0,0,0,90.00937778449305
49,20,0,0,0,96.83315428557874
3,24,0,1,1,81.70606124602865
12,25,1,0,0,82.41372404402073
18,21,0,1,1,85.74034363818906
31,15,0,0,1,88.98650900903598
14,16,0,0,1,81.9275766056582
14,24,0,0,1,85.6181151570045
31,17,0,1,0,85.24872143891105
36,28,0,1,1,102.01614927815994
15,22,0,1,0,79.7033761588852
16,20,1,0,1,86.86591306943224
44,27,1,0,0,102.6836151432007
28,26,1,1,0,91.25700853069976
23,24,0,0,1,91.36691595701532
8,27,1,0,1,85.89989646455814
11,21,0,1,1,82.16356803128681
15,25,1,0,1,88.26989437942693
39,17,0,1,0,89.01062049913116
22,23,0,1,0,84.33742762621553
38,22,0,0,1,98.13410831776586
24,22,0,1,1,89.76192984160522
25,20,1,0,1,90.78397408034854
34,28,0,1,0,95.45248814799383
20,27,0,0,1,91.99345646030628
29,23,0,0,0,88.6907654940567
23,26,0,0,1,93.28039259823
26,29,1,1,0,91.74862462661164
34,23,1,1,1,99.6705230057116
26,18,0,0,1,89.05113575544772
10,24,1,0,1,83.51484445533572
19,25,1,0,1,90.56283263365926
23,25,1,1,1,94.50614695589586
34,23,1,0,1,96.0793942990382
37,27,1,0,1,103.38594089590478
25,21,0,0,1,91.35613255046316
36,19,1,0,1,95.93389231339374
30,22,1,0,0,89.88588178945565
20,27,0,0,1,91.49036091626608
13,20,0,1,1,83.7208207268172
26,27,1,0,0,88.80729397163077
8,25,0,0,0,78.44965465693292
33,26,1,0,0,93.50723044748132
36,23,0,0,0,93.139417126231
-6,29,1,0,0,73.95845372835801
37,28,1,0,1,104.08496868981368
29,31,0,0,0,94.8387179417048
18,13,1,1,0,74.92928344230302
23,24,1,1,0,87.96760954121248
25,18,0,0,0,81.73534212051295
20,20,1,0,1,87.46485985827898
25,27,1,0,1,95.49252960215708
29,26,0,0,0,88.99868023378373
17,29,1,0,0,87.84686712982568
17,18,1,0,0,78.88385046305274
26,21,1,0,0,85.26571858854744
30,20,1,1,0,89.5251529009172
6,29,1,0,0,80.86192308896094
20,27,0,0,1,91.40768360054632
38,19,1,0,1,95.1867962414631
11,21,1,0,1,83.22259768570977
19,27,0,1,1,91.85115488931966
19,17,1,1,0,78.70369990266776
27,29,0,0,1,97.31844165134513
33,23,0,0,1,97.1582012563847
34,21,0,0,0,89.58697703158826
22,24,1,1,1,91.57574386134982
36,26,1,0,1,100.35096881107712
20,24,1,0,0,85.02823880180864
20,16,0,1,0,77.06594268191425
21,23,0,0,0,84.50005009352935
38,18,0,0,0,87.91521538976545
27,29,0,0,1,97.7320679446436
14,25,0,1,1,86.36757603410538
28,15,0,0,1,85.95257364684917
22,26,0,0,1,91.43426853539596
19,24,0,0,0,83.69693243691944
16,25,0,0,0,79.26954882219115
17,21,0,0,0,78.86622387108699
43,26,0,1,1,104.62463618673696
25,22,0,0,0,85.6527998622453
19,24,1,0,1,90.22015257260938
20,23,0,1,0,83.39324616496928
33,31,1,0,0,98.98875505555012
28,31,1,1,0,95.4828622564931
40,21,0,0,0,92.93298286081856
8,27,0,1,0,80.34035632492824
19,21,1,1,1,88.51431692048826
30,25,0,0,0,89.07296500542378
21,23,0,0,1,91.323203958938
30,25,0,1,1,95.81432441472268
28,28,1,1,1,98.4840907625725
34,30,0,0,0,96.8189197265947
46,22,1,1,1,103.5658889741576
19,26,0,0,1,91.1134107561859
30,25,0,1,1,96.81981849137244
20,28,1,1,0,87.81943688630531
35,26,0,0,1,99.66740992863484
34,24,1,0,0,93.02353949006776
23,31,0,0,1,97.11408024245635
29,29,1,0,0,94.63255884594766
22,23,0,0,0,82.43839444421977
