age,education_years,income,political_interest,news_exposure,urban_residence,previous_voting,campaign_exposure,voted
2,29,5,14,1,1,1,0,91.4830995597341
17,24,6,12,2,0,0,0,90.74751710273196
16,29,6,16,0,0,0,1,101.6631534138688
33,18,8,16,0,0,0,1,99.87481060169902
24,18,4,16,3,0,1,1,98.85379341720387
40,25,4,24,1,0,1,1,113.67448264621711
13,16,7,19,2,1,1,1,96.68600092533929
44,19,3,11,1,1,1,0,93.80971490792224
23,23,4,15,2,0,0,0,94.01448943533032
21,23,4,14,2,0,0,1,96.73113184233657
18,29,5,13,1,0,0,1,98.44360697059352
26,23,5,11,1,0,0,0,91.98756389876758
39,32,8,13,1,1,1,1,108.85126809656488
27,23,4,12,1,0,0,1,96.54178070766883
36,22,8,15,0,0,0,1,103.93664106331056
37,28,2,12,3,0,0,0,97.4064829289595
23,23,8,18,3,1,0,1,104.3960899048342
22,25,5,13,0,1,1,1,98.51103203101374
23,25,7,11,1,1,0,0,91.19188968869612
31,22,4,13,2,1,0,0,94.30736922281685
38,23,3,14,2,0,0,0,96.26792274201308
14,24,2,17,0,0,0,0,93.45465138539517
20,27,3,18,1,0,0,0,97.95385227007884
22,26,8,15,2,0,0,1,103.54066001599848
30,19,9,8,1,0,0,0,89.292575508015
51,23,9,20,1,0,0,0,109.97410294401284
22,25,7,20,0,0,0,0,101.71072466782992
14,22,7,21,3,1,1,1,101.84990792273744
25,25,1,12,2,0,0,1,96.32212748342444
29,27,8,15,1,0,0,1,104.58099107240976
30,23,4,10,1,1,1,0,92.06275192356836
17,23,5,20,1,0,1,0,99.88786687634791
34,25,3,16,1,1,1,1,106.3466105136074
11,26,5,11,0,0,0,1,92.8718237090741
28,18,4,9,2,1,0,1,90.36230664341574
30,29,3,9,2,0,1,1,99.36078988264126
36,30,9,15,1,0,0,1,110.13729653659009
24,18,6,9,1,1,0,1,90.2810994092124
29,21,4,20,0,0,1,1,104.3164786963966
17,28,4,16,2,1,0,1,100.63958732629668
28,19,3,20,1,1,0,1,101.47158695949165
25,21,5,8,1,0,0,0,87.0625357360488
36,21,5,7,0,1,0,1,93.753290332721
27,25,10,15,2,0,0,0,99.0548561308822
22,28,2,13,2,0,0,1,99.05193522139209
19,22,9,14,0,1,0,1,96.3296816220571
16,21,6,19,1,1,1,0,96.17314314811328
28,31,3,12,1,0,0,0,97.08576129509969
25,32,7,18,0,0,1,1,108.79325686362942
18,21,7,19,1,0,0,1,100.31059189455924
27,21,5,17,2,0,1,1,103.26672524463238
28,21,7,12,2,1,0,0,91.64099022378454
32,23,5,9,2,0,1,0,89.64472525909646
24,24,4,15,1,0,1,0,95.29386030841792
13,22,7,21,2,0,0,0,96.71943542924846
2,28,6,18,1,1,0,1,98.47454100433778
16,20,5,18,1,0,0,1,96.9844751873915
30,20,7,20,2,0,0,0,100.27445972048884
17,20,4,14,1,0,0,1,93.40583082299656
-1,26,8,10,1,0,0,0,85.39906834550655
27,23,6,11,1,1,0,1,97.03060218708028
34,25,10,9,3,1,0,1,98.90843133690672
36,27,5,15,1,1,0,1,105.72148846503664
25,27,7,20,0,0,1,0,105.00395723992366
42,23,9,16,1,0,0,0,102.5152409922934
31,31,10,8,0,1,0,1,102.18841426309018
17,26,3,23,2,0,0,0,103.00367465583696
8,19,-1,19,0,0,0,0,89.63748813167858
14,20,11,15,3,0,1,0,93.6675101736409
15,17,5,15,1,0,0,0,86.10099285423107
5,20,3,15,1,1,0,0,86.98688595940258
19,23,5,17,1,0,0,0,94.71993383314457
17,26,6,18,3,0,0,0,99.84477399757483
29,18,4,16,2,0,0,0,92.58981081785258
34,20,4,17,2,0,1,0,97.60512450459768
19,16,5,16,2,0,0,0,89.38856429376195
26,24,3,18,0,1,1,1,102.61210236573322
27,23,0,13,4,1,0,0,92.39621177663663
32,24,9,9,2,0,1,0,92.90047966805182
28,22,7,21,2,0,1,0,103.81546176002972
18,25,6,18,1,0,0,1,103.19971310463906
6,29,6,19,3,1,0,0,95.90448367166636
30,22,3,19,0,0,0,0,99.59433887760746
30,26,9,2,3,1,0,0,88.20144107651964
8,30,4,9,4,0,0,1,92.81520808222082
27,26,6,17,3,0,1,1,105.75228873492932
42,29,3,14,2,0,1,1,108.01380535037082
28,27,4,20,4,1,0,1,106.60437771284872
17,26,6,16,0,0,0,0,95.09473555871814
40,20,3,17,2,0,0,0,99.40646774818804
22,26,2,16,1,0,0,0,96.75131425902669
45,26,9,15,0,1,0,0,104.5324167801309
16,23,7,13,0,1,1,0,92.75753232198753
2,23,5,14,2,0,1,0,87.6746698262888
26,22,5,14,1,1,0,0,97.06231565220077
22,20,4,11,1,0,1,1,91.7419843551539
22,24,4,18,1,0,0,0,97.33205105095954
19,17,2,10,2,0,0,0,82.8093635222383
35,29,2,9,1,0,1,0,94.17573384534396
18,24,8,8,1,0,0,1,91.8103997615128
16,19,4,11,1,0,1,0,86.28115487394798
31,23,6,9,3,0,0,1,97.04725017736632
19,21,7,18,0,0,0,1,99.97686166527332
15,20,6,13,1,1,0,1,92.2768177345852
25,33,2,17,2,0,0,0,104.23585919497523
41,29,4,13,2,1,1,0,101.99295030483462
45,21,3,17,2,0,1,1,106.13064376752952
18,24,8,9,0,0,1,0,90.05293175661541
15,26,3,14,2,0,1,0,92.83547791249384
33,25,6,14,2,0,0,1,103.1104219445137
29,19,2,22,1,0,0,0,99.62686054926586
32,24,6,18,3,0,0,1,105.16893770935856
-2,25,6,19,2,0,0,1,97.50533316757372
27,23,8,12,1,1,0,1,96.43659289227882
16,21,5,18,2,0,0,0,93.59849246903106
20,23,4,16,3,1,0,0,94.05269037912493
33,20,5,12,0,0,0,0,92.64515170231256
23,27,7,19,0,0,1,0,102.08017872371684
21,23,6,14,2,0,1,0,93.96967259124416
27,22,8,19,0,0,1,0,101.0319290960516
18,18,3,16,1,0,1,1,95.34511428600244
17,25,10,23,4,1,1,1,109.78972400490888
26,24,5,17,1,0,0,0,98.26789708976924
26,26,7,11,1,0,1,0,94.04882434805208
39,22,9,16,2,0,0,1,105.426199129875
28,26,0,12,2,1,0,1,99.1214809618966
21,28,3,19,1,0,0,1,103.28608608470904
23,25,2,14,1,0,1,1,100.10219431038546
25,29,6,20,3,0,1,0,105.69064601680826
28,25,11,20,2,0,1,1,110.5849396909842
20,26,4,12,3,0,0,0,91.91375682560498
31,28,2,8,2,0,0,1,97.16911872321634
21,24,6,24,2,0,0,1,109.14847719439652
21,20,4,21,3,1,1,1,102.83775708701091
28,19,7,15,3,0,0,0,95.27560695186057
21,22,5,15,3,1,1,0,94.31679729826423
19,22,7,7,2,0,0,0,85.14051945368024
25,23,7,17,4,0,1,0,98.24916857980544
37,20,8,15,1,0,0,0,100.0295507295569
32,16,8,17,4,0,1,1,101.70914621049502
40,27,4,22,0,0,0,0,108.63610607663584
27,21,8,16,1,1,0,0,97.50240103556592
33,31,7,18,3,0,0,0,106.9873336577838
14,19,5,13,4,0,0,1,90.8191787546048
18,23,3,13,1,0,0,1,95.16345892070012
20,23,3,17,0,0,1,0,96.3367317175314
30,17,5,12,1,0,0,1,93.36370649661694
36,20,4,15,3,1,1,0,96.03231079746284
22,21,6,14,1,0,0,0,91.459160401912
35,23,7,14,1,0,1,0,98.4174992046017
32,28,6,16,2,0,0,1,105.35547158437096
11,22,7,9,1,0,0,0,84.85002831109125
11,29,0,11,3,0,1,0,90.34045777725964
14,24,5,12,1,1,1,0,90.1782986456981
21,16,5,23,3,1,1,1,100.88941745706002
37,21,4,15,2,0,1,1,100.78453145791644
20,17,2,12,2,0,1,0,86.98771349658966
31,26,4,6,2,1,0,1,92.58018375592027
27,20,6,15,4,0,0,1,97.62223588358228
17,24,6,12,1,0,0,0,91.80479713501016
17,27,7,24,0,1,0,1,111.58777853129928
21,23,4,17,3,0,0,1,99.016253310476
30,27,4,14,1,1,1,0,98.55651477751104
38,26,5,5,1,0,0,0,91.73839189636894
24,21,4,16,1,1,0,0,94.70201205938488
9,26,9,11,2,0,1,0,89.7831553296933
31,16,9,12,1,0,0,0,91.40670112671134
42,29,4,17,0,0,0,0,104.93206686292793
31,25,4,23,1,0,1,0,106.3489385156648
16,23,3,8,1,0,1,1,92.00599934208782
9,21,1,24,2,1,0,1,101.9866046081504
17,21,6,16,1,1,1,1,99.59357086201732
19,32,6,9,1,0,0,0,93.45181173901756
40,24,5,16,1,0,0,0,99.23363272147724
29,24,2,10,1,0,0,0,90.6065301294022
33,24,5,19,1,0,0,1,106.85801049823787
20,27,6,9,0,0,0,0,91.44006079407316
57,29,3,15,2,1,1,0,109.68960304057804
38,21,6,18,1,1,0,1,105.4895698701628
24,27,5,14,1,0,0,0,96.26605265848804
10,19,5,14,1,0,1,1,90.74544313215442
43,25,3,17,1,1,0,0,104.01600046666915
23,22,8,11,2,1,0,0,90.25814672914174
16,25,6,16,2,0,0,0,95.44344588550656
34,30,4,20,2,0,1,0,108.53414005743026
29,25,7,19,1,1,0,1,107.09241768653182
29,22,10,19,2,0,0,1,105.0509231193493
28,22,4,10,2,0,1,1,95.71850910783334
13,24,5,15,2,1,0,0,92.36584438467956
18,31,8,16,3,0,0,1,105.58775126878324
37,24,6,11,2,1,0,0,95.67482417030254
9,29,5,21,1,0,0,1,106.06328876861082
38,27,0,16,0,1,0,0,99.95799010795275
12,30,4,19,0,1,1,0,100.86487348769889
7,16,3,10,3,1,0,0,79.81830930448928
19,23,7,17,1,0,0,1,100.51340517764072
20,18,5,18,0,0,1,0,93.7864318057524
36,24,-1,13,1,0,0,1,99.01740159984934
23,20,9,17,0,0,0,0,98.34477833101096
30,21,7,23,1,1,1,1,109.34864386457758
24,28,0,11,2,1,0,0,92.9719865878924
5,26,6,11,1,1,0,1,93.07436855545828
28,28,7,18,2,0,0,0,102.43865416858816
32,16,7,12,2,1,0,0,91.31698850390076
18,20,4,14,1,1,0,0,89.51370995273207
38,28,7,20,2,0,0,1,111.68711865109285
33,23,6,20,1,1,1,0,101.90927943599178
14,21,4,11,2,0,0,1,89.81877448799513
18,22,2,16,0,1,0,1,97.41169392442356
7,14,4,18,1,0,0,0,86.54265221852069
23,25,2,13,1,0,0,1,97.13599940491156
23,19,5,15,0,0,0,1,97.19007234624804
24,28,5,16,1,0,0,1,103.69360862945054
22,22,3,16,1,0,0,1,98.61278835140044
28,18,4,14,2,1,0,0,90.46819362640728
24,27,2,17,2,0,0,0,97.35483571596028
18,20,7,16,1,1,0,1,98.69682219417184
21,22,4,13,2,0,0,0,92.39074164387004
6,24,3,18,2,1,0,1,95.2799022595258
13,24,6,19,1,0,0,1,100.8734370290524
23,25,6,24,0,0,1,0,105.35616901545106
21,25,6,23,2,0,0,0,103.39106255637029
24,26,8,19,0,1,0,1,107.25204261572895
29,18,6,13,2,0,0,1,95.85544269854152
34,15,7,13,4,1,0,0,90.83413682398694
13,30,2,16,2,0,0,0,96.92337265937267
29,20,3,17,3,0,0,1,98.77698874033668
13,18,5,18,3,0,0,0,91.99411854169064
18,20,1,16,0,0,0,1,95.18242112128824
14,12,6,22,3,0,0,0,92.99985168473523
17,13,5,19,2,0,1,1,94.62607708056862
27,21,5,18,2,0,0,0,96.55395579632552
19,22,6,18,1,0,1,1,99.49837559326276
39,32,8,16,1,0,1,1,112.84057653179664
11,21,4,18,3,0,0,0,92.7081658600713
33,22,3,11,1,0,1,0,92.3075856432222
21,22,7,19,0,0,0,0,98.270519487083
9,25,6,18,3,1,1,0,95.80846151945424
15,26,10,11,2,0,1,1,96.17523339274898
24,26,4,9,3,0,0,0,89.29899504784817
9,26,6,18,0,0,1,1,102.25923134498704
38,24,5,15,2,1,0,0,98.09816439299442
-2,27,7,15,3,1,0,1,96.63653550679868
28,24,3,21,1,0,0,0,102.08360528984008
31,20,7,22,2,0,0,1,106.94998346601562
42,29,6,25,4,0,1,0,114.0980919087094
22,20,5,8,1,1,1,0,85.9590939702123
17,26,7,4,2,0,0,0,85.93829724949187
33,17,5,4,1,1,0,0,83.27667449207665
35,24,8,15,2,1,0,0,99.28621776639471
28,21,5,18,1,0,0,1,102.62804657333872
28,18,6,15,1,0,0,0,93.05532685588292
15,23,6,15,0,1,1,0,93.3333288867113
32,22,5,17,1,1,0,1,104.39337549134667
25,26,10,5,2,0,0,1,95.12262240870514
4,20,6,13,1,0,0,1,89.39663456379833
27,22,6,1,2,1,1,1,85.01132244523711
10,24,6,15,1,0,1,0,92.11235410262294
32,21,7,18,2,0,0,1,103.52624896170512
30,30,8,10,2,1,1,0,99.38050743009158
30,27,4,18,3,0,1,1,105.03035899307348
29,22,2,18,1,0,0,0,95.6833728769983
8,20,6,10,1,0,0,0,82.79172804516011
34,22,7,17,3,0,0,1,104.91077052258456
29,27,7,15,2,0,0,0,98.30684727826949
28,25,9,19,1,0,0,1,107.56192662750492
20,26,1,17,2,1,0,1,99.63664590813316
36,24,6,14,1,0,0,0,96.97042658715216
22,23,7,17,1,1,0,1,103.5170300464323
32,22,8,15,4,1,0,1,101.24333519717044
39,24,2,15,3,0,1,0,98.77952947374943
37,20,6,17,0,0,1,1,102.42101160611148
23,23,2,14,3,0,0,0,91.84018350178312
28,25,4,14,1,0,1,1,100.88257211204736
41,21,1,7,0,1,0,1,91.9343765042184
10,17,3,21,1,0,1,1,95.76556913607786
33,30,8,22,0,0,1,0,110.71995708188189
20,32,4,7,2,1,0,0,91.93568012361608
11,22,8,15,1,1,1,0,92.80423994417794
13,21,6,13,0,0,0,0,90.3368646717966
23,27,4,26,1,1,0,1,112.41883564989092
36,23,4,16,2,0,0,1,104.32651283652451
17,23,5,23,0,1,0,0,101.71212204700365
24,24,5,5,1,0,0,0,86.62284509125594
28,24,7,15,0,0,0,1,102.58601570106698
19,24,3,16,2,0,1,0,93.74587501316805
20,24,8,11,2,0,0,1,95.89634261789332
20,24,6,19,1,0,0,0,98.29839203982898
29,26,5,11,3,0,0,1,99.60401511944316
32,23,8,12,1,1,0,0,95.45350355133851
46,25,6,12,0,0,0,0,100.50480945597889
29,20,8,7,1,0,0,0,87.57786991067955
5,27,5,15,2,1,0,1,95.446308855315
40,29,6,15,0,1,1,1,109.344044727394
30,23,7,21,1,0,0,0,103.07354400788348
43,26,7,17,1,0,1,1,110.36975215375467
13,20,6,12,2,1,0,1,89.11898882583375
18,20,2,10,2,1,0,1,90.10523677250686
30,18,6,11,3,0,1,1,93.99778616120037
35,17,6,10,2,0,0,0,90.3457190454119
11,17,11,17,0,0,1,0,93.25297428051708
15,24,6,18,2,0,0,0,97.1748372905659
26,25,6,20,2,0,1,1,106.4956397585
40,28,5,14,2,0,1,0,102.52870457472096
17,22,5,18,1,1,0,0,95.2198741659446
8,21,7,18,4,0,0,0,92.0997117097756
33,21,6,16,0,1,1,0,96.82951571936566
22,23,4,20,1,1,0,0,99.80136351265276
14,23,5,12,1,1,0,0,90.4098807654277
15,33,6,12,1,0,1,1,102.09939482323676
18,25,2,9,0,1,1,1,92.37511152907688
21,26,7,13,0,0,1,0,96.60320474609108
26,27,4,17,3,0,0,0,99.92479063507189
37,22,4,17,3,1,1,1,104.65562518548828
34,16,3,17,1,0,0,1,97.2799206519514
16,18,6,15,0,1,0,0,90.47850842387597
12,22,3,8,2,0,0,1,86.86727915310452
31,25,5,15,4,0,0,0,97.6897643824424
21,31,6,18,1,1,0,0,103.19040337941172
29,23,6,18,1,0,1,1,105.53212789703714
44,29,6,18,1,0,0,1,113.69543475333468
23,30,5,15,3,0,1,1,106.41028501142314
11,26,5,11,2,1,0,1,93.92293798122924
52,27,5,8,0,0,0,0,99.0337412542205
36,17,6,17,1,0,0,0,96.114664551641
19,20,4,14,1,0,0,1,94.5173797874804
19,30,6,16,1,0,0,0,98.66469206470708
35,22,5,15,0,1,1,1,102.59252812355062
25,20,3,7,3,0,0,0,84.95241905046022
28,25,4,7,1,0,1,1,95.23860072169248
37,27,4,24,1,0,0,1,114.93424677085711
23,28,8,22,3,1,0,1,111.1437097602658
24,24,4,21,2,0,0,0,101.69963449954564
21,23,4,12,2,0,1,0,90.38657161839944
16,22,5,16,1,1,0,0,92.36509649660532
13,22,5,13,2,0,0,0,90.98250174283451
43,27,6,18,1,0,0,0,105.71052832619044
35,16,5,14,1,0,0,0,90.20302063482296
28,16,9,15,2,0,0,1,96.57079950304336
13,25,5,15,2,0,1,1,98.31531166937094
10,23,8,17,1,1,0,1,98.70373821327549
18,24,4,23,3,1,0,0,101.23584369697043
25,21,4,19,4,0,1,1,101.3500074870298
28,19,6,16,0,0,1,1,99.7820588731499
29,18,10,7,1,0,0,1,91.46736596195667
27,26,9,12,0,0,1,0,97.74303843219433
23,21,5,11,1,0,0,1,93.21422343931648
29,18,5,15,1,1,0,1,97.59077256989193
18,26,4,16,2,0,0,1,101.59805524162216
29,25,5,18,1,1,0,1,104.132613103756
33,18,6,12,1,0,1,0,93.43827467930616
9,26,3,14,1,1,0,1,95.14364910339091
23,25,5,10,1,0,1,1,97.78357423775545
5,22,7,21,3,1,1,0,96.890622881013
27,17,6,16,1,1,0,0,92.90022876101789
24,19,6,14,2,1,0,0,91.47178637751216
25,16,7,23,2,1,1,1,104.15521653107488
33,27,4,18,3,0,0,0,103.76475657138286
23,24,7,15,1,1,0,1,102.39907533193796
42,23,5,14,1,0,0,0,98.41383245463848
23,21,10,18,2,0,0,0,98.9418886364093
12,31,11,16,0,0,0,1,103.5313819952487
5,24,8,19,0,1,0,0,94.5596333461234
37,24,7,15,3,0,0,0,102.24448337896308
29,20,2,23,3,0,0,1,107.2342095050154
17,26,6,8,2,1,0,1,93.0102074388462
19,29,3,18,1,0,0,1,103.5312552256691
21,17,5,9,2,0,0,0,83.94713716007652
37,23,4,15,3,1,0,1,102.23828067204369
28,19,7,17,2,0,0,0,96.89856123861396
26,17,4,12,2,1,0,1,92.83988601014242
43,25,8,21,0,1,0,1,113.97091989098035
19,24,3,15,2,1,1,1,95.55269640881252
18,23,6,8,1,0,1,0,88.61775707951652
28,22,2,24,3,0,0,0,103.82427613494792
20,25,4,16,1,1,0,0,97.48721816939744
26,16,9,14,2,0,0,1,96.45392797464822
17,24,10,13,1,0,0,1,98.20649521518784
20,20,9,14,2,0,0,1,97.53406184365345
24,30,5,10,1,1,0,0,95.65059495916672
20,21,7,14,3,0,0,1,95.73005855611795
24,14,5,20,2,0,0,1,95.30231430682537
35,30,0,21,2,0,1,0,107.97569071203806
21,19,4,13,1,1,0,0,88.00391528956982
34,29,10,12,1,0,1,1,105.5720583326588
15,18,6,19,1,0,0,1,96.75502442038724
35,27,5,19,2,0,0,0,104.5908776971296
29,19,6,12,2,0,0,0,89.79216873188687
18,16,7,19,1,1,1,0,93.5332696374384
37,19,4,17,1,0,0,0,97.96172700101022
40,24,3,14,0,0,1,1,102.26236167991244
32,21,8,12,2,0,0,0,91.78744554378468
16,20,6,15,2,0,1,0,92.94669048304743
24,23,2,10,1,1,1,0,88.36675989632272
44,25,7,19,2,0,0,1,110.44228287349716
14,29,8,14,1,0,1,0,99.43669377099528
33,20,5,18,3,0,1,1,104.4495815027492
17,29,3,8,4,0,0,1,92.78528939737726
15,24,6,21,2,1,0,1,103.13494293031158
28,25,4,19,2,1,0,1,105.46533954289448
22,19,6,21,2,0,0,0,99.47045415445056
35,21,7,14,5,1,0,1,99.53895433581118
22,21,8,11,2,1,0,1,95.28270550861328
17,19,5,17,1,0,1,0,93.75384103648052
35,30,9,21,3,0,0,0,109.36493406532264
32,19,2,18,2,0,0,1,99.2008635715579
18,26,3,12,2,1,1,1,97.4403034795234
23,25,4,7,2,1,0,0,87.62741381208623
16,25,5,15,3,0,0,1,98.55440683361918
33,27,6,16,2,0,0,1,104.59954081910236
43,24,11,15,1,0,0,0,103.44006182290693
16,25,1,12,3,1,0,0,89.1219015425165
7,24,4,12,2,0,0,1,90.90117386670728
12,26,5,21,2,1,0,1,105.24699932521484
37,25,5,22,1,0,1,0,105.74742270501034
31,14,5,26,3,0,0,1,105.37423123900804
35,24,10,9,2,1,0,0,95.90649359799733
19,17,4,19,1,1,0,1,97.54675606538
28,21,9,13,2,0,0,1,97.64078481406209
22,23,5,23,1,0,0,1,106.66480148692182
