individual_age,education_years,income,weekly_working_hours,job_experience_years,union_membership,job_training_program,job_security_policy,job_satisfaction_level
42,21,4,12,1,1,1,1,104.16523729862952
25,23,6,8,1,1,1,0,85.84619530807997
20,26,7,9,2,1,1,0,84.45179669569613
30,19,8,19,1,0,1,0,92.0348402591042
46,30,4,14,2,1,1,0,107.58955320480756
18,25,9,17,3,0,1,1,93.57372492164151
21,27,8,8,0,1,1,1,93.0679926140604
38,30,3,21,0,1,1,0,107.36191973099756
17,28,3,19,1,1,1,0,90.64608471557132
24,28,3,21,1,1,0,1,102.56570012499782
20,24,8,10,0,0,0,1,91.52616958536224
26,28,4,26,0,1,1,0,98.07533709678825
29,22,5,16,1,0,0,0,91.87804749104416
33,25,7,9,4,0,0,1,101.52462868436524
26,25,7,19,2,0,1,1,99.89068361292895
29,19,6,11,2,1,1,0,87.78074923909269
23,26,6,11,3,1,1,0,86.87934900758997
34,22,4,18,0,1,1,1,103.85960490646538
12,24,5,20,2,0,1,1,90.71827403066644
25,24,9,15,0,0,1,1,96.5447895965286
38,27,5,9,1,1,1,0,98.01754708224244
25,22,5,8,1,1,1,1,91.95694189745603
39,25,7,20,2,0,1,1,109.12536536116392
28,27,5,22,2,1,1,0,99.19980447029502
19,21,6,18,3,1,0,0,84.88465002053528
29,21,3,12,3,1,0,1,95.5759739593486
42,27,6,12,1,1,0,0,101.34417678527451
12,27,6,11,3,0,0,1,89.53535527691093
34,27,6,22,1,1,1,1,109.4318053936458
13,23,6,18,2,1,1,1,89.2566431970422
7,18,4,19,0,1,0,0,73.6141647611103
24,22,7,20,1,1,0,0,91.33091398800028
14,22,6,19,3,0,1,0,83.88746739120191
17,28,4,12,3,1,1,1,94.10638099479998
35,28,8,7,2,1,1,1,100.67892097196696
34,30,8,18,0,1,1,0,101.19868845240026
31,24,6,6,2,1,0,0,87.22780195331727
12,29,3,14,1,1,1,0,86.63015624852552
39,19,7,21,1,1,1,0,99.5335132921174
18,28,8,16,0,0,1,0,88.40783955317913
16,25,5,12,3,1,1,0,82.95082613368459
18,27,3,13,1,1,1,0,87.40961956901383
21,16,5,21,3,1,1,0,84.74040940102533
22,24,2,17,0,1,0,0,89.0330765749804
31,24,5,13,1,1,1,1,98.58454225437004
7,17,4,16,1,1,1,1,80.83237733525533
16,29,6,16,3,1,1,1,95.69260804802536
24,23,7,17,2,0,0,1,96.86163653350329
21,28,4,16,3,0,1,1,99.20750578984352
0,18,5,9,1,0,1,0,63.875778518556
12,19,8,13,1,1,0,1,82.98807459656503
5,24,6,12,1,1,1,1,82.20620639159698
7,24,4,12,2,1,0,1,83.50241927536165
22,22,6,13,2,1,0,0,85.23100379362171
14,20,5,28,2,1,0,0,85.71926065035886
26,22,3,15,0,1,1,0,90.13339029843114
32,27,10,24,3,1,0,0,102.0554144543601
29,20,4,17,1,0,1,1,97.83677715740654
12,22,3,18,4,0,1,1,88.32532120517598
-12,23,6,13,2,1,1,1,72.40935222748544
23,23,6,21,2,1,1,1,98.210377427779
28,21,9,16,1,1,0,1,96.804905063301
16,32,4,10,3,1,0,1,95.3375786392848
24,28,5,9,2,0,0,0,88.97575073779332
14,19,9,20,1,1,1,1,88.08425089133704
2,27,3,17,2,1,1,0,78.7856232585535
36,26,10,14,2,1,1,0,99.35766848157998
13,29,7,16,1,1,0,1,93.44166405848924
36,20,6,12,1,1,1,0,91.2157023157133
50,21,6,9,2,1,1,1,109.55512237567456
26,19,5,19,0,0,1,1,95.5579094041566
32,17,10,17,2,0,0,0,91.1806446939762
23,22,5,18,0,1,1,1,94.62733185297589
7,27,4,14,2,1,0,0,80.04039179290494
24,26,5,10,1,0,1,1,95.60270387051544
21,19,6,23,1,1,1,0,88.64728976505688
19,23,3,17,3,0,0,1,93.0408562613786
27,21,7,11,3,1,1,0,85.09562093713225
36,25,2,12,1,1,1,1,102.62274765028708
39,20,5,18,2,1,1,0,95.54094416706371
23,18,3,4,2,1,0,1,84.41273949845655
18,19,6,21,1,0,1,1,89.5800234670513
27,27,7,12,0,0,0,0,92.41973170963666
15,30,0,15,1,1,0,0,87.76077022293468
25,25,4,10,2,0,1,0,89.08236562278435
27,23,6,10,2,0,0,0,89.78039414427714
17,30,8,14,2,1,0,1,96.73200586706874
22,18,5,16,0,1,0,1,89.91447622080773
14,22,5,20,2,1,0,1,92.30550203450316
15,22,8,21,2,0,1,1,93.88371099318788
37,19,10,18,3,0,0,1,102.52774923138844
23,21,7,7,1,1,0,1,88.66937168448815
15,24,9,20,3,0,0,0,86.26888034620326
30,20,5,18,0,1,1,1,98.26131996401814
23,31,7,17,0,0,1,0,94.57548835337477
25,22,3,14,1,1,0,0,86.28849922337969
33,21,6,13,1,1,1,1,99.70287013647776
37,26,1,14,1,1,0,1,105.27720434911956
18,27,1,10,2,1,1,1,93.03647945682818
19,20,7,19,0,1,1,1,92.0090443523856
24,27,8,16,0,0,0,1,98.0032622493004
21,23,4,10,1,1,1,0,83.53630245846418
12,18,7,15,2,1,1,0,75.90846656560365
41,16,8,15,2,0,1,1,101.316767349247
26,23,7,12,2,1,0,1,95.17404340821736
18,24,7,22,3,1,1,1,97.08468400252204
6,27,4,18,0,1,0,1,89.65124032933188
13,29,4,16,2,0,1,1,94.73597583375356
31,23,5,21,0,0,1,0,95.58063463087107
34,23,2,20,1,1,1,1,104.8484977429528
14,18,8,22,3,1,0,0,82.47570680391728
34,27,6,17,3,1,0,0,97.44922976745568
39,16,7,11,2,1,1,1,97.63190492238084
36,18,5,22,1,1,1,0,95.80361202558596
31,24,3,20,2,1,1,1,103.92879561520692
24,24,4,18,2,0,1,1,99.6504794118874
19,21,8,17,2,0,1,0,84.69650626955216
33,25,9,11,1,1,0,1,99.827325735262
6,22,5,13,2,0,1,1,81.16536336137095
34,30,4,20,3,0,1,1,109.23375660701998
23,21,9,21,2,1,0,0,88.68160650194524
32,28,10,13,3,1,0,1,104.0559194626861
28,27,8,12,5,0,0,0,91.50717929932694
19,20,3,17,0,0,0,1,91.89846652207083
34,25,6,12,2,1,0,1,100.99164781454569
23,22,4,14,3,1,1,1,93.430523552726
12,15,6,17,3,0,1,1,82.77950492318374
0,29,3,18,2,0,0,0,79.16182573463884
20,24,3,12,2,1,0,1,91.86971026345584
26,25,1,16,1,0,1,1,97.23711503419064
28,26,4,22,1,0,1,0,98.66058815063636
27,26,5,19,1,0,0,0,94.48562253078806
46,22,0,11,2,0,0,0,100.07240857902316
25,25,9,14,1,1,0,0,89.98302074062552
26,25,0,16,0,1,0,0,92.89735121953946
27,25,7,14,2,1,1,0,91.02711545439328
32,25,2,26,1,1,0,0,101.26928894516024
21,21,6,21,1,1,0,0,86.55075132402781
15,29,9,16,2,1,0,1,95.82829810566892
26,23,5,12,1,1,1,0,89.53685593992414
36,24,10,18,1,0,0,0,97.97715591253004
19,29,6,15,1,1,0,0,89.56351422373075
26,24,5,18,1,1,1,0,92.03867321401816
20,34,9,13,1,1,1,0,93.737707281869
21,28,3,17,2,1,1,1,99.4563998937664
27,25,4,13,1,1,1,0,91.89019555571042
30,22,5,16,0,0,1,1,99.50300093405735
24,24,7,24,1,1,0,1,101.14135366021657
27,30,8,12,2,0,0,0,95.39927307103925
20,21,9,16,0,1,1,0,86.15159153796631
21,12,2,15,2,1,1,1,84.91303027203963
27,18,9,13,2,1,1,1,91.23893674489813
48,19,1,18,2,0,0,0,101.36245185435754
37,21,7,14,0,0,1,1,99.27950609735764
33,23,9,24,2,1,1,1,104.58536353533955
13,16,4,11,3,0,1,1,83.38337311737749
45,27,4,19,2,1,1,1,114.0199497250164
30,20,4,22,3,1,1,0,93.98629851652986
14,19,11,22,2,1,0,1,89.548490084755
15,23,9,15,2,1,1,1,89.29469728806258
30,20,3,14,3,0,1,1,94.10489912428773
29,19,7,17,2,1,0,1,95.69919340057552
17,26,7,27,1,1,1,1,102.0499873864728
23,27,3,20,3,1,0,1,100.45321401550076
31,24,0,15,2,1,0,0,93.58877400460872
35,15,5,10,3,1,0,0,86.80044186540971
41,27,8,22,0,0,1,0,106.23001239126478
34,19,5,14,1,1,1,0,91.35217827678083
36,23,6,22,2,0,1,1,108.19858780051224
14,24,6,13,3,1,1,1,90.06789920503626
40,14,8,15,1,1,1,1,98.91674561251588
34,32,6,13,1,1,1,0,101.97921334076774
30,24,5,22,2,1,0,0,96.44572797194836
21,22,8,12,1,0,0,1,92.00170140581947
23,22,4,24,1,0,1,1,100.83840939614224
14,20,7,19,0,0,1,1,88.72069762936954
6,23,7,16,2,0,1,1,85.24797046163484
15,25,6,16,1,1,1,1,92.26146833505518
24,24,2,12,0,1,1,0,86.15589278155466
38,22,7,15,2,1,1,1,104.58676887840464
34,22,4,15,4,0,0,0,95.62009707590578
25,29,9,15,2,0,1,0,94.57256406176052
43,14,3,15,0,1,1,1,99.22842067984264
32,19,4,13,0,0,0,1,96.89815260701576
25,26,5,16,2,1,1,0,92.96078122801492
17,18,6,17,1,1,1,0,80.32637840145345
15,20,7,21,2,1,0,1,92.0438623135354
1,23,9,16,2,1,0,1,83.69189601472547
23,23,8,24,0,0,0,1,98.34294682092576
37,22,6,16,2,0,1,1,103.81892947283303
29,28,4,12,2,0,1,0,94.55473864789022
24,28,7,17,0,1,1,1,101.6616904547454
32,30,4,17,4,1,1,1,106.2822872376894
32,25,7,11,1,0,1,0,92.88220130709006
30,21,1,17,3,1,0,0,91.37203694209926
30,22,4,17,2,1,1,1,99.53770949513108
28,21,4,22,1,0,0,1,99.09675700913768
30,22,3,17,4,1,0,0,92.74266290085988
12,20,2,14,0,1,1,0,77.00544671296083
30,26,6,16,3,1,0,0,95.1572269450492
35,21,3,9,2,1,0,0,90.9405300497186
18,28,5,11,2,0,0,0,85.87438049624444
37,18,6,15,2,1,0,0,91.7706563851702
10,23,7,14,2,0,1,0,79.06766009692139
8,23,4,15,0,0,0,0,76.58507942524946
32,22,5,13,2,1,0,1,97.34912142983976
31,28,6,17,2,1,0,1,104.60898765921117
38,20,4,10,2,0,0,0,93.8012478709294
28,25,6,20,1,1,0,0,95.32075628562065
32,30,5,15,1,1,1,0,100.91981162805008
19,23,8,18,0,0,1,1,94.1062318485743
16,22,6,11,2,1,0,1,86.89641826512513
42,31,8,17,1,1,0,1,114.83924587434964
39,21,5,21,0,0,0,0,99.76919143442494
16,22,3,20,1,0,0,0,85.85819244191332
28,31,7,17,2,1,1,1,107.13882586611189
32,24,4,13,1,0,1,1,101.670272401543
4,22,8,10,3,1,1,1,79.68378128676629
23,32,2,19,3,1,1,1,103.61936153058518
13,21,3,10,2,0,0,0,77.29157872221577
42,29,4,28,1,0,1,1,119.09001994888432
9,21,4,14,2,1,1,0,78.10124567704453
34,19,7,9,0,0,0,0,88.04076397886128
11,21,5,18,2,1,1,1,86.79306803245456
21,28,2,13,3,0,1,0,89.07875380063123
31,21,9,17,2,0,0,1,100.10981680964387
22,21,7,17,0,1,1,1,93.18248183631997
54,22,11,18,3,0,1,1,116.360523675987
14,19,4,18,0,1,0,0,80.45238316848896
19,17,1,4,2,1,1,1,82.5448701631279
20,28,4,12,3,1,0,1,94.72969690993826
12,26,6,13,2,1,1,0,81.60831739372829
31,24,5,9,2,0,0,1,96.76831474687329
28,25,10,11,2,0,1,0,89.37996738798883
34,20,6,15,2,0,1,1,99.0783600413315
14,17,2,18,1,0,1,0,78.85872467693085
3,24,5,12,2,1,1,1,81.01610274632482
21,28,8,25,0,0,0,1,102.68369128140274
25,27,6,16,3,1,0,0,91.96455243544862
29,12,3,14,2,1,1,1,88.07971688230622
12,23,9,17,1,1,0,0,82.39119982043499
17,16,7,9,1,0,1,0,76.11429122843558
11,28,1,20,1,1,1,1,93.33221990271386
21,32,4,14,2,0,0,0,92.63659672152684
8,21,7,25,3,1,0,0,80.17802179702682
25,16,4,10,5,0,0,0,81.03272483641959
13,27,5,17,0,1,1,0,85.51093513015937
27,18,0,14,1,1,0,0,85.76722277807757
32,21,0,12,4,1,1,0,89.5052958041962
38,22,7,25,2,0,1,1,108.46969466874695
5,26,8,16,0,0,0,0,77.82113495284106
24,28,4,17,0,0,0,0,92.04690356032324
41,22,2,13,2,0,0,0,96.07515146922684
19,25,6,20,2,1,1,1,96.54708756593509
33,20,4,11,0,1,1,1,97.68187458901495
52,32,8,17,3,1,0,1,121.77938068219068
12,22,4,11,2,1,1,1,83.38394437039348
9,26,2,18,3,0,1,0,83.28004918344048
15,26,10,15,3,1,1,1,92.32079679333968
24,23,1,21,2,1,0,0,92.11537897618408
19,26,4,14,2,1,1,1,94.62593736145296
34,27,5,16,2,1,1,0,99.49403762391007
25,27,6,19,3,0,1,0,94.42388607214184
34,16,7,15,1,0,1,1,95.36577761722944
17,17,9,9,2,1,0,0,76.13974735616767
29,20,3,17,1,1,0,0,90.42388181879112
41,28,5,19,2,0,1,1,110.36624997494776
32,18,6,18,2,0,0,0,90.64644529798652
26,19,4,19,2,1,1,0,87.39066488786929
40,19,7,20,2,1,1,1,105.84843662573164
40,13,3,11,1,1,0,0,87.24523145099873
24,32,4,16,2,0,0,1,102.82663452373713
22,23,2,17,1,1,1,0,86.16612209699744
30,22,4,23,3,1,0,0,94.65486857762528
5,21,2,16,2,0,1,0,73.73190289963591
31,30,8,18,3,1,1,1,106.22879267275984
17,21,4,14,3,0,1,1,89.00899597702272
20,23,3,11,2,1,1,0,81.34813814441792
42,22,3,20,1,0,0,0,100.32511573040227
27,21,6,22,2,0,0,1,99.03469198606876
22,27,7,19,2,0,1,0,93.16385579762034
18,27,8,16,0,0,1,0,89.67438080368231
28,24,5,14,1,1,1,1,97.29029557009238
8,19,6,15,1,0,1,1,81.75341281159848
40,29,4,24,1,1,1,0,105.95055241707205
34,20,10,15,1,1,1,0,93.10612706909131
23,22,3,15,1,0,1,1,94.75450860902106
35,19,5,15,1,1,1,1,100.64016431084866
7,21,3,18,1,1,1,0,75.71221300993172
31,20,4,9,2,1,0,0,87.14519721141306
24,23,13,15,0,0,1,0,89.05927774702783
29,25,8,23,2,1,1,0,98.37272425288552
29,24,6,21,2,1,0,0,94.45343154631556
16,24,6,20,2,0,0,0,86.36387680885302
32,23,7,17,2,1,1,1,102.62484100360474
22,21,6,22,1,0,1,1,97.01492334073698
27,20,3,12,2,1,0,1,93.24258837523192
38,22,7,22,1,1,0,1,105.93083387910532
35,24,5,20,3,1,1,0,97.3307298508052
39,22,2,9,1,0,0,1,102.0337806681474
29,19,5,13,0,1,0,1,93.90828873466072
11,24,7,20,1,1,1,1,89.81914951721356
44,31,4,15,2,0,1,1,114.4060435297906
27,22,7,18,1,1,1,0,91.02514149709476
25,20,11,17,2,1,0,0,86.94979820207966
37,23,5,20,4,1,0,1,106.74369174548792
33,25,4,11,3,1,1,0,93.94377535400348
6,19,7,11,1,1,1,0,71.23192386286854
34,25,8,15,3,0,0,1,102.18875007613352
32,15,4,11,1,1,0,1,90.73714788136044
29,17,5,16,1,1,1,0,86.88120681900153
26,24,6,18,2,1,1,1,99.77512721421674
9,27,6,3,2,1,1,0,76.15263657737985
25,20,3,5,2,1,1,1,89.2513789354326
33,25,6,24,0,0,1,1,107.45776445367044
28,30,4,14,1,0,1,0,95.04969193617598
22,25,7,11,2,0,1,0,87.91447328570564
22,22,6,19,0,1,1,1,95.20809276813276
39,19,3,17,2,0,0,1,102.98012868592411
41,19,4,11,1,1,0,0,92.05169463759675
25,24,9,14,3,1,1,1,98.09307233263168
6,22,2,18,3,0,0,1,84.76693545153508
0,24,5,20,1,1,1,0,74.52258445672041
24,29,6,18,0,1,1,0,93.91668823385648
21,27,6,13,2,1,1,0,88.10253102424376
13,16,4,7,1,1,1,0,73.1619231532174
34,24,5,14,0,1,1,0,95.83715602424635
37,20,5,14,2,0,1,1,101.72075894351092
16,30,7,11,1,1,1,0,87.41266202885382
27,22,5,20,2,1,0,1,99.45664373290582
20,35,4,19,2,1,1,1,104.21118889962504
21,26,4,16,2,1,0,1,97.35183103477117
31,20,1,15,1,1,1,0,87.96801535812861
33,23,9,15,0,1,1,1,101.74074057547844
22,17,5,13,2,1,1,1,87.49837254946517
22,21,5,11,2,1,1,1,90.51809544574736
21,17,10,14,3,0,0,0,81.8596412961629
31,24,6,17,3,1,1,1,102.54724738369951
15,26,4,15,2,1,0,1,93.90044878710084
26,18,5,16,0,1,1,0,86.69704437572526
18,23,6,20,3,1,1,1,95.61756060386324
25,23,9,21,2,0,1,1,100.06472977743506
22,23,8,15,2,1,0,1,94.89886756037367
21,23,7,19,0,1,0,0,89.52324221964355
16,25,4,13,3,0,1,0,84.29577804369187
10,19,4,14,2,0,1,0,76.25030534491293
29,27,4,16,2,1,1,0,95.59774073902813
22,31,3,16,2,0,1,1,102.29647376730816
36,26,2,17,0,1,1,1,105.87006070817488
22,18,14,13,1,0,1,1,89.91728465001054
29,25,7,17,1,1,1,0,92.41175319166908
25,25,4,12,2,1,1,0,89.32818675326948
18,26,5,15,1,0,0,1,93.668058739683
35,24,7,14,1,0,1,0,96.84729365524824
26,29,4,13,0,1,1,1,100.69940763095956
21,22,5,16,1,1,1,0,88.1388981129955
4,24,8,9,0,0,1,0,74.26537764970863
41,35,2,21,2,1,1,0,110.21973646942722
27,25,7,13,0,1,0,1,98.3850572456332
9,22,3,25,0,1,0,0,82.18039280271134
42,27,3,19,0,0,1,0,105.8369096208846
20,23,3,12,1,1,1,1,91.4637102731169
35,23,6,24,1,1,0,0,100.68530950317336
0,22,6,14,1,1,1,0,71.07373629167778
10,25,5,14,0,0,1,0,79.56928206450141
23,23,2,17,3,1,1,0,90.00251486180716
37,23,11,15,1,0,1,1,104.69985432809632
16,36,3,14,3,1,1,1,99.7947194746881
21,25,7,19,1,0,1,1,96.67707983709954
24,24,3,12,1,1,1,1,94.2628734261289
19,25,3,13,1,1,1,0,85.77375023801048
33,32,7,17,1,1,1,1,109.12223033656385
27,27,9,9,1,0,1,0,90.2916570410644
29,24,7,16,2,1,0,1,100.2008515018432
27,22,8,18,0,0,0,1,98.65928041323302
22,22,4,24,1,1,0,1,99.72226323982984
34,20,5,9,2,1,1,0,88.09388428967301
6,20,10,17,2,0,1,0,74.83347026117147
20,24,6,15,1,1,0,0,84.53105077746332
2,19,5,11,1,0,1,0,67.60879622376231
37,24,5,16,1,0,0,1,104.011324904818
30,20,5,14,3,1,1,1,97.00149676234828
22,26,5,16,0,1,1,0,89.30479564266868
29,24,3,19,0,1,0,0,94.91865389510336
24,22,6,20,3,1,1,0,90.90966341152236
19,30,6,16,2,0,1,0,89.78921293528391
13,29,5,16,3,0,1,1,93.53107054853356
27,21,3,15,0,1,1,1,95.8666798001684
24,21,4,17,3,0,0,0,89.07399160760981
11,29,6,17,0,1,0,0,86.92085310489557
10,25,3,14,0,0,1,0,79.72819645631749
30,20,2,18,2,1,1,1,97.98170074086408
35,31,7,9,2,0,1,0,98.80238837965138
43,21,8,15,2,0,1,0,99.63047339807102
13,21,9,16,1,1,0,0,79.7604973816395
-1,28,5,19,3,0,1,1,85.03040824685301
22,21,6,11,2,0,1,0,83.51353069801608
33,22,7,11,2,0,0,0,90.6969856233471
32,22,10,18,0,0,0,0,94.33937440941789
17,22,4,10,2,1,1,1,90.51559841095262
38,19,5,18,1,1,1,0,96.53614466581116
21,23,2,15,0,1,1,1,91.76217762249344
31,24,7,13,0,1,0,1,100.7718273429406
35,22,6,21,2,1,1,1,105.57604002636012
7,27,4,24,0,1,1,1,93.37305575372184
23,28,11,7,2,1,1,1,94.60823770885308
10,23,5,12,0,1,1,0,75.84468987117779
10,23,4,19,1,0,1,0,81.7700489009085
32,23,7,12,0,1,1,0,93.2714950911386
32,22,5,14,3,0,1,0,90.70108169066908
27,23,7,16,3,0,1,1,96.61189420320368
23,26,4,14,2,1,0,0,89.208196861979
36,24,2,15,3,1,1,1,103.81249462549354
19,30,6,20,2,0,0,0,92.35870114462018
16,23,4,13,1,0,0,0,82.09239931249908
20,23,7,10,2,1,0,0,83.2714495607698
37,32,8,13,1,1,1,0,102.43042311567682
20,18,5,12,3,1,0,0,80.88079453044364
25,24,5,18,2,0,1,0,90.9695982454319
34,24,6,13,1,1,1,1,101.98211233783591
27,14,6,4,2,0,1,0,75.57006471377744
