student_age,hours_study_per_week,low_income_status,private_tutoring,parental_education,enrollment_in_elearning,intermediate_test_score,final_exam_score
35,18,1,0,1,1,48.39446162005665,193.6553636571701
43,17,1,1,0,1,54.30612009858257,208.56523766521747
25,17,1,0,0,1,38.46241323058406,160.87045647875948
13,17,1,0,0,1,29.734255664112386,134.69776122357214
44,29,1,0,0,1,64.98430571311185,237.9442177326064
24,11,0,1,0,1,33.87405428967871,146.5702400420071
42,20,0,0,1,1,56.124540662902,215.42233003311736
19,19,1,0,1,1,36.68151750234727,155.67483356688655
27,28,0,1,0,1,51.69323740696675,194.9410945943519
24,14,0,0,1,1,35.27139182991893,152.63060443765946
37,18,0,1,0,1,49.65379976175564,194.3844115342985
21,28,1,1,0,1,46.47756973462357,185.6465032333998
19,25,1,1,0,1,42.13270257815447,169.19471657548743
31,6,0,0,0,1,31.538674640374836,143.4171568587772
21,21,0,0,0,1,38.10279079714411,156.52022979213007
39,18,0,1,0,1,48.86470487451149,192.48896502773204
33,19,1,1,1,1,51.21569264546433,197.15199400467705
37,24,1,1,0,1,54.9703282769344,210.5902569781006
29,5,0,1,0,1,33.256258964032135,143.86442338470584
27,12,0,1,0,1,35.70679346335617,155.19990353679412
31,28,0,0,0,1,54.35755296717965,206.1005588481761
33,14,0,0,1,1,43.06210262423821,174.58649024257934
26,13,1,0,0,1,36.26549506959108,154.26952800091794
34,17,0,0,0,1,42.6673236274724,175.4164516704399
29,23,1,0,0,1,47.695142103773904,186.37232809118376
33,17,0,0,1,1,45.79023658885208,183.2865859676332
23,17,0,0,1,1,37.49382763553237,159.1828245241786
34,27,1,0,0,1,54.93982287696046,210.0574903328761
30,23,0,0,0,1,48.19887022811166,188.0353163380122
33,19,1,0,0,1,49.30611572819387,191.5681485590984
34,16,0,1,0,1,44.78784055255738,182.92966737386325
24,23,0,0,0,1,42.12570539177069,172.5064858888381
26,27,1,0,0,1,50.2351855036402,192.57210504998343
43,17,0,0,0,1,51.48638859285086,202.27600996151733
13,24,1,1,0,1,37.92123266354592,155.00188027904534
26,25,1,0,1,1,46.92589363644977,186.953419696436
39,25,0,1,0,1,58.35056052560552,217.67910700664711
38,15,0,0,0,1,46.313611059247165,183.4969742348433
37,22,0,0,1,1,54.95530939003246,208.13261619763745
23,14,0,1,0,1,34.38099493199448,150.5474892217059
18,23,0,1,0,1,38.79384680400056,160.3707624197985
27,21,1,1,0,1,45.16173336306527,178.31769008067397
40,16,0,1,0,1,49.20716605947871,195.46379074984856
30,11,0,0,1,1,38.143535986863625,159.68785146905174
33,25,1,1,0,1,54.7386526190424,207.60127533858676
25,21,1,1,0,1,42.52733184241804,171.94221771791544
27,29,0,0,0,1,50.445323726734415,194.95989780529467
31,25,1,1,1,1,54.53147104488951,207.13718777476595
26,9,0,1,0,1,33.25602260358609,146.693382884305
18,10,0,1,0,1,25.989636166547275,126.22991673357672
27,21,0,0,0,1,44.03897168060587,175.66383427495234
25,22,1,0,0,1,42.54168038800761,172.03240081193184
13,21,1,1,0,1,35.20830963732839,148.38149621195436
35,18,1,1,1,1,49.43499146367835,194.4305636962566
36,27,0,1,0,1,56.96449127352305,211.46594965223957
31,32,1,0,1,1,59.751065297602125,220.1959976805508
36,23,0,0,1,1,50.86226669892826,197.5635477503927
33,18,0,0,0,1,45.13441757752005,182.6620533808655
15,26,0,0,0,1,38.17617767283538,157.35781208445837
29,19,1,1,1,1,47.35844898387344,187.11877261397188
14,14,0,1,1,1,27.02840061176529,127.1488128882357
27,20,0,0,0,1,43.81024972400997,172.8498338468318
23,23,0,0,0,1,39.80738758558928,166.04034126823734
26,21,0,1,1,1,44.3521690297628,176.41457400445458
26,25,0,0,1,1,45.82201521613389,182.15703439283268
33,16,0,0,0,1,42.33562375796853,171.37078362390895
26,14,0,0,0,1,35.58756376371637,154.35295583115294
32,25,0,0,0,1,51.015269601530086,195.14477112873044
16,16,0,0,0,1,29.11108298368885,131.6087133011785
46,20,1,0,0,1,59.643938167537705,224.2921324092519
26,22,0,0,0,1,42.34555445702039,174.7941098725645
22,22,0,0,0,1,39.16253221607624,161.6116567085239
16,15,1,0,0,1,30.928251396989797,137.5977825266441
32,24,0,1,1,1,52.5007556867819,201.6645715606136
28,18,0,0,1,1,42.464434676978286,172.75345871202472
25,17,0,0,0,1,35.822493155018,154.69875320888465
24,16,0,0,0,1,36.30252322977671,154.00708495101094
38,20,0,0,0,1,50.682287965079176,197.21350659679985
44,16,1,1,0,1,54.99938089097765,210.0585375584527
35,21,0,0,0,1,49.23631932116024,192.917232507506
25,20,0,1,1,1,43.1517338410147,172.78120944330573
38,18,0,0,0,1,50.79077789760195,194.66246199928716
15,13,0,0,0,1,25.46033596856556,123.32417688495168
27,21,0,0,0,1,44.26204108632703,177.90713242202372
1,5,0,1,0,1,9.138553898420886,73.98949282881671
42,16,0,0,0,1,51.73397700550505,202.04700931487687
27,10,0,1,1,1,34.63878442582394,151.43789018475812
31,14,0,1,0,1,39.94572069251697,167.05753186423794
35,16,1,1,0,1,47.34802776857234,187.65936128809568
31,23,0,0,0,1,47.12706434194816,185.7979433131875
25,21,1,1,0,1,43.892611538297686,173.49718356572114
27,28,0,1,1,1,52.1893231282973,198.2251969509057
20,22,0,0,1,1,39.06290190224438,162.09852877289327
30,27,0,0,1,1,51.09484337996529,197.16038960560155
36,20,0,0,0,1,48.0056914556041,191.1672055846969
46,20,0,1,0,1,57.83689793429862,219.2644908784423
27,22,0,1,0,1,45.158641943861824,183.51212401667132
30,24,0,1,1,1,50.4980050446832,196.865192166014
31,16,0,0,1,1,42.9729334890416,174.82192667082884
32,18,0,0,0,1,43.51415274741244,179.00726411081345
28,22,1,0,0,1,45.78242021564038,179.43586932850312
29,23,1,1,0,1,48.1031143371044,188.83846238568464
30,22,0,1,0,1,46.66273768976715,187.27987980928432
15,15,0,1,0,1,26.161797657270363,124.25654072380888
28,9,0,1,0,1,32.694508344546335,145.8863692557078
33,24,0,1,0,1,51.71582976216213,201.7973350524032
19,21,1,0,0,1,37.790522168575286,159.57163186505431
26,20,0,0,0,1,40.60964311581319,164.42601034583845
26,9,1,1,1,1,34.96001576231217,152.9854613539582
21,17,0,0,1,1,35.75205639835521,153.3913231995656
46,18,0,0,0,1,56.03574907894284,216.2118052780708
52,8,0,0,0,1,50.689033337581584,200.6945288248793
25,15,0,0,0,1,35.44676020935506,152.56788178481125
20,24,0,0,0,1,39.55459910483724,162.29276494315573
29,16,1,0,0,1,42.79239897252007,174.6355682300808
29,21,1,0,0,1,46.06276337170944,181.59355100099063
34,17,0,1,0,1,48.68689006963365,190.4981266054502
41,20,0,1,1,1,54.0703484962597,210.11914409643367
13,22,0,1,0,1,35.70062016208591,151.41701649073624
36,29,0,0,0,1,58.67957523601523,222.3575614403039
34,32,1,1,1,1,61.16913262879604,226.2354330404091
27,16,1,0,1,1,39.06281995109092,163.15982021683595
44,26,1,0,0,1,62.8790571499581,232.37623359889665
33,14,0,1,1,1,43.65386936423193,176.61592845263326
39,20,0,0,0,1,52.461848838592125,203.3568788981394
30,13,0,1,0,1,39.76555038017957,165.90380093466865
21,2,1,1,1,1,22.769898824767644,119.73043358851632
19,13,0,0,1,1,27.256594909669133,130.0893150885088
38,23,0,0,0,1,55.108929877012336,209.37019936027315
29,15,1,0,1,1,39.20383857821045,163.8726814968723
37,20,0,0,0,1,50.51603896173181,195.80837605228464
39,17,0,0,1,1,50.45101575369437,198.3773243944433
21,18,0,1,0,1,37.94706802399563,155.61285561479806
30,15,0,0,1,1,42.01947175646583,171.44267590763582
44,16,0,1,1,1,54.42169279187795,211.80063224825463
21,8,0,1,1,1,27.330950694768493,131.36429671547097
23,29,0,1,0,1,48.254026557134544,187.4632266764256
33,28,1,0,0,1,56.12834098065667,209.71465591408972
29,20,0,0,0,1,44.89669206738099,180.05553854416615
45,17,0,1,1,1,56.02845831032566,214.87944003087088
34,20,0,0,0,1,46.33118007531172,185.31533900453812
30,29,1,1,0,1,56.87478850664764,212.60223780704305
26,19,0,1,0,1,41.25141458417831,171.37975520765752
34,27,0,0,0,1,54.57235462677175,207.07475951857307
25,21,1,1,0,1,43.536390341793954,173.07728197508294
21,16,0,0,0,1,33.328000798137445,143.89234148738888
29,28,0,1,1,1,53.56600104557658,201.4618733159318
36,28,0,1,0,1,56.796543567780645,213.88174849034695
29,20,0,0,0,1,45.249296053479,181.15757862501977
40,22,0,0,0,1,54.62177912529443,208.9320075984375
19,21,1,0,0,1,37.48330727715096,154.9451130498867
26,25,0,0,0,1,45.59763568276279,179.90949173141584
25,30,0,0,0,1,47.3731891824655,184.89796265180152
20,12,0,1,0,1,30.001175131426574,134.2747088225997
21,26,1,1,0,1,45.12600469429689,177.48904160381937
22,17,0,1,1,1,37.38248138335331,156.16298203393308
31,20,0,1,1,1,48.1566374567081,187.9225612360844
22,19,1,0,0,1,39.10251642675654,161.22928966208417
35,20,1,1,1,1,50.56906804216503,200.3046568838045
39,17,0,0,1,1,49.15836107610093,197.3641877427359
39,17,1,0,0,1,50.33730926601914,197.1560772473464
23,20,1,1,0,1,41.00162740969279,167.62535120193397
32,21,1,0,0,1,48.51195500101269,191.61265268979125
37,15,0,1,0,1,46.47950178882165,187.5551151261336
33,13,0,0,1,1,42.4158566274365,170.94298361679884
38,23,0,0,0,1,55.14556211279714,206.16417520717823
34,21,0,0,0,1,49.61888304934416,192.4228371868725
21,20,1,1,0,1,38.702150892934135,162.7359905532679
22,17,1,0,0,1,37.69368034014657,155.9463581195428
33,23,0,0,0,1,50.25143908509415,192.79163580992065
31,18,0,0,0,1,42.21630158819873,170.36369779555562
28,14,1,0,0,1,37.6673318947884,161.79120714697694
20,11,0,1,1,1,29.778957331963205,134.79139083227534
19,19,0,1,0,1,35.17924420324945,150.60945888725422
23,10,1,1,1,1,29.828933848462373,140.80766298275898
19,20,0,0,1,1,36.56376597779565,156.21937011185005
36,6,0,0,1,1,37.00825905865522,159.93818250311156
25,21,0,0,0,1,41.3373814685377,169.70046376688393
37,28,0,0,1,1,57.87899920719924,220.1134582018264
21,17,1,1,0,1,36.837051903171215,155.89754034196486
36,24,0,0,0,1,53.33647583399057,205.81163720860025
41,23,1,0,0,1,57.590980499424106,215.15986213177248
24,22,1,0,1,1,43.46397509914853,174.3173535177764
45,22,0,0,0,1,57.81191692601236,219.1734699604086
38,20,0,0,0,1,50.26454638380541,198.48274214508083
30,23,0,0,0,1,46.93234094911354,185.2659542710884
13,22,0,1,1,1,34.43657305199908,147.8384855586152
22,15,0,0,1,1,33.0437781746806,145.67447658288827
35,21,1,1,1,1,51.330826065079606,201.1567841412311
29,26,0,0,1,1,50.7330264476141,194.7025204094555
25,9,1,0,0,1,32.08612685163655,141.8223413967959
28,18,0,1,1,1,41.67659366613445,171.9082573602118
44,15,1,0,0,1,53.424694488488136,206.3981079574764
22,23,1,0,0,1,42.13831937602831,168.29864194294203
29,16,0,0,1,1,40.87823123942285,169.0666997337297
32,1,1,0,0,1,29.137515545373144,141.5679187549791
39,14,1,0,1,1,48.84665891343264,191.8888928945234
35,16,0,0,0,1,46.61179645188748,180.39335266498523
24,28,0,0,1,1,45.91568355078075,181.8484085181663
20,16,0,0,1,1,32.4684162564478,145.99814276436948
21,14,0,1,0,1,31.838837323376847,143.8731565758341
23,19,1,0,0,1,39.43158289234397,164.3172218327505
37,14,0,0,0,1,46.07297361038924,182.19733486323972
33,19,0,1,1,1,48.25168974336442,190.3509855565719
28,18,0,0,0,1,41.1023264262106,170.06212608337472
35,16,1,1,0,1,47.767723300990674,186.1380846820586
23,19,0,0,1,1,37.23695127508682,157.02647331094008
30,16,0,0,1,1,43.194741860713584,174.89167206622662
34,24,0,0,0,1,48.81738363915459,192.8751103969364
25,33,1,1,0,1,53.90105498295088,205.06058041535155
24,26,0,0,0,1,45.67631962839781,179.36993647586974
14,14,1,0,0,1,28.331776806823655,128.04321124619625
20,21,1,0,1,1,38.99912153019985,162.7900177562849
31,32,0,0,0,1,57.33408099063821,216.17903207325529
50,11,0,1,0,1,54.93055480383726,211.0539808870108
16,17,1,1,0,1,31.912106669857007,142.4271400353794
20,24,0,0,1,1,41.15421822611651,166.29596223745045
28,10,0,1,0,1,33.81203008098525,148.13638334498947
26,18,1,0,0,1,39.043738941572144,165.8368053753267
53,22,0,0,1,1,66.30118386130059,244.2620745693326
33,24,0,0,0,1,50.43368697030213,194.8362431076181
13,27,1,1,1,1,40.174212245977344,162.3954260457766
17,22,1,0,0,1,36.14648563929496,152.50052250687898
40,15,0,0,0,1,49.19716978960379,191.6828554251936
23,19,0,0,0,1,36.97981572541836,157.40789197595169
26,12,1,0,0,1,34.43514612087353,147.97915867062062
33,5,0,1,1,1,35.77941327241388,153.83032053976046
40,40,0,1,0,1,71.23916387131277,252.64379822838887
32,22,1,1,0,1,51.75435098642897,197.9024623010088
13,21,1,0,1,1,34.149802816893306,143.56813950629746
45,16,1,1,1,1,56.45568164508657,215.2051623425723
26,23,0,0,0,1,42.094578899665976,172.19364652096175
34,24,0,1,1,1,52.81967711905632,204.1439194994171
17,18,1,1,0,1,33.58130736358925,146.85992081027683
17,15,0,0,0,1,28.828098792484862,132.82890567960914
27,14,0,1,0,1,37.998449524535424,156.3294141634948
26,20,0,0,1,1,42.13856467979683,170.8533522181376
25,20,1,1,0,1,42.3303887058291,169.43016972644335
24,23,0,1,0,1,42.9438380970282,173.4745341091515
23,21,1,0,1,1,41.52226610294132,168.8686209041589
28,16,0,0,1,1,39.61847497130501,164.83870642635773
31,13,0,1,0,1,40.32531362888052,165.37119203203423
43,22,0,0,0,1,56.09551248252366,212.60446924988463
20,26,0,0,0,1,41.21402090674421,168.40393706027515
37,25,0,1,0,1,55.54460784791075,210.8737094930795
43,18,1,1,0,1,56.74093042741132,212.28373921024584
35,30,0,0,1,1,58.76182927258609,218.5641935380207
37,15,0,1,1,1,45.00221238460651,184.40309126343985
42,15,0,0,1,1,49.42968125226537,197.05061800332447
16,20,1,1,0,1,34.55461296309997,145.84231823098375
33,16,0,0,0,1,43.91037358582496,178.7209644635171
45,28,1,1,0,1,66.56916442298156,242.7521524021952
27,26,1,0,1,1,50.18933592631346,193.6444097559215
23,19,0,0,0,1,38.179925877589895,159.88688605699667
34,21,0,0,0,1,49.5959702939716,192.92438996910224
36,17,0,0,0,1,47.20682452085777,187.78397434333525
15,18,0,1,1,1,31.23281095145596,140.61097317058858
33,24,1,1,0,1,53.37885236553447,205.789274276101
26,12,0,0,0,1,34.39328544808038,149.90235186946066
36,22,0,1,1,1,54.51650093866567,209.0336488055832
22,25,0,1,0,1,43.7882483871523,176.99521202027333
29,11,0,0,0,1,34.75791366210353,149.806723983374
31,18,0,0,0,1,44.17154272730701,179.61080895088128
30,16,1,0,1,1,42.38286490033382,174.12103734847244
42,24,0,0,1,1,60.17791808681438,224.96612216023397
39,10,0,1,0,1,42.972241089216695,178.33415250560276
35,24,0,1,1,1,54.57663888082696,206.78705316318943
14,16,1,0,0,1,30.74524967919999,136.827713433916
24,9,0,0,1,1,28.9686519709971,135.71233698368664
30,14,1,1,0,1,42.81193117407325,171.50321474955825
29,20,1,1,1,1,45.99967925000963,183.49235608755785
37,23,0,0,1,1,54.51842200546938,207.71118408643744
14,17,0,0,0,1,27.77556514441302,129.63763177332257
22,13,0,1,0,1,31.81077498300767,141.85753484609222
18,16,1,1,0,1,33.320169573170936,145.3775944403327
31,13,0,0,1,1,39.56801980858199,167.72440619991025
39,16,0,0,1,1,48.51998346301552,191.9156229830058
28,21,0,0,0,1,43.05905889432236,175.5201718556393
19,9,0,1,0,1,26.688104239569444,125.8301098125356
27,26,0,1,0,1,48.479574496641554,188.15164698220096
32,16,0,1,0,1,43.99933080085892,178.95803413997558
17,17,1,0,0,1,33.061284534379126,143.37137474697153
22,16,1,0,0,1,34.496101286845,150.10749637733488
26,17,0,0,0,1,37.7473276497137,159.6429191605472
24,10,0,0,0,1,28.73045031831041,134.193553192753
30,20,0,1,1,1,46.3726663731845,186.05483533166824
26,25,1,0,0,1,45.77312448562631,180.977564782669
31,23,0,0,1,1,51.35563387634082,195.3019419542106
39,18,1,1,0,1,53.63301195591711,206.4146802634577
33,15,1,0,1,1,44.13897420610961,178.7170114686972
29,21,0,1,0,1,45.04481225162848,179.54925772800053
17,21,0,1,1,1,36.378583204805096,152.2988819374122
32,16,1,0,0,1,44.2635302566533,178.68450431423673
41,14,0,1,1,1,49.9442991020099,197.3332303160683
23,19,0,1,1,1,39.167720756250006,163.08251619387843
24,22,0,0,1,1,43.72988691500166,176.88155123439856
30,34,0,0,1,1,58.62529672180833,218.23391740085597
37,20,0,0,1,1,51.24244198242597,199.15246648274743
38,13,0,0,0,1,44.80338767915226,180.14326610523895
32,25,1,1,1,1,53.99400913385116,204.49588970147792
36,13,1,0,1,1,44.35670357883038,179.19917296689422
31,18,0,0,1,1,44.04744579029119,177.07952211261238
36,16,1,0,0,1,46.2426369634817,186.1460657611132
37,17,1,0,1,1,50.66388424832622,197.4806866981218
28,7,0,0,0,1,29.28550979187215,137.1747272663954
25,19,0,1,0,1,39.72540284876601,164.62895495415316
36,19,0,0,1,1,49.31698531449984,194.1701377701272
38,7,0,1,0,1,40.2922635899637,170.76585131846377
25,21,1,0,0,1,41.50351847666903,167.94739894638204
32,16,0,1,0,1,45.16042412577352,180.2626429203625
30,11,0,0,0,1,36.52249286912315,157.0859591441976
39,24,0,0,1,1,55.30949841215282,213.6796057303874
26,21,0,1,0,1,44.89997288812755,177.23319466157616
35,34,0,1,0,1,64.0558550977901,231.09559747921747
22,21,0,1,1,1,42.296853774991625,170.1869051420229
34,19,1,1,0,1,50.334348075910064,194.1719776144198
32,19,0,0,0,1,44.37452413295249,179.72589117640123
15,15,0,1,1,1,28.892992897913317,132.88667224770535
37,25,1,0,0,1,56.66577762004023,214.724957198166
29,23,0,1,1,1,47.45062633989687,190.98258340356483
36,22,0,0,0,1,50.54679895215748,197.57039459853723
38,26,1,0,0,1,58.38815332507664,217.35551570593503
25,22,1,1,0,1,44.23902231832138,174.1317807521994
19,31,0,0,0,1,45.23156562395202,175.83232323286796
26,15,1,0,0,1,37.69472560905155,157.448448049416
32,21,1,1,1,1,50.955981306842645,197.6843949846837
32,17,0,1,0,1,42.80183643284425,175.52131368670408
22,12,0,0,1,1,31.045749872986736,141.0885575024338
27,21,0,0,1,1,43.32943880932136,178.96103575295075
18,13,1,0,0,1,28.113046316064427,132.27582127129463
12,29,0,0,0,1,37.918784073846425,155.1461527228785
32,13,0,0,1,1,40.68049001569768,168.17821246964542
27,16,0,0,1,1,40.31595964150605,165.3033871782324
35,14,0,1,1,1,45.31695400550861,181.1194597932623
34,28,0,0,0,1,56.78785250594174,212.37547371547507
25,19,1,0,0,1,41.06482599766946,166.4504570977424
34,24,0,0,1,1,54.11827280531169,208.6151265544284
31,15,0,1,0,1,41.83526213651275,172.59253729637305
26,13,0,0,0,1,34.43318097376817,150.46291526977137
33,22,1,0,1,1,48.41631583393117,192.39569617412656
27,23,1,0,0,1,46.17822569057778,184.29908914344583
30,24,1,0,0,1,49.95527601614402,195.35798724551583
28,32,0,0,0,1,53.78087424176578,205.32670799379784
21,25,1,0,0,1,40.83085781757477,169.26878909284693
27,26,0,1,0,1,49.49406865180018,192.94036309268355
43,31,1,0,0,1,66.01083477941091,238.8267351332772
22,24,1,1,0,1,42.219653214881006,171.82057090374803
25,13,1,1,0,1,35.49175501570745,154.3395868880472
27,18,0,0,1,1,40.72788779658244,171.7422610313018
42,13,0,1,0,1,50.61258587735668,200.23234393256325
25,19,1,0,0,1,41.57565695202358,169.63276119333398
36,16,1,1,1,1,48.307256279753645,193.88246822727905
31,20,0,0,0,1,44.85448018742758,180.52994086194408
27,29,0,1,1,1,52.2338119701407,198.89887376399787
43,16,1,0,1,1,53.94901737840103,205.8399457544911
30,7,0,0,1,1,35.0633853441178,150.38961417139623
23,28,0,0,1,1,46.8904485084586,186.7617627790127
33,21,0,1,0,1,48.57458981750559,190.71758607100347
22,17,1,0,0,1,36.5259448432749,157.42361083885584
14,11,0,0,0,1,24.015168006402348,117.77432731942166
30,21,1,0,1,1,47.39237988065218,184.9042714824328
30,12,1,0,1,1,40.3206986326949,167.36683705582516
33,26,1,1,1,1,54.53865684848495,209.09145565155063
29,16,1,0,0,1,42.06115706634311,171.49221694602528
38,20,0,0,1,1,52.21474323453544,201.67468004291905
29,20,1,0,0,1,46.78913982744692,184.68781539205668
29,21,0,0,0,1,45.5559522730662,182.243983509274
28,24,0,0,0,1,45.96603749876115,180.4339832662305
30,8,0,0,1,1,34.366863551957906,151.5196829121256
33,14,1,0,1,1,43.99308976978863,179.03475047021152
24,19,0,0,1,1,38.05515421409791,162.1793131625112
19,13,1,0,0,1,28.236268834621157,133.16986316529835
20,24,1,1,1,1,43.02771765436239,173.53367370858598
39,19,0,1,0,1,51.99964159774998,202.89989802825752
30,12,0,1,0,1,38.81022447217215,161.7806665930658
30,13,0,0,1,1,41.04233900914808,167.0185166561602
27,13,0,1,0,1,35.78233652151087,155.33258418566402
16,36,0,0,0,1,48.51591809539282,184.20511858682505
27,23,0,0,0,1,43.86485817435144,179.4686352608958
31,16,1,1,0,1,42.4622873988137,170.7509492423231
23,20,0,1,1,1,40.688079310412654,166.5115710278128
29,13,1,0,0,1,37.58020689372403,159.8535794335948
25,16,1,0,0,1,37.9803445728078,159.1365702096422
29,18,1,1,0,1,46.00472228258203,180.02852382016027
28,19,0,1,0,1,43.60721812674258,174.63001600066593
20,19,0,1,1,1,34.60128869066809,152.00148165979496
19,22,0,1,0,1,37.25687933450404,158.14033224637723
27,16,0,1,1,1,39.3785437101289,164.48036638175384
45,17,0,0,1,1,53.07947757776084,205.4438697609102
38,12,0,0,1,1,43.00081155522086,179.8832761938717
21,19,0,0,1,1,36.78133148749888,153.15812657894327
27,23,1,0,0,1,45.39834472528303,181.41237761427152
17,25,0,0,0,1,36.98915338710196,155.67586946191582
46,14,0,0,0,1,52.06897233420217,200.3539540444367
40,31,1,0,1,1,63.80836715730612,236.44305541091143
26,11,1,0,0,1,34.60889443483593,149.2122016313485
46,14,0,0,0,1,53.087688428033736,206.53733610256407
35,15,0,1,1,1,44.506831647395046,180.99593985505268
27,19,0,1,0,1,42.46381285362386,172.15950203331525
26,11,0,0,0,1,34.42285781604895,149.7389359424507
33,12,0,0,1,1,40.16028423088999,167.5280699242318
30,32,0,0,0,1,56.3715014051509,209.7748106779517
41,29,1,0,1,1,63.174174460302574,235.0572357494513
44,18,1,1,0,1,57.2214710098114,216.12003693121372
38,11,0,0,0,1,40.89269453033599,171.73450495248022
31,23,0,1,1,1,48.97590776999892,191.04341517998097
23,24,0,1,1,1,43.990821191484464,175.31228908961194
25,11,1,0,0,1,30.936335963786703,142.65698240951636
25,30,0,0,1,1,49.13683936413722,189.1320761069824
41,14,0,0,0,1,47.3062046565756,189.86374914742305
37,19,0,1,0,1,50.69184019396646,194.70911101460163
20,24,0,1,0,1,42.29501050793943,168.73994427945289
26,11,0,0,0,1,33.61913324101568,147.0381783598197
42,14,1,1,1,1,51.83492893287385,201.30579011746627
27,19,0,0,0,1,40.79606252211502,168.2717456323344
30,22,1,0,0,1,47.86808759026653,189.98089561149615
13,13,0,0,1,1,26.368486857354373,123.7987843994799
29,20,0,0,0,1,42.70459217263399,172.94413883751778
27,15,0,0,1,1,38.930198062151206,164.91713235046757
41,23,0,1,0,1,57.678975772557415,218.76241119314287
27,25,0,1,1,1,50.60629203168956,193.86922613406605
45,24,0,1,1,1,62.76776065834965,232.27006681214277
26,18,1,0,0,1,40.396930700298064,166.59707005250564
19,12,0,0,0,1,27.414656463422546,128.8208592963283
27,26,0,0,0,1,46.68479467915958,183.29422172276728
21,31,0,0,0,1,46.92943121572024,184.37269003822485
26,17,1,1,0,1,41.51389098280005,169.34660802868655
24,18,0,1,0,1,39.55889006954977,161.31303175458646
18,26,0,0,1,1,40.02589247521012,162.91196232850413
43,24,0,1,1,1,60.78985804042576,227.63823179994668
37,16,0,1,1,1,48.02082296350065,193.12675226107672
24,16,1,0,0,1,36.28391790919113,154.27379736112994
15,31,1,0,0,1,44.31392621531489,174.49566381916162
28,12,1,1,0,1,36.68323880973925,155.23330138073237
20,28,0,1,0,1,44.94272734907285,177.24138605916426
37,23,0,0,0,1,52.98213367969718,203.27950268110365
48,23,1,0,0,1,63.00607718042951,235.05370313842
24,21,1,0,0,1,43.81024472559768,173.04105025628226
22,23,1,0,0,1,41.411532224215705,169.56583640711605
39,15,1,0,0,1,48.18144417301864,192.17883873285908
22,16,0,1,0,1,35.4835709381328,151.74121796476535
24,18,1,0,0,1,38.68415744704414,162.6908031355752
43,28,1,0,0,1,64.23795435146839,234.644384022152
33,14,1,0,0,1,42.06238925600041,171.40008971017278
48,26,0,1,0,1,65.31849712813363,242.19738497861456
37,21,0,0,1,1,50.52683732400497,198.71110539204668
27,22,0,1,1,1,45.5271644641029,179.69764056010976
24,14,1,0,0,1,36.498426214039846,157.05456003645816
22,13,1,0,0,1,34.523013456873905,148.36520352178428
40,7,0,1,1,1,43.1290526625796,177.5099446585588
39,23,0,1,1,1,58.37894423870164,219.07862850834124
23,10,0,0,0,1,30.20383261133549,137.84037994150603
22,16,1,0,0,1,34.69114497533094,150.92239866706004
12,19,0,0,0,1,31.1645090795288,132.8794230993098
33,18,1,1,0,1,46.26364729954627,184.2013510270506
39,24,0,1,0,1,56.79399897232899,215.3041449823424
20,26,1,0,0,1,43.63502659811035,175.29533650863485
46,16,0,1,0,1,56.89160039649933,215.84746755204745
30,22,1,1,1,1,48.39280788985708,191.8136738469344
19,25,0,0,1,1,40.92745566761488,167.46367070474108
26,19,0,1,0,1,41.89496778522415,167.91153234359714
29,19,1,1,1,1,46.2298801573099,184.90504871806164
42,12,0,1,1,1,48.61360918106484,192.5206952292926
31,16,1,0,1,1,44.04498135915925,177.8471930184286
43,9,0,1,0,1,46.66333382343817,187.3110122372468
41,20,0,0,1,1,55.83165384442174,212.4765870838415
27,26,1,1,1,1,50.80937264879462,195.53484936302624
12,16,1,0,0,1,28.482631633864667,129.0286769680495
41,9,1,0,0,1,45.00960587905468,183.2071239237979
23,16,0,0,0,1,34.66277871117293,150.46735493850363
32,23,1,0,1,1,49.4566772404281,195.69999984029928
20,26,1,0,1,1,44.342971149769575,175.23386331671747
40,17,1,0,1,1,53.93412188192025,205.3898378117717
38,28,0,0,0,1,57.99274909624295,217.1788414701132
27,23,1,1,0,1,48.21281060505448,187.51365418729443
35,20,0,0,0,1,49.629197123838416,192.4683979511359
24,17,0,1,0,1,38.197993178248325,160.69341564866173
27,15,0,0,1,1,39.39199540071276,162.91362862020335
21,24,0,1,0,1,42.13198482680088,170.33129437233356
40,31,0,0,0,1,62.3745301663452,230.48522649360456
29,14,1,0,1,1,40.59029144074416,167.5949499685654
40,17,1,1,1,1,54.70755702570788,205.4371081083769
36,10,1,1,1,1,41.36515957807229,174.30345224432648
39,19,1,0,0,1,54.04014303216952,204.91320087440667
34,23,1,0,1,1,53.82279507030703,206.5290337766133
39,22,0,1,0,1,56.81260787037589,214.3034086452471
24,16,0,1,0,1,37.27701917170926,155.12501911142965
29,28,1,1,0,1,51.12576853627505,201.2083682900254
20,27,1,0,0,1,44.13971400728372,174.98129117575397
29,18,0,1,0,1,42.32981502383409,173.4548328492922
35,27,0,0,1,1,56.12933013687695,213.61887107582157
27,18,1,1,0,1,42.99897102528944,173.4654575645433
44,19,1,0,0,1,55.041596081855616,212.03958777676456
32,25,0,1,0,1,52.2133065847038,198.50253087912697
30,22,1,1,0,1,48.11411867598704,189.81985194851745
22,20,1,1,1,1,40.27996943538706,166.0516739915342
32,20,1,0,0,1,47.7253306864235,185.5642260821033
41,28,1,0,0,1,61.55365828920559,228.85985187951704
