worker_id,post_policy_period,minimum_wage_policy,current_monthly_income,total_experience_years,previous_monthly_income,gender,union_membership
631,0,1,43.55847094956236,2,7,1,1
632,0,1,45.56380266992471,1,6,0,1
633,0,0,44.54625217323993,2,7,0,1
634,0,1,44.80951582932353,2,6,1,1
635,0,0,45.98028127412408,4,2,0,1
636,0,1,46.6732114296066,4,6,0,1
637,0,0,48.01961056744839,2,5,1,0
638,0,1,46.94007154446744,2,6,1,0
639,0,0,45.601566170934944,0,9,0,0
640,0,0,45.14967855206506,4,5,1,1
641,0,1,43.582361246766176,3,7,1,0
642,0,1,45.15361216872529,3,4,1,0
643,0,1,44.21336404983563,0,5,1,1
644,0,1,45.79463254901479,4,5,1,0
645,0,0,46.72807032682843,3,6,1,1
646,0,0,46.25054642628861,3,6,1,0
647,0,0,46.54941008132001,1,5,1,0
648,0,0,45.69490750544605,2,8,1,1
649,0,1,45.83905976014084,4,9,1,1
650,0,0,46.77740159569159,4,8,1,1
651,0,1,46.54965810993767,1,5,1,0
652,0,0,46.82669081952756,1,5,0,1
653,0,1,45.93112840337996,3,6,0,1
654,0,1,44.58573360587374,3,4,1,0
655,0,1,46.324327580878666,2,2,0,0
656,0,0,46.57835306777395,1,5,0,1
657,0,1,45.956296414706046,3,6,0,1
658,0,0,45.195601682715896,3,7,1,1
659,0,1,47.080180711278096,3,8,1,1
660,0,0,46.5663111339481,2,8,1,0
661,0,0,44.46219041236512,3,8,1,0
662,0,1,46.39949190616782,3,5,1,1
663,0,1,44.626194265185,3,7,1,0
664,0,1,45.06953133978352,2,6,1,0
665,0,0,46.89903228694472,4,7,1,1
666,0,1,43.95766730252584,2,8,0,0
667,0,1,46.72473900480548,2,5,1,0
668,0,1,45.04853372996418,1,4,0,1
669,0,1,45.624603095822025,3,7,1,0
670,0,1,47.66003901276164,3,4,0,1
671,0,1,47.02564808828297,3,6,1,1
672,0,0,44.70653006863646,1,7,1,1
673,0,1,46.19504204017042,3,8,1,1
674,0,0,44.613331188736566,3,6,0,0
675,0,1,47.19628997794537,3,7,0,1
676,0,1,45.40764574561485,2,4,0,1
677,0,1,45.73713926947574,1,6,0,0
678,0,1,44.72289032321317,4,8,1,0
679,0,1,44.60478705294664,3,8,1,0
680,0,1,44.73636705233171,4,6,0,0
681,0,0,46.11927329701004,3,7,0,1
682,0,0,47.86398431690783,4,5,1,0
683,0,0,45.62184646197056,3,6,1,1
684,0,0,45.01502231934992,2,4,1,0
685,0,0,46.50564472120534,2,5,0,1
686,0,1,45.37401581088346,0,4,0,1
687,0,0,46.44366758036339,3,6,1,0
688,0,1,46.21029885974571,2,10,0,1
689,0,1,45.79943195343942,4,7,1,1
690,0,0,44.80825528855977,5,9,1,0
691,0,0,46.02231062079332,2,6,1,0
692,0,0,47.24120820530189,4,3,0,1
693,0,1,46.58937557190684,3,6,1,1
694,0,1,43.981489211777706,3,6,1,0
695,0,1,44.3145823808373,3,8,0,0
696,0,1,48.05350154399952,5,6,1,1
697,0,0,44.10376517583553,4,7,0,1
698,0,0,47.101940179196525,3,7,1,1
699,0,0,45.493431192981056,2,5,1,0
700,0,0,46.94353112114578,3,6,1,1
701,0,1,47.36939664662599,4,8,0,1
702,0,1,46.20559614628529,2,4,1,1
703,0,1,48.125251480932725,2,5,0,1
704,0,1,46.55735667866368,3,6,1,1
705,0,1,46.91650324209285,2,7,0,0
706,0,1,47.61834548655966,3,11,1,1
707,0,1,44.78110402873906,3,5,0,1
708,0,0,44.51878610545583,4,9,0,0
709,0,0,46.197245908891,1,6,1,1
710,0,0,45.71534551560831,3,7,1,1
711,0,1,46.827927298694014,3,6,1,1
712,0,1,45.63267512010485,3,5,1,1
713,0,0,46.82976096236093,2,6,1,0
714,0,1,45.87553668129619,3,6,1,0
715,0,0,46.685848555413735,3,4,0,1
716,0,1,44.88047000967864,3,7,1,1
717,0,0,46.27432929040935,2,9,1,1
718,0,0,46.316534928394766,4,6,1,0
719,0,0,46.09883192815961,3,5,1,1
720,0,0,46.51745684174711,3,7,1,0
721,0,0,44.51705413414405,2,8,1,1
722,0,0,46.09874609643489,3,4,0,0
723,0,0,46.65800507185114,2,6,1,1
724,0,1,45.176285073074965,3,6,0,1
725,0,0,44.45151845387896,4,7,1,1
726,0,0,46.83789257884586,3,7,0,1
727,0,1,46.94034442046027,3,9,0,1
728,0,1,45.0652989872213,4,4,1,1
729,0,1,46.24622922755373,1,6,1,1
730,0,0,47.935401218137415,4,5,1,1
731,0,0,46.82450243471919,2,7,1,0
732,0,1,45.40265269074661,1,6,1,1
733,0,1,45.601857947045865,2,7,0,1
734,0,1,45.86651899342722,2,5,1,0
735,0,0,46.81230272383505,3,8,1,0
736,0,1,46.25240598094579,2,10,1,1
737,0,1,46.5341179876233,1,5,1,1
738,0,0,45.90128367225846,3,6,1,1
739,0,1,44.87024179475497,3,6,1,1
740,0,1,46.50341959132631,3,6,0,1
741,0,1,45.85908367200786,2,6,1,0
742,0,1,46.35310490583423,3,4,1,1
743,0,1,47.15038589853749,2,7,0,1
744,0,0,46.121401872159176,2,8,1,1
745,0,1,46.01982815201841,2,6,1,1
746,0,1,46.31747372747089,3,4,0,0
747,0,0,47.06052919140265,3,7,0,0
748,0,0,45.35015690904813,2,7,1,1
749,0,0,45.88244267379277,4,8,0,1
750,0,1,45.45908896670818,3,6,1,0
751,0,1,45.44596447308714,3,6,1,0
752,0,0,48.22562478972527,4,5,1,0
753,0,0,45.17678554912836,4,6,1,1
754,0,0,47.90099973335124,3,4,1,1
755,0,1,45.574205068057054,3,9,1,1
756,0,1,46.43231153514429,3,6,0,0
757,0,0,45.32191997689256,2,9,0,1
758,0,0,47.69306153747614,3,4,1,0
759,0,1,44.09977090749512,1,7,0,1
760,0,1,46.05822688069122,3,6,0,1
761,0,1,45.93959287912942,5,8,0,0
762,0,1,48.96243726498577,2,4,1,1
763,0,1,46.74981688318714,3,5,0,1
764,0,1,45.31341821198084,1,7,0,0
765,0,1,46.10423083872993,3,3,0,1
766,0,0,44.796914227300256,3,6,1,0
767,0,1,45.75920098260886,1,8,0,1
768,0,1,45.92649306025978,2,7,0,0
769,0,1,46.28346402344505,4,8,0,0
770,0,0,48.22122962105004,4,5,1,1
771,0,1,45.10271440355074,2,7,0,1
772,0,1,44.85701047345557,3,5,1,0
773,0,0,46.34569322643631,3,4,1,1
774,0,0,45.00922245020793,1,7,0,1
775,0,1,46.35912115575968,2,6,0,1
776,0,1,46.9867908877188,2,9,0,0
777,0,1,44.63805274313725,2,10,0,1
778,0,1,46.71978145145262,3,5,0,1
779,0,1,45.98226412453014,1,9,1,1
780,0,0,45.55183186469526,3,9,1,1
781,0,1,46.11983102695306,3,3,0,0
782,0,1,44.73553503624402,2,8,0,1
783,0,0,44.67442999258506,3,10,1,0
784,0,0,45.87408054859462,3,7,0,0
785,0,1,45.82062757050108,1,5,1,1
786,0,1,47.14860382004593,4,3,1,1
787,0,1,46.87521167180935,4,4,1,0
788,0,1,43.047843670608174,2,8,1,1
789,0,1,46.21088824084286,2,5,1,1
790,0,0,46.74527746712569,3,4,0,0
791,0,1,46.8475057424888,4,6,1,1
792,0,0,47.49764735635316,4,8,1,1
793,0,0,45.4525316854536,1,3,1,1
794,0,1,45.94927974127432,3,7,1,1
795,0,0,44.82073935476709,3,8,0,1
796,0,1,45.05291031995687,3,7,0,1
797,0,1,46.50824343938842,3,8,0,0
798,0,1,47.22670035191159,1,4,1,1
799,0,0,45.81087445398394,2,7,0,1
800,0,0,45.697212685973966,2,7,1,0
801,0,0,46.73488186268142,2,5,1,0
802,0,0,45.47870911886881,4,9,1,0
803,0,0,44.33362798029853,4,8,0,0
804,0,0,46.34041060408004,2,6,0,1
805,0,1,47.89397228915113,4,7,0,0
806,0,0,45.9404502032136,3,4,0,1
807,0,1,44.719761386937215,3,9,0,0
808,0,1,47.5051523293739,3,6,1,0
809,0,0,45.33817808189665,3,5,0,1
810,0,1,47.21868917003376,2,6,0,1
811,0,1,47.64690109736156,1,7,1,0
812,0,0,43.58927171723727,3,6,0,0
813,0,1,47.31060501583711,3,5,1,0
814,0,0,46.15040426591481,2,6,0,0
815,0,0,45.11987729970082,2,8,1,1
816,0,1,45.19216548593807,2,5,0,0
817,0,1,45.69600720215812,0,8,1,0
818,0,1,45.88304665800089,0,2,1,0
819,0,0,45.643515928623,2,6,1,0
820,0,1,46.48231427490692,2,6,1,1
821,0,1,46.35882125108955,3,7,1,1
822,0,0,45.48280016498874,2,5,1,1
823,0,0,45.12158721706117,3,6,1,1
824,0,0,44.91889066092333,2,5,1,0
825,0,1,44.52763119896567,1,6,0,1
826,0,1,45.51037116926022,2,9,0,0
827,0,1,45.877424358944346,2,6,0,0
828,0,1,44.41503207099325,3,9,1,1
829,0,1,45.765348031556975,2,5,1,1
830,0,0,45.84615232587739,4,6,0,1
831,0,1,46.6083337636094,3,6,1,1
832,0,1,46.855748041456174,1,5,1,1
833,0,1,45.61741338665883,3,8,1,1
834,0,1,46.02014392241038,3,4,0,0
835,0,1,48.20760700840602,2,3,1,1
836,0,0,45.292018420726045,3,6,0,1
837,0,0,48.48457569297036,4,4,0,0
838,0,0,44.59277059291167,2,5,1,0
839,0,1,45.34240365816871,3,6,0,1
840,0,0,45.58240137839641,3,7,0,1
841,0,1,46.72490110513255,3,8,0,1
842,0,1,47.23643615644186,2,8,1,0
843,0,0,47.10070845048444,4,4,0,1
844,0,0,45.33337555585096,3,7,1,1
845,0,1,46.26628704910612,3,8,1,1
846,0,0,46.10993462150127,5,9,0,0
847,0,1,45.40976766801554,3,6,1,1
848,0,1,44.62194728924339,3,8,1,1
849,0,1,45.421778971889744,2,6,0,1
850,0,0,47.64363067980936,3,7,0,1
851,0,1,45.71555925785368,3,7,1,0
852,0,1,46.50255775448892,1,4,0,0
853,0,0,45.37913206051038,3,5,1,1
854,0,1,45.6357922143403,3,6,0,1
855,0,1,47.79237606063917,3,8,1,0
856,0,0,46.53101726531119,1,6,0,0
857,0,0,45.18472897595303,4,9,1,1
858,0,1,46.40254988664969,4,6,0,1
859,0,0,44.006832500615154,5,5,1,0
860,0,0,48.397408611766295,3,7,1,1
861,0,1,46.65639853326039,3,7,1,1
862,0,0,46.18509156310257,4,7,0,0
863,0,1,45.94953333176564,2,7,1,1
864,0,0,47.31521211118465,2,9,0,1
865,0,1,46.87316245827905,2,5,1,1
866,0,1,44.10783698378722,4,4,0,1
867,0,0,47.02843478566344,3,9,0,1
868,0,1,47.49071483618968,2,6,1,0
869,0,0,45.9582806455376,4,0,1,0
870,0,0,48.04853993592103,2,6,0,1
871,0,1,46.59155362512272,1,5,1,0
872,0,0,47.03175980089309,2,9,1,0
873,0,0,47.021523098297926,2,6,0,1
874,0,0,46.686398653873766,4,6,1,1
875,0,0,47.43366698499775,2,7,1,1
876,0,0,46.58197929723567,1,7,0,1
877,0,1,47.12942868959973,2,8,0,0
878,0,1,47.46769084229288,1,6,1,1
879,0,0,45.93635347399712,3,7,1,1
880,0,1,45.2340775181914,3,5,0,1
881,0,0,45.44105495658138,4,3,1,0
882,0,0,45.02505084683344,2,7,0,0
883,0,0,46.008047560524446,2,6,1,1
884,0,1,46.97981871344974,3,9,1,0
885,0,0,46.41801513083221,2,7,1,1
886,0,1,45.49435139012216,1,10,1,0
887,0,1,48.36460609717999,1,5,0,1
888,0,1,46.29005521630421,3,8,0,0
889,0,1,45.35076526201839,2,8,1,0
890,0,0,44.54032093095755,2,10,1,1
891,0,0,46.42351380837742,2,5,1,1
892,0,1,45.55222960720645,4,6,0,0
893,0,1,46.48547599779547,3,6,1,1
894,0,0,47.69089205724035,1,7,0,0
895,0,1,44.36909858055317,1,7,1,1
896,0,0,44.68082357337783,3,7,1,1
897,0,1,45.1300766079244,2,6,0,0
898,0,0,45.078910280599615,3,8,1,0
899,0,1,45.00892104059452,3,6,1,0
900,0,0,46.380414489897866,3,8,1,0
901,0,1,46.262484093305005,1,6,0,1
902,0,1,45.46324948761668,3,8,0,1
903,0,0,48.22872171141783,3,9,0,1
904,0,0,46.45101756766486,3,5,0,0
905,0,0,47.032663274705335,2,4,1,0
906,0,0,46.60467097351547,2,7,0,1
907,0,1,45.35627627117735,1,7,1,0
908,0,1,47.09707486597927,2,5,1,0
909,0,1,45.51556189972946,3,8,1,0
910,0,1,45.90030615626187,3,4,0,1
911,0,0,47.92627951942028,1,7,1,1
912,0,1,45.67143827514281,1,7,1,0
913,0,1,46.63642046339064,3,5,0,0
914,0,0,46.97142998107456,4,4,1,0
915,0,1,45.960382538157646,2,7,0,1
916,0,1,44.42173685601039,2,7,1,1
917,0,1,45.91044876205236,2,7,0,0
918,0,1,45.09593409984033,2,5,0,0
919,0,1,44.40222243664437,3,5,1,0
920,0,1,45.17158946163752,4,4,1,0
921,0,0,45.957702979199816,2,9,1,0
922,0,1,44.89266612465506,2,8,0,1
923,0,0,45.22129246072166,3,6,0,1
924,0,1,45.14567714433198,4,9,0,1
925,0,1,46.89106241406889,2,9,0,0
926,0,1,44.84913132390518,4,8,1,0
927,0,0,45.06055885003081,1,7,0,0
928,0,1,47.619868934008274,3,5,1,1
929,0,0,46.33989332365472,2,7,1,0
930,0,0,46.53870933541548,3,6,0,1
931,0,1,46.91289579314856,1,7,1,1
932,0,1,45.48473748643726,4,6,1,1
933,0,0,47.06810902387547,2,7,0,0
934,0,0,46.523873322776176,2,8,1,0
935,0,1,46.159800200442014,0,6,1,0
936,0,1,44.55492537805845,4,7,1,1
937,0,0,46.037499029452114,1,7,1,1
938,0,0,47.1290685486802,1,6,0,0
939,0,0,45.81252046081377,3,8,1,0
940,0,1,46.607873905990274,2,6,1,1
941,0,1,45.00600629992807,4,5,0,0
942,0,0,46.64672598419649,0,8,0,1
943,0,1,45.26188412563995,2,4,0,0
944,0,0,45.88986555354083,2,7,1,1
945,0,1,43.244160097011886,3,9,1,1
946,0,1,44.98389589474991,3,9,0,1
947,0,0,45.011384020471866,2,7,1,1
948,0,1,45.60548629672276,1,9,1,1
949,0,0,46.97925338453853,2,3,1,0
950,0,1,45.94238007156165,3,8,1,1
951,0,1,46.1437907417812,0,6,1,0
952,0,1,47.4217568238647,3,3,1,1
953,0,1,47.489720708973714,3,8,1,1
954,0,1,47.02874693034304,3,9,1,0
955,0,0,45.44674238541075,3,5,1,0
956,0,1,45.96603469266909,2,5,1,0
957,0,0,46.26548601962387,2,10,0,0
958,0,0,46.1495132913015,3,7,1,1
959,0,1,48.78457910658626,3,5,1,1
960,0,1,46.39773984462912,4,8,0,1
961,0,1,45.50088086548568,2,6,0,1
962,0,1,46.71812818049452,3,5,1,1
963,0,1,46.38396619104102,3,7,1,1
964,0,0,44.3593158752686,1,7,1,1
965,0,1,44.63967855395648,4,6,0,1
966,0,1,47.00000464789284,5,4,1,1
967,0,0,47.81921693727936,3,6,1,0
968,0,0,45.8272633676021,3,9,1,1
969,0,1,47.57093689324201,1,6,1,1
970,0,1,47.001200274380444,3,5,1,1
971,0,0,44.76220758099919,3,6,1,1
972,0,1,45.7386324867418,3,8,0,1
973,0,1,47.50038257272544,2,6,0,0
974,0,1,47.26134702133289,3,6,0,0
975,0,0,44.34393082379794,3,7,0,1
976,0,1,46.90411160889335,3,6,1,0
977,0,0,46.22586228728078,3,5,1,0
978,0,1,45.71636578355524,2,7,0,1
979,0,1,47.03200185257389,2,3,1,1
980,0,0,44.11844448806325,0,8,1,0
981,0,0,47.72912710154283,3,2,1,1
982,0,1,45.50530135346685,3,6,1,1
983,0,1,46.62393347924724,2,8,1,1
984,0,0,48.40725762078455,2,4,1,0
985,0,0,45.40352460714067,1,10,0,0
986,0,1,46.93118675885072,2,3,1,1
987,0,1,47.254583456403,1,4,0,1
988,0,1,45.30760180237945,2,7,0,1
989,0,1,45.310918250624056,3,6,1,0
990,0,0,44.58364017714191,2,6,1,0
991,0,1,44.09282127632864,3,7,1,1
992,0,1,44.94612890645711,3,9,1,0
993,0,1,44.620593119479175,2,6,0,1
994,0,0,44.79614701884866,4,8,0,0
995,0,0,43.17285034027201,2,7,1,0
996,0,1,45.77066604159812,2,6,1,1
997,0,0,46.44810312760481,2,9,1,0
998,0,1,46.1941775586547,2,7,0,1
999,0,1,43.65276344274948,3,8,1,0
0,1,1,55.42325310995885,3,7,0,1
1,1,1,55.13627517976688,3,5,1,0
2,1,0,46.042800476671374,3,8,1,1
3,1,1,53.30113885906608,1,6,0,1
4,1,0,47.06055988813003,4,8,1,1
5,1,1,54.75549994526279,4,4,0,0
6,1,1,56.4852088747029,3,6,1,1
7,1,1,54.237518309891946,2,7,1,1
8,1,1,53.40702867199695,2,3,1,0
9,1,1,53.23505408659121,3,7,1,0
10,1,0,45.400337759883776,3,5,1,0
11,1,1,55.64822686356285,3,3,1,1
12,1,1,53.88989400698294,1,8,0,1
13,1,0,46.87575406610513,3,2,1,1
14,1,0,48.04951215235003,3,7,0,1
15,1,1,53.21221508219716,3,7,1,1
16,1,1,54.09422127771257,3,9,0,1
17,1,1,53.19259447134368,4,10,1,0
18,1,1,54.041703573683606,1,5,1,1
19,1,1,54.98838707433491,2,5,1,1
20,1,1,52.8790273563557,3,9,1,0
21,1,1,54.043282837271015,3,5,1,0
22,1,1,52.93215516949123,1,7,0,1
23,1,0,46.420436886935015,3,8,1,0
24,1,1,54.79463649412542,3,4,1,1
25,1,0,47.46724036742361,3,6,1,1
26,1,1,54.78364824712273,1,7,1,1
27,1,1,54.78343331310361,2,6,1,1
28,1,1,53.92386607606011,1,6,1,0
29,1,0,47.20667581962237,4,6,0,0
30,1,1,53.10044502031388,2,5,1,0
31,1,1,53.57440311043421,3,7,0,0
32,1,1,54.2001318784799,3,6,1,1
33,1,0,44.85103160918609,2,7,1,0
34,1,1,53.25793876642967,2,5,0,0
35,1,1,54.96848056132588,2,3,1,1
36,1,1,55.24831084847819,2,4,1,1
37,1,0,47.230215461517545,1,7,0,0
38,1,0,48.73208928404748,2,4,0,0
39,1,1,55.13627195239848,4,7,1,0
40,1,1,53.77228767036768,2,7,1,1
41,1,0,46.53509807443756,3,7,1,0
42,1,1,55.13793556858447,1,5,1,1
43,1,1,54.892499355759824,3,6,1,0
44,1,0,45.84115807459786,2,8,0,1
45,1,0,46.529630030017536,2,8,1,1
46,1,0,47.52761269736112,2,8,1,1
47,1,1,53.738257575639885,4,8,1,1
48,1,0,48.88428512940566,3,9,1,0
49,1,1,53.916827852000175,1,8,1,0
50,1,1,54.67835693604717,4,6,0,1
51,1,0,47.90833552325638,4,7,1,0
52,1,1,53.89264810671816,2,8,0,1
53,1,1,54.65710712114295,4,7,1,1
54,1,1,53.531746689082574,3,7,1,1
55,1,0,47.44043597373291,1,8,0,1
56,1,0,45.3721341061962,3,10,1,0
57,1,0,48.280427063994765,1,9,1,0
58,1,1,54.16325148334772,3,8,1,0
59,1,1,51.92138876371346,3,9,0,1
60,1,1,54.63924739977871,2,9,0,0
61,1,0,47.0869066243709,2,9,1,1
62,1,1,54.08072170724428,1,7,1,1
63,1,1,55.03797531915821,2,6,0,1
64,1,1,55.16466843507901,2,6,0,1
65,1,0,46.73608196606712,1,4,1,0
66,1,0,47.59608608851646,3,7,1,1
67,1,1,55.57169948851461,4,4,1,1
68,1,1,55.24917774675172,2,4,1,0
69,1,1,54.70477054908383,5,6,1,1
70,1,0,47.64462846126368,3,6,1,1
71,1,0,46.760313937683584,4,7,0,1
72,1,0,44.78501554090809,4,8,1,0
73,1,0,45.8845787772272,3,7,0,1
74,1,1,55.56088635373423,2,5,0,1
75,1,1,54.66522168279281,2,5,1,0
76,1,1,55.409207631734006,3,7,0,0
77,1,0,47.09879204102143,2,6,0,0
78,1,1,55.34713772166273,3,6,1,0
79,1,1,52.81407938967615,3,8,0,1
80,1,0,44.765043745893166,2,8,1,1
81,1,1,54.74230848596071,3,8,0,1
82,1,1,54.74187857724908,2,3,1,1
83,1,0,47.21006631367087,2,5,0,1
84,1,0,47.36467641799739,2,8,1,1
85,1,0,47.49223752298682,2,5,1,1
86,1,0,47.18080739248655,3,9,0,1
87,1,0,47.44692379352799,2,10,1,1
88,1,1,55.07132433318406,2,6,1,1
89,1,1,53.54561944100263,2,6,1,0
90,1,1,53.44858078920932,2,5,0,0
91,1,0,46.857909526312575,4,7,1,1
92,1,1,55.409583646894966,2,4,0,1
93,1,0,46.64761801050277,4,7,1,1
94,1,0,47.66132023203499,3,5,1,1
95,1,1,54.23907632815296,2,7,0,0
96,1,0,46.540908037437376,4,5,0,1
97,1,1,54.45838359886736,4,9,1,0
98,1,1,54.421942939020255,3,5,0,1
99,1,0,47.119593702325176,4,6,1,0
100,1,0,46.88478846528562,3,5,1,0
101,1,0,46.18749057813659,4,5,1,0
102,1,1,54.01023878012801,3,5,1,1
103,1,1,54.16856922503115,3,7,1,1
104,1,1,53.41287252268231,0,8,1,0
105,1,1,54.10452408730853,3,8,0,1
106,1,0,48.308044262409375,3,5,1,1
107,1,0,46.33588339042323,3,5,0,1
108,1,1,54.962887662151694,1,4,0,1
109,1,1,53.402207961314666,2,5,1,1
110,1,0,48.09441123913201,4,6,1,0
111,1,1,54.11655743938877,2,7,1,0
112,1,0,45.438307269491474,1,6,1,1
113,1,0,46.81327083380209,3,7,0,1
114,1,1,55.19882333510345,2,8,1,0
115,1,0,47.25950979457279,3,5,1,0
116,1,1,52.63265086930701,3,9,1,1
117,1,0,46.993251798727634,1,8,1,1
118,1,1,53.78847192891805,1,7,1,1
119,1,1,53.20383387610339,2,8,1,1
120,1,0,45.96553552636848,2,7,1,0
121,1,0,46.45312331705542,1,8,1,0
122,1,1,54.34058700709311,2,8,1,1
123,1,1,54.27671003427771,1,7,1,1
124,1,1,52.53144769231568,3,8,0,0
125,1,0,47.56170470280681,2,7,0,1
126,1,1,54.58982322583878,3,8,1,1
127,1,1,52.72558444973127,5,8,0,0
128,1,1,55.286670517893526,2,8,1,1
129,1,1,55.24923786805119,3,4,0,0
130,1,1,54.70663494821614,2,9,1,1
131,1,1,54.80824247346632,2,6,0,1
132,1,0,47.283319962028216,3,8,0,1
133,1,0,47.551810981485175,3,3,1,1
134,1,1,53.6264066189872,3,8,1,1
135,1,0,45.84749773311207,4,3,0,1
136,1,1,55.78685841020181,2,6,1,1
137,1,0,45.87357929659219,2,7,1,0
138,1,0,46.30392645704619,2,8,1,1
139,1,1,54.72357681239464,3,9,1,0
140,1,0,46.36546320097148,3,7,0,1
141,1,1,54.15990512696835,4,6,0,1
142,1,1,54.03775959035518,3,7,1,0
143,1,0,45.21998185743947,2,7,0,1
144,1,1,54.63702448734327,2,5,1,1
145,1,1,54.26125685372704,2,6,1,0
146,1,0,46.7869482061988,3,8,1,1
147,1,0,47.52933205343676,3,4,0,1
148,1,0,47.76596959957601,3,6,0,0
149,1,0,47.08692330129095,2,4,1,1
150,1,1,54.79465430539693,2,2,1,1
151,1,0,47.43982149221769,2,6,0,1
152,1,1,53.600002523298926,4,12,1,0
153,1,1,54.47688004885148,2,7,1,0
154,1,1,53.67894443695802,1,8,0,0
155,1,1,54.27559669600202,2,7,0,0
156,1,0,48.15154510127954,4,5,1,1
157,1,0,47.83137120966602,4,4,1,1
158,1,1,55.969846035068656,2,7,1,0
159,1,1,53.2325779616836,4,5,1,0
160,1,0,45.91815681155375,3,7,0,1
161,1,1,54.103625256896784,1,7,0,0
162,1,0,45.549264078740336,1,7,1,0
163,1,0,48.176014557923615,1,9,1,1
164,1,1,54.479211346420655,3,5,0,0
165,1,0,45.07628787102659,3,11,1,0
166,1,1,54.70460916140543,4,4,1,1
167,1,1,53.94815314232466,2,6,0,1
168,1,1,53.7539361065795,4,10,0,1
169,1,0,46.58532906526453,3,7,0,0
170,1,0,46.53584444575088,1,7,1,1
171,1,1,55.83484796146667,3,6,0,1
172,1,1,54.87463152449556,4,7,1,1
173,1,0,45.24285557558162,4,7,1,1
174,1,0,46.2376274815933,2,6,0,0
175,1,0,46.33828951739004,1,3,0,0
176,1,0,46.45500123182863,2,5,1,1
177,1,0,45.8385075918915,3,7,1,0
178,1,1,54.24856903992952,2,6,1,1
179,1,0,47.9799935008938,3,5,0,1
180,1,0,46.394899506934856,3,7,1,0
181,1,0,49.03797290834456,2,5,0,1
182,1,0,47.29198757279685,3,5,0,1
183,1,1,55.24037916842742,3,6,0,1
184,1,1,54.02047570893355,0,3,1,1
185,1,0,45.51792429942743,1,5,1,1
186,1,1,55.98064890734545,2,6,1,1
187,1,1,54.73810432791854,3,5,0,1
188,1,1,54.589369802430255,4,9,1,1
189,1,1,54.2881389034922,4,8,1,1
190,1,0,47.79936339294108,2,4,1,0
191,1,1,53.75826104909509,4,7,0,1
192,1,1,55.32804592336782,3,6,0,1
193,1,0,48.26159064320621,4,7,1,0
194,1,1,53.89851835461581,1,8,0,1
195,1,1,54.61554657256153,4,6,0,0
196,1,1,54.18058972425411,3,7,0,1
197,1,1,55.42951230083924,3,2,1,0
198,1,0,46.11845977820324,5,8,1,0
199,1,0,46.62304835467894,5,4,0,1
200,1,1,54.19513223141075,3,6,0,1
201,1,1,54.13446140398352,3,4,0,0
202,1,1,52.438918682470366,3,9,1,1
203,1,1,53.70316192884636,3,6,1,0
204,1,0,47.148393429258974,1,4,1,1
205,1,1,55.54006255598063,1,5,0,1
206,1,1,54.84933916437743,2,4,1,1
207,1,1,55.829532996465936,3,6,1,0
208,1,1,55.38086047238017,2,5,1,0
209,1,1,56.241161597502206,2,7,1,0
210,1,0,47.03813980694064,2,5,0,1
211,1,1,55.60793740512543,3,4,1,1
212,1,1,54.70311552291759,2,9,1,1
213,1,1,53.81422757318086,3,8,0,0
214,1,0,45.50987056027068,3,11,0,1
215,1,0,46.48616097951887,4,4,0,0
216,1,0,46.57192560511923,5,5,0,1
217,1,1,55.74575088753395,2,5,1,0
218,1,1,56.12273919300677,3,4,1,0
219,1,0,46.77613241440538,2,9,1,0
220,1,1,53.88628334926246,2,5,0,0
221,1,1,53.66731654761051,3,6,1,0
222,1,0,46.550882133297456,3,8,1,1
223,1,1,52.9791415218231,2,8,1,1
224,1,1,52.47999208421087,3,9,0,0
225,1,0,48.02883608344897,3,8,1,1
226,1,0,47.8866650648299,2,6,1,0
227,1,1,54.31806937792823,2,6,1,0
228,1,1,54.23011196852296,4,6,1,1
229,1,1,54.78827398154658,3,5,1,0
230,1,1,52.889197907351424,5,6,1,0
231,1,0,45.57272055075435,3,8,1,1
232,1,1,55.68379590310951,4,4,1,1
233,1,1,53.69472662859828,2,7,1,1
234,1,0,45.586460405349726,2,9,1,1
235,1,1,54.07457337404756,2,9,0,0
236,1,1,54.66211663015057,1,9,1,0
237,1,1,54.87205815573193,3,8,0,1
238,1,0,46.42780952089594,1,6,1,0
239,1,1,56.19452946724344,3,7,1,1
240,1,0,46.31242454854845,3,6,1,1
241,1,0,46.5956411775695,3,6,1,1
242,1,0,48.18209651507063,2,4,1,1
243,1,0,46.23516186253593,4,7,1,1
244,1,0,47.21175072138774,3,5,1,1
245,1,1,53.19381629746115,3,6,1,1
246,1,0,46.09296362326344,2,6,1,1
247,1,1,54.410186064401564,3,7,0,0
248,1,1,55.13506289866883,3,4,0,1
249,1,1,54.29193084771118,3,8,0,1
250,1,1,54.03173243711443,3,5,1,0
251,1,0,47.50522820305847,2,6,1,1
252,1,0,46.35976376725898,2,7,1,0
253,1,0,45.78987627858631,2,6,0,1
254,1,1,55.08715493775957,3,4,0,1
255,1,0,48.28016122988031,3,7,0,1
256,1,1,55.7249012786786,4,6,1,1
257,1,1,54.0726718858076,2,4,1,0
258,1,0,45.127291996124974,5,7,1,1
259,1,0,45.19991671084647,3,8,1,1
260,1,0,47.21072347958799,5,6,0,1
261,1,1,55.35547140189184,2,9,0,1
262,1,1,56.37296775583975,2,6,1,1
263,1,0,46.62335373804006,3,6,1,1
264,1,0,45.57440847468437,3,4,1,1
