candidate_age,political_experience_years,campaign_spending,incumbent_status,candidate_gender,candidate_minority_status,candidate_party_affiliation,media_outlet_ownership,media_coverage_hours,election_result
16,32,12,11,1,1,1,14,58,463.2231687958039
9,33,11,11,1,0,0,10,57,452.5510647491556
10,28,7,12,1,1,1,6,50,402.9606341229997
11,28,9,17,1,0,1,9,57,454.80097336339486
10,29,12,13,0,1,1,11,56,444.4146630890583
8,31,4,14,0,1,1,9,56,440.833114323357
11,33,3,16,0,0,0,11,55,437.0014491203548
9,30,16,14,1,1,1,12,57,457.6214603598338
10,31,11,12,1,1,0,7,55,441.6368202431401
8,31,8,15,1,0,0,7,56,446.1957631737012
5,33,7,15,1,0,0,10,58,459.0231138755635
9,27,6,13,1,0,0,9,53,420.7247329622593
12,29,8,11,0,1,1,9,54,430.63381086804105
6,31,14,16,1,1,0,7,59,470.4767423694623
17,32,13,16,0,1,0,8,60,478.2308959156184
11,29,4,13,1,1,1,8,55,434.68095245907625
12,25,9,10,0,0,1,11,50,400.7788594947016
10,29,10,16,1,0,1,5,57,458.6307559233504
9,32,13,15,1,1,1,12,61,482.87651402590967
9,31,8,10,1,1,0,10,54,429.705784596464
15,29,14,14,0,1,1,11,57,455.4498223835899
12,30,9,12,0,1,0,12,59,466.4485078415252
11,31,7,13,1,0,0,8,54,431.56640196206064
10,26,9,15,0,0,1,9,54,430.5444680450906
10,28,6,15,1,1,0,8,56,441.8947640124736
9,29,11,12,1,1,1,9,55,438.729276487628
14,33,8,16,0,0,1,9,60,477.1886507387477
6,30,7,12,1,1,1,12,55,435.3466478931523
8,30,6,14,1,1,1,7,54,432.2240707349728
11,29,6,13,1,1,1,8,53,421.6637626666958
10,27,7,12,1,1,1,11,52,415.0504028052747
10,30,3,14,0,0,1,9,55,435.0933194777477
10,30,3,12,1,0,1,6,52,414.409452800688
7,29,10,14,0,1,1,11,55,437.2507985675952
10,31,8,13,1,0,1,8,56,447.77806526488575
12,33,3,15,1,0,1,10,56,440.78409515756175
6,31,6,13,1,1,1,11,58,456.3690810163532
7,29,6,12,0,0,0,6,54,429.76005502075566
9,31,9,13,1,0,1,10,53,424.3505250190401
11,28,7,17,1,1,0,11,59,466.5291079110005
12,29,9,17,0,1,1,10,61,481.231377476122
9,30,4,11,1,1,1,11,54,429.0049921314402
9,28,5,13,1,1,1,8,53,421.806813539275
8,32,8,11,1,1,1,12,55,437.3186949821361
9,28,11,10,0,1,1,8,53,426.5967960684339
9,33,11,16,1,1,0,10,58,459.1494316059909
10,35,7,17,1,1,1,9,58,460.51030534282586
12,26,7,13,1,1,1,10,56,443.0805728673236
9,29,13,19,1,1,1,12,61,484.2594092805292
6,32,11,10,1,1,1,10,57,453.3663040308751
8,31,5,15,0,0,0,11,59,464.3014739772142
7,24,15,11,0,0,0,9,55,438.5111431697372
11,31,10,15,0,0,1,10,59,466.90367639055904
5,27,6,10,1,1,0,11,56,439.47762585025833
6,33,9,7,0,0,1,8,53,421.5617133358078
14,32,9,9,0,1,1,8,54,434.0416903593298
5,29,9,9,1,0,1,9,53,422.4151120235506
7,28,10,15,0,0,0,10,55,436.1798450139461
11,32,10,14,1,0,1,9,58,462.7610717447016
11,28,8,14,1,1,1,11,56,442.971423791499
12,33,11,14,1,1,0,6,56,452.7584510137679
6,33,5,9,1,1,1,11,54,428.43964358307016
2,26,14,13,0,1,1,9,54,427.9097445997624
6,33,8,13,0,1,1,11,55,434.548495454373
11,26,9,16,1,0,1,8,54,432.026224351324
12,32,11,16,0,0,0,7,60,479.4799606345149
6,32,2,15,1,0,1,7,55,436.69263053009536
9,31,10,13,0,0,0,10,58,458.7380071474674
11,34,13,12,1,0,1,7,55,441.6074343603908
11,33,9,7,1,1,1,11,54,431.6851796666648
5,29,8,13,1,0,1,9,51,405.8137869452198
7,32,7,10,1,1,1,10,56,443.9850732598576
11,31,9,14,1,1,1,9,56,447.4773058239283
8,29,5,14,1,1,1,12,56,441.4149304846802
8,28,1,14,1,0,1,10,57,447.2518892246413
14,26,11,18,1,0,1,9,57,456.3596680085794
8,30,13,13,1,1,0,10,55,436.7740109300077
10,28,10,16,0,1,0,12,62,487.52975004012313
11,26,5,11,1,0,1,12,52,415.70474529159424
7,33,8,10,1,1,1,12,54,426.6805142833771
10,34,10,18,1,1,1,9,59,470.3193311362172
9,29,4,15,1,1,0,9,56,443.22783382471033
11,32,8,17,1,0,0,11,60,474.08909790977634
9,28,5,14,1,1,1,6,52,413.6970647164333
11,30,1,9,1,1,1,11,51,405.21762802831336
12,25,11,13,1,1,1,12,53,423.0975351818039
6,32,8,12,1,1,1,10,58,458.1145502413318
8,31,8,13,0,1,1,12,57,451.7402243421602
11,31,5,13,1,1,1,15,57,450.1201921010072
11,28,7,14,1,0,1,10,54,432.6757368887818
11,29,11,16,0,1,1,7,58,460.4188572936488
11,33,5,14,1,1,0,11,57,451.5940581703682
8,32,10,13,1,1,1,12,58,460.8545332901387
8,29,10,20,1,1,0,10,61,480.85197858180095
11,27,6,19,0,1,0,11,61,478.5069633651958
11,31,2,10,1,1,1,8,52,413.3213128226016
10,29,8,17,1,1,1,8,58,461.7166505978231
9,30,10,13,0,1,1,7,53,423.8497543173684
3,29,8,16,1,1,0,7,56,441.5161384839003
8,35,7,19,1,1,1,10,60,473.0396341053337
11,32,5,11,0,1,0,10,59,463.78293272043226
5,30,4,16,0,1,0,7,57,445.9362416018279
5,26,18,11,1,1,1,10,58,459.3298956592552
12,34,7,14,1,1,1,7,58,464.45403724277617
6,27,4,15,1,0,1,11,56,439.6336764094608
9,30,9,13,1,1,1,5,56,448.01939216747655
11,29,10,18,1,1,0,8,56,445.7174373877448
4,29,10,14,1,1,0,9,58,458.3200916941286
8,28,7,13,1,0,0,11,55,437.0214189229645
6,27,9,15,0,1,1,11,57,447.8259415438111
9,28,3,14,1,1,0,8,54,430.0105717128004
11,32,11,12,0,0,1,7,55,441.387223094485
6,30,9,14,1,1,1,8,54,427.7045825820904
12,33,8,13,1,1,1,11,59,467.7510271527559
11,34,9,9,0,1,1,11,56,446.9193969243884
8,28,7,12,0,1,1,13,57,445.7317081213161
14,32,6,12,1,0,1,8,55,438.1965930282326
6,30,3,14,1,1,1,11,55,431.23166807987786
6,33,10,12,0,1,0,6,57,452.93351109526657
8,29,12,12,1,1,1,8,54,431.6050546212808
10,31,3,17,1,1,0,9,58,458.2614444922093
7,28,8,10,0,1,1,6,52,414.7459869286649
10,29,13,15,1,1,1,7,59,466.1602107718781
14,30,9,12,1,1,0,11,59,468.4285639719256
7,33,4,11,1,0,0,11,56,440.8232254111433
9,28,12,15,1,1,0,9,55,440.2738221490188
12,28,7,16,1,0,0,11,59,467.232193521433
11,30,13,13,0,1,0,5,55,439.79373146671446
10,27,9,12,1,1,0,9,56,443.8923169068011
6,31,11,17,1,1,0,10,58,458.7189008301062
12,31,9,15,1,0,1,11,54,430.9141900573424
8,31,5,18,1,1,0,11,62,487.15054603384334
11,30,6,15,1,1,1,13,57,452.14624510202407
4,35,2,18,1,0,1,12,58,455.28847006438906
13,33,5,13,0,1,1,14,60,472.00110954506994
8,30,4,13,1,1,0,11,59,462.2585930528082
9,32,8,13,1,0,1,13,56,444.1589454464329
13,25,11,16,1,1,1,10,58,462.6232341820636
10,27,10,13,1,1,1,6,54,432.0409418154807
11,26,6,11,1,0,0,8,51,408.19614198282966
11,29,9,12,1,0,1,11,57,455.66075533029385
9,29,7,13,0,1,1,12,58,455.2947529731085
10,27,3,13,0,1,0,10,54,426.1118548407815
13,29,6,15,1,1,1,10,57,451.9155026713442
10,28,10,16,1,0,1,9,55,439.25404658042186
17,27,1,15,1,1,0,11,57,449.6578336714404
4,29,5,12,1,1,0,10,55,433.695156997666
12,29,11,12,1,1,0,7,56,447.4639136203928
5,31,10,10,1,1,1,8,53,423.640604308781
8,29,11,16,1,0,1,11,59,469.71034897160536
12,34,9,17,1,1,1,9,61,482.7326419274761
11,29,6,16,1,0,1,7,54,429.55692697146384
8,28,7,10,1,1,1,6,52,417.0768964668863
8,28,8,19,1,1,1,10,58,459.3813225116325
4,26,12,15,0,1,1,7,56,443.465126535339
7,30,6,14,0,0,0,9,54,426.76611339422016
13,28,8,13,0,1,1,10,55,438.7451331386796
12,30,9,13,1,0,1,10,56,448.7038770780915
10,29,10,20,1,1,1,8,58,461.541398335031
12,29,7,10,1,0,0,9,53,422.0689308095608
9,28,7,16,0,1,1,10,58,458.5762556964007
7,29,8,15,1,0,1,9,55,436.4443604274725
14,27,6,15,1,1,1,7,55,440.2465359361457
10,32,12,13,1,1,1,10,55,438.08696472574513
7,27,6,13,1,1,1,12,55,436.75849561957256
14,34,5,15,1,0,1,10,56,447.46235933410327
10,28,6,14,0,1,0,9,56,445.59762600307926
13,28,9,13,1,1,0,6,54,434.0123612348382
7,28,4,17,0,1,1,10,56,443.0129549040998
14,32,2,10,0,1,1,14,55,437.0448901881798
7,29,-1,14,0,1,0,12,56,437.4073901320123
5,28,7,19,1,1,1,10,58,454.77106532516495
7,30,14,17,1,0,0,8,58,459.8959254524003
12,26,11,13,1,1,1,11,56,445.9381210664435
11,28,6,12,1,0,0,11,56,443.4247431806759
9,31,9,13,1,0,1,12,55,437.63567769406194
10,26,8,14,1,1,1,5,54,430.6541772633225
10,30,6,13,1,0,1,10,50,401.2761352483562
10,28,4,12,1,1,1,8,54,430.19457237382375
8,27,7,17,1,0,1,13,57,447.706006423968
8,30,4,12,0,1,0,12,58,453.1446921414472
10,27,9,16,0,1,1,9,58,459.37496167504304
14,30,9,14,0,0,1,10,58,458.70037507157474
12,29,8,11,1,1,1,12,54,430.4662585420095
10,33,9,15,0,0,1,10,60,476.5187192664386
8,29,9,15,1,0,1,8,56,445.7299271100272
12,32,3,12,1,1,1,10,55,436.1135864383306
11,31,8,13,1,0,1,12,57,451.1394371134157
9,33,2,11,0,1,1,7,56,442.2158137393762
6,29,8,15,1,0,0,11,57,448.254892665547
11,31,7,14,0,0,1,10,55,438.7377605858907
7,29,4,12,1,0,1,12,55,432.6918329772095
11,30,2,11,0,0,0,11,55,436.48716735927513
13,29,8,15,1,1,1,11,58,458.5070713901385
9,34,6,16,1,1,1,11,59,466.8074921386419
11,29,11,13,1,1,0,12,56,444.5763043110352
13,27,5,13,0,1,0,8,57,448.2362521925653
6,30,3,12,1,1,0,7,51,404.3091033680092
10,25,8,13,0,0,0,9,52,412.0640423728796
9,27,4,12,1,1,0,11,55,434.4084307981568
4,29,10,12,0,0,1,10,55,435.567385493365
10,28,7,11,1,0,0,9,52,417.2883483502631
12,32,8,10,1,1,1,13,55,439.118201620043
8,30,9,12,0,1,1,8,54,427.91554264480544
9,26,11,15,0,0,0,8,54,431.8154742171284
11,31,3,13,0,0,1,11,56,444.64894386329706
8,32,12,20,1,1,1,12,63,497.7486306202912
10,27,5,14,1,1,0,9,54,427.1254149459123
10,31,7,13,0,1,0,11,59,463.83996019949774
12,34,8,18,1,0,1,10,59,470.2764667474949
6,27,9,15,1,1,1,12,58,455.86460777324953
15,31,12,10,1,1,1,12,56,448.4256465454411
9,27,11,13,1,1,0,8,54,428.4373216632999
9,30,6,10,1,1,1,12,56,443.7462839508499
13,27,4,12,1,1,1,8,51,407.3989572087248
7,30,6,12,0,0,1,10,55,436.6081565921231
11,27,8,16,1,1,1,8,57,453.1927466607489
7,28,9,17,1,1,1,13,60,470.0276169477381
9,29,7,14,1,0,1,13,56,441.4242434562784
8,29,5,10,1,1,0,9,52,413.2284598897803
6,26,3,13,1,1,1,8,50,398.760857794324
13,30,1,17,0,1,1,10,58,455.25446813703314
10,29,3,12,1,1,1,10,55,434.8356275614825
13,23,13,9,1,0,0,7,50,404.0108275915585
13,30,8,11,1,1,0,9,54,431.2625232714373
12,32,16,10,0,0,0,10,54,433.5050505861707
10,29,6,17,0,1,1,8,58,459.2694572734882
10,26,6,16,1,0,1,11,58,459.472826668441
6,28,6,11,1,0,0,11,53,419.139037738988
8,33,7,12,0,0,1,10,54,430.5185004068697
11,32,8,17,0,0,1,11,59,464.7748729398779
15,31,10,14,1,1,1,11,59,467.4130098689473
8,26,4,10,1,1,1,9,52,413.32278032736446
8,29,12,13,0,1,1,7,57,450.7915550010053
12,29,8,14,0,0,1,10,56,443.3347119897235
7,26,9,15,1,0,1,11,55,436.28065198510296
11,29,8,15,1,1,0,8,60,475.8837208186401
11,29,2,10,1,0,1,8,49,392.2668848873884
8,30,11,9,0,1,1,7,50,405.178698983979
7,32,9,13,1,1,0,8,56,442.9859521636489
8,28,14,17,1,1,0,10,58,461.7997139182967
10,28,10,13,1,0,1,11,54,430.93021932286064
5,31,4,18,1,1,0,9,58,455.4827680636362
14,28,4,19,1,0,0,8,58,461.1021676680011
9,26,14,11,1,1,0,9,55,438.08903577239846
14,30,6,12,1,1,1,9,54,435.3371023030412
13,30,4,12,0,1,1,9,54,428.5975823604606
5,31,10,13,1,0,1,9,55,436.9010134967154
7,32,7,14,1,1,1,7,56,443.712696265211
11,29,3,14,1,0,1,12,56,444.5422221069456
6,26,13,17,1,0,1,11,57,450.8073950050286
8,30,7,9,1,1,1,7,52,414.40780135914326
9,26,5,12,0,1,1,10,53,419.6266153027868
6,30,0,13,1,1,1,8,54,426.1767955354818
11,30,3,12,1,0,1,12,52,415.3720941799621
13,34,12,14,1,0,1,9,58,464.56736818264216
9,30,3,13,0,1,1,10,56,443.497925301009
13,23,9,12,1,1,1,10,52,417.1449131143431
7,32,16,20,1,1,1,10,59,469.2412106830798
17,27,8,15,1,1,0,7,55,441.9184699797296
11,32,9,13,0,1,1,9,57,455.1069253130134
9,30,6,15,1,1,0,9,57,447.7575622032853
13,30,4,13,1,1,1,6,55,435.3023539958533
9,31,3,14,0,1,1,10,58,456.2503734244164
12,29,7,13,1,0,0,14,57,449.026693389724
10,28,5,14,1,1,1,9,54,428.294579730113
10,29,7,14,1,1,1,8,52,416.8513208866084
13,30,2,10,1,1,1,8,50,401.8102469457276
7,28,11,13,1,1,0,8,54,429.7493733218753
15,29,4,14,1,1,1,10,57,454.30711586317625
11,32,9,14,1,1,0,11,58,458.0339714720975
8,30,8,14,0,1,1,10,57,451.4766107550115
11,32,4,17,1,0,1,7,58,459.744486485556
14,31,7,16,1,1,0,10,60,476.4274673808425
11,25,5,18,1,1,1,10,57,451.9923029769784
9,28,8,10,0,0,0,12,55,435.9859109459133
14,30,6,15,1,0,1,12,58,459.9988498380872
13,28,7,14,1,0,0,10,57,451.9127360659994
2,27,8,18,1,1,1,10,58,454.20111589356446
8,32,2,14,1,0,1,10,54,426.51270297584233
14,27,9,18,0,1,1,7,59,468.9410748752044
8,24,6,16,0,1,1,11,57,448.3469372928906
8,32,7,11,0,1,0,9,54,430.1527736862019
11,30,8,9,1,1,1,8,50,402.1061081885009
5,30,8,13,1,0,0,8,55,436.0550345624215
6,30,13,12,0,1,0,8,57,453.14262666803927
14,29,4,12,1,0,0,13,55,434.618476471304
9,34,8,7,1,0,1,10,53,423.4373698904213
10,27,11,13,0,0,0,7,55,437.6048014458732
7,29,7,15,1,1,0,11,57,451.4098410221416
6,29,9,10,1,0,0,8,51,410.0989645986356
9,31,4,13,0,0,1,8,52,414.9003403800423
13,29,9,11,0,0,0,9,56,446.6257176878572
12,31,11,14,1,1,0,10,61,482.1691140831688
12,29,10,11,1,1,1,13,55,437.7539663509337
9,31,9,11,1,1,0,8,53,422.4444054655283
8,28,7,11,1,1,0,12,55,434.74528810778895
13,29,10,17,0,1,0,9,61,484.2580391320198
5,32,7,13,1,1,1,12,60,471.2303970298293
9,27,9,11,1,1,0,12,57,448.8647121147199
11,34,3,17,1,0,0,11,57,452.913442572717
14,27,4,17,1,1,0,11,59,465.19935753784017
8,27,9,12,0,1,0,11,57,448.0560234092
5,30,5,13,1,1,1,11,56,442.1932548207556
6,32,5,17,0,1,0,7,57,450.4453834932227
7,33,4,12,1,0,0,8,52,414.8571323711549
14,29,12,13,1,0,1,9,56,450.5366085794535
8,28,7,18,0,0,0,8,57,453.6206082968346
11,30,1,16,1,0,0,7,54,429.5307078176856
10,30,2,12,1,1,1,8,52,412.0736931122366
11,32,3,12,1,1,0,10,55,435.6229604009955
10,30,2,12,0,1,1,11,55,433.7384354190008
11,29,6,17,0,1,1,8,56,445.7885177467313
7,32,8,12,1,1,1,11,56,443.0457900878168
0,30,6,17,1,1,1,8,55,434.9138007260105
8,31,8,9,1,1,1,6,51,412.4470320361783
11,28,8,12,0,1,0,8,56,444.4500440380292
7,28,7,17,1,1,0,9,59,465.0880463079797
8,31,7,16,1,0,0,6,56,447.2162866428651
9,29,7,12,1,1,1,13,57,448.3047265573659
2,30,12,17,1,1,1,11,58,457.53776988289417
7,29,7,14,1,0,0,7,57,448.6504348400466
7,32,11,16,0,0,0,8,56,445.8982805729073
8,29,2,17,0,0,1,6,54,426.68620740617
4,30,3,11,1,0,1,13,57,447.6537844920189
7,30,7,13,0,1,1,11,56,439.9609355647859
10,33,11,15,1,1,1,5,55,442.3309434786696
9,30,8,17,0,0,1,11,60,471.3001777979841
10,32,6,13,1,1,0,8,54,430.5964874590662
11,31,9,20,1,0,1,10,60,477.2270370950025
12,29,6,16,0,1,1,12,60,473.158769707584
9,27,9,10,0,0,1,10,54,428.6172748592571
2,28,8,19,1,1,1,11,61,475.1523350384682
9,31,11,13,1,0,1,11,57,453.0810766547015
12,31,1,14,1,0,1,13,56,442.0635203387912
10,29,9,20,1,0,1,6,59,470.3322459498689
3,30,3,12,1,1,0,10,53,418.3967999956203
3,29,11,18,0,1,1,7,57,447.9156501127555
9,30,8,14,1,1,1,10,56,446.157185584342
5,26,9,14,0,1,1,6,56,443.4318779709159
9,27,1,11,1,0,1,9,53,418.6749030739989
7,28,7,13,0,1,0,7,51,407.0697496880237
10,31,5,11,1,1,1,10,53,420.3063735762471
12,29,3,12,1,1,1,8,53,424.4740860378489
12,31,11,11,0,1,1,11,57,453.261211854203
11,29,10,15,0,0,1,11,58,456.8236020213295
12,28,6,12,1,1,1,7,54,432.3992692962886
5,29,10,10,1,0,1,10,52,412.9227421394072
8,28,9,17,0,1,0,14,61,478.0972320095239
12,28,7,11,0,0,0,11,55,435.67552711256087
10,29,6,18,0,1,0,7,59,464.6141028005004
10,33,15,12,0,0,0,11,58,464.1458699086405
11,27,5,12,1,1,0,12,55,434.5093174560794
15,31,8,15,1,1,1,9,59,470.947793029813
8,31,5,14,0,1,1,11,58,457.8331988318557
8,29,13,16,0,1,0,13,60,473.92335784681495
7,30,5,9,0,1,1,7,52,413.61155653132136
9,28,3,16,1,1,1,8,54,425.4130789711965
9,27,6,13,1,1,0,11,55,435.2222500033039
13,32,11,18,0,1,0,11,62,490.0904914884045
10,33,2,15,0,0,0,13,60,468.32616344542936
10,26,8,18,1,1,1,11,59,465.3153909313861
10,29,6,10,0,1,1,7,53,421.2589398853869
7,27,5,12,1,0,1,10,55,435.0581242604076
11,30,8,14,1,1,0,10,56,448.1468839298718
14,28,10,8,0,0,1,12,53,421.0783501223541
8,28,4,10,1,1,1,11,55,429.9348772230524
5,27,6,15,0,1,0,9,55,434.32720894271
9,30,6,10,1,0,0,12,54,427.4815231055652
13,30,9,16,1,1,1,11,58,463.3172291340572
8,28,6,9,0,0,1,11,51,403.3770515132654
7,23,10,6,1,1,1,9,49,390.85048701196047
14,29,2,16,0,1,1,6,57,451.9749674533844
7,30,11,16,1,1,1,11,58,455.5688227810716
10,29,8,15,1,1,0,14,58,459.2130433358295
9,30,9,11,1,1,0,10,54,429.5549049950419
10,30,5,14,1,0,0,8,55,438.1774496733357
15,28,4,15,1,1,1,8,55,438.8536960384789
9,27,11,13,1,1,1,10,56,443.4108484242846
13,29,0,15,0,0,1,8,53,421.55746790620617
7,30,9,12,0,0,0,9,56,445.3334270188266
8,28,9,15,1,0,0,9,57,452.3270400813959
9,30,3,17,0,0,1,10,58,454.86513828448847
7,31,5,12,1,1,1,10,54,426.6234895674353
8,28,7,15,1,1,0,9,56,443.1454635220273
9,33,9,14,1,1,0,14,63,493.1352632139864
10,32,11,14,0,1,0,8,57,455.6256853510052
9,29,8,14,1,1,0,10,55,438.23171830213766
6,29,13,12,1,1,0,9,57,452.2856992030824
7,30,9,16,1,0,0,11,59,464.8466342839078
5,31,7,7,1,1,1,8,51,405.0274991382606
7,30,13,16,1,0,0,7,56,447.22819174372216
12,29,3,14,1,0,1,9,52,414.4433268774415
9,24,4,14,1,0,0,12,56,438.4618546331996
9,30,11,14,0,0,0,7,58,458.1975297201669
11,30,9,15,1,0,0,11,58,459.32613520440304
8,32,14,14,1,0,0,10,59,469.3251343080154
14,29,7,16,1,1,1,10,57,453.8891940375881
9,30,8,8,0,1,0,8,53,420.68573370303807
12,29,2,13,1,0,1,10,53,418.2751342056329
10,33,7,15,0,1,1,10,58,458.6673766623212
8,29,9,16,1,0,1,9,57,452.63972323665246
12,28,2,16,1,0,0,9,58,458.58312315543895
12,31,5,13,0,1,1,10,57,450.4237392069239
7,30,11,8,1,1,0,10,56,444.5357136288028
16,25,6,14,1,0,0,7,51,411.4370253096345
14,31,7,11,0,1,1,9,54,432.0250044751971
11,34,8,9,0,0,1,10,54,430.0285890417277
9,31,6,14,1,0,1,10,54,429.25488065391335
12,30,13,9,1,0,1,9,53,428.4256503875721
9,29,8,14,1,1,1,10,58,458.0652982794411
5,29,6,8,0,1,1,8,53,418.11388871285527
6,31,5,14,0,0,0,8,55,434.8058210893304
8,32,8,15,1,1,1,10,57,452.1060568614045
3,27,9,17,0,1,1,8,56,441.759666605195
14,29,10,18,1,1,1,9,60,477.9811639471092
11,32,5,9,1,0,1,10,53,422.5986357673392
11,30,7,13,1,1,1,9,54,432.5066369194123
13,26,7,13,1,1,0,11,57,450.9902184839424
16,33,11,13,1,1,1,7,58,466.3339091487047
6,28,6,17,1,0,1,9,55,437.3983169679251
14,28,5,11,1,1,1,7,51,408.005103177821
12,27,13,14,1,1,0,11,57,453.2708698042308
6,27,9,15,1,0,1,8,54,428.02114420911454
8,30,10,11,0,0,0,10,57,451.86652917745926
14,29,11,12,0,1,0,11,55,436.9135496753254
4,29,12,14,1,1,0,8,60,473.3332358040754
7,30,5,16,0,1,0,11,60,468.6830384547945
9,30,7,11,1,0,1,13,55,433.93506144468586
9,27,9,11,0,1,1,10,57,451.3416199730631
10,28,11,15,1,1,1,9,58,458.9582523272152
5,31,12,17,1,1,1,7,59,466.5941078800378
12,32,8,16,0,0,1,8,56,447.9789172796093
11,32,8,12,0,1,1,11,57,452.52647303311215
7,32,9,12,1,0,1,7,56,447.9567538327835
6,28,13,14,1,1,1,10,56,445.8829717748697
12,32,9,11,1,0,1,11,53,424.49180915851497
15,27,6,14,1,1,0,13,59,465.0341867272443
6,31,5,15,0,0,0,7,54,428.7474861002743
7,27,9,13,0,1,1,13,57,447.3276128474379
12,33,7,11,0,1,0,10,56,445.3882824987688
8,30,8,18,1,1,0,9,57,449.2732030008401
12,37,9,17,0,0,0,7,59,471.9717323361056
5,31,12,12,1,0,0,13,58,459.63849212962384
7,29,5,14,1,0,0,14,57,448.6588019845469
11,30,10,10,0,0,0,11,56,442.9976351154988
8,30,6,13,0,1,1,9,57,450.3675208803544
12,28,9,10,0,0,0,8,53,422.6369845475879
7,34,3,14,1,1,1,8,56,442.64355093775566
4,29,8,16,1,1,1,10,55,435.714247233063
12,28,0,15,1,1,1,13,57,448.8810001764853
10,28,12,18,1,1,0,11,62,489.2363753779079
7,28,4,15,1,1,1,11,58,455.03272128805736
11,30,7,14,1,0,1,10,56,440.9464650524508
7,30,5,17,1,1,1,9,58,456.3487666056123
10,29,12,13,1,0,1,6,52,418.8842388846171
12,27,9,12,1,0,1,11,53,422.3920023840377
11,31,3,12,1,0,1,7,50,399.082555192517
8,30,7,19,1,0,1,8,58,458.4614453345036
4,27,9,12,0,1,1,8,52,412.45797641079525
12,31,13,19,1,0,1,11,62,493.5311029559061
9,33,5,9,1,1,1,9,51,407.4662592758135
6,30,16,14,1,1,1,13,58,460.2799579224522
8,29,11,15,0,1,1,13,61,478.3670941382428
9,28,12,7,1,1,1,8,51,409.1920083869202
12,32,8,14,1,1,1,9,58,461.0524008037151
