participant_age,education_years,household_income,social_network_size,hours_worked_per_week,gender,rural_residence,social_media_usage,political_participation
40,26,4,21,0,1,1,1,113.4701720363791
21,28,9,25,1,1,0,0,106.59749870781653
20,19,6,18,0,1,1,1,96.52610709706708
15,24,4,14,2,0,1,0,90.25259338480946
25,26,6,20,3,1,1,0,105.64444087059792
15,25,4,13,0,0,0,1,90.94537433960885
36,25,3,9,2,0,1,0,100.92576754724828
16,26,4,19,2,0,0,0,96.1962041624656
40,23,4,18,1,0,0,1,110.12465942837244
25,25,5,12,1,0,1,1,99.78853205135395
13,27,8,12,1,1,0,1,95.82518076925344
33,24,6,11,1,0,0,0,98.71644736809633
23,26,4,14,2,1,0,1,101.607257908199
19,26,5,10,2,0,1,1,97.64665901311248
20,22,4,12,0,1,0,1,93.1620286879003
34,19,6,19,0,0,1,0,101.7507058877339
25,20,4,15,1,0,1,1,98.75522477669632
37,19,6,17,2,0,0,1,108.34561483709815
25,26,3,19,1,1,0,0,99.12266380801718
27,24,4,15,1,1,0,0,97.7643716590998
15,27,3,23,1,1,0,1,101.65539512786994
40,26,4,17,2,0,0,0,107.20612066438642
37,19,7,20,1,0,1,1,109.87125729306037
19,28,10,16,1,0,1,1,105.55227862728825
13,26,4,23,2,0,1,1,101.44473671564978
35,19,5,14,1,1,1,1,101.43333636566965
30,22,6,4,1,1,0,1,97.5129294395596
24,32,4,11,2,0,1,0,100.7747752181904
31,25,6,19,1,1,1,1,108.14760433818633
19,20,5,13,3,0,1,1,93.96480192878424
35,25,6,22,1,1,0,0,109.88262131981747
30,19,4,23,0,0,0,1,103.71676094632744
21,31,12,20,1,0,0,0,108.56695231148626
24,26,6,18,1,1,0,1,104.3106670456084
13,20,9,14,2,1,0,0,91.87718949376156
41,23,3,13,2,0,1,1,107.92864682796
24,29,7,12,2,0,1,0,101.44253444023136
18,20,8,17,2,0,0,0,95.75349620634988
31,17,7,7,2,0,0,0,92.73687400427455
18,28,5,20,3,1,1,0,102.46012306995812
15,23,4,19,3,0,0,1,98.42280342217882
32,22,8,12,1,1,1,0,100.58612065448465
12,32,7,3,1,0,1,0,90.05830390005113
19,20,3,20,0,1,0,0,92.54265453288626
36,20,3,14,0,0,1,0,97.97245922710265
39,24,4,14,1,1,0,1,107.08765309764394
32,19,5,13,1,1,0,0,95.02588181388784
13,19,8,16,1,0,1,1,94.61643865954422
27,24,7,21,0,1,0,0,101.38949647911316
31,15,5,21,0,0,1,0,97.6636673330034
18,27,3,17,1,1,0,0,95.97399739275376
26,24,5,8,2,1,0,1,97.39896840837925
35,26,5,13,0,1,1,1,104.8006108144807
16,25,6,10,1,1,1,1,96.39347414996924
25,21,4,12,1,1,0,1,96.84450767043548
40,26,10,18,1,1,1,0,114.46954692761992
25,24,6,13,1,0,1,0,98.35745609029756
27,18,3,13,2,1,1,0,92.1256302753249
18,23,6,9,3,1,0,0,89.91094837820296
31,15,3,16,2,0,1,0,95.7612567691368
41,27,3,17,0,0,1,1,111.3516569938858
30,22,9,21,3,1,1,0,107.58751002856548
15,18,7,20,1,0,0,0,92.88576140378616
9,20,4,12,3,1,0,1,88.31171764332788
8,21,4,14,1,0,1,0,84.43095712900225
16,24,8,20,1,0,1,1,102.12130396639796
23,24,8,19,1,0,1,1,103.03904876276566
26,23,4,19,1,0,1,0,98.97121339970818
5,23,4,17,2,1,0,0,87.99957244786775
18,21,0,25,3,1,0,1,100.67710392187568
4,23,2,12,1,0,1,0,79.71235591135901
10,21,2,15,1,1,1,1,90.13399756493114
25,26,6,15,4,0,0,0,103.07638870878348
26,18,10,14,1,1,1,1,101.46465261962577
36,20,4,15,3,0,1,1,106.77428851971558
24,22,7,19,1,1,1,1,103.87249170826362
20,25,6,13,2,0,1,0,95.32219816976358
26,20,8,13,1,1,0,0,94.82592362163643
13,17,7,18,1,0,1,0,90.56858976162148
45,27,5,22,4,0,0,1,123.23840866012635
29,25,9,10,3,1,1,0,101.89524048639664
4,29,7,9,2,0,1,0,87.06769123519544
23,17,6,13,1,1,0,0,92.63691481844212
28,26,7,9,2,0,1,1,102.73705129363584
6,24,2,15,3,1,1,1,89.53418065451908
21,19,8,19,0,1,1,1,100.6618046739683
22,21,1,20,2,1,1,0,96.05079393278584
39,20,7,26,0,0,0,1,114.89499395376848
22,26,4,16,1,1,1,1,101.22322374239116
22,17,3,19,0,0,1,1,95.0111499114525
23,24,9,15,3,0,0,0,100.9013598979609
26,27,7,12,0,0,0,0,98.33705518926963
23,29,10,15,2,0,1,1,107.87210019495782
22,21,8,18,1,0,1,0,98.20490837103463
15,30,6,22,1,0,0,0,99.61119088947233
13,18,0,17,2,0,0,0,84.68926775906448
29,22,7,21,1,0,0,0,104.34658266865364
11,25,8,12,1,1,0,0,90.38999870912436
19,25,7,17,1,0,0,1,99.51117409318708
19,26,7,13,1,1,1,1,97.7773460627834
26,22,6,15,0,1,0,1,101.06456353972216
25,23,3,16,2,1,1,0,98.15065875671456
24,30,5,23,1,0,0,0,107.14142233938058
42,25,5,20,1,0,0,1,113.73629872889992
19,24,6,18,1,1,0,1,101.756076915712
30,21,2,13,0,1,0,0,94.93222723244608
29,26,7,17,1,0,0,0,104.66985739209932
35,18,3,25,1,1,1,1,108.8786758264231
23,27,3,19,4,0,1,0,102.1373182664658
20,25,7,24,1,0,0,0,102.614840951138
27,26,5,17,1,0,1,0,102.24753550388232
34,24,7,11,1,1,1,1,105.66630345644268
7,25,6,9,1,0,0,0,84.23633419645773
29,22,7,20,0,0,1,0,103.29554105988484
19,27,4,21,2,1,1,1,103.28366472078156
15,21,6,11,2,1,1,0,89.78730650131534
35,24,8,15,2,0,1,0,107.3657171442278
30,17,5,9,2,0,0,1,96.42968924635244
39,34,3,9,3,1,0,1,112.62702733626053
34,23,5,8,1,0,1,1,100.3445734406236
16,17,4,12,1,0,1,1,89.6369976136917
34,26,9,9,2,0,1,0,105.02252235108588
31,28,6,17,1,0,0,0,104.7474810158658
30,22,6,11,1,0,1,1,101.00573593786976
36,26,7,14,1,0,0,0,106.17969663128972
31,26,8,10,1,0,1,0,101.15019473297004
27,25,5,27,1,0,0,0,106.13563495729232
19,27,5,11,1,1,1,0,93.68576095114318
29,30,9,17,2,0,1,1,115.3211763538822
27,23,0,9,0,0,1,1,92.43517371622876
26,26,6,11,2,0,0,0,97.66127005185412
35,26,7,16,2,0,1,0,108.02758094129818
51,21,6,8,2,1,1,1,112.3235743193659
12,15,7,3,1,1,0,1,81.09799389527825
27,25,7,25,1,0,0,1,110.56413348156988
15,31,3,20,0,1,0,0,97.85276937701168
43,24,1,15,2,0,0,1,109.79574466536098
31,20,5,14,2,0,0,1,101.88580616203554
22,24,8,30,2,0,0,0,109.72214875548116
22,24,7,14,2,1,0,1,99.57856067513258
29,24,1,19,2,1,0,1,104.61145394279492
28,27,7,10,1,0,1,1,104.65407042808928
28,25,3,22,1,1,0,1,107.9230428771304
28,17,2,21,2,1,0,0,96.4730655429261
32,29,8,18,1,0,0,1,112.42594428102744
31,33,8,11,1,1,1,1,112.4914953408272
38,23,3,18,2,0,0,1,110.30458606585536
25,23,6,17,3,0,0,0,100.83543440117096
29,25,5,14,2,1,0,0,99.93630535709912
16,20,6,17,3,1,1,1,99.77253392943128
21,26,6,24,1,0,1,0,104.36237522052508
17,21,7,18,0,1,1,0,93.48739680328788
22,21,2,7,0,0,1,1,87.89545068679277
12,24,7,17,2,0,1,0,94.68043499850992
28,30,5,19,1,1,0,0,104.8336354217044
10,20,7,12,3,1,0,0,87.99566263438871
15,20,4,9,1,1,1,0,85.9614290003497
31,25,4,11,0,0,0,1,99.50698015478316
14,24,6,15,1,0,0,1,94.38605033177096
5,21,2,18,1,0,1,0,83.75875882328809
27,29,7,6,1,0,0,1,99.836422462427
32,31,5,17,3,0,1,1,114.57245124443628
26,27,5,17,2,1,0,0,102.31042796478472
18,24,5,13,1,1,1,1,98.24864883425904
27,19,4,11,1,1,1,1,95.5523888773888
37,27,8,11,2,1,0,1,111.88692850163456
29,22,5,11,1,0,0,0,95.11502149691977
36,29,7,16,2,1,1,1,113.8727604669072
21,28,5,10,1,1,1,1,96.04121394418812
16,29,5,17,0,1,1,0,95.2204439713934
8,21,8,19,1,1,1,0,91.7027444482577
8,32,4,16,3,0,1,1,98.45076538288392
36,25,6,13,3,0,1,0,105.5642697804904
30,20,7,16,2,0,1,0,99.46062481482544
24,25,5,19,2,0,0,0,101.7733715759474
25,19,5,16,1,1,0,1,97.12345689059786
19,24,9,11,1,0,1,0,94.58662297782524
10,17,9,18,0,1,0,1,91.78519731104124
22,24,2,12,2,0,0,0,92.2156008394807
26,16,6,24,0,0,0,1,102.1230065165822
44,29,9,17,2,0,1,0,116.12488030933758
28,28,7,18,3,0,1,0,108.83156352082771
31,18,4,11,1,1,1,0,93.71166004857623
21,20,8,19,1,1,0,0,97.09793865936985
28,26,3,13,2,0,1,1,103.5640694433784
36,22,9,18,3,0,1,1,113.43871238680089
35,26,3,16,1,0,0,0,103.07221174500089
25,25,4,19,3,1,0,0,101.97140580494045
26,21,4,11,1,0,0,0,92.3998699806928
22,25,6,18,1,1,0,0,98.28348056568532
12,27,6,15,1,0,0,1,96.94666280838284
24,29,4,21,1,1,0,1,108.12691874287222
24,23,3,22,2,0,0,1,104.87763839647212
35,25,7,17,0,0,0,1,109.46436738281557
30,25,8,15,0,1,1,1,107.7654479853818
47,13,7,24,2,1,1,0,112.03820238111172
22,27,2,15,2,1,1,0,97.51116762230988
21,22,5,25,2,0,1,0,100.35884534398068
22,18,5,28,2,1,0,0,101.3250768739565
12,27,10,13,1,0,1,1,99.82783231577648
23,25,2,16,0,0,0,0,94.45091123498896
18,22,6,20,2,0,1,0,94.7245968110608
24,21,6,17,1,1,0,1,101.18315134821204
15,19,4,15,2,1,0,1,93.35972466602558
38,26,8,21,2,1,1,0,114.22440056532668
12,19,8,13,0,0,0,1,90.933967934374
28,24,6,11,1,1,1,0,98.64776069485131
42,25,5,17,2,0,1,0,111.2045113304332
49,23,3,9,3,0,0,1,109.46441859744544
38,26,3,15,1,0,1,1,108.6602356421437
35,26,3,16,2,0,0,0,105.6134287357552
40,18,2,17,1,0,0,0,99.93329153814614
36,25,6,14,2,1,0,1,110.96772264124212
17,20,9,14,1,0,0,1,95.09002022862045
33,19,4,17,3,0,1,0,101.13053168714735
32,18,4,16,2,0,1,1,102.77860229829508
19,22,6,19,1,0,0,1,100.17620598601523
10,25,3,19,2,0,0,0,91.63763042091794
24,21,8,20,3,0,1,1,105.84759642739644
7,20,5,17,0,0,1,1,89.9180072390636
18,24,5,17,1,1,0,1,99.30604901873475
24,20,7,13,2,1,1,0,96.53803189852296
43,25,6,14,2,0,0,0,109.38924948678977
22,27,8,23,1,0,1,1,109.82921041843446
13,28,-1,25,1,1,0,1,99.0189486301108
7,21,4,11,0,1,0,1,83.5718883704378
21,28,7,17,0,1,0,0,100.74910187401336
17,27,3,20,2,1,0,0,98.71092378737342
27,30,4,23,1,1,1,1,110.86323275683316
30,35,7,18,2,1,0,0,112.48239856872507
28,24,7,7,2,1,0,0,96.39461632227386
5,20,8,11,2,0,0,0,84.31387052924417
34,21,8,19,1,1,0,0,105.85524971129333
23,27,5,20,3,0,0,1,106.53462269888588
23,23,7,18,3,0,0,1,103.91831847822873
10,17,3,15,0,0,1,0,81.25785956308931
28,28,7,19,3,1,1,1,111.4594826288235
42,28,8,14,1,1,1,1,117.77280390819374
37,24,2,14,0,0,1,0,99.40008461448762
23,28,5,12,2,0,0,1,102.5659160269846
7,21,2,7,2,1,1,0,77.79330967068283
7,28,2,11,3,0,0,1,90.18245102271318
25,30,2,23,0,1,0,0,103.78956980367056
11,30,8,19,1,0,0,1,102.14635526052372
33,30,7,14,0,1,0,1,110.28695483988945
1,22,8,4,2,1,1,1,81.97042979390115
11,23,4,16,3,1,0,1,93.8016961521094
15,24,8,12,0,0,0,0,90.52437470776114
37,20,4,8,1,1,1,0,95.63144355947551
33,24,4,21,0,1,1,1,108.06892030895996
35,19,6,14,1,1,1,1,103.88403219273351
43,21,9,3,2,1,1,0,102.46475041156091
23,23,5,10,1,0,0,0,91.8993847496634
14,19,6,11,3,1,0,1,91.95806587524066
34,26,4,9,1,0,0,1,102.3302816094851
18,22,4,16,2,0,0,0,92.92436790714916
22,30,3,15,4,0,0,0,102.59226206870224
42,23,3,13,4,0,0,1,108.78976148768687
33,20,5,19,3,1,1,0,103.63355766541036
23,24,5,16,1,1,1,1,101.64650983230273
33,25,4,17,1,0,1,1,106.4318211966832
29,19,7,15,2,0,1,0,98.89796453859704
22,25,7,9,2,1,0,1,99.4179888942779
19,27,8,18,1,0,1,0,100.96968702419042
30,20,5,12,3,1,1,1,101.76021322164056
30,20,5,18,1,0,0,1,103.14536439672004
26,29,3,21,1,0,0,0,104.16886119737784
28,30,3,15,1,0,0,1,105.16919232729926
26,21,6,14,0,1,0,1,97.7620309309443
30,26,7,20,2,1,0,1,110.77335676157726
15,24,6,7,0,1,1,1,91.32164269408644
20,24,7,15,2,1,0,0,97.29468817473676
32,23,8,18,1,0,0,0,105.21336505044718
31,26,0,12,3,0,0,0,98.01579432115292
14,26,9,11,2,0,1,0,95.2374820323764
41,24,8,13,1,1,0,1,113.3754222355036
20,22,4,13,2,1,1,1,97.12978803875237
15,20,8,13,4,0,0,0,92.84208262274066
28,19,5,24,2,0,1,1,107.99572594872193
4,27,9,16,1,1,1,1,95.5603747981308
17,21,5,6,2,1,0,0,85.25414091561244
14,26,7,18,2,1,1,0,96.00122121719076
36,24,5,19,2,1,1,1,112.34436173018584
34,23,4,13,2,0,0,0,101.63163749331444
12,19,5,13,1,0,0,1,86.18754106370756
23,21,5,15,1,0,0,1,97.99743376761305
38,30,6,20,0,1,0,0,112.44405219366034
31,18,7,20,1,1,1,1,106.57164950232784
18,28,3,15,1,0,0,0,95.1886735279358
10,18,5,14,2,1,1,1,89.13917128516208
12,19,6,17,2,1,1,0,88.56490819733112
28,16,5,21,3,1,0,0,100.29967881016722
15,15,9,19,2,0,1,0,93.2890838952702
38,21,5,22,1,0,1,0,108.5014975120631
31,19,3,9,2,1,0,0,91.48554730362682
29,24,6,16,2,1,0,1,104.65478067584364
32,23,10,11,2,1,0,1,106.21733259780838
24,20,6,18,1,1,1,1,100.55973237737606
12,18,2,16,0,1,1,1,87.14630077268741
28,17,6,20,0,0,1,1,101.85977466622428
48,26,5,16,2,1,0,1,117.84179279290056
23,27,0,17,2,1,1,1,101.11807087572134
9,24,4,17,2,1,0,0,90.4200331869242
28,22,6,16,0,1,1,0,98.73375103562802
25,24,4,16,0,0,1,0,96.70687306632884
17,24,7,15,0,0,0,0,92.19781097680053
13,24,5,13,0,0,1,1,93.254984998558
19,22,4,19,1,0,1,1,98.00840834372698
43,25,7,11,1,1,0,1,111.71484033094217
5,33,6,21,1,0,1,1,99.1210873679899
50,23,3,25,1,1,1,0,116.91988832639548
26,14,3,13,1,0,0,1,91.11361979540456
15,17,5,15,3,0,1,1,92.50571707698398
24,17,8,25,0,1,0,1,103.68476028683124
12,26,6,14,1,0,1,0,91.023753955275
26,25,8,15,2,1,0,0,102.15919236159333
25,23,6,17,0,1,0,1,101.40981686080056
24,21,9,10,1,0,0,0,93.92414168191031
24,18,5,15,2,0,1,1,97.57075620450075
9,21,4,17,1,1,0,1,89.55520923883023
27,18,7,22,1,0,0,0,100.05940774012748
37,23,7,14,4,1,0,1,110.74041160354528
32,35,3,16,2,0,1,1,112.55023818183793
42,30,7,15,2,1,0,1,117.20461882303434
41,17,10,12,0,0,1,1,104.98352272904498
26,22,4,17,1,0,0,0,96.5552732108832
24,20,1,11,1,0,0,1,93.1274505163697
6,23,8,10,2,0,0,1,86.68074266742293
20,26,5,12,1,0,0,1,97.17948534122556
8,25,2,17,2,0,0,0,89.1143661422952
18,25,7,15,2,1,1,1,101.8060989722092
19,25,3,20,2,1,1,1,101.121488797965
7,20,7,17,2,0,0,1,92.30257192059096
39,20,7,19,2,0,0,1,112.35407654132524
23,22,6,19,3,0,1,0,100.41185087181762
30,21,3,11,0,0,1,0,94.06754436310702
35,30,3,20,0,1,1,0,108.47138333394878
20,23,5,17,2,1,1,1,101.04015403933924
39,25,5,18,3,1,0,1,113.51070419433329
32,19,2,23,0,0,1,0,101.12571415802046
23,33,5,20,2,1,0,1,111.05806311851036
6,17,7,17,2,0,1,1,88.43733327192697
36,21,3,9,2,1,0,1,101.60325633718456
17,24,6,22,1,0,0,0,98.82499008846062
15,31,3,8,1,0,0,1,93.23099748029064
21,23,4,16,1,0,1,0,94.4357528849759
22,24,10,19,1,0,0,1,104.9601007952385
26,19,9,20,0,0,0,1,103.43978389211549
35,27,5,15,2,0,1,0,106.34215302680062
19,17,5,25,2,1,0,0,96.9625850124714
35,18,6,22,2,1,0,0,107.68797620057168
48,23,5,9,2,0,1,1,110.62741309984476
21,17,5,14,1,1,1,1,94.20385244834432
38,21,4,12,4,1,0,0,103.11307394398231
54,29,6,9,2,0,1,1,118.67625243040928
28,20,3,17,1,0,0,0,94.31553091972816
34,27,5,24,3,0,0,1,117.75825951085174
34,24,10,12,2,1,1,1,110.65390476942208
41,21,6,8,2,1,1,1,105.9362736747783
43,25,2,17,1,1,0,0,108.51126444880248
11,23,6,16,0,1,1,1,90.70537293807166
29,25,5,13,1,0,1,1,103.24894169655462
10,24,6,22,1,1,0,0,93.4344942422298
38,20,6,25,2,0,1,1,115.04985535661513
31,19,3,17,1,1,1,1,100.03696772796688
17,29,5,8,3,0,0,0,93.2887338621244
37,23,6,12,2,1,1,1,108.9452784114962
31,27,4,19,2,0,1,0,106.6806432179504
24,22,6,12,2,0,1,1,99.41785438702452
36,17,7,20,0,0,1,1,108.69038132301483
43,28,5,18,3,0,0,1,118.56428773869246
32,27,8,7,1,1,1,0,101.35025883883851
17,24,10,13,1,0,1,0,95.37807237079586
36,25,3,13,2,0,0,1,106.70587313963289
17,12,6,16,2,1,1,1,90.93106090553458
4,18,6,9,2,1,1,1,81.99912778881057
25,17,4,10,2,0,1,0,89.99205211594607
3,29,3,24,1,1,0,0,93.24215390631753
33,19,6,16,2,1,0,0,100.9326841440816
11,21,2,14,2,0,1,1,89.02960956591158
17,25,2,14,2,0,0,0,89.87179532123103
23,24,4,11,1,0,1,1,96.70701110468838
29,20,3,20,1,0,1,0,99.30376192903242
33,23,6,17,1,1,1,1,107.05390630074206
24,23,8,17,1,0,0,0,99.92688233349588
28,26,9,19,2,0,0,1,111.43119299915378
31,19,7,9,2,1,0,0,97.22989822672756
26,22,3,17,1,1,1,1,101.566828203442
33,23,7,22,1,1,1,1,111.34904929699697
37,22,6,11,3,1,1,0,103.7169960072368
29,28,5,11,1,1,1,0,100.9817981091638
26,21,6,20,1,0,0,0,100.98652178352106
12,22,7,20,2,1,1,0,94.9679847189022
4,22,5,19,0,1,1,1,90.17034780099505
34,20,5,18,2,0,1,0,102.71723894825308
29,21,6,22,3,0,1,1,109.32009937790544
6,17,9,16,3,0,1,0,87.96727607583517
28,18,6,22,2,1,1,0,103.4424740858272
27,26,5,16,1,0,0,0,100.07182309981184
30,22,9,18,2,1,1,1,108.94033661088731
26,24,2,16,2,0,1,1,100.4140624283173
26,22,0,18,2,1,1,0,96.02859014879346
7,23,5,13,1,1,0,1,89.44003280675025
23,27,7,16,1,0,1,0,99.52572639974169
7,22,3,12,0,0,0,1,84.13633027166378
17,17,8,15,3,1,1,0,93.39762047400176
8,20,7,11,3,1,0,0,84.39475351598902
16,20,5,12,2,1,0,0,88.77023390779982
13,33,6,14,1,0,0,0,94.751317898522
24,16,3,16,1,1,1,0,91.86464767629148
38,26,4,16,4,0,1,0,110.00508878576282
7,24,5,15,2,0,0,0,86.57068443261582
26,32,4,21,2,1,0,1,109.38908287350196
16,21,5,18,2,0,0,1,96.89418710935873
17,28,8,16,1,1,0,1,102.11241732639022
29,17,6,23,1,0,1,1,104.94642193052644
26,24,3,23,1,0,0,0,102.65327933545989
43,18,5,12,1,0,1,1,106.15038829766044
34,28,8,24,2,0,0,0,115.56144781180603
16,27,4,16,2,1,0,0,96.9763472642111
15,28,2,16,3,0,1,0,94.83865420676476
