age,income,gender,minority_status,political_engagement_score,campaign_exposure,voter_turnout
8,5,1,0,3.96341187259256,0,10.945715680983122
7,4,1,1,6.312288641137624,1,17.870026706393688
10,3,0,0,-1.347099747363356,0,2.3011552385757708
4,7,1,0,4.084709680206782,1,15.35815252247161
6,6,1,1,4.854519486078939,1,16.917158020212927
3,5,0,0,4.529836830126843,1,16.49478699449508
6,6,1,0,1.075567316273628,0,5.6104396819353095
8,5,0,0,4.128407336519425,1,16.663950629767886
3,8,1,0,6.576200825962141,1,17.683706368083396
8,8,1,1,6.337815510973225,1,19.34660732543646
1,5,0,0,4.397605208936504,1,16.723848868347034
8,8,1,1,1.7262907573256203,0,5.629878416595124
12,5,0,1,4.589479992720504,1,17.304704819035692
10,3,1,0,1.0861084838264992,0,6.438576408731752
2,5,0,1,3.054437053363241,0,9.352443502359431
10,6,0,1,0.857943368721195,0,5.342480739812599
8,6,1,0,6.817665067317401,1,18.477805446777587
6,7,0,1,4.665722830388129,1,17.005051634138198
10,5,1,0,2.449943871789441,0,7.777992498734043
10,6,0,0,5.633545148295622,1,18.361536784971435
8,5,0,1,3.846314164155456,0,9.582634228588525
10,6,0,0,7.775198826818439,1,20.41461379017653
12,4,0,0,3.35153336888919,0,8.927296594033724
7,6,0,0,3.701540460080059,0,9.008054062130023
10,6,0,1,2.2698221958388425,0,7.711924778358949
6,4,1,1,3.3261875857698264,0,9.178910632538154
11,5,1,1,2.0802300392082715,0,7.43008233901339
13,5,0,1,9.131921510299112,1,20.662983341717517
9,6,0,1,7.369739419706111,1,19.0961301210978
2,4,1,0,7.3387881754264255,1,18.735776267359803
9,6,1,0,3.484096290543784,0,9.137167512959875
9,5,1,0,2.9317389503773272,0,8.89757812404526
5,9,0,0,3.977172839715809,0,10.770151965908989
8,7,0,1,5.037878074327432,1,17.525412868869967
6,2,1,1,4.394589532721908,1,16.008384579142707
5,6,0,1,5.81246697267217,1,17.582248554552663
6,5,0,1,4.301692013945715,1,16.358552034297308
6,6,0,0,2.053488928874652,0,7.644336779440798
10,4,0,1,4.377914825800648,1,17.012059849526132
8,6,1,1,3.708892575119461,0,10.71832184046542
7,5,1,1,6.855313264216154,1,18.854992194540465
11,6,0,1,13.763142108549676,1,24.507117002943914
7,6,1,0,2.8472944714965545,0,8.95218316444093
9,7,0,0,2.218414485491257,0,6.949855593102631
7,5,0,1,1.9812413471045656,0,7.159983866881638
7,6,0,0,1.884571534694782,0,6.371470784192914
7,5,1,1,5.549734154661884,1,17.586135488742343
3,5,1,0,2.2123538719183977,0,6.271777208177928
9,3,1,0,5.041120491779637,1,17.258338402827587
9,4,0,1,4.432268611621566,1,17.65557506016008
6,7,1,1,5.464997724935284,1,16.73084763745792
7,8,1,1,2.953026799737891,0,8.155833060859168
6,4,0,1,0.8249925534506093,0,6.058460855349191
6,5,1,0,2.314350422601613,0,6.970381390143415
13,4,0,1,3.773183523126165,0,11.167473430771013
7,5,0,0,2.3162247117218704,0,7.998745364451762
10,7,1,0,5.0264047806865015,1,17.717810791517092
10,4,1,1,3.3611986515798216,0,8.953189024860405
6,6,0,1,4.45707011706074,1,16.562425272125907
7,6,0,1,2.1998202648766965,0,7.28588759321594
10,5,1,1,2.694224103282907,0,7.271653516257876
6,3,1,1,4.018282221730962,1,17.108797572021594
5,4,0,0,3.959321723524334,0,9.764491455889624
6,5,0,1,2.1689011609818296,0,8.194288464103249
5,6,1,1,6.403110124443476,1,18.251023814186045
9,4,0,1,2.43143056570111,0,7.622848387172069
7,5,1,0,6.9035456049960935,1,19.15440615773641
6,4,0,1,4.034281186095917,1,15.983422623299028
11,4,1,1,4.280567392777181,1,16.497488189413303
10,6,0,1,4.692677379611276,1,16.936778860253497
2,6,1,1,2.706683705829459,0,8.1028514899059
5,8,0,1,-0.1858855950264883,0,4.078685327087804
8,4,0,1,5.566954738892391,1,17.82126565012536
6,6,0,0,4.080937949100803,1,15.57767955627048
7,6,0,1,5.7155530449215695,1,17.715522315615857
12,4,0,1,5.172120310489756,1,18.41230874029093
8,7,0,1,2.875462677612668,0,8.355783113752521
4,6,1,1,3.913317683111148,0,9.769513021149764
8,7,0,1,-0.0359173163481942,0,3.721313055935798
6,5,0,1,3.2476182797558297,0,8.675152360106015
15,6,0,1,5.713046036584704,1,18.16923268308123
4,6,0,0,5.416006587295343,1,17.518566376099443
11,7,1,1,6.270726336521092,1,17.90533505220958
4,7,0,1,4.525976224316218,1,15.78385378229091
9,7,1,1,4.70620996242174,1,18.643529314471
12,5,0,1,3.9901265460036206,0,10.56849164520125
8,6,0,0,8.917650471105084,1,20.322217360658534
7,5,1,1,1.1812299501612085,0,6.142979075967807
7,6,1,0,4.332651276860893,1,17.192117452092173
6,6,1,1,2.658654903559304,0,8.796107653006498
10,6,1,1,5.150735872092576,1,17.581891403511968
3,4,0,0,4.768456894724729,1,15.592329552501036
5,5,0,1,0.3766949633126177,0,4.373295201660968
2,4,0,0,2.5956719309944534,0,7.5301892971552435
11,7,1,1,2.757628168827443,0,8.58088989460424
8,6,0,0,2.13304262216593,0,7.6023785641059485
6,6,0,1,7.544139789720328,1,19.0425760418576
5,4,1,1,5.7291037689325695,1,17.880024280193446
0,8,1,1,0.7714873333566001,0,4.873187815076612
1,9,0,1,3.627939209972035,0,9.346928475399718
6,5,1,0,4.149285987740255,1,15.867969796117569
6,4,1,0,3.0818434640744954,0,7.987801757590372
7,6,1,1,8.24000548646657,1,20.045283380072185
11,6,0,1,4.772608589614407,1,16.586880347493473
14,6,0,1,3.990791020669265,0,10.329344978366588
5,5,0,0,6.417623274189777,1,18.106172127776716
6,7,0,1,3.4531321532629606,0,10.221183502820852
7,5,0,0,3.357261605664533,0,9.573776053906307
7,7,0,0,2.2098145560716183,0,8.139943855418245
4,6,1,0,6.576462609047697,1,18.2198422037234
10,6,1,1,5.200389599145203,1,16.82179893980033
14,7,1,1,4.062751058389808,1,16.311789133150118
6,2,0,0,2.2650900349077228,0,7.816110721202365
10,5,1,1,4.718390390604335,1,17.409704860552235
1,3,1,0,3.891773736873116,0,8.88033540688984
14,7,1,0,4.380625395312256,1,16.874489394392924
5,5,0,1,4.349030398178034,1,16.851440963054067
4,3,0,0,-0.5251936249499645,0,4.051817204896323
6,6,1,1,4.312110017551538,1,17.192922137194756
12,4,0,1,1.882685359386207,0,6.863995216148325
11,6,0,1,3.8418772023831353,0,9.432611871974292
11,4,1,1,0.2793115985682468,0,4.847407591252793
5,6,0,1,6.593656357507459,1,18.357733838090763
6,5,0,0,4.524723043686183,1,17.20846880434458
11,6,1,0,3.257798391665265,0,8.804660397965465
4,5,1,1,3.965989315650365,0,9.716210237940148
3,5,0,0,6.478005380549601,1,18.51367315741505
7,5,0,1,5.5162682103921385,1,17.80837298227981
10,7,0,0,3.875076871792,0,10.241826135406452
11,4,0,1,4.851694095679514,1,17.686067242318213
0,3,0,1,4.142132581893354,1,17.18741769348557
11,5,1,1,6.151435222272509,1,18.67880941570592
5,9,0,1,5.544492787701298,1,17.49906985949913
5,7,1,0,4.713001865198892,1,16.688362422723706
4,7,0,0,3.3740134087204865,0,9.892500784973755
9,5,0,1,6.977627739251355,1,18.8822265926342
10,7,1,0,3.418976935764088,0,10.179630452125153
7,3,1,0,4.987449502161825,1,16.362724254978342
6,4,0,1,3.566420510584692,0,9.013798468356567
12,7,0,1,2.499607485389141,0,8.055998953274536
4,4,1,1,4.909769495141971,1,17.398770208572685
12,6,0,0,-0.3524057362599091,0,3.508784281992248
4,3,0,0,5.920959434695965,1,17.84706991309124
5,7,1,1,6.077155038489019,1,18.280499389478567
6,6,1,0,3.153256804981048,0,8.063276024520478
6,6,1,1,5.694860096019652,1,18.089162176026583
8,5,0,1,4.271775204627336,1,17.285505480770382
7,3,1,0,4.271362946208292,1,16.596122317000606
7,4,0,1,5.051615342531626,1,17.288233660718326
3,5,1,1,3.048561381001897,0,8.567289223133558
7,6,1,0,4.553181543132904,1,16.651609568528922
8,7,0,0,5.003607957056772,1,17.294709821088983
6,5,0,1,0.9377183830834,0,6.070739666462025
2,4,1,1,8.169506732580192,1,19.59869950350636
15,6,0,1,2.5262852356289027,0,8.891706438316534
10,4,0,1,1.1404293214065602,0,5.799234839435422
8,4,1,1,5.019578842204958,1,18.014585569714857
8,4,1,0,3.994678628427872,0,10.101513075988924
9,8,1,1,1.7837373855604053,0,6.75865930213463
7,5,1,0,5.233156960588055,1,17.065799626626983
9,3,1,1,5.12016661186132,1,16.97400821033738
7,5,1,0,0.3342422372384432,0,5.0493402112622725
4,8,1,1,2.9144049127695077,0,9.63005409672078
7,5,1,1,3.868764050501873,0,9.323192925302894
5,8,0,1,0.2282364841814077,0,3.901845772767492
5,6,0,1,5.890574510906294,1,18.164145493979465
7,7,1,0,6.637134268197558,1,18.0267532317504
1,2,0,1,3.2743508214933734,0,8.65618062310162
10,7,1,0,1.6781159763271756,0,6.301228993388565
5,4,0,0,5.425650327357168,1,17.340670141067054
12,4,1,1,6.586596366873993,1,19.05587845904238
7,6,0,0,2.9065032310972168,0,8.974392677876855
10,7,1,0,3.922859315369015,0,10.015501657659415
8,4,0,1,2.9205604276497024,0,8.379168981062369
4,4,1,0,4.870349763637787,1,16.13956774906122
8,6,0,1,6.499788698097443,1,18.340109785854448
10,8,0,1,5.9348706803453,1,18.66468973091386
7,5,1,1,1.5416033601932182,0,6.024216373582661
11,4,0,1,4.73291708213375,1,17.82834768932053
9,6,0,0,6.794169562779286,1,19.176448182791532
10,3,0,0,5.166630039163852,1,17.77216397971142
7,6,1,0,6.389218771033251,1,18.03774137179683
10,5,0,0,3.2569247912089234,0,9.06264463664416
9,9,1,0,0.3387246301798106,0,4.070907534654163
8,3,1,0,5.681200054204166,1,17.408724909993666
4,5,1,0,3.905884578089135,0,9.170902398765008
8,4,1,0,3.6898528416265446,0,10.29602025008225
6,6,1,0,7.104186081604791,1,18.331406008202688
11,4,1,0,3.3214263806819195,0,9.347097675559256
12,8,0,0,3.6190631816749455,0,9.947759237746126
11,5,0,1,5.356930582664958,1,17.500351967896485
6,5,0,1,3.730005594987171,0,9.261105451025344
7,6,1,1,2.01746407516864,0,6.977557567570988
6,3,0,0,3.95931566224485,0,10.81658436438518
5,5,1,0,4.070855744695166,1,15.967321563275393
7,6,0,0,7.482543084431221,1,19.267497162795504
5,5,0,0,4.851786788067025,1,17.997437939182102
7,7,0,1,5.027688676445339,1,17.395738386187794
5,4,1,1,-1.2460971821271496,0,3.401010222340753
7,6,1,1,7.220946163725141,1,19.046195880455763
6,8,1,0,3.72423962438282,0,9.473524896360026
7,5,0,1,1.1047088978853408,0,6.224136456237597
11,5,1,0,2.55031159707288,0,6.66965956605697
11,6,1,1,5.694415351278067,1,17.87231853483209
9,5,1,1,3.2824558138327533,0,9.293828726315088
7,6,1,1,2.208014515710056,0,7.149600706115486
3,2,1,1,4.869040426998662,1,16.934343946064697
10,5,1,1,6.053283935385645,1,17.450178874979898
6,5,1,0,2.594635221468727,0,8.305849844590892
7,6,1,1,5.982234797716471,1,18.56495457381191
11,3,0,1,4.367081804047943,1,17.267276028725618
9,6,0,1,7.025569206534536,1,18.735733397793386
8,7,1,0,2.7157629593322263,0,8.235689907158578
10,5,0,1,-1.879969424962706,0,1.9660993365302863
12,3,1,0,4.802318995579643,1,17.189624464880175
7,5,1,1,1.5126603129109428,0,7.48289467640013
5,3,1,1,3.7119092386882224,0,9.663233799766331
10,4,1,0,1.5531909850279089,0,6.803733265760652
5,8,0,0,3.412868386421926,0,9.727907096226652
11,4,1,1,0.0565664655768736,0,3.953637560942089
5,3,1,0,3.963518880957165,0,9.222764592891808
7,7,0,1,4.865411617565597,1,17.447042607937632
6,4,0,1,5.813748402809642,1,18.456442099588383
4,4,1,1,4.910996529825336,1,16.28990365162584
6,4,0,0,3.908072675687407,0,10.048661585493589
10,8,0,0,4.560397692073195,1,15.658799286992949
5,4,0,1,0.8389081044350792,0,5.315604427777209
7,2,1,0,2.7700571167056207,0,7.853554786258105
11,3,0,0,6.235711472577292,1,17.918107815735514
5,4,0,1,1.3800531556505304,0,5.989137929991732
8,5,0,0,7.353411264896088,1,19.49517434134769
6,3,1,0,5.698059758409744,1,17.989897782758064
8,6,0,0,4.417127941099184,1,17.37442300667688
5,6,0,0,4.948228296478063,1,16.984701909508583
6,8,0,1,1.676024481814379,0,6.652398339557031
12,7,1,0,5.801384767632966,1,17.75202341532891
5,4,1,1,6.646361457697341,1,18.944857865875655
8,6,1,1,2.724056767638867,0,8.355625155705978
5,5,1,0,3.6548122307724262,0,10.170243485053694
14,6,1,1,3.7365175452545394,0,10.974956460429414
7,6,1,1,3.7319301336139694,0,9.514805012482483
8,6,1,0,4.8540573827501134,1,16.612861083446298
10,4,1,1,3.860957062424228,0,9.42883381539184
10,4,1,1,7.439834843268239,1,18.83664458059174
10,4,1,1,5.492186020520999,1,17.9605344844172
12,6,1,1,1.4459937159678091,0,6.406737194122746
6,7,1,1,2.4692879500120157,0,7.746066776895494
12,4,1,0,3.4031482155251265,0,9.768947744282306
6,5,1,1,1.0017183104070968,0,6.1561383591856735
10,4,0,0,4.403663612698695,1,17.340699351656852
11,6,1,0,4.213079221105738,1,16.474196642127776
12,4,0,0,0.949911649821526,0,6.498945005763267
9,8,1,1,3.789415430126613,0,9.424186048710457
10,7,1,1,2.345778569967165,0,8.574128401056862
16,4,1,1,4.964956665648928,1,17.94638986834548
9,8,1,1,4.602356767487734,1,17.20710223246386
7,6,1,1,3.946355036250508,0,10.641714260607973
8,5,0,0,4.596499118853495,1,16.635521707700875
1,9,1,0,5.992010790397366,1,18.288553447825745
3,7,0,1,5.390310582467373,1,17.120697515890956
6,6,1,1,4.324728732452688,1,16.52325513061211
3,6,1,0,2.3007819478784155,0,7.611991876362972
5,4,1,0,3.2744092921960912,0,8.410347465580202
5,5,1,1,5.355349031170487,1,17.96220952824769
9,5,1,0,6.70936782173391,1,17.84161392528299
8,5,1,1,8.634087956848301,1,20.316338902457723
10,7,1,0,3.963339209028373,0,9.870064415650187
1,6,1,0,1.6329605325922687,0,6.594890969266857
6,6,1,0,4.708776321448274,1,16.276548726012024
7,6,0,0,4.79767068419018,1,16.779365604503912
7,4,0,0,4.840884374908558,1,18.115305796391382
13,6,1,1,2.604142514440384,0,8.818565073141778
4,6,1,0,1.6722228792892704,0,6.114952649966743
1,8,1,0,3.588326060932165,0,9.57893140677537
0,5,1,1,0.9112486673136826,0,4.481340592898826
5,5,1,1,-0.6659155348697503,0,2.6868156860975825
9,6,1,1,5.83333563740152,1,17.6732720394195
6,1,1,1,5.230102424863301,1,16.97917918827179
6,7,0,1,2.2476831842783382,0,7.798397896771803
8,4,1,1,6.312376070571237,1,17.85954824451804
12,6,1,1,5.304310499394794,1,16.983203631386523
13,7,0,1,3.093720116683964,0,8.99613051986507
4,6,1,0,2.7721567314090323,0,8.845564107242312
11,5,0,1,8.000621058890236,1,20.27717973928164
9,4,1,1,2.2337582857409406,0,7.3283821057626115
11,6,1,1,6.6876549834588666,1,18.76642037665762
4,8,1,0,6.933985969666972,1,19.06448329759124
2,6,0,1,3.355749820366131,0,9.307219037124042
9,7,0,1,6.869290167204807,1,19.02543922959742
7,5,0,1,3.83684004721629,0,10.465140664221298
10,5,1,1,4.6048145324468,1,17.01350537255715
13,7,1,1,2.855302393817221,0,8.67202353039098
4,5,0,1,3.225080134631984,0,8.242158821374026
13,8,1,1,5.140058344594323,1,18.42777153458824
10,5,1,1,5.042940675999829,1,16.621282596804843
4,6,0,1,5.197004513667729,1,16.446257101574393
6,5,0,0,-0.5002635148050185,0,4.184368303309604
10,7,1,0,5.65999609150251,1,17.562208550316775
10,5,0,1,3.252887412040798,0,9.80682532580714
17,4,0,0,1.7498759017730845,0,7.629721300452799
0,5,1,0,2.804788908367099,0,7.655155052399349
4,5,0,1,4.460606374476578,1,17.160780839586238
10,6,0,1,4.49632652998134,1,16.43575627184501
7,5,0,1,4.66668129426769,1,16.39985354133168
16,6,1,0,5.645523043581539,1,17.754985239855355
8,6,1,1,2.8876724350465963,0,7.788757269033221
10,6,0,0,4.931896905118911,1,17.409035619020813
5,4,1,1,4.213025729792092,1,15.60609109779948
7,6,0,0,0.9880706961378136,0,5.8587409169171965
6,5,1,1,4.421113166220109,1,17.40155113265445
7,5,1,1,5.810695209548034,1,18.35210782596559
5,7,1,1,7.121777526323872,1,18.532032211635965
10,6,1,0,1.0292660255840729,0,5.497218830377728
9,5,1,0,1.3426371031558015,0,6.388124600973967
7,6,1,1,4.578357760901945,1,16.80528504035684
6,4,1,1,4.865082336548756,1,16.332947502055404
7,4,1,1,3.417008478166365,0,9.19045049738002
4,6,0,0,0.9605191064114976,0,6.412893362726216
10,7,1,1,1.722523591679948,0,6.2401477352642445
8,6,0,0,5.430082237487044,1,18.088665283704056
2,5,0,1,4.570305709223344,1,17.624524531827543
10,4,1,1,-0.3953241737872517,0,4.45883104172523
8,7,1,0,3.795149233476657,0,10.135675775202406
9,4,0,1,2.8415119376557696,0,8.29208520711631
8,9,0,1,0.5223885661865859,0,4.932846423313686
4,7,1,0,2.0474833219818045,0,7.401944935899768
15,4,1,1,5.089529850025948,1,17.281803703670484
8,6,1,0,3.332582236911912,0,9.511245574416812
3,3,1,1,0.9782891448830298,0,6.3073688080837815
6,6,1,1,3.9262788187049535,0,10.3765839765159
9,5,0,1,6.961948898562783,1,19.011818828179702
9,6,1,1,4.7743701395017215,1,16.780351468126888
8,4,1,1,3.59894760400297,0,9.362417051710995
7,5,1,1,7.936775534886588,1,19.54836166458355
0,9,1,0,4.241294204724694,1,16.713682529036074
7,9,1,0,3.66728810513868,0,8.996276834203735
9,5,0,0,4.61095333559231,1,17.122199294702437
12,8,1,0,2.3427989881110114,0,8.002948243597501
6,6,0,1,6.774314040302098,1,20.077289515313037
11,5,1,1,5.102901835371223,1,17.15647309650399
9,5,1,0,5.490498367037317,1,16.522020004272125
9,5,1,1,4.458924169848626,1,16.77055926593121
9,8,0,0,2.075874505496911,0,7.48536847138049
6,7,1,1,3.010960751265504,0,8.232662614234885
9,3,1,1,2.538249735474768,0,7.816499831847831
12,7,1,1,3.3455341030273096,0,9.203187971643532
3,5,0,1,4.778562599995116,1,16.780110054518957
7,6,0,1,6.093697145135824,1,18.064649683123
8,5,0,1,2.288779361882864,0,6.795661968032698
6,5,0,0,4.254508306498419,1,16.646567246446214
7,5,0,0,4.658543708026812,1,16.437982935199404
1,3,1,0,1.992198064149908,0,7.523396103440906
7,3,1,1,2.3395177520561936,0,8.059328640707296
2,6,0,1,1.4969256961812527,0,7.104160285387308
6,5,0,1,1.409156184691593,0,6.275983461374988
7,6,0,1,2.910558065901598,0,8.398461450636429
9,3,0,0,4.424719983948279,1,17.1515575399588
3,5,0,1,3.680715911150645,0,9.517415402858292
5,3,1,0,5.2959775759197125,1,16.79864681035955
5,6,1,1,4.554082426373006,1,16.802694949527634
12,7,0,0,7.58097483734981,1,19.230451438966604
8,5,1,0,2.122282448362006,0,7.059447161575468
8,6,0,1,2.666206573205673,0,8.364924368742853
7,8,0,1,3.887624626357308,0,10.23755321247124
4,4,0,1,3.8872308454054223,0,10.57433820854899
8,6,0,1,2.24349789681642,0,7.088915926262713
5,4,0,0,6.206167014873781,1,18.07655622657131
3,6,1,0,7.709705071354133,1,19.57871251501532
8,8,1,1,2.5483272801429857,0,7.515207629801271
5,6,0,0,5.818147759728145,1,17.761067232429166
11,6,0,1,7.691935716939611,1,19.78176462529673
5,4,0,1,5.213796803331103,1,18.112570658805343
12,8,0,1,3.145236831196377,0,9.455238212116011
5,7,0,0,1.7359249521765232,0,6.72521832197461
5,6,0,1,2.95911094229234,0,8.587641040841968
6,8,1,1,3.295319298696063,0,9.900388110108665
8,6,0,1,5.884698130249416,1,18.484201061702585
10,5,0,1,-0.2149798672120191,0,3.949496773107893
8,5,1,1,4.466626864647198,1,16.559498513211604
8,6,0,0,4.045028198584861,1,17.471650099944213
0,5,0,1,3.706413333870351,0,9.03643689929921
4,4,0,0,6.742726182082594,1,17.814876993282784
8,7,1,0,2.067246716779139,0,6.651831656569579
5,4,1,1,3.566409723195444,0,9.1322976169655
4,5,0,1,4.641019791391092,1,17.52096580498876
8,6,0,1,6.43356840554031,1,18.31677930854985
6,5,1,1,4.442207946121446,1,17.189256807890313
11,7,0,0,2.840869392295225,0,9.312779079505953
11,8,0,1,4.0211808356188605,1,16.541790164445832
9,7,1,1,1.1000990714088932,0,4.569039555606993
3,4,0,1,3.1463331033621147,0,8.876201533824629
13,4,1,1,6.188638671067702,1,18.40503677091033
9,5,0,0,1.8493816139480252,0,7.201927627324643
3,4,1,1,2.0477065273200203,0,6.730271313999667
11,5,0,1,6.763781736563381,1,19.274043263077857
5,3,1,1,6.011765062909855,1,18.4421939620068
6,6,1,0,1.1280989934651109,0,5.57628757473783
9,6,1,1,6.4553349561479685,1,18.424720932153413
10,8,1,1,2.900363795543179,0,8.294722182306453
6,2,1,1,2.742773911202379,0,8.225021783860303
14,6,0,1,4.28885337280478,1,16.798357742844985
7,5,1,0,6.392685260086299,1,18.263488509386857
5,4,1,1,2.4828215748394897,0,8.409734034091816
9,8,1,1,3.2252409667156137,0,9.08860025919778
8,6,1,1,6.3682645611801,1,18.95161118111489
8,5,1,1,3.5450716258695745,0,9.677513553078503
8,8,1,1,3.258761997490085,0,10.106800403729952
9,4,0,0,3.563020791790893,0,9.220205454656124
7,4,1,1,5.768123705767087,1,17.831792428105373
2,3,1,0,6.180646734253802,1,17.637170702642884
9,6,1,1,1.0867234650451525,0,5.320257880634725
10,6,1,1,-1.0810980002973851,0,3.2093769074184872
16,7,0,1,2.232063914770808,0,8.453320787069753
6,5,1,1,4.503640302809869,1,17.71133041326173
3,6,1,1,1.9031510029102137,0,6.826465704291215
7,7,0,1,4.732612575547877,1,17.200486067380616
8,5,1,1,6.107027019772886,1,18.045126837008397
11,7,1,1,7.521948322938174,1,19.686962965539383
7,3,1,1,3.29270667154386,0,9.638150204470833
7,4,0,0,6.583292862494309,1,17.74418636387315
7,7,1,0,3.4208438868933744,0,9.06320501010423
12,5,1,1,3.350322149217837,0,8.542724592056949
9,6,1,1,5.20192678449153,1,18.052009779355235
7,5,1,1,6.566197130358082,1,18.451305030857675
12,5,0,0,3.609792972470524,0,10.18507532568277
6,7,1,1,3.02935328998245,0,9.28003391877658
3,6,0,1,5.464907766832817,1,18.82038093625774
4,4,0,1,5.2669717192673895,1,16.929206105511877
9,5,0,1,2.5791707827411106,0,8.198939685915635
10,7,1,0,5.899404102481457,1,17.88687076915103
10,9,1,1,3.3007585630199783,0,9.449278431965134
10,6,1,1,4.479460412666837,1,17.60901646621574
7,1,0,0,3.404514118947583,0,9.189567578160704
9,6,0,1,5.859117388629398,1,17.771399335639117
7,7,1,1,5.469765775936527,1,18.15829793441798
11,7,0,1,2.0867961729295184,0,7.709126875965512
6,5,0,0,1.6131462433174035,0,6.201400019627858
13,8,1,0,2.797695220064052,0,8.477881232171272
6,4,1,1,2.459261885596957,0,8.393914557837308
7,7,1,0,4.816926405535137,1,17.36652296014906
13,5,0,0,5.125480064932953,1,18.42398102237906
5,4,0,1,6.117913123890247,1,18.68481654491848
6,8,1,1,5.802321931668216,1,16.97756438299933
5,6,1,1,3.411369946298067,0,9.031103821283448
6,4,1,1,2.8126359692472893,0,8.546829034517588
8,4,0,0,3.270359361297999,0,9.20927590331039
12,7,1,0,5.858434337656071,1,17.693738498827855
6,6,0,1,3.828069357538721,0,10.507245529600803
10,5,1,0,5.1489436872820775,1,17.455559213296354
7,3,1,1,6.895301484038601,1,19.041217604180503
12,4,0,1,3.878243940601744,0,10.382655640695775
9,5,1,1,2.5946107541486114,0,8.382592933523323
5,8,1,1,5.680591835287426,1,17.612919494135372
8,7,1,0,0.3633348292189851,0,4.869542262590409
6,4,0,1,3.961235100655181,0,10.075035664506036
8,5,0,1,2.477055967211646,0,7.775765267519784
8,7,0,1,7.205464906743504,1,19.927178593130037
5,5,1,1,6.363901276272753,1,18.97111189958523
7,6,0,0,6.484119352293375,1,19.07456737348921
2,6,1,1,2.052948482578968,0,7.380003442940433
7,6,0,0,5.031375613824278,1,17.019479585667806
10,6,1,0,-0.0167684287083442,0,3.83545581517619
8,5,0,1,5.955803493542414,1,18.23762918009147
8,7,1,0,3.728764141970595,0,11.422283705297136
10,4,0,1,3.2266509612916425,0,9.808281308604895
7,3,1,1,1.5422270374011626,0,6.80952306990074
6,7,0,0,5.063500512299695,1,17.222891674115736
4,7,1,1,4.529125036475384,1,16.344824789867513
6,6,0,1,3.0926482973161686,0,9.352351873557884
7,6,1,0,3.3057429726930168,0,8.520652690950776
10,5,0,1,3.347248473245799,0,9.2484817244058
