age,income_level,gender,rural_residence,previous_unemployment,job_training_program,employment_status,annual_income
37,18,1,0,1,1,49.99792879201049,177.72644666385034
32,15,0,1,1,1,39.36661487629117,153.71270355778282
22,26,1,1,0,1,41.05991444713744,159.11437640840154
20,24,1,0,0,1,36.60154772192734,147.96166635314304
40,17,1,1,0,1,48.15571140842752,176.5835084337727
27,24,0,1,1,1,43.149313281408745,163.24289267661905
29,15,1,1,0,1,39.114543449807606,155.1976894484389
39,25,0,0,0,1,51.81784330371483,183.09543909217504
13,18,0,0,1,1,27.595703373187728,119.16054537044846
24,20,1,1,0,1,37.04432144899535,147.21090668230718
26,16,0,1,1,1,35.918763913038205,146.01758893724994
26,27,0,1,0,1,43.11583337926202,163.3071379649178
36,25,1,0,0,1,51.64141677519335,184.68213564656685
28,17,0,0,0,1,35.144279463651536,143.53605752800965
35,17,0,1,0,1,43.02810830174633,161.96062125222727
19,20,0,0,0,1,31.564045450942665,133.18678099077766
39,22,0,0,0,1,48.64914953987815,176.9576352829318
35,31,1,1,0,1,54.681859459220775,195.2588656772835
28,21,0,0,1,1,41.71828238141481,158.93195202630585
43,16,0,1,0,1,49.65682644484316,179.13027353874355
17,13,0,1,1,1,26.982466596111223,121.4569587879111
16,20,1,1,1,1,32.572859784306964,136.97641288867325
35,17,1,1,1,1,44.1299755246914,164.65941388396422
29,32,1,1,0,1,50.14161713081623,182.14641462804016
24,18,0,0,0,1,33.818819720178794,140.6528549220819
28,18,0,1,0,1,38.220626648219984,149.905574815904
18,22,1,1,0,1,32.220081773779114,136.13904308510328
24,20,1,0,1,1,38.55573289000978,152.26342849291885
28,21,1,1,1,1,42.77060353506062,162.1928160401872
29,13,1,1,0,1,34.47031298687154,142.90446423503226
20,28,1,0,1,1,38.77281415294468,153.58552593456875
20,26,1,1,1,1,40.1469880633426,157.346095778603
22,17,0,1,0,1,32.36209364745577,135.80020407041422
14,22,0,0,0,1,27.53847169785273,121.77968325308612
36,13,1,0,0,1,42.68719123440234,162.87253105632732
26,24,1,0,1,1,43.10509231502292,162.67913235609413
30,22,0,1,1,1,44.66059295489614,165.21376855071026
28,20,0,1,0,1,38.66260962782968,152.16696072481588
31,11,0,0,1,1,36.38665584906983,143.921274425616
26,10,1,1,0,1,31.638527800813343,133.94677495823032
36,20,0,0,1,1,47.336582202339976,174.6111124062373
28,15,0,0,1,1,37.06386586879396,147.52752802034618
23,21,1,0,1,1,38.88848037697274,150.7693533218565
44,21,0,1,1,1,54.98529630654649,191.3085385769903
35,24,1,1,1,1,52.03845381909843,184.5988320814856
31,15,0,0,0,1,37.26077561172701,149.4966998187413
28,14,1,1,0,1,37.03669031618219,146.04897538944405
40,32,1,0,1,1,59.87582023876703,207.93146162521165
34,21,1,1,0,1,48.00290526649438,174.9116749303861
35,24,0,1,1,1,49.57094913450076,179.2130009698104
25,18,1,0,1,1,37.77137536439011,149.08133054945026
32,17,1,1,1,1,42.51461195926805,161.02805004535838
27,14,0,1,1,1,34.334188547370175,141.88844653731636
30,29,0,0,1,1,46.725095451939744,173.45993934950835
29,20,0,1,0,1,39.38183587213951,153.50696775273033
16,19,0,1,1,1,28.71301300187865,127.49652885858065
52,17,1,0,0,1,58.146481795020506,203.09476133908495
33,16,0,0,1,1,41.01671068033317,155.63960232927198
42,24,1,0,1,1,56.069559226918656,197.8571292952948
34,16,1,0,0,1,41.84773523739688,161.13599490122968
27,21,1,1,0,1,41.427843990978246,158.74720498379008
32,15,1,0,1,1,40.82612854449696,156.64101893044415
27,22,1,1,1,1,44.51017072423959,164.42123161841332
29,18,0,0,0,1,38.39849217378063,151.55803430678435
19,21,0,1,1,1,33.132659075958266,136.71477827871908
32,26,1,0,0,1,47.076131872753706,175.90116375133877
27,12,0,0,0,1,32.288744786416444,134.7663141115599
25,6,1,0,0,1,29.49613894103892,124.6177640393716
37,19,1,1,1,1,49.82836559475743,180.8287531327589
19,10,1,0,0,1,25.88218038397075,114.76750014729669
29,26,0,1,0,1,44.4721520861286,166.713622486651
40,16,1,1,1,1,49.9943510615943,182.9190989784052
33,19,0,1,0,1,42.7009207547764,163.73774325139505
36,16,1,1,0,1,46.17770373007909,170.17034479799352
42,37,1,1,1,1,65.93231366072001,224.09338007213876
22,17,1,0,1,1,34.34908332565744,140.7087221081643
28,23,1,0,1,1,44.19262830917152,166.15672623090467
25,16,0,1,1,1,35.76816039694389,142.37927200576095
18,22,0,0,0,1,32.700798534041304,136.67715879349805
30,17,1,0,0,1,40.34516865218356,157.0130954509114
48,16,1,1,0,1,55.83307290160644,198.49227455881177
32,17,1,1,1,1,43.743710956422255,164.34541418555412
25,17,0,1,0,1,33.79776052923581,139.36780057711
34,12,1,1,0,1,38.472224198319054,153.7191506994802
26,23,0,0,0,1,39.81948095859702,154.17324897675147
34,21,0,1,1,1,46.077053819599136,172.40688974065657
31,23,1,1,0,1,45.042063332768095,172.4972234416807
37,27,0,1,1,1,53.10843800692022,191.0572128452676
34,30,0,0,0,1,50.47264914533923,186.14008648388165
44,27,1,0,1,1,60.86691034836409,211.5532561873329
13,16,1,1,1,1,26.763999778954588,121.11954408422156
34,14,1,0,1,1,42.98546760958077,162.36159504996908
22,23,0,0,0,1,34.673193300215175,144.42592444605708
30,18,1,0,1,1,43.64232327863724,164.032963518903
33,13,1,0,0,1,38.64148060685028,154.05503292887167
20,15,0,1,1,1,29.257892353796,129.91272704023
33,8,0,1,1,1,35.5355053608695,143.11651220877152
28,17,1,1,1,1,42.39003895309271,157.17768937573928
34,14,1,1,0,1,42.192100756584864,161.56402312582432
26,27,1,0,0,1,43.743872893429135,164.06855852694406
23,26,1,0,1,1,43.38065320918917,163.70398445161263
25,14,1,0,1,1,37.41498809457148,148.32776924200294
44,12,1,0,1,1,49.6985848104017,181.42629801007823
30,17,0,1,0,1,40.90767180625144,158.849267915097
20,13,1,1,0,1,29.86884534560001,129.40138111583653
24,11,1,1,0,1,32.55015731463838,133.0634184732717
20,20,0,1,0,1,31.393874958149304,133.76467022309757
20,20,0,0,1,1,32.1926561646076,134.1347627053252
26,16,0,1,1,1,37.55218410857909,149.9029149004091
24,19,0,0,1,1,36.301996113693285,144.60535667564608
24,17,0,0,0,1,34.48430061964874,139.73082791215663
20,13,0,1,1,1,30.781841419512077,128.72844114990062
36,16,1,1,1,1,44.6891406591301,168.0671252597309
24,23,1,0,0,1,40.10516749101027,154.4533697486484
28,26,0,0,0,1,42.723545592857775,162.97050988241443
25,21,1,0,0,1,38.85940571691373,152.38408978426142
31,12,1,0,1,1,39.33939930619546,152.2059985168422
38,16,0,1,1,1,46.709877116313024,172.85786617742966
20,30,1,1,1,1,43.45203820750615,164.37063960951167
34,21,1,0,0,1,45.694765198105095,171.2339270261024
46,26,0,1,0,1,58.498204751832,205.0592586696753
44,27,1,0,0,1,58.18524556898703,203.9750622258981
38,13,0,1,1,1,44.505322544947845,166.7218324935043
30,15,1,1,0,1,38.26020850494693,151.55245650079465
13,9,1,0,0,1,19.594117646345797,103.50256410777624
39,26,0,1,1,1,55.6410894290165,195.48261043770285
32,18,0,1,0,1,41.72922602770901,158.72419359092095
28,15,0,0,0,1,35.65822579391384,141.54607062228172
26,24,0,0,0,1,40.07947245785714,154.6037264196258
13,18,1,0,0,1,27.153451597434238,123.36349146709148
36,16,0,1,1,1,44.67297387175093,165.9209527879307
24,23,1,0,0,1,37.971164767870185,150.67755392719118
27,24,1,1,1,1,46.179805935103786,169.50363189160993
24,21,0,1,1,1,38.102582455839325,151.1615222653233
31,22,1,1,0,1,45.23422364881619,169.29080184391032
29,15,0,1,1,1,37.32397519031241,150.63948965614918
43,4,1,1,1,1,44.83760529788686,166.99316714144894
30,11,0,0,0,1,33.78346332684511,140.00587874797137
39,14,1,1,1,1,48.003566325653566,179.08443576251997
41,28,1,1,0,1,56.20116219914655,198.26919626223565
28,6,0,1,1,1,33.040410858956015,135.42854815152833
41,18,1,1,0,1,52.01912278456326,186.3093400295688
19,28,1,0,1,1,39.62636522385453,156.7154650345182
27,27,0,0,1,1,42.69180069411447,163.8458028206279
31,16,1,1,0,1,39.86615971763007,153.22472902243754
33,9,1,1,0,1,37.15008403111783,145.70696656561708
33,15,0,0,0,1,41.42291072166324,157.22216189270128
27,29,0,0,0,1,44.95947211650427,166.80352972090353
39,26,0,1,1,1,55.65942358121684,199.8788026458789
25,21,1,1,1,1,41.28393674507476,155.18295719110108
22,4,0,1,0,1,22.52866002994537,107.74048193120494
19,21,0,0,1,1,32.886483976020976,136.63588125827548
27,10,1,1,0,1,34.16302691014819,139.9207363352715
31,12,0,0,1,1,38.94412652478776,151.02394753213684
31,12,0,1,0,1,38.237772988649546,150.40618126622448
37,29,1,0,0,1,54.44601292594241,195.00799051866105
42,21,0,0,0,1,51.54766135503106,184.2180770903962
43,22,1,0,1,1,56.1859299152102,197.2716190306
21,22,0,0,1,1,37.0938209804837,149.2744379364105
18,30,1,0,0,1,37.49954698985732,152.96189690323402
27,19,1,0,0,1,38.404018856490005,152.86385077346452
24,14,0,0,1,1,32.482319929864,133.2692228214508
28,9,0,1,0,1,32.1275585091605,132.14340647034862
15,12,0,1,0,1,23.051264335433043,110.33629684924352
30,20,0,1,1,1,43.04919233279767,160.8258351480268
38,25,1,0,1,1,54.91409551400173,191.18249387438715
36,19,0,1,0,1,46.082021289635705,170.4587822217947
36,17,0,1,1,1,44.62273195079607,166.76194029457437
46,13,1,1,0,1,51.63394742294267,184.94940105212424
26,26,0,1,0,1,43.268682672145154,163.72886624664596
18,23,0,0,1,1,32.39772459005903,133.166333234098
26,9,1,0,1,1,32.08507186174234,134.06783497930104
16,28,1,0,0,1,36.50367116223553,144.43434832424077
34,20,0,1,1,1,45.82514493783707,169.75247686616996
36,19,0,1,1,1,45.81975729352183,169.79697041010346
46,20,1,0,1,1,57.263948400604846,201.76443470780816
30,18,1,0,0,1,40.32133092249421,155.72647900935883
26,13,1,0,1,1,35.34887448956088,141.76369761031538
29,25,1,1,0,1,45.257973818776925,170.90760634987717
23,16,0,0,0,1,31.77600509705763,131.31564673574343
29,19,1,1,0,1,41.739432882803584,159.45663378794725
36,21,1,0,0,1,48.99640988320298,176.04498037404983
35,26,0,1,0,1,48.951162251085314,178.4962350543087
37,18,1,1,0,1,46.77672123197507,171.50915344069475
28,28,0,0,0,1,45.45324674446661,166.11398078294644
32,11,0,1,0,1,36.82582443032639,146.7041480547754
22,15,1,0,1,1,33.31143862451466,137.71531437360284
31,13,1,1,0,1,37.21043836515433,148.20278327692662
35,16,0,1,1,1,44.216534157755,165.89624577313324
46,25,1,1,1,1,60.83441282082016,209.4792891304174
19,24,0,0,1,1,35.43969078065322,140.86165527169308
3,7,1,1,1,1,10.766190002947614,79.75254049479075
30,25,1,0,1,1,48.05097605558696,174.81033630376697
19,26,0,1,1,1,38.238008156670126,149.7608966785733
19,15,1,0,0,1,31.150153553124888,131.20407289398116
32,18,1,0,0,1,42.71055175981344,162.0605925863378
33,23,1,0,0,1,46.97506937683377,173.9283300995456
26,13,0,0,0,1,33.53225827374926,138.55774734675495
35,13,0,0,0,1,41.59546489272788,158.8628828165848
37,27,1,0,1,1,55.808756930607295,196.3401589219158
28,21,1,0,1,1,43.4203314599452,165.4564215047739
19,20,1,1,1,1,32.04227930220618,136.74530775322393
34,22,0,1,0,1,47.085797043063984,174.78943942869262
30,18,0,0,0,1,38.5190037130458,151.7264140050133
35,21,1,0,1,1,49.36078379432881,178.14046128072613
34,16,0,0,1,1,42.1209725739212,162.31759170858996
43,12,0,0,0,1,47.52075621452224,173.12389165501807
28,16,0,1,1,1,36.36046632408383,145.1111155768276
40,17,1,0,0,1,48.61945368954617,178.61956384074642
35,18,0,1,1,1,45.82290091530166,171.21258395380474
27,19,0,1,0,1,36.854563902322205,147.8864117650381
35,12,0,1,0,1,40.430949837470905,155.0525257713709
29,26,0,0,0,1,44.51417523339454,169.29669575617282
44,27,0,0,0,1,56.29044049781656,198.92615953595333
34,19,0,0,0,1,43.23605547603396,161.5635656095177
18,24,1,1,1,1,36.87155404500312,148.6368439346445
16,18,0,0,0,1,27.65931671343368,123.6885136490946
31,25,1,1,0,1,46.41441511608077,172.1774927049578
38,28,1,0,1,1,57.9725179919483,201.05908239203544
19,13,1,0,0,1,28.201389779434734,125.116538130596
35,0,1,0,0,1,33.322378334922085,134.7426967535406
50,15,1,0,1,1,56.16899058686166,195.6908285987035
42,14,0,1,0,1,46.9710758629053,173.31443692623372
38,29,0,1,0,1,54.10508581411228,192.80350534160613
43,23,0,1,1,1,54.59049314614706,193.8958053928612
34,16,1,0,1,1,43.8862720773938,165.85697921894342
30,15,0,1,1,1,41.71344641417525,158.47846363556016
37,16,0,1,1,1,45.93634917200279,172.0434806220354
22,6,0,1,0,1,24.26184661054958,112.22071767812172
34,19,0,0,1,1,45.52667364799683,171.10655512504022
29,20,1,1,0,1,43.10897691224094,162.37983781988098
31,12,1,0,0,1,37.23350277556369,146.79012055754546
26,21,1,1,0,1,41.80890535606959,160.35931684334972
43,14,0,1,0,1,49.70190039088536,179.98318512132812
20,16,0,0,1,1,31.21726712895376,131.7356208883078
34,8,0,0,1,1,39.0400505049408,149.08745717455434
27,14,0,1,0,1,35.20843948024125,142.75218432800003
25,27,0,0,1,1,43.37353002246414,161.87283352117714
29,14,1,0,1,1,38.9406252251512,149.1372428046721
33,10,1,1,0,1,37.894902147548265,146.96388286065925
31,26,1,1,1,1,49.621313535974586,180.3203147676739
34,11,0,1,1,1,41.1703696855862,156.82798610062912
21,17,1,1,0,1,31.850639805570403,135.43255984183205
28,22,0,1,0,1,41.103216202226186,159.16532049049962
29,14,1,1,0,1,36.25958440676288,147.16634710876428
34,8,1,1,1,1,40.46769791557871,155.30028497428427
43,18,0,1,0,1,51.455182594214165,185.55962066037085
32,23,1,1,0,1,45.06269414544901,170.51101767801003
26,15,0,0,0,1,34.457450622126,138.87522277157424
29,28,0,1,1,1,45.73851837440897,172.55071799989224
15,10,1,0,1,1,25.327678182839776,114.72055784467804
26,31,0,0,1,1,47.54314661427596,175.78700785296752
19,20,0,1,0,1,32.546213674408,132.75362011584923
34,24,1,0,0,1,48.178090340971,175.73758934790067
25,19,1,0,0,1,38.76920167526151,150.66576461292567
28,17,0,0,1,1,38.19367023883896,149.24684575837995
38,20,0,1,1,1,48.82208498375231,180.98538776963807
30,32,0,0,0,1,50.60209197857971,181.9733968202463
37,9,0,1,0,1,39.59690537835698,153.16488793206983
14,19,1,1,1,1,28.09230651558702,127.7781087338994
18,26,1,0,1,1,36.50963055957614,149.66060785076726
43,18,1,1,0,1,51.03773586899213,184.3486253080329
21,19,0,0,0,1,32.102457029248825,136.68414157205592
46,17,0,0,0,1,54.53756984854795,194.1825231018105
23,10,0,1,0,1,30.39721033823559,128.4187809981295
37,24,1,1,1,1,51.82290266775853,186.9262944320891
28,32,1,1,1,1,50.49636973592363,184.534570761839
37,14,0,0,0,1,42.20590517637239,162.57076111305165
32,7,0,1,1,1,35.20102595734226,144.07324028657328
20,28,1,0,1,1,41.25747744747822,159.82049311240536
35,11,0,1,0,1,40.237352831251,156.04984211106225
25,20,1,0,0,1,35.57718906237336,144.96790771736656
28,24,0,0,0,1,41.37121141641531,160.99988116308282
25,6,1,0,0,1,26.370073637687096,120.01438761265705
41,24,1,0,0,1,56.25415796801631,195.85308188720649
29,11,1,1,1,1,38.53562635829344,149.9939996073497
30,21,0,0,1,1,42.17709627140756,161.32122998102332
20,17,0,1,0,1,30.47254186368076,130.31946427895667
43,20,1,0,0,1,53.61726330172576,190.18420456578585
16,20,1,0,1,1,30.289400127868365,128.3548908303942
25,21,0,1,0,1,40.2265284558882,155.01291046446875
26,22,0,1,0,1,38.55150395563398,151.91956096997848
47,13,0,0,0,1,48.58521529843304,178.2066681506596
40,26,1,0,0,1,56.28038175717846,193.87602634602223
28,23,1,0,0,1,43.392579491761424,162.5615972625219
29,23,1,1,0,1,43.52394213269537,166.1349704737667
30,17,1,0,0,1,40.25465925055301,155.6805011860596
15,34,1,1,1,1,43.16450209411917,164.1016930780775
15,18,0,1,0,1,27.268484915767367,120.9435008205506
23,8,1,1,1,1,29.921506041469463,127.59989953702372
21,17,0,1,0,1,30.992336128926777,131.51651924519575
11,11,0,1,0,1,18.15790375459041,98.4212064004291
42,22,0,1,1,1,54.54171782081622,194.3284702414712
34,20,1,1,1,1,46.70901917734457,174.8578728438113
33,11,1,0,0,1,39.00119901842788,151.2923190658554
22,24,0,1,1,1,40.274013398604886,153.32989655182826
26,25,1,1,0,1,42.69523626613278,164.1821185936647
27,24,1,1,1,1,41.50367355326589,162.05018470241055
35,22,0,1,1,1,47.713647606678535,176.2281929769152
25,29,0,0,0,1,42.38835645367057,160.84359198610193
28,14,0,1,1,1,36.86483350386735,146.74943279613106
29,17,1,1,1,1,40.99284883736328,157.55628792192368
25,18,1,1,0,1,36.71212018681396,146.47260489879451
40,18,1,0,0,1,50.45379421682619,181.93180274544707
31,18,1,1,1,1,43.15138798131501,164.76258375963982
21,14,1,0,0,1,30.025184588522475,129.09491968988456
41,23,0,0,0,1,53.35120423978224,188.59036199035603
26,21,1,1,0,1,39.16900651076039,157.2645637860168
26,19,0,0,0,1,35.27950340359791,141.99197829372176
28,18,0,0,0,1,38.35283973930388,148.90744751880897
26,26,0,0,1,1,43.45393640437965,165.90163040287348
24,20,0,0,0,1,38.20235473748442,149.68985175081446
24,22,0,1,0,1,38.87716266484383,152.66570049989178
27,14,1,0,0,1,34.7511656822365,140.3855798106168
44,21,1,1,0,1,56.06311639848048,196.256364228714
30,18,1,1,1,1,41.88812499415367,160.73622014868965
36,22,0,1,0,1,47.03921735390109,173.7473215298593
36,21,0,0,0,1,46.95911710698545,172.43433053585812
44,14,0,0,1,1,50.52231770271327,180.93381986804
16,21,1,0,1,1,30.944228004960337,132.79144933251857
30,11,0,1,0,1,34.90962507065801,139.99359978509344
32,15,0,0,0,1,37.426848110387695,148.5849588031739
33,16,1,1,0,1,42.95681958346844,161.09719108816464
40,26,0,1,0,1,53.81432421125111,190.6073040733844
27,18,0,0,0,1,36.725735628121015,148.2278193884972
34,17,0,0,1,1,43.11932625510231,163.77264052242208
28,20,1,0,0,1,40.10107996487479,156.8843022039148
25,19,1,0,1,1,38.65181582485398,149.45418407111146
29,13,1,0,0,1,36.659056308349705,146.94081336738074
36,23,1,1,0,1,49.32917359005839,181.57945922998937
39,23,1,0,0,1,50.617685419182216,186.33382620288344
31,17,0,1,1,1,42.23856993790896,159.4205423502987
31,18,0,1,1,1,42.46710421239849,161.05329439594186
17,19,1,0,1,1,31.65650680843472,131.58097054675494
23,25,0,1,0,1,37.67905416495339,152.872590545633
19,22,0,1,0,1,34.71458791230891,140.80723975185026
31,22,1,0,1,1,46.67014433795871,173.06650049815937
27,15,0,1,1,1,38.423464478955474,149.1263638847484
25,36,1,1,0,1,48.01079211255021,179.02818305652744
45,25,1,0,1,1,58.34262600022259,205.09346672307896
28,27,1,0,0,1,47.1014766858678,174.83433626303648
26,17,0,1,1,1,37.53360665771367,146.1808835587432
32,11,0,0,0,1,36.53918018054622,144.5249968610222
16,7,1,0,0,1,21.497849789742272,109.69743952304336
24,24,1,0,1,1,41.62363198736986,159.2221410499235
35,14,1,1,0,1,42.9101348010559,162.22572222209723
28,28,1,0,1,1,48.17308467756964,176.1375338114164
25,20,0,1,0,1,35.12399033219309,144.11426995370374
53,25,0,0,1,1,66.4195666362376,223.18999587009523
16,19,1,0,1,1,31.44167773712048,132.3989241603139
26,18,0,1,1,1,37.49314648862579,148.07918231162068
22,16,1,1,0,1,33.73097539849493,141.1054496873109
52,22,1,1,1,1,63.89139277438923,218.81134662674944
27,21,0,0,1,1,41.29368374457345,158.25450207853072
45,13,0,1,0,1,49.11362535140898,177.12136897889897
28,16,0,0,1,1,36.641418098418704,147.19341483607312
41,26,0,1,1,1,55.90828424782382,198.12093880054863
25,29,0,1,1,1,43.34854751713464,166.3455852093176
32,14,0,0,1,1,40.5787558223763,156.8608950211345
23,13,1,0,1,1,31.854086521504534,133.00891588460124
37,22,0,1,0,1,49.40572831814411,180.26550902515527
29,18,1,0,1,1,41.24917623986749,158.65711044588824
24,23,1,1,1,1,41.58179902873527,159.40656667284716
42,20,0,1,1,1,53.65046945717139,190.3819745649249
16,23,1,1,1,1,33.91314113372392,142.10578911850362
25,16,1,1,0,1,36.11984812976886,142.74836045523153
23,21,0,1,1,1,36.28434866146558,145.37323714326826
33,22,0,1,1,1,47.40842910874422,175.337307153868
41,24,0,0,1,1,53.85183830085904,191.7877300244645
48,11,0,1,1,1,52.41572464936855,186.74118672327768
30,20,0,1,0,1,41.41637712656952,159.1419673172329
19,20,0,0,0,1,30.23816583920819,130.32939473068714
37,20,0,0,1,1,48.896191377537,179.06618748717594
48,16,1,1,1,1,55.04023037057358,196.355246499519
30,11,0,0,1,1,35.39288378096242,141.13340937689483
26,19,1,1,1,1,38.132083492002,151.64655786505037
35,19,0,1,1,1,49.188700107416174,177.57635010462883
11,11,0,0,1,1,19.80799903127967,102.98017705625703
37,21,1,1,0,1,50.167568221551214,182.6140193644241
28,15,1,1,0,1,39.0348623736186,151.58214284507275
30,17,1,0,1,1,41.20688088347672,156.76589941837463
36,33,1,0,0,1,56.09760022230668,197.8079253478369
34,26,1,0,0,1,48.80039669882378,180.62104691728857
34,19,0,0,0,1,43.94569845672289,164.11078091129875
28,17,0,1,0,1,38.55611704994512,150.72568361905587
39,7,0,1,0,1,39.21458455033815,150.3638051548924
26,13,1,0,0,1,33.87884695316113,140.79815686457624
39,13,1,0,0,1,45.39725377462198,170.30683860469648
30,12,0,0,0,1,37.14893590497441,147.01252087291925
28,21,0,0,0,1,39.78494901871873,152.9254133690261
29,17,1,0,1,1,41.382742459065256,158.93421825061483
21,11,1,0,0,1,27.23636957090328,121.44065326044004
16,10,1,0,1,1,24.53045148549124,113.51142276276924
31,20,1,1,0,1,44.050570284916205,164.53017061885356
16,30,0,0,0,1,36.104376123564535,145.21910867142734
39,17,1,1,0,1,47.18536432197219,175.53810279788138
25,25,1,0,0,1,40.7377391389673,157.30912361455387
16,15,1,1,1,1,29.059463916701127,128.2176382777688
30,21,0,0,0,1,41.67058187268146,160.0335515680539
27,18,0,1,1,1,38.2558032029196,148.86656874207765
26,17,0,1,1,1,37.88108413575098,149.88200126388233
19,20,1,0,1,1,34.90077110393515,143.2390020517661
30,17,0,1,0,1,39.89438798961023,155.680719301434
28,31,1,1,0,1,46.96700011023697,175.90047354773748
38,9,1,0,1,1,41.12506525216288,156.75388543607448
39,22,0,1,1,1,51.1418629487692,184.4728108711625
42,20,0,0,0,1,50.816710791001285,181.68588378008815
30,22,0,0,1,1,43.8960557560752,164.2022443696035
28,20,0,0,0,1,39.860160838549575,154.59484428906245
21,19,0,1,0,1,34.37796601818,138.20309513129743
17,16,0,0,1,1,28.61540297508206,125.08007328241666
30,21,0,1,1,1,40.53466589391026,156.8367848162097
22,13,1,0,0,1,32.15505611883261,132.94223509299357
20,13,1,1,1,1,30.00208071519157,129.84384214712188
28,16,1,1,0,1,38.26405476882154,149.12350246524807
37,20,0,1,1,1,46.8551301089804,172.35643540530603
32,27,1,0,0,1,47.93577640596955,176.45137926840837
34,11,1,0,0,1,38.1957636509154,151.11845950589566
14,25,1,0,0,1,29.15912525811749,130.84396197860798
11,30,0,0,1,1,33.44799612670821,138.64505907143632
15,15,0,1,1,1,25.70365771952208,119.85561311666558
27,23,0,0,0,1,39.51665493667284,155.35353025301643
39,21,1,1,0,1,50.73345245633592,182.60343133488504
31,27,0,1,1,1,48.350967203755566,178.91830924768342
26,10,0,1,1,1,33.975647934752985,137.9990835609461
41,14,1,0,1,1,48.833860462891096,177.7014897518598
26,19,0,0,1,1,37.34241073190993,148.8972350563878
20,17,1,0,0,1,31.96101243910183,133.96804128788503
32,21,0,0,0,1,42.59092157169389,161.06610551739217
29,16,1,1,0,1,38.921892398587694,153.73920185520143
38,23,0,1,0,1,48.910060081316814,178.9318640224811
32,16,0,1,0,1,39.60305417676679,153.43205621812407
28,23,0,0,0,1,41.41814172024802,161.31937887249475
28,17,1,1,1,1,41.07832716633328,157.41588904028458
21,23,0,1,0,1,34.84123295936717,143.14116437153396
26,13,1,1,1,1,36.02058202172205,144.2186897060091
39,27,0,1,1,1,56.32270378997124,195.60725914900613
26,21,1,1,1,1,41.114942956319226,160.75180868902513
25,20,1,0,0,1,38.6482531803807,150.77075060316216
16,36,1,1,0,1,41.37491780082424,162.73677724796198
21,13,1,1,1,1,31.69344137253672,135.23821737528812
27,22,1,1,0,1,43.078150779185,164.2180231578268
16,19,0,1,0,1,27.46099053869199,123.98425723759236
27,27,0,1,0,1,43.34187206935306,164.30229162716395
27,18,0,0,1,1,37.91433079038947,148.34062509592198
27,10,0,1,0,1,32.53065160477535,132.7910011350538
25,20,1,1,1,1,39.91836806296372,154.08060981601142
36,19,0,0,1,1,46.30927039365003,171.51246605096676
34,18,1,1,0,1,45.12792284078412,169.19089701632507
37,16,0,0,0,1,42.95513186179138,161.01433890072494
41,24,1,1,1,1,57.35799053863143,201.30136995473464
19,19,0,0,1,1,32.04144180680321,136.143079678232
25,13,1,1,0,1,35.06176376395089,139.11096496954727
31,19,1,0,0,1,42.81878167646591,161.97220728127652
37,9,1,1,1,1,41.27061936071215,157.98171082079196
26,23,0,1,0,1,40.57073651347797,154.46674672704495
25,21,0,1,0,1,37.39368324485894,148.4046189336652
24,22,1,0,0,1,40.27706431750862,156.25410725836883
25,15,1,0,1,1,34.61996540797612,140.41716690326768
36,17,1,0,1,1,46.78051145389368,169.22734995419646
18,24,1,1,0,1,35.37105927135489,144.58778100454947
25,20,0,0,1,1,38.92786268844264,147.84940192619342
31,17,1,0,1,1,41.72620436478406,158.84219610189496
31,4,0,0,0,1,30.6612737568876,126.78906161639982
36,19,0,1,0,1,44.650772563921954,168.31529773229437
29,28,1,0,1,1,50.083948414719245,179.67532047544927
40,9,1,0,1,1,43.740141421247294,163.62295889535778
43,16,1,0,0,1,49.854201183544845,181.5057247420569
26,14,0,0,1,1,35.75655164464293,141.9089965443868
28,12,0,1,1,1,35.19226782210617,139.84516382724436
21,32,1,1,1,1,43.74838694981316,166.05708578366472
25,15,0,1,1,1,33.877301013746404,139.02230598431333
31,28,0,0,1,1,47.94364800113421,175.2735055788207
22,27,1,1,0,1,41.90992108774617,159.07576420459029
30,29,0,1,1,1,49.02820479789111,176.08601815108045
29,28,0,0,1,1,47.85425872914834,175.92949210673058
41,13,1,0,1,1,48.24405969975128,176.0819591967176
34,8,1,0,1,1,39.90068778353441,153.20689160182698
36,12,1,0,0,1,41.22051285326386,158.81769633378795
34,26,0,0,0,1,48.94728629637826,177.1430250782893
35,27,1,1,1,1,53.46187040644176,189.40102619630932
38,25,0,0,1,1,52.68951934996402,190.2563205695162
40,10,0,0,1,1,43.05237835261592,161.9707176392479
39,14,1,0,1,1,48.92039488511245,178.9863373269
30,14,0,0,0,1,36.25430057377029,144.7872190094304
26,21,0,0,0,1,38.723477379702445,151.42929354852154
20,14,1,0,0,1,29.437317172638057,128.20413372984257
39,23,1,1,0,1,52.80743768337339,189.44702409953865
16,20,1,1,0,1,31.589090052714205,131.82569551745013
19,25,0,0,1,1,37.11038648318635,145.853393949286
25,16,0,0,1,1,34.55214450061548,140.21022668962755
35,16,1,0,0,1,44.3831896121399,167.54216144949683
13,18,1,1,0,1,26.09677504752655,119.7601229388918
50,13,1,0,1,1,54.40951317781391,192.82810596694463
25,16,1,0,0,1,32.9436863781982,136.33385406571065
25,20,1,0,1,1,40.20860515838738,155.33444658481952
21,18,0,1,0,1,33.49783950294611,136.29851818930874
19,25,0,1,0,1,36.78741569920364,147.92563054562882
22,22,0,1,0,1,35.73497931271076,146.96630291532207
