parent_education_years,student_gpa_prior,free_lunch_eligible,english_language_learner,tutoring_offer,tutoring_attendance,final_exam_score
4,3,0,1,1,0,55.7303331239063
1,2,1,0,1,1,57.21535834360619
2,2,0,1,1,0,56.01436387856044
4,2,1,1,0,0,56.08825294918224
4,3,0,1,1,0,57.21668479772467
4,4,1,1,1,1,61.72219114736933
5,2,1,1,1,0,55.52580802582403
4,3,0,0,1,1,58.622378235647645
2,3,0,0,1,1,61.16555061309684
6,3,1,1,1,0,54.994915577209646
0,2,1,0,1,0,54.41787189752987
2,3,0,0,1,0,57.33386484005205
4,2,0,0,1,0,58.2562564432425
6,3,0,0,0,1,59.1361808798771
3,3,1,1,1,0,57.24551692824976
7,2,0,0,1,1,60.34853596045544
1,3,0,1,1,1,58.6147493045651
2,2,0,0,0,0,55.45089722955007
5,3,0,0,1,1,60.05738228522978
0,3,0,0,1,1,61.22895266663226
5,3,0,0,1,1,59.907331060964864
5,3,0,0,0,0,57.275914547815134
3,2,1,1,0,0,55.58773539665806
3,3,0,0,1,0,58.77695569171125
3,3,0,0,1,0,57.58220991073916
6,2,0,0,1,1,59.91058690568542
3,3,1,0,1,0,56.85741625288267
0,2,0,0,0,0,55.16739593961275
2,3,0,0,1,1,59.30482854692315
4,1,0,0,1,0,54.9201517101305
8,2,0,0,1,0,57.99634189442988
4,2,1,1,1,1,56.5477263670205
2,2,0,1,1,1,56.90667813880421
8,2,0,0,1,0,57.48687365256569
3,2,1,0,1,0,56.1205969042033
0,2,0,1,0,0,54.75023296398701
1,3,0,0,1,1,60.18133292967982
4,2,0,0,1,1,58.69644585607357
7,2,1,1,1,1,58.44328729112716
2,3,1,0,1,1,59.49461144477374
3,3,0,1,0,0,56.73778892964302
5,3,0,0,1,1,61.39661685489289
5,3,0,0,0,0,58.80979909417482
4,3,0,0,1,1,60.474887812715615
5,3,0,0,0,0,57.62940798613913
4,3,0,1,1,1,58.808452175259255
4,2,1,0,1,0,55.98264415751447
1,3,1,1,0,0,56.48594672612733
3,2,0,1,1,1,57.72328073801995
4,2,0,0,0,0,54.95109529756776
3,3,0,1,1,1,59.81567510589064
5,2,0,0,1,0,56.237137947136205
2,3,1,0,0,1,58.92542311016507
6,2,0,1,0,1,58.74788303383559
4,2,0,0,0,1,57.72435493357731
2,2,1,0,1,0,54.77270311392091
0,3,0,1,1,0,56.52879686051982
8,3,1,0,1,0,56.81965324060407
-1,3,1,0,1,0,56.22862336954646
3,2,0,1,1,0,54.745881895447006
5,3,0,0,0,0,59.09163552086784
5,2,1,0,1,1,60.28591466086703
5,3,0,0,0,1,60.54096183676924
3,2,0,0,0,0,57.22139457117571
3,3,0,1,1,0,55.8719356124096
1,4,0,0,1,1,62.30011033023396
5,3,1,0,1,1,59.90918232210944
5,2,1,0,1,0,57.445823850059824
3,2,0,0,1,0,55.07809634703269
9,3,1,1,0,0,57.395068950282806
0,3,0,0,1,1,60.01038333725128
8,3,0,1,1,1,59.05902381267921
3,2,1,0,1,0,53.82026143249353
7,2,0,0,1,0,57.84671134006812
3,3,0,1,1,0,56.82658917946452
5,2,1,1,1,0,56.95818690312275
4,3,0,0,1,0,57.12204490149936
0,2,1,0,0,1,59.98572360189482
2,3,0,0,1,1,60.0700138728724
4,3,0,0,1,1,58.702266249338514
1,3,1,0,0,1,59.55671833884602
2,2,0,1,1,1,58.32992636773346
10,4,0,0,1,1,63.04635207499328
6,3,0,1,0,1,58.910033418333015
3,2,1,0,0,0,57.29620415374926
0,3,1,0,1,1,59.4963492481038
4,3,0,1,0,1,60.25389039955767
4,2,0,0,0,0,56.579220851218864
0,2,1,0,1,1,59.56021943941952
2,3,0,0,0,1,61.41464822015169
1,3,0,0,1,1,59.658283131510494
1,2,0,1,0,0,55.46689180656778
3,2,1,1,0,1,58.30758924027656
3,3,1,0,1,1,60.040545509468274
0,3,0,0,1,0,56.75800486129288
3,1,0,1,1,0,55.56730055815776
0,2,0,0,1,1,58.799430939986735
4,2,1,0,1,1,59.83430445325924
2,2,1,0,1,0,54.88417049694901
3,3,0,0,1,0,57.68921108749333
5,2,0,0,0,1,59.429398524276365
6,1,0,1,1,0,53.98943068366385
3,2,0,1,0,0,56.39104521928641
4,3,0,0,1,0,58.30226492150013
5,3,0,1,1,0,56.9511838462875
3,2,1,0,1,1,60.07113609014822
5,3,0,0,1,0,58.31695585849425
7,2,1,1,0,1,57.00747635790825
5,3,0,0,0,1,60.22669251598475
4,2,0,0,0,0,57.47824706906049
3,3,1,0,1,1,58.53770078017028
4,2,0,1,0,0,55.66620104965428
4,3,0,1,0,1,58.235309656008376
3,2,1,0,1,0,57.05944970448256
5,2,1,1,1,1,58.17968240574125
2,2,0,0,1,1,57.15859385023455
3,2,0,0,1,1,57.86042460097977
5,2,0,1,0,0,56.33625360351933
1,2,1,1,0,0,52.779014530045686
7,2,0,0,1,1,59.67666554091778
5,3,1,0,0,0,55.58469962554184
-1,3,0,0,0,0,57.175492217453154
0,2,1,0,0,0,54.336340308995815
4,2,1,0,1,0,56.441680174471024
4,2,0,0,1,0,56.736915620633546
3,2,0,0,1,1,60.49445144771202
4,2,1,0,0,1,58.81038261832441
1,2,1,1,1,1,57.9962721496226
6,2,0,1,1,0,55.93359276981379
3,2,1,0,0,0,55.43877681118848
-2,2,1,0,0,1,58.78830149230302
5,3,1,1,1,0,54.73550438847836
0,2,0,0,0,1,60.29542350847963
4,3,1,1,1,1,59.47081606233936
5,2,0,1,1,0,56.21228732393329
2,1,0,0,0,0,57.574072400227095
7,4,1,0,1,1,61.39866797437959
1,2,0,0,1,0,54.84077014141793
3,2,0,1,1,1,57.925710230669296
5,2,0,0,1,0,57.39212998668789
4,4,1,0,1,1,60.16681539784067
7,3,1,0,1,0,56.136742272576605
2,3,0,1,1,1,59.72391147719191
2,2,0,0,1,1,57.45154490558619
6,2,0,0,1,0,57.32142013306451
0,3,1,1,1,1,58.63341065427787
6,3,1,0,1,1,60.07312271348568
9,2,0,0,1,0,56.20556476166713
6,3,0,0,0,0,56.3713052041403
4,3,0,0,0,1,59.42921162364583
5,2,0,1,1,0,55.30908480518431
3,2,1,0,1,0,56.66982189373739
5,2,0,0,1,0,54.7098588050231
2,3,0,1,0,1,59.02201039503797
1,3,0,0,0,0,57.39248390669873
3,3,0,0,1,0,56.08309180402932
5,3,0,1,1,0,56.40250233575738
1,2,0,0,1,0,57.37981877778314
5,3,1,0,1,1,60.11413546852494
6,2,1,0,1,0,55.3170730012225
5,2,1,0,0,0,54.050621993798
6,3,0,1,1,0,57.57512080345558
3,3,0,0,0,0,57.29835665167808
-1,2,1,0,0,0,55.86730281619044
2,3,1,1,0,1,56.47047474462446
12,3,0,1,1,0,57.04853128436642
-3,3,0,1,1,1,60.11820224885119
2,2,0,0,1,0,56.61834248465734
5,3,0,0,1,1,62.67671580289564
6,3,0,0,1,1,58.90804148814014
4,2,0,1,0,0,55.56790297746573
5,3,1,0,0,1,59.990037646031375
7,3,0,0,1,1,58.51907566708151
0,3,0,0,1,1,59.5816154630581
3,2,0,0,0,0,55.93455715325452
7,3,0,0,1,0,58.81445265604518
2,2,1,0,1,1,57.05861180660366
4,2,1,0,1,0,56.45059058128824
4,2,0,0,1,0,56.25205874559156
1,3,0,0,1,1,59.99801803784756
0,2,1,1,0,1,58.19672935191032
4,2,0,0,1,1,59.203603917721296
7,3,1,1,1,0,56.98418927149784
2,3,0,0,0,1,60.315163399550826
3,3,0,0,1,0,56.72310712756571
4,1,0,0,1,0,55.839462589422126
5,2,0,1,1,0,55.67032044508234
4,2,1,0,0,1,58.70572887543396
4,3,1,1,1,0,57.102747574699485
5,3,0,0,1,1,59.42956112028199
5,3,1,1,1,1,59.19587044495212
4,3,1,0,1,1,60.28360222894205
4,2,0,1,1,0,55.95506832099535
5,3,0,0,1,1,60.95593717073512
5,1,0,1,1,0,54.96895513253977
0,2,1,1,1,0,55.23419112639579
7,2,1,0,0,1,59.44640151376186
4,3,0,0,0,0,57.41936852534878
3,2,0,1,1,1,57.414533458479845
3,3,0,1,1,1,59.93764873478118
3,2,1,1,1,0,54.6581416689973
7,1,1,1,1,0,54.670199382281154
3,3,1,0,1,1,59.65381983442519
4,3,0,0,1,1,59.541816394371565
4,3,1,0,1,0,56.317638012076245
5,2,0,0,0,0,56.47324174585661
6,3,0,0,0,0,58.012592548704106
0,3,0,1,1,0,56.32067831785092
1,3,1,1,0,0,55.80140130185285
3,2,1,0,0,0,55.81074555004516
2,3,0,0,1,0,57.97484105510993
5,2,0,0,0,0,56.099725182844296
5,3,1,0,0,0,56.88335142294709
6,4,1,0,1,1,60.88571930959624
4,2,0,1,1,1,58.97125338408064
3,2,0,1,1,1,58.93305714981063
4,3,0,0,1,0,57.790229646460375
4,2,1,1,1,0,55.17949922672618
3,3,1,1,0,0,56.22462896536929
-2,2,1,1,1,0,54.77825896306052
2,2,0,0,1,0,56.09297363582063
7,2,0,0,0,0,56.8265802493882
4,3,0,0,1,1,59.1734821497253
1,3,1,0,0,0,58.06524936588683
3,2,0,0,0,0,56.52006453550787
4,3,0,1,0,1,61.25752233248628
2,2,1,1,1,1,57.28680122103697
0,2,1,0,1,1,60.185811674306784
4,3,0,0,1,0,57.12193850810376
0,2,0,0,1,0,57.30160680938486
0,3,1,0,1,1,58.92694203154458
2,2,1,0,1,1,58.07302872856547
4,3,1,1,0,0,56.06698671144398
6,3,0,0,1,0,58.76847779676479
4,3,0,0,1,1,60.52317324694612
0,3,1,1,1,1,59.33065054261035
3,3,1,1,1,0,56.89335645777518
2,2,1,1,1,1,56.43704033441095
5,4,1,1,0,1,59.01751594779435
3,2,0,1,0,1,58.33917232477318
1,3,1,0,0,1,59.004648547011335
3,3,0,0,1,1,60.63060025437006
8,2,0,0,1,0,56.16567157003725
4,2,1,0,1,1,57.74423965523186
3,3,1,0,1,1,58.66789760147495
6,3,1,0,1,1,61.16469955007376
0,2,0,0,1,0,55.10401365372688
2,3,1,0,1,1,56.73461344298883
2,4,1,0,0,1,61.97669187608974
6,2,0,0,1,1,58.553441794935566
7,2,0,1,1,1,58.3878485132543
3,2,0,0,1,1,57.830259120984095
4,2,0,1,1,0,53.87666035886772
2,2,0,1,0,1,59.02489954619082
5,3,1,1,0,1,59.39951541458652
4,3,0,1,1,0,56.35879805174076
5,2,1,1,1,0,55.26569786194667
3,2,0,0,0,0,57.234686250319406
8,2,0,1,1,0,56.1260853028884
2,3,1,1,1,0,57.4520041569625
6,3,0,1,1,1,57.884472355107256
2,2,0,1,1,1,59.17642182185125
1,3,1,0,1,1,60.5645370846727
0,2,1,0,0,1,58.27398216333606
5,4,0,1,0,0,59.22924682313183
3,2,0,0,1,0,56.91858906420346
2,3,0,0,1,1,59.7424968311634
4,3,1,0,1,1,60.02494507934792
4,3,0,0,0,0,57.63951735061271
6,2,0,0,0,0,55.56105779063984
6,3,0,0,0,1,59.25721275601253
2,2,1,1,1,0,56.07922403528293
4,3,0,0,0,1,61.47270340814256
0,3,0,1,1,0,55.77238936317791
4,3,0,1,0,0,57.34310011369223
2,3,0,0,1,0,57.77423886689922
4,3,1,0,1,1,59.02927172121686
0,3,1,0,1,0,56.65734464848023
0,2,1,0,1,1,57.70220692807071
3,2,1,0,1,1,57.26340361817071
3,3,0,1,0,1,60.00325921548161
7,2,1,1,0,1,57.95686502309757
5,2,0,1,1,1,56.30356058534322
8,3,0,0,1,0,58.594670304406286
3,3,0,0,1,1,59.76815147273534
4,3,1,0,1,1,59.54721892886651
3,3,1,0,1,0,57.74198650431479
7,2,0,1,1,1,57.49205818607244
3,2,0,1,1,0,56.00275273668446
6,2,1,0,0,0,54.3847706036996
7,2,0,0,1,0,55.615107296520335
5,3,0,0,1,1,61.9303787720436
4,2,1,0,0,0,56.06680571158916
0,2,0,0,0,0,54.63681162575666
4,3,1,0,0,0,56.83712104034987
3,3,1,1,0,1,58.917946156761886
4,2,1,1,1,1,57.72600621054596
1,3,1,0,1,1,60.74909498919184
8,3,1,1,1,1,58.07289988867979
0,2,1,0,1,1,57.29851864094777
3,3,0,0,1,0,57.83345513973928
5,2,0,0,0,0,55.45825493228407
5,2,0,0,1,0,55.69422573803635
8,3,0,0,0,1,58.28933730790418
4,3,0,1,1,0,57.58030000498599
5,3,1,1,1,1,59.55290156021118
