student_age,parent_education_years,hours_studied_per_week,avg_class_size,rural_school,free_lunch_eligibility,online_tutoring,final_exam_score
13,27,11,19,0,0,1,70.12251823886105
28,18,9,15,1,1,1,57.396228128583886
26,13,10,16,1,1,0,45.49989156643852
23,33,11,14,1,0,0,70.2246836920848
47,23,7,18,0,0,0,48.42938372805474
25,23,11,6,1,0,1,63.61238181773289
23,24,13,17,0,0,1,61.3252814666022
21,20,7,4,0,0,1,62.67939693349402
31,23,3,10,1,0,0,60.28926909145027
11,30,9,15,0,1,0,70.48836533425822
30,23,13,18,1,0,1,57.924813067845136
41,15,14,15,1,1,1,43.58075343185915
20,27,5,14,0,0,0,68.25081880486273
30,23,13,19,0,0,1,56.52351069306841
21,31,16,17,0,0,1,68.45467253947889
23,14,7,24,1,1,0,49.12348174102974
54,13,10,20,0,1,0,32.69275292508375
28,19,13,15,1,1,1,53.97715165825948
33,13,10,22,1,1,0,42.53716260184426
28,29,9,25,0,0,1,66.87639798593607
41,22,6,24,0,1,0,51.62064103618921
28,14,6,17,0,0,0,48.53195673029366
15,13,10,15,1,1,1,55.02024805395683
38,25,7,14,1,1,0,57.36175942157264
26,10,10,19,0,0,0,41.46783774546768
15,17,4,23,0,0,0,56.91420458312476
31,17,7,16,0,1,0,52.26534986085208
24,20,9,15,0,0,0,52.9765415295289
29,19,8,17,1,1,0,52.33289903079546
25,28,11,20,1,1,0,62.4055418839256
22,12,8,12,0,1,0,50.307704454387405
44,8,11,8,0,1,0,33.54536281443132
22,8,8,6,0,1,0,45.22916769526435
37,18,8,8,1,1,0,49.038003963957536
28,20,11,13,0,1,0,53.96431814376581
37,29,6,15,0,1,0,61.933859942208656
22,16,7,20,0,1,0,51.949410614364055
17,21,8,4,0,1,1,66.59959103391172
27,13,13,6,1,1,1,50.31884862034416
25,21,12,14,1,1,1,59.18430407146671
13,25,8,20,0,0,1,69.84922008418252
33,31,11,26,1,1,0,60.87867975034459
28,20,11,15,1,0,1,54.88533527704482
26,15,9,10,0,1,1,54.31234645290201
35,26,10,13,1,1,1,63.37893597315316
18,19,7,21,1,1,0,57.40316384304691
43,16,10,21,1,0,1,43.03272511392704
13,21,11,11,0,0,1,65.01607576453853
23,13,9,11,1,0,1,52.45972282396883
28,17,3,14,1,0,0,54.692186336570224
22,16,9,11,1,1,0,53.12209596717451
33,20,13,19,1,1,1,53.61075797157572
32,24,10,12,1,1,0,56.013670581998014
23,24,6,6,1,1,0,64.32701605365759
32,23,2,14,1,0,0,59.361454512185205
27,16,10,27,0,1,1,48.49603869858569
39,32,12,11,0,0,0,61.580492984361285
31,31,8,5,0,1,0,68.52801599958815
29,23,10,15,0,1,0,57.78241008920251
30,21,12,9,1,1,1,59.33131242489009
31,26,12,10,0,0,0,60.61896400244278
24,17,9,2,1,0,1,58.33882785639444
35,9,13,16,1,1,1,40.335906325891926
20,13,11,12,0,1,1,52.20265219952735
20,25,11,23,0,1,0,60.023189985542345
39,25,12,18,0,1,0,54.23364601821847
39,11,8,19,1,0,0,41.0883453575247
28,25,8,15,1,0,0,61.52564184142217
28,28,18,14,1,0,1,61.80986399520605
42,20,10,16,1,0,0,48.38614369001856
16,20,12,14,1,1,1,59.03432969276275
33,21,7,2,0,1,0,58.173619818034126
24,16,12,12,0,1,1,54.11350019386657
40,30,13,8,1,0,0,61.35279137171054
19,30,9,14,0,0,0,68.12220143663775
37,13,11,6,0,0,1,46.91614348914836
28,22,6,15,1,0,0,60.921092334485536
41,22,14,10,1,0,1,52.87389901304555
18,25,6,8,1,0,0,69.26986146622444
38,20,9,20,0,0,0,48.822826748012645
46,19,7,14,1,1,0,46.6701275906037
28,23,10,12,0,0,1,60.46429692306456
33,13,12,21,0,1,1,44.02128364384856
20,19,7,15,0,1,1,61.92839537689303
44,21,15,2,0,1,0,47.10515443128661
20,26,8,18,0,0,1,69.21029584056552
28,5,8,16,1,0,1,40.37424465491273
20,10,10,15,0,1,1,51.13605257932161
20,18,13,20,1,0,1,56.80280555946445
25,21,13,17,0,0,1,58.35269186769313
43,22,11,21,1,0,1,51.373093853132914
32,17,15,6,1,0,1,50.88687049816522
16,17,6,14,0,0,0,58.49027147575288
21,20,12,8,1,1,0,56.74959052742666
31,25,10,9,1,0,0,59.87849576935408
31,31,11,18,1,1,0,63.81085592168165
19,23,12,7,0,0,1,65.04421531245626
24,20,8,20,1,0,0,54.78322807767073
16,17,9,2,0,0,1,62.57173965764833
24,24,15,24,0,0,1,59.51437051252652
19,17,11,18,0,0,1,57.03209391265643
38,7,8,13,1,0,1,39.158291011903
27,19,12,14,1,0,1,56.35808891541848
37,21,7,7,1,0,0,52.57760895099937
25,28,11,18,0,1,1,67.3595991798573
26,17,9,12,0,0,0,51.96328335673615
12,17,12,11,1,1,1,60.6919184354163
27,18,6,6,0,0,0,55.13658167778127
38,22,6,22,1,1,0,53.4833262163375
25,15,10,22,0,1,0,47.58599953618867
39,29,10,15,1,1,0,59.50597635802657
38,22,7,20,1,0,1,54.97933910339789
35,23,10,14,1,1,0,55.9704063886471
24,25,7,18,1,1,1,67.07802298082301
35,18,8,19,0,0,1,51.85640026977381
33,21,10,13,0,0,1,56.972369058845935
16,22,8,7,1,1,1,68.45901168378182
25,19,8,12,1,0,1,59.4066375594162
46,14,11,15,0,0,0,37.76275320582465
15,21,13,21,0,1,1,60.74666997649822
29,15,7,14,0,1,1,54.509800230771646
35,14,8,13,0,1,0,45.17422586810304
35,18,5,10,0,1,0,53.83127310175747
31,10,14,11,1,0,1,41.69399177941155
18,18,12,14,1,0,1,58.60241067377004
15,28,7,15,0,0,0,71.26844133518881
29,10,9,15,0,1,1,45.37071781893077
35,21,7,3,0,1,0,56.68195073547058
26,25,10,18,1,1,1,63.378019454061736
16,18,12,16,1,0,1,59.594101567685456
39,16,11,20,0,1,1,45.926937768113206
48,21,4,13,1,0,0,50.13061360477872
24,16,9,26,1,1,1,51.64441854837689
37,14,8,0,0,1,0,47.63473654902771
27,13,14,23,0,0,1,46.74775089264201
26,18,11,14,0,1,1,56.36433098442646
19,20,7,6,0,0,1,65.05141657438139
29,23,13,18,1,1,1,56.31935149598737
32,22,11,4,1,0,1,57.44509944885871
25,13,9,10,0,0,1,50.24443868533331
39,18,9,16,1,0,0,46.786671531739145
21,14,8,21,0,1,0,49.87118302935587
41,20,13,12,0,1,0,47.68847510739519
27,11,7,7,0,0,1,49.96749448352398
26,16,11,13,0,1,1,52.68547101428948
25,13,13,19,0,0,1,46.2972021905356
19,17,16,17,0,1,1,53.4064842582156
27,19,11,11,1,0,1,55.82172532674339
32,24,4,15,0,0,0,60.53568848757749
32,18,5,20,0,1,0,51.48814556073436
32,13,13,18,1,0,1,46.01212120222506
26,19,5,12,1,0,1,61.79103595791279
24,34,12,10,0,1,0,72.38330889919939
32,23,6,10,1,0,1,62.699929554319525
29,19,9,8,0,1,0,54.143126922181374
14,22,11,18,0,0,1,65.38924897757204
31,20,5,14,1,0,0,56.82480643233307
41,19,4,14,0,0,0,50.51921734537797
36,22,12,15,1,0,1,52.60980908368776
35,18,9,16,0,1,0,49.51467232330197
26,19,9,16,1,1,0,54.14070478625564
31,23,6,11,0,1,0,59.27196137581778
26,21,13,16,1,0,1,56.79466858802271
26,22,8,21,0,0,1,59.75584092362182
32,28,16,15,1,0,1,60.2052007536841
17,23,6,9,0,0,1,69.95912716807304
39,33,11,9,1,1,0,63.49077082228434
31,17,12,11,1,1,1,52.52274748575063
34,30,13,13,1,0,1,63.23058784759771
28,26,13,21,1,1,1,62.69315381142012
41,27,7,10,0,1,0,59.93123404416722
27,22,12,10,1,0,1,58.82038507002238
40,20,6,9,1,0,0,51.1225934746401
26,10,5,7,1,0,1,52.89580880631544
21,19,9,17,1,1,0,55.35717351180816
29,21,5,14,1,0,0,57.695065104710864
12,18,4,14,0,0,0,61.73688594145935
19,23,13,14,0,0,1,63.965328574172496
16,21,10,14,0,1,0,62.27645423402352
26,26,9,7,0,1,1,67.57900575593438
27,26,13,23,0,0,1,61.5270769318712
21,16,7,15,0,0,0,53.57898055228741
30,20,10,14,1,0,1,55.830939502973415
25,25,7,1,1,0,0,65.09846220287844
20,15,9,16,1,0,1,55.30101974632673
35,21,10,18,0,1,0,51.4072193455985
39,12,9,9,0,1,0,42.25838896355109
34,14,12,13,1,0,1,49.44488271125074
20,28,9,8,1,1,0,68.94419016738165
19,17,10,20,1,0,1,57.49406943843211
24,18,8,16,0,0,0,54.7203095517438
21,31,15,17,0,1,1,69.34973841747157
20,27,7,14,1,1,0,68.56825846459427
23,32,9,13,1,1,1,75.0961444592213
26,15,7,24,0,0,0,48.205601909357846
29,18,11,19,1,0,1,52.01205236233344
33,18,8,11,0,0,0,51.43115052735301
22,28,10,24,0,0,1,66.58037321728239
23,16,6,6,0,0,0,57.35459295083325
31,14,19,15,0,0,1,42.71171164689022
40,17,8,7,1,0,1,51.18004753304097
21,15,13,0,0,0,1,55.99129158989443
22,19,6,12,1,0,1,61.85681586063101
31,22,14,11,1,0,1,56.25920842123025
20,23,12,8,0,0,1,63.82795857593114
29,15,5,4,1,0,0,54.5411736630596
30,15,12,16,0,0,1,50.03274260879435
23,25,14,12,1,1,1,65.30478313459935
25,21,11,16,1,1,1,59.38817162977141
16,25,4,8,0,0,0,68.38476188434032
42,15,6,20,1,1,0,43.27604754972439
28,30,8,13,1,1,0,67.20414608298275
29,20,12,15,1,0,1,55.29176708720269
11,24,12,14,0,0,1,67.86163456323148
19,22,11,18,0,0,1,61.093288322864026
42,12,6,14,1,0,0,40.7178523954265
40,22,11,14,1,0,1,54.30657085492128
41,16,11,7,1,1,0,45.09427482482198
24,14,5,17,1,0,0,50.40292876988949
43,15,10,4,1,1,0,43.09654623975425
25,23,9,19,1,1,1,61.76622834005901
33,23,9,16,0,0,0,55.1564555511382
27,23,9,19,1,0,1,63.16894536803412
29,27,7,14,0,0,0,64.73744255574404
50,29,10,23,0,0,0,52.69606603687484
33,19,8,17,0,0,1,53.90657565086729
29,20,9,10,0,1,0,55.04861218950107
41,19,12,9,0,1,0,46.36238241769883
30,18,12,13,0,0,0,49.66163194905061
28,27,14,10,0,0,1,63.92708629269584
20,15,9,13,0,1,1,55.32508117866871
28,14,13,11,0,1,0,45.04690457271584
17,17,10,21,1,0,1,57.72475985819303
14,16,7,13,1,1,0,59.59431451132471
17,10,8,16,1,0,1,51.59279326856268
35,20,13,12,1,1,0,49.86446131581452
38,19,11,17,0,1,0,46.76444023201339
40,15,9,14,1,1,0,43.5011659099373
25,22,10,16,1,0,1,62.59506523723712
32,20,8,6,0,1,0,55.409268949278086
41,36,11,19,1,1,1,71.45697839575735
28,21,8,20,0,0,0,56.3929447067305
24,26,11,8,1,1,1,67.29850764036316
11,22,6,18,0,0,1,69.27024433466111
37,22,8,8,1,0,1,59.99588786691472
25,23,9,15,1,1,0,61.69293907776048
39,12,10,22,1,0,0,36.89464761368092
37,14,9,17,0,1,0,43.0114180014898
16,20,9,10,1,1,1,64.75071988577061
29,22,9,9,0,0,1,60.401882544453386
34,23,15,11,0,1,1,56.10107916053752
35,13,14,10,0,1,0,40.36857649547287
44,20,7,13,1,0,1,53.23453314652412
23,23,10,19,0,1,0,59.70734145028604
25,24,7,18,0,1,1,65.33957935138496
24,23,6,14,1,1,0,61.27155141452213
34,19,8,15,1,0,1,55.292517509080334
20,29,10,15,0,1,0,67.09131598617884
25,20,10,5,0,0,0,55.94534318691074
24,13,10,21,1,0,1,48.20426919997576
39,9,8,11,0,1,0,38.82479187438784
20,26,8,5,0,1,0,68.23725195187981
38,19,10,20,0,0,0,47.44943865578419
41,17,12,6,0,0,1,48.59005557722588
19,14,7,12,0,0,1,57.12516231826041
20,22,2,13,1,0,1,70.1741926536124
29,18,11,16,0,1,0,50.74752956240086
31,26,4,19,0,1,0,63.5873856619236
30,17,9,5,1,0,1,54.81691053845281
19,12,11,10,0,0,1,52.271996677255856
21,14,10,18,0,1,0,47.88287434835291
38,25,10,15,0,0,0,56.40133756600866
43,13,9,11,1,1,0,39.6488279127914
28,18,10,14,0,0,1,55.95630088375573
34,10,8,24,1,1,0,38.87395771762232
22,11,9,14,0,0,1,50.44521100695512
28,24,13,12,0,0,1,59.80736522549641
36,24,10,8,1,1,0,56.23992550081967
17,16,8,13,0,0,1,59.37417398047892
29,22,6,11,0,1,0,59.54630310537073
39,16,9,22,0,1,0,44.4837767603515
35,23,8,15,0,1,0,54.38243144073571
30,8,6,11,1,0,0,43.13812368022764
30,8,7,14,0,1,1,43.17515150991306
40,20,2,10,1,0,0,54.44351445328967
29,24,10,13,0,0,0,59.95227783526558
20,38,8,13,0,0,0,79.62621266935204
26,20,10,11,1,0,1,59.81349237956446
35,22,3,6,1,1,0,59.79011926167588
25,24,7,11,0,0,0,62.62640262944597
33,24,12,12,0,1,1,56.31883897334864
35,23,10,8,0,0,0,56.2840625347316
32,25,11,13,0,1,0,58.14289671415453
17,19,11,2,0,0,0,58.5184772268424
28,22,11,16,0,0,0,55.17988488711334
21,9,13,11,1,0,1,47.25187265980529
30,3,7,8,0,0,1,40.02898251994338
17,19,10,11,0,0,0,58.952301059100336
42,17,10,10,1,1,1,51.07397216220302
27,19,9,16,1,0,0,54.678650388801216
37,16,11,19,0,0,1,47.40016380700402
36,31,8,8,0,1,0,64.21063155254146
17,16,9,13,1,0,1,56.457222866677945
35,20,10,5,1,1,0,52.97117862888683
34,26,10,14,1,1,1,62.428388472398765
26,20,11,8,0,1,0,54.63255756142469
34,22,11,20,0,1,1,56.3667621567782
33,19,16,15,0,0,1,48.25963569852623
28,22,14,12,0,0,1,57.77927372191626
25,25,14,23,0,1,1,61.08166464694006
25,15,10,21,1,0,0,47.4674005981619
28,21,11,8,1,0,1,58.661174905261625
32,15,10,10,1,1,1,51.51574739304761
22,11,9,14,0,0,1,50.80675298737171
28,12,10,19,1,1,1,47.49753357414461
27,9,15,17,1,1,1,41.071317092348
26,15,1,19,1,1,0,52.79125934280888
15,22,5,8,1,1,0,67.28691416071636
30,15,8,12,0,0,1,50.98326052853513
41,22,12,12,0,0,0,50.37206908274484
26,12,11,11,0,1,1,48.29154087548773
30,15,5,13,1,1,1,54.78229149856956
24,34,16,20,0,0,1,69.85042548791012
30,27,9,4,0,1,0,63.5257154294431
33,11,14,5,1,1,1,43.03736679816082
32,14,7,13,0,0,0,47.095654385586464
29,12,12,11,0,1,1,46.749129725481374
21,12,7,19,0,0,0,48.668955684694176
14,22,7,19,0,1,0,63.1102352919628
36,17,8,16,0,0,0,46.486188047716574
20,20,14,16,1,0,1,58.59422172008026
30,17,11,9,1,0,0,48.94024368943138
32,21,3,15,1,0,0,58.442310956232205
32,29,8,14,1,1,0,63.04238754611131
34,11,13,12,1,0,1,42.53156883550073
34,33,9,10,0,1,0,67.46418100000741
38,13,13,16,0,0,1,42.06377890696507
23,24,10,13,0,0,1,63.98810578766015
43,22,7,11,1,0,0,50.23475058780943
23,20,7,16,1,0,1,61.50870139379995
24,6,8,12,0,0,1,45.31524918635452
27,17,8,13,1,1,1,55.41662473281795
15,18,12,13,0,1,1,60.71400214034329
19,24,17,11,0,0,1,61.93522464964874
21,21,13,14,0,0,1,56.73836941519267
36,21,12,11,1,1,1,56.84969097104457
21,16,9,6,1,0,0,55.07263901727692
37,6,9,19,1,0,1,35.925585304762755
29,15,12,9,0,0,1,51.14697465041984
27,11,11,17,0,0,1,45.10916142358827
33,11,10,3,0,0,1,45.43014244114183
31,17,9,17,0,0,0,49.25822907209779
32,23,8,21,0,1,0,56.83517006229842
35,8,11,16,1,0,1,39.17205595410851
37,17,10,19,1,1,0,45.33597574279445
23,11,8,12,0,1,0,48.02684752004529
21,15,18,10,1,1,1,50.55152520081087
32,14,11,15,1,0,0,43.86831023777237
38,18,5,19,1,0,0,50.22936387425676
42,23,15,12,0,0,1,51.19373870850219
38,19,6,19,1,0,0,49.34261303565504
30,18,9,20,0,0,1,52.73590176865206
21,28,10,14,1,1,0,66.34476020557716
31,13,8,18,0,0,1,46.55764358528943
27,7,9,14,0,0,1,44.97495491224156
30,18,10,20,0,1,0,49.680727188654814
24,18,6,18,1,1,1,58.391552014657975
28,9,11,12,0,1,1,44.77568220681499
30,16,12,6,0,1,0,49.85230736339661
