participant_age,education_years,household_income,gender,rural_residency,previous_voting,campaign_exposure,voting_turnout
13,24,8,0,1,0,1,74.70362340803901
33,23,4,1,0,0,1,88.26224217266089
23,21,9,0,0,0,1,84.01687384250108
24,30,6,1,0,1,0,84.03391367123605
3,21,5,1,0,0,1,64.10664974878686
22,24,3,0,1,0,1,82.52639919743274
26,22,2,1,0,1,1,82.34057367943693
32,24,8,0,0,0,1,91.9839769025743
17,25,4,0,1,0,0,75.78385882691822
34,26,6,0,0,1,0,90.51927799707966
18,26,1,0,1,0,0,74.07684159456917
20,18,4,0,1,0,1,77.37098866029706
22,23,6,0,1,0,1,82.22879916816933
28,24,9,0,1,0,1,88.67060636936277
29,22,5,0,0,1,1,86.49336482998937
25,22,2,1,0,1,1,83.53006606123007
17,19,8,1,0,0,1,77.23833665316745
20,23,7,0,0,0,0,77.95241224506304
33,23,2,0,1,0,0,87.42861544461813
18,27,7,1,0,1,1,81.20428861427507
15,22,5,0,1,0,1,75.70531752606551
26,10,5,0,1,0,1,79.87126980200033
28,24,6,0,0,1,0,85.35704494649934
29,24,8,0,1,0,0,87.29516416785343
32,22,2,0,0,1,0,84.43295377022432
21,28,6,0,1,1,1,81.2671551048994
34,25,7,0,1,0,0,91.99970576252429
4,24,5,1,0,0,0,62.2114243917088
33,18,7,1,1,0,0,88.37320793088543
32,25,5,1,1,1,0,89.0784850217066
34,23,7,0,1,1,0,91.33558686786702
15,21,5,1,1,0,0,70.74452065790676
22,24,3,0,0,1,1,79.35760362135842
13,27,2,1,1,0,0,70.34264946215131
17,24,5,1,1,1,0,74.7517419427647
40,30,7,0,0,0,1,100.33524315409284
20,28,8,0,0,0,0,79.32341760151424
22,22,6,1,0,1,0,78.3973563049391
26,29,2,0,0,1,1,85.73178958195216
21,25,9,0,1,0,0,79.76433940925652
24,27,7,0,0,0,1,85.09917188388943
35,24,5,1,0,0,1,93.2013181436475
26,21,10,0,0,1,1,87.33794942307851
27,21,1,1,1,0,1,82.4745486067891
22,26,6,0,0,0,0,81.15286438804065
20,32,3,0,0,0,1,79.58030306767911
32,23,6,0,1,0,1,90.37980897470008
33,23,8,0,0,0,1,89.85996732377272
19,30,4,0,0,1,1,80.17795510548659
36,23,4,1,1,1,0,90.55389898392762
34,25,10,1,1,0,0,92.2991184451466
24,30,5,0,1,1,0,83.97810640855072
26,29,4,0,0,1,0,83.14363278863864
36,22,5,0,0,1,0,89.97471624191135
36,32,8,1,0,1,1,96.3487913475126
30,22,10,0,0,0,1,91.81553607563856
35,25,7,0,0,0,1,94.38185881526071
41,26,7,0,1,0,1,100.97972427905268
35,24,6,1,0,0,1,93.56105083351255
25,21,3,0,0,1,1,80.81178580235157
54,19,7,1,0,0,1,107.23611072227337
20,24,5,0,0,1,1,79.5099329507262
28,30,7,1,1,1,0,88.2135144534759
25,18,7,1,1,0,0,80.66586624013273
15,21,7,1,1,0,1,75.23943484647883
29,22,4,0,0,0,1,85.08819629732346
37,19,5,0,0,1,0,91.04431048353804
5,19,6,1,1,1,1,64.89958971922793
33,21,7,0,0,0,0,89.40138662149006
21,27,5,0,1,1,0,81.51540786531564
26,24,6,0,1,0,1,85.90885249736648
36,17,7,0,0,0,1,94.13862625467748
23,22,4,1,1,1,0,79.2101417982266
9,30,7,1,0,0,0,70.19757850211953
4,20,7,0,0,1,0,63.20213191142226
20,20,3,0,0,1,1,77.18822613186842
-1,15,5,0,0,0,1,56.96732490070784
25,27,8,0,0,0,0,82.79713098453462
15,26,4,1,0,1,0,74.33081784605801
8,27,3,0,0,1,1,68.16868067313116
25,22,7,1,1,0,1,86.05167999311341
28,18,3,0,1,0,0,81.47966380067156
15,26,9,1,0,1,0,76.14014558679752
24,24,4,0,0,0,0,79.1599399346416
16,23,7,1,0,0,1,77.29755917829011
30,16,9,1,0,0,1,87.52855118877157
21,23,7,1,0,0,0,80.23513640234316
30,27,5,0,0,0,0,86.36194346595549
26,21,5,0,1,0,0,81.5317417069814
18,28,7,0,0,0,0,78.90670134548934
33,21,7,1,0,0,0,88.48089235248285
33,28,4,1,0,1,0,88.67035113463449
25,23,3,0,0,1,1,82.99231719905367
34,19,6,0,1,0,0,89.40717591044081
28,35,4,0,1,1,0,88.17399844664791
32,19,5,1,0,1,0,86.50132050664536
39,20,4,0,0,0,0,90.7491709643658
23,26,6,1,1,0,0,81.96720091642207
31,28,10,0,0,0,1,93.61289239469814
16,22,2,0,1,0,1,73.14555555587202
29,24,5,0,0,0,1,86.78676672144931
38,19,7,1,1,0,1,97.35468247146068
23,21,9,0,0,0,0,81.59453170059419
36,22,6,0,0,1,1,93.27616473654028
8,25,3,0,1,0,0,63.73456574872812
19,26,8,1,1,1,1,80.429589934664
14,19,3,0,0,1,1,69.93380534493997
29,25,9,0,1,1,1,88.63356698276903
19,21,5,0,0,1,1,76.45951579747621
19,13,4,0,1,0,0,71.74106140481723
23,30,6,0,1,1,1,85.70961616276382
32,35,5,0,1,1,0,90.78172259675073
32,26,4,0,1,0,1,89.4242964933649
38,24,8,0,0,0,1,96.00597234458802
16,22,9,1,1,0,0,76.23994301117473
18,26,10,1,0,1,1,82.0030339619727
13,24,4,0,1,0,1,71.87912585591226
28,26,8,0,0,1,0,86.26043131301307
15,21,3,1,0,0,1,73.33202577890513
24,24,6,0,1,0,1,83.9967812600442
39,24,-1,0,0,1,0,88.64722302467577
21,25,2,0,0,1,0,77.04630390715539
6,13,2,0,1,0,1,62.696210371196045
32,21,4,0,1,0,0,85.10282336452718
17,27,10,1,0,1,0,76.61336156941188
20,29,9,0,0,0,0,80.13511252178701
36,29,6,0,1,0,0,92.79951718668686
21,20,6,1,0,1,1,78.1812293681234
31,21,6,0,1,1,0,85.90870676621715
8,17,7,0,1,0,0,66.20932511717142
44,23,4,0,1,0,1,100.05449764442308
37,25,3,0,0,0,1,92.791056984606
15,21,1,0,1,0,0,70.02779877411028
43,37,9,0,0,0,0,102.14894235339848
14,20,5,0,0,1,1,72.99166281726937
6,17,4,1,0,0,0,60.950384566562384
32,19,7,1,1,0,0,86.51376006548824
30,27,4,1,1,1,0,87.51948171593291
40,27,1,0,1,1,1,94.91787725119404
34,22,5,1,1,1,1,92.65505238978368
21,31,3,0,0,0,0,78.97652365741166
11,26,10,1,0,0,1,75.61379608695216
39,15,4,1,1,0,0,90.45779184651008
34,19,8,0,1,1,1,91.2978209027252
34,23,8,0,0,0,1,93.84602679787564
25,24,9,1,1,0,0,84.15898931424377
31,23,1,0,0,0,1,84.84503160689054
27,24,7,1,0,1,0,83.34481090827524
35,29,0,0,0,1,1,90.83687916720872
27,22,5,1,0,0,0,83.37454514930182
19,26,8,1,1,1,1,81.5317842411212
14,20,6,0,1,1,0,71.55953032391062
9,17,5,0,0,1,0,66.00938458636263
24,17,7,1,0,0,0,78.77174408697654
17,30,5,0,0,1,1,80.25052828369752
7,21,6,0,0,0,1,68.19952466489656
29,24,6,0,0,0,1,87.15708026788685
11,20,4,0,0,1,0,65.37017480690052
18,23,6,1,0,1,1,78.40221580991202
31,26,6,1,0,0,0,87.97052437772696
32,25,9,1,1,1,0,91.36259395531822
28,28,7,1,0,1,0,86.7339186308438
29,29,8,1,0,1,1,90.19754764890648
27,20,5,0,1,0,0,83.51295793248082
33,31,2,1,0,0,1,91.1147320203352
41,19,5,0,0,1,1,96.4054721202088
20,23,6,0,1,0,1,78.88636344425205
25,23,6,0,0,1,0,81.26428795225381
22,28,6,0,0,0,1,81.92729212774282
31,22,7,1,0,1,1,88.08978508751841
19,25,8,0,0,0,0,77.78335032143417
21,16,5,0,0,0,1,78.04877001575764
22,28,2,1,0,1,0,77.68942474308426
34,23,7,1,1,0,0,90.38117693856596
15,24,3,0,1,0,1,72.86099015426838
17,28,3,0,0,0,1,76.68150015604576
18,19,6,0,0,0,0,73.35231563625553
30,26,3,0,0,1,0,85.37123080210768
36,22,8,1,0,0,0,91.88951619142183
7,25,4,1,1,0,1,66.77168934664975
22,22,7,1,0,1,0,80.26042131313513
31,22,7,1,0,1,1,91.60531770143726
34,24,8,1,1,0,0,90.81162726055555
15,21,6,0,0,0,0,73.11716319071373
20,20,9,0,0,0,1,81.84673194473118
40,27,7,0,0,0,1,99.76574944464708
23,29,3,1,1,0,0,79.58974203873305
34,23,4,0,0,0,1,90.4188759053458
28,28,4,1,1,1,1,88.5881802822098
18,25,3,1,0,1,1,78.22875729632246
28,29,5,0,1,1,0,84.94303249406333
18,25,3,0,0,0,0,74.14323500853324
6,23,4,0,0,0,0,64.04614985163153
6,16,7,1,0,0,1,65.09443928552585
28,23,2,0,0,1,0,80.55311525767998
26,26,2,0,1,0,1,82.00565021545383
32,26,8,0,1,0,1,92.43309249583577
26,19,2,0,1,0,1,81.2878270320531
16,20,6,1,0,1,0,72.16444660501266
35,23,5,0,0,0,0,90.40233152951184
27,23,7,0,1,0,0,82.95171477652804
23,14,7,0,0,0,1,79.47776592986044
20,23,5,1,1,0,1,79.43077122894312
21,18,8,1,0,1,1,81.27797753910022
38,26,2,0,0,0,1,93.6852932315778
43,20,4,0,1,0,1,98.3274436802454
27,19,4,0,1,0,1,83.96506159826318
30,19,7,0,0,0,1,86.83391186755537
37,34,0,1,0,1,1,93.73375572651835
41,19,4,0,0,0,1,95.2331431982715
26,29,5,1,0,1,1,86.99117806317736
34,23,6,1,0,1,1,92.23821659384014
21,24,6,0,1,0,1,80.39564054084678
28,25,3,1,0,0,1,84.46951266462904
12,22,9,0,1,0,0,72.31086570878918
11,24,4,1,0,1,0,68.63997839971773
22,18,4,0,1,1,1,77.19681416340029
7,18,2,0,0,0,1,64.09062979206129
33,25,1,0,1,1,1,89.68770154164483
22,27,5,1,1,0,1,82.06674093091213
31,30,8,1,0,0,0,89.5509550635865
19,21,7,0,1,0,1,80.13482784422776
25,21,7,0,0,0,0,81.32114889874148
28,28,2,0,0,1,1,86.2120900555814
22,15,3,0,0,0,1,77.68175190693103
31,28,7,0,0,0,0,88.33345131732835
26,24,4,0,0,0,0,83.06979915808849
16,29,7,1,1,0,0,78.13011214872458
23,26,3,1,0,1,1,81.7990203472379
22,28,4,0,0,0,0,78.80882849492939
36,23,6,0,0,0,0,91.92809070900309
26,24,6,1,1,1,0,82.50363733116826
40,13,5,0,0,1,1,92.51168243736475
21,29,6,1,1,0,0,78.33855577451544
30,25,4,0,0,1,0,85.07525284938137
17,21,7,1,1,1,1,76.47775937137838
38,27,8,0,1,0,1,97.2455499546756
21,30,5,1,0,1,1,82.14478385504846
16,29,8,0,1,1,1,80.34256724872374
13,21,3,0,1,1,0,68.38872669648293
29,22,0,0,1,0,0,79.25361535750851
11,28,1,1,0,0,0,66.43219863849613
23,27,0,0,0,0,0,77.09964018227758
34,19,6,1,1,0,1,89.3137448549068
18,21,1,1,0,0,0,70.36146830032256
24,24,4,0,1,1,0,79.71166203762236
31,24,4,0,1,0,0,87.74299275755823
31,25,4,1,1,0,1,88.63850710355985
40,30,8,0,0,1,0,98.85014855606418
31,31,4,0,0,0,0,87.53422718606869
23,27,4,1,1,1,1,82.96149513562759
20,22,6,0,0,0,0,77.78513342428164
19,25,5,0,0,0,0,76.97574188528567
30,19,4,0,1,0,1,86.95078049127648
29,34,6,1,1,0,0,89.2988818814843
19,22,7,1,0,0,0,78.92548819356387
26,21,7,0,0,1,0,82.02098163711861
21,21,5,0,0,1,1,80.9230959659601
37,26,9,1,0,0,0,96.13640344729696
27,23,10,0,0,0,1,87.8051340570138
10,21,4,0,0,0,1,68.53380587352638
35,22,4,0,1,1,0,89.26534232875113
24,19,8,0,0,0,1,83.21936806235217
-2,25,2,0,1,1,1,57.60180500088981
41,17,4,0,0,1,1,96.63179903974464
43,12,1,0,0,0,1,93.32359809476118
16,28,11,0,1,0,0,78.69331865190853
37,27,6,0,0,0,0,94.56417824224556
31,19,6,1,0,1,1,88.9804140143563
35,23,3,0,0,0,1,91.62132504832528
-2,22,6,1,0,0,1,60.082409260413584
14,31,6,0,0,1,0,74.91426239529994
21,22,6,0,0,0,0,77.96274928251289
25,17,10,1,0,0,1,83.34339343515867
43,29,7,0,0,0,1,104.07211677945767
27,27,6,0,1,0,1,86.48680313878354
29,28,8,1,0,0,1,90.20121296377572
12,28,7,0,0,1,1,75.51834657552001
15,15,2,1,1,1,1,70.40050239544435
6,25,8,0,0,1,1,68.17381899313322
27,33,5,0,0,0,0,83.96326311787728
8,27,6,0,0,1,0,68.22501434655756
22,22,6,0,0,1,1,82.15929912435669
27,22,11,1,1,1,1,88.12744582252569
17,27,6,0,1,0,0,75.86334568335296
25,32,5,0,1,0,0,83.8266817534226
30,24,6,1,0,0,1,88.42990262933378
25,24,11,0,1,0,0,83.74607633200037
30,26,7,1,1,0,0,86.33393566713104
27,24,4,0,1,0,0,82.35062523015472
26,33,8,0,1,0,1,87.640719828309
15,25,7,0,0,1,0,74.67858608400401
23,26,6,0,0,1,0,81.24868276774664
28,21,2,1,1,0,0,80.83455233088972
41,30,6,0,0,0,1,101.4707433911902
15,26,3,0,0,0,1,73.93552611647904
25,17,6,1,0,0,1,81.35123586354727
13,22,8,1,1,0,0,69.82002787736522
35,24,9,0,0,0,0,92.57610045682203
11,28,7,0,1,0,0,70.19918732802118
26,24,8,0,1,1,1,86.66966467674541
18,24,2,1,1,0,0,74.4726872853963
21,20,6,0,0,0,1,79.56299077684949
34,18,0,1,0,1,0,84.84486230097065
31,26,5,1,0,1,1,89.36310779494372
28,13,9,0,1,0,1,85.8754305592191
24,22,4,0,1,0,1,82.62258055783185
17,27,5,0,0,1,1,76.63973780452969
33,23,4,0,0,1,0,86.62690903520533
18,22,0,1,0,1,1,73.9324319196498
15,17,7,0,0,0,0,69.85370303054715
22,22,9,0,0,0,0,79.18864262744988
24,24,3,0,1,1,1,82.54937115660456
20,26,6,0,0,1,0,77.81695372269239
22,30,7,0,1,0,0,80.29257381028026
25,24,7,0,1,0,1,85.87454396383045
15,23,7,1,1,0,1,74.1277989951073
28,13,1,0,1,0,1,81.03813948233226
22,22,8,0,1,0,0,78.99517842969357
11,21,3,0,1,0,0,67.1069444819342
15,10,3,0,0,0,0,67.7859279779816
25,26,8,0,1,0,1,84.34978441312472
13,26,6,0,0,1,0,70.65754195343943
23,24,3,0,1,0,0,77.83003884928104
34,22,7,0,0,0,0,89.84248300773355
37,27,5,0,0,0,1,95.16702452922156
24,24,3,0,0,0,1,80.0864700872281
32,21,5,0,1,1,1,89.70142975915833
48,23,6,0,0,0,1,104.83681903671824
30,32,8,0,1,1,1,91.44279413857096
42,20,6,0,0,0,0,94.99912710389172
28,27,9,0,0,0,1,89.18402590783879
22,26,7,0,1,1,1,82.94111928342925
37,28,4,0,1,0,1,94.0844524808948
30,16,7,0,0,0,0,83.89498317040837
30,29,7,0,0,1,0,87.78680915293857
26,29,2,0,0,1,0,83.02275578820446
16,15,1,1,0,0,1,71.4744466777702
20,19,6,0,0,1,0,75.65033448448176
28,26,4,0,0,1,1,88.61119935780651
9,26,4,0,0,0,1,68.582800065125
42,21,7,1,0,0,0,98.13013460134042
47,26,7,1,0,1,0,102.84617535867912
20,30,5,1,0,1,1,80.65478289908259
35,26,3,1,1,1,1,92.96568062511996
15,22,5,0,1,0,0,71.93385371115583
5,28,6,0,1,1,0,67.17075271705443
22,31,7,0,0,0,0,82.31567742952934
17,16,4,0,0,0,1,73.15074869320658
23,19,7,0,0,1,0,81.37447972654208
29,21,0,1,1,0,1,83.8734513754416
26,23,5,1,0,0,0,82.74626436503031
45,26,8,0,0,0,0,101.90022108297136
33,32,7,0,0,0,1,93.91840063224758
12,16,9,0,0,1,1,70.68048136231076
30,21,1,0,0,0,1,84.926047701128
21,25,8,0,0,1,1,80.11529798040134
27,25,8,0,0,0,1,88.74672349356281
1,30,6,0,0,0,0,59.8904548586385
23,27,3,0,0,0,0,79.55813814791512
24,19,5,0,0,0,1,79.31682603846042
37,24,6,0,0,0,1,93.38116877808716
2,30,9,1,1,0,1,68.543866721147
19,21,3,0,0,0,0,73.84099688656028
26,25,5,1,0,1,1,85.0765071932721
37,20,6,0,0,1,1,95.70045845377253
5,20,2,0,1,0,1,63.03901873533069
