candidate_age,candidate_experience,campaign_spending,incumbent_status,gender,party_affiliation,media_outlet_ownership,media_coverage_intensity,election_result
8,31,5,0,0,0,6,26,102.0992681432614
6,28,9,1,1,1,10,27,101.51762062113367
9,27,0,0,0,0,5,26,99.27648510903536
7,29,5,1,1,0,8,24,93.81372691606872
5,27,13,0,1,0,6,23,94.95085773123564
9,28,4,1,1,1,5,25,92.45555302435632
3,32,8,0,0,1,7,23,97.53446344213218
8,29,6,1,0,0,8,26,98.44734895313908
9,30,11,1,0,0,9,26,103.02223649019776
10,30,6,1,0,0,5,25,99.49857052567204
11,27,9,1,0,0,9,26,96.90403389132314
9,28,9,0,1,1,5,22,91.34637735765456
4,30,13,0,1,0,7,21,91.3169706317035
13,31,5,0,1,0,13,29,102.19165702459703
14,27,7,1,0,1,10,26,94.73218054122064
8,34,10,1,0,0,6,20,91.40974744923722
4,30,4,0,1,1,6,24,97.46885354748504
16,28,7,1,0,0,9,26,91.86575431288983
10,25,8,1,1,0,7,26,96.9950816935597
6,28,14,0,0,0,9,24,97.0687994171318
13,32,11,0,1,0,8,22,89.2725257793898
10,33,11,0,0,0,8,22,90.09769158594938
11,31,7,1,1,0,11,26,95.43820178862144
7,28,3,0,0,1,8,27,101.06789397568802
6,28,9,0,0,0,8,23,95.1365464023732
10,30,7,0,1,0,10,26,97.5347908844258
8,29,7,0,0,1,10,24,94.52030014981472
6,27,3,0,1,0,8,27,101.38218619891887
8,32,9,1,0,0,5,24,97.17594783398484
16,31,12,0,1,0,7,22,88.33201134224262
7,31,4,1,0,1,1,21,90.03373357534247
9,30,8,0,0,0,5,22,89.86376420815553
12,30,6,0,1,0,10,26,95.58098230510004
12,30,9,0,0,1,6,24,98.75686824286508
10,29,11,0,0,0,6,23,94.24118125609478
10,29,8,1,0,0,10,29,105.0749869090847
7,30,7,1,0,0,6,23,91.69969820749454
10,28,7,0,0,0,7,22,90.39230639784007
8,29,8,0,0,0,8,21,88.92465482467442
9,26,8,0,0,0,6,26,99.2410712860652
10,34,5,1,0,0,9,24,96.0300852301895
8,31,6,1,1,1,8,24,92.75964065941866
7,35,12,1,1,1,9,20,88.11214459833218
11,28,3,0,1,1,11,27,98.65781372206294
11,28,6,1,1,1,10,29,103.6485715265248
13,29,11,0,0,0,9,26,101.14149473366972
7,28,13,0,1,0,8,24,94.37297673218676
14,31,9,0,0,0,6,25,96.77786068510132
12,27,7,1,0,0,8,23,89.99946678334899
6,32,7,0,1,0,7,25,99.45917322146822
4,26,5,1,0,1,6,26,97.4097827527016
13,30,6,0,0,0,14,26,97.98046894802415
7,29,11,0,0,1,8,21,89.96220428499522
8,28,10,0,1,1,8,21,86.24974666715072
8,31,6,0,1,0,10,24,92.34920886118658
11,31,10,1,1,1,8,24,95.90393637314384
10,29,8,1,0,1,7,21,87.76412263502104
12,26,10,0,1,0,5,23,91.5281965965788
7,28,8,1,0,0,5,24,94.05831043569636
11,32,2,0,1,0,9,25,97.421542020687
6,30,5,0,0,1,9,23,92.31437236927444
9,31,7,1,1,0,8,22,88.75062500400176
13,30,4,1,1,0,7,26,96.786444890727
6,30,4,0,0,0,6,24,96.35842972448197
10,33,6,0,0,1,8,23,94.12369520041663
7,34,12,1,0,0,7,22,96.58963504432904
12,28,11,0,0,0,13,26,99.81473665718322
11,32,9,0,0,1,7,19,80.59489636285578
6,30,11,0,1,0,9,25,100.44080082993884
10,32,7,0,0,1,6,22,89.97918856484387
11,30,6,0,1,0,11,27,97.8231367038238
9,27,4,0,0,1,11,25,95.35236748883348
5,31,10,0,0,0,5,21,92.4813042736513
6,32,10,1,1,0,7,22,93.86663160933152
9,30,10,1,0,0,10,25,97.45678024741387
13,28,5,0,0,0,7,27,99.92292634538452
9,30,5,1,0,0,6,24,96.61416202720784
9,28,6,0,0,0,7,25,96.8795023198996
5,26,10,1,0,0,9,28,104.87644410657153
5,29,11,1,0,1,10,26,102.623522081952
7,27,11,0,1,1,6,24,97.80183807961724
5,29,6,1,0,0,6,22,91.25437494046768
5,31,7,1,0,0,8,24,96.5510901077389
15,30,5,0,0,0,9,27,98.66277363988974
5,27,4,0,0,0,10,29,106.95940402579356
9,30,5,0,0,1,4,23,96.26730587895936
7,27,4,1,1,0,10,26,96.3118088838998
8,27,11,0,1,1,7,24,94.52313810320264
11,29,13,0,1,0,10,25,97.9455411466557
12,31,11,0,0,0,5,20,88.64302557212758
12,31,8,0,1,1,11,26,98.56838034470756
11,30,6,0,0,1,10,25,99.8344873724402
7,29,9,0,0,1,5,21,91.21020558978822
9,29,9,0,1,0,9,26,100.14620749964747
10,31,10,0,0,0,9,22,91.59473113632627
5,29,5,0,0,0,4,23,95.524997771789
9,23,4,0,1,1,8,28,101.35608501475492
8,32,11,1,1,0,3,24,98.69814223591928
6,31,9,1,0,0,7,23,96.33925749932624
14,31,5,1,1,1,7,27,98.90891137940883
10,26,12,0,1,1,4,23,92.2145120615892
8,31,10,1,0,0,8,22,93.39481876567892
11,27,6,0,1,1,7,25,96.9756276984815
3,32,1,0,0,1,10,24,98.1437447250559
7,32,3,0,0,0,10,23,94.14840113707572
10,30,5,0,1,1,7,26,100.3765013053321
4,29,6,0,1,0,6,23,94.49273322369304
8,31,6,0,0,0,7,25,97.25210687449578
15,30,8,1,1,0,7,26,95.10945795091015
4,28,10,0,1,1,8,26,102.69190719307304
12,32,5,0,0,0,8,22,91.48164305365378
4,32,15,0,0,0,7,20,94.60785045615292
13,29,11,1,1,0,8,26,99.1493843860394
12,28,3,0,0,0,6,23,90.70304425978782
13,28,10,1,0,0,6,25,96.94297835914246
8,28,7,0,1,0,6,24,96.19858157790988
12,29,3,0,0,1,5,24,94.6256992584409
9,28,8,1,0,1,10,25,96.50844091417466
7,25,3,0,0,1,7,26,100.21696901928844
13,30,6,1,1,0,4,25,95.04867040312166
12,33,11,0,0,0,8,22,88.21330810315042
6,26,5,0,1,0,9,27,102.77469910872564
10,24,5,1,0,1,9,27,98.6925781193906
8,27,3,0,1,1,5,24,93.01130630659112
15,31,13,1,0,0,11,23,90.15553711828846
9,33,5,0,1,0,6,23,94.1235315311459
10,27,7,0,0,1,7,25,97.8010833969081
15,30,3,0,1,0,5,27,99.65471692213622
13,30,10,0,0,0,8,24,92.90267237542076
10,32,4,1,0,0,9,25,94.7127894847088
11,30,13,0,0,1,11,27,103.18075265807056
9,28,10,1,0,1,10,27,98.94632839737494
14,32,3,0,0,0,7,24,92.6220927912173
11,27,14,0,1,1,6,23,91.16384707792068
5,24,4,1,1,1,9,26,96.83992735793956
13,27,7,0,0,0,7,24,94.01854664755594
7,28,10,1,0,1,8,23,91.86215075668802
11,32,11,0,0,0,6,23,92.29768191812964
7,27,9,0,0,1,5,23,92.85172081116546
8,29,6,0,1,1,4,23,92.47027173010764
11,29,6,0,1,1,3,23,90.59026883723344
12,31,8,1,0,0,6,25,96.9979296458562
12,30,8,0,0,0,7,27,102.8510095553668
11,31,6,0,0,1,8,24,95.18340236674209
7,27,8,0,0,1,9,25,96.88416666373666
10,30,9,0,0,1,9,23,91.6133438722992
12,29,11,1,1,1,8,25,96.30936515756852
7,28,11,0,0,0,9,24,100.31949912029212
7,29,8,0,0,1,7,23,95.8030047719218
11,35,4,0,0,0,5,23,95.98394763407966
10,26,7,1,0,0,6,26,95.87916321151118
11,33,8,1,1,1,8,26,100.15220990176908
10,31,11,1,0,0,6,22,88.73172173238645
7,29,13,0,1,0,6,25,100.7635617442356
13,34,4,0,0,0,8,26,99.72380945268998
8,29,7,1,1,1,8,25,95.96344062401052
4,29,6,1,0,0,7,25,98.4780609670234
12,30,9,0,0,0,3,21,90.96592515177625
10,26,6,1,0,0,7,26,97.4251624809748
12,33,7,0,1,1,7,21,89.16094997149658
11,28,8,0,1,0,9,26,97.89636549720122
12,31,12,1,1,0,9,26,97.76791629335366
12,31,6,0,0,0,2,21,90.08284869311304
11,27,7,1,1,1,10,27,97.52359001302946
11,30,10,1,1,1,7,25,96.48428904318487
9,27,5,1,0,1,10,28,100.47909366222557
5,33,11,1,0,1,6,21,94.5968764384208
7,29,13,1,0,0,6,23,95.24168943719916
11,33,11,1,0,0,7,23,93.13740179866608
9,30,7,0,1,0,5,23,93.79176889727869
8,28,11,0,0,1,7,22,91.56996559424168
12,28,7,1,1,1,3,21,87.55651176017376
9,31,7,1,1,1,2,21,88.2820960937491
11,29,10,0,0,1,7,27,103.2777357590666
9,30,10,1,1,0,5,20,86.99934025180612
11,27,10,0,0,0,10,27,99.7485770310064
9,32,8,0,0,1,5,20,86.2462085154819
11,31,1,0,0,0,7,27,101.16472504874596
13,32,6,0,1,0,6,23,94.42668761258808
8,31,5,0,1,0,6,22,92.62371919384336
7,29,9,1,0,0,9,25,96.85382373861832
11,29,7,0,0,1,7,25,99.42473151894666
10,28,9,1,1,0,8,28,102.80238054739984
7,31,10,1,1,0,7,26,101.1437069759178
9,30,8,1,1,0,9,26,100.36690459767205
13,29,9,0,0,0,6,24,94.25653779607826
12,30,8,1,0,0,8,23,91.5760121205446
9,31,4,0,0,1,6,24,96.28686002399851
12,34,7,1,0,1,10,26,100.34160129578017
11,35,8,1,0,1,8,25,98.94480514814366
11,31,6,1,0,0,9,24,94.49181461182935
11,28,10,0,1,0,6,23,91.22358888783003
10,33,10,1,0,1,2,20,88.23405829635976
13,25,6,0,1,1,7,24,90.913344198613
10,31,6,1,0,1,7,25,99.300976988087
9,31,7,1,0,0,6,22,91.73465991102414
6,26,13,1,1,0,12,24,96.59586519630878
7,28,5,0,1,0,8,28,103.37882417732716
8,27,7,0,1,0,6,24,92.02847019983446
13,31,7,0,0,1,9,25,97.05917221885947
9,35,12,1,0,0,4,19,90.13784096474784
8,28,9,0,0,0,7,22,94.26401047248224
11,26,11,0,1,1,8,24,91.93683663650492
3,30,10,0,0,1,8,19,89.19392863781933
12,28,6,1,1,0,8,27,98.69847011885344
10,28,10,0,1,0,9,26,98.70274494774988
10,32,13,0,0,0,6,21,88.9901606361197
13,32,10,1,0,1,7,25,97.4733218019757
5,27,9,1,1,1,7,22,90.27659220325867
9,32,8,0,1,0,8,21,87.26660670582778
7,32,5,0,1,0,8,24,92.60142431775922
10,30,4,1,0,0,6,25,97.41738714511288
11,28,3,1,0,1,7,25,95.56381519724128
5,27,6,0,0,0,8,25,98.0669242061819
14,32,7,0,0,1,8,25,98.15885223740368
11,28,4,0,1,0,5,27,100.11438797098351
6,32,8,1,1,0,7,23,95.51218490985704
10,29,11,0,1,0,5,23,95.39929985533554
10,31,10,1,0,0,9,24,95.87867717741013
13,34,5,1,1,1,11,26,95.78995398617926
8,26,6,0,1,1,7,24,91.88578210088298
8,27,8,1,1,0,4,25,96.18006167413562
10,28,8,1,0,0,9,28,104.24530002514258
4,30,9,0,1,0,7,25,101.12410306632678
10,27,8,0,0,0,8,27,104.22824902298603
9,30,10,0,0,0,5,22,90.35309939439912
10,28,9,1,0,0,5,22,89.82097235461957
12,29,5,1,0,0,9,27,99.49374883769148
9,30,5,1,0,1,7,25,97.29340420136592
9,28,9,0,0,0,7,25,99.89132790195627
10,29,4,1,0,0,9,23,92.3617186490436
13,27,9,0,0,1,8,26,99.94741915116752
5,31,9,1,1,0,4,22,92.56262374824196
11,27,2,0,1,0,6,28,100.13699738667368
9,30,9,0,1,1,7,23,94.64236276108998
10,31,7,0,0,1,9,25,96.8023436473866
6,31,2,1,1,1,6,26,98.14849037880434
5,29,7,0,0,1,8,24,97.03333370725804
8,30,7,0,1,0,7,20,87.34492245967729
13,31,4,0,0,1,8,24,94.45141629883464
3,29,5,0,0,1,4,22,92.89578385053326
11,32,8,1,0,1,5,24,96.92406979483611
10,31,10,0,0,0,10,24,96.75768521237994
10,28,7,0,0,0,5,23,94.0305626576361
8,29,13,1,0,0,10,26,100.8753353777475
10,30,4,1,0,1,8,27,99.98941709803944
7,28,7,0,0,0,6,25,98.18622833327768
10,29,5,0,0,0,8,27,101.87345538538484
15,33,11,0,1,0,10,26,100.4512955064696
6,27,10,0,0,1,9,21,92.41013433438168
7,28,7,1,1,0,9,26,98.0750599427955
10,29,11,1,1,1,9,24,95.1946602857076
13,30,8,0,0,0,6,23,92.79688778341443
13,33,8,0,0,0,7,22,92.4691909451246
12,28,8,0,0,1,8,26,96.58672147041707
15,31,1,0,0,0,6,28,102.62143032388704
12,32,9,0,0,0,10,25,98.28204915632392
8,29,13,1,0,1,6,20,87.72792792820856
13,28,6,1,0,1,10,28,100.01174877014272
9,28,7,1,0,1,5,24,93.2434689173804
4,32,7,0,0,0,6,20,90.41463134317064
12,29,9,0,0,0,9,24,94.63843049125656
12,25,0,0,1,0,6,27,97.29704088467123
9,29,2,1,0,1,9,28,103.23987541359853
9,32,7,1,0,0,5,23,92.73406443098187
11,28,0,0,1,1,6,26,97.2409119624065
5,30,7,0,1,0,11,27,100.74307660552518
11,31,9,0,0,0,4,23,94.61817603116488
19,28,5,1,1,0,6,26,94.14982909892214
7,30,9,1,1,0,11,25,92.94305298517324
7,30,7,1,0,1,9,27,102.94850943391005
8,31,5,1,0,1,6,24,96.67706670962248
10,27,7,0,1,0,10,26,97.14547894475804
11,26,6,0,0,0,6,27,100.9084638489075
10,30,6,0,1,0,7,23,93.11982721746551
10,29,12,0,1,0,7,25,97.66326273354125
10,32,7,0,0,0,7,24,98.06488527533978
8,32,13,0,0,1,9,20,89.48326105793649
6,25,6,0,0,0,6,22,91.85066654838003
8,26,4,0,1,1,7,27,96.8470326016738
12,33,11,0,1,1,5,21,91.52410842942156
9,29,10,0,0,0,5,24,96.55550920660374
9,30,9,0,0,0,7,20,86.76622833068167
7,31,11,0,0,0,7,22,95.67198011862162
5,33,6,0,0,0,12,27,103.43786273675629
13,29,5,0,1,1,7,26,99.08548673316572
10,29,13,1,1,0,5,21,90.01245294350005
10,29,6,0,1,1,9,26,96.95325963891774
13,28,13,0,1,0,8,25,98.56786533735531
16,32,12,1,0,0,12,27,99.48584312459856
4,32,3,0,1,0,9,21,87.05594095436709
9,25,5,0,0,1,9,27,100.59596441940757
14,34,7,0,1,1,10,26,97.8533022289581
7,28,9,0,0,0,10,26,100.11881255234344
8,30,9,0,1,0,6,24,96.06430859178433
4,32,6,0,1,1,8,23,94.65447554027288
12,31,9,0,0,1,8,24,97.09749029104827
9,33,8,0,1,0,7,22,92.44037093514822
11,29,11,0,1,0,10,24,93.4519799058766
12,30,8,0,1,1,9,25,94.53686641272368
6,28,8,0,0,1,5,25,100.17705928997805
9,31,10,0,1,0,8,24,96.55781262774414
12,30,0,0,0,0,4,27,101.8804192322446
11,30,7,0,1,0,4,22,90.0069509403178
9,29,7,1,0,0,10,27,101.6070037905468
9,31,2,1,0,0,6,23,91.86384948060756
10,31,7,0,0,1,9,26,99.06887898465718
12,33,1,0,0,0,3,23,92.89173866799976
12,30,5,1,0,0,7,27,100.89815443600766
5,32,4,0,0,1,5,21,89.787093025363
9,30,8,1,0,0,12,24,90.71436107733376
7,29,2,1,0,0,6,26,98.91771759160312
12,31,1,1,0,0,9,29,102.49898580794309
9,30,6,1,0,0,4,23,95.788034481926
9,29,8,0,1,0,8,26,100.67986646036977
7,30,8,1,0,0,6,22,90.39009341710936
11,31,14,0,1,0,6,22,92.15625884884582
7,30,8,0,1,0,6,21,89.93707904194423
4,31,6,0,0,0,9,22,91.52676516682824
15,34,15,1,0,1,4,20,89.16079633798614
12,28,9,0,0,0,8,24,93.8677759586924
8,31,5,0,1,1,10,26,100.44629655347444
9,30,7,0,1,0,9,26,100.03312718445596
13,29,10,1,1,0,7,27,101.2001266640714
13,32,8,1,0,1,11,26,100.32925626549212
11,29,3,0,0,0,7,26,96.76827977754314
9,31,10,1,0,0,7,24,94.77471513935735
13,28,3,0,0,0,8,28,101.04842626198486
12,31,4,1,0,0,9,26,98.58669612414646
13,33,7,1,1,0,11,26,97.29896899724402
12,30,7,0,0,1,7,23,91.97920165182106
8,27,7,0,0,0,6,25,96.52201183809473
13,29,4,1,0,1,7,29,102.8767726144166
9,29,5,1,0,0,7,26,94.83871654302718
8,28,8,0,1,1,8,26,98.76982303766032
17,26,9,1,0,0,7,25,92.83847806599572
7,29,7,1,0,1,10,24,94.21372571173949
9,32,2,1,0,1,10,25,95.3502680737177
5,27,5,0,0,1,5,26,98.56735686258467
12,33,4,0,0,1,3,21,90.18025003857852
13,29,10,0,1,0,7,25,98.32784316023132
11,29,9,0,0,1,10,25,95.81791700105822
5,31,11,0,0,1,6,21,93.37807749421783
16,29,5,0,0,1,8,25,92.06142916861826
6,28,9,0,0,0,5,24,96.5103043384252
10,29,8,0,0,1,9,26,99.15025931220993
9,31,7,1,0,1,7,26,100.04574199855514
14,32,8,0,0,0,5,20,85.4399938685485
10,32,4,1,0,0,7,23,93.34413697543276
10,31,7,0,0,1,7,24,95.28582681763513
5,31,5,1,0,0,7,21,89.18318243623492
7,30,14,1,0,1,7,23,95.25805324427888
10,30,4,0,1,0,8,23,89.68908657671085
0,30,9,1,0,1,6,20,88.63613083743287
12,28,6,1,0,0,4,25,93.51934044114348
7,31,9,0,0,0,7,23,97.67824426281058
14,32,6,1,1,0,9,26,96.55817276217316
17,24,6,0,1,0,10,29,99.57018524074093
7,32,9,0,1,1,7,23,98.47375617512031
4,32,9,1,0,1,8,20,87.79156095992988
13,28,6,0,1,0,9,27,98.39726160900211
6,33,7,0,1,0,8,22,92.27144919802755
12,28,12,0,1,1,7,23,95.28763262865566
9,31,12,1,1,1,9,26,99.61835451049475
7,27,8,0,0,1,9,24,97.43469064539056
8,28,5,0,0,0,9,26,96.9703486581381
12,33,5,0,0,0,7,24,94.47392314462785
10,32,3,0,0,0,9,26,100.70671410920627
6,29,11,1,1,1,10,23,92.8890807657986
10,28,11,1,0,1,5,24,95.16270525860774
12,30,6,0,0,0,7,24,94.78506443443568
15,31,4,1,1,1,8,26,95.81774628214454
9,31,8,1,0,0,11,26,98.40576960504586
10,30,11,1,0,0,8,26,101.05548384790733
13,31,4,1,0,1,8,26,95.1612858141901
12,25,0,1,0,1,9,31,106.01252708654076
10,32,6,0,1,1,8,26,100.59394279992092
17,34,7,1,0,1,6,23,92.13593068550614
8,31,9,1,0,0,8,25,100.91036956314622
6,31,8,0,0,0,8,21,87.88156842681609
15,27,9,1,1,0,7,25,94.12857772030732
3,29,12,1,1,0,8,25,96.86177836649752
8,27,13,0,0,0,7,21,89.20359615409657
12,32,8,1,0,0,9,25,98.29772158519616
8,29,8,0,0,0,8,21,86.4561518833588
6,31,6,0,1,0,12,28,101.83674792399437
12,32,8,0,1,0,11,28,105.70030224933448
9,30,9,1,1,0,5,23,88.45638658700224
8,30,9,1,0,0,6,23,95.24304601094586
12,26,10,1,0,0,5,25,96.19782624038892
14,31,11,0,1,1,9,23,93.07368721127702
10,29,8,0,0,0,9,25,97.14481870153304
10,28,7,0,0,1,5,23,92.40642424658505
11,25,7,0,0,1,4,25,95.14072049357856
5,34,15,0,1,0,6,19,89.37921422542404
8,31,14,0,1,0,12,25,98.96045592740226
10,31,1,1,0,1,10,27,97.72107763514356
10,27,4,1,1,1,10,31,106.40980546065497
9,28,7,0,0,1,10,26,98.06185771151064
8,31,5,1,1,0,9,26,97.3323087039362
4,29,7,0,0,0,10,26,100.08713152241106
6,30,7,1,0,1,8,24,95.3957058291929
11,27,3,1,1,0,4,26,95.3781899794498
9,27,11,0,0,0,7,25,99.28575090186963
9,25,2,0,0,1,7,26,98.82054826077488
10,33,8,1,0,1,10,26,100.3426731862657
6,34,10,0,0,1,9,22,94.05067528281616
7,30,13,1,1,0,9,23,95.7574433931682
5,27,5,0,0,0,9,26,102.03714210298337
3,28,10,1,1,1,7,22,89.55936281226067
8,34,3,0,1,0,8,24,96.1947648250913
14,25,8,1,1,1,5,26,95.77322870724812
13,30,6,0,0,1,8,24,91.7500701068202
5,28,9,0,0,0,10,23,92.56523622062446
7,31,8,0,0,0,11,24,96.71398766290515
10,30,8,1,1,0,7,25,95.43605258044306
9,28,5,0,1,0,8,25,95.33589944147886
12,27,13,0,0,0,7,24,96.61331463608164
6,26,10,0,0,1,10,25,99.98688379049864
13,28,15,1,1,1,6,26,98.53962009494438
7,29,3,1,0,1,10,26,97.89406058742348
8,29,12,1,0,1,5,22,93.18683388096332
