age,work_experience,previous_month_income,education_years,gender,rural_residence,policy_beneficiary,current_month_income
38,26,8,14,0,1,1,57.030972019273634
12,27,13,10,1,0,1,48.74954750565877
26,14,11,21,1,0,1,56.26772806615983
19,24,6,13,0,1,1,52.24842308404443
24,14,9,20,1,0,1,57.35986071582616
31,26,7,18,0,1,1,57.65359912373544
40,9,10,17,0,0,0,59.43917813008476
37,18,8,12,1,1,0,55.23327983280038
25,23,14,9,0,0,1,52.400877361151245
15,13,10,22,1,1,1,52.88788610601353
13,15,12,11,0,0,0,47.20911126199535
29,22,8,13,1,1,1,56.65905722388059
30,16,3,3,1,1,0,54.92876517471064
33,20,11,23,0,0,0,55.92740815374084
37,15,11,16,1,1,0,56.79058119303016
21,26,6,13,0,0,0,49.848607972854005
34,16,5,8,0,0,0,56.09496858745045
30,32,13,16,1,1,0,48.59948995820923
35,31,8,11,1,0,1,55.6459802706577
37,31,6,15,0,1,0,55.473562382407344
28,13,8,10,1,1,0,55.06809272097272
37,20,12,18,0,0,0,53.606675647360646
20,15,9,20,1,0,1,56.368606007456506
16,24,11,12,0,1,1,50.34431498153829
38,23,16,10,0,0,0,52.99210874616526
31,15,12,16,0,0,0,54.90120678077313
33,30,9,23,0,0,1,55.0606075768162
41,22,13,12,0,1,0,55.38471862762535
26,8,9,12,0,1,0,53.80759146508453
19,18,11,13,1,0,0,49.18163642280904
28,14,14,12,0,0,0,51.21051133498408
19,18,6,20,0,1,0,52.64672189970712
36,20,12,8,1,0,0,52.04994067435534
35,15,7,17,1,1,0,55.60944400585089
38,14,8,13,0,1,1,60.798786236469056
35,9,4,17,0,1,1,61.00444065356205
32,14,8,19,0,1,0,55.816179425032
22,26,10,26,0,1,1,53.0586171475102
26,24,10,17,0,1,1,56.094690109591134
30,20,5,18,1,0,0,55.41864684886528
42,13,8,13,0,1,0,59.71594580448103
32,13,10,17,1,1,0,54.819578366646304
24,24,7,18,0,0,1,55.11189444586908
35,3,4,13,1,0,0,62.14038173898315
25,17,5,8,0,0,0,53.29922153690688
44,14,12,22,0,0,0,58.67620488829503
15,21,12,16,1,0,1,50.07772481246671
26,29,8,11,0,1,0,50.72145116506705
38,27,12,13,1,1,1,56.32257812350122
37,17,10,13,1,1,1,59.16525492634183
41,20,9,14,0,0,1,59.59911912946229
33,14,6,14,0,1,0,57.36666664921218
36,18,7,18,0,1,0,57.331641487774505
38,21,6,12,1,1,1,59.935874145783885
29,22,4,7,0,1,0,54.20235420004523
33,21,7,15,0,0,0,55.58810763721171
27,21,12,7,0,0,0,52.49963393835001
37,10,8,17,0,1,1,61.57488628399098
26,23,10,16,1,1,1,54.941442850323305
21,7,11,3,1,0,1,55.38698136947357
21,25,10,21,1,0,1,52.49415738266834
36,12,9,11,1,0,0,58.01376962729196
21,29,9,16,1,0,1,52.5779487235044
36,15,11,11,0,1,0,54.95177807347046
36,13,14,15,0,1,1,58.765045882648295
17,26,13,10,0,0,0,45.92471246189428
26,18,11,17,0,0,0,52.862908060544186
39,19,6,12,1,1,0,56.47235443682699
39,15,5,7,0,0,1,62.80392834180449
41,39,9,15,0,0,1,56.92187403779372
39,26,12,8,0,0,1,56.53989423563604
30,21,14,12,0,1,1,54.78896864325545
44,22,13,14,0,1,0,55.251938636939286
14,8,5,19,0,1,1,56.59511771386416
23,20,6,7,0,1,0,51.108626703071536
31,20,12,12,1,1,1,53.94114188576057
31,26,12,10,0,1,0,51.54009189665932
30,27,13,9,0,1,1,53.433743286968856
30,10,9,16,0,1,0,55.982497997055496
30,16,7,12,0,1,0,57.10956153970952
32,14,11,10,1,0,1,57.92877052250786
26,31,8,14,1,0,0,50.21172717986103
31,13,11,9,0,0,1,58.20351856415208
28,15,8,13,0,1,0,53.123065169582695
32,17,8,11,1,1,1,58.05769975869004
31,17,6,9,1,0,0,56.01736027448669
33,18,4,11,0,1,0,57.6650467764412
35,13,9,0,0,0,0,55.69635619988623
26,25,13,13,1,1,0,49.83823511503584
25,23,8,16,1,1,1,53.13573379088381
22,26,7,19,0,0,1,56.91443937035893
27,28,7,14,0,1,0,53.109225810995376
23,24,8,20,0,1,0,51.48665113667319
25,17,6,12,1,0,1,58.05849768291316
36,13,10,15,1,1,1,56.62172888011823
19,24,9,12,0,0,1,51.37824809821425
30,16,12,14,0,0,1,55.905478372762985
33,26,10,22,1,1,0,54.514706117654754
24,17,13,9,0,0,1,51.7639849419271
22,22,13,21,1,1,1,50.176616750119166
33,27,15,14,0,1,0,51.389148559410025
30,19,9,11,0,1,0,54.10854679850579
21,23,11,18,0,1,1,51.10403947739735
36,19,8,17,0,0,0,56.97036222130116
22,22,15,10,1,1,0,47.73144660827317
35,18,14,10,0,1,1,54.80832201738774
31,21,7,11,0,1,1,58.29193621993477
38,15,5,20,0,0,1,62.325259952793296
30,21,8,17,1,0,1,56.30895400287338
43,15,7,11,1,0,1,60.88961686425029
30,16,11,23,1,1,1,54.75810095983616
36,20,9,14,0,0,1,58.43314418322701
16,22,6,11,1,1,1,49.32461724418874
35,22,16,16,0,0,0,52.13394370248772
29,25,9,15,1,0,0,51.65117706956261
37,19,9,5,1,1,0,54.50498662981349
28,4,13,17,0,1,0,55.72840576274549
25,15,9,7,1,1,0,51.44367183702267
20,3,9,22,1,0,0,55.26028275859581
25,20,6,9,1,1,1,55.51064505529881
18,24,6,13,0,1,1,52.29555085339447
52,19,9,14,1,0,0,60.71993648832106
25,15,10,6,0,0,0,51.0511249500417
25,23,5,6,1,1,1,54.103748629153735
24,9,11,17,0,0,1,56.50496325513302
28,16,13,20,1,1,1,54.68713273654216
28,20,9,14,0,0,1,56.04488355110782
30,24,10,20,1,0,1,55.93594350440637
20,21,11,10,0,1,0,49.7327843846848
23,15,12,4,1,0,1,51.69647281403422
18,23,12,5,1,1,0,46.4480378674498
35,15,8,11,0,1,1,59.54815612270166
30,18,7,15,0,0,1,57.11977903496039
22,22,9,19,0,0,1,55.51063875179448
29,21,7,2,1,0,0,50.8877618491892
34,29,12,23,1,0,1,52.50919073095493
26,18,11,15,0,1,1,55.4585659775595
24,24,10,14,0,0,1,54.576654972028514
39,25,11,9,0,1,0,54.1518007390932
35,22,11,13,0,1,1,54.8817409807609
33,22,12,14,1,0,1,54.46690425850733
31,23,8,11,0,1,0,53.35191450387317
16,18,14,9,1,0,1,49.66269893733724
27,17,13,19,1,1,1,54.73351295206341
30,28,8,11,0,0,0,53.86385662101209
34,24,8,10,0,1,0,54.50342368710139
27,16,9,13,1,0,1,56.271803384873046
20,12,8,17,0,0,0,53.79431340203396
39,12,12,12,1,0,0,54.91536197676224
39,18,6,9,0,1,0,57.00681088648362
37,33,11,10,0,0,0,52.58874457467746
33,18,12,23,0,0,0,54.753595439616745
34,16,15,22,0,1,1,54.97669214823776
26,11,5,16,0,0,0,56.13543537945696
29,27,10,13,1,0,0,50.71984459178646
27,18,8,13,1,1,0,55.0141063166741
29,16,15,17,0,1,0,51.793685090797794
33,25,6,10,0,1,1,58.99531311188536
34,27,6,9,1,1,0,53.81279191875453
31,7,8,16,1,0,1,59.54736213578703
32,25,11,13,0,1,1,54.08269836362097
29,21,8,16,1,0,0,53.66387572901609
12,25,9,9,1,1,0,46.65676803460932
33,30,10,14,0,1,1,56.54822839955579
26,29,12,13,0,1,0,48.42969629769139
30,16,9,14,1,0,1,55.69396673729247
32,16,8,15,0,0,0,55.21276632217073
32,23,8,8,0,1,1,57.02857414965346
20,2,1,12,0,1,0,54.8871838570847
43,28,2,14,1,1,1,59.8335239167433
32,28,11,18,1,1,1,53.24849370525106
22,18,12,10,0,1,0,50.88680571445976
29,15,5,12,0,0,0,56.59572059794888
34,30,5,13,1,0,1,57.29383638495765
25,24,12,15,0,0,0,49.49142910176825
36,25,9,22,1,0,1,58.13421246416328
30,15,16,15,1,1,1,54.52322228022975
27,16,3,14,1,1,1,56.76257054543481
38,19,5,15,0,1,1,60.67128499559512
30,17,10,9,0,0,1,55.30443244414485
35,30,6,7,0,0,1,56.976223521002
36,22,2,13,0,0,0,57.18512362556738
37,23,13,13,0,0,1,56.92425821605357
24,29,10,17,0,0,1,53.71370219519003
38,20,8,17,0,0,0,57.66810443113423
26,17,4,8,1,0,1,58.12266407033281
28,7,11,16,0,0,0,55.32523695428772
33,21,9,6,1,0,0,54.390589980992495
25,11,7,10,1,0,1,57.15968085217259
31,27,8,9,0,1,0,53.7405115088941
19,20,8,12,1,1,1,51.53364613524934
33,13,13,15,1,0,1,55.61981962031808
23,21,10,12,0,1,1,54.78135874837684
20,19,9,10,1,0,1,52.88390641234222
25,23,11,9,1,0,1,52.74271416583137
46,21,13,9,0,0,0,57.71471086072894
14,28,9,13,1,1,1,51.11695439417778
50,17,14,22,0,0,0,58.75510093393179
18,13,9,20,1,0,0,51.63116107377323
21,28,11,15,0,0,1,53.11689463385824
45,22,12,11,0,1,0,56.59211040463512
24,24,10,10,1,1,0,47.62282851484391
28,14,15,16,0,0,1,55.46628445145436
31,17,11,14,1,0,1,57.79579523544108
34,13,10,14,1,0,1,58.46475792638515
23,13,13,8,1,1,1,53.74646379094029
36,21,13,4,0,0,0,54.50445787198651
26,14,12,21,1,1,1,54.76813358162416
44,18,12,11,0,1,0,56.82639233354107
20,30,8,20,1,1,1,51.37547837313514
40,13,14,15,0,1,0,58.497871353076434
21,17,6,18,1,0,0,51.406422022456034
20,18,12,19,0,0,1,52.99275165337938
22,21,11,17,1,0,1,53.379411187212966
36,15,7,18,0,1,0,56.81023532844248
48,33,11,13,1,0,1,59.69159878909144
23,24,4,3,0,0,1,54.30405709351962
37,15,8,7,1,0,1,58.71443302430002
13,18,11,8,0,1,1,50.13983134504339
34,19,9,15,1,1,0,53.54833584797863
31,29,7,13,0,0,1,55.23659969311783
39,16,6,11,0,1,1,61.05105340573565
39,16,13,16,1,1,1,58.8744852322738
16,19,3,18,0,1,1,55.99616721758412
14,13,7,13,0,1,1,52.84112055836183
31,15,10,11,1,0,0,55.4167594518419
23,17,10,18,1,0,1,53.68669605221546
25,21,13,28,1,1,1,54.1078643181
28,14,9,13,0,1,0,54.45711680410465
39,23,9,19,1,0,1,58.60799627178501
13,17,6,6,0,0,0,51.04182672955868
40,24,6,15,0,0,0,60.19492308455447
19,25,10,7,1,0,1,50.645555365808
23,22,12,9,0,1,0,48.199675063530215
29,25,3,7,0,0,0,54.832232049889605
27,33,8,15,0,0,1,52.85551097072681
34,19,8,11,1,0,0,55.719221492243406
33,19,10,15,0,1,1,56.094065305854
42,21,9,8,1,1,0,55.42330093244155
34,17,17,19,0,1,0,53.93550773396443
31,23,10,15,0,0,0,51.95878285958053
35,16,10,15,1,1,0,52.80574834711467
16,24,14,21,1,0,1,50.01733091022852
30,31,14,15,1,0,0,49.2160079597023
23,22,11,15,0,0,0,50.62074614233988
29,21,9,18,0,0,0,51.92427643237664
30,17,11,12,1,1,1,53.56272685991621
28,27,11,13,0,0,0,49.25433262013631
39,24,12,19,1,1,0,54.74953762376824
33,17,7,8,0,0,0,55.33540811362086
34,25,10,16,1,1,1,56.59334236148264
34,23,12,15,1,1,1,54.26845793848689
32,11,7,10,0,0,0,56.59094794078443
33,19,13,14,1,0,0,54.34689145610247
28,19,9,13,0,1,0,53.50290198353135
26,17,9,14,1,0,0,52.34458641624868
40,17,7,8,0,1,0,56.50533326854827
39,21,11,18,0,1,1,57.469540478023845
22,28,14,13,1,0,1,49.39218091941632
43,16,15,13,1,0,1,58.74616908701984
36,20,13,10,1,1,0,51.17786289098617
33,22,10,16,0,1,0,54.31429849995125
34,19,7,15,1,0,1,57.99126160937504
35,27,11,16,1,1,1,54.807470910565456
37,27,11,13,0,0,0,54.50806499236213
41,27,11,19,0,1,0,55.67241239884207
33,31,7,13,0,1,0,52.783136699709935
33,26,10,18,0,0,0,52.33226352744771
43,23,8,24,0,0,0,57.66044757967927
47,23,8,6,0,0,0,59.025348346944895
20,15,3,20,0,1,1,55.67586905439524
38,19,6,11,1,1,0,55.44647764464418
32,17,14,14,1,1,0,51.98312954352709
33,21,4,10,1,1,1,59.01633633648771
38,16,11,10,0,1,0,56.23062041093236
31,11,10,14,1,0,0,53.40952263451516
22,17,12,16,1,1,0,49.60009401776391
35,14,12,15,0,1,0,55.80740169393162
37,15,5,18,1,0,1,60.95124637878147
29,32,10,6,1,1,1,51.31251698590994
17,18,15,16,1,1,0,46.21950245513227
33,21,10,8,0,0,0,54.5320294057782
24,29,10,16,1,1,1,51.40944683795321
24,16,8,16,1,0,1,55.83448072626261
30,13,7,23,0,1,1,59.8113605968845
20,13,10,8,1,1,1,53.8447988443894
39,19,4,15,0,1,0,60.14479052562093
39,19,8,9,0,1,1,59.72482446640874
30,25,16,16,1,0,1,53.9982570106255
24,16,15,27,0,0,1,55.3102713392499
48,11,12,13,1,1,0,59.25429705393885
40,11,12,16,1,0,0,58.32994268012271
19,21,11,13,1,1,0,47.89102995880755
39,20,7,19,0,0,1,61.071238076936346
38,17,7,20,1,0,0,57.77114095232295
35,20,7,8,1,1,1,56.38043688794487
31,14,10,11,1,1,1,54.87902019533392
27,25,7,17,1,1,1,54.35817871064671
16,12,10,8,1,1,0,47.16664473548372
40,29,5,9,0,0,0,56.9335134394141
42,11,6,16,1,1,1,62.511949672080405
34,17,9,12,1,0,1,58.68911445499584
31,14,10,19,1,0,1,57.04134760261348
38,19,7,14,0,1,0,58.09185822251253
23,24,6,14,1,1,0,51.59119948313978
40,7,13,23,0,0,0,60.27573036884752
33,14,9,13,1,0,0,55.794227752637866
24,16,10,10,1,1,1,53.16353341717218
25,16,6,9,1,1,1,54.19388114135611
30,30,7,11,0,1,1,57.39147986671188
35,27,14,20,1,0,0,50.91717602474034
33,34,11,15,1,0,1,53.32908295284351
40,21,6,19,1,0,1,60.4203296581554
38,28,5,9,1,0,0,55.28895590452543
32,21,7,15,1,1,1,59.65180546833035
16,12,6,13,0,0,1,54.47245088740877
47,24,10,24,1,0,1,60.04243410870261
24,12,9,18,1,1,1,55.46514318937244
43,27,6,20,0,1,0,58.37577534350755
9,15,9,19,1,0,1,51.67511987682998
26,19,8,12,0,1,1,54.66240472153881
19,23,12,13,1,1,1,47.12076328644328
42,31,9,22,0,0,1,59.58879900843657
32,18,6,16,0,1,0,56.71169751752034
28,19,15,15,0,0,0,51.14495801782638
22,18,12,20,1,0,1,53.47138620727223
25,22,6,1,1,0,0,50.660199926624735
18,17,11,21,1,1,1,51.5943855261877
33,22,10,18,1,1,1,55.9347660757337
32,19,10,12,0,0,1,58.66736497704954
40,21,5,23,1,1,0,58.42543785378317
26,12,9,8,0,1,1,55.84157679295612
30,12,16,8,0,1,0,53.19830235213309
36,18,9,12,0,1,0,56.06016778030889
31,17,9,15,0,1,1,55.983111723102375
35,18,12,7,0,0,0,55.04280257000836
35,20,11,14,0,1,0,55.05276147307772
18,26,4,15,0,0,0,53.91054452907925
44,20,13,18,1,1,0,55.70922021462157
28,28,12,12,1,1,1,50.666040002002816
27,13,7,21,0,1,0,56.03957508616306
34,21,7,8,0,1,1,58.321540586354566
34,22,13,15,0,1,1,57.15908166661626
36,18,6,17,0,0,0,58.156152895764656
32,26,10,15,0,1,0,53.040734705017485
6,20,9,10,1,1,1,48.8111967456493
28,22,13,12,0,0,1,55.60213939937943
54,20,6,12,0,1,1,65.67067981699864
28,25,8,17,0,1,0,51.39373037506228
25,12,9,7,0,0,0,51.82279871785917
22,19,6,14,0,0,1,55.04398546582395
38,19,7,4,0,1,0,57.22341664240589
30,27,12,9,0,0,0,50.06334042770484
44,11,3,10,0,1,0,61.06342710555728
28,15,9,11,0,0,0,55.61467817341024
24,19,8,12,1,0,1,54.18804846457535
30,8,11,14,0,1,0,54.09219422096368
24,29,9,3,0,0,0,49.287855615330415
10,19,11,19,1,1,1,48.541870208827206
39,10,8,16,1,0,0,57.79139771633018
39,19,10,16,1,0,1,59.10018657826463
27,18,13,11,1,0,1,54.77026891502432
30,22,12,7,1,1,0,52.41012533863918
23,21,7,15,1,0,1,54.23964381105233
24,8,5,15,0,0,0,57.55253181770707
23,34,8,6,1,1,1,49.754613037441466
20,16,9,11,1,1,0,48.87052500377288
31,16,5,18,1,0,1,60.79427389704145
