age,prior_convictions,gender,minority_status,offense_severity,legal_representation,sentencing_length
4,4,1,1,24.277024681595837,0,8.981494068327876
6,4,0,0,23.79217513727323,0,7.14942451187266
6,5,0,1,26.28357524290505,1,20.19967097028968
9,8,0,0,25.081053863206545,1,17.68046977500892
9,5,0,1,27.74656407841417,1,20.91102082157048
10,3,0,1,24.344710633749568,0,8.904872397356547
7,5,0,1,22.566576778613893,0,6.07487312939532
0,6,0,0,25.300290280070666,1,19.029262586531683
9,5,0,1,23.768990401908344,0,8.376712465972906
13,6,0,1,23.730604762358585,0,8.005041007399438
9,4,0,0,23.052213705980623,0,6.394011410800741
6,6,1,0,24.588186627421063,0,9.331065269818728
2,4,1,1,23.56320053458991,0,7.142329939583509
10,3,1,0,24.63320789585405,0,7.731954936894242
4,6,1,0,24.46773769506841,0,8.32085867761233
10,5,1,0,23.640612293398544,0,7.158559796990297
-1,3,0,1,26.147758218708237,1,18.8067050133959
5,6,0,0,26.5574690141504,1,19.89095760595284
14,4,0,1,26.05238719754413,1,18.72931330285341
4,5,0,1,25.08231295970885,1,17.929214094420875
7,7,0,1,23.642407557075902,0,8.644500435893544
10,5,1,1,19.67221798222123,0,1.913513567013584
7,2,0,0,26.821319961759976,1,19.38602722054287
4,9,1,0,27.72599388744348,1,20.19333698051639
7,6,1,0,26.48683761270787,1,19.24501226718431
7,4,1,0,27.330990328576785,1,20.583797049890872
4,8,0,1,24.52435161911632,0,9.910981122381331
6,6,0,0,23.460415250917084,0,7.270929127734276
4,6,1,0,29.27081725595708,1,22.01304637492005
9,7,1,1,25.737056194477336,1,18.53026847131943
7,6,1,0,25.044646878352037,1,17.894645473579157
10,6,0,1,25.783434449297804,1,18.406676938152074
10,5,1,0,24.687168034495624,0,8.869567484716944
4,5,1,1,26.027850293943903,1,18.74830530953727
9,6,0,1,25.58890170703268,1,18.45431274900077
2,5,1,0,25.269107517694064,1,18.987000578323254
10,2,0,0,26.273869269753543,1,18.735692865991677
7,8,0,0,25.963133745280228,1,18.903668946811667
4,7,0,1,25.143980464826942,1,18.23458462870621
5,6,0,0,27.442992043452747,1,19.6240775501108
8,5,1,0,27.97726833894633,1,19.155879898222384
5,5,0,1,28.03798037419105,1,19.74600364504183
9,3,0,1,23.591956599683435,0,8.07247881183308
6,6,0,0,22.352710745146297,0,5.408452270592398
7,7,0,0,23.83207215168583,0,7.991550443212152
6,5,1,1,27.80583113586473,1,20.635546377970165
7,7,0,0,26.411810299255,1,19.738653833598413
5,6,0,0,25.07034698051792,1,19.211203256946632
10,3,1,1,27.55242581194905,1,19.112957325743047
9,6,0,1,23.17272719582424,0,6.958826213326983
8,7,1,1,22.84510674773704,0,6.192657648720353
1,4,1,1,26.03619236358786,1,19.086659828322617
11,7,1,0,27.501211411029207,1,19.527878632780432
9,4,0,0,24.23969667531553,0,7.917320901838041
10,5,0,1,26.45370826988986,1,19.274714657468035
5,9,0,1,26.96489781157525,1,20.021431842426782
6,4,0,0,26.035461309180118,1,18.177528717257815
8,5,1,0,23.56220585720265,0,8.078079521999518
4,7,0,0,23.334449688003016,0,7.834078681659768
5,4,1,0,24.89061022863739,0,8.950421111691325
5,5,0,0,22.375969292102308,0,5.755484853230338
5,5,0,0,26.711637856081595,1,19.81157364319849
7,6,1,1,26.999801108528324,1,19.13818684818689
3,5,1,0,25.30807019911201,1,18.365843950036748
11,7,0,1,24.863296291735534,0,9.500700887256803
5,2,1,0,24.749469522128116,0,9.826521725813333
10,6,0,0,25.42124938862152,1,18.230002378645715
13,4,0,1,24.126480641361024,0,7.430679952388296
11,7,0,0,21.77121096801805,0,5.030248524394734
9,6,0,0,22.475358225242324,0,4.878562335476429
13,5,0,1,26.329940804044387,1,19.828787070724925
9,7,1,0,24.318589548298828,0,8.383550145558992
13,5,1,1,23.850772889161945,0,8.381422752031703
7,5,1,1,20.891735368972142,0,3.098101575796813
2,7,1,0,27.140078479187416,1,19.82127407272293
8,3,0,0,24.684089390955812,0,9.658550191014998
6,7,0,1,23.399287431265428,0,6.513214087657454
8,5,0,0,28.128758644626767,1,20.44841929375089
3,5,0,0,26.466792458591737,1,20.091835147409743
7,6,1,0,25.205760510064323,1,17.732041290615882
8,6,0,1,23.402863941685844,0,7.578000511037374
11,4,1,1,22.711054103811804,0,6.705773128988108
8,5,1,0,25.397789288827195,1,18.812029421119767
16,3,0,1,27.29661322503765,1,18.6759572607852
1,6,0,0,22.432372049597763,0,5.726868247826515
9,4,1,0,25.383283452119365,1,17.875692653907148
4,5,1,0,24.03539331451038,0,7.76954917822748
6,6,0,1,26.565153839714792,1,19.14528392849413
4,5,1,0,23.707747790311515,0,7.873948706719802
7,6,0,1,25.05627315164404,1,18.29160042090589
5,6,1,1,25.11714647265053,1,18.4162984528952
7,8,0,1,27.76953418884302,1,19.99621113121442
10,7,0,1,24.1494539572754,0,8.688243403272425
6,6,0,0,27.225400724889894,1,19.850035813824608
7,4,0,0,26.06619835238176,1,18.47588007465007
8,9,0,1,24.25297166081092,0,8.677950910600613
8,7,0,1,22.43606196403452,0,5.993400667580076
9,7,1,0,23.88080947509593,0,7.938886393579181
5,6,0,0,22.548585918398416,0,5.590771503203087
0,9,0,0,24.31138165091176,0,9.02151891164944
6,4,1,0,24.81423820224545,0,8.716054523534776
8,3,0,0,23.83896632592185,0,7.6493915886850035
10,4,1,1,24.6154949582266,0,8.60245663242825
9,6,1,0,23.818339345080773,0,8.149200471719974
7,4,1,0,26.83638852042596,1,19.697326367373385
4,6,0,0,28.227393302272866,1,20.74547213138275
10,5,1,1,26.220220677699377,1,19.263350124607506
9,4,0,0,24.656497968321062,0,8.843427229421764
13,6,1,1,23.116799156848145,0,6.991060892760441
9,7,0,1,26.140134976437825,1,18.95030212023032
8,6,0,0,21.01596398598884,0,3.4839400604647977
15,7,1,0,22.02183860902245,0,4.924173530965773
9,6,0,1,22.50337926844797,0,5.609910404890201
8,7,0,0,23.218056133921063,0,6.8406380347107305
5,5,0,0,24.06625035779021,0,8.63698275367511
9,6,0,1,26.611380507695458,1,19.119797722828245
4,5,1,0,23.54355821190665,0,7.282452715985875
8,6,1,1,21.76699778668161,0,4.810131203587954
3,4,0,1,25.437666584871437,1,18.27037514528872
8,6,0,1,25.263600061964187,1,18.89760886485831
7,8,0,1,25.17459075407516,1,18.223613723620627
11,5,1,1,23.490252539307885,0,8.120203906732
14,7,0,0,27.567580240624626,1,18.895303493351925
8,5,1,0,22.50851905447592,0,5.584278180436648
10,8,0,0,21.64560077633556,0,4.067212551619764
4,5,0,1,25.26261900065133,1,18.424096959446068
5,6,1,0,27.138829675745257,1,19.78773336575844
7,9,1,0,24.810307962060147,0,8.58095024119828
9,5,0,1,23.765911673497428,0,7.765217641623827
9,7,1,0,24.14525937946525,0,8.712655847735574
5,4,0,1,22.80638760752171,0,6.535659002848115
7,8,0,0,23.973961929131555,0,9.372591663521552
7,4,0,0,21.83367830394556,0,5.0332226955633095
10,7,1,1,23.92838687671897,0,7.194820681985025
5,6,0,0,25.05953617469132,1,18.14463271948772
15,4,0,1,25.093736711551703,1,17.47802859402871
7,4,1,0,23.048904468873467,0,6.189725518350226
2,5,1,1,25.665432752625485,1,19.315692055028062
8,6,0,1,24.03513182170437,0,8.235473760155491
12,6,1,0,21.89226605055021,0,4.971793449067573
12,6,0,1,28.27189093577183,1,19.48375965571216
5,8,0,1,25.32378129561131,1,18.35336354904373
0,7,0,1,22.283655842913973,0,5.968753718577632
10,1,1,1,20.62192967920953,0,2.7362550279606617
9,6,1,0,25.69079382451634,1,18.313455741470797
8,6,1,0,27.055661821955702,1,18.850006918549965
6,4,0,0,21.27891396923312,0,4.11963771867134
12,5,1,1,25.02961742989872,1,17.652154298336733
2,5,0,0,27.92658428536861,1,21.449473821572
7,7,1,0,27.849519614434573,1,20.454612556829076
1,3,0,0,26.933234870679247,1,20.361585280664325
7,5,0,1,24.70940292202477,0,9.369213488149851
3,5,0,0,26.556904786933792,1,19.090351701028126
10,4,1,0,22.77195596306406,0,6.217251754489078
12,4,1,0,24.266378937496395,0,7.988946296033995
11,5,1,1,26.10226404496332,1,18.899253837918263
10,4,1,1,27.540631113061888,1,19.82398393033163
5,4,1,1,25.02296721749545,1,18.1758659844907
7,6,1,1,25.47282821808987,1,17.910623778629983
7,6,1,1,19.735323084806254,0,2.7247376633613065
6,5,1,0,27.49434001503173,1,20.236089158214742
9,7,0,1,23.92819895520129,0,7.703001286332318
8,3,1,0,24.00912591130153,0,8.568028357184664
6,5,1,0,23.638882313713037,0,7.789807763577816
5,5,0,0,26.359778365219835,1,19.51535588542221
8,6,1,0,26.5082189312335,1,19.469006153141745
12,7,1,0,29.872915650706236,1,21.900456576090896
8,8,1,1,26.120572658614208,1,18.284736113659918
6,5,0,1,21.76264159027243,0,5.79527373513424
9,7,0,1,27.52173086894656,1,19.84501991627353
13,6,1,1,27.54577088217236,1,19.322010657201464
4,7,1,0,25.75807583036843,1,18.115414293175625
4,5,0,1,27.769816935200197,1,20.313397147395637
1,4,1,0,25.2557878473232,1,18.47674246280608
5,4,0,0,22.0992242531051,0,5.219005123149308
3,6,1,0,24.196013831859258,0,9.2823114006695
13,6,0,1,23.56123913539355,0,7.479743745580672
4,4,0,1,23.856658622103183,0,9.426830884369489
10,6,0,0,27.128979588517797,1,20.00930172200111
2,4,1,0,26.00989571536644,1,19.39444981991275
5,5,1,0,24.52796865206068,0,8.688463929177782
10,6,0,0,26.02100711437297,1,18.711318133321303
9,7,0,0,25.142625917203123,1,17.779375708890786
15,7,1,1,24.499747586842464,0,8.25855248866852
7,6,1,0,25.261206672844747,1,17.95714292294931
4,6,1,0,22.86476947677528,0,6.4184391076604
3,4,1,0,23.315877716732214,0,7.316949268017052
8,6,1,1,29.92262101747353,1,22.029507977516047
8,7,1,1,25.599161030346565,1,19.08480304629215
12,8,0,0,25.33405286549121,1,17.57210739559443
9,5,0,1,26.17807865972266,1,18.86840826733462
9,3,0,0,23.331336904127333,0,6.732218896338835
3,6,1,0,27.78095090850924,1,21.002946686538625
7,7,0,0,24.26542226283862,0,9.578505392904608
8,6,1,0,28.11409793869103,1,20.768205648434844
3,6,1,1,24.959868654087117,0,10.32713573112
8,5,1,0,25.07239996589504,1,18.002581598681232
6,7,0,0,18.94465692444004,0,0.7496302238565336
7,6,1,0,28.448579455913457,1,20.57070763835672
7,6,0,0,25.449230522575306,1,18.71669053185412
10,4,0,0,23.406092167982106,0,7.258267803790035
7,6,1,0,24.518577776990835,0,9.166775740484368
6,7,1,1,24.000436455911103,0,8.255816940162818
1,7,0,0,24.202769038668663,0,8.915958114075583
3,4,1,0,24.48882219690626,0,9.228660010670218
7,6,0,1,24.69671380448277,0,8.751595452698202
9,7,0,0,23.49081548696919,0,6.732824392371506
13,6,0,0,26.331100021059868,1,18.933642090238493
5,6,1,1,23.772787354667454,0,8.599073317039355
12,7,1,0,26.844058060028303,1,18.778981387368223
7,3,1,0,25.208929612497407,1,18.353883766349423
8,7,1,1,22.13296046885464,0,5.680883703861358
3,6,0,0,20.964794214765387,0,3.788471123527971
9,6,0,1,25.288727423177924,1,17.494090311233975
11,4,1,1,25.090183669530965,1,17.783002613843447
15,4,1,1,22.256066583013297,0,4.595043269529987
8,8,0,1,23.268281368762228,0,7.345260460722372
6,7,1,1,25.804032806523924,1,18.793777464981325
7,7,0,1,26.92327947966471,1,19.36940577958832
8,7,0,1,24.80240542437582,0,9.17555919263355
4,5,1,0,26.382433762310264,1,18.38876100910505
2,6,1,0,24.365240523167586,0,7.879146871562841
3,5,0,1,27.9628264304912,1,20.67596889593021
5,6,0,0,25.097419616503824,1,18.14140525832448
7,5,0,0,22.25194107545733,0,5.684806780191994
8,6,1,0,23.99569138354024,0,8.469369938377577
7,6,0,0,22.618810788168236,0,5.9152582123604
15,6,0,0,25.56593408037431,1,17.33762394586872
4,7,1,0,24.054628832030332,0,8.375600563226406
12,9,0,1,24.49100513357248,0,9.004599743302004
8,4,1,1,21.573460507099355,0,4.704413369087741
11,7,0,0,23.143313462216295,0,6.790128850440879
9,5,0,0,25.31453776246992,1,19.4467348391721
8,5,0,1,23.567886523740604,0,8.12390633443985
4,8,1,0,25.280199859200884,1,18.88246827336456
5,5,1,1,26.02877089805375,1,19.646245829022245
4,5,0,0,23.592879420464044,0,7.82164877173683
3,8,1,0,26.680765763931227,1,18.910487246323537
9,7,0,1,25.751663339528413,1,19.137029957964604
12,3,1,0,26.052205321556624,1,18.66994673525344
9,6,1,0,23.814516493239104,0,7.1389740172607015
7,3,1,0,22.40346571540634,0,5.866498565342971
5,6,0,1,24.80165294183528,0,9.713297844640488
6,3,0,1,25.375404788059917,1,18.26989162670033
12,4,0,1,27.476398392423683,1,19.03384666291986
10,6,0,0,26.15944132048428,1,18.06179538264244
1,6,0,1,25.809646608363188,1,18.81696169414737
7,5,0,1,25.986141438900244,1,18.855812676964565
7,3,0,0,26.26064717644941,1,19.28659069383718
7,4,0,0,24.11865141617089,0,7.901689929896852
6,7,1,0,24.326234652272596,0,8.531973997289224
9,6,0,1,24.50549715308488,0,8.436712801555185
13,8,1,0,22.88753151504673,0,5.755960793170155
0,6,0,1,24.03032861142712,0,9.069582858291
5,7,1,1,27.340225812902588,1,20.35623402188045
9,4,1,0,21.23299361335917,0,3.7078273280783183
7,4,1,1,23.745893763165157,0,8.43848636548553
4,5,1,0,25.597762701718548,1,18.786686022968667
5,5,0,1,25.438548049679763,1,19.455097443988134
6,6,0,0,25.87168784692179,1,19.60335601174172
6,6,0,0,26.00771338514803,1,19.431585447598227
7,7,1,0,25.50098145966748,1,18.049327164319173
7,4,0,0,24.52912958269845,0,8.923471234475105
10,7,0,0,23.25115461358109,0,6.984622660357935
9,5,1,0,22.42470867474121,0,5.28226708365312
5,5,0,0,23.310008897389785,0,7.109988508887734
6,5,0,0,25.961955333586552,1,19.064208742896305
11,4,0,1,24.672557646035003,0,9.893957807190713
4,7,1,1,23.593083949526136,0,6.297473983748182
7,7,1,1,24.062662529969,0,8.77988472965846
10,5,1,1,27.90261803154436,1,21.26295892317664
6,2,0,1,27.76391480364203,1,20.32745779464789
9,4,0,1,23.72048145236963,0,7.815141891686586
5,7,0,0,23.95314369456409,0,8.73404390969153
6,5,0,1,25.010543969389055,1,18.021401299170957
0,8,0,0,21.16134757327683,0,4.35030020735355
7,6,0,0,26.35342083001332,1,19.95001628712312
3,6,1,1,22.76254901977037,0,7.069901429252488
5,5,1,1,29.07814829860437,1,21.478480326840444
3,6,1,0,25.92017618979895,1,18.944930960434768
9,6,0,0,25.402385357943597,1,18.556764626717253
0,5,1,0,26.643960981841435,1,21.106358808868407
4,6,1,1,22.73780630432333,0,6.617913879604738
5,5,0,0,28.449288006282828,1,21.459348315182613
7,4,1,0,24.79917168425551,0,10.406879264126266
11,8,0,0,26.66500620289854,1,19.211978132467195
4,4,0,0,23.805772352504626,0,7.876920417075886
8,7,1,1,24.99162743573914,0,9.32729177562645
11,6,0,0,22.09941223347792,0,5.557331247515827
9,7,0,0,23.208436258454835,0,5.465195674950393
5,5,0,1,27.257167503941425,1,19.1554384279264
5,6,0,0,27.705902154761244,1,20.36287020670404
4,5,0,0,26.46076965585222,1,19.313256682707006
8,3,1,0,21.87681717983028,0,4.049976483650285
9,6,0,0,23.312741432440436,0,7.268435594073266
10,4,1,1,26.04939041380884,1,19.595581686667533
5,9,1,0,24.331755407418868,0,8.838933812268133
6,6,0,1,19.927543321948107,0,2.061086742259322
4,7,1,0,26.89195266540005,1,19.351001347918302
12,6,1,1,25.479784769071784,1,18.3108690183371
10,6,0,0,25.01969376885929,1,16.97726636965938
2,4,0,1,21.80321214092841,0,5.183119811423127
9,6,1,0,23.33669014276987,0,7.6193080965679805
5,7,1,0,23.687692164436868,0,8.093288345568922
8,6,1,0,23.886101454230648,0,7.744079069955994
7,4,1,1,26.343586349041036,1,18.581579585809614
8,7,0,0,26.76721662919034,1,19.79622667399426
9,6,1,0,24.649973170862783,0,8.834502854489346
3,4,1,0,24.318441954069343,0,9.144604338084454
5,6,1,0,25.669228326522035,1,18.90662338724389
11,9,0,0,24.06538577767034,0,7.490678040012819
9,5,1,1,23.48306410387668,0,7.575992643333279
8,4,0,1,23.27592546796791,0,7.096664431262687
12,5,1,0,23.25221033864057,0,6.198260789977768
7,5,0,0,22.94718610148508,0,7.036050214333923
8,4,0,0,26.697791157656635,1,19.525181614464245
8,4,0,1,23.862852942660297,0,7.761173291168185
11,6,0,0,28.57020138204854,1,20.11039322712197
8,5,1,1,23.40024304921541,0,7.385348752135277
5,5,1,1,24.39166765852825,0,8.591312418723989
13,4,0,1,24.417160996528107,0,9.787353689339724
10,5,0,0,24.373243912037516,0,9.29382143530277
7,8,0,1,22.94111494264064,0,6.599899739486113
11,4,0,1,25.250461415013078,1,17.46622863296765
11,5,0,0,20.893065798765974,0,3.221897643034336
7,6,1,0,22.542927505049526,0,5.4625669592461525
1,5,1,1,21.29919857777841,0,4.8568181491110805
6,6,0,1,24.5766011360677,0,9.80195650677763
12,5,0,0,26.670883827918598,1,19.734798922087684
8,6,0,1,23.03864727439137,0,7.328918323892507
15,7,1,0,28.0556131906464,1,20.53656882435073
8,6,1,1,23.51760000350462,0,8.22708708359535
9,7,0,1,25.23834209109506,1,17.969711910217224
10,6,1,0,25.899165909993997,1,18.925070784316603
4,3,0,0,22.16224531423319,0,5.432418846193025
12,7,0,0,27.40515923986511,1,20.00466851823496
6,5,0,1,27.13862874146258,1,20.377387703326647
5,5,1,0,23.983498666648224,0,8.68729612822163
6,4,1,0,23.32729329785177,0,6.371278418394032
8,4,0,1,24.551708951040336,0,9.17192336611618
10,4,0,0,25.394658630557448,1,18.072413485062818
9,8,0,0,23.863577716711124,0,7.612160045051509
7,6,0,1,25.80677222378833,1,18.24480927338153
10,4,1,1,22.04394975807907,0,5.592943234007016
1,5,1,1,23.37201461639645,0,7.168437038280427
7,5,0,0,25.042889800919603,1,17.79863313897583
6,6,1,1,25.116191409055208,1,18.36464737892004
8,5,1,1,27.353022122662605,1,20.03814415489029
15,5,0,0,25.15112143769868,1,17.945824355429156
8,7,1,1,20.2817081486238,0,1.5169817477981398
11,7,1,1,22.32217646051725,0,5.671225504487634
7,7,1,1,25.10612985095478,1,17.93961491736293
10,7,0,0,25.62058864274312,1,18.449413789251217
11,5,0,1,22.52408732341814,0,4.381370695581742
5,6,0,1,27.037153083773283,1,19.899730126909706
11,7,1,1,22.735718941404222,0,5.750075784966603
9,5,0,1,26.189158289759245,1,19.219833457262045
6,3,1,1,23.61638197240163,0,7.748983302178945
6,4,0,1,27.867230472989974,1,20.618340313169348
9,7,0,0,21.371501401133813,0,4.228691459099153
9,6,0,1,26.13367027498025,1,18.77611795655306
7,7,0,0,23.71069269697059,0,7.176000836950415
3,6,1,0,24.09009459067992,0,9.13984499831201
8,3,1,0,24.548165109538576,0,8.043399799497646
11,6,0,0,24.949548239798972,0,9.40975464272048
9,5,0,0,27.640333252772173,1,19.54403827940765
5,5,0,1,24.329707577033084,0,8.34720821293855
5,4,0,0,24.934603111875635,0,9.65984081235048
9,5,0,1,24.11263034740376,0,8.430249781154956
9,5,0,1,27.348680170225755,1,19.790438580240867
9,6,1,0,24.88543994822456,0,9.074274255180027
8,5,1,1,26.273615378645783,1,18.67244590116751
1,5,1,0,26.76580321137416,1,21.03866048930215
6,8,1,1,18.35660266123141,0,-1.0614099569166142
9,5,0,0,24.33849022500286,0,8.461261931553365
10,7,0,1,25.270734281242124,1,17.63354527692651
11,4,0,0,26.823729739449565,1,19.36973629727404
9,5,0,0,26.445752693878408,1,18.06293856248033
10,4,1,0,24.65596259167148,0,9.058664053315365
5,4,1,0,29.07846683371117,1,21.78768101287397
8,4,0,1,23.703148916839197,0,8.016387852768595
7,7,1,0,24.43793497139646,0,8.891201932109134
4,4,1,1,24.00132524212263,0,8.800690174227757
6,5,0,0,26.910123132931847,1,19.6954471417404
0,6,1,1,27.085185914921635,1,19.922371062533376
9,6,0,0,27.410244003133787,1,19.32335323926461
10,7,0,0,23.56688418864549,0,6.894189655566395
12,5,1,0,21.26851599419092,0,2.9991774614674904
9,6,1,0,25.641060153718104,1,18.383852881162085
9,5,0,0,29.56496746543272,1,21.123632284125023
8,8,1,1,22.30492990871451,0,5.702586581290852
12,7,1,1,20.894533967351094,0,2.77359583954719
7,7,1,1,29.18967185700766,1,20.747668613648933
1,4,0,0,29.61542290531871,1,21.43422875849425
8,3,0,1,22.070674932637463,0,5.639618784817985
10,3,1,0,26.02343696433121,1,18.63624163037512
9,5,0,0,26.64244167887712,1,18.979934933213308
9,5,1,0,24.87327282466053,0,10.269537372863848
11,6,0,0,24.24798929560888,0,8.449760405197779
8,6,0,0,26.2443941207892,1,19.645777061643106
7,5,0,0,24.587215140055093,0,9.673623512492563
7,6,1,1,29.572050661233725,1,21.990709894282247
3,6,1,0,22.60524733875264,0,5.946415551771368
4,4,1,1,25.5787448448428,1,18.99596409983852
6,7,1,1,25.1452930211846,1,17.817478821006627
6,7,0,0,24.565151804419667,0,9.595412418323258
4,4,1,1,27.432168792414945,1,19.81141126386413
2,5,1,1,28.19299017933946,1,21.46096059686888
4,5,1,0,23.41618729971353,0,8.413330291703126
5,8,1,1,24.15638799852367,0,7.868692058451677
11,5,0,1,26.76500614035774,1,18.53795727656707
11,7,1,0,22.438459568782555,0,5.54406691591552
7,6,0,0,25.70410269533314,1,19.55013661951564
9,6,0,0,26.85389922363999,1,19.70890501987512
15,5,1,1,27.231476109183863,1,19.27537155156585
9,5,1,1,23.98128522958156,0,8.566396436225293
9,5,0,0,26.38805167916606,1,19.51708500405242
12,4,1,1,25.112770065064623,1,17.849438966739122
4,7,0,0,26.683579979368343,1,18.75073782019649
6,5,0,0,25.435589023471987,1,17.956201093640118
5,7,1,0,24.99196275313298,0,10.361952763010342
8,6,1,0,24.24682504047245,0,8.805578313142824
9,3,0,0,22.57463069594538,0,5.550331270389383
7,5,0,0,21.545702755996967,0,4.734861154643993
8,6,0,0,25.248318130423744,1,18.016664074505744
8,3,1,0,24.66980301626963,0,9.434721164385484
0,2,0,0,26.1223980600812,1,20.0885763553322
10,6,1,1,27.437894331734704,1,20.129450215061247
9,9,1,1,25.7689232133827,1,18.94282219266901
6,7,0,0,21.94279762838717,0,5.310107610561844
9,4,1,1,25.24879401205509,1,17.672529157480213
9,4,1,0,24.56268073899668,0,8.238697130383423
7,6,1,0,24.62746901012017,0,9.080805904103096
8,6,1,0,25.16906791591032,1,17.973430446078805
10,5,1,1,25.316929664567144,1,18.251591520620977
1,7,0,0,27.048176612632428,1,19.52569428165287
2,7,1,0,23.5591284377535,0,7.702110261782175
7,4,1,1,26.97979323466637,1,20.03426956295169
3,6,0,0,24.34153599041302,0,9.402437426286385
15,5,1,1,23.800097999636076,0,7.682478707146657
4,5,0,1,24.267165666211326,0,9.14003904744449
7,4,1,1,24.18823306568548,0,7.5661620104551535
4,5,0,1,26.15399449579865,1,19.01102192902412
8,5,1,0,25.583466171526847,1,18.63939129297505
3,7,0,0,22.988750983707007,0,5.184366487479461
9,5,1,0,27.777517137480523,1,19.85030431604303
6,6,0,1,26.02166966823661,1,19.15756356708984
9,7,0,0,25.456496559886556,1,18.09689640074992
8,5,0,1,29.21311992255844,1,20.990388284583748
9,5,0,0,26.12901198523998,1,18.51785671236326
3,6,0,0,23.714191346733735,0,7.562488663786108
5,5,1,0,28.01128572319684,1,21.20986015454957
12,5,1,0,24.055541243030177,0,7.273215695514852
3,7,1,0,23.327821583565317,0,7.66952489706953
7,6,1,0,24.728137352840296,0,8.465330300670912
9,9,1,0,26.702775850246432,1,20.016345025516788
5,6,1,0,25.998058944990568,1,18.368803700063385
9,6,1,1,30.281683463241105,1,21.72792646666353
7,6,1,0,23.21501077933745,0,7.146463018705876
5,10,0,0,23.69510887557996,0,7.4997482744013695
6,3,1,0,24.58146213307788,0,8.80065694131004
10,7,1,0,21.736879356492977,0,4.911898404289634
6,4,0,0,25.28519311294032,1,18.3404919151736
2,3,0,0,25.40172852166194,1,17.885304296115617
3,5,1,1,28.907046686081497,1,21.09879852807636
