citizen_id,post_policy_period,policy_implementation,voter_turnout,age,income_level,gender,education_level
632,0,0,49.76900392770112,4,8,1,0
633,0,1,53.120933820674914,3,4,1,0
634,0,0,47.31700261598338,2,9,0,1
635,0,1,48.480077206127575,2,8,1,1
636,0,1,50.69624861153078,5,6,1,1
637,0,0,50.741402786135886,3,4,1,0
638,0,1,49.67897673720768,3,8,0,1
639,0,0,48.734595294155824,1,9,0,0
640,0,0,48.23388058990248,1,4,1,0
641,0,1,49.68843376171093,2,5,0,0
642,0,0,49.34140248522499,3,4,1,1
643,0,0,50.89093653058481,2,7,0,1
644,0,1,49.71427021645181,4,7,0,1
645,0,0,49.60540516799981,2,2,0,0
646,0,0,47.24714388528478,2,9,0,1
647,0,1,49.55002056199208,2,4,0,0
648,0,1,49.91609719775872,3,6,0,1
649,0,1,47.9419562871832,2,8,1,0
650,0,1,49.727049189954805,4,6,1,1
651,0,1,51.05331956907801,2,5,1,1
652,0,0,49.13007719965424,4,5,1,1
653,0,0,47.64975045808895,3,7,1,1
654,0,0,46.57444629571434,3,9,1,0
655,0,0,49.0875228148288,3,5,0,1
656,0,0,49.82165440672847,1,5,1,1
657,0,0,51.169575156041,3,8,0,1
658,0,1,51.33636523269724,3,5,1,1
659,0,0,48.68202473319095,3,4,1,1
660,0,1,48.09948869898615,3,8,0,0
661,0,1,49.26846857737092,1,3,1,0
662,0,1,50.779662231990905,2,7,0,1
663,0,1,50.41397083810778,2,5,1,1
664,0,1,50.22212562005933,4,5,1,1
665,0,1,50.70314807842188,1,5,1,1
666,0,1,49.95205049324008,3,9,1,1
667,0,0,47.97839001701982,2,7,0,0
668,0,1,49.89286916139109,1,7,1,1
669,0,0,48.70335501663171,2,8,0,1
670,0,0,50.366268630886765,3,7,0,1
671,0,1,48.36430696512121,3,9,0,0
672,0,0,48.62572476029034,3,11,0,1
673,0,1,47.9092942313581,3,11,1,0
674,0,1,50.03961971340061,3,3,1,1
675,0,1,50.47720063695128,3,6,1,0
676,0,1,49.416263893414936,1,7,0,0
677,0,0,49.45187764458435,2,5,0,0
678,0,1,49.12817018894673,4,6,1,0
679,0,1,51.10598301905024,2,10,0,1
680,0,1,48.59156422322911,2,7,0,1
681,0,0,48.835550298056205,3,9,0,1
682,0,1,49.72562307112271,3,7,1,0
683,0,1,51.559187028888616,3,6,1,1
684,0,0,48.4376643584563,3,8,1,0
685,0,0,50.3926012594876,2,8,1,0
686,0,1,49.70039054891122,3,6,1,1
687,0,1,48.43528021077741,3,8,1,1
688,0,0,48.73061814768023,4,3,1,0
689,0,1,49.10958210886358,3,9,0,1
690,0,1,50.95309550224205,3,8,0,0
691,0,1,48.32447699307432,3,7,0,0
692,0,1,48.19831761086435,2,4,1,0
693,0,1,49.51237063369685,2,8,1,1
694,0,1,49.36878287602545,4,11,1,0
695,0,1,50.57098633265559,4,9,0,1
696,0,1,50.81838746169871,2,6,0,1
697,0,1,50.74262980288125,2,9,0,1
698,0,1,50.76504829176479,3,7,1,1
699,0,1,50.82270493450414,3,5,1,1
700,0,0,50.179520450679725,3,3,1,1
701,0,1,50.7684588229416,3,6,1,1
702,0,0,48.11951170773946,2,5,0,0
703,0,0,50.10577361846834,3,7,1,0
704,0,1,50.54237780502068,3,6,1,1
705,0,0,49.47868312027528,1,4,1,0
706,0,1,49.40226950005592,1,8,1,1
707,0,1,49.68503048708768,4,9,1,0
708,0,1,50.81351264495338,1,6,1,0
709,0,1,52.64400115892786,3,3,1,1
710,0,1,49.87914492185645,4,12,0,0
711,0,0,49.48625488098276,3,5,1,0
712,0,1,51.57737984555019,3,8,0,0
713,0,1,51.30403029853832,4,6,0,0
714,0,1,48.242799573075104,2,6,1,1
715,0,0,49.74935511646977,3,8,1,0
716,0,1,50.194573853223,3,10,1,1
717,0,1,48.98203339098503,3,7,0,1
718,0,0,50.13229922584013,1,8,1,0
719,0,1,49.65361431705646,2,8,1,1
720,0,1,48.48968056560729,2,6,0,1
721,0,1,50.78390844942246,4,8,0,1
722,0,0,46.61615580320882,2,11,0,1
723,0,1,51.20806695558438,3,5,0,1
724,0,1,50.69191832126053,4,8,1,1
725,0,1,51.02448034537692,2,6,0,1
726,0,1,49.0143302503174,4,9,0,1
727,0,0,48.70808560207916,3,6,1,1
728,0,0,50.30369275716642,3,5,1,1
729,0,1,49.35260265789111,2,7,1,1
730,0,0,46.98981808410932,2,8,0,0
731,0,1,50.91060588435278,2,8,0,1
732,0,1,49.50138177875934,2,9,1,0
733,0,1,50.18418877997264,2,7,1,0
734,0,1,51.06869655728857,1,8,0,0
735,0,0,50.64357375391062,2,6,1,0
736,0,0,49.369094038357886,3,8,1,1
737,0,1,50.62418923371885,4,5,1,1
738,0,1,49.2671748343576,3,8,1,1
739,0,1,50.62653791697196,3,8,0,1
740,0,1,50.53654510031883,1,7,1,0
741,0,1,49.309896866908105,3,8,1,1
742,0,1,49.73908442209811,3,7,0,1
743,0,0,50.09156870465648,3,8,1,1
744,0,1,49.91134628671157,3,6,0,0
745,0,0,49.87974441181555,3,8,0,1
746,0,0,48.37818702243796,3,6,1,0
747,0,0,50.4259318976429,4,4,1,0
748,0,0,47.70868742364184,1,10,0,0
749,0,1,49.75238558197352,2,5,0,1
750,0,1,50.50059347527529,2,6,0,1
751,0,0,46.22966622830881,0,7,0,0
752,0,1,50.74976805996581,2,7,1,0
753,0,0,49.30286211074835,3,3,1,0
754,0,1,50.22650644417054,3,5,1,1
755,0,1,50.71885399563443,2,6,1,1
756,0,0,51.14854249726461,2,5,1,1
757,0,1,51.46440846016055,2,4,1,0
758,0,1,50.617060541563056,3,4,1,0
759,0,1,50.675823233183536,2,5,1,0
760,0,1,49.24700014681847,3,3,0,0
761,0,1,50.68013402124437,3,6,1,1
762,0,1,50.7143263343934,0,7,0,0
763,0,0,50.15875236407816,3,3,0,1
764,0,0,49.55025655585743,2,7,0,0
765,0,1,50.95609888747844,3,4,1,0
766,0,1,48.46048917523608,4,7,0,1
767,0,1,50.25665607290384,2,5,1,0
768,0,0,48.05031907931056,4,5,1,1
769,0,1,49.23839353043572,3,4,1,1
770,0,1,47.46816929481285,2,9,1,1
771,0,1,50.95720437909097,3,6,0,1
772,0,1,49.46278193610033,3,7,0,0
773,0,0,49.11952427269392,0,5,1,0
774,0,1,48.61743764089378,3,4,1,1
775,0,1,47.86277013660586,1,8,0,1
776,0,1,48.69220455039194,1,7,0,0
777,0,1,51.07022726239131,1,7,0,1
778,0,1,50.26660829179407,2,4,0,0
779,0,1,48.72654568430941,4,7,1,0
780,0,1,48.47178797097933,1,6,1,0
781,0,0,52.174866206594565,2,4,0,0
782,0,1,49.55870963631924,3,7,0,0
783,0,1,48.70867962269781,3,8,1,0
784,0,1,49.94361440764868,3,9,1,1
785,0,1,52.04096133663719,4,5,0,1
786,0,1,50.08900345390338,2,9,0,1
787,0,0,52.25716739353561,2,6,1,1
788,0,1,50.438444949550295,4,7,0,0
789,0,0,49.88073494025796,1,7,0,1
790,0,0,49.98109177174374,1,5,1,0
791,0,1,47.57823844442423,0,5,1,0
792,0,1,49.1920707937489,2,5,1,1
793,0,0,51.31492436830281,2,7,1,1
794,0,1,50.045909408442455,4,7,0,0
795,0,0,49.6624922864149,1,6,0,1
796,0,1,49.322617602842,2,7,0,0
797,0,0,49.06746915709091,1,8,1,1
798,0,1,48.763855775741725,2,9,0,1
799,0,1,49.81160013656736,1,7,1,1
800,0,0,48.47759918472156,3,7,0,0
801,0,1,49.71130240292048,2,5,1,0
802,0,0,50.65739071518256,3,10,1,1
803,0,1,50.62583536887509,4,9,1,0
804,0,1,49.067050332343065,2,5,1,0
805,0,0,48.76995476758191,4,10,1,0
806,0,1,48.5857654967068,3,6,0,1
807,0,0,49.44216231922113,3,7,1,1
808,0,1,50.35436737794936,2,6,0,1
809,0,1,49.229335888259634,2,9,0,0
810,0,0,50.80519176760407,3,6,0,1
811,0,0,49.52483436012514,3,5,0,0
812,0,1,50.78072266351671,3,7,1,0
813,0,1,50.108521138473314,2,5,1,1
814,0,1,49.42456986760516,3,9,0,0
815,0,1,49.3510683912185,2,6,0,0
816,0,0,49.03201322776107,2,5,1,1
817,0,0,49.62971776809367,1,7,0,1
818,0,1,50.52907032465447,1,4,0,0
819,0,0,48.20458558260021,2,6,1,1
820,0,1,51.70373819811768,4,8,0,1
821,0,1,51.27950083281688,4,6,1,1
822,0,1,49.17847428572724,2,8,1,1
823,0,1,51.93254960115319,4,5,0,0
824,0,1,47.02811976412688,0,10,1,1
825,0,1,49.52081128866301,2,8,1,1
826,0,1,48.13953693782032,1,7,0,1
827,0,1,49.4942668801928,3,8,0,1
828,0,1,46.79505012080172,3,8,0,1
829,0,0,50.10812479173929,3,3,1,1
830,0,1,50.48976556840146,3,7,0,1
831,0,1,50.28286289190288,4,8,0,0
832,0,1,51.3941404573458,3,8,0,1
833,0,1,49.83710368751839,3,7,0,0
834,0,1,50.532274226707294,2,4,1,1
835,0,0,49.4706168733416,3,6,0,1
836,0,1,48.82653352071543,1,4,1,1
837,0,1,49.307190299742174,1,3,0,1
838,0,1,49.72960201102816,0,7,1,0
839,0,0,49.913203609843336,3,7,1,0
840,0,0,49.29003526279053,2,8,0,1
841,0,0,48.51040950108834,0,7,1,1
842,0,1,49.60188804593881,1,8,1,1
843,0,1,51.563556849504224,3,5,0,1
844,0,1,48.47836185217322,1,7,0,1
845,0,0,48.79227485280256,3,7,1,1
846,0,0,49.88381273495462,1,10,0,1
847,0,0,51.40847609976061,4,8,0,0
848,0,0,49.54519899600982,3,9,1,1
849,0,0,49.00416289893577,1,6,1,0
850,0,1,50.67690329104186,3,9,1,0
851,0,0,49.41784855930602,2,8,0,1
852,0,0,49.01904780915433,2,6,1,0
853,0,1,52.14504938675788,2,4,1,0
854,0,0,48.72471658541418,3,6,1,0
855,0,1,50.00672583713147,2,6,0,1
856,0,1,50.87005493839494,3,4,1,0
857,0,0,48.50135553154169,2,6,0,1
858,0,1,49.18167633858042,3,1,0,1
859,0,1,48.57000043219083,2,4,1,1
860,0,1,50.43296159337084,2,6,1,0
861,0,1,48.72618247854231,4,8,1,0
862,0,0,49.18967261639675,1,7,0,0
863,0,1,52.43711479661788,2,7,0,1
864,0,1,50.81800096092612,2,5,1,0
865,0,1,49.46897128895706,3,7,0,1
866,0,1,49.48067327929781,2,4,1,1
867,0,0,49.966193119438046,2,5,0,0
868,0,1,49.67488425446654,3,7,0,0
869,0,1,50.800905708228896,2,6,0,1
870,0,1,49.14008947132365,1,4,1,1
871,0,1,49.765226506525245,2,8,0,1
872,0,1,51.18538866314028,2,7,0,0
873,0,0,47.09854535649232,2,8,1,1
874,0,1,50.33312882467492,2,9,1,1
875,0,0,51.44499291122744,4,5,0,0
876,0,1,50.291386415744135,2,6,0,1
877,0,1,50.26734578848324,1,8,0,0
878,0,1,50.24631693381238,3,4,1,0
879,0,1,49.96454662796933,2,9,1,0
880,0,1,50.0821011567292,2,7,0,0
881,0,0,50.12461187150859,3,5,0,1
882,0,1,50.8984159409454,2,3,1,1
883,0,0,49.818978237826485,3,6,0,1
884,0,1,48.78770523156079,3,7,1,1
885,0,0,50.42119898587606,2,7,1,1
886,0,0,49.318967499236194,4,8,1,0
887,0,1,50.864518601541526,3,3,1,1
888,0,1,50.71747235933959,3,7,1,1
889,0,0,50.267976452577294,1,8,0,1
890,0,1,49.88032680764148,1,7,1,0
891,0,1,50.24472451735216,2,4,0,1
892,0,1,49.84270465968759,4,9,1,1
893,0,1,51.81689433180181,5,8,1,0
894,0,0,49.20305922896442,2,6,1,0
895,0,1,50.29599479133972,2,4,0,0
896,0,1,49.822055814923466,2,9,0,1
897,0,0,49.11452136553522,2,7,0,1
898,0,0,50.193594856057445,4,8,0,0
899,0,0,49.46423542013424,1,8,0,1
900,0,1,49.57438560579586,2,5,0,1
901,0,0,49.11850606309247,3,9,0,1
902,0,1,51.353627008720814,3,4,0,1
903,0,1,49.901810323065845,1,5,1,0
904,0,1,49.56189105000535,2,7,1,0
905,0,1,47.06993049245643,4,5,0,0
906,0,1,49.77908873505668,2,8,1,0
907,0,1,50.34650333346252,3,6,0,0
908,0,1,48.56225304338939,3,10,1,0
909,0,1,49.91134849353472,3,6,0,0
910,0,0,49.96264978380381,2,8,1,1
911,0,1,48.99845663625751,2,6,1,1
912,0,1,50.00131080544966,3,6,1,0
913,0,0,49.74539892478258,4,5,1,1
914,0,1,49.409511760943694,3,7,0,1
915,0,1,48.955740942067806,3,5,0,0
916,0,1,50.14397319407612,3,5,1,0
917,0,0,48.9958351150466,2,4,0,1
918,0,1,48.52474957132708,3,7,0,1
919,0,1,50.42069196390494,4,7,0,0
920,0,0,50.14462407093375,2,8,1,1
921,0,1,50.82894195844456,1,5,0,1
922,0,1,48.9360317744768,1,7,0,1
923,0,0,49.81890563817719,2,5,0,1
924,0,1,51.29993566431855,2,5,1,0
925,0,0,48.68728649607922,1,3,1,0
926,0,0,51.05187693768536,1,6,0,0
927,0,0,48.70726320435416,1,5,0,1
928,0,0,50.08014891652285,2,4,0,1
929,0,1,49.056726201202586,2,6,1,0
930,0,1,49.45424328191866,0,7,0,1
931,0,0,49.95488633454914,3,5,1,0
932,0,0,49.81089489376356,3,6,0,0
933,0,0,48.55602945371042,2,7,0,1
934,0,1,50.73730113390711,4,3,0,1
935,0,1,50.30499608595501,2,8,1,0
936,0,1,50.16582182440639,3,7,1,1
937,0,1,50.77630407028902,4,8,1,0
938,0,0,50.07924165305493,2,6,0,1
939,0,1,50.40378665903039,4,8,0,0
940,0,0,50.9080211641486,2,7,1,0
941,0,1,51.28494449654285,1,8,0,0
942,0,0,48.37804393432045,2,8,0,0
943,0,0,48.90760876760722,2,3,0,0
944,0,0,48.52207149357454,2,9,0,1
945,0,1,49.12301919068339,3,7,1,1
946,0,1,51.18221286777257,3,4,1,1
947,0,1,47.48455067883643,2,6,1,0
948,0,1,49.16845180079829,4,8,0,1
949,0,1,49.02974041228757,5,9,1,1
950,0,0,49.37939120653668,3,7,0,0
951,0,1,51.00812359966877,4,6,1,1
952,0,1,50.74011561999266,2,5,0,1
953,0,0,48.36350759985915,3,8,0,1
954,0,1,50.348459219302754,1,5,1,0
955,0,0,50.21497232718709,4,3,1,0
956,0,1,49.67397442565547,3,8,1,0
957,0,1,49.39694956668151,0,5,1,1
958,0,1,50.71505510313979,3,7,0,1
959,0,1,51.01508599162202,4,6,0,1
960,0,0,50.26229021456967,2,6,1,1
961,0,1,49.09768283205076,3,7,0,0
962,0,1,49.64326986324853,2,4,1,1
963,0,1,49.45051935995013,3,8,1,1
964,0,1,50.10124950473153,3,10,1,0
965,0,0,49.25940778272234,2,5,1,1
966,0,0,48.052320276001325,2,8,1,1
967,0,1,50.67698472537104,1,5,1,1
968,0,1,51.54828293546858,3,8,0,1
969,0,1,50.469960424215245,3,6,1,1
970,0,1,48.22729553722565,0,10,1,1
971,0,1,49.42265198795891,2,6,0,1
972,0,0,49.0170737018142,3,8,1,1
973,0,1,50.41464276764721,2,5,1,0
974,0,0,50.99407423997293,3,7,0,0
975,0,1,49.57428579464529,3,7,1,0
976,0,0,47.40632466019679,2,7,0,1
977,0,1,50.832215801760285,4,5,1,1
978,0,1,50.09113606595868,2,6,1,1
979,0,0,49.01129842110547,3,7,0,1
980,0,0,49.177154505998246,3,8,0,1
981,0,0,48.96780786782692,1,8,0,0
982,0,0,47.76395389408344,3,10,1,0
983,0,1,50.220199553681546,3,7,0,0
984,0,1,51.7613805296462,2,7,1,1
985,0,1,50.36782336523883,3,9,0,1
986,0,1,51.74896671902082,2,3,0,0
987,0,0,49.37988342676713,2,7,1,0
988,0,1,48.78557851327344,2,5,0,0
989,0,0,48.87772895759174,3,7,0,1
990,0,1,51.49909203877739,3,6,0,1
991,0,0,48.09660527000817,3,8,1,1
992,0,1,49.7160214459556,2,7,1,0
993,0,0,49.03006921941255,3,6,1,1
994,0,1,50.60506746489423,1,8,1,1
995,0,1,49.08463524315182,2,6,0,0
996,0,1,49.848972704112015,3,8,0,0
997,0,1,51.00847729265435,3,8,0,1
998,0,0,48.986453893708045,2,8,1,1
999,0,1,49.29674984095277,4,8,0,0
0,1,0,49.88607409195522,3,8,0,0
1,1,0,49.262670726480735,2,9,1,1
2,1,1,60.46723216156278,2,5,1,1
3,1,1,59.158313392402135,1,7,1,0
4,1,1,61.9097124950495,3,3,1,1
5,1,1,60.3015868246489,3,6,0,1
6,1,1,60.217644282940185,1,8,0,1
7,1,1,61.31319570918712,2,6,0,0
8,1,0,52.225784953995806,3,8,1,1
9,1,1,60.19934453259864,2,4,1,1
10,1,0,49.914051134918914,3,8,0,1
11,1,1,61.05017607601271,0,3,0,1
12,1,1,58.9929836931272,2,9,1,0
13,1,1,59.977535114602,3,5,0,0
14,1,1,60.56563313408182,3,8,1,1
15,1,1,61.10114943592558,2,7,0,0
16,1,0,50.01512239561161,1,8,1,1
17,1,0,50.730436172834224,3,5,1,1
18,1,0,51.60888311534611,2,7,0,0
19,1,1,58.153763075956846,0,7,0,0
20,1,1,58.15479559197673,2,6,1,0
21,1,1,59.63871606668767,1,6,0,0
22,1,1,59.16212330774552,2,4,0,0
23,1,1,59.97120078605747,3,8,1,1
24,1,1,60.29193402385956,2,8,1,0
25,1,0,50.65577069123241,3,6,0,1
26,1,1,59.17176685774447,2,6,1,0
27,1,1,58.75319615240908,0,7,1,0
28,1,0,50.84433128864613,3,8,0,1
29,1,0,49.15072046970609,0,7,0,1
30,1,0,49.427971380150446,2,3,0,1
31,1,0,49.92562858976723,3,5,1,0
32,1,1,60.020084924266094,3,7,0,0
33,1,1,58.28357339587298,1,6,1,0
34,1,0,49.686999928779095,2,9,0,1
35,1,1,60.13275269247337,2,8,0,1
36,1,1,60.17476013650661,2,8,1,0
37,1,0,48.31623419063039,1,7,0,0
38,1,1,59.59931350559142,1,5,1,1
39,1,0,49.98795643585272,2,7,1,1
40,1,0,50.26572584370321,2,6,1,0
41,1,0,49.12929137434566,3,10,1,1
42,1,1,58.95186206140762,3,7,1,1
43,1,0,48.75991689200856,2,4,1,1
44,1,0,50.13157922258642,4,6,0,1
45,1,1,60.05637552768201,4,6,1,0
46,1,0,51.51736346845611,3,3,0,0
47,1,0,50.184991817860784,3,2,1,1
48,1,1,59.62722693121568,3,8,0,0
49,1,0,50.55859548504217,3,5,0,0
50,1,0,51.3751350353693,2,8,0,1
51,1,1,59.59383965392039,2,6,1,1
52,1,0,50.82722791261196,5,10,0,1
53,1,1,60.58181254842648,3,4,0,1
54,1,1,59.83379475851866,2,8,0,1
55,1,1,62.358862639936895,2,6,1,1
56,1,1,60.5344138138932,3,7,0,0
57,1,1,59.97560230665952,2,8,1,1
58,1,0,50.29889952664709,3,6,0,1
59,1,1,58.9332586782126,2,4,0,1
60,1,1,58.97520041137179,2,9,0,0
61,1,1,59.40581349246067,2,11,1,1
62,1,1,59.20757411289648,3,7,1,1
63,1,0,49.55482232720029,3,6,0,0
64,1,1,60.1642791710815,2,7,1,1
65,1,0,50.69928912209563,2,8,0,0
66,1,0,51.21487623747625,2,8,1,0
67,1,0,51.77562944720978,4,3,1,1
68,1,1,59.88594623574602,2,7,1,1
69,1,0,49.71409414152566,2,6,1,0
70,1,1,61.265000906916605,2,5,0,0
71,1,1,59.86951467322105,0,6,0,0
72,1,0,51.00776375207319,3,3,1,0
73,1,1,59.6610599327988,5,9,0,1
74,1,0,52.15040228730732,3,6,1,1
75,1,1,61.51982278475425,0,5,0,0
76,1,0,50.74314749320114,2,6,0,1
77,1,0,50.3926534231197,3,7,0,0
78,1,0,49.968815357785736,3,6,1,0
79,1,1,59.81466675512986,0,8,0,1
80,1,1,57.947531846963145,2,6,1,1
81,1,1,59.4580801246263,2,8,1,0
82,1,0,51.43041176714112,4,8,1,1
83,1,0,50.54847628482717,4,9,1,1
84,1,1,60.47996919890357,2,8,0,0
85,1,0,50.862259111638,0,4,1,1
86,1,1,60.87331235639705,2,6,1,1
87,1,1,59.56420175761362,3,10,1,1
88,1,1,61.41625821014839,3,6,0,1
89,1,1,60.12511919179993,2,8,1,0
90,1,1,60.96833837223823,2,7,0,0
91,1,1,60.354257389019,1,5,0,1
92,1,0,49.16375542848642,2,7,0,0
93,1,1,60.4275445998997,3,6,1,1
94,1,1,59.74112379309453,2,4,1,0
95,1,0,49.689169387721215,2,6,0,1
96,1,0,49.82290987848196,4,4,1,1
97,1,0,48.67675607533177,2,9,1,1
98,1,0,51.39289420913974,3,8,0,0
99,1,1,59.09878299289714,2,7,1,0
100,1,0,51.97176269917807,2,2,0,0
101,1,1,59.45060993750351,5,6,1,1
102,1,0,49.18152188033404,2,7,1,1
103,1,1,59.73269489782111,1,6,0,0
104,1,0,51.50274048169263,3,9,1,1
105,1,0,51.174055752276885,2,3,0,0
106,1,0,50.85978856119552,3,8,1,0
107,1,0,50.78016761741611,2,6,0,1
108,1,1,60.64408386131903,4,7,0,0
109,1,0,53.32720818524154,5,5,1,1
110,1,1,59.89928315991266,3,6,0,1
111,1,1,61.27491505291788,2,4,0,0
112,1,1,58.01424441815773,2,8,1,0
113,1,0,49.563064051774624,1,8,1,0
114,1,1,59.03007399793299,2,6,0,1
115,1,1,59.67041440590046,4,6,1,1
116,1,1,60.52957913754036,2,9,0,1
117,1,0,50.76689282315424,2,6,1,1
118,1,1,61.53798784659735,4,8,1,1
119,1,1,59.318444303073285,4,6,1,1
120,1,0,52.14254803010856,3,6,0,1
121,1,0,50.56921134583348,3,4,1,1
122,1,0,51.97005733318131,2,3,1,1
123,1,1,60.7902861222549,1,5,0,0
124,1,1,58.76427266936391,1,11,1,1
125,1,0,51.59742074858506,2,7,1,1
126,1,0,50.7113540581828,2,4,0,0
127,1,1,60.86644121177074,3,8,1,0
128,1,0,51.32757706554261,2,7,1,1
129,1,0,50.20918045909643,2,6,0,0
130,1,1,59.549866168924325,4,6,0,0
131,1,0,51.1725219654028,2,7,1,1
132,1,0,52.99113635402556,1,4,1,0
133,1,1,62.15901187806584,3,6,0,0
134,1,0,51.696066162029,3,5,0,0
135,1,1,58.923722550856105,1,8,1,1
136,1,0,49.6137625507822,1,7,1,1
137,1,0,49.23136868795547,4,6,1,1
138,1,0,50.78756605372411,1,7,1,1
139,1,0,50.38086359577944,3,10,1,1
140,1,0,49.7505649124121,2,7,1,1
141,1,1,59.02115954965054,2,5,1,0
142,1,1,62.04441899622967,2,6,0,0
143,1,0,49.02146331648382,2,7,1,1
144,1,1,59.567076138347815,3,6,0,1
145,1,1,61.12916061349693,3,5,1,0
146,1,1,60.10351077528268,3,4,1,0
147,1,0,49.88693080549221,3,4,1,0
148,1,1,59.96222006809693,2,8,1,1
149,1,1,59.99060976796481,2,7,1,0
150,1,1,61.17261456146813,3,7,1,0
151,1,1,60.01809622996228,3,9,0,1
152,1,1,59.73012682194966,3,9,0,0
153,1,0,51.17428588445952,0,3,0,1
154,1,1,60.09829928627443,3,7,1,1
155,1,1,59.86532831184749,3,7,1,1
156,1,1,60.105635947343615,2,6,0,1
157,1,1,58.65966385475912,1,8,1,0
158,1,0,50.9399685144942,2,7,0,0
159,1,0,48.97597766645815,3,10,1,1
160,1,1,57.613432663280086,3,8,0,0
161,1,1,59.86470557386876,2,4,1,0
162,1,0,49.46684547990839,5,6,1,1
163,1,0,49.322894447650434,3,9,1,1
164,1,0,51.548575430672365,3,7,0,0
165,1,1,61.381189601978015,3,5,0,0
166,1,0,50.06987941421591,2,10,0,1
167,1,0,50.66124820716233,1,8,1,1
168,1,1,61.99573931629768,3,8,0,1
169,1,1,60.203577699300766,2,7,1,1
170,1,1,62.38127891481668,2,8,0,1
171,1,1,59.5222287178818,3,8,0,1
172,1,1,62.08331479148468,1,5,0,0
173,1,0,53.01973289582192,1,1,0,1
174,1,0,50.15499903874372,3,7,0,0
175,1,1,59.55564227168858,3,10,0,1
176,1,0,51.66871757387858,3,5,0,1
177,1,1,60.09790021487498,3,5,1,0
178,1,1,60.60815936559109,3,8,0,1
179,1,1,60.02877054978394,3,5,1,0
180,1,1,60.72822578589174,2,8,1,0
181,1,1,60.3828394923753,2,6,0,0
182,1,0,49.68572747376924,3,7,0,0
183,1,1,59.61902104941325,1,7,1,1
184,1,0,52.214121967302646,2,5,0,1
185,1,0,50.23964309955088,4,5,0,1
186,1,0,51.22487254879109,3,9,1,1
187,1,0,50.4527032380451,3,9,1,0
188,1,1,61.093421205599306,2,6,0,1
189,1,1,59.79122542029665,3,10,0,0
190,1,1,59.00477422313107,3,5,1,1
191,1,1,60.06071826502213,3,8,1,1
192,1,0,51.15405921374917,2,6,1,0
193,1,1,60.21089559134417,2,4,1,0
194,1,0,50.5198269942444,2,4,1,1
195,1,1,61.01527370876425,0,5,0,0
196,1,1,60.108614841284165,3,6,0,1
197,1,0,50.16709907840902,1,8,0,1
198,1,1,61.481012916066526,5,5,1,0
199,1,1,60.26894084423601,1,6,1,1
200,1,1,60.1598598742534,4,8,1,1
201,1,1,61.09883149858324,1,7,1,1
202,1,0,50.46754587648496,3,5,1,1
203,1,1,59.58284972617206,2,7,0,0
204,1,1,60.93474058168104,2,7,0,1
205,1,0,49.0809444725437,3,8,1,0
206,1,1,60.43980152711858,4,6,0,1
207,1,1,58.62488955790929,2,6,0,1
208,1,1,59.012574165137615,3,8,1,1
209,1,1,57.14965405641084,4,8,0,1
210,1,0,51.60593076909288,3,6,1,1
211,1,1,59.96195185178401,1,7,1,0
212,1,1,59.14128904713432,3,6,1,0
213,1,1,60.988747403868295,2,9,0,1
214,1,1,60.38957633036921,2,8,1,1
215,1,0,52.02051341191108,2,9,0,1
216,1,0,49.82462368668341,2,6,1,0
217,1,0,52.69460781565253,3,6,1,0
218,1,0,52.08732946452498,3,6,0,1
219,1,0,51.012868505989175,2,6,0,1
220,1,1,60.42298812271955,2,6,1,0
221,1,1,59.46401959558799,2,10,1,1
222,1,1,61.16361846667383,2,6,1,0
223,1,0,50.68338153235622,2,4,0,0
224,1,1,61.11997562745185,3,7,1,0
225,1,1,60.98934317690725,2,7,0,1
226,1,1,59.64750474371775,3,10,0,0
227,1,1,59.07791620219854,2,8,1,0
228,1,1,58.82245555090579,2,8,1,1
229,1,0,49.77409871840271,2,8,1,0
230,1,0,48.922654364484615,3,7,1,0
231,1,0,51.33291569766002,3,7,1,1
232,1,1,60.40902975370095,2,7,1,1
233,1,1,60.98368854799819,2,6,1,1
234,1,1,61.89795342047736,2,5,1,0
235,1,1,61.42943453250973,3,5,0,0
236,1,0,51.408782270248174,3,4,1,0
237,1,1,61.769619679384846,3,6,1,0
238,1,1,59.79165727160373,4,9,1,0
239,1,1,59.4167991799346,0,5,1,0
240,1,1,59.57096780905846,3,6,1,1
241,1,0,50.59103597593968,3,5,0,0
242,1,1,60.26660519508686,4,3,1,1
243,1,0,48.90265424544821,2,5,0,0
244,1,1,59.32085159549875,3,7,1,0
245,1,0,49.42600367450716,2,4,0,1
246,1,1,60.13269479267514,1,6,1,1
247,1,1,61.26310767851338,2,6,1,0
248,1,0,50.07990076539589,2,7,0,0
249,1,0,51.00934519112432,3,5,1,1
250,1,1,59.38076438954463,3,6,1,1
251,1,1,61.81623709013555,3,8,0,1
252,1,0,52.00139924191001,3,6,1,1
253,1,0,51.97711691332219,1,8,0,1
254,1,1,59.845396528834094,1,5,0,1
255,1,1,59.54869802712735,3,8,1,0
256,1,1,61.25328703668589,2,8,0,0
257,1,0,50.52851504066834,1,8,0,1
258,1,0,51.19584083029956,3,7,1,0
259,1,0,49.27656211318311,3,6,1,1
260,1,1,59.57837006557772,4,10,1,1
261,1,0,52.13927233363193,2,5,1,1
262,1,0,50.31793524570377,3,5,1,1
263,1,1,60.35867076287428,1,9,0,0
264,1,0,50.89263566254414,4,5,0,1
265,1,0,49.99753164433558,2,9,0,1
