defendant_age,prior_convictions,severity_of_crime,legal_aid_received,lawyer_experience_years,plea_bargain_accepted,community_service_completed,victim_impact_statement_presented,restorative_justice_program,recidivism_rate
23,23,3,17,2,0,0,0,1,93.65422236522676
14,17,6,15,1,0,0,1,0,78.56747867322018
14,26,2,25,0,0,0,0,0,91.0194751471096
28,28,7,21,1,1,0,0,0,89.48543189624297
17,20,7,20,1,0,0,0,0,82.89596069999962
7,23,6,13,1,0,1,0,0,80.82306647171973
20,23,8,16,3,1,1,0,1,94.6118950815892
29,15,2,15,1,0,0,0,1,86.31484931171207
14,16,10,18,3,0,0,1,1,90.5741532572166
20,17,2,16,1,0,1,0,1,86.90010381172641
29,24,5,19,2,1,0,0,0,89.51501286074064
12,26,6,14,1,1,0,0,1,90.69746064278752
31,25,6,18,1,0,1,0,1,95.71798007255856
32,23,6,14,1,0,0,0,1,90.73987814646976
23,21,8,9,2,1,1,1,0,78.6395482477932
23,19,2,14,1,1,0,1,1,88.30374275416763
22,21,5,12,4,0,0,1,0,81.8718446177371
26,16,4,20,0,0,1,0,0,81.84562849787172
18,17,6,23,1,0,1,0,0,85.37360830953855
40,26,5,14,1,1,0,0,0,86.67603268057084
19,22,6,16,3,0,0,1,1,92.98752257641269
29,24,5,28,1,0,1,0,1,101.42790694612054
19,26,5,16,2,1,0,1,0,86.55227481692864
20,25,4,17,1,0,1,1,0,86.44554383296366
17,29,3,14,1,0,0,1,0,82.96762181442719
29,24,3,5,2,1,0,1,0,78.04385138529568
25,24,8,12,2,1,1,0,0,81.9461190177875
23,22,5,12,1,0,0,1,1,88.22562026074023
20,20,6,13,0,0,0,0,1,86.5936129981782
23,29,2,10,3,0,1,0,1,94.08444436892472
21,34,5,20,0,1,0,1,1,102.42421096993256
21,26,3,21,2,0,1,1,1,96.94966139209318
9,30,11,16,1,0,0,1,0,87.75684228187545
22,25,8,11,2,0,0,1,1,90.97839724590364
29,24,10,6,1,1,0,0,0,79.44107328519256
11,23,5,22,1,0,1,1,1,94.9777979384518
18,21,4,16,1,1,0,0,1,90.64616044724464
26,26,5,18,0,0,0,0,0,87.01090209444486
24,24,7,16,2,1,0,0,0,85.0499070051023
29,24,6,15,0,0,1,1,0,85.48179998816124
20,26,8,16,2,1,0,0,1,96.36509319058209
15,28,5,7,3,1,0,0,1,89.21421125229189
17,28,5,9,2,1,1,1,1,91.75020047142476
20,26,7,15,2,0,0,0,0,85.84191969176076
7,18,5,20,0,0,0,0,1,89.11544906083346
35,23,6,9,0,0,0,0,0,80.37370134382324
22,20,4,28,0,0,1,0,1,96.21144337335627
35,27,6,19,2,0,0,0,1,100.1395530429008
9,29,0,21,2,0,0,1,0,89.28902682579006
28,26,5,12,0,0,1,0,1,92.65520237766832
24,20,8,17,2,0,0,0,0,83.72834286761946
10,19,3,19,2,0,0,0,0,82.74753458498334
46,30,8,11,1,1,0,0,1,97.10310981223688
23,24,4,16,3,1,0,0,1,94.58341735267088
21,22,8,25,0,0,0,0,0,88.49930440681489
27,31,4,9,0,1,1,0,1,94.17516831553569
25,22,7,13,1,0,0,0,1,90.5603085557906
29,31,6,7,1,0,1,0,1,92.27317959745172
27,25,3,11,1,1,0,0,1,88.59866150257892
16,17,6,13,2,1,1,0,0,78.14171691911447
24,25,4,16,1,0,1,1,1,96.27524208100832
23,12,3,10,2,0,0,0,0,71.74467011275729
25,18,5,16,0,0,0,0,0,78.64691773490165
38,20,6,15,1,0,1,0,0,83.82792467205236
35,27,1,17,3,0,0,1,0,90.65720399185518
31,25,4,12,3,0,0,1,1,92.39896618147012
20,16,8,17,2,0,0,0,1,88.20002768611496
11,23,4,22,4,0,1,0,1,97.48123454711089
15,20,5,15,2,0,0,0,1,90.18382388376465
38,26,9,23,0,0,1,0,1,100.84655325415495
20,17,7,19,1,0,0,1,1,91.50427343326147
26,25,2,10,0,1,0,0,0,80.08724622610627
23,30,10,23,1,0,0,0,1,103.67884530345673
27,26,5,15,2,0,1,0,0,85.65209659999987
31,22,5,15,2,1,0,0,0,82.73886740598428
18,22,8,15,1,0,0,0,0,81.62309397472764
19,19,8,17,2,1,1,0,1,90.78590587854283
33,25,2,24,4,0,0,0,0,92.45304789132454
24,24,11,16,3,1,0,1,0,86.09130191144978
21,24,6,16,3,0,0,1,1,95.90024923727948
14,17,5,20,0,0,0,1,0,80.57618414178425
42,20,4,13,2,1,0,0,0,81.69970872182387
24,22,6,17,3,0,0,1,1,94.51148820490548
23,19,7,11,2,1,1,0,0,78.72606734719801
3,25,10,11,1,0,0,1,1,90.40948791335694
22,22,1,10,1,0,0,1,1,89.01190806658425
28,21,2,13,1,0,0,1,1,87.91166315746946
15,26,8,14,0,1,0,1,0,82.82680397886134
24,24,6,18,2,0,0,1,0,86.07191937742444
32,20,4,17,1,1,0,0,1,92.10659513712908
20,21,2,10,3,0,1,0,0,78.01315158398916
15,11,5,15,2,1,0,1,1,84.34414724262481
11,25,9,18,0,0,0,0,1,94.74469530278174
30,26,3,16,1,0,1,0,0,87.05016392172497
28,23,5,10,1,1,0,0,1,89.98690324891602
14,30,4,11,1,1,1,1,1,92.90701740031116
28,26,3,17,4,0,0,0,0,88.024652463718
15,14,6,17,3,0,0,0,1,87.87734150658339
15,22,11,22,2,0,0,0,0,86.98335357238699
21,23,10,12,1,0,0,0,1,89.81067643058773
27,25,8,13,1,0,0,0,0,83.13423795051536
31,23,3,12,1,0,0,1,0,81.97879431765317
25,27,5,12,2,0,0,0,0,85.49571806632923
8,25,7,9,1,0,0,0,1,88.39198365528287
38,17,8,17,1,0,0,0,1,89.54554877060107
34,15,7,23,1,0,0,1,0,84.11093433513267
15,25,8,18,0,0,1,0,1,93.84231222944588
37,25,3,14,0,1,0,1,1,93.69146922193212
27,26,8,11,2,0,1,0,1,92.27066326338306
36,19,3,19,0,1,0,0,0,82.99049094689262
7,27,2,15,2,0,1,0,0,85.7570538393054
17,22,4,10,1,0,0,0,1,84.68276499494344
41,28,2,16,2,0,1,0,0,92.41970233667612
22,19,6,19,3,0,0,0,1,90.98476785508836
30,22,9,14,0,1,1,0,1,91.56106578199312
13,32,4,11,1,0,0,0,1,93.64847841570726
29,28,7,9,3,1,1,1,1,93.67889041396728
37,20,8,12,0,0,0,0,1,89.22502268206084
8,25,4,12,3,1,1,0,1,90.10468212030187
25,18,7,16,1,0,0,0,0,80.61721702850464
30,29,6,26,1,0,1,1,0,97.0176041368814
22,28,6,12,4,1,1,0,0,87.54257225208512
42,17,7,17,3,1,1,0,0,83.29377061413555
45,25,3,16,0,0,1,0,0,88.01590468333906
36,23,5,17,1,0,0,1,1,93.66408880284418
17,26,8,15,2,0,1,1,0,87.06398331531123
32,25,7,9,1,0,0,0,0,80.07874881130545
29,28,8,11,1,0,1,1,0,87.01004230829912
34,25,4,10,0,0,0,1,1,89.68564273543967
8,23,6,19,0,0,1,1,1,95.06896906301168
26,26,7,14,1,0,0,1,0,85.07063570356738
27,22,5,13,3,0,1,0,1,91.84364172515257
21,28,5,8,3,1,0,0,0,83.74651394427633
16,24,6,17,2,0,1,1,1,96.25320598587231
8,20,9,18,1,1,0,0,0,82.34473472995515
12,25,1,21,3,1,1,0,1,97.24628916712764
21,28,7,27,2,1,0,1,1,104.56806728199057
43,25,6,14,2,0,0,0,0,85.26747516839832
33,23,6,20,1,0,0,0,1,96.3447773034432
16,27,7,17,2,1,1,1,0,88.24450976007651
38,28,6,11,2,0,0,0,0,86.12043986261288
31,23,7,14,1,0,1,0,0,81.81309829734428
22,28,3,5,3,1,0,1,1,89.67905047754627
20,23,6,10,1,0,0,0,0,79.11775592746478
12,23,3,18,3,1,0,1,1,93.87449747221422
11,22,5,9,0,0,0,0,1,85.429119501829
55,27,6,13,1,0,1,0,1,98.28590398001693
38,14,7,18,2,0,1,0,0,80.523747568304
30,19,10,16,1,0,0,1,1,92.260210924255
15,17,4,19,2,0,0,1,1,90.89224620449504
18,19,8,14,2,0,0,0,0,80.09579268021743
8,25,8,16,3,1,1,1,0,85.26207661774563
18,26,5,20,0,1,0,0,0,86.60932511141806
18,19,6,23,3,0,1,0,0,87.80987201288626
24,25,1,12,2,1,0,1,1,90.3750476697048
1,23,5,17,1,0,0,0,0,82.298511197735
17,24,4,10,0,0,0,0,1,87.2400360723499
34,11,5,23,3,0,1,0,1,92.69629002139996
17,23,10,15,2,1,1,0,1,92.19856877814937
10,24,6,21,2,1,1,1,0,87.80905485147552
40,26,6,21,0,0,0,0,0,90.15000756357443
32,22,8,17,2,1,1,0,0,85.42080866252638
26,18,2,24,1,0,1,0,1,94.39361157908851
30,23,6,21,1,1,0,0,1,97.0743024812537
31,26,6,26,2,0,0,0,0,94.2410561104526
34,26,6,21,0,0,0,0,0,90.4161579125723
30,20,7,18,1,1,0,0,0,84.78377569251867
19,29,0,16,3,0,1,1,1,98.909694265173
32,21,8,16,1,1,1,0,1,92.40512187401828
22,21,9,17,0,0,1,0,0,84.24298251562965
25,30,7,11,2,1,0,0,1,95.68100816086223
14,27,8,18,3,0,1,1,0,90.31620869046402
29,22,4,13,1,0,1,0,1,91.8745312839525
33,25,5,16,2,0,1,0,1,96.57557654896426
49,22,5,12,3,0,1,1,1,93.81662243670291
30,22,5,25,1,0,0,1,0,90.31162900363846
18,25,7,16,1,1,0,0,1,93.38641512269224
21,27,4,16,4,0,0,0,1,93.3465901111646
27,24,10,8,2,1,0,0,0,81.38563274416886
2,21,5,9,2,0,1,0,0,77.19237381587007
28,21,3,12,2,0,1,0,0,80.7691990054739
46,22,3,15,1,1,0,1,1,95.0349040558364
28,21,7,22,2,0,0,1,1,97.05300198577568
30,22,7,27,1,0,1,0,0,92.3570138678928
30,26,4,19,1,0,0,0,0,88.40475014608272
22,27,8,11,2,0,0,0,0,83.6722714581793
40,26,8,12,1,0,0,0,1,96.18792580993832
16,27,4,19,2,1,1,0,1,97.76207868874296
18,25,6,22,1,0,1,0,0,88.5993470001632
28,24,8,19,1,1,0,1,1,96.99645922740204
21,26,5,14,1,1,1,1,0,85.7831619207747
15,25,2,17,0,1,0,0,0,82.08699301927811
34,22,8,23,1,0,0,1,1,97.20407718001124
24,23,4,17,1,0,0,0,0,86.38455865927465
40,17,10,12,2,1,0,1,1,88.97386963853593
25,22,9,10,2,1,0,1,0,79.6683383038747
18,28,5,22,2,0,0,1,1,100.22960103632688
33,23,7,13,4,0,0,0,0,82.90153575113901
27,28,8,16,2,0,1,0,1,99.67128601405906
17,24,3,21,1,1,1,0,0,88.60494169615264
38,26,8,5,1,0,0,0,1,88.69357054002653
15,22,8,23,0,1,0,1,0,86.93274067515878
28,17,4,20,1,0,0,0,0,81.95100278083719
29,24,5,18,3,0,0,0,0,87.4488689043154
39,23,6,17,2,1,0,0,0,86.65236360997537
15,24,5,12,2,0,1,1,1,91.11511231360254
4,22,8,11,1,0,0,1,1,86.54048368286362
36,21,10,22,0,1,0,1,0,87.51840753325429
32,26,4,15,1,0,0,0,1,94.97818908366932
22,25,6,11,1,0,0,0,1,91.36121121611691
22,18,4,14,3,0,0,0,1,87.11494397929195
17,25,6,9,2,0,0,0,0,81.41587310165602
14,27,6,11,0,0,1,0,0,81.81187840068523
25,21,5,10,1,0,0,1,1,86.6998366854209
20,31,7,9,1,1,0,1,1,95.33307272994928
-2,25,4,14,1,0,0,0,0,81.21422011822241
16,19,5,23,2,0,0,0,0,86.02401962050547
36,21,6,19,2,0,0,1,1,96.67338338915536
45,20,7,11,0,0,1,1,1,90.68128020912026
22,20,6,6,0,1,1,1,1,86.27676780093672
27,22,5,19,3,1,1,1,0,85.92797059895811
47,25,6,11,3,1,0,0,0,85.98917059247565
33,23,6,2,0,0,0,0,0,74.61257810626309
8,20,6,18,2,1,0,1,0,80.81531181676303
17,16,4,11,0,1,0,0,1,83.5092533521438
28,25,2,12,0,0,0,1,1,89.34136536838358
35,18,3,10,3,0,0,0,0,77.51988861066265
41,25,4,15,2,1,0,0,0,85.13702147077612
24,18,5,17,2,0,1,0,0,80.76148898154395
17,23,8,16,1,0,1,1,0,84.71566266852709
18,22,7,15,2,0,0,0,1,90.34218788221044
18,23,7,15,1,0,0,1,1,91.39601179229116
24,22,2,20,2,0,0,0,1,95.3698777833736
44,27,4,20,3,0,0,1,1,101.11474233681244
20,26,6,18,0,1,1,1,1,95.95329778650049
23,26,7,10,2,0,0,0,1,91.29102160578422
8,18,3,10,3,1,0,0,0,75.34212499473782
34,18,4,12,0,0,0,0,1,84.63501377494005
24,25,5,13,2,0,1,0,1,94.35217461953694
22,27,9,5,0,0,0,1,0,78.14701014089026
11,23,3,13,1,0,0,1,0,78.97053796710686
13,16,7,17,2,0,0,1,0,79.35019669606014
35,23,8,16,1,0,0,0,1,93.1332533306336
32,29,5,16,1,0,0,0,1,96.65375371156384
20,19,8,21,1,1,1,1,1,93.24243262294736
38,25,4,20,2,0,1,0,1,98.99992454351938
20,24,7,6,2,1,0,1,0,78.58710325539403
27,24,9,19,1,0,1,1,0,88.19579335096677
37,28,6,14,2,1,0,0,0,89.12149265613287
19,21,3,17,2,1,0,0,1,90.92324034481696
23,20,7,19,2,0,1,1,0,84.83714388028318
23,26,4,14,1,0,0,1,1,94.6494223380076
34,29,7,10,2,0,0,0,1,95.93594099819538
19,25,6,15,3,0,1,0,1,95.93824270107642
8,30,4,8,1,0,0,0,0,81.51964299859252
16,22,4,10,2,0,0,1,1,86.50071997279595
20,20,4,10,2,1,0,1,1,86.54920886320284
6,30,7,14,3,0,0,0,0,88.04598941676372
22,19,5,23,2,0,1,0,0,86.46970917405417
24,20,3,16,1,0,1,0,0,82.42985613416644
11,24,7,18,0,1,0,0,0,83.61956487002963
18,22,7,13,0,1,0,0,0,80.78021428905609
34,22,9,12,3,0,0,0,0,84.37706057597582
29,28,5,9,2,0,0,1,0,84.0664229822365
35,23,7,11,2,0,0,0,0,81.90628603266708
29,26,7,9,1,0,1,0,0,82.32506609732556
28,23,10,10,1,0,0,0,1,89.63150086172548
48,22,7,21,2,0,0,0,0,89.89866570761593
30,27,8,14,2,0,0,1,0,87.50914587858941
29,25,3,9,2,0,0,1,1,88.24878926207806
28,20,8,8,0,1,0,0,1,87.01749327833149
23,28,5,16,2,1,1,1,1,97.3605741036879
25,24,10,19,2,0,0,0,0,88.97150530515049
29,23,6,19,3,0,0,1,1,95.9752109648019
23,21,4,19,1,0,0,0,1,93.54022068486717
23,20,4,13,2,0,1,1,1,89.25486795056472
10,27,8,21,1,0,0,0,1,100.11073109704222
24,19,8,16,2,0,0,0,1,89.62988227027046
26,26,8,15,1,1,0,1,1,93.5991134887681
19,30,7,21,1,1,0,1,1,99.42509864642412
26,29,5,15,2,0,0,0,1,95.92308238690111
14,16,8,14,3,0,0,0,1,85.71776505598586
20,22,5,23,0,1,0,1,1,97.85161491710916
11,16,9,14,3,0,1,0,0,75.99534139517849
14,17,5,17,2,0,0,0,0,80.9053975420258
15,21,5,15,2,0,1,1,0,81.17848221669037
24,26,10,23,2,0,0,0,0,93.207073779356
8,26,9,17,2,0,0,0,1,95.05215800982702
34,24,7,15,1,1,0,0,1,92.92044400074056
27,17,3,12,3,1,0,1,1,88.12171486533009
39,25,3,19,2,0,0,1,0,88.52022485573367
35,22,4,11,2,1,0,0,1,91.17326482847696
21,23,7,16,2,0,0,0,1,93.96214984271208
33,18,6,13,3,1,1,1,1,89.60615809524796
20,20,3,17,4,1,0,1,1,93.40111003647466
33,29,2,21,1,0,0,1,0,92.68679551292216
31,26,6,16,1,0,0,0,1,95.17068330817388
22,21,4,21,1,0,0,0,0,84.21493928495458
45,22,5,6,1,0,0,0,0,77.79385404149942
15,23,8,16,2,1,0,0,0,84.51143437327484
29,23,5,12,2,0,0,0,0,80.90123916389918
19,22,3,14,1,1,0,1,0,80.00465033848576
20,24,5,19,1,0,1,0,1,96.36870818337336
23,22,4,13,2,0,0,1,0,82.24085208674637
34,20,6,16,1,0,0,0,1,91.22891936399374
3,22,5,12,2,0,0,1,0,77.83639750283871
25,29,6,14,1,0,1,0,0,88.04660448624199
13,23,6,18,2,1,0,0,0,86.26592695165041
16,22,6,11,1,0,0,1,0,79.41098746338865
30,21,4,21,3,0,1,0,1,96.86906266122394
2,24,6,17,1,0,0,0,1,91.16681966835851
39,28,4,16,1,0,0,0,1,97.27433555956736
23,25,5,14,1,0,0,1,1,92.96389682532698
22,30,6,25,0,1,0,0,1,104.35788698559725
30,16,1,16,0,0,0,0,0,78.53062283365695
35,19,5,17,2,0,1,0,1,91.8452720972104
38,22,2,6,0,0,1,0,0,77.94906411737915
40,24,5,18,2,0,1,0,1,97.69200609018252
26,14,7,15,2,0,0,0,0,76.44576689818943
20,26,8,19,2,0,1,0,0,90.63595574514022
22,21,5,13,1,0,0,0,1,89.08773900061823
31,22,7,13,0,0,0,0,0,81.5489066626292
29,30,3,14,1,1,0,0,1,96.69627935641152
33,25,6,15,2,0,1,0,1,96.1491211486566
28,21,9,14,1,0,1,0,1,92.6515252735721
2,32,8,14,2,0,0,0,1,94.67726633525204
24,23,7,11,1,0,1,1,0,82.7741909786575
26,27,4,18,1,0,0,0,1,95.84006267439504
8,22,6,16,1,0,1,0,0,80.20658110138827
31,23,6,16,2,1,1,1,1,95.74907221142072
27,20,9,15,2,0,0,1,0,83.85064658644829
33,25,9,11,1,1,0,0,1,92.3558628465447
21,33,4,23,2,0,0,0,1,104.13367442209312
16,24,4,16,3,0,0,0,1,92.7644532209824
39,21,10,9,4,1,0,0,0,82.31146949301787
28,23,6,9,3,0,0,0,0,81.20835189563103
26,20,7,21,1,1,0,1,0,85.5918923676788
33,32,7,20,2,0,0,0,0,93.71346855106896
18,18,4,4,2,0,0,1,0,71.8507864514285
26,22,7,11,3,1,1,0,1,90.83254116424396
41,26,4,15,2,1,1,0,1,97.69276292195596
47,17,6,20,2,0,0,1,0,85.29551636173912
24,29,4,21,1,0,0,0,1,101.03079114003278
28,20,6,19,2,0,0,0,1,92.76450578294254
36,22,6,19,2,0,0,0,0,88.59052140658508
13,32,8,14,3,0,0,0,0,87.86444035104923
21,28,7,14,0,1,0,1,0,84.42398557328602
23,32,8,14,1,0,0,0,1,97.17742602297488
27,22,6,17,2,0,0,0,0,84.30763596273343
30,21,8,19,4,1,0,0,1,96.71167462500657
8,22,6,17,2,1,0,0,1,93.4199101475022
34,28,4,13,1,1,0,0,0,86.23536836192058
23,30,4,13,1,0,0,0,0,86.61098117346505
43,25,7,9,0,1,0,1,0,84.8360625677331
33,21,8,12,0,0,0,0,0,81.34314920306396
11,28,6,17,0,0,0,1,0,85.45656224398758
45,16,2,18,2,0,0,0,0,80.15378235036745
27,15,4,16,2,0,1,0,1,87.29575865420516
35,22,1,26,3,1,1,0,0,91.68649872181444
18,19,6,26,1,0,0,1,0,87.31409717755497
25,32,8,11,2,1,0,1,1,96.28528712146569
31,20,6,17,4,1,0,0,1,94.55998138347287
6,24,3,8,1,0,0,1,1,86.9092014106348
32,19,3,18,2,0,0,1,1,94.58638682351398
28,27,5,13,2,0,0,1,1,94.9574507245802
24,28,9,14,3,0,0,1,1,98.51948588224896
12,18,7,13,2,0,1,1,0,78.20256146988086
25,28,5,19,2,1,0,0,1,97.54569012326988
27,28,9,21,1,0,1,0,1,100.13853864875142
42,24,1,17,2,0,1,0,1,96.03380639959354
23,17,4,8,0,1,0,0,0,72.80787836100899
33,19,5,14,1,0,0,0,0,79.31843875231002
45,24,5,13,3,0,0,0,0,86.19445292290892
21,24,1,7,2,1,1,1,1,89.01175613989959
25,29,6,17,0,0,0,1,1,97.96762499348668
30,27,8,20,0,0,0,1,0,91.18968937020436
38,29,3,14,1,0,0,0,0,88.7018291647748
24,31,3,14,1,0,1,0,0,87.93677756456232
16,18,4,13,1,0,0,1,1,87.83303875496196
25,16,8,17,0,0,0,0,0,78.67382853174023
27,33,9,17,2,0,0,0,0,93.72723917844525
43,23,5,19,0,0,0,1,1,96.97361831829896
22,23,3,13,3,1,0,0,1,89.46034148897238
41,32,3,23,1,0,1,1,1,107.1771898464139
29,24,6,11,1,0,1,0,0,80.82434794228035
28,28,5,20,2,1,0,1,0,90.39668779399278
38,27,2,17,0,0,0,0,0,88.90972300020108
20,20,6,19,2,1,0,0,1,92.73598400732762
31,18,7,11,3,0,1,1,1,89.47282470712513
18,22,8,18,1,0,0,0,1,91.70845271150807
33,24,6,18,2,0,0,0,1,96.41404860036432
26,21,8,17,2,0,0,0,1,94.0093984863916
29,21,5,16,0,1,0,0,1,91.44866473970647
28,26,5,6,1,0,0,0,0,78.24057110805867
46,23,6,15,1,0,1,1,0,87.92360067057831
33,28,2,10,2,1,1,0,0,84.54434935755573
16,26,7,19,0,1,1,1,1,97.13423462635772
23,28,6,24,2,0,1,0,1,104.84695707992624
31,25,8,7,2,0,0,0,0,80.53483838458297
17,21,5,14,2,0,0,1,0,78.36957508040241
36,23,7,10,0,1,1,1,0,81.410860712332
28,22,11,20,0,1,1,0,1,96.28104896906612
28,26,6,9,3,0,0,0,1,90.73962756367192
16,28,6,11,1,1,0,0,1,91.93248518336736
23,20,7,10,2,0,1,0,0,79.5974581952184
22,18,7,18,2,0,0,0,0,82.96394681869505
21,24,6,20,2,0,0,0,1,98.03834041453916
31,24,1,12,2,1,0,0,0,83.14375869400901
13,24,8,16,2,1,0,0,0,83.88705719521137
18,26,6,12,0,0,1,1,0,83.96257838902578
6,23,7,24,1,0,1,0,0,87.55089212152062
27,20,6,24,1,1,0,0,0,86.71650628123326
29,13,3,6,0,0,0,1,0,71.17326276603441
41,24,8,14,2,1,0,0,0,85.63599220814478
30,22,3,20,0,0,0,1,1,94.2495808990556
42,27,7,14,2,1,1,1,0,88.01861252391375
22,22,4,10,1,0,0,0,0,78.23245859944879
28,21,6,10,1,0,0,1,1,88.03677669379579
16,19,6,12,0,1,0,0,1,85.45102016333578
25,24,8,17,0,0,0,0,0,84.50775816914572
9,22,6,13,2,1,0,0,0,79.79725922487404
46,26,9,13,0,0,1,0,1,96.35714927564736
12,31,8,18,2,0,1,0,1,99.61916692334908
33,24,3,18,2,1,1,0,1,96.95118079525592
18,29,3,17,2,0,0,0,0,87.87619856482902
40,19,6,17,1,0,0,0,0,83.69912094899416
37,23,6,15,3,0,0,1,1,95.59509637336689
36,19,8,17,2,0,1,0,1,92.40289274066376
18,23,2,20,2,0,1,1,1,95.7885065992845
28,35,5,20,2,1,0,0,0,95.25301514308104
31,26,5,9,4,0,1,0,0,83.91518638698055
17,36,7,16,3,0,0,0,1,102.22632060787126
2,22,5,7,2,0,1,0,1,82.11821389606732
35,19,9,10,1,1,1,1,1,90.50608558255796
31,24,6,21,0,0,0,1,0,86.89530088035298
32,26,8,12,2,0,1,1,0,85.72579161077991
20,20,6,9,2,0,1,1,0,78.15248533060496
20,20,6,12,1,0,1,1,1,89.59499422123993
46,23,4,12,0,0,1,0,0,83.56499217477537
23,26,4,11,3,0,0,1,1,94.67588561421286
30,26,3,20,0,0,0,0,1,96.64071724111784
30,30,6,20,2,0,0,0,1,101.53876192426011
10,23,10,7,2,0,0,1,1,86.49045388794676
25,21,7,18,3,0,0,0,0,86.76938516465395
27,20,5,10,2,1,0,1,1,87.45456289795031
16,26,10,14,1,0,0,0,1,92.12955339499452
32,26,8,16,1,1,1,0,0,87.25810389755006
15,26,6,12,0,0,0,0,0,81.39870107552953
40,34,4,27,0,0,1,0,1,111.03415296742172
39,27,9,14,3,0,0,0,1,97.3906437917148
31,24,4,17,1,0,0,1,0,84.73998029862413
34,17,9,15,2,1,0,1,0,80.3003374590971
34,27,6,20,1,1,1,1,0,91.44985327481876
29,29,5,21,0,0,0,1,0,93.03273744131614
22,28,5,16,1,0,1,0,1,98.34177605138098
33,20,9,13,2,0,0,0,0,81.00826740426776
38,17,6,12,3,0,1,0,1,90.12328433300956
50,26,8,16,2,0,0,0,1,97.34706311357536
16,23,-1,17,1,0,0,0,0,81.48834257070189
10,22,8,13,1,0,0,0,1,89.52493774688696
32,21,8,16,2,0,1,1,0,86.58379435306152
30,23,7,21,1,0,1,0,0,89.43304153508645
23,20,6,20,1,1,0,1,0,83.54063815538044
34,22,2,16,1,0,0,0,1,92.35193355245794
16,21,4,26,2,1,1,1,0,87.48608188948566
16,25,6,18,2,0,0,0,1,95.20846564981628
21,20,5,9,1,1,1,0,1,85.54822230375808
13,18,1,16,0,0,0,0,1,86.56546562196618
